run:      1; obh2 = 2.207E-02
 computational parameters:
   cy = 0.003/  ct = 0.000/  initial temp = 3.48E+02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 model parameters:
   g =  0.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00
it =    306

    temp        n/H          p          D/H         T/H        3He/H        4He        6Li/H       7Li/H       7Be/H
 1.949E+00   1.950E-01   2.202E+06   3.835E+06   5.743E+06   6.485E-01   7.911E-10   1.172E-04   5.922E+09   2.566E+00   1.665E-09
 1.863E+00   2.134E-01   1.839E+06   3.202E+06   4.794E+06   5.664E-01   7.989E-10   1.283E-04   5.922E+09   2.344E+00   1.664E-09
 1.781E+00   2.336E-01   1.536E+06   2.673E+06   4.002E+06   4.946E-01   8.068E-10   1.405E-04   5.922E+09   2.142E+00   1.663E-09
 1.703E+00   2.557E-01   1.283E+06   2.232E+06   3.341E+06   4.319E-01   8.150E-10   1.538E-04   5.922E+09   1.957E+00   1.662E-09
 1.628E+00   2.798E-01   1.072E+06   1.863E+06   2.788E+06   3.772E-01   8.232E-10   1.684E-04   5.922E+09   1.788E+00   1.661E-09
 1.556E+00   3.063E-01   8.954E+05   1.555E+06   2.327E+06   3.293E-01   8.317E-10   1.844E-04   5.922E+09   1.634E+00   1.660E-09
 1.488E+00   3.352E-01   7.480E+05   1.298E+06   1.942E+06   2.876E-01   8.403E-10   2.019E-04   5.922E+09   1.493E+00   1.659E-09
 1.422E+00   3.670E-01   6.248E+05   1.083E+06   1.621E+06   2.511E-01   8.490E-10   2.211E-04   5.922E+09   1.364E+00   1.658E-09
 1.360E+00   4.017E-01   5.219E+05   9.041E+05   1.352E+06   2.192E-01   8.578E-10   2.422E-04   5.922E+09   1.246E+00   1.656E-09
 1.300E+00   4.397E-01   4.359E+05   7.544E+05   1.128E+06   1.913E-01   8.667E-10   2.653E-04   5.922E+09   1.138E+00   1.655E-09
 1.243E+00   4.814E-01   3.642E+05   6.295E+05   9.411E+05   1.670E-01   8.757E-10   2.906E-04   5.922E+09   1.040E+00   1.653E-09
 1.188E+00   5.271E-01   3.042E+05   5.251E+05   7.850E+05   1.458E-01   8.848E-10   3.183E-04   5.922E+09   9.498E-01   1.651E-09
 1.136E+00   5.771E-01   2.541E+05   4.381E+05   6.546E+05   1.272E-01   8.939E-10   3.488E-04   5.922E+09   8.675E-01   1.649E-09
 1.086E+00   6.319E-01   2.122E+05   3.654E+05   5.459E+05   1.110E-01   9.031E-10   3.822E-04   5.922E+09   7.923E-01   1.647E-09
 1.038E+00   6.919E-01   1.773E+05   3.047E+05   4.551E+05   9.686E-02   9.123E-10   4.189E-04   5.922E+09   7.236E-01   1.645E-09
 9.924E-01   7.578E-01   1.481E+05   2.541E+05   3.794E+05   8.450E-02   9.215E-10   4.591E-04   5.922E+09   6.608E-01   1.642E-09
 9.488E-01   8.299E-01   1.237E+05   2.118E+05   3.162E+05   7.371E-02   9.308E-10   5.033E-04   5.922E+09   6.035E-01   1.639E-09
 9.070E-01   9.090E-01   1.033E+05   1.765E+05   2.635E+05   6.428E-02   9.401E-10   5.519E-04   5.922E+09   5.510E-01   1.636E-09
 8.671E-01   9.958E-01   8.632E+04   1.471E+05   2.195E+05   5.605E-02   9.494E-10   6.053E-04   5.922E+09   5.031E-01   1.633E-09
 8.298E-01   1.089E+00   7.238E+04   1.230E+05   1.835E+05   4.901E-02   9.585E-10   6.231E-04   5.922E+09   4.602E-01   1.630E-09
 7.968E-01   1.182E+00   6.154E+04   1.044E+05   1.556E+05   4.330E-02   9.669E-10   6.231E-04   5.922E+09   4.238E-01   1.626E-09
 7.675E-01   1.276E+00   5.299E+04   8.962E+04   1.336E+05   3.862E-02   9.747E-10   6.231E-04   5.922E+09   3.928E-01   1.623E-09
 7.413E-01   1.369E+00   4.612E+04   7.779E+04   1.159E+05   3.473E-02   9.820E-10   6.231E-04   5.922E+09   3.661E-01   1.619E-09
 7.177E-01   1.463E+00   4.051E+04   6.816E+04   1.016E+05   3.145E-02   9.888E-10   6.231E-04   5.922E+09   3.427E-01   1.616E-09
 6.963E-01   1.556E+00   3.588E+04   6.022E+04   8.969E+04   2.865E-02   9.952E-10   6.231E-04   5.922E+09   3.222E-01   1.612E-09
 6.767E-01   1.650E+00   3.201E+04   5.358E+04   7.979E+04   2.624E-02   1.001E-09   6.231E-04   5.922E+09   3.040E-01   1.609E-09
 6.587E-01   1.743E+00   2.874E+04   4.798E+04   7.144E+04   2.415E-02   1.007E-09   6.231E-04   5.922E+09   2.877E-01   1.606E-09
 6.421E-01   1.836E+00   2.595E+04   4.322E+04   6.433E+04   2.233E-02   1.013E-09   6.231E-04   5.922E+09   2.731E-01   1.602E-09
 6.267E-01   1.930E+00   2.356E+04   3.913E+04   5.823E+04   2.072E-02   1.018E-09   6.231E-04   5.922E+09   2.599E-01   1.599E-09
 6.124E-01   2.023E+00   2.148E+04   3.559E+04   5.296E+04   1.930E-02   1.023E-09   6.231E-04   5.922E+09   2.480E-01   1.596E-09
 5.991E-01   2.117E+00   1.967E+04   3.251E+04   4.837E+04   1.803E-02   1.028E-09   6.231E-04   5.922E+09   2.370E-01   1.593E-09
 5.867E-01   2.210E+00   1.809E+04   2.981E+04   4.436E+04   1.689E-02   1.033E-09   6.231E-04   5.922E+09   2.271E-01   1.589E-09
 5.747E-01   2.306E+00   1.666E+04   2.739E+04   4.074E+04   1.585E-02   1.038E-09   6.650E-04   5.922E+09   2.177E-01   1.586E-09
 5.624E-01   2.412E+00   1.527E+04   2.503E+04   3.723E+04   1.481E-02   1.043E-09   7.531E-04   5.922E+09   2.081E-01   1.582E-09
 5.490E-01   2.535E+00   1.387E+04   2.265E+04   3.369E+04   1.375E-02   1.049E-09   8.975E-04   5.922E+09   1.981E-01   1.578E-09
 5.338E-01   2.686E+00   1.240E+04   2.017E+04   3.000E+04   1.260E-02   1.056E-09   1.130E-03   5.922E+09   1.870E-01   1.573E-09
 5.161E-01   2.880E+00   1.083E+04   1.753E+04   2.606E+04   1.134E-02   1.064E-09   1.485E-03   5.922E+09   1.744E-01   1.567E-09
 4.953E-01   3.138E+00   9.186E+03   1.476E+04   2.194E+04   9.966E-03   1.075E-09   1.957E-03   5.922E+09   1.601E-01   1.558E-09
 4.735E-01   3.446E+00   7.673E+03   1.223E+04   1.818E+04   8.653E-03   1.087E-09   2.156E-03   5.922E+09   1.459E-01   1.549E-09
 4.527E-01   3.786E+00   6.410E+03   1.012E+04   1.504E+04   7.509E-03   1.100E-09   2.377E-03   5.922E+09   1.328E-01   1.538E-09
 4.327E-01   4.161E+00   5.354E+03   8.367E+03   1.244E+04   6.512E-03   1.113E-09   2.622E-03   5.922E+09   1.209E-01   1.527E-09
 4.141E-01   4.566E+00   4.487E+03   6.937E+03   1.032E+04   5.659E-03   1.128E-09   2.749E-03   5.922E+09   1.102E-01   1.515E-09
 3.972E-01   4.984E+00   3.801E+03   5.811E+03   8.649E+03   4.957E-03   1.142E-09   2.830E-03   5.922E+09   1.010E-01   1.502E-09
 3.820E-01   5.415E+00   3.252E+03   4.914E+03   7.319E+03   4.374E-03   1.156E-09   2.911E-03   5.922E+09   9.302E-02   1.490E-09
 3.682E-01   5.858E+00   2.806E+03   4.191E+03   6.247E+03   3.884E-03   1.171E-09   2.991E-03   5.922E+09   8.603E-02   1.478E-09
 3.556E-01   6.312E+00   2.440E+03   3.602E+03   5.373E+03   3.469E-03   1.185E-09   3.069E-03   5.922E+09   7.987E-02   1.466E-09
 3.439E-01   6.779E+00   2.137E+03   3.116E+03   4.654E+03   3.115E-03   1.200E-09   3.147E-03   5.922E+09   7.440E-02   1.454E-09
 3.332E-01   7.257E+00   1.883E+03   2.713E+03   4.056E+03   2.809E-03   1.215E-09   3.225E-03   5.922E+09   6.953E-02   1.442E-09
 3.233E-01   7.746E+00   1.669E+03   2.375E+03   3.555E+03   2.545E-03   1.230E-09   3.301E-03   5.922E+09   6.516E-02   1.430E-09
 3.142E-01   8.247E+00   1.487E+03   2.089E+03   3.133E+03   2.315E-03   1.245E-09   3.377E-03   5.922E+09   6.123E-02   1.418E-09
 3.056E-01   8.759E+00   1.331E+03   1.847E+03   2.774E+03   2.113E-03   1.260E-09   3.452E-03   5.922E+09   5.767E-02   1.406E-09
 2.976E-01   9.283E+00   1.197E+03   1.639E+03   2.467E+03   1.935E-03   1.276E-09   3.527E-03   5.922E+09   5.444E-02   1.395E-09
 2.901E-01   9.817E+00   1.081E+03   1.461E+03   2.203E+03   1.777E-03   1.292E-09   3.601E-03   5.922E+09   5.149E-02   1.383E-09
 2.831E-01   1.036E+01   9.802E+02   1.307E+03   1.974E+03   1.637E-03   1.308E-09   3.674E-03   5.922E+09   4.880E-02   1.371E-09
 2.764E-01   1.092E+01   8.917E+02   1.173E+03   1.776E+03   1.512E-03   1.324E-09   3.746E-03   5.922E+09   4.633E-02   1.360E-09
 2.702E-01   1.149E+01   8.138E+02   1.057E+03   1.603E+03   1.400E-03   1.341E-09   3.818E-03   5.922E+09   4.406E-02   1.349E-09
 2.643E-01   1.206E+01   7.451E+02   9.542E+02   1.451E+03   1.300E-03   1.358E-09   3.889E-03   5.922E+09   4.196E-02   1.337E-09
 2.587E-01   1.265E+01   6.842E+02   8.642E+02   1.318E+03   1.209E-03   1.375E-09   3.960E-03   5.922E+09   4.002E-02   1.326E-09
 2.534E-01   1.325E+01   6.299E+02   7.848E+02   1.200E+03   1.127E-03   1.393E-09   4.030E-03   5.922E+09   3.822E-02   1.315E-09
 2.484E-01   1.386E+01   5.814E+02   7.144E+02   1.095E+03   1.052E-03   1.410E-09   4.101E-03   5.922E+09   3.655E-02   1.304E-09
 2.436E-01   1.448E+01   5.379E+02   6.517E+02   1.002E+03   9.847E-04   1.428E-09   4.173E-03   5.922E+09   3.500E-02   1.293E-09
 2.391E-01   1.511E+01   4.988E+02   5.959E+02   9.193E+02   9.228E-04   1.447E-09   4.245E-03   5.922E+09   3.355E-02   1.283E-09
 2.347E-01   1.576E+01   4.635E+02   5.459E+02   8.448E+02   8.662E-04   1.466E-09   4.319E-03   5.922E+09   3.219E-02   1.272E-09
 2.306E-01   1.641E+01   4.315E+02   5.010E+02   7.780E+02   8.143E-04   1.485E-09   4.397E-03   5.922E+09   3.092E-02   1.262E-09
 2.266E-01   1.708E+01   4.024E+02   4.605E+02   7.176E+02   7.664E-04   1.504E-09   4.480E-03   5.922E+09   2.972E-02   1.252E-09
 2.228E-01   1.776E+01   3.759E+02   4.239E+02   6.630E+02   7.222E-04   1.524E-09   4.573E-03   5.922E+09   2.859E-02   1.241E-09
 2.191E-01   1.845E+01   3.516E+02   3.907E+02   6.134E+02   6.813E-04   1.544E-09   4.679E-03   5.922E+09   2.752E-02   1.231E-09
 2.155E-01   1.916E+01   3.292E+02   3.604E+02   5.680E+02   6.431E-04   1.565E-09   4.808E-03   5.922E+09   2.651E-02   1.221E-09
 2.120E-01   1.989E+01   3.084E+02   3.325E+02   5.263E+02   6.074E-04   1.587E-09   4.972E-03   5.922E+09   2.554E-02   1.211E-09
 2.086E-01   2.065E+01   2.890E+02   3.067E+02   4.876E+02   5.736E-04   1.609E-09   5.191E-03   5.922E+09   2.460E-02   1.201E-09
 2.052E-01   2.146E+01   2.706E+02   2.826E+02   4.513E+02   5.413E-04   1.633E-09   5.499E-03   5.922E+09   2.369E-02   1.190E-09
 2.018E-01   2.231E+01   2.530E+02   2.596E+02   4.168E+02   5.099E-04   1.658E-09   5.952E-03   5.922E+09   2.279E-02   1.179E-09
 1.982E-01   2.324E+01   2.358E+02   2.375E+02   3.835E+02   4.790E-04   1.686E-09   6.468E-03   5.922E+09   2.188E-02   1.168E-09
 1.946E-01   2.426E+01   2.191E+02   2.163E+02   3.514E+02   4.487E-04   1.717E-09   7.146E-03   5.922E+09   2.097E-02   1.156E-09
 1.908E-01   2.541E+01   2.025E+02   1.956E+02   3.200E+02   4.182E-04   1.751E-09   8.158E-03   5.922E+09   2.003E-02   1.143E-09
 1.867E-01   2.674E+01   1.856E+02   1.748E+02   2.884E+02   3.869E-04   1.791E-09   9.680E-03   5.922E+09   1.904E-02   1.129E-09
 1.821E-01   2.835E+01   1.680E+02   1.535E+02   2.560E+02   3.537E-04   1.841E-09   1.196E-02   5.922E+09   1.796E-02   1.112E-09
 1.769E-01   3.038E+01   1.495E+02   1.316E+02   2.223E+02   3.183E-04   1.904E-09   1.526E-02   5.922E+09   1.677E-02   1.092E-09
 1.709E-01   3.299E+01   1.301E+02   1.093E+02   1.880E+02   2.806E-04   1.986E-09   1.968E-02   5.922E+09   1.545E-02   1.069E-09
 1.641E-01   3.633E+01   1.106E+02   8.771E+01   1.544E+02   2.421E-04   2.094E-09   2.493E-02   5.922E+09   1.404E-02   1.041E-09
 1.571E-01   4.029E+01   9.307E+01   6.903E+01   1.250E+02   2.066E-04   2.226E-09   2.697E-02   5.922E+09   1.267E-02   1.012E-09
 1.510E-01   4.434E+01   7.937E+01   5.513E+01   1.028E+02   1.785E-04   2.365E-09   2.697E-02   5.922E+09   1.152E-02   9.846E-10
 1.456E-01   4.838E+01   6.866E+01   4.476E+01   8.600E+01   1.561E-04   2.509E-09   2.697E-02   5.922E+09   1.056E-02   9.603E-10
 1.409E-01   5.243E+01   6.011E+01   3.684E+01   7.299E+01   1.380E-04   2.658E-09   2.697E-02   5.922E+09   9.745E-03   9.382E-10
 1.366E-01   5.647E+01   5.315E+01   3.068E+01   6.270E+01   1.232E-04   2.814E-09   2.697E-02   5.922E+09   9.049E-03   9.180E-10
 1.327E-01   6.052E+01   4.741E+01   2.581E+01   5.443E+01   1.108E-04   2.975E-09   2.697E-02   5.922E+09   8.446E-03   8.996E-10
 1.292E-01   6.456E+01   4.260E+01   2.190E+01   4.769E+01   1.003E-04   3.144E-09   2.697E-02   5.922E+09   7.917E-03   8.827E-10
 1.260E-01   6.861E+01   3.852E+01   1.873E+01   4.212E+01   9.139E-05   3.318E-09   2.697E-02   5.922E+09   7.451E-03   8.672E-10
 1.231E-01   7.266E+01   3.503E+01   1.612E+01   3.746E+01   8.370E-05   3.501E-09   2.697E-02   5.922E+09   7.037E-03   8.528E-10
 1.203E-01   7.670E+01   3.202E+01   1.397E+01   3.353E+01   7.703E-05   3.691E-09   2.697E-02   5.922E+09   6.666E-03   8.395E-10
 1.178E-01   8.075E+01   2.940E+01   1.216E+01   3.019E+01   7.119E-05   3.888E-09   2.697E-02   5.922E+09   6.332E-03   8.272E-10
 1.154E-01   8.479E+01   2.711E+01   1.065E+01   2.731E+01   6.604E-05   4.095E-09   2.697E-02   5.922E+09   6.030E-03   8.157E-10
 1.132E-01   8.884E+01   2.508E+01   9.359E+00   2.483E+01   6.149E-05   4.310E-09   2.697E-02   5.922E+09   5.755E-03   8.050E-10
 1.111E-01   9.288E+01   2.328E+01   8.262E+00   2.267E+01   5.743E-05   4.534E-09   2.697E-02   5.922E+09   5.504E-03   7.950E-10
 1.092E-01   9.693E+01   2.168E+01   7.320E+00   2.078E+01   5.379E-05   4.768E-09   2.697E-02   5.922E+09   5.274E-03   7.857E-10
 1.073E-01   1.010E+02   2.024E+01   6.507E+00   1.911E+01   5.053E-05   5.012E-09   2.697E-02   5.922E+09   5.062E-03   7.769E-10
 1.055E-01   1.050E+02   1.894E+01   5.803E+00   1.764E+01   4.757E-05   5.266E-09   2.697E-02   5.922E+09   4.867E-03   7.687E-10
 1.039E-01   1.091E+02   1.777E+01   5.191E+00   1.633E+01   4.489E-05   5.532E-09   2.697E-02   5.922E+09   4.685E-03   7.610E-10
 1.023E-01   1.131E+02   1.671E+01   4.655E+00   1.515E+01   4.246E-05   5.809E-09   2.697E-02   5.922E+09   4.517E-03   7.537E-10
 1.008E-01   1.172E+02   1.574E+01   4.185E+00   1.410E+01   4.023E-05   6.098E-09   2.697E-02   5.922E+09   4.361E-03   7.469E-10
 9.932E-02   1.212E+02   1.486E+01   3.772E+00   1.316E+01   3.819E-05   6.400E-09   2.697E-02   5.922E+09   4.215E-03   7.404E-10
 9.794E-02   1.252E+02   1.405E+01   3.406E+00   1.231E+01   3.632E-05   6.714E-09   2.697E-02   5.922E+09   4.078E-03   7.343E-10
 9.662E-02   1.293E+02   1.330E+01   3.083E+00   1.153E+01   3.459E-05   7.042E-09   2.697E-02   5.922E+09   3.950E-03   7.286E-10
 9.534E-02   1.333E+02   1.262E+01   2.795E+00   1.083E+01   3.300E-05   7.385E-09   2.697E-02   5.922E+09   3.829E-03   7.232E-10
 9.412E-02   1.374E+02   1.198E+01   2.539E+00   1.019E+01   3.152E-05   7.742E-09   2.697E-02   5.922E+09   3.716E-03   7.180E-10
 9.295E-02   1.414E+02   1.140E+01   2.310E+00   9.601E+00   3.015E-05   8.114E-09   2.712E-02   5.922E+09   3.609E-03   7.131E-10
 9.180E-02   1.455E+02   1.084E+01   2.102E+00   9.054E+00   2.885E-05   8.511E-09   2.781E-02   5.922E+09   3.506E-03   7.084E-10
 9.067E-02   1.498E+02   1.032E+01   1.912E+00   8.542E+00   2.762E-05   8.933E-09   2.825E-02   5.922E+09   3.407E-03   7.039E-10
 8.957E-02   1.540E+02   9.827E+00   1.740E+00   8.068E+00   2.646E-05   9.379E-09   2.837E-02   5.922E+09   3.312E-03   6.995E-10
 8.851E-02   1.583E+02   9.369E+00   1.586E+00   7.632E+00   2.538E-05   9.845E-09   2.837E-02   5.922E+09   3.223E-03   6.954E-10
 8.748E-02   1.625E+02   8.942E+00   1.447E+00   7.230E+00   2.437E-05   1.033E-08   2.837E-02   5.922E+09   3.138E-03   6.915E-10
 8.649E-02   1.668E+02   8.544E+00   1.323E+00   6.858E+00   2.343E-05   1.084E-08   2.837E-02   5.922E+09   3.057E-03   6.878E-10
 8.553E-02   1.710E+02   8.172E+00   1.210E+00   6.515E+00   2.254E-05   1.137E-08   2.837E-02   5.922E+09   2.980E-03   6.843E-10
 8.461E-02   1.753E+02   7.823E+00   1.109E+00   6.196E+00   2.171E-05   1.193E-08   2.837E-02   5.922E+09   2.908E-03   6.809E-10
 8.371E-02   1.795E+02   7.497E+00   1.017E+00   5.901E+00   2.093E-05   1.251E-08   2.837E-02   5.922E+09   2.838E-03   6.778E-10
 8.284E-02   1.838E+02   7.190E+00   9.345E-01   5.626E+00   2.019E-05   1.311E-08   2.837E-02   5.922E+09   2.772E-03   6.747E-10
 8.199E-02   1.880E+02   6.901E+00   8.592E-01   5.369E+00   1.950E-05   1.375E-08   2.837E-02   5.922E+09   2.709E-03   6.719E-10
 8.118E-02   1.923E+02   6.630E+00   7.908E-01   5.130E+00   1.884E-05   1.441E-08   2.837E-02   5.922E+09   2.648E-03   6.692E-10
 8.038E-02   1.966E+02   6.373E+00   7.286E-01   4.906E+00   1.822E-05   1.510E-08   2.837E-02   5.922E+09   2.590E-03   6.666E-10
 7.961E-02   2.008E+02   6.132E+00   6.719E-01   4.697E+00   1.764E-05   1.582E-08   2.837E-02   5.922E+09   2.535E-03   6.641E-10
 7.885E-02   2.051E+02   5.903E+00   6.202E-01   4.501E+00   1.708E-05   1.657E-08   2.837E-02   5.922E+09   2.482E-03   6.617E-10
 7.812E-02   2.093E+02   5.687E+00   5.730E-01   4.316E+00   1.655E-05   1.735E-08   2.837E-02   5.922E+09   2.431E-03   6.595E-10
 7.741E-02   2.136E+02   5.483E+00   5.298E-01   4.143E+00   1.605E-05   1.817E-08   2.837E-02   5.922E+09   2.382E-03   6.573E-10
 7.672E-02   2.178E+02   5.289E+00   4.904E-01   3.980E+00   1.558E-05   1.902E-08   2.837E-02   5.922E+09   2.335E-03   6.553E-10
 7.604E-02   2.221E+02   5.105E+00   4.542E-01   3.827E+00   1.512E-05   1.991E-08   2.837E-02   5.922E+09   2.290E-03   6.534E-10
 7.538E-02   2.263E+02   4.930E+00   4.210E-01   3.682E+00   1.469E-05   2.083E-08   2.837E-02   5.922E+09   2.247E-03   6.515E-10
 7.474E-02   2.306E+02   4.764E+00   3.905E-01   3.545E+00   1.428E-05   2.180E-08   2.837E-02   5.922E+09   2.205E-03   6.497E-10
 7.411E-02   2.349E+02   4.606E+00   3.624E-01   3.415E+00   1.389E-05   2.281E-08   2.910E-02   5.922E+09   2.164E-03   6.480E-10
 7.346E-02   2.394E+02   4.445E+00   3.350E-01   3.284E+00   1.349E-05   2.393E-08   3.170E-02   5.922E+09   2.123E-03   6.463E-10
 7.276E-02   2.444E+02   4.278E+00   3.075E-01   3.149E+00   1.307E-05   2.521E-08   3.488E-02   5.922E+09   2.079E-03   6.445E-10
 7.201E-02   2.499E+02   4.105E+00   2.802E-01   3.010E+00   1.263E-05   2.670E-08   3.843E-02   5.922E+09   2.033E-03   6.427E-10
 7.121E-02   2.559E+02   3.927E+00   2.533E-01   2.868E+00   1.218E-05   2.842E-08   4.198E-02   5.922E+09   1.984E-03   6.407E-10
 7.038E-02   2.625E+02   3.746E+00   2.274E-01   2.724E+00   1.172E-05   3.039E-08   4.508E-02   5.922E+09   1.935E-03   6.388E-10
 6.952E-02   2.694E+02   3.567E+00   2.030E-01   2.584E+00   1.126E-05   3.263E-08   4.742E-02   5.922E+09   1.884E-03   6.368E-10
 6.866E-02   2.766E+02   3.394E+00   1.808E-01   2.449E+00   1.082E-05   3.510E-08   4.816E-02   5.922E+09   1.835E-03   6.349E-10
 6.783E-02   2.839E+02   3.233E+00   1.613E-01   2.324E+00   1.040E-05   3.775E-08   4.816E-02   5.922E+09   1.787E-03   6.332E-10
 6.703E-02   2.911E+02   3.082E+00   1.440E-01   2.208E+00   1.001E-05   4.058E-08   4.816E-02   5.922E+09   1.743E-03   6.316E-10
 6.626E-02   2.983E+02   2.942E+00   1.288E-01   2.101E+00   9.647E-06   4.360E-08   4.816E-02   5.922E+09   1.700E-03   6.301E-10
 6.550E-02   3.055E+02   2.811E+00   1.154E-01   2.002E+00   9.302E-06   4.683E-08   4.816E-02   5.922E+09   1.659E-03   6.287E-10
 6.478E-02   3.128E+02   2.688E+00   1.035E-01   1.909E+00   8.978E-06   5.028E-08   4.816E-02   5.922E+09   1.621E-03   6.274E-10
 6.407E-02   3.200E+02   2.573E+00   9.294E-02   1.823E+00   8.671E-06   5.396E-08   4.816E-02   5.922E+09   1.584E-03   6.262E-10
 6.339E-02   3.272E+02   2.466E+00   8.357E-02   1.742E+00   8.382E-06   5.788E-08   4.816E-02   5.922E+09   1.548E-03   6.250E-10
 6.273E-02   3.344E+02   2.364E+00   7.524E-02   1.667E+00   8.108E-06   6.207E-08   4.859E-02   5.922E+09   1.515E-03   6.240E-10
 6.206E-02   3.419E+02   2.266E+00   6.758E-02   1.594E+00   7.841E-06   6.668E-08   5.101E-02   5.922E+09   1.481E-03   6.230E-10
 6.139E-02   3.498E+02   2.168E+00   6.043E-02   1.522E+00   7.574E-06   7.188E-08   5.421E-02   5.922E+09   1.448E-03   6.220E-10
 6.068E-02   3.582E+02   2.070E+00   5.368E-02   1.450E+00   7.305E-06   7.787E-08   5.842E-02   5.922E+09   1.413E-03   6.210E-10
 5.994E-02   3.674E+02   1.971E+00   4.728E-02   1.378E+00   7.030E-06   8.488E-08   6.403E-02   5.922E+09   1.378E-03   6.200E-10
 5.915E-02   3.775E+02   1.869E+00   4.116E-02   1.304E+00   6.745E-06   9.332E-08   7.166E-02   5.922E+09   1.340E-03   6.190E-10
 5.829E-02   3.890E+02   1.763E+00   3.526E-02   1.227E+00   6.444E-06   1.038E-07   8.226E-02   5.922E+09   1.300E-03   6.180E-10
 5.734E-02   4.024E+02   1.650E+00   2.953E-02   1.146E+00   6.121E-06   1.174E-07   9.737E-02   5.922E+09   1.256E-03   6.169E-10
 5.624E-02   4.186E+02   1.527E+00   2.395E-02   1.058E+00   5.766E-06   1.359E-07   1.195E-01   5.922E+09   1.207E-03   6.158E-10
 5.495E-02   4.389E+02   1.392E+00   1.853E-02   9.617E-01   5.368E-06   1.629E-07   1.524E-01   5.922E+09   1.151E-03   6.146E-10
 5.339E-02   4.652E+02   1.241E+00   1.340E-02   8.549E-01   4.915E-06   2.052E-07   2.013E-01   5.922E+09   1.086E-03   6.134E-10
 5.150E-02   5.004E+02   1.074E+00   8.816E-03   7.377E-01   4.400E-06   2.776E-07   2.724E-01   5.922E+09   1.009E-03   6.121E-10
 4.928E-02   5.467E+02   9.005E-01   5.208E-03   6.171E-01   3.848E-06   4.082E-07   3.292E-01   5.922E+09   9.224E-04   6.109E-10
 4.711E-02   5.983E+02   7.522E-01   2.980E-03   5.144E-01   3.358E-06   6.183E-07   3.593E-01   5.922E+09   8.423E-04   6.100E-10
 4.504E-02   6.547E+02   6.283E-01   1.669E-03   4.291E-01   2.931E-06   9.576E-07   3.923E-01   5.922E+09   7.693E-04   6.093E-10
 4.306E-02   7.162E+02   5.248E-01   9.136E-04   3.581E-01   2.559E-06   1.518E-06   4.286E-01   5.922E+09   7.028E-04   6.089E-10
 4.116E-02   7.835E+02   4.384E-01   4.887E-04   2.989E-01   2.235E-06   2.463E-06   4.684E-01   5.922E+09   6.421E-04   6.085E-10
 3.935E-02   8.570E+02   3.662E-01   2.550E-04   2.496E-01   1.952E-06   4.100E-06   5.121E-01   5.922E+09   5.867E-04   6.083E-10
 3.762E-02   9.373E+02   3.059E-01   1.297E-04   2.084E-01   1.705E-06   7.005E-06   5.599E-01   5.922E+09   5.361E-04   6.082E-10
 3.597E-02   1.025E+03   2.555E-01   6.420E-05   1.741E-01   1.490E-06   1.230E-05   6.124E-01   5.922E+09   4.900E-04   6.081E-10
 3.439E-02   1.121E+03   2.134E-01   3.090E-05   1.454E-01   1.301E-06   2.222E-05   6.699E-01   5.922E+09   4.478E-04   6.081E-10
 3.287E-02   1.227E+03   1.783E-01   1.443E-05   1.214E-01   1.137E-06   4.137E-05   7.328E-01   5.922E+09   4.092E-04   6.080E-10
 3.143E-02   1.342E+03   1.489E-01   6.536E-06   1.014E-01   9.935E-07   7.945E-05   8.017E-01   5.922E+09   3.740E-04   6.080E-10
 3.004E-02   1.467E+03   1.244E-01   2.866E-06   8.472E-02   8.680E-07   1.577E-04   8.772E-01   5.922E+09   3.418E-04   6.080E-10
 2.872E-02   1.605E+03   1.039E-01   1.214E-06   7.077E-02   7.584E-07   3.238E-04   9.597E-01   5.922E+09   3.124E-04   6.080E-10
 2.746E-02   1.756E+03   8.680E-02   4.965E-07   5.911E-02   6.627E-07   6.893E-04   1.050E+00   5.922E+09   2.855E-04   6.080E-10
 2.625E-02   1.921E+03   7.250E-02   1.956E-07   4.938E-02   5.790E-07   1.523E-03   1.149E+00   5.922E+09   2.610E-04   6.080E-10
 2.510E-02   2.101E+03   6.056E-02   7.408E-08   4.125E-02   5.059E-07   3.501E-03   1.257E+00   5.922E+09   2.385E-04   6.080E-10
 2.399E-02   2.298E+03   5.059E-02   2.694E-08   3.445E-02   4.420E-07   8.383E-03   1.375E+00   5.922E+09   2.180E-04   6.080E-10
 2.294E-02   2.514E+03   4.226E-02   9.388E-09   2.878E-02   3.862E-07   2.095E-02   1.505E+00   5.922E+09   1.992E-04   6.080E-10
 2.193E-02   2.751E+03   3.530E-02   3.132E-09   2.404E-02   3.375E-07   5.476E-02   1.647E+00   5.922E+09   1.821E-04   6.080E-10
 2.096E-02   3.009E+03   2.949E-02   1.005E-09   2.008E-02   2.949E-07   1.496E-01   1.802E+00   5.922E+09   1.664E-04   6.080E-10
 2.004E-02   3.292E+03   2.463E-02   3.277E-10   1.677E-02   2.576E-07   4.198E-01   1.971E+00   5.922E+09   1.521E-04   6.080E-10
 1.916E-02   3.601E+03   2.057E-02   1.426E-10   1.401E-02   2.251E-07   1.085E+00   2.157E+00   5.922E+09   1.390E-04   6.080E-10
