run:      1; obh2 = 2.207E-02
 computational parameters:
   cy = 0.003/  ct = 0.000/  initial temp = 3.48E+02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 model parameters:
   g =  0.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00
it =    306

    temp        n/H          p          D/H         T/H        3He/H        4He        6Li/H       7Li/H       7Be/H
 7.961E-02   1.438E-01   8.702E-01   7.213E-04   1.702E-05   5.339E-08   3.357E-03   7.688E-16   1.315E-11   1.675E-18
 7.885E-02   1.420E-01   8.697E-01   9.100E-04   2.102E-05   8.042E-08   5.100E-03   1.452E-15   2.469E-11   3.717E-18
 7.812E-02   1.397E-01   8.688E-01   1.140E-03   2.583E-05   1.215E-07   7.712E-03   2.721E-15   4.579E-11   8.291E-18
 7.741E-02   1.368E-01   8.672E-01   1.413E-03   3.148E-05   1.828E-07   1.156E-02   5.035E-15   8.346E-11   1.842E-17
 7.672E-02   1.330E-01   8.647E-01   1.730E-03   3.793E-05   2.720E-07   1.712E-02   9.148E-15   1.484E-10   4.038E-17
 7.604E-02   1.281E-01   8.611E-01   2.082E-03   4.497E-05   3.976E-07   2.489E-02   1.622E-14   2.553E-10   8.645E-17
 7.538E-02   1.218E-01   8.561E-01   2.452E-03   5.225E-05   5.667E-07   3.534E-02   2.785E-14   4.209E-10   1.790E-16
 7.474E-02   1.139E-01   8.496E-01   2.816E-03   5.922E-05   7.830E-07   4.871E-02   4.602E-14   6.596E-10   3.553E-16
 7.411E-02   1.044E-01   8.416E-01   3.144E-03   6.529E-05   1.045E-06   6.497E-02   7.290E-14   9.767E-10   6.740E-16
 7.346E-02   9.300E-02   8.320E-01   3.421E-03   7.012E-05   1.366E-06   8.478E-02   1.130E-13   1.385E-09   1.261E-15
 7.276E-02   7.947E-02   8.206E-01   3.608E-03   7.297E-05   1.749E-06   1.080E-01   1.715E-13   1.872E-09   2.353E-15
 7.201E-02   6.445E-02   8.082E-01   3.664E-03   7.304E-05   2.187E-06   1.336E-01   2.529E-13   2.378E-09   4.370E-15
 7.121E-02   4.916E-02   7.959E-01   3.562E-03   6.993E-05   2.663E-06   1.591E-01   3.583E-13   2.802E-09   8.077E-15
 7.038E-02   3.514E-02   7.848E-01   3.308E-03   6.390E-05   3.156E-06   1.822E-01   4.813E-13   3.042E-09   1.483E-14
 6.952E-02   2.364E-02   7.759E-01   2.943E-03   5.590E-05   3.646E-06   2.010E-01   6.052E-13   3.049E-09   2.703E-14
 6.866E-02   1.516E-02   7.695E-01   2.528E-03   4.721E-05   4.118E-06   2.148E-01   7.041E-13   2.855E-09   4.872E-14
 6.783E-02   9.465E-03   7.652E-01   2.123E-03   3.898E-05   4.561E-06   2.242E-01   7.545E-13   2.541E-09   8.609E-14
 6.703E-02   5.814E-03   7.625E-01   1.756E-03   3.171E-05   4.985E-06   2.303E-01   7.496E-13   2.186E-09   1.499E-13
 6.626E-02   3.538E-03   7.608E-01   1.441E-03   2.557E-05   5.401E-06   2.342E-01   6.990E-13   1.839E-09   2.582E-13
 6.550E-02   2.146E-03   7.598E-01   1.178E-03   2.054E-05   5.820E-06   2.367E-01   6.215E-13   1.526E-09   4.403E-13
 6.478E-02   1.305E-03   7.592E-01   9.634E-04   1.649E-05   6.250E-06   2.383E-01   5.351E-13   1.258E-09   7.423E-13
 6.407E-02   7.991E-04   7.588E-01   7.915E-04   1.328E-05   6.697E-06   2.394E-01   4.525E-13   1.035E-09   1.234E-12
 6.339E-02   4.949E-04   7.586E-01   6.548E-04   1.074E-05   7.158E-06   2.400E-01   3.797E-13   8.536E-10   2.018E-12
 6.273E-02   3.111E-04   7.584E-01   5.465E-04   8.747E-06   7.629E-06   2.405E-01   3.186E-13   7.071E-10   3.230E-12
 6.206E-02   1.964E-04   7.583E-01   4.585E-04   7.131E-06   8.112E-06   2.408E-01   2.672E-13   5.862E-10   5.109E-12
 6.139E-02   1.239E-04   7.583E-01   3.860E-04   5.805E-06   8.599E-06   2.410E-01   2.239E-13   4.852E-10   8.014E-12
 6.068E-02   7.804E-05   7.583E-01   3.260E-04   4.714E-06   9.072E-06   2.412E-01   1.878E-13   4.009E-10   1.243E-11
 5.994E-02   4.910E-05   7.582E-01   2.761E-04   3.816E-06   9.507E-06   2.413E-01   1.576E-13   3.304E-10   1.902E-11
 5.915E-02   3.086E-05   7.582E-01   2.343E-04   3.079E-06   9.879E-06   2.414E-01   1.324E-13   2.717E-10   2.862E-11
 5.829E-02   1.936E-05   7.582E-01   1.989E-04   2.473E-06   1.017E-05   2.414E-01   1.111E-13   2.227E-10   4.231E-11
 5.734E-02   1.214E-05   7.582E-01   1.688E-04   1.978E-06   1.034E-05   2.415E-01   9.293E-14   1.819E-10   6.136E-11
 5.624E-02   7.595E-06   7.582E-01   1.427E-04   1.572E-06   1.041E-05   2.415E-01   7.734E-14   1.480E-10   8.718E-11
 5.495E-02   4.746E-06   7.582E-01   1.200E-04   1.241E-06   1.035E-05   2.416E-01   6.383E-14   1.200E-10   1.211E-10
 5.339E-02   2.961E-06   7.582E-01   1.002E-04   9.720E-07   1.018E-05   2.416E-01   5.215E-14   9.690E-11   1.636E-10
 5.150E-02   1.845E-06   7.582E-01   8.321E-05   7.548E-07   9.932E-06   2.416E-01   4.218E-14   7.801E-11   2.135E-10
 4.928E-02   1.165E-06   7.582E-01   6.942E-05   5.872E-07   9.673E-06   2.417E-01   3.416E-14   6.319E-11   2.652E-10
 4.711E-02   7.923E-07   7.582E-01   5.982E-05   4.746E-07   9.477E-06   2.417E-01   2.861E-14   5.307E-11   3.076E-10
 4.504E-02   5.714E-07   7.582E-01   5.297E-05   3.960E-07   9.346E-06   2.417E-01   2.468E-14   4.593E-11   3.405E-10
 4.306E-02   4.303E-07   7.582E-01   4.787E-05   3.386E-07   9.265E-06   2.417E-01   2.176E-14   4.069E-11   3.657E-10
 4.116E-02   3.350E-07   7.582E-01   4.398E-05   2.951E-07   9.223E-06   2.417E-01   1.952E-14   3.673E-11   3.845E-10
 3.935E-02   2.677E-07   7.582E-01   4.092E-05   2.611E-07   9.210E-06   2.417E-01   1.777E-14   3.368E-11   3.983E-10
 3.762E-02   2.184E-07   7.582E-01   3.849E-05   2.341E-07   9.218E-06   2.417E-01   1.637E-14   3.130E-11   4.079E-10
 3.597E-02   1.813E-07   7.582E-01   3.652E-05   2.122E-07   9.243E-06   2.417E-01   1.523E-14   2.942E-11   4.144E-10
 3.439E-02   1.526E-07   7.582E-01   3.490E-05   1.942E-07   9.280E-06   2.417E-01   1.429E-14   2.794E-11   4.185E-10
 3.287E-02   1.299E-07   7.582E-01   3.357E-05   1.791E-07   9.326E-06   2.417E-01   1.351E-14   2.676E-11   4.208E-10
 3.143E-02   1.117E-07   7.582E-01   3.246E-05   1.663E-07   9.379E-06   2.417E-01   1.285E-14   2.585E-11   4.217E-10
 3.004E-02   9.676E-08   7.582E-01   3.152E-05   1.555E-07   9.436E-06   2.417E-01   1.229E-14   2.515E-11   4.216E-10
 2.872E-02   8.437E-08   7.582E-01   3.074E-05   1.462E-07   9.495E-06   2.417E-01   1.182E-14   2.462E-11   4.208E-10
 2.746E-02   7.394E-08   7.582E-01   3.007E-05   1.382E-07   9.556E-06   2.417E-01   1.142E-14   2.425E-11   4.196E-10
 2.625E-02   6.506E-08   7.582E-01   2.951E-05   1.312E-07   9.617E-06   2.417E-01   1.109E-14   2.400E-11   4.181E-10
 2.510E-02   5.743E-08   7.582E-01   2.903E-05   1.251E-07   9.677E-06   2.417E-01   1.080E-14   2.387E-11   4.164E-10
 2.399E-02   5.080E-08   7.582E-01   2.862E-05   1.198E-07   9.735E-06   2.417E-01   1.055E-14   2.383E-11   4.148E-10
 2.294E-02   4.500E-08   7.582E-01   2.827E-05   1.151E-07   9.792E-06   2.417E-01   1.035E-14   2.387E-11   4.131E-10
 2.193E-02   3.989E-08   7.582E-01   2.796E-05   1.110E-07   9.845E-06   2.417E-01   1.018E-14   2.397E-11   4.115E-10
 2.096E-02   3.536E-08   7.582E-01   2.770E-05   1.074E-07   9.896E-06   2.417E-01   1.004E-14   2.413E-11   4.100E-10
 2.004E-02   3.133E-08   7.582E-01   2.748E-05   1.042E-07   9.944E-06   2.417E-01   9.925E-15   2.433E-11   4.086E-10
 1.916E-02   2.772E-08   7.582E-01   2.729E-05   1.015E-07   9.988E-06   2.417E-01   9.838E-15   2.456E-11   4.073E-10
 1.832E-02   2.449E-08   7.582E-01   2.712E-05   9.905E-08   1.003E-05   2.417E-01   9.774E-15   2.481E-11   4.062E-10
 1.751E-02   2.158E-08   7.582E-01   2.698E-05   9.694E-08   1.007E-05   2.417E-01   9.731E-15   2.507E-11   4.052E-10
 1.674E-02   1.897E-08   7.582E-01   2.685E-05   9.509E-08   1.010E-05   2.417E-01   9.708E-15   2.533E-11   4.043E-10
 1.600E-02   1.662E-08   7.582E-01   2.674E-05   9.349E-08   1.013E-05   2.417E-01   9.703E-15   2.559E-11   4.035E-10
 1.530E-02   1.451E-08   7.582E-01   2.665E-05   9.208E-08   1.016E-05   2.417E-01   9.714E-15   2.584E-11   4.028E-10
 1.463E-02   1.262E-08   7.582E-01   2.657E-05   9.085E-08   1.019E-05   2.417E-01   9.739E-15   2.608E-11   4.023E-10
 1.398E-02   1.093E-08   7.582E-01   2.650E-05   8.975E-08   1.021E-05   2.417E-01   9.779E-15   2.630E-11   4.018E-10
 1.337E-02   9.421E-09   7.582E-01   2.644E-05   8.879E-08   1.023E-05   2.417E-01   9.829E-15   2.650E-11   4.013E-10
 1.278E-02   8.079E-09   7.582E-01   2.638E-05   8.792E-08   1.025E-05   2.417E-01   9.889E-15   2.668E-11   4.010E-10
 1.222E-02   6.891E-09   7.582E-01   2.634E-05   8.714E-08   1.026E-05   2.417E-01   9.958E-15   2.684E-11   4.007E-10
 1.168E-02   5.844E-09   7.582E-01   2.630E-05   8.643E-08   1.028E-05   2.417E-01   1.003E-14   2.698E-11   4.004E-10
 1.117E-02   4.944E-09   7.582E-01   2.626E-05   8.579E-08   1.029E-05   2.417E-01   1.011E-14   2.710E-11   4.002E-10
 1.068E-02   4.162E-09   7.582E-01   2.623E-05   8.522E-08   1.030E-05   2.417E-01   1.019E-14   2.721E-11   4.001E-10
 1.021E-02   3.480E-09   7.582E-01   2.621E-05   8.471E-08   1.031E-05   2.417E-01   1.027E-14   2.730E-11   3.999E-10
 9.757E-03   2.889E-09   7.582E-01   2.618E-05   8.426E-08   1.032E-05   2.417E-01   1.035E-14   2.737E-11   3.998E-10
 9.328E-03   2.381E-09   7.582E-01   2.616E-05   8.386E-08   1.033E-05   2.417E-01   1.042E-14   2.743E-11   3.997E-10
 8.918E-03   1.946E-09   7.582E-01   2.615E-05   8.352E-08   1.034E-05   2.417E-01   1.049E-14   2.749E-11   3.997E-10
 8.525E-03   1.579E-09   7.582E-01   2.613E-05   8.323E-08   1.034E-05   2.417E-01   1.056E-14   2.753E-11   3.996E-10
 8.150E-03   1.270E-09   7.582E-01   2.612E-05   8.298E-08   1.035E-05   2.417E-01   1.062E-14   2.756E-11   3.996E-10
 7.792E-03   1.014E-09   7.582E-01   2.611E-05   8.279E-08   1.035E-05   2.417E-01   1.067E-14   2.759E-11   3.995E-10
 7.449E-03   8.028E-10   7.582E-01   2.610E-05   8.263E-08   1.036E-05   2.417E-01   1.071E-14   2.761E-11   3.995E-10
 7.121E-03   6.309E-10   7.582E-01   2.609E-05   8.251E-08   1.036E-05   2.417E-01   1.075E-14   2.762E-11   3.995E-10
 6.808E-03   4.921E-10   7.582E-01   2.609E-05   8.242E-08   1.036E-05   2.417E-01   1.079E-14   2.763E-11   3.995E-10
 6.509E-03   3.813E-10   7.582E-01   2.608E-05   8.235E-08   1.036E-05   2.417E-01   1.082E-14   2.764E-11   3.995E-10
 6.222E-03   2.936E-10   7.582E-01   2.608E-05   8.231E-08   1.037E-05   2.417E-01   1.084E-14   2.765E-11   3.995E-10
 5.949E-03   2.248E-10   7.582E-01   2.607E-05   8.228E-08   1.037E-05   2.417E-01   1.086E-14   2.766E-11   3.995E-10
 5.687E-03   1.712E-10   7.582E-01   2.607E-05   8.227E-08   1.037E-05   2.417E-01   1.088E-14   2.766E-11   3.994E-10
 5.437E-03   1.298E-10   7.582E-01   2.607E-05   8.227E-08   1.037E-05   2.417E-01   1.089E-14   2.766E-11   3.994E-10
 5.198E-03   9.795E-11   7.582E-01   2.606E-05   8.227E-08   1.037E-05   2.417E-01   1.091E-14   2.766E-11   3.994E-10
 4.969E-03   7.366E-11   7.582E-01   2.606E-05   8.228E-08   1.037E-05   2.417E-01   1.091E-14   2.767E-11   3.994E-10
 4.750E-03   5.521E-11   7.582E-01   2.606E-05   8.229E-08   1.037E-05   2.417E-01   1.092E-14   2.767E-11   3.994E-10
 4.541E-03   4.126E-11   7.582E-01   2.606E-05   8.231E-08   1.037E-05   2.417E-01   1.093E-14   2.767E-11   3.994E-10
 4.342E-03   3.074E-11   7.582E-01   2.606E-05   8.232E-08   1.038E-05   2.417E-01   1.093E-14   2.767E-11   3.994E-10
 4.151E-03   2.284E-11   7.582E-01   2.606E-05   8.233E-08   1.038E-05   2.417E-01   1.093E-14   2.767E-11   3.994E-10
 3.968E-03   1.693E-11   7.582E-01   2.606E-05   8.235E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 3.793E-03   1.252E-11   7.582E-01   2.605E-05   8.236E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 3.627E-03   9.233E-12   7.582E-01   2.605E-05   8.237E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 3.467E-03   6.792E-12   7.582E-01   2.605E-05   8.238E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 3.315E-03   4.984E-12   7.582E-01   2.605E-05   8.238E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 3.169E-03   3.647E-12   7.582E-01   2.605E-05   8.239E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 3.029E-03   2.662E-12   7.582E-01   2.605E-05   8.239E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.896E-03   1.937E-12   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.769E-03   1.406E-12   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.647E-03   1.018E-12   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.530E-03   7.346E-13   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.419E-03   5.286E-13   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.313E-03   3.793E-13   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.211E-03   2.713E-13   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.114E-03   1.935E-13   7.582E-01   2.605E-05   8.240E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 2.021E-03   1.376E-13   7.582E-01   2.605E-05   8.239E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.932E-03   9.753E-14   7.582E-01   2.605E-05   8.239E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.847E-03   6.892E-14   7.582E-01   2.605E-05   8.239E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.766E-03   4.854E-14   7.582E-01   2.605E-05   8.238E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.688E-03   3.408E-14   7.582E-01   2.605E-05   8.238E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.614E-03   2.385E-14   7.582E-01   2.605E-05   8.237E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.543E-03   1.664E-14   7.582E-01   2.605E-05   8.236E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.475E-03   1.157E-14   7.582E-01   2.605E-05   8.236E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.410E-03   8.013E-15   7.582E-01   2.605E-05   8.235E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.348E-03   5.532E-15   7.582E-01   2.605E-05   8.234E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.289E-03   3.806E-15   7.582E-01   2.605E-05   8.233E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.232E-03   2.609E-15   7.582E-01   2.605E-05   8.232E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.178E-03   1.781E-15   7.582E-01   2.605E-05   8.231E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.126E-03   1.212E-15   7.582E-01   2.605E-05   8.229E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.076E-03   8.213E-16   7.582E-01   2.605E-05   8.228E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 1.029E-03   5.545E-16   7.582E-01   2.605E-05   8.226E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 9.838E-04   3.728E-16   7.582E-01   2.605E-05   8.225E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 9.405E-04   2.497E-16   7.582E-01   2.605E-05   8.223E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 8.992E-04   1.665E-16   7.582E-01   2.605E-05   8.221E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 8.617E-04   1.130E-16   7.582E-01   2.605E-05   8.218E-08   1.038E-05   2.417E-01   1.094E-14   2.767E-11   3.994E-10
 
    temp         t          rhog        rhoe       rhone        rhob        phie         dt         sen          H         eta
------------------------------------------------------------------------------------------------------------------------------------
 3.000E+01   8.925E-04   1.237E+11   2.165E+11   3.246E+11   2.377E+03   6.122E-10   1.000E-10   5.922E+09   6.095E+02   1.673E-09
 2.897E+01   9.516E-04   1.076E+11   1.884E+11   2.824E+11   2.141E+03   6.126E-10   5.274E-07   5.922E+09   5.685E+02   1.673E-09
 2.770E+01   1.034E-03   8.987E+10   1.574E+11   2.359E+11   1.871E+03   6.132E-10   5.771E-07   5.922E+09   5.196E+02   1.673E-09
 2.648E+01   1.125E-03   7.507E+10   1.314E+11   1.971E+11   1.635E+03   6.138E-10   6.314E-07   5.922E+09   4.749E+02   1.673E-09
 2.532E+01   1.224E-03   6.271E+10   1.098E+11   1.646E+11   1.428E+03   6.145E-10   6.908E-07   5.922E+09   4.340E+02   1.673E-09
 2.420E+01   1.333E-03   5.238E+10   9.171E+10   1.375E+11   1.248E+03   6.152E-10   7.559E-07   5.922E+09   3.967E+02   1.673E-09
 2.314E+01   1.451E-03   4.375E+10   7.661E+10   1.148E+11   1.091E+03   6.159E-10   8.270E-07   5.922E+09   3.625E+02   1.673E-09
 2.212E+01   1.581E-03   3.655E+10   6.399E+10   9.593E+10   9.528E+02   6.166E-10   9.049E-07   5.922E+09   3.313E+02   1.673E-09
 2.115E+01   1.723E-03   3.053E+10   5.345E+10   8.013E+10   8.325E+02   6.174E-10   9.901E-07   5.922E+09   3.028E+02   1.673E-09
 2.022E+01   1.879E-03   2.550E+10   4.465E+10   6.694E+10   7.274E+02   6.182E-10   1.083E-06   5.922E+09   2.768E+02   1.673E-09
 1.933E+01   2.049E-03   2.130E+10   3.730E+10   5.591E+10   6.356E+02   6.191E-10   1.185E-06   5.922E+09   2.530E+02   1.673E-09
 1.848E+01   2.235E-03   1.779E+10   3.115E+10   4.671E+10   5.554E+02   6.200E-10   1.297E-06   5.922E+09   2.312E+02   1.673E-09
 1.766E+01   2.438E-03   1.486E+10   2.602E+10   3.901E+10   4.852E+02   6.209E-10   1.419E-06   5.922E+09   2.113E+02   1.673E-09
 1.689E+01   2.661E-03   1.242E+10   2.174E+10   3.259E+10   4.240E+02   6.219E-10   1.553E-06   5.922E+09   1.931E+02   1.673E-09
 1.614E+01   2.905E-03   1.037E+10   1.816E+10   2.722E+10   3.704E+02   6.229E-10   1.699E-06   5.922E+09   1.765E+02   1.672E-09
 1.543E+01   3.172E-03   8.663E+09   1.517E+10   2.274E+10   3.237E+02   6.240E-10   1.859E-06   5.922E+09   1.613E+02   1.672E-09
 1.475E+01   3.464E-03   7.236E+09   1.267E+10   1.899E+10   2.828E+02   6.252E-10   2.034E-06   5.922E+09   1.474E+02   1.672E-09
 1.411E+01   3.783E-03   6.044E+09   1.058E+10   1.587E+10   2.471E+02   6.264E-10   2.225E-06   5.922E+09   1.347E+02   1.672E-09
 1.349E+01   4.132E-03   5.049E+09   8.840E+09   1.325E+10   2.159E+02   6.276E-10   2.435E-06   5.922E+09   1.232E+02   1.672E-09
 1.289E+01   4.514E-03   4.218E+09   7.384E+09   1.107E+10   1.886E+02   6.289E-10   2.664E-06   5.922E+09   1.126E+02   1.672E-09
 1.232E+01   4.933E-03   3.523E+09   6.168E+09   9.247E+09   1.648E+02   6.303E-10   2.915E-06   5.922E+09   1.029E+02   1.672E-09
 1.178E+01   5.390E-03   2.943E+09   5.152E+09   7.724E+09   1.440E+02   6.317E-10   3.189E-06   5.922E+09   9.402E+01   1.672E-09
 1.126E+01   5.891E-03   2.458E+09   4.304E+09   6.452E+09   1.258E+02   6.332E-10   3.490E-06   5.922E+09   8.593E+01   1.672E-09
 1.077E+01   6.439E-03   2.053E+09   3.595E+09   5.389E+09   1.099E+02   6.348E-10   3.818E-06   5.922E+09   7.853E+01   1.672E-09
 1.030E+01   7.038E-03   1.715E+09   3.003E+09   4.501E+09   9.606E+01   6.364E-10   4.178E-06   5.922E+09   7.177E+01   1.672E-09
 9.842E+00   7.694E-03   1.433E+09   2.508E+09   3.760E+09   8.393E+01   6.381E-10   4.571E-06   5.922E+09   6.560E+01   1.672E-09
 9.409E+00   8.412E-03   1.197E+09   2.095E+09   3.141E+09   7.334E+01   6.399E-10   5.002E-06   5.922E+09   5.995E+01   1.672E-09
 8.995E+00   9.197E-03   9.997E+08   1.750E+09   2.623E+09   6.408E+01   6.418E-10   5.473E-06   5.922E+09   5.479E+01   1.672E-09
 8.600E+00   1.006E-02   8.351E+08   1.462E+09   2.191E+09   5.599E+01   6.438E-10   5.988E-06   5.922E+09   5.008E+01   1.672E-09
 8.221E+00   1.100E-02   6.975E+08   1.221E+09   1.830E+09   4.892E+01   6.459E-10   6.552E-06   5.922E+09   4.577E+01   1.672E-09
 7.860E+00   1.203E-02   5.827E+08   1.020E+09   1.529E+09   4.274E+01   6.481E-10   7.169E-06   5.922E+09   4.183E+01   1.672E-09
 7.514E+00   1.315E-02   4.867E+08   8.519E+08   1.277E+09   3.734E+01   6.503E-10   7.844E-06   5.922E+09   3.823E+01   1.672E-09
 7.183E+00   1.438E-02   4.066E+08   7.116E+08   1.067E+09   3.263E+01   6.527E-10   8.583E-06   5.922E+09   3.494E+01   1.672E-09
 6.867E+00   1.573E-02   3.396E+08   5.944E+08   8.910E+08   2.851E+01   6.552E-10   9.391E-06   5.922E+09   3.193E+01   1.672E-09
 6.565E+00   1.720E-02   2.837E+08   4.965E+08   7.442E+08   2.491E+01   6.578E-10   1.028E-05   5.922E+09   2.919E+01   1.672E-09
 6.277E+00   1.882E-02   2.370E+08   4.147E+08   6.216E+08   2.176E+01   6.605E-10   1.124E-05   5.922E+09   2.667E+01   1.672E-09
 6.000E+00   2.058E-02   1.979E+08   3.464E+08   5.192E+08   1.901E+01   6.634E-10   1.230E-05   5.922E+09   2.438E+01   1.672E-09
 5.736E+00   2.251E-02   1.653E+08   2.893E+08   4.337E+08   1.661E+01   6.663E-10   1.346E-05   5.922E+09   2.228E+01   1.672E-09
 5.484E+00   2.463E-02   1.381E+08   2.417E+08   3.622E+08   1.451E+01   6.694E-10   1.473E-05   5.922E+09   2.036E+01   1.672E-09
 5.243E+00   2.694E-02   1.154E+08   2.019E+08   3.026E+08   1.268E+01   6.727E-10   1.612E-05   5.922E+09   1.861E+01   1.671E-09
 5.012E+00   2.947E-02   9.637E+07   1.686E+08   2.527E+08   1.108E+01   6.761E-10   1.764E-05   5.922E+09   1.701E+01   1.671E-09
 4.792E+00   3.224E-02   8.050E+07   1.408E+08   2.111E+08   9.680E+00   6.797E-10   1.930E-05   5.922E+09   1.554E+01   1.671E-09
 4.581E+00   3.527E-02   6.724E+07   1.176E+08   1.763E+08   8.457E+00   6.834E-10   2.112E-05   5.922E+09   1.421E+01   1.671E-09
 4.379E+00   3.859E-02   5.617E+07   9.825E+07   1.473E+08   7.389E+00   6.873E-10   2.311E-05   5.922E+09   1.298E+01   1.671E-09
 4.187E+00   4.221E-02   4.692E+07   8.206E+07   1.230E+08   6.456E+00   6.913E-10   2.529E-05   5.922E+09   1.187E+01   1.671E-09
 4.003E+00   4.618E-02   3.919E+07   6.854E+07   1.027E+08   5.640E+00   6.956E-10   2.767E-05   5.922E+09   1.084E+01   1.671E-09
 3.827E+00   5.053E-02   3.274E+07   5.724E+07   8.579E+07   4.927E+00   7.000E-10   3.028E-05   5.922E+09   9.910E+00   1.671E-09
 3.658E+00   5.528E-02   2.734E+07   4.781E+07   7.165E+07   4.305E+00   7.046E-10   3.313E-05   5.922E+09   9.057E+00   1.670E-09
 3.497E+00   6.049E-02   2.284E+07   3.993E+07   5.984E+07   3.761E+00   7.094E-10   3.626E-05   5.922E+09   8.277E+00   1.670E-09
 3.343E+00   6.618E-02   1.908E+07   3.335E+07   4.998E+07   3.286E+00   7.144E-10   3.968E-05   5.922E+09   7.565E+00   1.670E-09
 3.196E+00   7.241E-02   1.594E+07   2.785E+07   4.174E+07   2.870E+00   7.196E-10   4.342E-05   5.922E+09   6.913E+00   1.670E-09
 3.056E+00   7.923E-02   1.331E+07   2.326E+07   3.486E+07   2.508E+00   7.250E-10   4.752E-05   5.922E+09   6.318E+00   1.669E-09
 2.921E+00   8.669E-02   1.112E+07   1.943E+07   2.911E+07   2.191E+00   7.306E-10   5.200E-05   5.922E+09   5.774E+00   1.669E-09
 2.793E+00   9.485E-02   9.289E+06   1.622E+07   2.431E+07   1.914E+00   7.365E-10   5.691E-05   5.922E+09   5.276E+00   1.669E-09
 2.670E+00   1.038E-01   7.759E+06   1.355E+07   2.030E+07   1.672E+00   7.426E-10   6.229E-05   5.922E+09   4.822E+00   1.668E-09
 2.553E+00   1.136E-01   6.482E+06   1.132E+07   1.695E+07   1.460E+00   7.488E-10   6.817E-05   5.922E+09   4.406E+00   1.668E-09
 2.440E+00   1.243E-01   5.414E+06   9.449E+06   1.415E+07   1.276E+00   7.553E-10   7.461E-05   5.922E+09   4.027E+00   1.667E-09
 2.333E+00   1.360E-01   4.522E+06   7.890E+06   1.182E+07   1.114E+00   7.621E-10   8.166E-05   5.922E+09   3.680E+00   1.667E-09
 2.230E+00   1.488E-01   3.778E+06   6.589E+06   9.868E+06   9.732E-01   7.690E-10   8.938E-05   5.922E+09   3.363E+00   1.666E-09
 2.132E+00   1.628E-01   3.156E+06   5.502E+06   8.239E+06   8.501E-01   7.762E-10   9.784E-05   5.922E+09   3.073E+00   1.666E-09
 2.038E+00   1.782E-01   2.636E+06   4.594E+06   6.879E+06   7.425E-01   7.835E-10   1.071E-04   5.922E+09   2.808E+00   1.665E-09
