 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                er160         er161         er162         er163         er164         er165         er166         er167
     85  4.099011663524E-02  1.000000E-30  1.470047E-30  3.100393E-30  9.550859E-30  1.247412E-29  2.153602E-29  1.634437E-29  1.137118E-29
     86  4.118445936105E-02  1.000000E-30  1.164050E-30  2.500716E-30  7.783355E-30  1.034453E-29  1.816846E-29  1.405141E-29  9.924367E-30
     87  4.137235583218E-02  1.000000E-30  1.086875E-30  2.385990E-30  7.631108E-30  1.044264E-29  1.879578E-29  1.494752E-29  1.083415E-29
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.962820E-30  6.291502E-30  8.701736E-30  1.586602E-29  1.280645E-29  9.389233E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.674352E-30  5.444933E-30  7.643789E-30  1.413797E-29  1.160409E-29  8.634577E-30
     90  4.188596337322E-02  1.000000E-30  1.170234E-30  2.838405E-30  9.600600E-30  1.369958E-29  2.576111E-29  2.149381E-29  1.613264E-29
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  2.351510E-30  8.253053E-30  1.248072E-29  2.399191E-29  2.047151E-29  1.589003E-29
     92  4.230932596557E-02  1.000000E-30  1.082415E-30  2.742262E-30  9.820018E-30  1.485651E-29  2.911965E-29  2.544103E-29  1.992921E-29
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  2.391829E-30  8.809662E-30  1.395964E-29  2.806011E-29  2.517358E-29  2.029324E-29
     94  4.274368410830E-02  1.000000E-30  1.021235E-30  2.616287E-30  9.750203E-30  1.562372E-29  3.217248E-29  2.972274E-29  2.443058E-29
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  2.228041E-30  8.425403E-30  1.407858E-29  3.038311E-29  2.973051E-29  2.575142E-29
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  2.456664E-30  9.641250E-30  1.673829E-29  3.666355E-29  3.629506E-29  3.199168E-29
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  2.415216E-30  9.738397E-30  1.704894E-29  3.778513E-29  3.789272E-29  3.340157E-29
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  2.364076E-30  9.844549E-30  1.775085E-29  4.040548E-29  4.178059E-29  3.779994E-29
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  2.208065E-30  9.613298E-30  1.788292E-29  4.170166E-29  4.429909E-29  4.101025E-29
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  2.318659E-30  1.018922E-29  1.946615E-29  4.673776E-29  5.132684E-29  4.880184E-29
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.968591E-30  9.003446E-30  1.788361E-29  4.386146E-29  4.925532E-29  4.779991E-29
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  2.028838E-30  9.436377E-30  1.916798E-29  4.841044E-29  5.628568E-29  5.613045E-29
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.882881E-30  8.667257E-30  1.820103E-29  4.755921E-29  5.727212E-29  5.879390E-29
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.892838E-30  9.004310E-30  1.954774E-29  5.266202E-29  6.576178E-29  6.958622E-29
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.514815E-30  7.648979E-30  1.708558E-29  4.624798E-29  5.797042E-29  6.163323E-29
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.408588E-30  7.277917E-30  1.661932E-29  4.615288E-29  5.970741E-29  6.512600E-29
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.188779E-30  6.148811E-30  1.453400E-29  4.195562E-29  5.659363E-29  6.389669E-29
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.943995E-30  1.058766E-29  2.564823E-29  7.515114E-29  1.030886E-28  1.177030E-28
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.401486E-30  7.736148E-30  1.990633E-29  6.151428E-29  8.968271E-29  1.079677E-28
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.232944E-30  6.954056E-30  1.838621E-29  5.768474E-29  8.553389E-29  1.047447E-28
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.688311E-30  1.520505E-29  4.878991E-29  7.444020E-29  9.308385E-29
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.108008E-30  1.401854E-29  4.560868E-29  7.045571E-29  8.901016E-29
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.578137E-30  1.267530E-29  4.185545E-29  6.586967E-29  8.440435E-29
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.206581E-30  1.176918E-29  3.941925E-29  6.305506E-29  8.188171E-29
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.997733E-30  1.140156E-29  3.872375E-29  6.292054E-29  8.278039E-29
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.678785E-30  1.068483E-29  3.685135E-29  6.097468E-29  8.136380E-29
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.563547E-30  1.053887E-29  3.678129E-29  6.169421E-29  8.326871E-29
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.274973E-30  9.760061E-30  3.460930E-29  5.911993E-29  8.092536E-29
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.008859E-30  1.531336E-29  5.498414E-29  9.575204E-29  1.335435E-28
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.463934E-30  1.421725E-29  5.299909E-29  9.591494E-29  1.374212E-28
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.199057E-30  1.370594E-29  5.202376E-29  9.609627E-29  1.400024E-28
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.967125E-30  1.323696E-29  5.122951E-29  9.673318E-29  1.435339E-28
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.890487E-30  1.322147E-29  5.217529E-29  1.009983E-28  1.529540E-28
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.963852E-30  1.367691E-29  5.503367E-29  1.091967E-28  1.687164E-28
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.948038E-30  1.394163E-29  5.730127E-29  1.165927E-28  1.838353E-28
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.861953E-30  1.399617E-29  5.881543E-29  1.228054E-28  1.976822E-28
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.709269E-30  1.385368E-29  5.950013E-29  1.273612E-28  2.091159E-28
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.493873E-30  1.339987E-29  5.878565E-29  1.287417E-28  2.153928E-28
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.239828E-30  1.285443E-29  5.770568E-29  1.295399E-28  2.211025E-28
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.017514E-30  1.235803E-29  5.651697E-29  1.295441E-28  2.249198E-28
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.823665E-30  1.179694E-29  5.509100E-29  1.293358E-28  2.289347E-28
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.639956E-30  1.138704E-29  5.419338E-29  1.300628E-28  2.343277E-28
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.468533E-30  1.091657E-29  5.298185E-29  1.299824E-28  2.383884E-28
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.342213E-30  1.049415E-29  5.188626E-29  1.302085E-28  2.431694E-28
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.206620E-30  1.021603E-29  5.143988E-29  1.319649E-28  2.508663E-28
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.120695E-30  9.866052E-30  5.060256E-29  1.327533E-28  2.569559E-28
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.005831E-30  9.619473E-30  5.024542E-29  1.347297E-28  2.654302E-28
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.910263E-30  9.290873E-30  4.943104E-29  1.355274E-28  2.718052E-28
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.814578E-30  9.030004E-30  4.897219E-29  1.372778E-28  2.802642E-28
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.727344E-30  8.796397E-30  4.863143E-29  1.394084E-28  2.897714E-28
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.643028E-30  8.564294E-30  4.827424E-29  1.415522E-28  2.996099E-28
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.566731E-30  8.346404E-30  4.796319E-29  1.438945E-28  3.102017E-28
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.469494E-30  8.029022E-30  4.704590E-29  1.443886E-28  3.169406E-28
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.384731E-30  7.763782E-30  4.639416E-29  1.456059E-28  3.253796E-28
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.296209E-30  7.464162E-30  4.548615E-29  1.459986E-28  3.321396E-28
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.248251E-30  7.277554E-30  4.461494E-29  1.439541E-28  3.293840E-28
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.057211E-30  6.297289E-30  3.956379E-29  1.307979E-28  3.048517E-28
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.544613E-30  3.541026E-29  1.192978E-28  2.821460E-28
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.333110E-30  8.275433E-30  5.369741E-29  1.853733E-28  4.476461E-28
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.102466E-30  7.131637E-30  4.790507E-29  1.733081E-28  4.335008E-28
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.542301E-30  4.484674E-29  1.661272E-28  4.236804E-28
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.102069E-30  4.266304E-29  1.618610E-28  4.207868E-28
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.838569E-30  4.126354E-29  1.575089E-28  4.119141E-28
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.984178E-30  3.630406E-29  1.423379E-28  3.798088E-28
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.506537E-30  3.278853E-29  1.301171E-28  3.508243E-28
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.083222E-30  5.354615E-29  2.198800E-28  6.082082E-28
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.733680E-30  4.482982E-29  1.952159E-28  5.658060E-28
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.122269E-30  4.121765E-29  1.838279E-28  5.434277E-28
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.821774E-30  3.932193E-29  1.769268E-28  5.270924E-28
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.150695E-30  3.464740E-29  1.606293E-28  4.894089E-28
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.726128E-30  3.131074E-29  1.478662E-28  4.573863E-28
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.986420E-30  5.243607E-29  2.566472E-28  8.168478E-28
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.689364E-30  4.257425E-29  2.239395E-28  7.541502E-28
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.338177E-30  4.040281E-29  2.141103E-28  7.266360E-28
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.688765E-30  3.577407E-29  1.974044E-28  6.900979E-28
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.300086E-30  3.245517E-29  1.852027E-28  6.641777E-28
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.374902E-30  3.462457E-29  2.079019E-28  7.725694E-28
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.821388E-30  2.983790E-29  1.861778E-28  7.152713E-28
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.802488E-30  3.088447E-29  2.002711E-28  7.912640E-28
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.392343E-30  2.649271E-29  1.753523E-28  7.067421E-28
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.252727E-30  2.608361E-29  1.820398E-28  7.630369E-28
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.859087E-30  2.190121E-29  1.561815E-28  6.675223E-28
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.724641E-30  3.456422E-29  2.617205E-28  1.168525E-27
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.146993E-30  2.729968E-29  2.172877E-28  1.018587E-27
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.681238E-30  2.360229E-29  1.991628E-28  9.646646E-28
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.327540E-30  1.954277E-29  1.742956E-28  8.812297E-28
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.096110E-30  1.687310E-29  1.580881E-28  8.293275E-28
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.549073E-29  1.518208E-28  8.259020E-28
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.356110E-29  1.395641E-28  7.883051E-28
