 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                al31          al32          al33          al34          al35          al36          al37          al38 
    178  5.927019313219E-02  8.831431E-14  9.977082E-16  1.598281E-16  9.177200E-20  5.415085E-21  9.653780E-25  1.095011E-26  1.000000E-30
    179  5.955970264735E-02  9.406297E-14  1.084006E-15  1.788477E-16  1.036178E-19  6.293584E-21  1.130688E-24  1.312100E-26  1.000000E-30
    180  5.987296131417E-02  1.005075E-13  1.183580E-15  2.016304E-16  1.179617E-19  7.393580E-21  1.339508E-24  1.593398E-26  1.000000E-30
    181  6.018239261751E-02  1.070718E-13  1.288198E-15  2.265290E-16  1.338172E-19  8.652763E-21  1.580759E-24  1.927106E-26  1.000000E-30
    182  6.051941164510E-02  1.144263E-13  1.409329E-15  2.565765E-16  1.531817E-19  1.024788E-20  1.889334E-24  2.365930E-26  1.000000E-30
    183  6.081686890997E-02  1.210761E-13  1.522527E-15  2.858300E-16  1.722582E-19  1.187677E-20  2.207445E-24  2.830770E-26  1.000000E-30
    184  6.107970107709E-02  1.270611E-13  1.627483E-15  3.139637E-16  1.907985E-19  1.351119E-20  2.529339E-24  3.312607E-26  1.000000E-30
    185  6.149099227918E-02  1.366104E-13  1.801181E-15  3.626505E-16  2.232981E-19  1.649016E-20  3.122133E-24  4.226557E-26  1.000000E-30
    186  6.184187848266E-02  1.449191E-13  1.958726E-15  4.090870E-16  2.547446E-19  1.950096E-20  3.728201E-24  5.192164E-26  1.000000E-30
    187  6.212841772032E-02  1.517715E-13  2.093496E-15  4.505591E-16  2.831765E-19  2.232541E-20  4.302338E-24  6.132616E-26  1.000000E-30
    188  6.241083345826E-02  1.585614E-13  2.231604E-15  4.947486E-16  3.138097E-19  2.547136E-20  4.947494E-24  7.216140E-26  1.171349E-30
    189  6.286334795077E-02  1.694640E-13  2.463554E-15  5.728729E-16  3.687650E-19  3.136679E-20  6.170631E-24  9.339064E-26  1.516344E-30
    190  6.324448148531E-02  1.786143E-13  2.668743E-15  6.461505E-16  4.211716E-19  3.727137E-20  7.411750E-24  1.157381E-25  1.879552E-30
    191  6.354755735680E-02  1.858636E-13  2.838535E-15  7.097739E-16  4.672939E-19  4.268109E-20  8.561065E-24  1.370651E-25  2.226297E-30
    192  6.382753282149E-02  1.925054E-13  3.000269E-15  7.729672E-16  5.136460E-19  4.830960E-20  9.767961E-24  1.600497E-25  2.600121E-30
    193  6.429792763326E-02  2.034698E-13  3.281713E-15  8.891708E-16  6.002118E-19  5.931063E-20  1.215578E-23  2.071055E-25  3.365835E-30
    194  6.470641913937E-02  2.127308E-13  3.535284E-15  1.000911E-15  6.849767E-19  7.066726E-20  1.465586E-23  2.583550E-25  4.200224E-30
    195  6.514351188605E-02  2.223104E-13  3.815307E-15  1.132429E-15  7.865261E-19  8.498922E-20  1.785246E-23  3.264445E-25  5.309476E-30
    196  6.551961572666E-02  2.302752E-13  4.063538E-15  1.256375E-15  8.838589E-19  9.940684E-20  2.111299E-23  3.984853E-25  6.483819E-30
    197  6.614173306661E-02  2.427454E-13  4.486700E-15  1.484675E-15  1.067009E-18  1.282626E-19  2.774824E-23  5.520346E-25  8.989019E-30
    198  6.666431851744E-02  2.524314E-13  4.852190E-15  1.700434E-15  1.244398E-18  1.582382E-19  3.477241E-23  7.232794E-25  1.178577E-29
    199  6.714973898932E-02  2.607292E-13  5.198623E-15  1.922073E-15  1.430645E-18  1.917236E-19  4.275191E-23  9.270190E-25  1.511653E-29
    200  6.763365269933E-02  2.683634E-13  5.551055E-15  2.165624E-15  1.639616E-18  2.315992E-19  5.240873E-23  1.184804E-24  1.933515E-29
    201  6.810748363549E-02  2.751402E-13  5.900897E-15  2.427034E-15  1.868672E-18  2.779766E-19  6.382299E-23  1.503298E-24  2.455289E-29
    202  6.886988901479E-02  2.845598E-13  6.471410E-15  2.899284E-15  2.294044E-18  3.710593E-19  8.722681E-23  2.195756E-24  3.591449E-29
    203  6.932442343830E-02  2.893443E-13  6.816244E-15  3.214788E-15  2.585887E-18  4.398479E-19  1.048771E-22  2.747603E-24  4.498276E-29
    204  6.977291475786E-02  2.934741E-13  7.159427E-15  3.553031E-15  2.905043E-18  5.193949E-19  1.256050E-22  3.423565E-24  5.610434E-29
    205  7.051837306122E-02  2.990275E-13  7.734289E-15  4.179201E-15  3.511944E-18  6.824356E-19  1.689868E-22  4.921278E-24  8.078980E-29
    206  7.120724846930E-02  3.028198E-13  8.271327E-15  4.837981E-15  4.171073E-18  8.758696E-19  2.217405E-22  6.868414E-24  1.129531E-28
    207  7.185571854523E-02  3.053577E-13  8.783606E-15  5.538674E-15  4.893043E-18  1.105887E-18  2.859346E-22  9.390572E-24  1.547054E-28
    208  7.250556240022E-02  3.069585E-13  9.303277E-15  6.328379E-15  5.730453E-18  1.394868E-18  3.684310E-22  1.283612E-23  2.118718E-28
    209  7.308358088908E-02  3.077080E-13  9.772840E-15  7.114442E-15  6.586672E-18  1.713313E-18  4.613003E-22  1.694506E-23  2.801962E-28
    210  7.365083251161E-02  3.079556E-13  1.024363E-14  7.974007E-15  7.546315E-18  2.095890E-18  5.751168E-22  2.225935E-23  3.687547E-28
    211  7.420607479025E-02  3.077760E-13  1.071477E-14  8.909316E-15  8.616194E-18  2.552433E-18  7.136394E-22  2.907932E-23  4.826562E-28
    212  7.477269193766E-02  3.072566E-13  1.120888E-14  9.972462E-15  9.861942E-18  3.121236E-18  8.896655E-22  3.821855E-23  6.356436E-28
    213  7.532671922740E-02  3.065652E-13  1.171052E-14  1.113613E-14  1.125770E-17  3.802617E-18  1.104697E-21  4.998891E-23  8.331414E-28
    214  7.590819975934E-02  3.057019E-13  1.225928E-14  1.250673E-14  1.294119E-17  4.682064E-18  1.387851E-21  6.634663E-23  1.108296E-27
    215  7.648106882397E-02  3.048014E-13  1.282660E-14  1.402872E-14  1.485595E-17  5.753165E-18  1.739812E-21  8.782453E-23  1.470521E-27
    216  7.706864365518E-02  3.039616E-13  1.344352E-14  1.579850E-14  1.713546E-17  7.118434E-18  2.197699E-21  1.173493E-22  1.969799E-27
    217  7.765097184480E-02  3.033128E-13  1.409694E-14  1.779672E-14  1.977025E-17  8.808416E-18  2.776294E-21  1.567903E-22  2.638620E-27
    218  7.824188421090E-02  3.029105E-13  1.480924E-14  2.011354E-14  2.289783E-17  1.095700E-17  3.527379E-21  2.109418E-22  3.559530E-27
    219  7.883216312169E-02  3.028846E-13  1.558049E-14  2.277300E-14  2.657246E-17  1.366067E-17  4.492469E-21  2.845561E-22  4.815108E-27
    220  7.934760137230E-02  3.032844E-13  1.631347E-14  2.543335E-14  3.032724E-17  1.660491E-17  5.564019E-21  3.706947E-22  6.288381E-27
    221  7.991019390762E-02  3.042199E-13  1.718515E-14  2.875661E-14  3.511709E-17  2.060280E-17  7.047290E-21  4.962786E-22  8.442317E-27
    222  8.044081450283E-02  3.056639E-13  1.808693E-14  3.236424E-14  4.042759E-17  2.532309E-17  8.832953E-21  6.556004E-22  1.118274E-26
    223  8.103419684334E-02  3.080927E-13  1.920699E-14  3.706142E-14  4.749044E-17  3.202015E-17  1.141757E-20  8.990470E-22  1.538278E-26
    224  8.158988408622E-02  3.112251E-13  2.037875E-14  4.221830E-14  5.541578E-17  4.004783E-17  1.457986E-20  1.213864E-21  2.083114E-26
    225  8.219791245697E-02  3.156991E-13  2.181825E-14  4.887331E-14  6.587516E-17  5.137879E-17  1.913825E-20  1.694123E-21  2.917003E-26
    226  8.273529679330E-02  3.206857E-13  2.325122E-14  5.582813E-14  7.704757E-17  6.430583E-17  2.444680E-20  2.285260E-21  3.946778E-26
    227  8.327310875316E-02  3.267362E-13  2.485992E-14  6.401328E-14  9.047269E-17  8.084198E-17  3.137152E-20  3.098044E-21  5.367182E-26
    228  8.381967664174E-02  3.339455E-13  2.668992E-14  7.381121E-14  1.068962E-16  1.024093E-16  4.058655E-20  4.239396E-21  7.368450E-26
    229  8.442137901789E-02  3.430818E-13  2.895333E-14  8.665020E-14  1.289337E-16  1.334166E-16  5.412543E-20  6.015911E-21  1.049489E-25
    230  8.496109010092E-02  3.523456E-13  3.122989E-14  1.003748E-13  1.530585E-16  1.697968E-16  7.035620E-20  8.271331E-21  1.447896E-25
    231  8.556251684447E-02  3.635452E-13  3.404061E-14  1.185096E-13  1.857549E-16  2.227754E-16  9.452768E-20  1.183461E-20  2.079809E-25
    232  8.609514523980E-02  3.739407E-13  3.676486E-14  1.374258E-13  2.207657E-16  2.837841E-16  1.229979E-19  1.628684E-20  2.872546E-25
    233  8.668730402486E-02  3.856656E-13  4.004042E-14  1.620597E-13  2.676135E-16  3.717553E-16  1.650058E-19  2.326323E-20  4.119902E-25
    234  8.725638446658E-02  3.965595E-13  4.339298E-14  1.896708E-13  3.216911E-16  4.817044E-16  2.187988E-19  3.277800E-20  5.828678E-25
    235  8.784892152766E-02  4.067762E-13  4.702244E-14  2.227582E-13  3.885602E-16  6.293556E-16  2.928752E-19  4.675520E-20  8.350540E-25
    236  8.837914431516E-02  4.143478E-13  5.031601E-14  2.562519E-13  4.584418E-16  7.968773E-16  3.790272E-19  6.407293E-20  1.148955E-24
    237  8.927467123273E-02  4.222706E-13  5.574230E-14  3.210935E-13  5.997783E-16  1.175680E-15  5.804442E-19  1.081757E-19  1.953452E-24
    238  9.009385267910E-02  4.221737E-13  6.016606E-14  3.882410E-13  7.547873E-16  1.652803E-15  8.446640E-19  1.722371E-19  3.131040E-24
    239  9.088007009323E-02  4.143328E-13  6.356370E-14  4.578360E-13  9.253158E-16  2.255633E-15  1.192014E-18  2.651837E-19  4.852585E-24
    240  9.160938796651E-02  3.998162E-13  6.567880E-14  5.242050E-13  1.098709E-15  2.960499E-15  1.614429E-18  3.896248E-19  7.174854E-24
    241  9.231864750676E-02  3.793683E-13  6.660600E-14  5.877850E-13  1.276799E-15  3.794943E-15  2.134335E-18  5.578860E-19  1.033842E-23
    242  9.335415502949E-02  3.403499E-13  6.584186E-14  6.735707E-13  1.542382E-15  5.296859E-15  3.118135E-18  9.172530E-19  1.716178E-23
    243  9.429165011748E-02  2.987961E-13  6.309167E-14  7.387016E-13  1.775493E-15  6.956655E-15  4.270198E-18  1.399004E-18  2.641182E-23
    244  9.514750284226E-02  2.588985E-13  5.918934E-14  7.847125E-13  1.972508E-15  8.726371E-15  5.567670E-18  2.014227E-18  3.835082E-23
    245  9.592869681963E-02  2.230426E-13  5.479954E-14  8.142299E-13  2.133134E-15  1.055034E-14  6.976193E-18  2.764971E-18  5.306792E-23
    246  9.638259128200E-02  2.030613E-13  5.200801E-14  8.260580E-13  2.217260E-15  1.170733E-14  7.905327E-18  3.305369E-18  6.374281E-23
    247  9.686466198075E-02  1.828466E-13  4.893214E-14  8.344088E-13  2.298463E-15  1.301074E-14  8.984494E-18  3.977549E-18  7.710276E-23
    248  9.745016881397E-02  1.599494E-13  4.512888E-14  8.390866E-13  2.385814E-15  1.470078E-14  1.043372E-17  4.952859E-18  9.662555E-23
    249  9.798964068785E-02  1.406161E-13  4.163489E-14  8.385794E-13  2.455635E-15  1.636680E-14  1.191587E-17  6.034307E-18  1.184363E-22
    250  9.892639389759E-02  1.112180E-13  3.576367E-14  8.283300E-13  2.554192E-15  1.952872E-14  1.486786E-17  8.433205E-18  1.673176E-22
    251  9.977784733458E-02  8.903527E-14  3.080733E-14  8.105589E-13  2.621197E-15  2.272291E-14  1.802711E-17  1.134523E-17  2.273920E-22
    252  1.005622893962E-01  7.208182E-14  2.663870E-14  7.888293E-13  2.666602E-15  2.597842E-14  2.141673E-17  1.484600E-17  3.004406E-22
    253  1.013070552067E-01  5.875792E-14  2.307513E-14  7.646272E-13  2.697169E-15  2.937196E-14  2.512397E-17  1.910154E-17  3.902126E-22
    254  1.019791947326E-01  4.874352E-14  2.018847E-14  7.405918E-13  2.715649E-15  3.271894E-14  2.894418E-17  2.393908E-17  4.933189E-22
    255  1.025982572428E-01  4.097521E-14  1.779637E-14  7.171369E-13  2.726085E-15  3.606990E-14  3.292199E-17  2.944344E-17  6.117562E-22
    256  1.032644197032E-01  3.396590E-14  1.549798E-14  6.908958E-13  2.731009E-15  3.997863E-14  3.774869E-17  3.673825E-17  7.702441E-22
    257  1.039121745974E-01  2.828757E-14  1.351525E-14  6.647106E-13  2.730183E-15  4.411796E-14  4.306789E-17  4.553535E-17  9.632879E-22
    258  1.045193471709E-01  2.382575E-14  1.186364E-14  6.397847E-13  2.724746E-15  4.832854E-14  4.868780E-17  5.566663E-17  1.187768E-21
    259  1.051181778144E-01  2.012170E-14  1.041684E-14  6.150049E-13  2.715235E-15  5.280903E-14  5.489475E-17  6.783013E-17  1.459855E-21
    260  1.056826419982E-01  1.716592E-14  9.202638E-15  5.915592E-13  2.702531E-15  5.734818E-14  6.141346E-17  8.167842E-17  1.772518E-21
    261  1.062431336111E-01  1.466532E-14  8.125198E-15  5.682513E-13  2.686311E-15  6.218900E-14  6.861047E-17  9.822082E-17  2.149413E-21
    262  1.068146627648E-01  1.249933E-14  7.148626E-15  5.445249E-13  2.666057E-15  6.746340E-14  7.674119E-17  1.184688E-16  2.615076E-21
    263  1.073656177930E-01  1.072311E-14  6.312509E-15  5.217298E-13  2.642890E-15  7.287929E-14  8.540096E-17  1.418339E-16  3.157518E-21
    264  1.079139362418E-01  9.210473E-15  5.570373E-15  4.991089E-13  2.615961E-15  7.861522E-14  9.490538E-17  1.695955E-16  3.808038E-21
    265  1.084202130578E-01  8.009038E-15  4.958591E-15  4.783176E-13  2.587621E-15  8.421096E-14  1.045132E-16  1.999089E-16  4.524858E-21
    266  1.089957947327E-01  6.837797E-15  4.340655E-15  4.548192E-13  2.551206E-15  9.090794E-14  1.164554E-16  2.407416E-16  5.499743E-21
    267  1.095139929398E-01  5.934052E-15  3.847274E-15  4.337920E-13  2.514350E-15  9.723767E-14  1.281919E-16  2.843047E-16  6.550065E-21
    268  1.100036617482E-01  5.191486E-15  3.429456E-15  4.140258E-13  2.475723E-15  1.034857E-13  1.402070E-16  3.324621E-16  7.721841E-21
    269  1.105581599754E-01  4.464376E-15  3.008858E-15  3.918256E-13  2.427618E-15  1.108328E-13  1.549132E-16  3.963904E-16  9.292779E-21
    270  1.111738162549E-01  3.777605E-15  2.600296E-15  3.674478E-13  2.368697E-15  1.192863E-13  1.726452E-16  4.809357E-16  1.139405E-20
    271  1.117276452796E-01  3.250617E-15  2.278361E-15  3.457618E-13  2.310417E-15  1.271403E-13  1.899254E-16  5.714278E-16  1.366898E-20
    272  1.122547306619E-01  2.817640E-15  2.008256E-15  3.254152E-13  2.250566E-15  1.347843E-13  2.075474E-16  6.722371E-16  1.623110E-20
    273  1.128196390807E-01  2.417526E-15  1.754137E-15  3.040076E-13  2.181976E-15  1.431005E-13  2.276964E-16  7.984927E-16  1.947657E-20
    274  1.134172103791E-01  2.055556E-15  1.520343E-15  2.818744E-13  2.104597E-15  1.519763E-13  2.504200E-16  9.556457E-16  2.356609E-20
    275  1.139661173569E-01  1.770332E-15  1.333375E-15  2.620614E-13  2.029370E-15  1.601626E-13  2.725933E-16  1.124986E-15  2.802693E-20
    276  1.145721141816E-01  1.500782E-15  1.154741E-15  2.409076E-13  1.942678E-15  1.691312E-13  2.984141E-16  1.343291E-15  3.385125E-20
    277  1.151138636995E-01  1.294385E-15  1.016754E-15  2.227149E-13  1.862558E-15  1.770256E-13  3.226431E-16  1.570235E-15  3.998416E-20
    278  1.160623872824E-01  9.976258E-16  8.162503E-16  1.925915E-13  1.717383E-15  1.904576E-13  3.676035E-16  2.053774E-15  5.327812E-20
    279  1.166131253687E-01  8.572566E-16  7.207117E-16  1.762481E-13  1.631705E-15  1.979508E-13  3.951649E-16  2.393075E-15  6.276637E-20
    280  1.171578902390E-01  7.375613E-16  6.388385E-16  1.609774E-13  1.546905E-15  2.050647E-13  4.233269E-16  2.777783E-15  7.366598E-20
    281  1.179966344325E-01  5.845628E-16  5.333724E-16  1.392038E-13  1.417112E-15  2.154229E-13  4.684819E-16  3.481944E-15  9.395240E-20
    282  1.184626561866E-01  5.136469E-16  4.841325E-16  1.280654E-13  1.346368E-15  2.208392E-13  4.945107E-16  3.940520E-15  1.073712E-19
    283  1.189221956404E-01  4.521096E-16  4.411285E-16  1.177598E-13  1.278099E-15  2.259222E-13  5.207653E-16  4.445905E-15  1.223301E-19
    284  1.197605220964E-01  3.580443E-16  3.745191E-16  1.005930E-13  1.157407E-15  2.345666E-13  5.702751E-16  5.526836E-15  1.548465E-19
    285  1.205341475296E-01  2.887904E-16  3.244770E-16  8.663255E-14  1.052201E-15  2.418187E-13  6.178684E-16  6.737320E-15  1.920007E-19
    286  1.212540834288E-01  2.365158E-16  2.856995E-16  7.515309E-14  9.601122E-16  2.479755E-13  6.638913E-16  8.085669E-15  2.341699E-19
    287  1.219299358624E-01  1.961866E-16  2.548210E-16  6.561075E-14  8.790965E-16  2.532690E-13  7.087233E-16  9.583766E-15  2.818567E-19
    288  1.225766858039E-01  1.641904E-16  2.294158E-16  5.753395E-14  8.069486E-16  2.579201E-13  7.531941E-16  1.126336E-14  3.362363E-19
    289  1.231854533608E-01  1.389538E-16  2.085225E-16  5.077648E-14  7.435882E-16  2.619661E-13  7.966031E-16  1.310496E-14  3.968248E-19
    290  1.237219182154E-01  1.200353E-16  1.921579E-16  4.544876E-14  6.914420E-16  2.652842E-13  8.361849E-16  1.497088E-14  4.591255E-19
    291  1.242404039059E-01  1.042883E-16  1.779111E-16  4.082028E-14  6.444097E-16  2.682922E-13  8.757242E-16  1.702060E-14  5.285136E-19
    292  1.248086455930E-01  8.947838E-17  1.638101E-16  3.628143E-14  5.965078E-16  2.713808E-13  9.205913E-16  1.958495E-14  6.165741E-19
    293  1.253177247642E-01  7.806052E-17  1.523167E-16  3.263462E-14  5.565018E-16  2.739805E-13  9.622594E-16  2.221212E-14  7.080637E-19
    294  1.258810647447E-01  6.718903E-17  1.407082E-16  2.903306E-14  5.155766E-16  2.766939E-13  1.010120E-15  2.553004E-14  8.252781E-19
    295  1.264205598797E-01  5.826643E-17  1.305445E-16  2.597107E-14  4.795512E-16  2.791503E-13  1.057805E-15  2.917037E-14  9.558063E-19
    296  1.270317883483E-01  4.963908E-17  1.199935E-16  2.290171E-14  4.420952E-16  2.817786E-13  1.114169E-15  3.393700E-14  1.129390E-18
    297  1.275757308169E-01  4.309242E-17  1.113664E-16  2.049291E-14  4.116590E-16  2.840027E-13  1.166623E-15  3.884653E-14  1.311003E-18
    298  1.286048671531E-01  3.308694E-17  9.674883E-17  1.666417E-14  3.612564E-16  2.879695E-13  1.272267E-15  5.019307E-14  1.740232E-18
    299  1.290949488661E-01  2.921905E-17  9.046313E-17  1.512486E-14  3.401387E-16  2.897471E-13  1.325769E-15  5.674179E-14  1.993082E-18
    300  1.295345101683E-01  2.615900E-17  8.516295E-17  1.388307E-14  3.227683E-16  2.913008E-13  1.375651E-15  6.336079E-14  2.252055E-18
    301  1.303954523490E-01  2.111849E-17  7.562717E-17  1.178717E-14  2.927755E-16  2.942460E-13  1.478935E-15  7.869829E-14  2.863709E-18
    302  1.308549873199E-01  1.886399E-17  7.095104E-17  1.082512E-14  2.786988E-16  2.957422E-13  1.537164E-15  8.840524E-14  3.258079E-18
    303  1.312776310019E-01  1.701852E-17  6.688843E-17  1.002623E-14  2.669028E-16  2.970754E-13  1.592718E-15  9.841640E-14  3.670088E-18
    304  1.320787884157E-01  1.403708E-17  5.977702E-17  8.714058E-15  2.474493E-16  2.995088E-13  1.703660E-15  1.206727E-13  4.603156E-18
    305  1.327308179063E-01  1.203027E-17  5.451351E-17  7.813957E-15  2.341687E-16  3.013477E-13  1.799428E-15  1.425626E-13  5.540949E-18
    306  1.333821207310E-01  1.033528E-17  4.968520E-17  7.042594E-15  2.230078E-16  3.030067E-13  1.899931E-15  1.684665E-13  6.672905E-18
    307  1.339749669338E-01  9.020521E-18  4.564223E-17  6.438545E-15  2.146254E-16  3.043665E-13  1.995850E-15  1.961466E-13  7.906088E-18
    308  1.345530840576E-01  7.915075E-18  4.199523E-17  5.926570E-15  2.079486E-16  3.054935E-13  2.093220E-15  2.275526E-13  9.331245E-18
    309  1.351098094661E-01  6.991464E-18  3.873701E-17  5.495931E-15  2.028236E-16  3.063317E-13  2.190237E-15  2.625682E-13  1.094906E-17
    310  1.359304916944E-01  5.843655E-18  3.436064E-17  4.959701E-15  1.975804E-16  3.071609E-13  2.339413E-15  3.241292E-13  1.385880E-17
    311  1.363572082699E-01  5.332633E-18  3.226896E-17  4.720956E-15  1.958820E-16  3.073628E-13  2.419631E-15  3.615650E-13  1.566434E-17
    312  1.367788244083E-01  4.876821E-18  3.031367E-17  4.507975E-15  1.948478E-16  3.073486E-13  2.500207E-15  4.027933E-13  1.768087E-17
    313  1.375777712339E-01  4.130931E-18  2.690048E-17  4.161735E-15  1.946908E-16  3.068901E-13  2.657550E-15  4.939598E-13  2.223472E-17
    314  1.380438267916E-01  3.757694E-18  2.507349E-17  3.990330E-15  1.956684E-16  3.063687E-13  2.752160E-15  5.561522E-13  2.540835E-17
    315  1.384690951451E-01  3.451006E-18  2.350061E-17  3.850533E-15  1.972160E-16  3.056620E-13  2.839679E-15  6.196633E-13  2.869898E-17
    316  1.391087445178E-01  3.043807E-18  2.129705E-17  3.667555E-15  2.007467E-16  3.042707E-13  2.974050E-15  7.288736E-13  3.446407E-17
    317  1.397002518981E-01  2.717882E-18  1.942326E-17  3.524469E-15  2.053160E-16  3.027220E-13  3.101966E-15  8.465745E-13  4.081306E-17
    318  1.402705851668E-01  2.443115E-18  1.775330E-17  3.407024E-15  2.109112E-16  3.009759E-13  3.228425E-15  9.778344E-13  4.804003E-17
    319  1.408634912375E-01  2.192976E-18  1.614822E-17  3.303512E-15  2.179819E-16  2.988614E-13  3.362608E-15  1.135895E-12  5.692391E-17
    320  1.414089642241E-01  1.990887E-18  1.478555E-17  3.223469E-15  2.256644E-16  2.967915E-13  3.489986E-15  1.303651E-12  6.654692E-17
    321  1.419220762512E-01  1.822236E-18  1.359769E-17  3.159981E-15  2.339534E-16  2.947778E-13  3.613774E-15  1.483986E-12  7.709071E-17
    322  1.422771704232E-01  1.716292E-18  1.282434E-17  3.121940E-15  2.403068E-16  2.932714E-13  3.700799E-15  1.623449E-12  8.537186E-17
    323  1.426029315631E-01  1.626192E-18  1.214945E-17  3.091044E-15  2.465973E-16  2.918491E-13  3.782065E-15  1.763015E-12  9.376189E-17
    324  1.430135230101E-01  1.521521E-18  1.134478E-17  3.057232E-15  2.551765E-16  2.900559E-13  3.887175E-15  1.956368E-12  1.055429E-16
    325  1.434683796643E-01  1.416127E-18  1.051121E-17  3.025990E-15  2.655610E-16  2.880873E-13  4.007434E-15  2.195756E-12  1.203624E-16
    326  1.440315208021E-01  1.299358E-18  9.558495E-18  2.995525E-15  2.797615E-16  2.856668E-13  4.161908E-15  2.533982E-12  1.416973E-16
    327  1.445490332405E-01  1.203889E-18  8.754343E-18  2.974724E-15  2.941991E-16  2.833630E-13  4.308088E-15  2.892043E-12  1.647345E-16
    328  1.451370980342E-01  1.107574E-18  7.921336E-18  2.958863E-15  3.123270E-16  2.808533E-13  4.482171E-15  3.362390E-12  1.956265E-16
    329  1.457052374241E-01  1.025341E-18  7.193052E-18  2.950696E-15  3.317031E-16  2.785831E-13  4.659603E-15  3.891520E-12  2.311387E-16
    330  1.463107957421E-01  9.478693E-19  6.491199E-18  2.948885E-15  3.545390E-16  2.761678E-13  4.856443E-15  4.551280E-12  2.764054E-16
    331  1.468752132891E-01  8.839968E-19  5.902351E-18  2.953138E-15  3.780137E-16  2.740491E-13  5.049683E-15  5.270438E-12  3.268534E-16
    332  1.475510939381E-01  8.167303E-19  5.273921E-18  2.965146E-15  4.091509E-16  2.717954E-13  5.296339E-15  6.288458E-12  3.999971E-16
    333  1.481899111058E-01  7.611967E-19  4.748132E-18  2.982787E-15  4.419217E-16  2.697977E-13  5.542717E-15  7.439103E-12  4.847923E-16
    334  1.491767377555E-01  6.884377E-19  4.052317E-18  3.021016E-15  4.996972E-16  2.672012E-13  5.955248E-15  9.663991E-12  6.541497E-16
    335  1.497116139607E-01  6.547503E-19  3.728284E-18  3.046961E-15  5.350559E-16  2.661377E-13  6.198415E-15  1.114795E-11  7.704934E-16
    336  1.502421520731E-01  6.247275E-19  3.437666E-18  3.075955E-15  5.732902E-16  2.651406E-13  6.449738E-15  1.285621E-11  9.072954E-16
    337  1.509052103900E-01  5.914831E-19  3.115181E-18  3.116651E-15  6.258858E-16  2.642675E-13  6.785930E-15  1.537951E-11  1.114347E-15
    338  1.515352476696E-01  5.637986E-19  2.846060E-18  3.159679E-15  6.813214E-16  2.638711E-13  7.131060E-15  1.825358E-11  1.356502E-15
    339  1.521327102765E-01  5.406579E-19  2.619409E-18  3.204167E-15  7.393967E-16  2.636686E-13  7.476582E-15  2.149733E-11  1.636796E-15
    340  1.526678407657E-01  5.222317E-19  2.438057E-18  3.246995E-15  7.963945E-16  2.638060E-13  7.807028E-15  2.490923E-11  1.938661E-15
    341  1.532481602429E-01  5.044536E-19  2.262123E-18  3.296519E-15  8.640454E-16  2.643608E-13  8.191149E-15  2.924745E-11  2.331669E-15
    342  1.535863948111E-01  4.950662E-19  2.168467E-18  3.326818E-15  9.065246E-16  2.648532E-13  8.427168E-15  3.212919E-11  2.597829E-15
    343  1.538995751697E-01  4.869742E-19  2.086858E-18  3.355804E-15  9.480385E-16  2.653464E-13  8.651241E-15  3.506192E-11  2.872474E-15
    344  1.546020187628E-01  4.707472E-19  1.921164E-18  3.424095E-15  1.049274E-15  2.669381E-13  9.186608E-15  4.268767E-11  3.602802E-15
    345  1.552062305672E-01  4.587451E-19  1.795903E-18  3.486406E-15  1.146196E-15  2.689105E-13  9.687697E-15  5.060734E-11  4.383140E-15
    346  1.557875935888E-01  4.487452E-19  1.688242E-18  3.549402E-15  1.249108E-15  2.712161E-13  1.020219E-14  5.966333E-11  5.299019E-15
    347  1.566447447202E-01  4.365003E-19  1.549874E-18  3.647825E-15  1.420290E-15  2.755425E-13  1.102906E-14  7.616569E-11  7.023162E-15
    348  1.574294426159E-01  4.276275E-19  1.441818E-18  3.743635E-15  1.600026E-15  2.807203E-13  1.187267E-14  9.536794E-11  9.105068E-15
    349  1.581710514975E-01  4.211029E-19  1.353255E-18  3.839227E-15  1.793410E-15  2.865355E-13  1.274135E-14  1.180980E-10  1.165672E-14
    350  1.588328903187E-01  4.166692E-19  1.284287E-18  3.928702E-15  1.987752E-15  2.928157E-13  1.359478E-14  1.430325E-10  1.454822E-14
    351  1.594606073659E-01  4.135999E-19  1.226532E-18  4.017115E-15  2.193493E-15  2.997426E-13  1.447565E-14  1.716347E-10  1.796693E-14
    352  1.600565792087E-01  4.116738E-19  1.177774E-18  4.104383E-15  2.410640E-15  3.071735E-13  1.537522E-14  2.042018E-10  2.197367E-14
    353  1.607059625219E-01  4.105279E-19  1.130732E-18  4.203081E-15  2.673982E-15  3.165184E-13  1.644583E-14  2.468666E-10  2.738273E-14
    354  1.613957576202E-01  4.103141E-19  1.086836E-18  4.311867E-15  2.988005E-15  3.279310E-13  1.769164E-14  3.021041E-10  3.461811E-14
    355  1.620398820205E-01  4.110176E-19  1.050845E-18  4.417278E-15  3.317526E-15  3.400149E-13  1.895706E-14  3.649495E-10  4.312297E-14
    356  1.627691861850E-01  4.128026E-19  1.015505E-18  4.540914E-15  3.737926E-15  3.557872E-13  2.054130E-14  4.520703E-10  5.532588E-14
    357  1.634667099868E-01  4.154703E-19  9.864513E-19  4.663083E-15  4.193354E-15  3.730337E-13  2.221079E-14  5.547610E-10  7.023720E-14
