 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                al31          al32          al33          al34          al35          al36          al37          al38 
    358  1.645369737572E-01  4.212965E-19  9.498767E-19  4.858040E-15  5.010235E-15  4.043013E-13  2.511141E-14  7.592181E-10  1.013323E-13
    359  1.651200899964E-01  4.252837E-19  9.335784E-19  4.967539E-15  5.523800E-15  4.241804E-13  2.689528E-14  9.001953E-10  1.236982E-13
    360  1.656939516385E-01  4.297736E-19  9.197456E-19  5.077408E-15  6.083776E-15  4.458036E-13  2.878798E-14  1.063980E-09  1.504930E-13
    361  1.664404283242E-01  4.363760E-19  9.048268E-19  5.223290E-15  6.901553E-15  4.776142E-13  3.151044E-14  1.320981E-09  1.940783E-13
    362  1.671401020014E-01  4.433114E-19  8.936783E-19  5.362221E-15  7.770860E-15  5.115572E-13  3.435011E-14  1.615421E-09  2.460359E-13
    363  1.682228463170E-01  4.554838E-19  8.813574E-19  5.580942E-15  9.345282E-15  5.730596E-13  3.934758E-14  2.197745E-09  3.541648E-13
    364  1.688914277275E-01  4.637794E-19  8.764273E-19  5.717269E-15  1.047524E-14  6.173920E-13  4.287748E-14  2.650080E-09  4.424061E-13
    365  1.695862681704E-01  4.730505E-19  8.732615E-19  5.858794E-15  1.179751E-14  6.691352E-13  4.691231E-14  3.209823E-09  5.560840E-13
    366  1.708796298676E-01  4.918294E-19  8.721312E-19  6.120698E-15  1.471885E-14  7.838022E-13  5.568948E-14  4.541584E-09  8.438494E-13
    367  1.720689125062E-01  5.107779E-19  8.759180E-19  6.354389E-15  1.803379E-14  9.138799E-13  6.540920E-14  6.161038E-09  1.222274E-12
    368  1.730357271347E-01  5.271503E-19  8.818340E-19  6.535649E-15  2.125456E-14  1.040411E-12  7.474212E-14  7.795809E-09  1.632549E-12
    369  1.739185931198E-01  5.428259E-19  8.892434E-19  6.691754E-15  2.467825E-14  1.174933E-12  8.455891E-14  9.550673E-09  2.102676E-12
    370  1.748109107026E-01  5.591741E-19  8.982995E-19  6.837621E-15  2.866627E-14  1.331791E-12  9.595900E-14  1.157039E-08  2.681173E-12
    371  1.757092013639E-01  5.761278E-19  9.088750E-19  6.969074E-15  3.329144E-14  1.513749E-12  1.091237E-13  1.381597E-08  3.373058E-12
    372  1.765567714958E-01  5.923869E-19  9.198858E-19  7.077888E-15  3.828094E-14  1.710293E-12  1.233735E-13  1.607497E-08  4.125075E-12
    373  1.775373762473E-01  6.114327E-19  9.336474E-19  7.179180E-15  4.490407E-14  1.971286E-12  1.423201E-13  1.873604E-08  5.096874E-12
    374  1.784803688374E-01  6.297669E-19  9.476006E-19  7.252055E-15  5.222946E-14  2.260331E-12  1.634531E-13  2.120657E-08  6.106323E-12
    375  1.795112536071E-01  6.496393E-19  9.632991E-19  7.296405E-15  6.142891E-14  2.623567E-12  1.901935E-13  2.358879E-08  7.233631E-12
    376  1.804824008025E-01  6.679321E-19  9.781417E-19  7.305058E-15  7.134671E-14  3.015614E-12  2.193405E-13  2.536569E-08  8.260371E-12
    377  1.815169070317E-01  6.867468E-19  9.936539E-19  7.272251E-15  8.336873E-14  3.491222E-12  2.550133E-13  2.657457E-08  9.234369E-12
    378  1.825428215499E-01  7.044333E-19  1.008339E-18  7.198442E-15  9.689206E-14  4.026837E-12  2.955579E-13  2.702077E-08  1.002244E-11
    379  1.841355644659E-01  7.295349E-19  1.029101E-18  6.997108E-15  1.212958E-13  4.994914E-12  3.695274E-13  2.622545E-08  1.078303E-11
    380  1.856860183354E-01  7.505253E-19  1.045940E-18  6.701577E-15  1.492874E-13  6.107972E-12  4.552659E-13  2.403878E-08  1.094768E-11
    381  1.870847965371E-01  7.660699E-19  1.057590E-18  6.358511E-15  1.782639E-13  7.263574E-12  5.447016E-13  2.133054E-08  1.066886E-11
    382  1.883699545972E-01  7.772070E-19  1.064873E-18  5.988496E-15  2.080044E-13  8.453547E-12  6.370111E-13  1.858752E-08  1.014452E-11
    383  1.895671856375E-01  7.846531E-19  1.068366E-18  5.603450E-15  2.383079E-13  9.670317E-12  7.314897E-13  1.602137E-08  9.492220E-12
    384  1.907324824205E-01  7.890228E-19  1.068457E-18  5.200705E-15  2.700532E-13  1.094981E-11  8.308517E-13  1.366474E-08  8.774544E-12
    385  1.917913284253E-01  7.904953E-19  1.065629E-18  4.819827E-15  3.006397E-13  1.218748E-11  9.269258E-13  1.172312E-08  8.101373E-12
    386  1.928179034582E-01  7.895181E-19  1.060025E-18  4.440518E-15  3.316666E-13  1.344788E-11  1.024700E-12  1.003422E-08  7.446285E-12
    387  1.939781308337E-01  7.856105E-19  1.050335E-18  4.012094E-15  3.680617E-13  1.493298E-11  1.139783E-12  8.395631E-09  6.751398E-12
    388  1.950365569225E-01  7.793576E-19  1.038230E-18  3.624764E-15  4.021744E-13  1.633150E-11  1.248025E-12  7.124532E-09  6.161547E-12
    389  1.963061656501E-01  7.685135E-19  1.019620E-18  3.175780E-15  4.437634E-13  1.804550E-11  1.380480E-12  5.876402E-09  5.539931E-12
    390  1.975160386553E-01  7.548193E-19  9.977516E-19  2.770201E-15  4.835525E-13  1.969494E-11  1.507712E-12  4.928811E-09  5.037873E-12
    391  1.988970783448E-01  7.352030E-19  9.678639E-19  2.339312E-15  5.284590E-13  2.156834E-11  1.651921E-12  4.082816E-09  4.567579E-12
    392  2.001908516564E-01  7.131901E-19  9.353836E-19  1.973463E-15  5.693673E-13  2.328675E-11  1.783885E-12  3.478584E-09  4.227157E-12
    393  2.023233395230E-01  6.699041E-19  8.733048E-19  1.455037E-15  6.327538E-13  2.597412E-11  1.989574E-12  2.768613E-09  3.842928E-12
    394  2.035207364909E-01  6.423235E-19  8.345457E-19  1.211222E-15  6.654328E-13  2.737310E-11  2.096262E-12  2.481945E-09  3.707441E-12
    395  2.047171141817E-01  6.128088E-19  7.935796E-19  9.990949E-16  6.956064E-13  2.867436E-11  2.195213E-12  2.249431E-09  3.613584E-12
    396  2.061861175315E-01  5.745561E-19  7.411516E-19  7.802304E-16  7.289685E-13  3.012593E-11  2.305202E-12  2.019123E-09  3.544835E-12
    397  2.075162532616E-01  5.386154E-19  6.925270E-19  6.177633E-16  7.555047E-13  3.129245E-11  2.393215E-12  1.847668E-09  3.513885E-12
    398  2.088103947538E-01  5.029773E-19  6.449176E-19  4.879222E-16  7.779339E-13  3.228913E-11  2.468070E-12  1.704519E-09  3.501699E-12
    399  2.102374295066E-01  4.635077E-19  5.929330E-19  3.728055E-16  7.988678E-13  3.323153E-11  2.538450E-12  1.566736E-09  3.500863E-12
    400  2.116254943500E-01  4.254809E-19  5.436663E-19  2.847740E-16  8.155841E-13  3.399642E-11  2.595168E-12  1.448180E-09  3.506336E-12
    401  2.137594200207E-01  3.686646E-19  4.718231E-19  1.857082E-16  8.348757E-13  3.490288E-11  2.661605E-12  1.288899E-09  3.515936E-12
    402  2.149968302441E-01  3.370569E-19  4.329604E-19  1.441563E-16  8.428982E-13  3.529434E-11  2.689833E-12  1.207351E-09  3.519024E-12
    403  2.163578604848E-01  3.036553E-19  3.929432E-19  1.085819E-16  8.494024E-13  3.562569E-11  2.713299E-12  1.125712E-09  3.518597E-12
    404  2.188327022992E-01  2.472361E-19  3.284734E-19  6.457374E-17  8.560673E-13  3.600616E-11  2.739068E-12  9.972428E-10  3.507089E-12
    405  2.210861741802E-01  2.012308E-19  2.798800E-19  4.026033E-17  8.577187E-13  3.616121E-11  2.748056E-12  9.005722E-10  3.485476E-12
    406  2.231360986547E-01  1.642109E-19  2.446106E-19  2.651680E-17  8.567179E-13  3.619328E-11  2.748066E-12  8.276909E-10  3.459064E-12
    407  2.249661932162E-01  1.351891E-19  2.205236E-19  1.866228E-17  8.545442E-13  3.616605E-11  2.743947E-12  7.734298E-10  3.432181E-12
    408  2.266023391923E-01  1.124667E-19  2.049226E-19  1.403258E-17  8.520333E-13  3.611698E-11  2.738487E-12  7.326127E-10  3.407042E-12
    409  2.291569547831E-01  8.284500E-20  1.915050E-19  9.759420E-18  8.478236E-13  3.602795E-11  2.729217E-12  6.815279E-10  3.368508E-12
    410  2.305971902523E-01  6.910139E-20  1.895949E-19  8.430529E-18  8.456165E-13  3.598521E-11  2.724660E-12  6.586586E-10  3.348370E-12
    411  2.319348711247E-01  5.807051E-20  1.912636E-19  7.670866E-18  8.438329E-13  3.595724E-11  2.721383E-12  6.407475E-10  3.331264E-12
    412  2.335360820165E-01  4.685802E-20  1.973733E-19  7.211999E-18  8.421648E-13  3.594422E-11  2.719093E-12  6.230601E-10  3.313285E-12
    413  2.351317971316E-01  3.760450E-20  2.076268E-19  7.122678E-18  8.411242E-13  3.595841E-11  2.718953E-12  6.090362E-10  3.298482E-12
    414  2.376293164755E-01  2.636049E-20  2.312448E-19  7.509294E-18  8.409592E-13  3.604425E-11  2.723714E-12  5.932699E-10  3.282267E-12
    415  2.399259738388E-01  1.882160E-20  2.601673E-19  8.266331E-18  8.425663E-13  3.619927E-11  2.734017E-12  5.843675E-10  3.275391E-12
    416  2.420046682363E-01  1.377563E-20  2.914230E-19  9.188097E-18  8.455816E-13  3.640682E-11  2.748557E-12  5.801541E-10  3.276078E-12
    417  2.451201276448E-01  8.537156E-21  3.453081E-19  1.086610E-17  8.530166E-13  3.684305E-11  2.780032E-12  5.795157E-10  3.289699E-12
    418  2.467564269033E-01  6.610664E-21  3.758024E-19  1.184072E-17  8.583792E-13  3.713463E-11  2.801385E-12  5.815172E-10  3.303024E-12
    419  2.483354027874E-01  5.152223E-21  4.055853E-19  1.280652E-17  8.645531E-13  3.745880E-11  2.825288E-12  5.848037E-10  3.320043E-12
    420  2.499258654919E-01  3.999311E-21  4.346949E-19  1.376625E-17  8.718226E-13  3.783036E-11  2.852830E-12  5.893786E-10  3.341510E-12
    421  2.515152656983E-01  3.098599E-21  4.611092E-19  1.465805E-17  8.802305E-13  3.825078E-11  2.884124E-12  5.951804E-10  3.367615E-12
    422  2.542060864984E-01  2.002979E-21  4.922246E-19  1.578347E-17  8.974787E-13  3.909238E-11  2.947048E-12  6.078617E-10  3.423897E-12
    423  2.556901221114E-01  1.571724E-21  4.967030E-19  1.602814E-17  9.089315E-13  3.964045E-11  2.988162E-12  6.165220E-10  3.462625E-12
    424  2.570805114381E-01  1.251146E-21  4.888127E-19  1.588734E-17  9.211751E-13  4.021964E-11  3.031688E-12  6.258457E-10  3.504843E-12
    425  2.598984391343E-01  7.860748E-22  4.280956E-19  1.418626E-17  9.513308E-13  4.162625E-11  3.137617E-12  6.488228E-10  3.611196E-12
    426  2.622653138568E-01  5.316796E-22  3.343492E-19  1.133623E-17  9.827295E-13  4.307314E-11  3.246779E-12  6.726526E-10  3.724061E-12
    427  2.644885215151E-01  3.688310E-22  2.327556E-19  8.123173E-18  1.016626E-12  4.462540E-11  3.364044E-12  6.983306E-10  3.847206E-12
    428  2.667229470066E-01  2.565800E-22  1.435154E-19  5.205391E-18  1.053128E-12  4.629254E-11  3.490145E-12  7.260542E-10  3.980680E-12
    429  2.687894382327E-01  1.849312E-22  8.432872E-20  3.203362E-18  1.087091E-12  4.784336E-11  3.607614E-12  7.520257E-10  4.105411E-12
    430  2.709436570286E-01  1.334209E-22  4.569145E-20  1.845695E-18  1.121132E-12  4.939948E-11  3.725686E-12  7.783171E-10  4.230878E-12
    431  2.728595154549E-01  1.018249E-22  2.574870E-20  1.113068E-18  1.149525E-12  5.069976E-11  3.824546E-12  8.005054E-10  4.335939E-12
    432  2.763050324764E-01  6.751650E-23  9.086817E-21  4.575858E-19  1.195626E-12  5.281606E-11  3.985973E-12  8.371378E-10  4.507685E-12
    433  2.797281875476E-01  5.148445E-23  3.540233E-21  2.099987E-19  1.235715E-12  5.466084E-11  4.127408E-12  8.696841E-10  4.658967E-12
    434  2.831107064370E-01  4.607708E-23  1.802742E-21  1.182758E-19  1.270981E-12  5.628465E-11  4.252638E-12  8.988547E-10  4.794444E-12
    435  2.863632962154E-01  4.701487E-23  1.332234E-21  8.664268E-20  1.301937E-12  5.770801E-11  4.363102E-12  9.248323E-10  4.916011E-12
    436  2.894106333807E-01  5.169949E-23  1.277349E-21  7.881905E-20  1.329094E-12  5.895276E-11  4.460306E-12  9.478459E-10  5.025267E-12
    437  2.941185503109E-01  6.459698E-23  1.483079E-21  8.619280E-20  1.368794E-12  6.076164E-11  4.602653E-12  9.817238E-10  5.190303E-12
    438  2.983685787405E-01  8.174370E-23  1.842189E-21  1.046570E-19  1.403290E-12  6.231961E-11  4.726331E-12  1.011243E-09  5.339556E-12
    439  3.021949729112E-01  1.020720E-22  2.294008E-21  1.289700E-19  1.433861E-12  6.368770E-11  4.835759E-12  1.037367E-09  5.476771E-12
    440  3.059150641439E-01  1.271112E-22  2.868186E-21  1.599278E-19  1.463483E-12  6.500127E-11  4.941541E-12  1.062591E-09  5.614356E-12
    441  3.094680949786E-01  1.569342E-22  3.567422E-21  1.973173E-19  1.491893E-12  6.624971E-11  5.042709E-12  1.086665E-09  5.750687E-12
    442  3.127856926026E-01  1.911466E-22  4.383530E-21  2.405091E-19  1.518649E-12  6.741542E-11  5.137715E-12  1.109213E-09  5.883060E-12
    443  3.178598433803E-01  2.584958E-22  6.020370E-21  3.259812E-19  1.560185E-12  6.920610E-11  5.284648E-12  1.143957E-09  6.096275E-12
    444  3.224504526026E-01  3.396670E-22  8.031595E-21  4.294294E-19  1.598545E-12  7.084027E-11  5.419760E-12  1.175751E-09  6.301622E-12
    445  3.266870398371E-01  4.369906E-22  1.048446E-20  5.538647E-19  1.634695E-12  7.236391E-11  5.546594E-12  1.205453E-09  6.502644E-12
    446  3.305577136787E-01  5.500526E-22  1.337851E-20  6.988214E-19  1.668400E-12  7.377086E-11  5.664437E-12  1.232918E-09  6.696706E-12
    447  3.362681054783E-01  7.722404E-22  1.917399E-20  9.846050E-19  1.719371E-12  7.587490E-11  5.841948E-12  1.274042E-09  7.002525E-12
    448  3.414589872690E-01  1.051057E-21  2.660120E-20  1.344456E-18  1.767051E-12  7.781882E-11  6.007299E-12  1.312065E-09  7.302268E-12
    449  3.462773530350E-01  1.399010E-21  3.605288E-20  1.794906E-18  1.812493E-12  7.965098E-11  6.164318E-12  1.347906E-09  7.600479E-12
    450  3.508856189623E-01  1.838796E-21  4.822238E-20  2.365800E-18  1.857043E-12  8.142885E-11  6.317773E-12  1.382668E-09  7.904945E-12
    451  3.552628710565E-01  2.383596E-21  6.356714E-20  3.074758E-18  1.900364E-12  8.314114E-11  6.466577E-12  1.416112E-09  8.212712E-12
    452  3.595141079779E-01  3.066386E-21  8.312908E-20  3.965243E-18  1.943387E-12  8.482632E-11  6.613995E-12  1.448970E-09  8.529984E-12
    453  3.636744849418E-01  3.923053E-21  1.080834E-19  5.084689E-18  1.986407E-12  8.649679E-11  6.761077E-12  1.481466E-09  8.859009E-12
    454  3.676260234901E-01  4.956728E-21  1.386777E-19  6.437729E-18  2.028114E-12  8.810301E-11  6.903396E-12  1.512617E-09  9.189423E-12
    455  3.714655117309E-01  6.220608E-21  1.766604E-19  8.094444E-18  2.069436E-12  8.968200E-11  7.044161E-12  1.543128E-09  9.528040E-12
    456  3.752653942304E-01  7.787542E-21  2.244557E-19  1.015080E-17  2.111110E-12  9.126243E-11  7.185911E-12  1.573530E-09  9.881055E-12
    457  3.809506426681E-01  1.089616E-20  3.210597E-19  1.423496E-17  2.174913E-12  9.365989E-11  7.402591E-12  1.619329E-09  1.044428E-11
    458  3.865190953769E-01  1.513675E-20  4.556807E-19  1.981039E-17  2.239106E-12  9.604607E-11  7.620241E-12  1.664440E-09  1.103915E-11
    459  3.928522091207E-01  2.199109E-20  6.781736E-19  2.882250E-17  2.314169E-12  9.880529E-11  7.874419E-12  1.715869E-09  1.177117E-11
    460  3.991093841216E-01  3.179521E-20  1.003709E-18  4.170067E-17  2.390493E-12  1.015784E-10  8.132614E-12  1.766574E-09  1.255618E-11
    461  4.054183851758E-01  4.609394E-20  1.488945E-18  6.044318E-17  2.469636E-12  1.044211E-10  8.400177E-12  1.817302E-09  1.341366E-11
    462  4.147392755742E-01  7.973322E-20  2.660892E-18  1.043347E-16  2.590566E-12  1.087057E-10  8.809074E-12  1.890771E-09  1.480927E-11
    463  4.232199499949E-01  1.311857E-19  4.501738E-18  1.709410E-16  2.704814E-12  1.126907E-10  9.195511E-12  1.955082E-09  1.621962E-11
    464  4.316976825025E-01  2.156750E-19  7.593861E-18  2.791324E-16  2.823045E-12  1.167563E-10  9.595963E-12  2.015718E-09  1.776819E-11
    465  4.393401554526E-01  3.374901E-19  1.213398E-17  4.330090E-16  2.933135E-12  1.204923E-10  9.969481E-12  2.066093E-09  1.928392E-11
    466  4.465935084243E-01  5.160199E-19  1.888101E-17  6.549331E-16  3.040758E-12  1.241012E-10  1.033534E-11  2.109056E-09  2.082434E-11
    467  4.537106765818E-01  7.825263E-19  2.905416E-17  9.799656E-16  3.149400E-12  1.277040E-10  1.070546E-11  2.145561E-09  2.242579E-11
    468  4.602314649238E-01  1.145797E-18  4.300500E-17  1.413560E-15  3.251673E-12  1.310608E-10  1.105465E-11  2.173161E-09  2.396194E-11
    469  4.709552966107E-01  2.144831E-18  8.143574E-17  2.565173E-15  3.425846E-12  1.367063E-10  1.165098E-11  2.204072E-09  2.659643E-11
    470  4.769745726746E-01  3.049382E-18  1.160826E-16  3.570082E-15  3.527090E-12  1.399497E-10  1.199846E-11  2.212341E-09  2.810856E-11
    471  4.828178172001E-01  4.291427E-18  1.632736E-16  4.906437E-15  3.627951E-12  1.431550E-10  1.234512E-11  2.213378E-09  2.957733E-11
    472  4.927188450138E-01  7.659301E-18  2.888800E-16  8.349101E-15  3.805201E-12  1.487306E-10  1.295506E-11  2.198038E-09  3.200695E-11
    473  5.000000000000E-01  1.173200E-17  4.366141E-16  1.226647E-14  3.941254E-12  1.529642E-10  1.342326E-11  2.172145E-09  3.368470E-11
