 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ne27          ne28          ne29          ne30          ne31          na19          na20          na21 
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.843315E-28
      2  1.000000000000E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.813225E-30  6.098309E-28
      3  6.264265632874E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.495083E-30  6.707614E-28
      4  2.206990590178E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000014E-30  3.841200E-30  6.875010E-28
      5  6.425069294186E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.862845E-30  6.940530E-28
      6  1.724777641531E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.002782E-30  3.911006E-30  7.524074E-28
      7  4.527785414179E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.490817E-30  9.839025E-28
      8  1.231582592127E-13  1.000000E-30  1.000000E-30  1.000005E-30  1.000000E-30  1.000000E-30  1.037070E-30  3.804961E-30  1.609320E-27
      9  4.001734798240E-13  1.000590E-30  1.000073E-30  1.000000E-30  1.000803E-30  1.000590E-30  1.173639E-30  1.814064E-30  2.047189E-27
     10  1.150918682670E-12  1.000000E-30  1.004618E-30  1.018621E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.086371E-30  1.514485E-27
     11  2.802808442389E-12  1.034168E-30  1.006893E-30  1.000000E-30  1.000000E-30  1.037643E-30  1.000000E-30  1.000000E-30  1.395085E-27
     12  6.912921996243E-12  1.187017E-30  1.000000E-30  1.075771E-30  1.207682E-30  1.188219E-30  1.000000E-30  1.000000E-30  1.392785E-27
     13  1.659368270033E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.391286E-27
     14  1.134012897413E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.382719E-27
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.300289E-27
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.079092E-28
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.102788E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.297180E-29
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.198192E-29
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.492902E-28
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.909004E-28
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.013445E-27
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.780299E-27
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.717451E-27
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.634381E-26
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.345123E-25
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.557587E-30  3.344957E-25
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.050328E-30  9.203497E-25
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.324346E-30  2.205555E-24
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.003493E-29  6.912760E-24
     41  1.871872199221E-02  3.315533E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.466403E-29  1.659053E-23
     42  2.131412024987E-02  7.528990E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.961902E-29  5.423055E-23
     43  2.288535686070E-02  6.112672E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.042975E-29  9.872315E-23
     44  2.437102778700E-02  3.724781E-27  1.927456E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.088841E-29  1.641060E-22
     45  2.666254430666E-02  7.315762E-26  3.901622E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.585695E-29  3.376282E-22
     46  2.807329513827E-02  5.133817E-25  3.106639E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.643339E-29  5.254754E-22
     47  2.946719119355E-02  3.181584E-24  2.054472E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.062332E-29  8.230739E-22
     48  2.982466835475E-02  5.062457E-24  3.292644E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.088219E-29  9.225986E-22
     49  3.017238950627E-02  7.937220E-24  5.195119E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.245279E-29  1.029096E-21
     50  3.052509122072E-02  1.236243E-23  8.113572E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.594043E-29  1.145469E-21
     51  3.066477686677E-02  1.467869E-23  9.634816E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.017698E-28  1.193518E-21
     52  3.080037159611E-02  1.733859E-23  1.137677E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.077941E-28  1.241952E-21
     53  3.111325257314E-02  2.529486E-23  1.655385E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.227393E-28  1.357700E-21
     54  3.147800645819E-02  3.863057E-23  2.512642E-26  1.239197E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.414527E-28  1.496025E-21
     55  3.181357346897E-02  5.605945E-23  3.616396E-26  1.780439E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.593759E-28  1.623909E-21
     56  3.217197145871E-02  8.193193E-23  5.227216E-26  2.576773E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.786215E-28  1.758599E-21
     57  3.249951277145E-02  1.140838E-22  7.193099E-26  3.550213E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.957623E-28  1.878284E-21
     58  3.262595809504E-02  1.291615E-22  8.103876E-26  4.001213E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.021787E-28  1.923444E-21
     59  3.272641576722E-02  1.425668E-22  8.908753E-26  4.400436E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.073494E-28  1.959904E-21
     60  3.304841700500E-02  1.941530E-22  1.196772E-25  5.920319E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.232396E-28  2.074067E-21
     61  3.362823507679E-02  3.294949E-22  1.978152E-25  9.811638E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.484210E-28  2.267850E-21
     62  3.417743618412E-02  5.295331E-22  3.096970E-25  1.540007E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.672409E-28  2.436812E-21
     63  3.448472684867E-02  6.841329E-22  3.942499E-25  1.963309E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.754695E-28  2.525586E-21
     64  3.459225947862E-02  7.477824E-22  4.287010E-25  2.135952E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.780460E-28  2.556337E-21
     65  3.468161085917E-02  8.052311E-22  4.596415E-25  2.291100E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.801159E-28  2.582094E-21
     66  3.501586344154E-02  1.058621E-21  5.946388E-25  2.968910E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.866536E-28  2.676298E-21
     67  3.563385967804E-02  1.732933E-21  9.458038E-25  4.736940E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.937386E-28  2.842015E-21
     68  3.619390900501E-02  2.673934E-21  1.424070E-24  7.153040E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.945476E-28  2.982857E-21
     69  3.661379630041E-02  3.676651E-21  1.924788E-24  9.689650E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.919226E-28  3.083732E-21
     70  3.704099468238E-02  5.058436E-21  2.605211E-24  1.314507E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.865366E-28  3.182483E-21
     71  3.731378163516E-02  6.169767E-21  3.147011E-24  1.590244E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.814487E-28  3.240467E-21
     72  3.757630769329E-02  7.434708E-21  3.759482E-24  1.902498E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.753117E-28  3.291171E-21
     73  3.788075418501E-02  9.168974E-21  4.593799E-24  2.328683E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.666676E-28  3.342011E-21
     74  3.819794660071E-02  1.130873E-20  5.617027E-24  2.852534E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.559631E-28  3.383726E-21
     75  3.838080203158E-02  1.270567E-20  6.282364E-24  3.193786E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.490474E-28  3.401693E-21
     76  3.859219912978E-02  1.449555E-20  7.131565E-24  3.629907E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.404938E-28  3.417941E-21
     77  3.884096228080E-02  1.681723E-20  8.229996E-24  4.195057E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.296067E-28  3.427531E-21
     78  3.907668434759E-02  1.922484E-20  9.366678E-24  4.781072E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.185685E-28  3.426194E-21
     79  3.934936577490E-02  2.224209E-20  1.078948E-23  5.516259E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.050776E-28  3.411011E-21
     80  3.961640452516E-02  2.540450E-20  1.228064E-23  6.288750E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.912947E-28  3.381167E-21
     81  3.991996766101E-02  2.918413E-20  1.406538E-23  7.216072E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.751788E-28  3.328496E-21
     82  4.019473378510E-02  3.269300E-20  1.572738E-23  8.082506E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.603910E-28  3.263169E-21
     83  4.046928694587E-02  3.619981E-20  1.739326E-23  8.953929E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.455748E-28  3.181336E-21
     84  4.074955599116E-02  3.963928E-20  1.903559E-23  9.816639E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.305809E-28  3.080133E-21
     85  4.099011663524E-02  4.234459E-20  2.033830E-23  1.050448E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.179613E-28  2.978839E-21
     86  4.118445936105E-02  4.428176E-20  2.128078E-23  1.100496E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.080145E-28  2.887518E-21
     87  4.137235583218E-02  4.588235E-20  2.206987E-23  1.142690E-27  1.000000E-30  1.000000E-30  1.000000E-30  9.866449E-29  2.791513E-21
     88  4.152714488067E-02  4.696323E-20  2.261234E-23  1.171959E-27  1.000000E-30  1.000000E-30  1.000000E-30  9.119560E-29  2.707073E-21
     89  4.165981986900E-02  4.769790E-20  2.298987E-23  1.192564E-27  1.000000E-30  1.000000E-30  1.000000E-30  8.498445E-29  2.631137E-21
     90  4.188596337322E-02  4.850415E-20  2.342841E-23  1.217132E-27  1.000000E-30  1.000000E-30  1.000000E-30  7.485498E-29  2.494998E-21
     91  4.208159634323E-02  4.872037E-20  2.358484E-23  1.226862E-27  1.006104E-30  1.000000E-30  1.000000E-30  6.660879E-29  2.371471E-21
     92  4.230932596557E-02  4.839883E-20  2.349644E-23  1.224132E-27  1.016283E-30  1.000000E-30  1.000000E-30  5.765932E-29  2.222700E-21
     93  4.251598135750E-02  4.758121E-20  2.316457E-23  1.208519E-27  1.014428E-30  1.000000E-30  1.000000E-30  5.018601E-29  2.084653E-21
     94  4.274368410830E-02  4.614534E-20  2.254312E-23  1.177914E-27  1.000932E-30  1.000000E-30  1.000000E-30  4.273539E-29  1.931596E-21
     95  4.294191711445E-02  4.449070E-20  2.180623E-23  1.140956E-27  1.000000E-30  1.000000E-30  1.000000E-30  3.693375E-29  1.799226E-21
     96  4.316569238790E-02  4.225551E-20  2.079371E-23  1.089659E-27  1.000000E-30  1.000000E-30  1.000000E-30  3.114536E-29  1.652791E-21
     97  4.339365876136E-02  3.967238E-20  1.960805E-23  1.029158E-27  1.000000E-30  1.000000E-30  1.000000E-30  2.605196E-29  1.508730E-21
     98  4.362382833621E-02  3.685509E-20  1.830115E-23  9.621188E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.168212E-29  1.370178E-21
     99  4.384703699487E-02  3.401846E-20  1.697344E-23  8.937334E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.812300E-29  1.243770E-21
    100  4.408801045744E-02  3.093554E-20  1.551861E-23  8.185416E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.494776E-29  1.117167E-21
    101  4.430336182063E-02  2.822203E-20  1.422556E-23  7.514955E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.261271E-29  1.013134E-21
    102  4.453208602613E-02  2.544983E-20  1.289532E-23  6.823445E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.058575E-29  9.126603E-22
    103  4.474836808964E-02  2.297030E-20  1.169861E-23  6.199934E-28  1.000000E-30  1.000000E-30  1.000000E-30  9.034986E-30  8.273051E-22
    104  4.497736119052E-02  2.052113E-20  1.051053E-23  5.579612E-28  1.000000E-30  1.000000E-30  1.000000E-30  7.713667E-30  7.470174E-22
    105  4.517199675598E-02  1.859159E-20  9.570405E-24  5.087824E-28  1.000000E-30  1.000000E-30  1.000000E-30  6.804116E-30  6.866854E-22
    106  4.536038532241E-02  1.685591E-20  8.721696E-24  4.643117E-28  1.000000E-30  1.000000E-30  1.000000E-30  6.076884E-30  6.348714E-22
    107  4.552484255766E-02  1.544370E-20  8.028929E-24  4.279565E-28  1.000000E-30  1.000000E-30  1.000000E-30  5.544392E-30  5.946526E-22
    108  4.581275722245E-02  1.318378E-20  6.915577E-24  3.694143E-28  1.000000E-30  1.000000E-30  1.000000E-30  4.795364E-30  5.346031E-22
    109  4.603616864208E-02  1.160374E-20  6.132704E-24  3.281519E-28  1.000000E-30  1.000000E-30  1.000000E-30  4.340504E-30  4.963114E-22
    110  4.624194314299E-02  1.026061E-20  5.461877E-24  2.927134E-28  1.000000E-30  1.000000E-30  1.000000E-30  3.993866E-30  4.666984E-22
    111  4.641297951594E-02  9.228366E-21  4.943208E-24  2.652626E-28  1.000000E-30  1.000000E-30  1.000000E-30  3.749494E-30  4.458359E-22
    112  4.656990459822E-02  8.345632E-21  4.497099E-24  2.416141E-28  1.000000E-30  1.000000E-30  1.000000E-30  3.553969E-30  4.293828E-22
    113  4.671253119976E-02  7.595336E-21  4.115710E-24  2.213665E-28  1.000000E-30  1.000000E-30  1.000000E-30  3.396231E-30  4.164414E-22
    114  4.684580987606E-02  6.938065E-21  3.779667E-24  2.035022E-28  1.000000E-30  1.000000E-30  1.000000E-30  3.263422E-30  4.059093E-22
    115  4.697520204195E-02  6.339810E-21  3.471997E-24  1.871252E-28  1.000000E-30  1.000000E-30  1.000000E-30  3.146044E-30  3.969837E-22
    116  4.709649788536E-02  5.814069E-21  3.200019E-24  1.726304E-28  1.000000E-30  1.000000E-30  1.000000E-30  3.044942E-30  3.896631E-22
    117  4.721637454993E-02  5.327194E-21  2.946650E-24  1.591117E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.952386E-30  3.833212E-22
    118  4.732862910872E-02  4.900165E-21  2.723103E-24  1.471709E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.871508E-30  3.781053E-22
    119  4.750539400184E-02  4.282587E-21  2.397334E-24  1.297464E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.753871E-30  3.711353E-22
    120  4.767210524850E-02  3.759359E-21  2.118695E-24  1.148188E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.652054E-30  3.657579E-22
    121  4.783406579930E-02  3.303088E-21  1.873396E-24  1.016572E-28  1.000000E-30  1.000000E-30  1.000000E-30  2.560138E-30  3.614644E-22
    122  4.799263518131E-02  2.902805E-21  1.656058E-24  8.997852E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.475542E-30  3.580077E-22
    123  4.815339657435E-02  2.539394E-21  1.456456E-24  7.923574E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.393497E-30  3.551547E-22
    124  4.832264594384E-02  2.201552E-21  1.268911E-24  6.912699E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.311417E-30  3.527139E-22
    125  4.849826454798E-02  1.895319E-21  1.096916E-24  5.984228E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.230193E-30  3.506771E-22
    126  4.867786870736E-02  1.624287E-21  9.427366E-25  5.150636E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.150659E-30  3.490115E-22
    127  4.885872256535E-02  1.389862E-21  8.075130E-25  4.418388E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.073668E-30  3.476709E-22
    128  4.903755607841E-02  1.191745E-21  6.914886E-25  3.789132E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.000191E-30  3.466039E-22
    129  4.921259737621E-02  1.026461E-21  5.930816E-25  3.254614E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.930525E-30  3.457516E-22
    130  4.938368810460E-02  8.890053E-22  5.097433E-25  2.801278E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.864358E-30  3.450584E-22
    131  4.955132280349E-02  7.746448E-22  4.389855E-25  2.415823E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.801204E-30  3.444796E-22
    132  4.971624312404E-02  6.793893E-22  3.786679E-25  2.086782E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.740558E-30  3.439809E-22
    133  4.987811857735E-02  6.005280E-22  3.273710E-25  1.806568E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.682356E-30  3.435391E-22
    134  5.003799836445E-02  5.348777E-22  2.832263E-25  1.565066E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.625316E-30  3.431638E-22
    135  5.019682549602E-02  4.806016E-22  2.452943E-25  1.357281E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.569719E-30  3.428084E-22
    136  5.035511419132E-02  4.361115E-22  2.126783E-25  1.178389E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.515398E-30  3.424564E-22
    137  5.051299755300E-02  4.001757E-22  1.846760E-25  1.024613E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.462272E-30  3.420964E-22
    138  5.067010535678E-02  3.718305E-22  1.607498E-25  8.930655E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.410438E-30  3.417198E-22
    139  5.082726902819E-02  3.500542E-22  1.402579E-25  7.802709E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.359598E-30  3.413161E-22
    140  5.098506829486E-02  3.341006E-22  1.227130E-25  6.835942E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.309559E-30  3.408759E-22
    141  5.114361869269E-02  3.234256E-22  1.077552E-25  6.010911E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.260286E-30  3.403915E-22
    142  5.130328078870E-02  3.175764E-22  9.505163E-26  5.309603E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.211674E-30  3.398543E-22
    143  5.146205644840E-02  3.162037E-22  8.446460E-26  4.724716E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.164322E-30  3.392650E-22
    144  5.162089365231E-02  3.189126E-22  7.565231E-26  4.237635E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.117928E-30  3.386150E-22
    145  5.177902725711E-02  3.253879E-22  6.842022E-26  3.837823E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.072699E-30  3.379027E-22
    146  5.193558292952E-02  3.353240E-22  6.254883E-26  3.513243E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.028390E-30  3.371506E-22
    147  5.207655208218E-02  3.471440E-22  5.825302E-26  3.275951E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.364163E-22
    148  5.220437120847E-02  3.601519E-22  5.508394E-26  3.101171E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.356952E-22
    149  5.240275279905E-02  3.845734E-22  5.136683E-26  2.896977E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.344656E-22
    150  5.258707116153E-02  4.118488E-22  4.905109E-26  2.770848E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.331954E-22
    151  5.276353482958E-02  4.421397E-22  4.771678E-26  2.699675E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.318567E-22
    152  5.293536770993E-02  4.756574E-22  4.713789E-26  2.670999E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.304316E-22
    153  5.310288915571E-02  5.123014E-22  4.717265E-26  2.676967E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.289202E-22
    154  5.325369291828E-02  5.487575E-22  4.765002E-26  2.707723E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.274536E-22
    155  5.339308966526E-02  5.855364E-22  4.842804E-26  2.755400E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.260037E-22
    156  5.362726198018E-02  6.543145E-22  5.037712E-26  2.872512E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.233573E-22
    157  5.383816121000E-02  7.244614E-22  5.272747E-26  3.012329E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.207426E-22
    158  5.403768730975E-02  7.985290E-22  5.540069E-26  3.170852E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.180559E-22
    159  5.422986619970E-02  8.774138E-22  5.834607E-26  3.345354E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.152477E-22
    160  5.440569294967E-02  9.564161E-22  6.132250E-26  3.521752E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.124821E-22
    161  5.456994612052E-02  1.036478E-21  6.432363E-26  3.699767E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.097220E-22
    162  5.485681963417E-02  1.191418E-21  7.001180E-26  4.037906E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.044906E-22
    163  5.511708850657E-02  1.349893E-21  7.560522E-26  4.371257E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.992807E-22
    164  5.536560227933E-02  1.517888E-21  8.127158E-26  4.710020E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.939210E-22
    165  5.559867087093E-02  1.690892E-21  8.683317E-26  5.043620E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.885853E-22
    166  5.582344501454E-02  1.873061E-21  9.237526E-26  5.377135E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.832013E-22
    167  5.608267729631E-02  2.102748E-21  9.897945E-26  5.776039E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.767420E-22
    168  5.632179590432E-02  2.334480E-21  1.052743E-25  6.157674E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.705959E-22
    169  5.658568452696E-02  2.614365E-21  1.124581E-25  6.594913E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.636627E-22
    170  5.682194908758E-02  2.888469E-21  1.191163E-25  7.001657E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.573691E-22
    171  5.707748662895E-02  3.212561E-21  1.265841E-25  7.459542E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.505146E-22
    172  5.730159219632E-02  3.522736E-21  1.333822E-25  7.877784E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.444937E-22
    173  5.769211250520E-02  4.128728E-21  1.458123E-25  8.645975E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.340524E-22
    174  5.804755660481E-02  4.763235E-21  1.577943E-25  9.390146E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.246713E-22
    175  5.837706807704E-02  5.431783E-21  1.695859E-25  1.012584E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.161170E-22
    176  5.868213309337E-02  6.128615E-21  1.811424E-25  1.084990E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.083473E-22
    177  5.897372529375E-02  6.873192E-21  1.928063E-25  1.158357E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.010730E-22
    178  5.927019313219E-02  7.717932E-21  2.053224E-25  1.237390E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.938431E-22
    179  5.955970264735E-02  8.638198E-21  2.181832E-25  1.318915E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.869568E-22
    180  5.987296131417E-02  9.753314E-21  2.327556E-25  1.411675E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.797113E-22
