 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ne27          ne28          ne29          ne30          ne31          na19          na20          na21 
    412  2.335360820165E-01  1.973018E-06  5.329344E-23  9.529700E-23  1.866956E-18  1.334280E-17  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  1.973751E-06  3.479924E-23  7.847004E-23  1.211254E-18  1.104008E-17  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  1.951661E-06  1.763197E-23  5.779193E-23  6.001500E-19  8.072558E-18  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.911943E-06  9.294429E-24  4.328179E-23  3.071769E-19  5.965352E-18  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.864492E-06  5.108554E-24  3.286660E-23  1.644927E-19  4.490027E-18  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.780085E-06  1.966864E-24  2.122556E-23  6.251637E-20  2.883614E-18  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.731856E-06  1.188952E-24  1.647543E-23  3.705470E-20  2.267263E-18  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.683935E-06  7.103241E-25  1.279044E-23  2.215352E-20  1.788447E-18  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.634959E-06  4.141621E-25  9.760372E-24  1.306668E-20  1.400896E-18  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.585834E-06  2.366155E-25  7.317798E-24  7.632829E-21  1.091499E-18  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.503350E-06  8.401236E-26  4.298587E-24  2.998322E-21  7.060016E-19  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  1.458646E-06  4.790647E-26  3.067405E-24  1.767463E-21  5.510237E-19  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  1.417462E-06  2.677060E-26  2.173776E-24  1.067517E-21  4.345350E-19  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  1.336444E-06  6.711844E-27  9.537075E-25  3.726226E-22  2.640009E-19  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.271206E-06  2.219928E-27  4.097996E-25  1.490798E-22  1.706915E-19  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.212409E-06  7.819834E-28  1.608795E-25  6.142261E-23  1.118768E-19  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.155777E-06  3.168078E-28  5.479510E-26  2.461649E-23  7.245585E-20  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  1.105589E-06  1.688594E-28  1.829388E-26  1.037747E-23  4.818558E-20  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.055472E-06  9.761328E-29  5.452008E-27  4.154929E-24  3.136668E-20  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.012742E-06  6.266131E-29  1.809424E-27  1.820614E-24  2.136250E-20  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  9.400980E-07  2.878954E-29  3.006476E-28  4.032363E-25  1.066981E-20  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  8.730103E-07  1.293842E-29  3.952509E-29  8.717110E-26  5.338427E-21  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  8.113835E-07  5.690376E-30  7.067117E-30  1.861232E-26  2.688402E-21  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  7.562109E-07  2.521292E-30  1.732418E-30  4.102552E-27  1.388499E-21  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  7.079196E-07  1.143352E-30  1.000000E-30  9.705971E-28  7.471518E-22  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  6.392959E-07  1.039554E-30  1.000000E-30  1.040613E-28  2.865706E-22  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  5.830740E-07  1.000000E-30  1.000000E-30  1.808891E-29  1.205815E-22  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  5.366970E-07  1.000000E-30  1.000000E-30  8.635825E-30  5.529539E-23  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  4.951469E-07  1.000000E-30  1.000000E-30  7.811567E-30  2.590930E-23  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  4.584694E-07  1.000000E-30  1.024466E-30  8.083342E-30  1.256060E-23  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  4.266790E-07  1.000000E-30  1.000000E-30  5.767341E-30  6.388462E-24  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  3.822679E-07  1.000000E-30  1.000000E-30  7.737575E-30  2.272961E-24  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  3.460853E-07  1.000000E-30  1.057008E-30  8.682652E-30  8.936787E-25  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  3.157394E-07  1.000000E-30  1.121046E-30  9.370469E-30  3.787373E-25  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  2.903466E-07  1.000000E-30  1.000000E-30  7.212672E-30  1.732148E-25  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.565653E-07  1.000000E-30  1.105208E-30  9.525754E-30  5.589476E-26  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  2.292801E-07  1.000505E-30  1.166085E-30  1.033485E-29  2.105444E-26  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  2.065566E-07  1.001266E-30  1.193391E-30  1.072230E-29  9.373717E-27  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  1.869340E-07  1.001025E-30  1.195843E-30  1.086687E-29  5.003138E-27  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.700242E-07  1.000602E-30  1.180525E-30  1.089172E-29  3.240955E-27  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.550667E-07  1.000306E-30  1.156188E-30  1.080518E-29  2.425370E-27  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  1.417037E-07  1.000127E-30  1.127006E-30  1.063849E-29  1.986464E-27  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  1.300793E-07  1.000017E-30  1.087715E-30  1.035641E-29  1.714292E-27  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  1.196987E-07  1.000000E-30  1.055706E-30  1.015048E-29  1.513640E-27  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  1.102410E-07  1.000774E-30  1.187714E-30  1.167080E-29  1.305544E-27  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  9.746778E-08  1.000033E-30  1.101119E-30  1.103104E-29  1.154669E-27  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  8.639282E-08  1.000000E-30  1.059386E-30  1.075444E-29  1.002573E-27  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  7.531836E-08  1.000000E-30  1.054779E-30  1.095075E-29  8.522651E-28  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  6.577161E-08  1.000000E-30  1.017238E-30  1.072541E-29  7.163177E-28  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  5.737049E-08  1.000281E-30  1.166032E-30  1.281401E-29  6.040545E-28  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  4.688191E-08  1.000000E-30  1.027982E-30  1.148242E-29  4.796595E-28  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  3.901450E-08  1.000000E-30  1.000000E-30  1.111489E-29  3.712069E-28  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  3.246942E-08  1.000006E-30  1.092762E-30  1.309788E-29  3.074732E-28  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  2.751570E-08  1.000000E-30  1.000000E-30  1.164814E-29  2.359687E-28  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  2.351511E-08  1.000000E-30  1.000000E-30  1.207734E-29  1.970037E-28  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  2.015555E-08  1.000000E-30  1.000000E-30  1.208905E-29  1.609502E-28  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  1.750058E-08  1.000000E-30  1.000000E-30  1.224622E-29  1.326835E-28  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.387304E-08  1.000000E-30  1.000000E-30  1.271490E-29  9.681290E-29  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.217720E-08  1.000000E-30  1.000000E-30  1.278739E-29  8.183026E-29  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.072949E-08  1.000000E-30  1.000000E-30  1.289585E-29  6.929507E-29  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  8.658420E-09  1.000000E-30  1.001004E-30  1.296132E-29  5.202455E-29  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  7.395096E-09  1.000000E-30  1.000901E-30  1.283710E-29  4.186248E-29  1.000000E-30  1.000000E-30  1.000000E-30
