 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                zn69          zn70          zn71          zn72          zn73          zn74          zn75          zn76 
    180  5.987296131417E-02  1.233698E-11  7.484555E-10  2.730377E-09  5.681777E-08  6.290016E-08  5.113100E-07  1.465932E-07  4.479970E-07
    181  6.018239261751E-02  8.842349E-12  5.679332E-10  2.143116E-09  4.710244E-08  5.362959E-08  4.597199E-07  1.351899E-07  4.323918E-07
    182  6.051941164510E-02  6.121899E-12  4.184762E-10  1.638589E-09  3.822872E-08  4.488314E-08  4.077068E-07  1.232699E-07  4.143677E-07
    183  6.081686890997E-02  4.407655E-12  3.183676E-10  1.288061E-09  3.168053E-08  3.822070E-08  3.654573E-07  1.132493E-07  3.978082E-07
    184  6.107970107709E-02  3.287355E-12  2.493233E-10  1.038384E-09  2.676230E-08  3.307518E-08  3.309489E-07  1.048194E-07  3.828284E-07
    185  6.149099227918E-02  2.065524E-12  1.691442E-10  7.372657E-10  2.044988E-08  2.624976E-08  2.820607E-07  9.245437E-08  3.589659E-07
    186  6.184187848266E-02  1.380949E-12  1.207832E-10  5.474083E-10  1.617298E-08  2.144553E-08  2.449884E-07  8.270305E-08  3.384096E-07
    187  6.212841772032E-02  9.907165E-13  9.145315E-11  4.279345E-10  1.331382E-08  1.813081E-08  2.177689E-07  7.531164E-08  3.216980E-07
    188  6.241083345826E-02  7.121633E-13  6.933799E-11  3.348603E-10  1.096388E-08  1.532921E-08  1.934638E-07  6.852430E-08  3.053993E-07
    189  6.286334795077E-02  4.173045E-13  4.426401E-11  2.249076E-10  7.993574E-09  1.166033E-08  1.593417E-07  5.865240E-08  2.798545E-07
    190  6.324448148531E-02  2.647638E-13  3.018906E-11  1.601195E-10  6.099271E-09  9.222187E-09  1.347816E-07  5.125610E-08  2.590794E-07
    191  6.354755735680E-02  1.836334E-13  2.218507E-11  1.217695E-10  4.903022E-09  7.629055E-09  1.176548E-07  4.592401E-08  2.430752E-07
    192  6.382753282149E-02  1.306026E-13  1.664822E-11  9.432873E-11  3.998705E-09  6.389579E-09  1.035742E-07  4.141684E-08  2.287831E-07
    193  6.429792763326E-02  7.332767E-14  1.023189E-11  6.116532E-11  2.827804E-09  4.725970E-09  8.331707E-08  3.470424E-08  2.060095E-07
    194  6.470641913937E-02  4.424142E-14  6.678437E-12  4.183205E-11  2.085735E-09  3.625040E-09  6.875705E-08  2.967902E-08  1.875840E-07
    195  6.514351188605E-02  2.567038E-14  4.215966E-12  2.776700E-11  1.501367E-09  2.721690E-09  5.583732E-08  2.504492E-08  1.693211E-07
    196  6.551961572666E-02  1.600609E-14  2.827576E-12  1.944840E-11  1.128113E-09  2.120963E-09  4.657365E-08  2.159525E-08  1.547603E-07
    197  6.614173306661E-02  7.287721E-15  1.453073E-12  1.074252E-11  7.004036E-10  1.399215E-09  3.440209E-08  1.685877E-08  1.331088E-07
    198  6.666431851744E-02  3.755299E-15  8.286424E-13  6.510873E-12  4.684600E-10  9.851355E-10  2.664365E-08  1.368269E-08  1.172361E-07
    199  6.714973898932E-02  2.027431E-15  4.913416E-13  4.086437E-12  3.222882E-10  7.110457E-10  2.101708E-08  1.127635E-08  1.042731E-07
    200  6.763365269933E-02  1.094100E-15  2.911067E-13  2.563141E-12  2.217137E-10  5.132759E-10  1.658929E-08  9.300787E-09  9.285005E-08
    201  6.810748363549E-02  5.990371E-16  1.744704E-13  1.624762E-12  1.538917E-10  3.735614E-10  1.318171E-08  7.717610E-09  8.307025E-08
    202  6.886988901479E-02  2.288946E-16  7.683573E-14  7.834520E-13  8.590141E-11  2.251754E-10  9.156357E-09  5.751290E-09  6.991920E-08
    203  6.932442343830E-02  1.295706E-16  4.720495E-14  5.082046E-13  6.083106E-11  1.669909E-10  7.393799E-09  4.844698E-09  6.336272E-08
    204  6.977291475786E-02  7.418886E-17  2.922436E-14  3.320462E-13  4.335861E-11  1.246080E-10  6.003889E-09  4.102632E-09  5.769268E-08
    205  7.051837306122E-02  2.981278E-17  1.325391E-14  1.647594E-13  2.486260E-11  7.714830E-11  4.280081E-09  3.137783E-09  4.980469E-08
    206  7.120724846930E-02  1.307883E-17  6.419392E-15  8.675261E-14  1.496557E-11  4.987995E-11  3.154850E-09  2.469714E-09  4.387526E-08
    207  7.185571854523E-02  6.125294E-18  3.253151E-15  4.757381E-14  9.311092E-12  3.321273E-11  2.379125E-09  1.982279E-09  3.919075E-08
    208  7.250556240022E-02  2.925422E-18  1.653030E-15  2.616941E-14  5.808644E-12  2.218884E-11  1.801405E-09  1.598548E-09  3.519826E-08
    209  7.308358088908E-02  1.543175E-18  9.066984E-16  1.540576E-14  3.821928E-12  1.552390E-11  1.409513E-09  1.323511E-09  3.209040E-08
    210  7.365083251161E-02  8.359076E-19  5.023821E-16  9.150478E-15  2.530816E-12  1.092257E-11  1.107832E-09  1.100054E-09  2.933988E-08
    211  7.420607479025E-02  4.661444E-19  2.820658E-16  5.499278E-15  1.689281E-12  7.739473E-12  8.750759E-10  9.181762E-10  2.689470E-08
    212  7.477269193766E-02  2.608463E-19  1.565926E-16  3.272185E-15  1.116522E-12  5.438859E-12  6.872010E-10  7.630782E-10  2.460403E-08
    213  7.532671922740E-02  1.494537E-19  8.784883E-17  1.964307E-15  7.415272E-13  3.836911E-12  5.409347E-10  6.351614E-10  2.251359E-08
    214  7.590819975934E-02  8.425843E-20  4.788535E-17  1.149399E-15  4.809638E-13  2.652434E-12  4.196732E-10  5.227478E-10  2.047534E-08
    215  7.648106882397E-02  4.837410E-20  2.637221E-17  6.786074E-16  3.129909E-13  1.838547E-12  3.259483E-10  4.304991E-10  1.861310E-08
    216  7.706864365518E-02  2.753535E-20  1.430954E-17  3.953070E-16  2.005358E-13  1.257207E-12  2.506141E-10  3.516631E-10  1.683782E-08
    217  7.765097184480E-02  1.579590E-20  7.816147E-18  2.316198E-16  1.284290E-13  8.591485E-13  1.924860E-10  2.869386E-10  1.521159E-08
    218  7.824188421090E-02  9.005784E-21  4.251437E-18  1.352422E-16  8.150469E-14  5.825315E-13  1.469293E-10  2.329902E-10  1.370181E-08
    219  7.883216312169E-02  5.133216E-21  2.325949E-18  7.940784E-17  5.162044E-14  3.942629E-13  1.119523E-10  1.889154E-10  1.232971E-08
    220  7.934760137230E-02  3.130579E-21  1.377906E-18  5.004438E-17  3.454570E-14  2.796850E-13  8.813039E-11  1.570798E-10  1.123674E-08
    221  7.991019390762E-02  1.819383E-21  7.831898E-19  3.043864E-17  2.227313E-14  1.922094E-13  6.784235E-11  1.284068E-10  1.015652E-08
    222  8.044081450283E-02  1.086593E-21  4.626707E-19  1.917615E-17  1.472432E-14  1.349780E-13  5.300781E-11  1.062155E-10  9.239210E-09
    223  8.103419684334E-02  6.063626E-22  2.581051E-19  1.150418E-17  9.256425E-15  9.081047E-14  4.020376E-11  8.590340E-11  8.317828E-09
    224  8.158988408622E-02  3.489464E-22  1.502089E-19  7.174242E-18  5.992694E-15  6.266748E-14  3.104126E-11  7.046772E-11  7.548002E-09
    225  8.219791245697E-02  1.895152E-22  8.361003E-20  4.312045E-18  3.728435E-15  4.182053E-14  2.341159E-11  5.681370E-11  6.798796E-09
    226  8.273529679330E-02  1.097882E-22  4.999623E-20  2.762736E-18  2.451481E-15  2.926271E-14  1.825222E-11  4.700288E-11  6.207383E-09
    227  8.327310875316E-02  6.312335E-23  2.992980E-20  1.774450E-18  1.610222E-15  2.046259E-14  1.422658E-11  3.889650E-11  5.673795E-09
    228  8.381967664174E-02  3.577703E-23  1.781409E-20  1.135745E-18  1.051313E-15  1.424127E-14  1.105075E-11  3.212114E-11  5.185482E-09
    229  8.442137901789E-02  1.903088E-23  1.008095E-20  6.971651E-19  6.580767E-16  9.566886E-15  8.372313E-12  2.604424E-11  4.702735E-09
    230  8.496109010092E-02  1.070689E-23  6.035713E-21  4.496085E-19  4.313570E-16  6.683959E-15  6.519787E-12  2.156550E-11  4.310270E-09
    231  8.556251684447E-02  5.600488E-24  3.404180E-21  2.758110E-19  2.693382E-16  4.482555E-15  4.931905E-12  1.747641E-11  3.913403E-09
    232  8.609514523980E-02  3.134542E-24  2.045822E-21  1.787354E-19  1.773754E-16  3.146031E-15  3.848696E-12  1.450169E-11  3.592346E-09
    233  8.668730402486E-02  1.628085E-24  1.155096E-21  1.098717E-19  1.111326E-16  2.116710E-15  2.914030E-12  1.176185E-11  3.262675E-09
    234  8.725638446658E-02  8.590340E-25  6.625612E-22  6.844981E-20  7.064264E-17  1.441587E-15  2.223379E-12  9.592540E-12  2.969053E-09
    235  8.784892152766E-02  4.372963E-25  3.687778E-22  4.155669E-20  4.391516E-17  9.634110E-16  1.671717E-12  7.734217E-12  2.684220E-09
    236  8.837914431516E-02  2.366835E-25  2.165013E-22  2.638832E-20  2.856076E-17  6.688534E-16  1.289593E-12  6.354000E-12  2.444328E-09
    237  8.927467123273E-02  8.204603E-26  8.613536E-23  1.199732E-20  1.360808E-17  3.561684E-16  8.214589E-13  4.505863E-12  2.066549E-09
    238  9.009385267910E-02  3.037926E-26  3.609349E-23  5.687607E-21  6.791887E-18  1.971443E-16  5.357973E-13  3.245261E-12  1.749470E-09
    239  9.088007009323E-02  1.140485E-26  1.518105E-23  2.695657E-21  3.408200E-18  1.094399E-16  3.490409E-13  2.327878E-12  1.468474E-09
    240  9.160938796651E-02  4.517786E-27  6.633772E-24  1.316666E-21  1.767743E-18  6.239112E-17  2.309395E-13  1.685033E-12  1.230602E-09
    241  9.231864750676E-02  1.815891E-27  2.893362E-24  6.390953E-22  9.154723E-19  3.546195E-17  1.519977E-13  1.211424E-12  1.021172E-09
    242  9.335415502949E-02  4.699867E-28  8.211665E-25  2.120545E-22  3.374114E-19  1.500035E-17  7.999294E-14  7.262319E-13  7.567029E-10
    243  9.429165011748E-02  1.393071E-28  2.512912E-25  7.431579E-23  1.315177E-19  6.643954E-18  4.338924E-14  4.439006E-13  5.611939E-10
    244  9.514750284226E-02  4.542205E-29  8.167686E-26  2.742075E-23  5.386618E-20  3.063475E-18  2.418008E-14  2.762004E-13  4.175526E-10
    245  9.592869681963E-02  1.675478E-29  2.883595E-26  1.074469E-23  2.331883E-20  1.479148E-18  1.392197E-14  1.760321E-13  3.135058E-10
    246  9.638259128200E-02  9.423987E-30  1.552558E-26  6.140026E-24  1.414566E-20  9.569651E-19  1.000056E-14  1.342094E-13  2.632383E-10
    247  9.686466198075E-02  5.123829E-30  8.012190E-27  3.363613E-24  8.260035E-21  5.984666E-19  6.996410E-15  1.000556E-13  2.175066E-10
    248  9.745016881397E-02  2.444965E-30  3.571371E-27  1.603633E-24  4.257332E-21  3.354222E-19  4.499044E-15  6.953621E-14  1.713267E-10
    249  9.798964068785E-02  1.237195E-30  1.690546E-27  8.029381E-25  2.289015E-21  1.949243E-19  2.971594E-15  4.936002E-14  1.365690E-10
    250  9.892639389759E-02  1.000000E-30  4.582668E-28  2.369702E-25  7.606966E-22  7.420352E-20  1.417816E-15  2.672030E-14  9.065473E-11
    251  9.977784733458E-02  1.000000E-30  1.418858E-28  7.758907E-26  2.745178E-22  3.031271E-20  7.121785E-16  1.507326E-14  6.160211E-11
    252  1.005622893962E-01  1.000000E-30  4.828782E-29  2.747648E-26  1.051235E-22  1.302636E-20  3.708720E-16  8.745391E-15  4.254358E-11
    253  1.013070552067E-01  1.000000E-30  1.762066E-29  1.033005E-26  4.189935E-23  5.788473E-21  1.974561E-16  5.163890E-15  2.965797E-11
    254  1.019791947326E-01  1.000000E-30  7.150589E-30  4.294806E-27  1.811570E-23  2.760469E-21  1.106327E-16  3.178857E-15  2.123093E-11
    255  1.025982572428E-01  1.000000E-30  3.115424E-30  1.921006E-27  8.298220E-24  1.383652E-21  6.420658E-17  2.013689E-15  1.548013E-11
    256  1.032644197032E-01  1.000000E-30  1.260383E-30  8.148771E-28  3.573816E-24  6.562014E-22  3.549353E-17  1.223850E-15  1.094857E-11
    257  1.039121745974E-01  1.000000E-30  1.000000E-30  3.549222E-28  1.566696E-24  3.159094E-22  1.975219E-17  7.474580E-16  7.758336E-12
    258  1.045193471709E-01  1.000000E-30  1.000000E-30  1.629291E-28  7.203201E-25  1.584662E-22  1.129642E-17  4.666703E-16  5.575838E-12
    259  1.051181778144E-01  1.000000E-30  1.000000E-30  7.546148E-29  3.342508E-25  8.013517E-23  6.470346E-18  2.916325E-16  4.004477E-12
    260  1.056826419982E-01  1.000000E-30  1.000000E-30  3.629758E-29  1.615371E-25  4.201825E-23  3.801362E-18  1.861093E-16  2.915371E-12
    261  1.062431336111E-01  1.000000E-30  1.000000E-30  1.733820E-29  7.790486E-26  2.198603E-23  2.221351E-18  1.181338E-16  2.112791E-12
    262  1.068146627648E-01  1.000000E-30  1.000000E-30  8.050985E-30  3.688541E-26  1.132293E-23  1.277367E-18  7.394822E-17  1.514360E-12
    263  1.073656177930E-01  1.000000E-30  1.000000E-30  3.777386E-30  1.785856E-26  5.951609E-24  7.458581E-19  4.687886E-17  1.093938E-12
    264  1.079139362418E-01  1.000000E-30  1.000000E-30  1.721416E-30  8.572169E-27  3.104901E-24  4.324431E-19  2.952218E-17  7.861053E-13
    265  1.084202130578E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.324014E-27  1.693090E-24  2.601533E-19  1.917282E-17  5.769171E-13
    266  1.089957947327E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.969861E-27  8.439557E-25  1.452724E-19  1.168571E-17  4.041298E-13
    267  1.095139929398E-01  1.000000E-30  1.000000E-30  1.000000E-30  9.617276E-28  4.473852E-25  8.548460E-20  7.444209E-18  2.919831E-13
    268  1.100036617482E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.832220E-28  2.432261E-25  5.139027E-20  4.826107E-18  2.135577E-13
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.199700E-28  1.212144E-25  2.874309E-20  2.941577E-18  1.492533E-13
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  1.000000E-30  9.110451E-29  5.560883E-26  1.500213E-20  1.689933E-18  9.980987E-14
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.076052E-29  2.732781E-26  8.277047E-21  1.017227E-18  6.901176E-14
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.883382E-29  1.384293E-26  4.670187E-21  6.238788E-19  4.833880E-14
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.158529E-30  6.675355E-27  2.518508E-21  3.680829E-19  3.288257E-14
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.293715E-30  3.084312E-27  1.301190E-21  2.092910E-19  2.175572E-14
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.386535E-30  1.517066E-27  7.030423E-22  1.235560E-19  1.478995E-14
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.977960E-28  3.545946E-22  6.876215E-20  9.620007E-15
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.515651E-28  1.916660E-22  4.060248E-20  6.528794E-15
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.071265E-28  6.386252E-23  1.581262E-20  3.262502E-15
    279  1.166131253687E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.444445E-29  3.356418E-23  9.113924E-21  2.172441E-15
    280  1.171578902390E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.815659E-29  1.770181E-23  5.263460E-21  1.447864E-15
    281  1.179966344325E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.015939E-29  6.496135E-24  2.225083E-21  7.663555E-16
    282  1.184626561866E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.889435E-30  3.708207E-24  1.375045E-21  5.367771E-16
    283  1.189221956404E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.394186E-30  2.131438E-24  8.547488E-22  3.773021E-16
    284  1.197605220964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.077993E-30  7.609842E-25  3.530763E-22  1.960569E-16
    285  1.205341475296E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.934233E-25  1.554010E-22  1.065814E-16
    286  1.212540834288E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.194076E-25  7.175100E-23  6.004265E-17
    287  1.219299358624E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.083772E-26  3.441658E-23  3.479055E-17
    288  1.225766858039E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.239961E-26  1.700770E-23  2.059024E-17
    289  1.231854533608E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.025736E-26  8.685780E-24  1.248973E-17
    290  1.237219182154E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.123649E-27  4.778122E-24  8.005487E-18
    291  1.242404039059E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.614986E-27  2.678267E-24  5.200268E-18
    292  1.248086455930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.247707E-27  1.417172E-24  3.233826E-18
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.359298E-28  7.931530E-25  2.098391E-18
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.007297E-28  4.165072E-25  1.297636E-18
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.465788E-28  2.246812E-25  8.178642E-19
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.402388E-29  1.106154E-25  4.814893E-19
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.035075E-29  5.852862E-26  2.990341E-19
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.612257E-30  1.752139E-26  1.208293E-19
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.401119E-30  9.740909E-27  7.775555E-20
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.675012E-30  5.749176E-27  5.227327E-20
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.048945E-27  2.393320E-20
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.170955E-27  1.564868E-20
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.980905E-28  1.055290E-20
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.624089E-28  4.979004E-21
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.178765E-28  2.676446E-21
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.267006E-29  1.424061E-21
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.545289E-29  7.985992E-22
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.251942E-29  4.507426E-22
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.292372E-30  2.571392E-22
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.171558E-30  1.114887E-22
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.371028E-30  7.178153E-23
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.604961E-23
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.969023E-23
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.194618E-23
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.503808E-24
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.692732E-24
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.908661E-24
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.003556E-24
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.085728E-25
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.721699E-25
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.516827E-25
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.008392E-25
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.942558E-26
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.360301E-26
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.631544E-26
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.432988E-26
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.305823E-27
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.615186E-27
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.712142E-27
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.586217E-27
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.915825E-28
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.849999E-28
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.625448E-28
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.773034E-28
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.218499E-28
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.336672E-29
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.168815E-29
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.279685E-29
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.105730E-29
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.406103E-29
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.905558E-30
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.051689E-30
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.493772E-30
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.674591E-30
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.529484E-30
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
