 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                zn69          zn70          zn71          zn72          zn73          zn74          zn75          zn76 
     40  1.716820108076E-02  1.227634E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.232098E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  3.244648E-30  1.495887E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  2.008350E-30  1.215553E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  2.138972E-30  1.436765E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  4.367693E-30  3.483265E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  3.626455E-30  4.008012E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  3.991910E-30  3.752512E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.412164E-30  1.269785E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.912308E-30  1.601296E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  3.514300E-30  2.825084E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  3.816852E-30  2.651695E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  5.492412E-30  3.782282E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.381346E-29  9.868102E-30  2.358364E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  3.822555E-29  2.781965E-29  6.797490E-30  2.011270E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  9.885074E-29  7.413053E-29  1.855761E-29  5.740017E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  2.742866E-28  2.146019E-28  5.529329E-29  1.779867E-29  2.302583E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  6.927822E-28  5.649125E-28  1.495405E-28  5.004942E-29  6.628413E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  9.871855E-28  8.178642E-28  2.187671E-28  7.433661E-29  9.924737E-30  1.392536E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.311320E-27  1.100872E-27  2.969689E-28  1.021890E-28  1.373509E-29  1.948343E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  3.245303E-27  2.843800E-27  7.882831E-28  2.825398E-28  3.880544E-29  5.735462E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.640541E-26  1.558693E-26  4.549378E-27  1.763000E-27  2.523863E-28  4.037786E-29  1.873291E-30  1.000000E-30
     62  3.417743618412E-02  7.352699E-26  7.499922E-26  2.289135E-26  9.485234E-27  1.406595E-27  2.405994E-28  1.178548E-29  1.247659E-30
     63  3.448472684867E-02  1.702915E-25  1.810099E-25  5.670015E-26  2.442948E-26  3.697846E-27  6.577455E-28  3.277907E-29  3.645952E-30
     64  3.459225947862E-02  2.282669E-25  2.462007E-25  7.783412E-26  3.400600E-26  5.185349E-27  9.353709E-28  4.690579E-29  5.281644E-30
     65  3.468161085917E-02  2.914571E-25  3.182038E-25  1.013714E-25  4.480641E-26  6.874030E-27  1.254529E-27  6.323632E-29  7.194345E-30
     66  3.501586344154E-02  7.262431E-25  8.298906E-25  2.720783E-25  1.256005E-25  1.971377E-26  3.758147E-27  1.931280E-28  2.283521E-29
     67  3.563385967804E-02  3.950366E-24  4.935366E-24  1.711655E-24  8.609111E-25  1.413379E-25  2.936395E-26  1.567449E-27  1.998324E-28
     68  3.619390900501E-02  1.779472E-23  2.394466E-23  8.698600E-24  4.693867E-24  7.994228E-25  1.781718E-25  9.811913E-27  1.331020E-27
     69  3.661379630041E-02  5.539916E-23  7.906760E-23  2.980539E-23  1.702337E-23  2.986841E-24  7.051582E-25  3.984282E-26  5.690125E-27
     70  3.704099468238E-02  1.757253E-22  2.661689E-22  1.041286E-22  6.294661E-23  1.137558E-23  2.842680E-24  1.647191E-25  2.473254E-26
     71  3.731378163516E-02  3.657498E-22  5.750478E-22  2.302302E-22  1.441590E-22  2.653134E-23  6.865542E-24  4.040304E-25  6.255802E-26
     72  3.757630769329E-02  7.399379E-22  1.207553E-21  4.948283E-22  3.210797E-22  6.019646E-23  1.614155E-23  9.650354E-25  1.541609E-25
     73  3.788075418501E-02  1.665793E-21  2.838383E-21  1.194773E-21  8.079107E-22  1.547479E-22  4.324238E-23  2.633086E-24  4.361528E-25
     74  3.819794660071E-02  3.854463E-21  6.870808E-21  2.974462E-21  2.100046E-21  4.113501E-22  1.200105E-22  7.448996E-24  1.281492E-24
     75  3.838080203158E-02  6.227680E-21  1.139393E-20  5.013020E-21  3.628598E-21  7.199962E-22  2.153513E-22  1.351559E-23  2.376564E-24
     76  3.859219912978E-02  1.084424E-20  2.045007E-20  9.168104E-21  6.831208E-21  1.375939E-21  4.236160E-22  2.693030E-23  4.857031E-24
     77  3.884096228080E-02  2.072545E-20  4.050566E-20  1.856612E-20  1.431480E-20  2.934715E-21  9.348751E-22  6.034071E-23  1.121324E-23
     78  3.907668434759E-02  3.807719E-20  7.698610E-20  3.603695E-20  2.870222E-20  5.983927E-21  1.968987E-21  1.289317E-22  2.464983E-23
     79  3.934936577490E-02  7.643901E-20  1.607574E-19  7.710793E-20  6.377366E-20  1.355723E-20  4.631834E-21  3.084167E-22  6.093879E-23
     80  3.961640452516E-02  1.500823E-19  3.280846E-19  1.611788E-19  1.383361E-19  2.997572E-20  1.062635E-20  7.193033E-22  1.467942E-22
     81  3.991996766101E-02  3.201442E-19  7.314266E-19  3.692687E-19  3.306154E-19  7.321940E-20  2.707207E-20  1.867236E-21  3.953609E-22
     82  4.019473378510E-02  6.295973E-19  1.497232E-18  7.748378E-19  7.208753E-19  1.628394E-19  6.255414E-20  4.388759E-21  9.608654E-22
     83  4.046928694587E-02  1.227741E-18  3.039022E-18  1.612072E-18  1.558411E-18  3.590477E-19  1.432854E-19  1.022518E-20  2.314462E-21
     84  4.074955599116E-02  2.407050E-18  6.209199E-18  3.378558E-18  3.397858E-18  7.989403E-19  3.316334E-19  2.408561E-20  5.642549E-21
     85  4.099011663524E-02  4.251462E-18  1.136373E-17  6.320074E-18  6.576515E-18  1.573690E-18  6.757683E-19  4.982889E-20  1.202492E-20
     86  4.118445936105E-02  6.687006E-18  1.839402E-17  1.041229E-17  1.113676E-17  2.702836E-18  1.192798E-18  8.903372E-20  2.200473E-20
     87  4.137235583218E-02  1.030333E-17  2.914144E-17  1.678094E-17  1.843374E-17  4.535531E-18  2.055364E-18  1.552479E-19  3.926777E-20
     88  4.152714488067E-02  1.464584E-17  4.238574E-17  2.475461E-17  2.779771E-17  6.917258E-18  3.203976E-18  2.443850E-19  6.300420E-20
     89  4.165981986900E-02  1.973578E-17  5.825375E-17  3.443691E-17  3.940804E-17  9.902083E-18  4.673427E-18  3.594770E-19  9.420606E-20
     90  4.188596337322E-02  3.259196E-17  9.949892E-17  6.004985E-17  7.097424E-17  1.813206E-17  8.836578E-18  6.895374E-19  1.858270E-19
     91  4.208159634323E-02  4.995424E-17  1.570244E-16  9.648343E-17  1.172751E-16  3.039480E-17  1.523059E-17  1.203389E-18  3.322707E-19
     92  4.230932596557E-02  8.155368E-17  2.652532E-16  1.664331E-16  2.090265E-16  5.509153E-17  2.851694E-17  2.286197E-18  6.493609E-19
     93  4.251598135750E-02  1.264884E-16  4.243802E-16  2.713929E-16  3.511488E-16  9.397294E-17  5.010165E-17  4.070195E-18  1.186219E-18
     94  4.274368410830E-02  2.038441E-16  7.077954E-16  4.622528E-16  6.181048E-16  1.682271E-16  9.266539E-17  7.639030E-18  2.290481E-18
     95  4.294191711445E-02  3.074016E-16  1.099801E-15  7.315474E-16  1.006669E-15  2.780383E-16  1.575727E-16  1.315673E-17  4.043796E-18
     96  4.316569238790E-02  4.869006E-16  1.802033E-15  1.223754E-15  1.739585E-15  4.885276E-16  2.859209E-16  2.422107E-17  7.655911E-18
     97  4.339365876136E-02  7.759136E-16  2.972885E-15  2.062107E-15  3.030360E-15  8.656258E-16  5.235918E-16  4.501675E-17  1.464291E-17
     98  4.362382833621E-02  1.240993E-15  4.924348E-15  3.489671E-15  5.303482E-15  1.541242E-15  9.638074E-16  8.411593E-17  2.816467E-17
     99  4.384703699487E-02  1.959050E-15  8.042968E-15  5.819593E-15  9.138163E-15  2.700442E-15  1.744244E-15  1.544635E-16  5.319501E-17
    100  4.408801045744E-02  3.217803E-15  1.370693E-14  1.014374E-14  1.650152E-14  4.965517E-15  3.321557E-15  2.988242E-16  1.060903E-16
    101  4.430336182063E-02  5.040474E-15  2.219283E-14  1.675840E-14  2.814102E-14  8.606525E-15  5.940812E-15  5.420866E-16  1.977787E-16
    102  4.453208602613E-02  8.168055E-15  3.725264E-14  2.874109E-14  4.992178E-14  1.553391E-14  1.108716E-14  1.027050E-15  3.857539E-16
    103  4.474836808964E-02  1.296185E-14  6.112332E-14  4.812746E-14  8.631840E-14  2.730303E-14  2.011525E-14  1.890229E-15  7.297846E-16
    104  4.497736119052E-02  2.122963E-14  1.037215E-13  8.345088E-14  1.548510E-13  4.983921E-14  3.797454E-14  3.623096E-15  1.440246E-15
    105  4.517199675598E-02  3.234086E-14  1.628461E-13  1.334506E-13  2.549068E-13  8.326573E-14  6.528593E-14  6.309972E-15  2.571403E-15
    106  4.536038532241E-02  4.855479E-14  2.517479E-13  2.100150E-13  4.125889E-13  1.367227E-13  1.102193E-13  1.078758E-14  4.503316E-15
    107  4.552484255766E-02  6.902275E-14  3.671412E-13  3.110871E-13  6.263490E-13  2.101797E-13  1.735981E-13  1.717840E-14  7.323675E-15
    108  4.581275722245E-02  1.261775E-13  7.019760E-13  6.112813E-13  1.284970E-12  4.407886E-13  3.798869E-13  3.832302E-14  1.695137E-14
    109  4.603616864208E-02  1.982999E-13  1.142479E-12  1.016280E-12  2.209375E-12  7.710333E-13  6.869622E-13  7.035423E-14  3.203041E-14
    110  4.624194314299E-02  2.962050E-13  1.762586E-12  1.598974E-12  3.585765E-12  1.271353E-12  1.167992E-12  1.212924E-13  5.670796E-14
    111  4.641297951594E-02  4.084158E-13  2.496580E-12  2.302143E-12  5.297862E-12  1.903324E-12  1.793777E-12  1.884473E-13  9.007432E-14
    112  4.656990459822E-02  5.428212E-13  3.401285E-12  3.183841E-12  7.503112E-12  2.728466E-12  2.632435E-12  2.795124E-13  1.363423E-13
    113  4.671253119976E-02  6.970185E-13  4.466951E-12  4.238919E-12  1.020802E-11  3.753286E-12  3.699298E-12  3.966179E-13  1.970729E-13
    114  4.684580987606E-02  8.741470E-13  5.721445E-12  5.499251E-12  1.351401E-11  5.020425E-12  5.048023E-12  5.461545E-13  2.761078E-13
    115  4.697520204195E-02  1.082076E-12  7.229030E-12  7.035208E-12  1.763228E-11  6.616474E-12  6.783265E-12  7.404005E-13  3.806519E-13
    116  4.709649788536E-02  1.314407E-12  8.951727E-12  8.813948E-12  2.250234E-11  8.523943E-12  8.899493E-12  9.794741E-13  5.115672E-13
    117  4.721637454993E-02  1.585039E-12  1.100236E-11  1.095880E-11  2.849465E-11  1.089504E-11  1.158199E-11  1.285212E-12  6.818059E-13
    118  4.732862910872E-02  1.880701E-12  1.328978E-11  1.338119E-11  3.539494E-11  1.365230E-11  1.476045E-11  1.650569E-12  8.885266E-13
    119  4.750539400184E-02  2.442859E-12  1.775534E-11  1.818527E-11  4.942112E-11  1.932727E-11  2.146018E-11  2.429063E-12  1.338073E-12
    120  4.767210524850E-02  3.100748E-12  2.314466E-11  2.409036E-11  6.716384E-11  2.661086E-11  3.030118E-11  3.469401E-12  1.953263E-12
    121  4.783406579930E-02  3.882367E-12  2.973890E-11  3.144337E-11  8.987140E-11  3.606267E-11  4.208211E-11  4.872469E-12  2.801945E-12
    122  4.799263518131E-02  4.809416E-12  3.778784E-11  4.057294E-11  1.188296E-10  4.828013E-11  5.770897E-11  6.755545E-12  3.966400E-12
    123  4.815339657435E-02  5.943479E-12  4.792097E-11  5.226307E-11  1.569147E-10  6.456544E-11  7.908392E-11  9.361537E-12  5.613788E-12
    124  4.832264594384E-02  7.387243E-12  6.120807E-11  6.786303E-11  2.091578E-10  8.721777E-11  1.096191E-10  1.312971E-11  8.050744E-12
    125  4.849826454798E-02  9.207532E-12  7.848375E-11  8.851988E-11  2.803523E-10  1.185384E-10  1.530292E-10  1.855490E-11  1.164371E-11
    126  4.867786870736E-02  1.147449E-11  1.006894E-10  1.155747E-10  3.763911E-10  1.614239E-10  2.141909E-10  2.629873E-11  1.689912E-11
    127  4.885872256535E-02  1.425261E-11  1.287864E-10  1.504641E-10  5.039992E-10  2.192742E-10  2.991172E-10  3.719431E-11  2.447877E-11
    128  4.903755607841E-02  1.758332E-11  1.635622E-10  1.944717E-10  6.698217E-10  2.955895E-10  4.144272E-10  5.218392E-11  3.516681E-11
    129  4.921259737621E-02  2.151146E-11  2.058799E-10  2.490284E-10  8.814992E-10  3.944621E-10  5.681143E-10  7.242279E-11  4.995184E-11
    130  4.938368810460E-02  2.610547E-11  2.569094E-10  3.160241E-10  1.148989E-09  5.212286E-10  7.706982E-10  9.944135E-11  7.016332E-11
    131  4.955132280349E-02  3.145559E-11  3.181464E-10  3.978658E-10  1.485047E-09  6.827678E-10  1.035956E-09  1.352613E-10  9.758845E-11
    132  4.971624312404E-02  3.767490E-11  3.914623E-10  4.975814E-10  1.905944E-09  8.879336E-10  1.381963E-09  1.825605E-10  1.346389E-10
    133  4.987811857735E-02  4.484713E-11  4.785033E-10  6.180221E-10  2.428307E-09  1.146084E-09  1.828910E-09  2.443988E-10  1.841784E-10
    134  5.003799836445E-02  5.313268E-11  5.820074E-10  7.636959E-10  3.077378E-09  1.471220E-09  2.406679E-09  3.252898E-10  2.504355E-10
    135  5.019682549602E-02  6.271219E-11  7.051517E-10  9.399680E-10  3.884040E-09  1.880783E-09  3.153492E-09  4.310908E-10  3.390267E-10
    136  5.035511419132E-02  7.377909E-11  8.515473E-10  1.153095E-09  4.885707E-09  2.396248E-09  4.117914E-09  5.693422E-10  4.573617E-10
    137  5.051299755300E-02  8.652522E-11  1.025069E-09  1.410029E-09  6.125934E-09  3.043142E-09  5.359801E-09  7.494837E-10  6.149774E-10
    138  5.067010535678E-02  1.011077E-10  1.229398E-09  1.717762E-09  7.651616E-09  3.849740E-09  6.948672E-09  9.826968E-10  8.235582E-10
    139  5.082726902819E-02  1.178048E-10  1.470250E-09  2.086745E-09  9.530741E-09  4.856749E-09  8.984188E-09  1.285031E-09  1.099973E-09
    140  5.098506829486E-02  1.369104E-10  1.754076E-09  2.529138E-09  1.184562E-08  6.114349E-09  1.159323E-08  1.677208E-09  1.466556E-09
    141  5.114361869269E-02  1.586859E-10  2.087403E-09  3.057871E-09  1.468931E-08  7.680761E-09  1.492950E-08  2.184794E-09  1.951740E-09
    142  5.130328078870E-02  1.834306E-10  2.477961E-09  3.688542E-09  1.817726E-08  9.629228E-09  1.919155E-08  2.841217E-09  2.593542E-09
    143  5.146205644840E-02  2.110140E-10  2.927133E-09  4.427128E-09  2.237909E-08  1.201005E-08  2.454119E-08  3.675379E-09  3.427907E-09
    144  5.162089365231E-02  2.417010E-10  3.443033E-09  5.291188E-09  2.743733E-08  1.491751E-08  3.125351E-08  4.735117E-09  4.512446E-09
    145  5.177902725711E-02  2.753774E-10  4.028003E-09  6.289469E-09  3.345333E-08  1.842602E-08  3.957790E-08  6.065952E-09  5.906170E-09
    146  5.193558292952E-02  3.117751E-10  4.681985E-09  7.426939E-09  4.051378E-08  2.260406E-08  4.976850E-08  7.715708E-09  7.674307E-09
    147  5.207655208218E-02  3.470099E-10  5.336352E-09  8.586343E-09  4.791809E-08  2.704756E-08  6.089654E-08  9.539010E-09  9.671984E-09
    148  5.220437120847E-02  3.807890E-10  5.983455E-09  9.752810E-09  5.556594E-08  3.169704E-08  7.282599E-08  1.151531E-08  1.188140E-08
    149  5.240275279905E-02  4.360744E-10  7.085724E-09  1.178384E-08  6.933244E-08  4.020410E-08  9.532846E-08  1.529528E-08  1.621562E-08
    150  5.258707116153E-02  4.895701E-10  8.207165E-09  1.390653E-08  8.430919E-08  4.964122E-08  1.212071E-07  1.971391E-08  2.143434E-08
    151  5.276353482958E-02  5.414162E-10  9.352078E-09  1.613330E-08  1.006589E-07  6.014284E-08  1.510359E-07  2.488841E-08  2.772337E-08
    152  5.293536770993E-02  5.910678E-10  1.051218E-08  1.845462E-08  1.184130E-07  7.176965E-08  1.852442E-07  3.091708E-08  3.526129E-08
    153  5.310288915571E-02  6.371888E-10  1.166013E-08  2.082253E-08  1.373113E-07  8.439426E-08  2.237387E-07  3.780989E-08  4.412775E-08
    154  5.325369291828E-02  6.754933E-10  1.268289E-08  2.300045E-08  1.554599E-07  9.676001E-08  2.627868E-07  4.491069E-08  5.351523E-08
    155  5.339308966526E-02  7.071985E-10  1.359784E-08  2.501371E-08  1.729706E-07  1.089218E-07  3.024966E-07  5.223818E-08  6.345475E-08
    156  5.362726198018E-02  7.501795E-10  1.501327E-08  2.828761E-08  2.032654E-07  1.305358E-07  3.763974E-07  6.614949E-08  8.299393E-08
    157  5.383816121000E-02  7.756050E-10  1.609432E-08  3.098843E-08  2.305419E-07  1.507019E-07  4.495558E-07  8.026824E-08  1.036931E-07
    158  5.403768730975E-02  7.867019E-10  1.689540E-08  3.320568E-08  2.553175E-07  1.697277E-07  5.228930E-07  9.477638E-08  1.258752E-07
    159  5.422986619970E-02  7.851234E-10  1.743016E-08  3.494216E-08  2.773545E-07  1.873949E-07  5.955535E-07  1.095245E-07  1.494035E-07
    160  5.440569294967E-02  7.734445E-10  1.770091E-08  3.613511E-08  2.953106E-07  2.025192E-07  6.622224E-07  1.234174E-07  1.725305E-07
    161  5.456994612052E-02  7.543762E-10  1.776269E-08  3.688254E-08  3.097560E-07  2.154061E-07  7.233892E-07  1.365082E-07  1.952546E-07
    162  5.485681963417E-02  7.049351E-10  1.744579E-08  3.731756E-08  3.287312E-07  2.342449E-07  8.241971E-07  1.589643E-07  2.366758E-07
    163  5.511708850657E-02  6.465185E-10  1.674117E-08  3.679209E-08  3.384892E-07  2.466155E-07  9.053214E-07  1.781193E-07  2.750440E-07
    164  5.536560227933E-02  5.831690E-10  1.576958E-08  3.556573E-08  3.410917E-07  2.538535E-07  9.704816E-07  1.946132E-07  3.111820E-07
    165  5.559867087093E-02  5.205507E-10  1.466144E-08  3.388091E-08  3.378760E-07  2.565406E-07  1.018872E-06  2.080146E-07  3.436970E-07
    166  5.582344501454E-02  4.597544E-10  1.347050E-08  3.186998E-08  3.300838E-07  2.555202E-07  1.053000E-06  2.187450E-07  3.730777E-07
    167  5.608267729631E-02  3.920059E-10  1.202224E-08  2.922790E-08  3.162711E-07  2.503678E-07  1.076793E-06  2.282246E-07  4.037908E-07
    168  5.632179590432E-02  3.337303E-10  1.067649E-08  2.661735E-08  2.999253E-07  2.423948E-07  1.084490E-06  2.341680E-07  4.285972E-07
    169  5.658568452696E-02  2.755742E-10  9.237589E-09  2.367990E-08  2.790494E-07  2.307513E-07  1.078481E-06  2.377143E-07  4.517187E-07
    170  5.682194908758E-02  2.296183E-10  8.026575E-09  2.109587E-08  2.587939E-07  2.184516E-07  1.061791E-06  2.384045E-07  4.685356E-07
    171  5.707748662895E-02  1.865604E-10  6.824555E-09  1.842888E-08  2.361418E-07  2.038303E-07  1.033687E-06  2.367997E-07  4.826663E-07
    172  5.730159219632E-02  1.542822E-10  5.873677E-09  1.624314E-08  2.162566E-07  1.903676E-07  1.002108E-06  2.336565E-07  4.917708E-07
    173  5.769211250520E-02  1.090956E-10  4.453927E-09  1.284009E-08  1.827881E-07  1.665274E-07  9.357167E-07  2.250290E-07  5.009298E-07
    174  5.804755660481E-02  7.839154E-11  3.411869E-09  1.021722E-08  1.546520E-07  1.453903E-07  8.672084E-07  2.145358E-07  5.026705E-07
    175  5.837706807704E-02  5.711173E-11  2.638114E-09  8.184535E-09  1.311569E-07  1.269606E-07  8.005021E-07  2.033193E-07  4.996239E-07
    176  5.868213309337E-02  4.227488E-11  2.063687E-09  6.616184E-09  1.117902E-07  1.111944E-07  7.381652E-07  1.921367E-07  4.934911E-07
    177  5.897372529375E-02  3.152076E-11  1.622368E-09  5.367660E-09  9.541524E-08  9.741304E-08  6.793985E-07  1.810482E-07  4.851376E-07
    178  5.927019313219E-02  2.326102E-11  1.263615E-09  4.317076E-09  8.081282E-08  8.472855E-08  6.214129E-07  1.696195E-07  4.745707E-07
    179  5.955970264735E-02  1.720087E-11  9.851547E-10  3.473232E-09  6.839671E-08  7.360466E-08  5.670962E-07  1.584805E-07  4.625635E-07
