 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                rh100         rh101         rh102         rh103         rh104         rh105         rh106         rh107
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.571014E-30  1.727287E-30  1.649983E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.085266E-30  1.323973E-30  1.420709E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.071400E-30  1.410573E-30  1.649711E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.669255E-30  1.852151E-30  2.990509E-30  1.659221E-30  1.196432E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.046435E-30  1.727290E-30  2.833040E-30  1.720683E-30  1.293006E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.811985E-30  4.100084E-30  2.809391E-30  2.250028E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.029246E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.044973E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.106331E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.061607E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.279117E-30  1.084038E-30  1.136770E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.227750E-30  1.072746E-30  1.162596E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.357597E-30  1.220551E-30  1.364693E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.288350E-30  1.194616E-30  1.381946E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.338400E-30  1.302925E-30  1.591761E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.452343E-30  2.366645E-30  3.066018E-30  1.416125E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.667448E-30  2.969477E-30  4.336029E-30  2.071553E-30  1.463613E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.437999E-30  1.596598E-30  2.266835E-30  1.137127E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.610086E-30  1.873355E-30  3.059272E-30  1.602413E-30  1.262765E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.978402E-30  3.707596E-30  5.959897E-30  3.435909E-30  2.871718E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.760928E-30  3.867657E-30  6.615657E-30  3.927286E-30  3.421736E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.090601E-30  2.980147E-30  5.301489E-30  3.204262E-30  3.205538E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.215987E-30  3.220723E-30  6.232713E-30  3.816650E-30  3.383111E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.440477E-30  2.142962E-30  4.263003E-30  2.814186E-30  2.933059E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.375686E-30  2.065457E-30  4.509858E-30  2.945404E-30  3.002245E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.580233E-30  2.520158E-30  5.491589E-30  3.868605E-30  4.500182E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.648353E-30  2.665473E-30  5.939721E-30  4.407540E-30  5.440813E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.581206E-30  3.478729E-30  2.574037E-30  3.042581E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.096084E-30  1.832070E-30  4.511452E-30  3.251957E-30  4.055332E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.272991E-30  2.226833E-30  5.430858E-30  4.230466E-30  5.454313E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.201480E-30  2.104833E-30  5.416506E-30  4.307832E-30  5.759506E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.367060E-30  2.529659E-30  6.396954E-30  5.177531E-30  6.824217E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.315586E-30  2.523898E-30  6.641738E-30  5.513688E-30  7.482812E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.509289E-30  2.782989E-30  7.451041E-30  6.099518E-30  8.524513E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.310811E-30  2.648295E-30  7.421664E-30  6.315275E-30  9.140720E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.286141E-30  2.653994E-30  8.009264E-30  7.141508E-30  1.078734E-29
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.270137E-30  2.650051E-30  8.612991E-30  8.015022E-30  1.273922E-29
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.075259E-30  2.311507E-30  7.370544E-30  6.763008E-30  1.112754E-29
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.877268E-30  6.079664E-30  5.670168E-30  9.562744E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.810123E-30  6.068700E-30  5.811552E-30  1.007820E-29
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.501530E-30  5.081530E-30  4.912426E-30  8.640219E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.287115E-30  4.452943E-30  4.377120E-30  7.826663E-30
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.196980E-30  8.038489E-30  8.253984E-30  1.504270E-29
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.865822E-30  7.012559E-30  7.322271E-30  1.384554E-29
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.166192E-30  8.595899E-30  9.326860E-30  1.790135E-29
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.926183E-30  7.810516E-30  8.628051E-30  1.706743E-29
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.110595E-30  8.891876E-30  1.005824E-29  2.042305E-29
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.855446E-30  7.783561E-30  8.801445E-30  1.893430E-29
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.084896E-30  8.782727E-30  1.003771E-29  2.232923E-29
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.015507E-30  9.279657E-30  1.112687E-29  2.459471E-29
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.000424E-30  9.510224E-30  1.168064E-29  2.660240E-29
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.902829E-30  9.382665E-30  1.181499E-29  2.772428E-29
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.031276E-30  1.012477E-29  1.286898E-29  3.137832E-29
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.763394E-30  9.256035E-30  1.222584E-29  3.048738E-29
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.845103E-30  9.836454E-30  1.308508E-29  3.387240E-29
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.752746E-30  9.072876E-30  1.217172E-29  3.263446E-29
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.792807E-30  9.706874E-30  1.346381E-29  3.745040E-29
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.456882E-30  8.586314E-30  1.238245E-29  3.471424E-29
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.377912E-30  8.342507E-30  1.220701E-29  3.521718E-29
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.230922E-30  7.418353E-30  1.080391E-29  3.290335E-29
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.972726E-30  1.276409E-29  1.946870E-29  6.032272E-29
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.542479E-30  9.729099E-30  1.509730E-29  4.970709E-29
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.383825E-30  8.972204E-30  1.444221E-29  4.815334E-29
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.119108E-30  7.657774E-30  1.226436E-29  4.214666E-29
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.007861E-30  7.073309E-30  1.154364E-29  4.027577E-29
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.458546E-30  1.068095E-29  3.808712E-29
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.054928E-30  1.016390E-29  3.689138E-29
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.881301E-30  1.002039E-29  3.695195E-29
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.545546E-30  9.578508E-30  3.603363E-29
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.470708E-30  9.571172E-30  3.650076E-29
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.166656E-30  9.164617E-30  3.559741E-29
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.966818E-30  1.433848E-29  5.696125E-29
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.414240E-30  1.381664E-29  5.640109E-29
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.190882E-30  1.358353E-29  5.680309E-29
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.026266E-30  1.344000E-29  5.752041E-29
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.096874E-30  1.369184E-29  5.984567E-29
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.401216E-30  1.446403E-29  6.433076E-29
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.633246E-30  1.530631E-29  6.928568E-29
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.869135E-30  1.636732E-29  7.530632E-29
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.060028E-30  1.699938E-29  8.072864E-29
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.531163E-30  1.821418E-29  8.907487E-29
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.166344E-30  2.003259E-29  1.008333E-28
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.041337E-29  2.313904E-29  1.191155E-28
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.171854E-30  1.249414E-29  2.816755E-29  1.480407E-28
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.449921E-30  1.584950E-29  3.632430E-29  1.947870E-28
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.863878E-30  2.094166E-29  4.898245E-29  2.696384E-28
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.486133E-30  2.871445E-29  6.850797E-29  3.869286E-28
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.413377E-30  4.048521E-29  9.845737E-29  5.701501E-28
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.778658E-30  5.816502E-29  1.441180E-28  8.552756E-28
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.085022E-30  6.770407E-30  8.452712E-29  2.133043E-28  1.296817E-27
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.516803E-30  9.646483E-30  1.234825E-28  3.172729E-28  1.975490E-27
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.128391E-30  1.379475E-29  1.810211E-28  4.735010E-28  3.019053E-27
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.993129E-30  1.976914E-29  2.659283E-28  7.081162E-28  4.623392E-27
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.210652E-30  2.834170E-29  3.908281E-28  1.059461E-27  7.083902E-27
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.921225E-30  4.062076E-29  5.743190E-28  1.585077E-27  1.085497E-26
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.278298E-30  5.787477E-29  8.388423E-28  2.356830E-27  1.652871E-26
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.152046E-29  8.208016E-29  1.219637E-27  3.488475E-27  2.505489E-26
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.592103E-29  1.155923E-28  1.760706E-27  5.126476E-27  3.770394E-26
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.179235E-29  1.611984E-28  2.516409E-27  7.456879E-27  5.614798E-26
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.874678E-29  2.162595E-28  3.451778E-27  1.039265E-26  7.993383E-26
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.676569E-29  2.808512E-28  4.574038E-27  1.397176E-26  1.095553E-25
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.267249E-30  5.330126E-29  4.169522E-28  7.007055E-27  2.189043E-26  1.769045E-25
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.713251E-30  7.433349E-29  5.944880E-28  1.028613E-26  3.281075E-26  2.726389E-25
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  2.257974E-30  1.009487E-28  8.246575E-28  1.467380E-26  4.775274E-26  4.075714E-25
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  2.917864E-30  1.343162E-28  1.120180E-27  2.048432E-26  6.797583E-26  5.955421E-25
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  3.699792E-30  1.752247E-28  1.491118E-27  2.800360E-26  9.471252E-26  8.511990E-25
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  4.530468E-30  2.201569E-28  1.907948E-27  3.670551E-26  1.262970E-25  1.161515E-24
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  5.410667E-30  2.692515E-28  2.373051E-27  4.668132E-26  1.631947E-25  1.533169E-24
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  7.135559E-30  3.695256E-28  3.350499E-27  6.843728E-26  2.457793E-25  2.394251E-24
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  8.946848E-30  4.804134E-28  4.468912E-27  9.442409E-26  3.473665E-25  3.494742E-24
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.086156E-29  6.035893E-28  5.752683E-27  1.255246E-25  4.724749E-25  4.901947E-24
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.286547E-29  7.389883E-28  7.209789E-27  1.622758E-25  6.244302E-25  6.673494E-24
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.480929E-29  8.768758E-28  8.740750E-27  2.024227E-25  7.948558E-25  8.729584E-24
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.669946E-29  1.017273E-27  1.034578E-26  2.460644E-25  9.846959E-25  1.109367E-23
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  2.011660E-29  1.287791E-27  1.356542E-26  3.381126E-25  1.398925E-24  1.648643E-23
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  2.330118E-29  1.560761E-27  1.697455E-26  4.414052E-25  1.881989E-24  2.309369E-23
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  2.637708E-29  1.844958E-27  2.068811E-26  5.602979E-25  2.458805E-24  3.136739E-23
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  2.926934E-29  2.132401E-27  2.460891E-26  6.925023E-25  3.122609E-24  4.132134E-23
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  3.204405E-29  2.428472E-27  2.881539E-26  8.414859E-25  3.895245E-24  5.340417E-23
    167  5.608267729631E-02  1.000000E-30  1.052344E-30  3.521362E-29  2.793217E-27  3.422486E-26  1.043241E-24  4.977873E-24  7.110362E-23
    168  5.632179590432E-02  1.000000E-30  1.103132E-30  3.808671E-29  3.151447E-27  3.977886E-26  1.261638E-24  6.191263E-24  9.185558E-23
    169  5.658568452696E-02  1.000000E-30  1.152442E-30  4.117354E-29  3.569755E-27  4.656378E-26  1.543130E-24  7.811282E-24  1.208606E-22
    170  5.682194908758E-02  1.000000E-30  1.189319E-30  4.382793E-29  3.962696E-27  5.323665E-26  1.835257E-24  9.552446E-24  1.534809E-22
    171  5.707748662895E-02  1.000000E-30  1.221928E-30  4.655317E-29  4.404878E-27  6.109896E-26  2.198332E-24  1.179295E-23  1.973880E-22
    172  5.730159219632E-02  1.000000E-30  1.243359E-30  4.878829E-29  4.804720E-27  6.854444E-26  2.560764E-24  1.410675E-23  2.447627E-22
    173  5.769211250520E-02  1.000000E-30  1.266286E-30  5.226493E-29  5.520708E-27  8.272647E-26  3.300896E-24  1.904740E-23  3.519460E-22
    174  5.804755660481E-02  1.000000E-30  1.269205E-30  5.490303E-29  6.182623E-27  9.689351E-26  4.106186E-24  2.471993E-23  4.838292E-22
    175  5.837706807704E-02  1.000000E-30  1.258898E-30  5.688527E-29  6.799117E-27  1.110948E-25  4.979550E-24  3.118312E-23  6.439201E-22
    176  5.868213309337E-02  1.000000E-30  1.239175E-30  5.831253E-29  7.366730E-27  1.251261E-25  5.908441E-24  3.837977E-23  8.329821E-22
    177  5.897372529375E-02  1.000000E-30  1.212515E-30  5.931755E-29  7.902520E-27  1.393066E-25  6.915067E-24  4.652295E-23  1.059096E-21
    178  5.927019313219E-02  1.000000E-30  1.178760E-30  5.998952E-29  8.436975E-27  1.544689E-25  8.068634E-24  5.626150E-23  1.344714E-21
    179  5.955970264735E-02  1.000000E-30  1.139964E-30  6.030777E-29  8.944502E-27  1.699498E-25  9.332078E-24  6.739223E-23  1.689505E-21
