 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                fe68          fe69          fe70          fe71          fe72          fe73          fe74          fe75 
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.464196E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  2.062020E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  2.718207E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  7.634523E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  5.251760E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  2.870841E-28  1.146232E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.042618E-27  4.235250E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  3.860510E-27  1.588505E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  8.848114E-27  3.669702E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.972094E-26  8.245042E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  4.965930E-26  2.095481E-28  1.341007E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.291744E-25  5.503562E-28  3.649475E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  2.232889E-25  9.566267E-28  6.445593E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  4.204771E-25  1.813030E-27  1.244575E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  8.813441E-25  3.829021E-27  2.686989E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.767550E-24  7.734270E-27  5.542308E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  3.928075E-24  1.733087E-26  1.272499E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  8.521905E-24  3.790487E-26  2.850513E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  2.036849E-23  9.143567E-26  7.066602E-28  1.927850E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  4.441179E-23  2.010362E-25  1.592802E-27  4.340072E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  9.599235E-23  4.381396E-25  3.558593E-27  9.801926E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  2.091917E-22  9.629844E-25  8.024410E-27  2.234824E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  4.046528E-22  1.876442E-24  1.598565E-26  4.494573E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  6.848499E-22  3.194518E-24  2.770449E-26  7.849302E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.132758E-21  5.314016E-24  4.689124E-26  1.338418E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.706946E-21  8.045338E-24  7.201524E-26  2.068126E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  2.418102E-21  1.144319E-23  1.036968E-25  2.993599E-28  1.151322E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  4.348075E-21  2.071817E-23  1.917326E-25  5.584799E-28  2.191895E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  7.171884E-21  3.437701E-23  3.239933E-25  9.510680E-28  3.793168E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.274742E-20  6.152651E-23  5.923589E-25  1.754608E-27  7.130642E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  2.134252E-20  1.036603E-22  1.017556E-24  3.038874E-27  1.256281E-29  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  3.738711E-20  1.828501E-22  1.833815E-24  5.526320E-27  2.328197E-29  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  6.056395E-20  2.979920E-22  3.045057E-24  9.249009E-27  3.961361E-29  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.038460E-19  5.144422E-22  5.369549E-24  1.645518E-26  7.180713E-29  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  1.790348E-19  8.931042E-22  9.526497E-24  2.946091E-26  1.310454E-28  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  3.091209E-19  1.552884E-21  1.693227E-23  5.284633E-26  2.396629E-28  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  5.237439E-19  2.649022E-21  2.950879E-23  9.292270E-26  4.294298E-28  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  9.241256E-19  4.708592E-21  5.368107E-23  1.706770E-25  8.050278E-28  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  1.535528E-18  7.875426E-21  9.167075E-23  2.939870E-25  1.412262E-27  1.635397E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  2.634136E-18  1.360473E-20  1.619066E-22  5.240120E-25  2.566842E-27  3.000645E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  4.387281E-18  2.280977E-20  2.772210E-22  9.050494E-25  4.516189E-27  5.313453E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  7.522180E-18  3.938339E-20  4.894567E-22  1.612702E-24  8.207140E-27  9.722081E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  1.187032E-17  6.252009E-20  7.919247E-22  2.629782E-24  1.360921E-26  1.621506E-29  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  1.840252E-17  9.748593E-20  1.257856E-21  4.208805E-24  2.213794E-26  2.652550E-29  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  2.688281E-17  1.431293E-19  1.876885E-21  6.321785E-24  3.372857E-26  4.061202E-29  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  5.160008E-17  2.771640E-19  3.739068E-21  1.274079E-23  6.969341E-26  8.463968E-29  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  8.450105E-17  4.570194E-19  6.303649E-21  2.167454E-23  1.209000E-25  1.478143E-28  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  1.316020E-16  7.162791E-19  1.008370E-20  3.496131E-23  1.985547E-25  2.442549E-28  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  1.884998E-16  1.031373E-18  1.476912E-20  5.156153E-23  2.972571E-25  3.675515E-28  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  2.601973E-16  1.430558E-18  2.080896E-20  7.311028E-23  4.273402E-25  5.308840E-28  1.005961E-30  1.000000E-30
    113  4.671253119976E-02  3.466532E-16  1.914282E-18  2.824556E-20  9.981271E-23  5.907940E-25  7.370839E-28  1.411103E-30  1.000000E-30
    114  4.684580987606E-02  4.509146E-16  2.500282E-18  3.738851E-20  1.328369E-22  7.955663E-25  9.965326E-28  1.926069E-30  1.000000E-30
    115  4.697520204195E-02  5.793892E-16  3.225510E-18  4.886457E-20  1.745231E-22  1.057252E-24  1.329468E-27  2.593493E-30  1.000000E-30
    116  4.709649788536E-02  7.299923E-16  4.079170E-18  6.255622E-20  2.245258E-22  1.374855E-24  1.735147E-27  3.414492E-30  1.000000E-30
    117  4.721637454993E-02  9.139841E-16  5.126251E-18  7.956992E-20  2.869842E-22  1.776101E-24  2.249620E-27  4.465235E-30  1.000000E-30
    118  4.732862910872E-02  1.124647E-15  6.329709E-18  9.937050E-20  3.600366E-22  2.250549E-24  2.860179E-27  5.723246E-30  1.000000E-30
    119  4.750539400184E-02  1.550302E-15  8.773176E-18  1.402160E-19  5.116877E-22  3.249204E-24  4.151311E-27  8.413474E-30  1.000000E-30
    120  4.767210524850E-02  2.086095E-15  1.186633E-17  1.928890E-19  7.086996E-22  4.567726E-24  5.865235E-27  1.203159E-29  1.000000E-30
    121  4.783406579930E-02  2.769537E-15  1.583321E-17  2.616474E-19  9.676890E-22  6.328024E-24  8.165247E-27  1.694791E-29  1.000000E-30
    122  4.799263518131E-02  3.639344E-15  2.090840E-17  3.511486E-19  1.307127E-21  8.670149E-24  1.124089E-26  2.360272E-29  1.000000E-30
    123  4.815339657435E-02  4.781961E-15  2.761029E-17  4.713865E-19  1.766249E-21  1.188601E-23  1.548505E-26  3.289800E-29  1.000000E-30
    124  4.832264594384E-02  6.349257E-15  3.685290E-17  6.401895E-19  2.415374E-21  1.650404E-23  2.161133E-26  4.648540E-29  1.000000E-30
    125  4.849826454798E-02  8.487045E-15  4.953109E-17  8.760895E-19  3.329212E-21  2.311189E-23  3.042472E-26  6.629144E-29  1.000000E-30
    126  4.867786870736E-02  1.137616E-14  6.676458E-17  1.202954E-18  4.605038E-21  3.249298E-23  4.300657E-26  9.495205E-29  1.000000E-30
    127  4.885872256535E-02  1.522531E-14  8.985990E-17  1.649597E-18  6.361788E-21  4.563155E-23  6.072716E-26  1.358775E-28  1.000000E-30
    128  4.903755607841E-02  2.024433E-14  1.201512E-16  2.246879E-18  8.729022E-21  6.363846E-23  8.515018E-26  1.930620E-28  1.000000E-30
    129  4.921259737621E-02  2.667711E-14  1.591989E-16  3.031660E-18  1.186279E-20  8.787721E-23  1.182068E-25  2.715150E-28  1.000000E-30
    130  4.938368810460E-02  3.484274E-14  2.090448E-16  4.052378E-18  1.596869E-20  1.201584E-22  1.624690E-25  3.779632E-28  1.000000E-30
    131  4.955132280349E-02  4.515217E-14  2.723249E-16  5.372174E-18  2.131591E-20  1.628781E-22  2.213530E-25  5.214281E-28  1.000000E-30
    132  4.971624312404E-02  5.813288E-14  3.524342E-16  7.073390E-18  2.825728E-20  2.192149E-22  2.994094E-25  7.140526E-28  1.000000E-30
    133  4.987811857735E-02  7.433392E-14  4.529519E-16  9.246286E-18  3.718498E-20  2.928070E-22  4.018935E-25  9.701652E-28  1.000000E-30
    134  5.003799836445E-02  9.457803E-14  5.792143E-16  1.202393E-17  4.867553E-20  3.889853E-22  5.365024E-25  1.310762E-27  1.141342E-30
    135  5.019682549602E-02  1.198928E-13  7.379289E-16  1.557694E-17  6.347382E-20  5.147518E-22  7.134002E-25  1.763929E-27  1.545890E-30
    136  5.035511419132E-02  1.515327E-13  9.373365E-16  2.011941E-17  8.252182E-20  6.791176E-22  9.457397E-25  2.366519E-27  2.084743E-30
    137  5.051299755300E-02  1.909782E-13  1.187238E-15  2.591236E-17  1.069787E-19  8.933956E-22  1.250138E-24  3.165819E-27  2.803325E-30
    138  5.067010535678E-02  2.398538E-13  1.498503E-15  3.325499E-17  1.381887E-19  1.171041E-21  1.646514E-24  4.219588E-27  3.755716E-30
    139  5.082726902819E-02  3.005099E-13  1.886820E-15  4.257726E-17  1.780831E-19  1.531409E-21  2.163545E-24  5.611274E-27  5.020209E-30
    140  5.098506829486E-02  3.758302E-13  2.371568E-15  5.442223E-17  2.291210E-19  1.999594E-21  2.838624E-24  7.451225E-27  6.700947E-30
    141  5.114361869269E-02  4.691393E-13  2.975302E-15  6.944103E-17  2.942827E-19  2.606720E-21  3.718464E-24  9.879731E-27  8.931281E-30
    142  5.130328078870E-02  5.846115E-13  3.726494E-15  8.847029E-17  3.774235E-19  3.393679E-21  4.864738E-24  1.308436E-26  1.189045E-29
    143  5.146205644840E-02  7.250266E-13  4.644956E-15  1.121672E-16  4.816895E-19  4.396418E-21  6.332821E-24  1.724188E-26  1.575059E-29
    144  5.162089365231E-02  8.957306E-13  5.767711E-15  1.416752E-16  6.124476E-19  5.674234E-21  8.213296E-24  2.263676E-26  2.078712E-29
    145  5.177902725711E-02  1.100866E-12  7.124467E-15  1.780049E-16  7.745887E-19  7.284522E-21  1.059536E-23  2.956042E-26  2.728664E-29
    146  5.193558292952E-02  1.344158E-12  8.742608E-15  2.221542E-16  9.730435E-19  9.287623E-21  1.357389E-23  3.833172E-26  3.556606E-29
    147  5.207655208218E-02  1.601973E-12  1.046658E-14  2.700441E-16  1.189789E-18  1.150943E-20  1.689399E-23  4.823153E-26  4.495979E-29
    148  5.220437120847E-02  1.870993E-12  1.227440E-14  3.210997E-16  1.422317E-18  1.392705E-20  2.052304E-23  5.917676E-26  5.539530E-29
    149  5.240275279905E-02  2.361685E-12  1.559237E-14  4.167674E-16  1.861460E-18  1.857465E-20  2.753902E-23  8.064149E-26  7.598310E-29
    150  5.258707116153E-02  2.904507E-12  1.929014E-14  5.260495E-16  2.367781E-18  2.404682E-20  3.585484E-23  1.065142E-25  1.009730E-28
    151  5.276353482958E-02  3.507257E-12  2.342597E-14  6.512480E-16  2.953091E-18  3.050234E-20  4.572807E-23  1.377341E-25  1.313313E-28
    152  5.293536770993E-02  4.173612E-12  2.803159E-14  7.940601E-16  3.626753E-18  3.808358E-20  5.739666E-23  1.752271E-25  1.680316E-28
    153  5.310288915571E-02  4.896639E-12  3.306610E-14  9.540252E-16  4.388171E-18  4.682780E-20  7.094084E-23  2.194498E-25  2.116058E-28
    154  5.325369291828E-02  5.604614E-12  3.803192E-14  1.115616E-15  5.164102E-18  5.591509E-20  8.510255E-23  2.664070E-25  2.581676E-28
    155  5.339308966526E-02  6.301192E-12  4.295219E-14  1.279413E-15  5.957182E-18  6.537663E-20  9.993222E-23  3.162949E-25  3.079279E-28
    156  5.362726198018E-02  7.540138E-12  5.178890E-14  1.582932E-15  7.443475E-18  8.355862E-20  1.286510E-22  4.148073E-25  4.069689E-28
    157  5.383816121000E-02  8.698390E-12  6.015533E-14  1.882062E-15  8.929282E-18  1.023127E-19  1.585572E-22  5.198772E-25  5.136248E-28
    158  5.403768730975E-02  9.793039E-12  6.816704E-14  2.180451E-15  1.043261E-17  1.218837E-19  1.900579E-22  6.331553E-25  6.296860E-28
    159  5.422986619970E-02  1.081198E-11  7.573295E-14  2.474789E-15  1.193763E-17  1.421082E-19  2.229187E-22  7.541262E-25  7.547825E-28
    160  5.440569294967E-02  1.168603E-11  8.232694E-14  2.743506E-15  1.333281E-17  1.614709E-19  2.546775E-22  8.737927E-25  8.796621E-28
    161  5.456994612052E-02  1.243169E-11  8.805217E-14  2.988626E-15  1.462560E-17  1.800034E-19  2.853591E-22  9.920663E-25  1.004182E-27
    162  5.485681963417E-02  1.352186E-11  9.667903E-14  3.388535E-15  1.678587E-17  2.124967E-19  3.398856E-22  1.209243E-24  1.235699E-27
    163  5.511708850657E-02  1.423146E-11  1.026283E-13  3.703937E-15  1.855286E-17  2.409811E-19  3.885845E-22  1.411953E-24  1.455372E-27
    164  5.536560227933E-02  1.463320E-11  1.063942E-13  3.949020E-15  1.999126E-17  2.661350E-19  4.324854E-22  1.603535E-24  1.666559E-27
    165  5.559867087093E-02  1.476191E-11  1.081606E-13  4.121817E-15  2.107472E-17  2.871259E-19  4.700033E-22  1.776047E-24  1.860205E-27
    166  5.582344501454E-02  1.466410E-11  1.082476E-13  4.231686E-15  2.184545E-17  3.043626E-19  5.017301E-22  1.931087E-24  2.037765E-27
    167  5.608267729631E-02  1.431103E-11  1.065560E-13  4.290346E-15  2.239570E-17  3.202181E-19  5.321687E-22  2.092279E-24  2.227001E-27
    168  5.632179590432E-02  1.379350E-11  1.035246E-13  4.283662E-15  2.259144E-17  3.308491E-19  5.539720E-22  2.221286E-24  2.383219E-27
    169  5.658568452696E-02  1.305865E-11  9.887853E-14  4.217066E-15  2.249419E-17  3.382873E-19  5.711420E-22  2.340649E-24  2.533496E-27
    170  5.682194908758E-02  1.229692E-11  9.385176E-14  4.112871E-15  2.216290E-17  3.413437E-19  5.806007E-22  2.426492E-24  2.647208E-27
    171  5.707748662895E-02  1.140610E-11  8.780470E-14  3.962941E-15  2.159191E-17  3.412612E-19  5.851529E-22  2.498090E-24  2.748694E-27
    172  5.730159219632E-02  1.059810E-11  8.220412E-14  3.807586E-15  2.094754E-17  3.386934E-19  5.848714E-22  2.544056E-24  2.820333E-27
    173  5.769211250520E-02  9.194756E-12  7.226961E-14  3.502787E-15  1.959983E-17  3.297645E-19  5.765252E-22  2.591186E-24  2.910352E-27
    174  5.804755660481E-02  7.974355E-12  6.344093E-14  3.205248E-15  1.821461E-17  3.178312E-19  5.619657E-22  2.602683E-24  2.958350E-27
    175  5.837706807704E-02  6.932304E-12  5.577532E-14  2.928925E-15  1.688530E-17  3.048030E-19  5.446116E-22  2.593920E-24  2.981299E-27
    176  5.868213309337E-02  6.061166E-12  4.927944E-14  2.682299E-15  1.567089E-17  2.919215E-19  5.266812E-22  2.574422E-24  2.989356E-27
    177  5.897372529375E-02  5.317924E-12  4.367328E-14  2.460423E-15  1.455944E-17  2.795344E-19  5.090465E-22  2.550996E-24  2.991364E-27
    178  5.927019313219E-02  4.652663E-12  3.860384E-14  2.252606E-15  1.350443E-17  2.673974E-19  4.915841E-22  2.526981E-24  2.992969E-27
    179  5.955970264735E-02  4.088851E-12  3.426871E-14  2.069711E-15  1.256717E-17  2.564730E-19  4.758962E-22  2.508146E-24  2.999830E-27
