 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                hf176         hf177         hf178         hf179         hf180         hf181         hf182         hf183
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000867E-30  1.001864E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      3  6.264265632874E-16  1.005540E-30  1.011558E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      4  2.206990590178E-15  1.020575E-30  1.039490E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      5  6.425069294186E-15  1.067060E-30  1.106107E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      6  1.724777641531E-14  1.232809E-30  1.234774E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      7  4.527785414179E-14  2.214207E-30  1.413083E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.050503E-30
      8  1.231582592127E-13  6.322120E-30  1.668549E-30  1.000000E-30  1.000002E-30  1.000005E-30  1.000008E-30  1.143740E-30  1.411689E-30
      9  4.001734798240E-13  9.361923E-30  1.925481E-30  1.000000E-30  1.000824E-30  1.000027E-30  1.246207E-30  1.634998E-30  1.843875E-30
     10  1.150918682670E-12  8.578333E-30  1.909822E-30  1.000000E-30  1.008800E-30  1.010661E-30  1.271180E-30  1.657891E-30  1.856035E-30
     11  2.802808442389E-12  7.442575E-30  1.878479E-30  1.019115E-30  1.005154E-30  1.007208E-30  1.265849E-30  1.653044E-30  1.848786E-30
     12  6.912921996243E-12  5.698986E-30  1.760050E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.305830E-30  1.684090E-30  1.882110E-30
     13  1.659368270033E-11  2.078098E-30  1.252140E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.094703E-30  1.143878E-30
     14  1.134012897413E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
