 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                k48           k49           k50           k51           k52           k53           k54           k55  
    178  5.927019313219E-02  4.853242E-13  1.768940E-13  2.588102E-16  3.159779E-18  1.020576E-21  3.939709E-24  1.827006E-28  1.000000E-30
    179  5.955970264735E-02  4.673440E-13  1.763577E-13  2.610823E-16  3.259551E-18  1.061141E-21  4.176491E-24  1.942007E-28  1.000000E-30
    180  5.987296131417E-02  4.635415E-13  1.816631E-13  2.724015E-16  3.484430E-18  1.144119E-21  4.598874E-24  2.144675E-28  1.000000E-30
    181  6.018239261751E-02  4.692187E-13  1.909217E-13  2.899456E-16  3.799221E-18  1.258144E-21  5.163857E-24  2.415192E-28  1.000000E-30
    182  6.051941164510E-02  4.815300E-13  2.041436E-13  3.143666E-16  4.229098E-18  1.413606E-21  5.935795E-24  2.785161E-28  1.000000E-30
    183  6.081686890997E-02  4.954802E-13  2.178397E-13  3.396195E-16  4.676651E-18  1.576166E-21  6.753481E-24  3.177908E-28  1.000000E-30
    184  6.107970107709E-02  5.092600E-13  2.312346E-13  3.644684E-16  5.123721E-18  1.739542E-21  7.588195E-24  3.579803E-28  1.000000E-30
    185  6.149099227918E-02  5.324874E-13  2.543460E-13  4.078548E-16  5.923137E-18  2.034262E-21  9.127078E-24  4.323171E-28  1.000000E-30
    186  6.184187848266E-02  5.533120E-13  2.760241E-13  4.491978E-16  6.707878E-18  2.326663E-21  1.069367E-23  5.082847E-28  1.000000E-30
    187  6.212841772032E-02  5.707299E-13  2.950272E-13  4.859728E-16  7.424752E-18  2.596290E-21  1.217101E-23  5.801648E-28  1.000000E-30
    188  6.241083345826E-02  5.881430E-13  3.149131E-13  5.249845E-16  8.204111E-18  2.891943E-21  1.382446E-23  6.608605E-28  1.000000E-30
    189  6.286334795077E-02  6.163809E-13  3.492417E-13  5.935663E-16  9.619562E-18  3.435043E-21  1.694511E-23  8.137852E-28  1.000000E-30
    190  6.324448148531E-02  6.403489E-13  3.805995E-13  6.575337E-16  1.098953E-17  3.967498E-21  2.009930E-23  9.690683E-28  1.000000E-30
    191  6.354755735680E-02  6.595046E-13  4.072536E-13  7.128442E-16  1.221062E-17  4.447133E-21  2.301265E-23  1.113043E-27  1.000000E-30
    192  6.382753282149E-02  6.772154E-13  4.332690E-13  7.676394E-16  1.345257E-17  4.939446E-21  2.606836E-23  1.264552E-27  1.000000E-30
    193  6.429792763326E-02  7.068676E-13  4.800805E-13  8.681966E-16  1.581199E-17  5.886061E-21  3.211334E-23  1.565593E-27  1.087101E-30
    194  6.470641913937E-02  7.323797E-13  5.240073E-13  9.647702E-16  1.817148E-17  6.846091E-21  3.844966E-23  1.882757E-27  1.336406E-30
    195  6.514351188605E-02  7.592970E-13  5.745437E-13  1.078425E-15  2.106004E-17  8.037593E-21  4.657058E-23  2.291292E-27  1.660375E-30
    196  6.551961572666E-02  7.820850E-13  6.211444E-13  1.185533E-15  2.388709E-17  9.219134E-21  5.487531E-23  2.711094E-27  2.000149E-30
    197  6.614173306661E-02  8.186833E-13  7.047348E-13  1.383042E-15  2.935522E-17  1.154278E-20  7.185524E-23  3.574725E-27  2.717248E-30
    198  6.666431851744E-02  8.480412E-13  7.813960E-13  1.570092E-15  3.482583E-17  1.391204E-20  8.995056E-23  4.501574E-27  3.509428E-30
    199  6.714973898932E-02  8.739474E-13  8.580538E-13  1.762608E-15  4.073860E-17  1.651654E-20  1.106399E-22  5.567994E-27  4.444692E-30
    200  6.763365269933E-02  8.983634E-13  9.400528E-13  1.974333E-15  4.755530E-17  1.956870E-20  1.358228E-22  6.874020E-27  5.618989E-30
    201  6.810748363549E-02  9.206444E-13  1.025690E-12  2.201803E-15  5.523510E-17  2.306424E-20  1.657791E-22  8.437222E-27  7.059940E-30
    202  6.886988901479E-02  9.527021E-13  1.174689E-12  2.612737E-15  7.000687E-17  2.993563E-20  2.276993E-22  1.169520E-26  1.016425E-29
    203  6.932442343830E-02  9.694449E-13  1.270468E-12  2.886841E-15  8.047909E-17  3.491024E-20  2.747312E-22  1.418949E-26  1.261653E-29
    204  6.977291475786E-02  9.840944E-13  1.369997E-12  3.179768E-15  9.219787E-17  4.056633E-20  3.301968E-22  1.714903E-26  1.559711E-29
    205  7.051837306122E-02  1.004042E-12  1.546258E-12  3.718831E-15  1.151545E-16  5.188876E-20  4.468680E-22  2.342655E-26  2.212938E-29
    206  7.120724846930E-02  1.017415E-12  1.721360E-12  4.279917E-15  1.409092E-16  6.492355E-20  5.893095E-22  3.116723E-26  3.050096E-29
    207  7.185571854523E-02  1.025470E-12  1.896947E-12  4.867996E-15  1.698779E-16  7.994602E-20  7.627990E-22  4.068457E-26  4.117489E-29
    208  7.250556240022E-02  1.029053E-12  2.082834E-12  5.518833E-15  2.042563E-16  9.820742E-20  9.854750E-22  5.301520E-26  5.550777E-29
    209  7.308358088908E-02  1.028535E-12  2.256399E-12  6.152920E-15  2.400447E-16  1.176562E-19  1.235155E-21  6.696526E-26  7.228222E-29
    210  7.365083251161E-02  1.024779E-12  2.434451E-12  6.829844E-15  2.806939E-16  1.402236E-19  1.539178E-21  8.409560E-26  9.354682E-29
    211  7.420607479025E-02  1.018105E-12  2.615673E-12  7.547052E-15  3.264973E-16  1.661976E-19  1.906182E-21  1.049491E-25  1.202610E-28
    212  7.477269193766E-02  1.008461E-12  2.807655E-12  8.338245E-15  3.802448E-16  1.973334E-19  2.367691E-21  1.313963E-25  1.552310E-28
    213  7.532671922740E-02  9.965473E-13  3.003008E-12  9.175880E-15  4.407267E-16  2.331195E-19  2.924006E-21  1.635489E-25  1.991098E-28
    214  7.590819975934E-02  9.816934E-13  3.215996E-12  1.012716E-14  5.138270E-16  2.773182E-19  3.645327E-21  2.056046E-25  2.583881E-28
    215  7.648106882397E-02  9.650671E-13  3.434186E-12  1.114272E-14  5.969420E-16  3.286901E-19  4.526173E-21  2.574227E-25  3.338701E-28
    216  7.706864365518E-02  9.463797E-13  3.667970E-12  1.227531E-14  6.955945E-16  3.910184E-19  5.649102E-21  3.240806E-25  4.342365E-28
    217  7.765097184480E-02  9.266427E-13  3.910939E-12  1.349950E-14  8.090450E-16  4.642914E-19  7.036553E-21  4.071953E-25  5.636307E-28
    218  7.824188421090E-02  9.058271E-13  4.170233E-12  1.485717E-14  9.428557E-16  5.526414E-19  8.795140E-21  5.135167E-25  7.348151E-28
    219  7.883216312169E-02  8.847129E-13  4.444656E-12  1.634732E-14  1.098857E-15  6.579243E-19  1.099787E-20  6.479266E-25  9.586496E-28
    220  7.934760137230E-02  8.663836E-13  4.699934E-12  1.777739E-14  1.256953E-15  7.667854E-19  1.338280E-20  7.947068E-25  1.210859E-27
    221  7.991019390762E-02  8.468800E-13  4.997670E-12  1.949480E-14  1.457043E-15  9.072917E-19  1.660296E-20  9.945726E-25  1.565040E-27
    222  8.044081450283E-02  8.293188E-13  5.300339E-12  2.128916E-14  1.677161E-15  1.064917E-18  2.038255E-20  1.231165E-24  1.997527E-27
    223  8.103419684334E-02  8.110559E-13  5.670728E-12  2.353977E-14  1.967626E-15  1.277061E-18  2.570910E-20  1.567515E-24  2.632295E-27
    224  8.158988408622E-02  7.956389E-13  6.054050E-12  2.592457E-14  2.291390E-15  1.518289E-18  3.205551E-20  1.971848E-24  3.420528E-27
    225  8.219791245697E-02  7.810312E-13  6.522102E-12  2.890269E-14  2.716532E-15  1.841491E-18  4.096985E-20  2.544966E-24  4.575322E-27
    226  8.273529679330E-02  7.703613E-13  6.987555E-12  3.192504E-14  3.169152E-15  2.192342E-18  5.110063E-20  3.202091E-24  5.942635E-27
    227  8.327310875316E-02  7.619695E-13  7.511978E-12  3.539373E-14  3.712298E-15  2.621124E-18  6.402769E-20  4.047680E-24  7.756376E-27
    228  8.381967664174E-02  7.558409E-13  8.113230E-12  3.945064E-14  4.377370E-15  3.156091E-18  8.088160E-20  5.159689E-24  1.021664E-26
    229  8.442137901789E-02  7.518223E-13  8.866335E-12  4.464748E-14  5.272706E-15  3.890964E-18  1.051520E-19  6.776012E-24  1.391343E-26
    230  8.496109010092E-02  7.504648E-13  9.636753E-12  5.008701E-14  6.257814E-15  4.715937E-18  1.337071E-19  8.695405E-24  1.845037E-26
    231  8.556251684447E-02  7.510341E-13  1.060899E-11  5.713613E-14  7.604035E-15  5.867302E-18  1.755420E-19  1.153466E-23  2.539338E-26
    232  8.609514523980E-02  7.528961E-13  1.157700E-11  6.436103E-14  9.061694E-15  7.140942E-18  2.241383E-19  1.486498E-23  3.381859E-26
    233  8.668730402486E-02  7.558031E-13  1.277979E-11  7.362232E-14  1.103986E-14  8.907704E-18  2.949972E-19  1.976939E-23  4.666221E-26
    234  8.725638446658E-02  7.586561E-13  1.406323E-11  8.386036E-14  1.336600E-14  1.103433E-17  3.848965E-19  2.605707E-23  6.373535E-26
    235  8.784892152766E-02  7.607624E-13  1.552587E-11  9.599788E-14  1.631035E-14  1.379252E-17  5.079997E-19  3.476059E-23  8.826262E-26
    236  8.837914431516E-02  7.611060E-13  1.693660E-11  1.081993E-13  1.947248E-14  1.682727E-17  6.508851E-19  4.497061E-23  1.180998E-25
    237  8.927467123273E-02  7.563661E-13  1.950599E-11  1.317574E-13  2.615371E-14  2.345163E-17  9.860215E-19  6.926363E-23  1.926502E-25
    238  9.009385267910E-02  7.440926E-13  2.198236E-11  1.563517E-13  3.397590E-14  3.152578E-17  1.431599E-18  1.021239E-22  2.995290E-25
    239  9.088007009323E-02  7.236914E-13  2.439132E-11  1.824005E-13  4.326952E-14  4.150384E-17  2.030637E-18  1.470450E-22  4.540374E-25
    240  9.160938796651E-02  6.968993E-13  2.656430E-11  2.082044E-13  5.361276E-14  5.304911E-17  2.782999E-18  2.043879E-22  6.622148E-25
    241  9.231864750676E-02  6.639936E-13  2.855145E-11  2.343465E-13  6.539640E-14  6.671468E-17  3.747489E-18  2.790708E-22  9.478806E-25
    242  9.335415502949E-02  6.059508E-13  3.112476E-11  2.734929E-13  8.593303E-14  9.171264E-17  5.699380E-18  4.332871E-22  1.578330E-24
    243  9.429165011748E-02  5.468296E-13  3.304100E-11  3.090835E-13  1.082451E-13  1.204042E-16  8.205200E-18  6.357477E-22  2.468418E-24
    244  9.514750284226E-02  4.907246E-13  3.444587E-11  3.414230E-13  1.321576E-13  1.527311E-16  1.133208E-17  8.936347E-22  3.680223E-24
    245  9.592869681963E-02  4.403284E-13  3.546910E-11  3.708618E-13  1.574126E-13  1.884531E-16  1.512196E-17  1.212148E-21  5.270601E-24
    246  9.638259128200E-02  4.119650E-13  3.597655E-11  3.881389E-13  1.738826E-13  2.125221E-16  1.785337E-17  1.444903E-21  6.485523E-24
    247  9.686466198075E-02  3.830605E-13  3.646212E-11  4.067766E-13  1.930418E-13  2.412161E-16  2.128138E-17  1.740177E-21  8.081162E-24
    248  9.745016881397E-02  3.500032E-13  3.700517E-11  4.301089E-13  2.189993E-13  2.811602E-16  2.633535E-17  2.180844E-21  1.055765E-23
    249  9.798964068785E-02  3.217569E-13  3.749492E-11  4.527152E-13  2.460571E-13  3.239425E-16  3.207448E-17  2.687592E-21  1.352295E-23
    250  9.892639389759E-02  2.781299E-13  3.844502E-11  4.962756E-13  3.024294E-13  4.161355E-16  4.541624E-17  3.885499E-21  2.092202E-23
    251  9.977784733458E-02  2.450766E-13  3.960222E-11  5.436643E-13  3.679723E-13  5.273186E-16  6.292281E-17  5.487643E-21  3.144457E-23
    252  1.005622893962E-01  2.202198E-13  4.116669E-11  5.985199E-13  4.466771E-13  6.648191E-16  8.620115E-17  7.654230E-21  4.647452E-23
    253  1.013070552067E-01  2.019381E-13  4.338122E-11  6.664196E-13  5.460877E-13  8.428600E-16  1.183281E-16  1.069049E-20  6.861362E-23
    254  1.019791947326E-01  1.900268E-13  4.632545E-11  7.482928E-13  6.676407E-13  1.065199E-15  1.607675E-16  1.475679E-20  9.962459E-23
    255  1.025982572428E-01  1.831079E-13  5.020564E-11  8.497201E-13  8.204544E-13  1.349966E-15  2.179072E-16  2.029940E-20  1.436340E-22
    256  1.032644197032E-01  1.804312E-13  5.616970E-11  1.000074E-12  1.051893E-12  1.789643E-15  3.106969E-16  2.941288E-20  2.189991E-22
    257  1.039121745974E-01  1.829840E-13  6.450968E-11  1.207130E-12  1.380718E-12  2.427472E-15  4.525918E-16  4.352956E-20  3.407089E-22
    258  1.045193471709E-01  1.905152E-13  7.554700E-11  1.481740E-12  1.834470E-12  3.326880E-15  6.635095E-16  6.478043E-20  5.315449E-22
    259  1.051181778144E-01  2.034810E-13  9.064992E-11  1.863085E-12  2.495130E-12  4.666808E-15  9.951041E-16  9.861941E-20  8.480452E-22
    260  1.056826419982E-01  2.213665E-13  1.101191E-10  2.366068E-12  3.413982E-12  6.575374E-15  1.493916E-15  1.501785E-19  1.350205E-21
    261  1.062431336111E-01  2.452149E-13  1.362472E-10  3.060580E-12  4.757802E-12  9.436261E-15  2.284274E-15  2.329322E-19  2.189515E-21
    262  1.068146627648E-01  2.766512E-13  1.721312E-10  4.047398E-12  6.791628E-12  1.388192E-14  3.586345E-15  3.711202E-19  3.651523E-21
    263  1.073656177930E-01  3.146183E-13  2.183818E-10  5.367831E-12  9.700020E-12  2.041502E-14  5.617559E-15  5.896798E-19  6.064960E-21
    264  1.079139362418E-01  3.606830E-13  2.794588E-10  7.181552E-12  1.397789E-11  3.029344E-14  8.879636E-15  9.455682E-19  1.016702E-20
    265  1.084202130578E-01  4.113878E-13  3.529804E-10  9.453859E-12  1.971383E-11  4.390435E-14  1.364699E-14  1.472757E-18  1.650241E-20
    266  1.089957947327E-01  4.795877E-13  4.622391E-10  1.298025E-11  2.928596E-11  6.728786E-14  2.236650E-14  2.450964E-18  2.879052E-20
    267  1.095139929398E-01  5.514466E-13  5.904545E-10  1.730796E-11  4.193811E-11  9.912034E-14  3.501149E-14  3.890298E-18  4.769452E-20
    268  1.100036617482E-01  6.290556E-13  7.446596E-10  2.273817E-11  5.896433E-11  1.431591E-13  5.357395E-14  6.032160E-18  7.702220E-20
    269  1.105581599754E-01  7.292015E-13  9.674195E-10  3.094851E-11  8.670052E-11  2.170530E-13  8.674949E-14  9.916349E-18  1.326223E-19
    270  1.111738162549E-01  8.564918E-13  1.289963E-09  4.347506E-11  1.327667E-10  3.439830E-13  1.479639E-13  1.720312E-17  2.423126E-19
    271  1.117276452796E-01  9.855925E-13  1.665796E-09  5.886061E-11  1.943765E-10  5.195314E-13  2.388691E-13  2.820400E-17  4.163689E-19
    272  1.122547306619E-01  1.121384E-12  2.116328E-09  7.824991E-11  2.785039E-10  7.669498E-13  3.758569E-13  4.504166E-17  6.955569E-19
    273  1.128196390807E-01  1.280574E-12  2.720686E-09  1.056454E-10  4.076173E-10  1.159298E-12  6.085873E-13  7.411203E-17  1.201448E-18
    274  1.134172103791E-01  1.462824E-12  3.525138E-09  1.442228E-10  6.064102E-10  1.785039E-12  1.008303E-12  1.249143E-16  2.132610E-18
    275  1.139661173569E-01  1.640363E-12  4.442839E-09  1.907772E-10  8.685695E-10  2.639469E-12  1.595493E-12  2.008318E-16  3.596963E-18
    276  1.145721141816E-01  1.844973E-12  5.686279E-09  2.576712E-10  1.281447E-09  4.034619E-12  2.629528E-12  3.369206E-16  6.364454E-18
    277  1.151138636995E-01  2.032047E-12  7.030446E-09  3.344057E-10  1.800478E-09  5.852671E-12  4.081627E-12  5.314278E-16  1.053166E-17
    278  1.160623872824E-01  2.352870E-12  9.992859E-09  5.178820E-10  3.208622E-09  1.103582E-11  8.674536E-12  1.161968E-15  2.506244E-17
    279  1.166131253687E-01  2.528002E-12  1.209574E-08  6.591953E-10  4.433655E-09  1.576265E-11  1.328924E-11  1.810121E-15  4.103153E-17
    280  1.171578902390E-01  2.686156E-12  1.446377E-08  8.287545E-10  6.048553E-09  2.222531E-11  2.009031E-11  2.782507E-15  6.626967E-17
    281  1.179966344325E-01  2.885181E-12  1.866704E-08  1.156248E-09  9.580712E-09  3.705628E-11  3.732560E-11  5.305586E-15  1.364411E-16
    282  1.184626561866E-01  2.968490E-12  2.126658E-08  1.376036E-09  1.224026E-08  4.872291E-11  5.214061E-11  7.520333E-15  2.018952E-16
    283  1.189221956404E-01  3.028781E-12  2.398720E-08  1.620750E-09  1.546657E-08  6.334576E-11  7.198007E-11  1.053332E-14  2.950970E-16
    284  1.197605220964E-01  3.072072E-12  2.926386E-08  2.141344E-09  2.325660E-08  1.003808E-10  1.273721E-10  1.914362E-14  5.800452E-16
    285  1.205341475296E-01  3.039187E-12  3.430117E-08  2.703577E-09  3.311632E-08  1.501032E-10  2.110662E-10  3.252436E-14  1.060148E-15
    286  1.212540834288E-01  2.946626E-12  3.893290E-08  3.290626E-09  4.512438E-08  2.141500E-10  3.315956E-10  5.231213E-14  1.826176E-15
    287  1.219299358624E-01  2.811327E-12  4.305609E-08  3.888055E-09  5.932927E-08  2.940894E-10  4.988692E-10  8.047476E-14  2.997724E-15
    288  1.225766858039E-01  2.648768E-12  4.664132E-08  4.489426E-09  7.592600E-08  3.925004E-10  7.269446E-10  1.198194E-13  4.751574E-15
    289  1.231854533608E-01  2.471143E-12  4.958293E-08  5.070635E-09  9.454278E-08  5.086053E-10  1.023829E-09  1.722415E-13  7.248107E-15
    290  1.237219182154E-01  2.301679E-12  5.175817E-08  5.585541E-09  1.135569E-07  6.328807E-10  1.371713E-09  2.349992E-13  1.042359E-14
    291  1.242404039059E-01  2.132932E-12  5.344122E-08  6.076860E-09  1.343735E-07  7.751023E-10  1.804997E-09  3.147498E-13  1.469418E-14
    292  1.248086455930E-01  1.946796E-12  5.477883E-08  6.599001E-09  1.600686E-07  9.590270E-10  2.417162E-09  4.298169E-13  2.123128E-14
    293  1.253177247642E-01  1.780382E-12  5.551314E-08  7.045022E-09  1.857852E-07  1.151859E-09  3.118027E-09  5.643136E-13  2.933046E-14
    294  1.258810647447E-01  1.603302E-12  5.581488E-08  7.506389E-09  2.172309E-07  1.399156E-09  4.100519E-09  7.568772E-13  4.163273E-14
    295  1.264205598797E-01  1.443409E-12  5.561409E-08  7.909605E-09  2.503089E-07  1.672574E-09  5.291296E-09  9.954031E-13  5.782596E-14
    296  1.270317883483E-01  1.273993E-12  5.483372E-08  8.312850E-09  2.913397E-07  2.030154E-09  7.008076E-09  1.347297E-12  8.330022E-14
    297  1.275757308169E-01  1.135773E-12  5.369323E-08  8.619608E-09  3.310203E-07  2.395074E-09  8.940006E-09  1.752530E-12  1.145762E-13
    298  1.286048671531E-01  9.102220E-13  5.056268E-08  9.055239E-09  4.139274E-07  3.218153E-09  1.394275E-08  2.837142E-12  2.063430E-13
    299  1.290949488661E-01  8.175241E-13  4.869831E-08  9.192752E-09  4.569727E-07  3.677788E-09  1.711863E-08  3.546588E-12  2.715102E-13
    300  1.295345101683E-01  7.427772E-13  4.687611E-08  9.279079E-09  4.974544E-07  4.130445E-09  2.050861E-08  4.318482E-12  3.462391E-13
    301  1.303954523490E-01  6.174132E-13  4.300571E-08  9.349501E-09  5.816046E-07  5.136006E-09  2.896383E-08  6.297994E-12  5.531507E-13
    302  1.308549873199E-01  5.599748E-13  4.082072E-08  9.334048E-09  6.290844E-07  5.742602E-09  3.468261E-08  7.673245E-12  7.078413E-13
    303  1.312776310019E-01  5.125560E-13  3.877688E-08  9.290547E-09  6.742828E-07  6.346905E-09  4.083973E-08  9.181472E-12  8.862840E-13
    304  1.320787884157E-01  4.353775E-13  3.488371E-08  9.137165E-09  7.636174E-07  7.621444E-09  5.533720E-08  1.282811E-11  1.350297E-12
    305  1.327308179063E-01  3.825296E-13  3.174721E-08  8.947477E-09  8.395373E-07  8.792168E-09  7.048970E-08  1.675798E-11  1.893892E-12
    306  1.333821207310E-01  3.369831E-13  2.869557E-08  8.706636E-09  9.179452E-07  1.009052E-08  8.938913E-08  2.179823E-11  2.646244E-12
    307  1.339749669338E-01  3.009467E-13  2.602584E-08  8.449181E-09  9.910212E-07  1.138879E-08  1.105402E-07  2.759273E-11  3.576681E-12
    308  1.345530840576E-01  2.697515E-13  2.353283E-08  8.164712E-09  1.063309E-06  1.276463E-08  1.355178E-07  3.461293E-11  4.785029E-12
    309  1.351098094661E-01  2.427365E-13  2.124620E-08  7.862276E-09  1.133417E-06  1.419449E-08  1.643962E-07  4.293469E-11  6.317820E-12
    310  1.359304916944E-01  2.076544E-13  1.811279E-08  7.376543E-09  1.236155E-06  1.648634E-08  2.172383E-07  5.864765E-11  9.468317E-12
    311  1.363572082699E-01  1.912500E-13  1.659597E-08  7.106646E-09  1.288505E-06  1.776030E-08  2.503740E-07  6.877871E-11  1.165632E-11
    312  1.367788244083E-01  1.760537E-13  1.516987E-08  6.828238E-09  1.339011E-06  1.907065E-08  2.875248E-07  8.036070E-11  1.429218E-11
    313  1.375777712339E-01  1.499508E-13  1.268629E-08  6.280598E-09  1.429918E-06  2.167851E-08  3.714666E-07  1.073064E-10  2.092353E-11
    314  1.380438267916E-01  1.361905E-13  1.136863E-08  5.951952E-09  1.478947E-06  2.326054E-08  4.296399E-07  1.265453E-10  2.604469E-11
    315  1.384690951451E-01  1.244364E-13  1.024376E-08  5.645631E-09  1.520330E-06  2.473084E-08  4.894078E-07  1.467425E-10  3.173676E-11
    316  1.391087445178E-01  1.082007E-13  8.696156E-09  5.180155E-09  1.575523E-06  2.696979E-08  5.924131E-07  1.824908E-10  4.254371E-11
    317  1.397002518981E-01  9.466758E-14  7.418055E-09  4.750504E-09  1.617728E-06  2.903969E-08  7.028450E-07  2.220314E-10  5.550581E-11
    318  1.402705851668E-01  8.285713E-14  6.316499E-09  4.339617E-09  1.649050E-06  3.099950E-08  8.243118E-07  2.668551E-10  7.138997E-11
    319  1.408634912375E-01  7.178486E-14  5.299266E-09  3.918962E-09  1.670709E-06  3.296075E-08  9.673173E-07  3.212844E-10  9.227341E-11
    320  1.414089642241E-01  6.266353E-14  4.476611E-09  3.544145E-09  1.680247E-06  3.466536E-08  1.114459E-06  3.790602E-10  1.162580E-10
    321  1.419220762512E-01  5.495686E-14  3.795454E-09  3.205052E-09  1.679695E-06  3.615263E-08  1.266813E-06  4.406927E-10  1.438244E-10
    322  1.422771704232E-01  5.006736E-14  3.371253E-09  2.977644E-09  1.673617E-06  3.709873E-08  1.380406E-06  4.877941E-10  1.662317E-10
    323  1.426029315631E-01  4.589946E-14  3.015259E-09  2.775728E-09  1.664006E-06  3.790019E-08  1.490422E-06  5.343318E-10  1.894903E-10
    324  1.430135230101E-01  4.106305E-14  2.609892E-09  2.531731E-09  1.646533E-06  3.881254E-08  1.636845E-06  5.976572E-10  2.229020E-10
    325  1.434683796643E-01  3.621560E-14  2.213485E-09  2.276043E-09  1.620391E-06  3.968500E-08  1.808905E-06  6.740754E-10  2.659019E-10
    326  1.440315208021E-01  3.089320E-14  1.792019E-09  1.981337E-09  1.578535E-06  4.054516E-08  2.035763E-06  7.781181E-10  3.291354E-10
    327  1.445490332405E-01  2.659364E-14  1.464182E-09  1.731409E-09  1.531240E-06  4.110136E-08  2.257197E-06  8.832607E-10  3.985374E-10
    328  1.451370980342E-01  2.235330E-14  1.154608E-09  1.474332E-09  1.468764E-06  4.146060E-08  2.522212E-06  1.013850E-09  4.925046E-10
    329  1.457052374241E-01  1.883728E-14  9.107040E-10  1.253012E-09  1.400948E-06  4.153111E-08  2.790166E-06  1.151284E-09  6.008518E-10
    330  1.463107957421E-01  1.562681E-14  7.003811E-10  1.044092E-09  1.321764E-06  4.129855E-08  3.087141E-06  1.310114E-09  7.384890E-10
    331  1.468752132891E-01  1.308371E-14  5.439071E-10  8.742305E-10  1.243418E-06  4.081549E-08  3.372264E-06  1.469373E-09  8.903174E-10
    332  1.475510939381E-01  1.053585E-14  3.981190E-10  7.006637E-10  1.146168E-06  3.992992E-08  3.721323E-06  1.673949E-09  1.106541E-09
    333  1.481899111058E-01  8.544159E-15  2.933748E-10  5.629690E-10  1.052432E-06  3.880319E-08  4.056506E-06  1.880999E-09  1.350968E-09
    334  1.491767377555E-01  6.132315E-15  1.798733E-10  3.950032E-10  9.089640E-07  3.661239E-08  4.577501E-06  2.225700E-09  1.819240E-09
    335  1.497116139607E-01  5.104388E-15  1.368910E-10  3.235991E-10  8.337745E-07  3.524789E-08  4.858574E-06  2.424530E-09  2.126843E-09
    336  1.502421520731E-01  4.239322E-15  1.036852E-10  2.638490E-10  7.614929E-07  3.378518E-08  5.135185E-06  2.629929E-09  2.475803E-09
    337  1.509052103900E-01  3.349246E-15  7.275594E-11  2.031202E-10  6.758060E-07  3.186253E-08  5.475470E-06  2.897387E-09  2.980842E-09
    338  1.515352476696E-01  2.667644E-15  5.161911E-11  1.574649E-10  5.998499E-07  2.997602E-08  5.791581E-06  3.162210E-09  3.541609E-09
    339  1.521327102765E-01  2.139710E-15  3.698725E-11  1.228149E-10  5.327225E-07  2.814411E-08  6.083960E-06  3.422896E-09  4.157882E-09
    340  1.526678407657E-01  1.750894E-15  2.730835E-11  9.787968E-11  4.771033E-07  2.650219E-08  6.338591E-06  3.663929E-09  4.788598E-09
    341  1.532481602429E-01  1.404486E-15  1.956667E-11  7.622637E-11  4.216965E-07  2.474267E-08  6.606279E-06  3.933220E-09  5.567609E-09
    342  1.535863948111E-01  1.233052E-15  1.607386E-11  6.575318E-11  3.916865E-07  2.373132E-08  6.758095E-06  4.093972E-09  6.072548E-09
    343  1.538995751697E-01  1.091216E-15  1.336731E-11  5.722502E-11  3.652726E-07  2.280132E-08  6.895913E-06  4.245367E-09  6.577252E-09
    344  1.546020187628E-01  8.265844E-16  8.800732E-12  4.174271E-11  3.111373E-07  2.077488E-08  7.194694E-06  4.593579E-09  7.850553E-09
    345  1.552062305672E-01  6.483841E-16  6.117522E-12  3.170789E-11  2.699909E-07  1.911085E-08  7.440119E-06  4.902774E-09  9.121897E-09
    346  1.557875935888E-01  5.109075E-16  4.289833E-12  2.423261E-11  2.346717E-07  1.757752E-08  7.666349E-06  5.209059E-09  1.052377E-08
    347  1.566447447202E-01  3.567537E-16  2.524554E-12  1.620570E-11  1.897292E-07  1.545824E-08  7.982379E-06  5.676903E-09  1.296273E-08
    348  1.574294426159E-01  2.548909E-16  1.546699E-12  1.117186E-11  1.553775E-07  1.368270E-08  8.254167E-06  6.123225E-09  1.565453E-08
    349  1.581710514975E-01  1.838371E-16  9.674394E-13  7.820901E-12  1.279795E-07  1.213739E-08  8.496970E-06  6.562419E-09  1.868868E-08
    350  1.588328903187E-01  1.365307E-16  6.356414E-13  5.685515E-12  1.073114E-07  1.087916E-08  8.703078E-06  6.969851E-09  2.186909E-08
    351  1.594606073659E-01  1.023532E-16  4.263317E-13  4.199994E-12  9.055783E-08  9.784815E-09  8.890457E-06  7.371151E-09  2.537133E-08
    352  1.600565792087E-01  7.733515E-17  2.912806E-13  3.147436E-12  7.686195E-08  8.826919E-09  9.062066E-06  7.766899E-09  2.921025E-08
    353  1.607059625219E-01  5.664386E-17  1.926765E-13  2.303865E-12  6.415823E-08  7.877550E-09  9.243118E-06  8.216001E-09  3.404999E-08
    354  1.613957576202E-01  4.037347E-17  1.245091E-13  1.659158E-12  5.282786E-08  6.967639E-09  9.430038E-06  8.715658E-09  4.007434E-08
    355  1.620398820205E-01  2.916432E-17  8.295883E-14  1.224308E-12  4.394081E-08  6.199343E-09  9.600837E-06  9.205526E-09  4.667737E-08
    356  1.627691861850E-01  2.000692E-17  5.273730E-14  8.743440E-13  3.560500E-08  5.424497E-09  9.791180E-06  9.790125E-09  5.549486E-08
    357  1.634667099868E-01  1.380630E-17  3.440100E-14  6.381488E-13  2.904549E-08  4.765540E-09  9.971365E-06  1.038202E-08  6.552804E-08
