 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                mn51          mn52          mn53          mn54          mn55          mn56          mn57          mn58 
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.381856E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.779247E-30  1.446010E-29  5.529579E-30  1.825316E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  5.700126E-30  2.815212E-29  6.359038E-29  1.647090E-29  3.887595E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  3.771253E-28  3.963190E-27  2.279561E-26  9.255725E-27  1.260678E-27  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.809557E-29  3.562081E-27  3.759866E-26  3.004533E-25  2.007280E-25  7.793137E-26  6.358837E-27
     47  2.946719119355E-02  1.000000E-30  1.597076E-28  4.355992E-26  5.610195E-25  5.391502E-24  3.848435E-24  1.488062E-24  1.072543E-25
     48  2.982466835475E-02  1.000000E-30  2.956018E-28  6.374722E-26  8.111903E-25  9.732637E-24  8.695409E-24  5.117230E-24  6.226882E-25
     49  3.017238950627E-02  1.407315E-30  5.049789E-28  1.163433E-25  1.561937E-24  1.999971E-23  1.835581E-23  1.112939E-23  1.383993E-24
     50  3.052509122072E-02  2.208685E-30  8.781128E-28  2.154152E-25  3.067330E-24  4.247890E-23  4.050307E-23  2.557576E-23  3.276096E-24
     51  3.066477686677E-02  2.636542E-30  1.091322E-27  2.743714E-25  3.998752E-24  5.711633E-23  5.527147E-23  3.545925E-23  4.594872E-24
     52  3.080037159611E-02  3.133208E-30  1.347979E-27  3.470978E-25  5.176197E-24  7.622652E-23  7.484137E-23  4.876706E-23  6.391258E-24
     53  3.111325257314E-02  4.667274E-30  2.188879E-27  5.955175E-25  9.369346E-24  1.481464E-22  1.503976E-22  1.015906E-22  1.366718E-23
     54  3.147800645819E-02  7.413928E-30  3.823113E-27  1.108658E-24  1.857167E-23  3.191013E-22  3.367215E-22  2.371711E-22  3.289394E-23
     55  3.181357346897E-02  1.131958E-29  6.336255E-27  1.947917E-24  3.456781E-23  6.410127E-22  7.006917E-22  5.128555E-22  7.314878E-23
     56  3.217197145871E-02  1.773252E-29  1.078137E-26  3.527089E-24  6.655205E-23  1.338109E-21  1.518378E-21  1.157715E-21  1.701295E-22
     57  3.249951277145E-02  2.664890E-29  1.740477E-26  6.026055E-24  1.202067E-22  2.600465E-21  3.052506E-21  2.415840E-21  3.648351E-22
     58  3.262595809504E-02  3.116777E-29  2.090871E-26  7.399018E-24  1.507649E-22  3.353801E-21  3.988047E-21  3.201614E-21  4.885795E-22
     59  3.272641576722E-02  3.531471E-29  2.419723E-26  8.713652E-24  1.806168E-22  4.108967E-21  4.936894E-21  4.008930E-21  6.169222E-22
     60  3.304841700500E-02  5.264127E-29  3.853289E-26  1.467626E-23  3.212784E-22  7.850432E-21  9.749940E-21  8.213044E-21  1.298303E-21
     61  3.362823507679E-02  1.075098E-28  8.807834E-26  3.710334E-23  8.945915E-22  2.480663E-20  3.268640E-20  2.941674E-20  4.881832E-21
     62  3.417743618412E-02  2.110550E-28  1.915085E-25  8.878022E-23  2.339993E-21  7.288016E-20  1.014850E-19  9.716152E-20  1.687168E-20
     63  3.448472684867E-02  3.075607E-28  2.949367E-25  1.443066E-22  3.995718E-21  1.327597E-19  1.907383E-19  1.891974E-19  3.371966E-20
     64  3.459225947862E-02  3.510089E-28  3.430938E-25  1.710545E-22  4.817683E-21  1.636720E-19  2.376963E-19  2.386729E-19  4.292003E-20
     65  3.468161085917E-02  3.918807E-28  3.891646E-25  1.970960E-22  5.630757E-21  1.948884E-19  2.855938E-19  2.897169E-19  5.249142E-20
     66  3.501586344154E-02  5.920257E-28  6.234275E-25  3.348980E-22  1.008719E-20  3.741470E-19  5.671038E-19  5.978239E-19  1.114063E-19
     67  3.563385967804E-02  1.271472E-27  1.487383E-24  8.909605E-22  2.952967E-20  1.242355E-18  2.004742E-18  2.271399E-18  4.462910E-19
     68  3.619390900501E-02  2.555244E-27  3.283040E-24  2.170362E-21  7.816274E-20  3.668967E-18  6.259999E-18  7.562513E-18  1.556878E-18
     69  3.661379630041E-02  4.325140E-27  5.953975E-24  4.238972E-21  1.622293E-19  8.257600E-18  1.469789E-17  1.865187E-17  3.979944E-18
     70  3.704099468238E-02  7.420700E-27  1.094932E-23  8.405011E-21  3.416061E-19  1.885064E-17  3.502995E-17  4.674947E-17  1.034689E-17
     71  3.731378163516E-02  1.048563E-26  1.616484E-23  1.301688E-20  5.490131E-19  3.186080E-17  6.086435E-17  8.390437E-17  1.901202E-17
     72  3.757630769329E-02  1.463082E-26  2.351478E-23  1.982039E-20  8.652134E-19  5.264330E-17  1.032724E-16  1.468975E-16  3.405046E-17
     73  3.788075418501E-02  2.153523E-26  3.630551E-23  3.224991E-20  1.462576E-18  9.385541E-17  1.898713E-16  2.800891E-16  6.665702E-17
     74  3.819794660071E-02  3.220972E-26  5.703655E-23  5.347660E-20  2.518318E-18  1.704789E-16  3.561123E-16  5.457042E-16  1.334936E-16
     75  3.838080203158E-02  4.061281E-26  7.396011E-23  7.151045E-20  3.437808E-18  2.397501E-16  5.101227E-16  7.990578E-16  1.985946E-16
     76  3.859219912978E-02  5.314645E-26  9.997004E-23  1.001465E-19  4.927634E-18  3.554694E-16  7.727152E-16  1.241739E-15  3.143627E-16
     77  3.884096228080E-02  7.289167E-26  1.423809E-22  1.486400E-19  7.506052E-18  5.626604E-16  1.254331E-15  2.077468E-15  5.375086E-16
     78  3.907668434759E-02  9.825135E-26  1.988151E-22  2.157282E-19  1.114941E-17  8.654186E-16  1.975883E-15  3.367732E-15  8.895251E-16
     79  3.934936577490E-02  1.386184E-25  2.920393E-22  3.311861E-19  1.755241E-17  1.415831E-15  3.323187E-15  5.855965E-15  1.584281E-15
     80  3.961640452516E-02  1.939035E-25  4.247007E-22  5.026342E-19  2.725585E-17  2.278133E-15  5.493860E-15  1.000297E-14  2.770648E-15
     81  3.991996766101E-02  2.834495E-25  6.483460E-22  8.050140E-19  4.471585E-17  3.881666E-15  9.653670E-15  1.824586E-14  5.191301E-15
     82  4.019473378510E-02  3.989308E-25  9.482006E-22  1.228956E-18  6.964700E-17  6.240677E-15  1.595893E-14  3.120289E-14  9.096637E-15
     83  4.046928694587E-02  5.607275E-25  1.383838E-21  1.871561E-18  1.080555E-16  9.969947E-15  2.621560E-14  5.302786E-14  1.584070E-14
     84  4.074955599116E-02  7.925428E-25  2.030410E-21  2.867167E-18  1.684703E-16  1.597322E-14  4.321527E-14  9.051813E-14  2.772528E-14
     85  4.099011663524E-02  1.064695E-24  2.813318E-21  4.121779E-18  2.455902E-16  2.377841E-14  6.592386E-14  1.422901E-13  4.453106E-14
     86  4.118445936105E-02  1.349695E-24  3.653215E-21  5.513316E-18  3.319963E-16  3.263792E-14  9.228821E-14  2.040872E-13  6.499214E-14
     87  4.137235583218E-02  1.695791E-24  4.693586E-21  7.288951E-18  4.432068E-16  4.415269E-14  1.272517E-13  2.881031E-13  9.330821E-14
     88  4.152714488067E-02  2.045104E-24  5.760749E-21  9.159258E-18  5.612236E-16  5.646088E-14  1.652990E-13  3.815721E-13  1.253113E-13
     89  4.165981986900E-02  2.400086E-24  6.858692E-21  1.112714E-17  6.861726E-16  6.955859E-14  2.064024E-13  4.844511E-13  1.610094E-13
     90  4.188596337322E-02  3.149941E-24  9.209878E-21  1.546492E-17  9.638295E-16  9.881744E-14  3.000245E-13  7.245069E-13  2.457593E-13
     91  4.208159634323E-02  3.983349E-24  1.185589E-20  2.051115E-17  1.289862E-15  1.333219E-13  4.128825E-13  1.021888E-12  3.528159E-13
     92  4.230932596557E-02  5.236356E-24  1.586871E-20  2.842901E-17  1.806633E-15  1.881800E-13  5.963781E-13  1.519092E-12  5.354200E-13
     93  4.251598135750E-02  6.718778E-24  2.063453E-20  3.816456E-17  2.449042E-15  2.565065E-13  8.301266E-13  2.170510E-12  7.795116E-13
     94  4.274368410830E-02  8.854921E-24  2.748384E-20  5.266321E-17  3.417499E-15  3.596614E-13  1.191171E-12  3.205829E-12  1.175463E-12
     95  4.294191711445E-02  1.128288E-23  3.519706E-20  6.956851E-17  4.561435E-15  4.816683E-13  1.627685E-12  4.492482E-12  1.677306E-12
     96  4.316569238790E-02  1.487805E-23  4.642534E-20  9.505840E-17  6.311217E-15  6.686449E-13  2.311580E-12  6.564954E-12  2.501826E-12
     97  4.339365876136E-02  1.980506E-23  6.140253E-20  1.303643E-16  8.775822E-15  9.328028E-13  3.300726E-12  9.652175E-12  3.756198E-12
     98  4.362382833621E-02  2.657040E-23  8.121600E-20  1.789008E-16  1.222769E-14  1.304506E-12  4.726178E-12  1.423648E-11  5.659034E-12
     99  4.384703699487E-02  3.551253E-23  1.062213E-19  2.425369E-16  1.684468E-14  1.804929E-12  6.691258E-12  2.074705E-11  8.419139E-12
    100  4.408801045744E-02  4.882263E-23  1.413973E-19  3.356657E-16  2.375320E-14  2.560550E-12  9.732568E-12  3.114021E-11  1.292294E-11
    101  4.430336182063E-02  6.513234E-23  1.819382E-19  4.472379E-16  3.222429E-14  3.497523E-12  1.359635E-11  4.475149E-11  1.894865E-11
    102  4.453208602613E-02  8.853410E-23  2.364874E-19  6.033080E-16  4.436726E-14  4.859178E-12  1.935005E-11  6.564864E-11  2.839977E-11
    103  4.474836808964E-02  1.179560E-22  3.007901E-19  7.948033E-16  5.966087E-14  6.602716E-12  2.690327E-11  9.394625E-11  4.147780E-11
    104  4.497736119052E-02  1.584456E-22  3.839927E-19  1.053273E-15  8.089534E-14  9.072132E-12  3.788177E-11  1.364196E-10  6.154951E-11
    105  4.517199675598E-02  2.012906E-22  4.675487E-19  1.324100E-15  1.037928E-13  1.179392E-11  5.029152E-11  1.859469E-10  8.546122E-11
    106  4.536038532241E-02  2.502300E-22  5.592747E-19  1.634095E-15  1.307517E-13  1.507332E-11  6.560438E-11  2.488734E-10  1.164562E-10
    107  4.552484255766E-02  2.984677E-22  6.470918E-19  1.943541E-15  1.584233E-13  1.852101E-11  8.207305E-11  3.184480E-10  1.513764E-10
    108  4.581275722245E-02  3.918990E-22  8.132025E-19  2.565660E-15  2.163191E-13  2.599991E-11  1.189348E-10  4.802069E-10  2.346801E-10
    109  4.603616864208E-02  4.677157E-22  9.466796E-19  3.106019E-15  2.691146E-13  3.313606E-11  1.553946E-10  6.472214E-10  3.231948E-10
    110  4.624194314299E-02  5.352334E-22  1.066764E-18  3.631739E-15  3.229337E-13  4.073903E-11  1.955160E-10  8.381807E-10  4.269858E-10
    111  4.641297951594E-02  5.869766E-22  1.160921E-18  4.078041E-15  3.707050E-13  4.777977E-11  2.337803E-10  1.026689E-09  5.317872E-10
    112  4.656990459822E-02  6.291538E-22  1.240313E-18  4.486067E-15  4.162776E-13  5.477203E-11  2.728098E-10  1.225024E-09  6.443021E-10
    113  4.671253119976E-02  6.620852E-22  1.305192E-18  4.849554E-15  4.586262E-13  6.153019E-11  3.114943E-10  1.427383E-09  7.612713E-10
    114  4.684580987606E-02  6.876568E-22  1.358668E-18  5.178450E-15  4.985919E-13  6.815799E-11  3.503477E-10  1.636229E-09  8.841221E-10
    115  4.697520204195E-02  7.074034E-22  1.403449E-18  5.484464E-15  5.374213E-13  7.485056E-11  3.905032E-10  1.857831E-09  1.016691E-09
    116  4.709649788536E-02  7.212909E-22  1.438779E-18  5.757053E-15  5.735862E-13  8.132909E-11  4.302643E-10  2.082908E-09  1.153535E-09
    117  4.721637454993E-02  7.306640E-22  1.467279E-18  6.011075E-15  6.088862E-13  8.790295E-11  4.715160E-10  2.322275E-09  1.301371E-09
    118  4.732862910872E-02  7.356380E-22  1.488211E-18  6.233875E-15  6.413777E-13  9.419378E-11  5.118578E-10  2.562056E-09  1.451723E-09
    119  4.750539400184E-02  7.364389E-22  1.510158E-18  6.553086E-15  6.911005E-13  1.043226E-10  5.786322E-10  2.971203E-09  1.713232E-09
    120  4.767210524850E-02  7.300185E-22  1.519131E-18  6.817274E-15  7.360573E-13  1.140788E-10  6.451212E-10  3.393576E-09  1.989349E-09
    121  4.783406579930E-02  7.179224E-22  1.517744E-18  7.038839E-15  7.776432E-13  1.237013E-10  7.128599E-10  3.839166E-09  2.287023E-09
    122  4.799263518131E-02  7.012484E-22  1.507546E-18  7.222059E-15  8.161499E-13  1.332223E-10  7.820775E-10  4.310371E-09  2.608536E-09
    123  4.815339657435E-02  6.800630E-22  1.488900E-18  7.373142E-15  8.527286E-13  1.429372E-10  8.550729E-10  4.824879E-09  2.967083E-09
    124  4.832264594384E-02  6.542513E-22  1.461716E-18  7.497141E-15  8.885561E-13  1.532086E-10  9.349268E-10  5.408136E-09  3.382475E-09
    125  4.849826454798E-02  6.245549E-22  1.426480E-18  7.589378E-15  9.227342E-13  1.638792E-10  1.020938E-09  6.060266E-09  3.857579E-09
    126  4.867786870736E-02  5.919938E-22  1.384249E-18  7.647316E-15  9.544648E-13  1.747688E-10  1.112101E-09  6.778649E-09  4.393316E-09
    127  4.885872256535E-02  5.577691E-22  1.336566E-18  7.670666E-15  9.830780E-13  1.856724E-10  1.207023E-09  7.556677E-09  4.987440E-09
    128  4.903755607841E-02  5.231869E-22  1.285378E-18  7.661428E-15  1.008046E-12  1.963540E-10  1.303798E-09  8.381865E-09  5.632656E-09
    129  4.921259737621E-02  4.891664E-22  1.232286E-18  7.623306E-15  1.029256E-12  2.066722E-10  1.401125E-09  9.244955E-09  6.323435E-09
    130  4.938368810460E-02  4.561654E-22  1.178275E-18  7.560066E-15  1.046873E-12  2.165847E-10  1.498507E-09  1.014273E-08  7.058638E-09
    131  4.955132280349E-02  4.243863E-22  1.123931E-18  7.474790E-15  1.061117E-12  2.260871E-10  1.595804E-09  1.107502E-08  7.839543E-09
    132  4.971624312404E-02  3.938930E-22  1.069588E-18  7.369762E-15  1.072176E-12  2.351855E-10  1.693017E-09  1.204320E-08  8.668886E-09
    133  4.987811857735E-02  3.648791E-22  1.015804E-18  7.247480E-15  1.080133E-12  2.438237E-10  1.789491E-09  1.304220E-08  9.543916E-09
    134  5.003799836445E-02  3.370934E-22  9.622814E-19  7.107300E-15  1.084942E-12  2.519946E-10  1.885264E-09  1.407515E-08  1.046918E-08
    135  5.019682549602E-02  3.105933E-22  9.093016E-19  6.951557E-15  1.086814E-12  2.597155E-10  1.980458E-09  1.514473E-08  1.144913E-08
    136  5.035511419132E-02  2.853522E-22  8.569525E-19  6.780981E-15  1.085741E-12  2.669518E-10  2.074784E-09  1.625064E-08  1.248595E-08
    137  5.051299755300E-02  2.613787E-22  8.053855E-19  6.596330E-15  1.081664E-12  2.736393E-10  2.167615E-09  1.738907E-08  1.357883E-08
    138  5.067010535678E-02  2.387367E-22  7.548806E-19  6.398880E-15  1.074538E-12  2.796861E-10  2.257930E-09  1.855114E-08  1.472210E-08
    139  5.082726902819E-02  2.173047E-22  7.053051E-19  6.188310E-15  1.064248E-12  2.850384E-10  2.345275E-09  1.973531E-08  1.591737E-08
    140  5.098506829486E-02  1.970065E-22  6.566022E-19  5.964359E-15  1.050631E-12  2.896119E-10  2.428865E-09  2.093657E-08  1.716336E-08
    141  5.114361869269E-02  1.778290E-22  6.088551E-19  5.727299E-15  1.033528E-12  2.932907E-10  2.507457E-09  2.214407E-08  1.845313E-08
    142  5.130328078870E-02  1.597291E-22  5.620706E-19  5.477017E-15  1.012739E-12  2.959490E-10  2.579713E-09  2.334593E-08  1.977891E-08
    143  5.146205644840E-02  1.429100E-22  5.169226E-19  5.217322E-15  9.884280E-13  2.974287E-10  2.643152E-09  2.450976E-08  2.110970E-08
    144  5.162089365231E-02  1.272338E-22  4.732132E-19  4.947550E-15  9.604117E-13  2.976228E-10  2.696535E-09  2.562266E-08  2.243545E-08
    145  5.177902725711E-02  1.127393E-22  4.312249E-19  4.670007E-15  9.288175E-13  2.964166E-10  2.737904E-09  2.665700E-08  2.372852E-08
    146  5.193558292952E-02  9.940823E-23  3.911052E-19  4.386314E-15  8.937424E-13  2.936995E-10  2.765267E-09  2.758327E-08  2.495742E-08
    147  5.207655208218E-02  8.828880E-23  3.563952E-19  4.125292E-15  8.591130E-13  2.898976E-10  2.777041E-09  2.831284E-08  2.599785E-08
    148  5.220437120847E-02  7.891988E-23  3.261647E-19  3.885292E-15  8.253443E-13  2.852983E-10  2.776192E-09  2.887171E-08  2.686820E-08
    149  5.240275279905E-02  6.568737E-23  2.817182E-19  3.509064E-15  7.687889E-13  2.759296E-10  2.751310E-09  2.951018E-08  2.803984E-08
    150  5.258707116153E-02  5.477076E-23  2.432674E-19  3.158891E-15  7.122673E-13  2.647829E-10  2.700777E-09  2.981318E-08  2.888199E-08
    151  5.276353482958E-02  4.551847E-23  2.091815E-19  2.827011E-15  6.552849E-13  2.519805E-10  2.626754E-09  2.980710E-08  2.941786E-08
    152  5.293536770993E-02  3.759061E-23  1.786795E-19  2.510868E-15  5.979140E-13  2.376640E-10  2.530675E-09  2.950031E-08  2.964790E-08
    153  5.310288915571E-02  3.084129E-23  1.515911E-19  2.213036E-15  5.410707E-13  2.221725E-10  2.415277E-09  2.890525E-08  2.956903E-08
    154  5.325369291828E-02  2.555038E-23  1.294938E-19  1.956657E-15  4.899104E-13  2.071712E-10  2.294684E-09  2.812097E-08  2.922993E-08
    155  5.339308966526E-02  2.128200E-23  1.110101E-19  1.731733E-15  4.432634E-13  1.926419E-10  2.170988E-09  2.719571E-08  2.868936E-08
    156  5.362726198018E-02  1.535085E-23  8.411726E-20  1.384630E-15  3.678390E-13  1.674344E-10  1.942664E-09  2.525196E-08  2.731038E-08
    157  5.383816121000E-02  1.118771E-23  6.416159E-20  1.108787E-15  3.046541E-13  1.446370E-10  1.722875E-09  2.315639E-08  2.561350E-08
    158  5.403768730975E-02  8.134718E-24  4.875167E-20  8.823294E-16  2.503333E-13  1.237246E-10  1.511021E-09  2.096445E-08  2.368899E-08
    159  5.422986619970E-02  5.882887E-24  3.680900E-20  6.965955E-16  2.038603E-13  1.047640E-10  1.310654E-09  1.875090E-08  2.162867E-08
    160  5.440569294967E-02  4.311349E-24  2.807403E-20  5.534934E-16  1.666564E-13  8.877575E-11  1.135421E-09  1.670715E-08  1.963852E-08
    161  5.456994612052E-02  3.186960E-24  2.154698E-20  4.414045E-16  1.364956E-13  7.520102E-11  9.818746E-10  1.483310E-08  1.774648E-08
    162  5.485681963417E-02  1.832894E-24  1.323365E-20  2.898651E-16  9.391033E-14  5.488775E-11  7.430154E-10  1.175377E-08  1.450402E-08
    163  5.511708850657E-02  1.080535E-24  8.281010E-21  1.927969E-16  6.517101E-14  4.019411E-11  5.622849E-10  9.275535E-09  1.177267E-08
    164  5.536560227933E-02  6.389507E-25  5.179935E-21  1.278374E-16  4.500124E-14  2.921481E-11  4.217469E-10  7.242088E-09  9.443029E-09
    165  5.559867087093E-02  3.839234E-25  3.277427E-21  8.543311E-17  3.124042E-14  2.127786E-11  3.163757E-10  5.641487E-09  7.544831E-09
    166  5.582344501454E-02  2.313838E-25  2.074130E-21  5.700458E-17  2.162699E-14  1.542638E-11  2.360244E-10  4.365465E-09  5.983301E-09
    167  5.608267729631E-02  1.270800E-25  1.203279E-21  3.515131E-17  1.391449E-14  1.046490E-11  1.654925E-10  3.193201E-09  4.502535E-09
    168  5.632179590432E-02  7.216590E-26  7.177064E-22  2.218281E-17  9.131845E-15  7.209764E-12  1.175521E-10  2.358693E-09  3.414290E-09
    169  5.658568452696E-02  3.818279E-26  4.002388E-22  1.316384E-17  5.657892E-15  4.710965E-12  7.944715E-11  1.664597E-09  2.480548E-09
    170  5.682194908758E-02  2.138193E-26  2.346510E-22  8.159998E-18  3.645238E-15  3.182181E-12  5.531493E-11  1.204851E-09  1.842860E-09
    171  5.707748662895E-02  1.131760E-26  1.303857E-22  4.816098E-18  2.243064E-15  2.060190E-12  3.700645E-11  8.407150E-10  1.322782E-09
    172  5.730159219632E-02  6.436034E-27  7.730955E-23  3.010897E-18  1.454483E-15  1.396331E-12  2.581525E-11  6.085663E-10  9.816183E-10
    173  5.769211250520E-02  2.380428E-27  3.070050E-23  1.310737E-18  6.745593E-16  6.987769E-13  1.358532E-11  3.416336E-10  5.755065E-10
    174  5.804755660481E-02  9.516885E-28  1.307435E-23  6.073907E-19  3.312284E-16  3.673247E-13  7.478267E-12  1.995491E-10  3.498043E-10
    175  5.837706807704E-02  4.063445E-28  5.907857E-24  2.967860E-19  1.706951E-16  2.011967E-13  4.275322E-12  1.205466E-10  2.192897E-10
    176  5.868213309337E-02  1.858542E-28  2.840528E-24  1.533736E-19  9.259604E-17  1.151044E-13  2.544911E-12  7.551619E-11  1.421792E-10
    177  5.897372529375E-02  8.913860E-29  1.424130E-24  8.234142E-20  5.201044E-17  6.770244E-14  1.554754E-12  4.844394E-11  9.426520E-11
    178  5.927019313219E-02  4.319048E-29  7.186111E-25  4.450514E-20  2.938220E-17  3.979176E-14  9.497047E-13  3.109666E-11  6.257819E-11
    179  5.955970264735E-02  2.197136E-29  3.784479E-25  2.504045E-20  1.722325E-17  2.400422E-14  5.948543E-13  2.044386E-11  4.251806E-11
