 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ag108         ag109         ag110         ag111         ag112         ag113         ag114         ag115
     66  3.501586344154E-02  1.394878E-30  3.137809E-30  3.758137E-30  3.672419E-30  1.933231E-30  1.110295E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  2.649611E-30  6.410973E-30  8.348263E-30  9.496017E-30  5.618452E-30  3.563206E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  2.217990E-30  5.866477E-30  8.036800E-30  9.339169E-30  5.870432E-30  3.764163E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.742710E-30  4.889261E-30  7.047924E-30  8.680183E-30  5.728567E-30  3.960005E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.771210E-30  5.174754E-30  7.377395E-30  8.955884E-30  5.873508E-30  4.278794E-30  1.079216E-30  1.000000E-30
     71  3.731378163516E-02  1.125334E-30  3.427453E-30  5.239789E-30  6.667282E-30  4.326046E-30  3.211587E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.063193E-30  3.348192E-30  5.300269E-30  6.912728E-30  4.929712E-30  3.844572E-30  1.016785E-30  1.000000E-30
     73  3.788075418501E-02  1.176415E-30  4.173831E-30  6.573709E-30  8.812278E-30  6.120694E-30  5.174292E-30  1.403291E-30  1.000000E-30
     74  3.819794660071E-02  1.195144E-30  4.445105E-30  7.223477E-30  1.008017E-29  7.133732E-30  5.976018E-30  1.653630E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  2.551776E-30  4.329655E-30  6.578013E-30  4.988016E-30  4.128812E-30  1.164484E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  2.849639E-30  4.985938E-30  7.348355E-30  5.568313E-30  5.048970E-30  1.456283E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  3.507199E-30  6.118380E-30  9.335691E-30  7.058271E-30  6.203897E-30  1.812720E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  3.255697E-30  5.879486E-30  9.179461E-30  7.146590E-30  6.517762E-30  1.945103E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  3.970176E-30  7.254678E-30  1.190048E-29  9.552631E-30  8.890432E-30  2.669677E-30  1.164540E-30
     80  3.961640452516E-02  1.000000E-30  3.887450E-30  7.329351E-30  1.232533E-29  1.011592E-29  9.719096E-30  2.964124E-30  1.328925E-30
     81  3.991996766101E-02  1.000000E-30  4.473373E-30  8.735973E-30  1.547895E-29  1.330165E-29  1.345137E-29  4.479515E-30  2.070693E-30
     82  4.019473378510E-02  1.000000E-30  4.024936E-30  8.054079E-30  1.458606E-29  1.273236E-29  1.321451E-29  4.520560E-30  2.161610E-30
     83  4.046928694587E-02  1.000000E-30  3.883969E-30  8.199472E-30  1.626838E-29  1.519878E-29  1.695146E-29  5.827680E-30  3.051016E-30
     84  4.074955599116E-02  1.000000E-30  3.950430E-30  8.901614E-30  1.745695E-29  1.640102E-29  1.869863E-29  6.562706E-30  3.591499E-30
     85  4.099011663524E-02  1.000000E-30  3.385317E-30  7.551259E-30  1.570544E-29  1.535879E-29  1.828794E-29  6.437886E-30  3.489528E-30
     86  4.118445936105E-02  1.000000E-30  2.751931E-30  6.217281E-30  1.319634E-29  1.311869E-29  1.593857E-29  5.700164E-30  3.160664E-30
     87  4.137235583218E-02  1.000000E-30  2.632908E-30  6.106887E-30  1.333819E-29  1.356559E-29  1.696279E-29  6.219447E-30  3.480191E-30
     88  4.152714488067E-02  1.000000E-30  2.138586E-30  4.998134E-30  1.109176E-29  1.142300E-29  1.450103E-29  5.370880E-30  3.095710E-30
     89  4.165981986900E-02  1.000000E-30  1.824181E-30  4.339665E-30  9.797332E-30  1.022856E-29  1.321219E-29  4.965971E-30  2.905136E-30
     90  4.188596337322E-02  1.000000E-30  3.073441E-30  7.688981E-30  1.767926E-29  1.867504E-29  2.455272E-29  9.437489E-30  5.572667E-30
     91  4.208159634323E-02  1.000000E-30  2.603263E-30  6.550904E-30  1.546191E-29  1.673465E-29  2.252285E-29  9.106974E-30  5.465170E-30
     92  4.230932596557E-02  1.000000E-30  3.037105E-30  8.080790E-30  1.943284E-29  2.129677E-29  2.933741E-29  1.176158E-29  7.562953E-30
     93  4.251598135750E-02  1.000000E-30  2.680295E-30  7.161289E-30  1.779348E-29  1.999592E-29  2.822535E-29  1.173657E-29  7.706186E-30
     94  4.274368410830E-02  1.000000E-30  2.942137E-30  8.214210E-30  2.090558E-29  2.395721E-29  3.489139E-29  1.445551E-29  9.792859E-30
     95  4.294191711445E-02  1.000000E-30  2.542791E-30  7.097693E-30  1.921571E-29  2.308417E-29  3.535863E-29  1.501046E-29  9.919999E-30
     96  4.316569238790E-02  1.000000E-30  2.757402E-30  7.740620E-30  2.188430E-29  2.712294E-29  4.284784E-29  1.911380E-29  1.335534E-29
     97  4.339365876136E-02  1.000000E-30  2.744666E-30  8.203858E-30  2.278830E-29  2.789135E-29  4.406370E-29  1.936954E-29  1.391010E-29
     98  4.362382833621E-02  1.000000E-30  2.691100E-30  8.246045E-30  2.361480E-29  2.966199E-29  4.840339E-29  2.164461E-29  1.569573E-29
     99  4.384703699487E-02  1.000000E-30  2.520701E-30  7.885903E-30  2.331686E-29  2.999454E-29  5.043105E-29  2.305061E-29  1.717978E-29
    100  4.408801045744E-02  1.000000E-30  2.656963E-30  8.588813E-30  2.632639E-29  3.487864E-29  6.064912E-29  2.834051E-29  2.150971E-29
    101  4.430336182063E-02  1.000000E-30  2.328068E-30  7.653537E-30  2.413881E-29  3.259380E-29  5.817261E-29  2.780228E-29  2.197380E-29
    102  4.453208602613E-02  1.000000E-30  2.361837E-30  8.011285E-30  2.613080E-29  3.634114E-29  6.716202E-29  3.280493E-29  2.647444E-29
    103  4.474836808964E-02  1.000000E-30  2.208033E-30  7.310429E-30  2.504384E-29  3.602535E-29  6.920944E-29  3.479998E-29  2.921490E-29
    104  4.497736119052E-02  1.000000E-30  2.272050E-30  7.658808E-30  2.716162E-29  4.022901E-29  8.022268E-29  4.141719E-29  3.604498E-29
    105  4.517199675598E-02  1.000000E-30  1.863368E-30  6.605544E-30  2.360728E-29  3.505591E-29  7.026462E-29  3.648351E-29  3.220207E-29
    106  4.536038532241E-02  1.000000E-30  1.748974E-30  6.340281E-30  2.321676E-29  3.526740E-29  7.289762E-29  3.859971E-29  3.484220E-29
    107  4.552484255766E-02  1.000000E-30  1.490230E-30  5.488700E-30  2.144797E-29  3.407315E-29  7.333448E-29  4.035266E-29  3.852012E-29
    108  4.581275722245E-02  1.000000E-30  2.490650E-30  9.563903E-30  3.730958E-29  5.952453E-29  1.306018E-28  7.213100E-29  6.913507E-29
    109  4.603616864208E-02  1.000000E-30  1.799289E-30  7.070474E-30  2.988787E-29  5.038783E-29  1.174741E-28  6.809294E-29  6.958828E-29
    110  4.624194314299E-02  1.000000E-30  1.610862E-30  6.424904E-30  2.790341E-29  4.784050E-29  1.140091E-28  6.736156E-29  7.102224E-29
    111  4.641297951594E-02  1.000000E-30  1.299600E-30  5.328337E-30  2.364562E-29  4.139866E-29  1.012674E-28  6.071859E-29  6.505077E-29
    112  4.656990459822E-02  1.000000E-30  1.160530E-30  4.863621E-30  2.205131E-29  3.912120E-29  9.702226E-29  5.882300E-29  6.408452E-29
    113  4.671253119976E-02  1.000000E-30  1.049706E-30  4.366319E-30  2.012642E-29  3.623021E-29  9.150361E-29  5.615380E-29  6.215662E-29
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  4.046987E-30  1.903363E-29  3.476770E-29  8.944658E-29  5.551482E-29  6.237129E-29
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  3.903583E-30  1.871582E-29  3.462989E-29  9.061161E-29  5.683068E-29  6.476930E-29
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  3.665738E-30  1.783482E-29  3.342409E-29  8.885245E-29  5.636569E-29  6.518396E-29
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  3.577714E-30  1.771427E-29  3.358787E-29  9.066222E-29  5.808110E-29  6.808985E-29
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  3.312962E-30  1.663893E-29  3.197410E-29  8.776534E-29  5.689847E-29  6.775023E-29
    119  4.750539400184E-02  1.000000E-30  1.102659E-30  5.084572E-30  2.625205E-29  5.124247E-29  1.438868E-28  9.480653E-29  1.155916E-28
    120  4.767210524850E-02  1.000000E-30  1.020066E-30  4.777630E-30  2.447818E-29  4.860145E-29  1.410848E-28  9.474927E-29  1.179379E-28
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  4.582408E-30  2.409892E-29  4.873276E-29  1.441179E-28  9.827617E-29  1.249536E-28
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  4.403653E-30  2.364569E-29  4.859602E-29  1.466755E-28  1.014673E-28  1.316697E-28
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  4.341018E-30  2.396188E-29  5.021125E-29  1.548803E-28  1.087862E-28  1.442513E-28
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  4.422312E-30  2.519423E-29  5.387413E-29  1.700843E-28  1.213966E-28  1.645893E-28
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  4.433704E-30  2.594958E-29  5.659501E-29  1.832046E-28  1.330283E-28  1.846259E-28
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  4.389853E-30  2.638922E-29  5.868917E-29  1.947320E-28  1.438347E-28  2.043856E-28
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  4.273623E-30  2.636218E-29  5.978826E-29  2.034675E-28  1.529675E-28  2.228084E-28
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  4.090490E-30  2.588848E-29  5.988222E-29  2.090771E-28  1.600228E-28  2.390115E-28
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  3.888092E-30  2.528056E-29  5.962820E-29  2.134415E-28  1.661970E-28  2.542299E-28
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  3.706186E-30  2.468737E-29  5.922931E-29  2.167286E-28  1.713634E-28  2.678689E-28
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  3.524131E-30  2.408510E-29  5.884539E-29  2.204790E-28  1.772396E-28  2.836505E-28
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  3.380403E-30  2.373103E-29  5.901169E-29  2.261298E-28  1.846213E-28  3.019054E-28
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  3.236529E-30  2.322599E-29  5.866054E-29  2.293065E-28  1.898117E-28  3.164472E-28
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  3.084839E-30  2.271038E-29  5.836285E-29  2.333283E-28  1.961933E-28  3.345709E-28
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  2.975375E-30  2.251942E-29  5.890357E-29  2.410672E-28  2.058585E-28  3.583825E-28
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  2.889423E-30  2.240472E-29  5.955227E-29  2.489232E-28  2.155930E-28  3.824365E-28
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  2.782155E-30  2.209454E-29  5.969366E-29  2.550262E-28  2.241553E-28  4.055473E-28
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  2.669934E-30  2.178798E-29  5.990887E-29  2.620589E-28  2.339704E-28  4.316284E-28
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  2.589323E-30  2.173994E-29  6.087121E-29  2.718203E-28  2.459584E-28  4.616022E-28
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  2.513759E-30  2.171828E-29  6.194022E-29  2.821815E-28  2.586390E-28  4.935956E-28
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  2.451309E-30  2.169129E-29  6.294434E-29  2.933127E-28  2.730155E-28  5.326533E-28
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  2.411913E-30  2.177941E-29  6.428045E-29  3.072755E-28  2.910030E-28  5.809116E-28
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  2.355161E-30  2.180187E-29  6.567767E-29  3.222411E-28  3.105354E-28  6.339185E-28
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  2.335730E-30  2.214919E-29  6.814711E-29  3.434599E-28  3.371742E-28  7.062802E-28
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  2.323016E-30  2.265902E-29  7.116822E-29  3.694510E-28  3.705246E-28  8.003128E-28
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  2.252108E-30  2.279862E-29  7.359278E-29  3.965717E-28  4.085650E-28  9.183937E-28
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  2.227173E-30  2.285383E-29  7.452352E-29  4.076761E-28  4.248100E-28  9.723942E-28
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  2.290263E-30  2.380320E-29  7.840118E-29  4.346223E-28  4.570615E-28  1.060257E-27
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  3.441224E-30  3.682282E-29  1.240118E-28  7.100975E-28  7.649750E-28  1.842090E-27
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  4.009123E-30  4.371882E-29  1.489843E-28  8.647380E-28  9.401766E-28  2.297252E-27
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  4.834521E-30  5.441710E-29  1.899098E-28  1.136318E-27  1.260342E-27  3.157292E-27
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  6.077961E-30  7.047208E-29  2.512705E-28  1.544466E-27  1.743627E-27  4.468993E-27
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  7.704623E-30  9.209670E-29  3.357375E-28  2.121600E-27  2.438663E-27  6.392417E-27
    154  5.325369291828E-02  1.000000E-30  1.095326E-30  9.706426E-30  1.189577E-28  4.415258E-28  2.854893E-27  3.332433E-27  8.917874E-27
    155  5.339308966526E-02  1.000000E-30  1.346207E-30  1.212076E-29  1.519088E-28  5.730556E-28  3.783931E-27  4.479915E-27  1.222173E-26
    156  5.362726198018E-02  1.000000E-30  2.010327E-30  1.860912E-29  2.420864E-28  9.384798E-28  6.429724E-27  7.812351E-27  2.213211E-26
    157  5.383816121000E-02  1.000000E-30  2.718324E-30  2.579508E-29  3.470811E-28  1.378103E-27  9.733609E-27  1.207037E-26  3.515929E-26
    158  5.403768730975E-02  1.000000E-30  3.578042E-30  3.478339E-29  4.839340E-28  1.968135E-27  1.433618E-26  1.814862E-26  5.435749E-26
    159  5.422986619970E-02  1.000000E-30  4.612205E-30  4.584798E-29  6.582173E-28  2.738715E-27  2.055496E-26  2.655464E-26  8.178747E-26
    160  5.440569294967E-02  1.000000E-30  5.759715E-30  5.846565E-29  8.638884E-28  3.669643E-27  2.829592E-26  3.723081E-26  1.176148E-25
    161  5.456994612052E-02  1.000000E-30  7.027524E-30  7.272264E-29  1.103481E-27  4.777920E-27  3.777778E-26  5.056229E-26  1.635679E-25
    162  5.485681963417E-02  1.000000E-30  9.801769E-30  1.050041E-28  1.670161E-27  7.480145E-27  6.183409E-26  8.531039E-26  2.879794E-25
    163  5.511708850657E-02  1.000000E-30  1.289652E-29  1.425203E-28  2.365624E-27  1.092267E-26  9.395367E-26  1.331602E-25  4.666127E-25
    164  5.536560227933E-02  1.000000E-30  1.654528E-29  1.882360E-28  3.253138E-27  1.546348E-26  1.382111E-25  2.010616E-25  7.306390E-25
    165  5.559867087093E-02  1.000000E-30  2.066886E-29  2.417795E-28  4.341954E-27  2.121424E-26  1.965921E-25  2.930963E-25  1.102159E-24
    166  5.582344501454E-02  1.000000E-30  2.541300E-29  3.053345E-28  5.689678E-27  2.854332E-26  2.738867E-25  4.181009E-25  1.625053E-24
    167  5.608267729631E-02  1.000000E-30  3.196868E-29  3.962099E-28  7.706564E-27  3.986338E-26  3.982784E-25  6.248779E-25  2.523655E-24
    168  5.632179590432E-02  1.000000E-30  3.920306E-29  5.000098E-28  1.011928E-26  5.384601E-26  5.584578E-25  8.986534E-25  3.760182E-24
    169  5.658568452696E-02  1.000000E-30  4.873226E-29  6.416039E-28  1.356854E-26  7.449746E-26  8.052989E-25  1.332721E-24  5.799801E-24
    170  5.682194908758E-02  1.014797E-30  5.881943E-29  7.967831E-28  1.752879E-26  9.898344E-26  1.110484E-24  1.884600E-24  8.495618E-24
    171  5.707748662895E-02  1.182710E-30  7.161634E-29  1.000514E-27  2.297293E-26  1.337341E-25  1.562007E-24  2.724155E-24  1.275869E-23
    172  5.730159219632E-02  1.344939E-30  8.461436E-29  1.214590E-27  2.895845E-26  1.731486E-25  2.095293E-24  3.742868E-24  1.812903E-23
    173  5.769211250520E-02  1.659704E-30  1.117671E-28  1.682039E-27  4.282972E-26  2.683267E-25  3.454583E-24  6.435148E-24  3.305855E-23
    174  5.804755660481E-02  1.981837E-30  1.419140E-28  2.230155E-27  6.031923E-26  3.943920E-25  5.373986E-24  1.040138E-23  5.638698E-23
    175  5.837706807704E-02  2.310324E-30  1.751968E-28  2.866174E-27  8.199940E-26  5.578537E-25  8.013069E-24  1.607137E-23  9.159556E-23
    176  5.868213309337E-02  2.639020E-30  2.110840E-28  3.584594E-27  1.080457E-25  7.626417E-25  1.150520E-23  2.385143E-23  1.424109E-22
    177  5.897372529375E-02  2.974206E-30  2.503872E-28  4.406796E-27  1.396439E-25  1.021106E-24  1.614611E-23  3.455116E-23  2.157128E-22
    178  5.927019313219E-02  3.334746E-30  2.957997E-28  5.399193E-27  1.800507E-25  1.364817E-24  2.264144E-23  5.004325E-23  3.269899E-22
    179  5.955970264735E-02  3.703946E-30  3.458143E-28  6.541268E-27  2.293298E-25  1.800712E-24  3.131069E-23  7.143184E-23  4.880490E-22
