 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                fe52          fe53          fe54          fe55          fe56          fe57          fe58          fe59 
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.161605E-30  1.047904E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.345874E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.528576E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.717699E-30  3.368504E-30  1.181909E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.068412E-30  4.049579E-30  1.242011E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.021521E-30  5.920719E-30  6.606433E-30  1.652549E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.744762E-29  7.547399E-28  1.525922E-27  1.467050E-27  8.661358E-29
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  2.347438E-30  1.346914E-28  8.190222E-27  2.595687E-26  4.729852E-26  1.139819E-26
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.834613E-29  1.972969E-27  1.537575E-25  5.469308E-25  1.117806E-24  2.978936E-25
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  3.749585E-29  3.148350E-27  3.434751E-25  1.523608E-24  4.137004E-24  1.425695E-24
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  6.404341E-29  6.313845E-27  7.594041E-25  3.507420E-24  1.002958E-23  3.588842E-24
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.105776E-28  1.269039E-26  1.678334E-24  8.051550E-24  2.410784E-23  8.904003E-24
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.373753E-28  1.672454E-26  2.292902E-24  1.116261E-23  3.403837E-23  1.273071E-23
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.697922E-28  2.189913E-26  3.108276E-24  1.534932E-23  4.764893E-23  1.804164E-23
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  2.774970E-28  4.079784E-26  6.258308E-24  3.192522E-23  1.032990E-22  4.024288E-23
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  4.930160E-28  8.380651E-26  1.400844E-23  7.416073E-23  2.518924E-22  1.014570E-22
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  8.374611E-28  1.612698E-25  2.905598E-23  1.590656E-22  5.650880E-22  2.347284E-22
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.475450E-27  3.213902E-25  6.250717E-23  3.544828E-22  1.321474E-21  5.673563E-22
     57  3.249951277145E-02  1.000000E-30  1.279289E-30  2.475396E-27  5.980585E-25  1.243996E-22  7.283555E-22  2.838191E-21  1.256099E-21
     58  3.262595809504E-02  1.000000E-30  1.487637E-30  3.022590E-27  7.583159E-25  1.617661E-22  9.587491E-22  3.800227E-21  1.701622E-21
     59  3.272641576722E-02  1.000000E-30  1.674170E-30  3.545989E-27  9.165072E-25  1.994789E-22  1.193834E-21  4.797162E-21  2.168194E-21
     60  3.304841700500E-02  1.000000E-30  2.446462E-30  5.916469E-27  1.674497E-24  3.882843E-22  2.397253E-21  1.006604E-20  4.688469E-21
     61  3.362823507679E-02  1.000000E-30  4.858065E-30  1.484525E-26  4.865740E-24  1.260417E-21  8.230014E-21  3.745303E-20  1.843320E-20
     62  3.417743618412E-02  1.000000E-30  9.360147E-30  3.545502E-26  1.313176E-23  3.762081E-21  2.587549E-20  1.269283E-19  6.574243E-20
     63  3.448472684867E-02  1.000000E-30  1.354536E-29  5.767963E-26  2.275914E-23  6.896332E-21  4.885197E-20  2.501544E-19  1.334157E-19
     64  3.459225947862E-02  1.000000E-30  1.542861E-29  6.840871E-26  2.757332E-23  8.518437E-21  6.096336E-20  3.168781E-19  1.707330E-19
     65  3.468161085917E-02  1.000000E-30  1.719884E-29  7.887026E-26  3.235395E-23  1.015808E-20  7.332202E-20  3.859151E-19  2.097083E-19
     66  3.501586344154E-02  1.000000E-30  2.587548E-29  1.343520E-25  5.873225E-23  1.958307E-20  1.459553E-19  8.051624E-19  4.517411E-19
     67  3.563385967804E-02  1.000000E-30  5.550929E-29  3.592660E-25  1.751911E-22  6.524670E-20  5.163333E-19  3.112666E-18  1.855432E-18
     68  3.619390900501E-02  1.000000E-30  1.121661E-28  8.764828E-25  4.677322E-22  1.920342E-19  1.602797E-18  1.045056E-17  6.569331E-18
     69  3.661379630041E-02  1.000000E-30  1.913430E-28  1.710654E-24  9.732326E-22  4.299771E-19  3.737566E-18  2.588105E-17  1.694706E-17
     70  3.704099468238E-02  1.000000E-30  3.318993E-28  3.380735E-24  2.046621E-21  9.739942E-19  8.825778E-18  6.499906E-17  4.437517E-17
     71  3.731378163516E-02  1.000000E-30  4.731162E-28  5.213126E-24  3.277701E-21  1.635362E-18  1.521903E-17  1.165987E-16  8.175652E-17
     72  3.757630769329E-02  1.000000E-30  6.666588E-28  7.889135E-24  5.136993E-21  2.681743E-18  2.560833E-17  2.038529E-16  1.466932E-16
     73  3.788075418501E-02  1.000000E-30  9.942639E-28  1.270860E-23  8.602889E-21  4.731567E-18  4.655520E-17  3.874465E-16  2.873263E-16
     74  3.819794660071E-02  1.000000E-30  1.510974E-27  2.077803E-23  1.461599E-20  8.484585E-18  8.613570E-17  7.509530E-16  5.746969E-16
     75  3.838080203158E-02  1.000000E-30  1.924893E-27  2.750947E-23  1.976424E-20  1.183305E-17  1.223184E-16  1.095387E-15  8.536377E-16
     76  3.859219912978E-02  1.264568E-30  2.551703E-27  3.802628E-23  2.797798E-20  1.736106E-17  1.832751E-16  1.693337E-15  1.347750E-15
     77  3.884096228080E-02  1.718413E-30  3.559479E-27  5.543760E-23  4.188995E-20  2.710524E-17  2.933320E-16  2.811947E-15  2.294459E-15
     78  3.907668434759E-02  2.306449E-30  4.884859E-27  7.889905E-23  6.105398E-20  4.109235E-17  4.553108E-16  4.520226E-15  3.776553E-15
     79  3.934936577490E-02  3.256402E-30  7.055443E-27  1.180362E-22  9.371259E-20  6.598947E-17  7.514724E-16  7.769916E-15  6.672121E-15
     80  3.961640452516E-02  4.585648E-30  1.013087E-26  1.741028E-22  1.414354E-19  1.040532E-16  1.217234E-15  1.309809E-14  1.155448E-14
     81  3.991996766101E-02  6.803872E-30  1.532396E-26  2.689454E-22  2.236069E-19  1.727979E-16  2.084433E-15  2.347448E-14  2.135408E-14
     82  4.019473378510E-02  9.772063E-30  2.234853E-26  3.961359E-22  3.353009E-19  2.707132E-16  3.357838E-15  3.941044E-14  3.686403E-14
     83  4.046928694587E-02  1.410946E-29  3.271806E-26  5.805263E-22  4.985659E-19  4.202605E-16  5.360606E-15  6.558010E-14  6.308007E-14
     84  4.074955599116E-02  2.064452E-29  4.850442E-26  8.531466E-22  7.404940E-19  6.516968E-16  8.554655E-15  1.092073E-13  1.080982E-13
     85  4.099011663524E-02  2.874050E-29  6.826159E-26  1.181944E-21  1.030878E-18  9.404999E-16  1.265418E-14  1.675697E-13  1.700091E-13
     86  4.118445936105E-02  3.765195E-29  9.021309E-26  1.533803E-21  1.338506E-18  1.256096E-15  1.724115E-14  2.351819E-13  2.434137E-13
     87  4.137235583218E-02  4.900757E-29  1.184436E-25  1.969395E-21  1.713787E-18  1.651301E-15  2.310802E-14  3.244015E-13  3.423136E-13
     88  4.152714488067E-02  6.100404E-29  1.485371E-25  2.416887E-21  2.092405E-18  2.058857E-15  2.927372E-14  4.208201E-13  4.511989E-13
     89  4.165981986900E-02  7.369685E-29  1.806427E-25  2.878874E-21  2.475782E-18  2.478698E-15  3.572763E-14  5.241609E-13  5.697534E-13
     90  4.188596337322E-02  1.019924E-28  2.530663E-25  3.876632E-21  3.278396E-18  3.375298E-15  4.979626E-14  7.564219E-13  8.416954E-13
     91  4.208159634323E-02  1.355129E-28  3.401426E-25  5.017485E-21  4.156501E-18  4.375488E-15  6.586208E-14  1.031081E-12  1.170833E-12
     92  4.230932596557E-02  1.893832E-28  4.824728E-25  6.792013E-21  5.449020E-18  5.870257E-15  9.044990E-14  1.466780E-12  1.705521E-12
     93  4.251598135750E-02  2.575950E-28  6.661123E-25  8.977246E-21  6.938942E-18  7.610126E-15  1.197613E-13  2.005440E-12  2.382658E-12
     94  4.274368410830E-02  3.626795E-28  9.550298E-25  1.227785E-20  9.024064E-18  1.005066E-14  1.618686E-13  2.808349E-12  3.416995E-12
     95  4.294191711445E-02  4.897068E-28  1.311992E-24  1.622683E-20  1.132486E-17  1.272811E-14  2.091207E-13  3.742090E-12  4.648673E-12
     96  4.316569238790E-02  6.887524E-28  1.884605E-24  2.241391E-20  1.463414E-17  1.652162E-14  2.775552E-13  5.143471E-12  6.541542E-12
     97  4.339365876136E-02  9.763802E-28  2.734076E-24  3.145173E-20  1.904205E-17  2.144203E-14  3.683337E-13  7.073786E-12  9.215140E-12
     98  4.362382833621E-02  1.389201E-27  3.987702E-24  4.471515E-20  2.494946E-17  2.779000E-14  4.880024E-13  9.716526E-12  1.296918E-11
     99  4.384703699487E-02  1.953227E-27  5.749995E-24  6.342990E-20  3.261949E-17  3.564892E-14  6.391431E-13  1.317993E-11  1.801236E-11
    100  4.408801045744E-02  2.811676E-27  8.514786E-24  9.316428E-20  4.391710E-17  4.658103E-14  8.534461E-13  1.827895E-11  2.562769E-11
    101  4.430336182063E-02  3.875161E-27  1.204527E-23  1.318811E-19  5.773752E-17  5.917086E-14  1.104573E-12  2.447560E-11  3.511075E-11
    102  4.453208602613E-02  5.401315E-27  1.727088E-23  1.906906E-19  7.772739E-17  7.631484E-14  1.452116E-12  3.336202E-11  4.904046E-11
    103  4.474836808964E-02  7.303413E-27  2.399779E-23  2.688319E-19  1.033353E-16  9.706027E-14  1.879365E-12  4.468165E-11  6.721581E-11
    104  4.497736119052E-02  9.878338E-27  3.342474E-23  3.825379E-19  1.396890E-16  1.250616E-13  2.465484E-12  6.078194E-11  9.370706E-11
    105  4.517199675598E-02  1.254595E-26  4.354136E-23  5.096192E-19  1.797890E-16  1.547712E-13  3.097561E-12  7.875746E-11  1.239835E-10
    106  4.536038532241E-02  1.552207E-26  5.523388E-23  6.627627E-19  2.279478E-16  1.895393E-13  3.849392E-12  1.008433E-10  1.620021E-10
    107  4.552484255766E-02  1.838299E-26  6.688619E-23  8.220381E-19  2.781974E-16  2.252544E-13  4.634555E-12  1.246262E-10  2.037887E-10
    108  4.581275722245E-02  2.371796E-26  8.982567E-23  1.156118E-18  3.850821E-16  3.007158E-13  6.335017E-12  1.783471E-10  3.008517E-10
    109  4.603616864208E-02  2.783136E-26  1.088524E-22  1.456556E-18  4.837077E-16  3.708520E-13  7.964965E-12  2.323738E-10  4.015877E-10
    110  4.624194314299E-02  3.129878E-26  1.262186E-22  1.754087E-18  5.845109E-16  4.439958E-13  9.716803E-12  2.930131E-10  5.178360E-10
    111  4.641297951594E-02  3.379583E-26  1.398922E-22  2.008667E-18  6.737822E-16  5.104830E-13  1.135573E-11  3.520075E-10  6.337907E-10
    112  4.656990459822E-02  3.568835E-26  1.513816E-22  2.241603E-18  7.584440E-16  5.754257E-13  1.300076E-11  4.133524E-10  7.570955E-10
    113  4.671253119976E-02  3.703404E-26  1.606822E-22  2.448297E-18  8.364564E-16  6.372199E-13  1.460800E-11  4.753100E-10  8.842540E-10
    114  4.684580987606E-02  3.795151E-26  1.682328E-22  2.633893E-18  9.093236E-16  6.969246E-13  1.620130E-11  5.386824E-10  1.016878E-09
    115  4.697520204195E-02  3.852540E-26  1.744180E-22  2.804689E-18  9.792704E-16  7.563329E-13  1.782776E-11  6.053690E-10  1.159088E-09
    116  4.709649788536E-02  3.878659E-26  1.791491E-22  2.954712E-18  1.043542E-15  8.130133E-13  1.941938E-11  6.725781E-10  1.305033E-09
    117  4.721637454993E-02  3.879415E-26  1.827990E-22  3.092152E-18  1.105348E-15  8.697045E-13  2.105203E-11  7.435314E-10  1.461842E-09
    118  4.732862910872E-02  3.859021E-26  1.853027E-22  3.210298E-18  1.161328E-15  9.231850E-13  2.263129E-11  8.141132E-10  1.620507E-09
    119  4.750539400184E-02  3.789645E-26  1.875158E-22  3.374363E-18  1.245068E-15  1.007717E-12  2.520952E-11  9.335084E-10  1.894735E-09
    120  4.767210524850E-02  3.688116E-26  1.877922E-22  3.503809E-18  1.318496E-15  1.087314E-12  2.773514E-11  1.055528E-09  2.182202E-09
    121  4.783406579930E-02  3.562007E-26  1.865346E-22  3.605856E-18  1.384158E-15  1.164065E-12  3.026791E-11  1.183025E-09  2.490004E-09
    122  4.799263518131E-02  3.417609E-26  1.840026E-22  3.683391E-18  1.442682E-15  1.238275E-12  3.281594E-11  1.316608E-09  2.820298E-09
    123  4.815339657435E-02  3.254227E-26  1.802464E-22  3.739415E-18  1.495768E-15  1.312146E-12  3.546025E-11  1.461159E-09  3.186357E-09
    124  4.832264594384E-02  3.070458E-26  1.752578E-22  3.776082E-18  1.545106E-15  1.388276E-12  3.830611E-11  1.623479E-09  3.607671E-09
    125  4.849826454798E-02  2.872120E-26  1.691658E-22  3.791539E-18  1.589214E-15  1.465200E-12  4.131906E-11  1.803183E-09  4.086269E-09
    126  4.867786870736E-02  2.665976E-26  1.621797E-22  3.785445E-18  1.626956E-15  1.541395E-12  4.445569E-11  1.999143E-09  4.622184E-09
    127  4.885872256535E-02  2.459097E-26  1.545693E-22  3.758957E-18  1.657592E-15  1.615305E-12  4.766206E-11  2.209196E-09  5.212320E-09
    128  4.903755607841E-02  2.258433E-26  1.466480E-22  3.714670E-18  1.680804E-15  1.685334E-12  5.087059E-11  2.429695E-09  5.848712E-09
    129  4.921259737621E-02  2.068144E-26  1.386552E-22  3.655715E-18  1.696897E-15  1.750662E-12  5.403763E-11  2.657986E-09  6.525348E-09
    130  4.938368810460E-02  1.889643E-26  1.307271E-22  3.584775E-18  1.706473E-15  1.811165E-12  5.714771E-11  2.893084E-09  7.240636E-09
    131  4.955132280349E-02  1.723025E-26  1.229376E-22  3.503896E-18  1.710114E-15  1.866952E-12  6.019705E-11  3.134815E-09  7.995355E-09
    132  4.971624312404E-02  1.567786E-26  1.153236E-22  3.414555E-18  1.708289E-15  1.918166E-12  6.318585E-11  3.383400E-09  8.791649E-09
    133  4.987811857735E-02  1.424168E-26  1.079522E-22  3.318483E-18  1.701394E-15  1.964582E-12  6.609414E-11  3.637395E-09  9.626377E-09
    134  5.003799836445E-02  1.290418E-26  1.007738E-22  3.215350E-18  1.689280E-15  2.006040E-12  6.891900E-11  3.897498E-09  1.050359E-08
    135  5.019682549602E-02  1.166179E-26  9.381835E-23  3.106579E-18  1.672507E-15  2.042820E-12  7.166592E-11  4.164161E-09  1.142670E-08
    136  5.035511419132E-02  1.050869E-26  8.709075E-23  2.992742E-18  1.651197E-15  2.074745E-12  7.432457E-11  4.437073E-09  1.239704E-08
    137  5.051299755300E-02  9.441201E-27  8.060397E-23  2.874465E-18  1.625432E-15  2.101462E-12  7.687450E-11  4.715046E-09  1.341307E-08
    138  5.067010535678E-02  8.458300E-27  7.438597E-23  2.752685E-18  1.595367E-15  2.122512E-12  7.928460E-11  4.995668E-09  1.446875E-08
    139  5.082726902819E-02  7.551167E-27  6.841331E-23  2.627343E-18  1.560911E-15  2.137553E-12  8.153899E-11  5.278298E-09  1.556474E-08
    140  5.098506829486E-02  6.713528E-27  6.267338E-23  2.498475E-18  1.521944E-15  2.146074E-12  8.361174E-11  5.561415E-09  1.669890E-08
    141  5.114361869269E-02  5.942064E-27  5.717051E-23  2.366451E-18  1.478415E-15  2.147429E-12  8.546471E-11  5.842093E-09  1.786387E-08
    142  5.130328078870E-02  5.232431E-27  5.190003E-23  2.231425E-18  1.430201E-15  2.140902E-12  8.705676E-11  6.117147E-09  1.905148E-08
    143  5.146205644840E-02  4.589825E-27  4.693006E-23  2.095585E-18  1.377967E-15  2.125966E-12  8.832321E-11  6.378779E-09  2.023292E-08
    144  5.162089365231E-02  4.006170E-27  4.222942E-23  1.958656E-18  1.321542E-15  2.102024E-12  8.922768E-11  6.623715E-09  2.139833E-08
    145  5.177902725711E-02  3.480308E-27  3.781908E-23  1.821855E-18  1.261378E-15  2.068727E-12  8.972098E-11  6.845436E-09  2.252237E-08
    146  5.193558292952E-02  3.009112E-27  3.370323E-23  1.685977E-18  1.197771E-15  2.025645E-12  8.975089E-11  7.037217E-09  2.357711E-08
    147  5.207655208218E-02  2.625623E-27  3.022243E-23  1.564226E-18  1.137536E-15  1.978237E-12  8.935965E-11  7.181359E-09  2.445689E-08
    148  5.220437120847E-02  2.309577E-27  2.725289E-23  1.454881E-18  1.080799E-15  1.928175E-12  8.864091E-11  7.284817E-09  2.518051E-08
    149  5.240275279905E-02  1.874943E-27  2.299555E-23  1.288206E-18  9.893921E-16  1.837249E-12  8.680132E-11  7.386238E-09  2.612756E-08
    150  5.258707116153E-02  1.527436E-27  1.942076E-23  1.137973E-18  9.017472E-16  1.738886E-12  8.427458E-11  7.407320E-09  2.677149E-08
    151  5.276353482958E-02  1.241460E-27  1.634044E-23  9.997508E-19  8.165047E-16  1.633227E-12  8.111542E-11  7.354619E-09  2.713474E-08
    152  5.293536770993E-02  1.003237E-27  1.365882E-23  8.717270E-19  7.334009E-16  1.520994E-12  7.736949E-11  7.230799E-09  2.721986E-08
    153  5.310288915571E-02  8.058766E-28  1.134056E-23  7.543149E-19  6.534470E-16  1.404481E-12  7.313331E-11  7.040157E-09  2.702782E-08
    154  5.325369291828E-02  6.550282E-28  9.496977E-24  6.557257E-19  5.833396E-16  1.295352E-12  6.889004E-11  6.810948E-09  2.661494E-08
    155  5.339308966526E-02  5.360777E-28  7.990321E-24  5.711465E-19  5.208519E-16  1.192440E-12  6.467010E-11  6.553565E-09  2.603237E-08
    156  5.362726198018E-02  3.754292E-28  5.862492E-24  4.442636E-19  4.225774E-16  1.019198E-12  5.712854E-11  6.034996E-09  2.464308E-08
    157  5.383816121000E-02  2.664075E-28  4.339495E-24  3.467672E-19  3.428084E-16  8.673728E-13  5.009166E-11  5.494392E-09  2.300147E-08
    158  5.403768730975E-02  1.888760E-28  3.202533E-24  2.691708E-19  2.761233E-16  7.316217E-13  4.346816E-11  4.941450E-09  2.118142E-08
    159  5.422986619970E-02  1.333063E-28  2.349660E-24  2.073846E-19  2.205431E-16  6.112628E-13  3.732648E-11  4.392276E-09  1.926180E-08
    160  5.440569294967E-02  9.553962E-29  1.744958E-24  1.610902E-19  1.771039E-16  5.117242E-13  3.204339E-11  3.891783E-09  1.742750E-08
    161  5.456994612052E-02  6.916418E-29  1.306002E-24  1.257541E-19  1.426461E-16  4.286117E-13  2.747749E-11  3.437488E-09  1.569727E-08
    162  5.485681963417E-02  3.835861E-29  7.675809E-25  7.955399E-20  9.532155E-17  3.067492E-13  2.049026E-11  2.699649E-09  1.275756E-08
    163  5.511708850657E-02  2.186913E-29  4.614629E-25  5.115728E-20  6.443451E-17  2.206422E-13  1.529889E-11  2.112823E-09  1.030024E-08
    164  5.536560227933E-02  1.252287E-29  2.779884E-25  3.286474E-20  4.340475E-17  1.576168E-13  1.132507E-11  1.636059E-09  8.217293E-09
    165  5.559867087093E-02  7.299602E-30  1.699288E-25  2.133784E-20  2.945186E-17  1.129119E-13  8.388320E-12  1.264171E-09  6.529903E-09
    166  5.582344501454E-02  4.271236E-30  1.041096E-25  1.385690E-20  1.994922E-17  8.052210E-14  6.178136E-12  9.701266E-10  5.148860E-09
    167  5.608267729631E-02  2.266730E-30  5.825666E-26  8.291173E-21  1.252165E-17  5.356449E-14  4.265446E-12  7.023861E-10  3.846640E-09
    168  5.632179590432E-02  1.246646E-30  3.364817E-26  5.093912E-21  8.035331E-18  3.622281E-14  2.985113E-12  5.136364E-10  2.895756E-09
    169  5.658568452696E-02  1.000000E-30  1.813301E-26  2.937813E-21  4.858249E-18  2.317350E-14  1.983289E-12  3.582354E-10  2.085495E-09
    170  5.682194908758E-02  1.000000E-30  1.031956E-26  1.776445E-21  3.062739E-18  1.535156E-14  1.359087E-12  2.564148E-10  1.536353E-09
    171  5.707748662895E-02  1.000000E-30  5.556765E-27  1.021265E-21  1.840808E-18  9.725749E-15  8.931510E-13  1.766484E-10  1.091989E-09
    172  5.730159219632E-02  1.000000E-30  3.206841E-27  6.241115E-22  1.169095E-18  6.464015E-15  6.130007E-13  1.263678E-10  8.029047E-10
    173  5.769211250520E-02  1.000000E-30  1.215852E-27  2.612028E-22  5.224155E-19  3.121196E-15  3.130388E-13  6.937537E-11  4.624457E-10
    174  5.804755660481E-02  1.000000E-30  4.963782E-28  1.166924E-22  2.473974E-19  1.583451E-15  1.671669E-13  3.959193E-11  2.757603E-10
    175  5.837706807704E-02  1.000000E-30  2.155980E-28  5.504187E-23  1.228751E-19  8.362799E-16  9.258671E-14  2.332229E-11  1.692110E-10
    176  5.868213309337E-02  1.000000E-30  9.988085E-29  2.747654E-23  6.411916E-20  4.604376E-16  5.326616E-14  1.420462E-11  1.070411E-10
    177  5.897372529375E-02  1.000000E-30  4.828987E-29  1.423033E-23  3.447640E-20  2.594403E-16  3.129595E-14  8.811713E-12  6.885859E-11
    178  5.927019313219E-02  1.000000E-30  2.345532E-29  7.384377E-24  1.844916E-20  1.446371E-16  1.820022E-14  5.413808E-12  4.390148E-11
    179  5.955970264735E-02  1.000000E-30  1.188208E-29  3.970702E-24  1.012045E-20  8.182494E-17  1.072568E-14  3.364949E-12  2.829453E-11
