 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                cu62          cu63          cu64          cu65          cu66          cu67          cu68          cu69 
    178  5.927019313219E-02  2.700194E-21  5.990552E-18  6.492633E-16  2.368992E-13  4.110521E-12  4.537589E-10  1.271489E-09  1.493378E-08
    179  5.955970264735E-02  1.544367E-21  3.644454E-18  4.123607E-16  1.591750E-13  2.865902E-12  3.332561E-10  9.642408E-10  1.187028E-08
    180  5.987296131417E-02  8.380642E-22  2.115023E-18  2.507962E-16  1.029500E-13  1.929528E-12  2.374439E-10  7.113564E-10  9.216675E-09
    181  6.018239261751E-02  4.558012E-22  1.229527E-18  1.527453E-16  6.665792E-14  1.300058E-12  1.692198E-10  5.247671E-10  7.152857E-09
    182  6.051941164510E-02  2.336602E-22  6.777989E-19  8.860407E-17  4.135157E-14  8.423353E-13  1.165750E-10  3.754082E-10  5.408730E-09
    183  6.081686890997E-02  1.290679E-22  3.992244E-19  5.460003E-17  2.704985E-14  5.726309E-13  8.366991E-11  2.785972E-10  4.215947E-09
    184  6.107970107709E-02  7.621102E-23  2.494652E-19  3.551307E-17  1.855364E-14  4.063924E-13  6.230462E-11  2.136909E-10  3.377591E-09
    185  6.149099227918E-02  3.324915E-23  1.189107E-19  1.803214E-17  1.024685E-14  2.368014E-13  3.915564E-11  1.406928E-10  2.381306E-09
    186  6.184187848266E-02  1.632168E-23  6.289298E-20  1.006895E-17  6.152672E-15  1.488638E-13  2.626616E-11  9.821714E-11  1.762952E-09
    187  6.212841772032E-02  9.125402E-24  3.732351E-20  6.246285E-18  4.051409E-15  1.017775E-13  1.893899E-11  7.317048E-11  1.378157E-09
    188  6.241083345826E-02  5.146793E-24  2.229026E-20  3.897191E-18  2.681528E-15  6.991369E-14  1.371186E-11  5.471510E-11  1.080807E-09
    189  6.286334795077E-02  2.064342E-24  9.748092E-21  1.827662E-18  1.382532E-15  3.826555E-14  8.166707E-12  3.432760E-11  7.320846E-10
    190  6.324448148531E-02  9.666213E-25  4.866384E-21  9.665262E-19  7.911155E-16  2.302826E-14  5.277926E-12  2.318217E-11  5.274820E-10
    191  6.354755735680E-02  5.336026E-25  2.803631E-21  5.822790E-19  5.069715E-16  1.536207E-14  3.727332E-12  1.695640E-11  4.063399E-10
    192  6.382753282149E-02  3.113920E-25  1.687900E-21  3.648585E-19  3.358982E-16  1.056421E-14  2.702264E-12  1.270002E-11  3.193320E-10
    193  6.429792763326E-02  1.302348E-25  7.265494E-22  1.671824E-19  1.682115E-16  5.632096E-15  1.574461E-12  7.817460E-12  2.131723E-10
    194  6.470641913937E-02  6.381124E-26  3.546799E-22  8.555803E-20  9.228944E-17  3.262509E-15  9.850583E-13  5.131033E-12  1.501721E-10
    195  6.514351188605E-02  3.131082E-26  1.681245E-22  4.223456E-20  4.855305E-17  1.818930E-15  5.962337E-13  3.269841E-12  1.032565E-10
    196  6.551961572666E-02  1.770057E-26  9.025780E-23  2.323805E-20  2.790113E-17  1.098628E-15  3.864896E-13  2.216069E-12  7.473980E-11
    197  6.614173306661E-02  7.441323E-27  3.396126E-23  8.889668E-21  1.113995E-17  4.761861E-16  1.881616E-13  1.161874E-12  4.372138E-11
    198  6.666431851744E-02  3.804747E-27  1.582315E-23  4.102463E-21  5.153821E-18  2.358165E-16  1.025664E-13  6.742354E-13  2.782862E-11
    199  6.714973898932E-02  2.099923E-27  8.141064E-24  2.060076E-21  2.520187E-18  1.227358E-16  5.825393E-14  4.059799E-13  1.826505E-11
    200  6.763365269933E-02  1.176113E-27  4.345703E-24  1.063124E-21  1.233524E-18  6.386817E-17  3.301165E-14  2.439448E-13  1.196776E-11
    201  6.810748363549E-02  6.705532E-28  2.418007E-24  5.700597E-22  6.141788E-19  3.372209E-17  1.889206E-14  1.478890E-13  7.899659E-12
    202  6.886988901479E-02  2.712205E-28  9.795548E-25  2.179796E-22  2.016493E-19  1.212922E-17  7.672340E-15  6.593322E-14  4.040451E-12
    203  6.932442343830E-02  1.569754E-28  5.782777E-25  1.249000E-22  1.045029E-19  6.619875E-18  4.473782E-15  4.065485E-14  2.704887E-12
    204  6.977291475786E-02  9.085557E-29  3.448488E-25  7.260098E-23  5.490559E-20  3.654643E-18  2.622789E-15  2.519277E-14  1.818426E-12
    205  7.051837306122E-02  3.603744E-29  1.461743E-25  2.976072E-23  1.917982E-20  1.380884E-18  1.079246E-15  1.137242E-14  9.399627E-13
    206  7.120724846930E-02  1.502557E-29  6.566282E-26  1.308165E-23  7.424822E-21  5.723542E-19  4.749326E-16  5.453988E-15  5.109143E-13
    207  7.185571854523E-02  6.473859E-30  3.056847E-26  6.007794E-24  3.098781E-21  2.541316E-19  2.191296E-16  2.729618E-15  2.876805E-13
    208  7.250556240022E-02  2.743840E-30  1.405619E-26  2.741714E-24  1.317907E-21  1.149154E-19  1.011043E-16  1.366835E-15  1.620046E-13
    209  7.308358088908E-02  1.264585E-30  6.974783E-27  1.357199E-24  6.260661E-22  5.765452E-20  5.087149E-17  7.398121E-16  9.727120E-14
    210  7.365083251161E-02  1.000000E-30  3.472146E-27  6.763052E-25  3.049519E-22  2.966164E-20  2.592121E-17  4.050653E-16  5.892922E-14
    211  7.420607479025E-02  1.000000E-30  1.742662E-27  3.407714E-25  1.525365E-22  1.567428E-20  1.342443E-17  2.251021E-16  3.610948E-14
    212  7.477269193766E-02  1.000000E-30  8.579681E-28  1.688812E-25  7.599119E-23  8.271363E-21  6.876010E-18  1.239059E-16  2.192150E-14
    213  7.532671922740E-02  1.000000E-30  4.265947E-28  8.466483E-26  3.868127E-23  4.460470E-21  3.576069E-18  6.914924E-17  1.344146E-14
    214  7.590819975934E-02  1.000000E-30  2.043718E-28  4.098345E-26  1.918112E-23  2.352839E-21  1.805313E-18  3.759300E-17  8.044604E-15
    215  7.648106882397E-02  1.000000E-30  9.903984E-29  2.008970E-26  9.684822E-24  1.263225E-21  9.244107E-19  2.070502E-17  4.853303E-15
    216  7.706864365518E-02  1.000000E-30  4.717841E-29  9.689502E-27  4.834216E-24  6.715197E-22  4.669610E-19  1.127006E-17  2.888311E-15
    217  7.765097184480E-02  1.000000E-30  2.269128E-29  4.719093E-27  2.441434E-24  3.607948E-22  2.383377E-19  6.194101E-18  1.725428E-15
    218  7.824188421090E-02  1.000000E-30  1.087649E-29  2.290656E-27  1.230318E-24  1.933227E-22  1.213171E-19  3.398235E-18  1.023252E-15
    219  7.883216312169E-02  1.000000E-30  5.262670E-30  1.121674E-27  6.251054E-25  1.042175E-22  6.230188E-20  1.880417E-18  6.071687E-16
    220  7.934760137230E-02  1.000000E-30  2.811153E-30  6.047060E-28  3.476413E-25  6.091083E-23  3.503079E-20  1.128607E-18  3.845655E-16
    221  7.991019390762E-02  1.000000E-30  1.430616E-30  3.109732E-28  1.845614E-25  3.404128E-23  1.886731E-20  6.527392E-19  2.337316E-16
    222  8.044081450283E-02  1.000000E-30  1.000000E-30  1.676893E-28  1.022952E-25  1.974202E-23  1.063466E-20  3.935299E-19  1.462559E-16
    223  8.103419684334E-02  1.000000E-30  1.000000E-30  8.489432E-29  5.321164E-26  1.075676E-23  5.662915E-21  2.260242E-19  8.657100E-17
    224  8.158988408622E-02  1.000000E-30  1.000000E-30  4.537922E-29  2.905642E-26  6.107130E-24  3.175737E-21  1.361626E-19  5.302410E-17
    225  8.219791245697E-02  1.000000E-30  1.000000E-30  2.320776E-29  1.513278E-26  3.300815E-24  1.711904E-21  7.944547E-20  3.108963E-17
    226  8.273529679330E-02  1.000000E-30  1.000000E-30  1.299650E-29  8.566791E-27  1.920561E-24  1.003474E-21  4.999283E-20  1.943333E-17
    227  8.327310875316E-02  1.000000E-30  1.000000E-30  7.359605E-30  4.877893E-27  1.117470E-24  5.936796E-22  3.179269E-20  1.215926E-17
    228  8.381967664174E-02  1.000000E-30  1.000000E-30  4.185551E-30  2.773262E-27  6.452662E-25  3.517822E-22  2.029715E-20  7.569186E-18
    229  8.442137901789E-02  1.000000E-30  1.000000E-30  2.281893E-30  1.501303E-27  3.523782E-25  1.995549E-22  1.251646E-20  4.502594E-18
    230  8.496109010092E-02  1.000000E-30  1.000000E-30  1.339884E-30  8.691710E-28  2.037375E-25  1.203817E-22  8.149925E-21  2.823474E-18
    231  8.556251684447E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.752521E-28  1.100357E-25  6.867322E-23  5.068737E-21  1.677761E-18
    232  8.609514523980E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.795042E-28  6.335242E-26  4.171126E-23  3.326806E-21  1.056105E-18
    233  8.668730402486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.551842E-28  3.391497E-26  2.380209E-23  2.071506E-21  6.278954E-19
    234  8.725638446658E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.827692E-29  1.837785E-26  1.374644E-23  1.301966E-21  3.781768E-19
    235  8.784892152766E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.910916E-29  9.587902E-27  7.662689E-24  7.929539E-22  2.209818E-19
    236  8.837914431516E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.904815E-29  5.289714E-27  4.477239E-24  5.016473E-22  1.351455E-19
    237  8.927467123273E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.189677E-29  1.884223E-27  1.740336E-24  2.228677E-22  5.716251E-20
    238  9.009385267910E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.228012E-30  7.132412E-28  7.013274E-25  1.013493E-22  2.510464E-20
    239  9.088007009323E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.341722E-30  2.747165E-28  2.808039E-25  4.544008E-23  1.099748E-20
    240  9.160938796651E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.096757E-30  1.125982E-28  1.167958E-25  2.089656E-23  4.996989E-21
    241  9.231864750676E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.749161E-29  4.882634E-26  9.559666E-24  2.283186E-21
    242  9.335415502949E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.369647E-29  1.339993E-26  2.952068E-24  7.160984E-22
    243  9.429165011748E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.649014E-30  4.190883E-27  1.000764E-24  2.500893E-22
    244  9.514750284226E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.792982E-30  1.483537E-27  3.742587E-25  9.587734E-23
    245  9.592869681963E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.036483E-28  1.557132E-25  4.013124E-23
    246  9.638259128200E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.646489E-28  9.456917E-26  2.416182E-23
    247  9.686466198075E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.191522E-28  5.684522E-26  1.414444E-23
    248  9.745016881397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.224997E-28  3.169257E-26  7.421207E-24
    249  9.798964068785E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.426042E-29  1.923194E-26  4.124973E-24
    250  9.892639389759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.343895E-29  8.901188E-27  1.529668E-24
    251  9.977784733458E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.725587E-29  4.887656E-27  6.578660E-25
    252  1.005622893962E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.656466E-30  2.982937E-27  3.241361E-25
    253  1.013070552067E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.634327E-30  1.925935E-27  1.794496E-25
    254  1.019791947326E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.465840E-30  1.310371E-27  1.122928E-25
    255  1.025982572428E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.197746E-30  9.175873E-28  7.619774E-26
    256  1.032644197032E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.317973E-30  6.208163E-28  5.190161E-26
    257  1.039121745974E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.186338E-28  3.630586E-26
    258  1.045193471709E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.847371E-28  2.603828E-26
    259  1.051181778144E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.912136E-28  1.864987E-26
    260  1.056826419982E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.288369E-28  1.345399E-26
    261  1.062431336111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.519021E-29  9.568469E-27
    262  1.068146627648E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.461323E-29  6.630783E-27
    263  1.073656177930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.476464E-29  4.560467E-27
    264  1.079139362418E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.160188E-29  3.066661E-27
    265  1.084202130578E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.362971E-29  2.083227E-27
    266  1.089957947327E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.864857E-30  1.310187E-27
    267  1.095139929398E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.685587E-30  8.437642E-28
    268  1.100036617482E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.809727E-30  5.456110E-28
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.530710E-30  3.262334E-28
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.799404E-28
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.029721E-28
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.950329E-29
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.250735E-29
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.681654E-29
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.018192E-30
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.437859E-30
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.318582E-30
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
