 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ho193         ho194         ho195         ho196         er148         er149         er150         er151
    360  1.656939516385E-01  1.010782E-21  2.340865E-25  1.241246E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  1.050546E-21  2.461648E-25  1.433117E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  1.088592E-21  2.579470E-25  1.640283E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  1.147223E-21  2.766835E-25  2.019768E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  1.185101E-21  2.890172E-25  2.299252E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.224989E-21  3.022741E-25  2.631476E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  1.299354E-21  3.278737E-25  3.381432E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  1.371663E-21  3.535137E-25  4.270041E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  1.435120E-21  3.764350E-25  5.177765E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  1.498261E-21  3.994945E-25  6.194822E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  1.570277E-21  4.258307E-25  7.462010E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.656197E-21  4.569828E-25  9.068309E-26  1.148288E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.757775E-21  4.931551E-25  1.101538E-25  1.382983E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.917331E-21  5.485823E-25  1.407191E-25  1.758760E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  2.146535E-21  6.260991E-25  1.836864E-25  2.285909E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  2.557793E-21  7.622530E-25  2.594367E-25  3.213950E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  3.234053E-21  9.839227E-25  3.857040E-25  4.758603E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  4.526880E-21  1.408618E-24  6.430182E-25  7.900251E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  6.850172E-21  2.180825E-24  1.159647E-24  1.419217E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  1.443682E-20  4.767042E-24  3.223463E-24  3.922914E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  3.118187E-20  1.068185E-23  9.164590E-24  1.109820E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  6.229182E-20  2.208178E-23  2.356418E-23  2.842158E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  1.160528E-19  4.249094E-23  5.556344E-23  6.679530E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  2.044897E-19  7.721934E-23  1.223443E-22  1.466703E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  3.509577E-19  1.366727E-22  2.616486E-22  3.129273E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  5.685372E-19  2.278294E-22  5.189685E-22  6.195016E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  9.014626E-19  3.716166E-22  1.004008E-21  1.196590E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  1.506736E-18  6.417760E-22  2.106809E-21  2.507129E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  2.392046E-18  1.050390E-21  4.128542E-21  4.907576E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  4.131244E-18  1.883202E-21  9.209059E-21  1.093602E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  6.896227E-18  3.260382E-21  1.968669E-20  2.336498E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.224918E-17  6.043567E-21  4.658354E-20  5.527465E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  2.076057E-17  1.067144E-20  1.037252E-19  1.231031E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  4.837748E-17  2.666257E-20  3.825129E-19  4.545443E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  7.675135E-17  4.404204E-20  7.889288E-19  9.386247E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.205013E-16  7.205422E-20  1.616611E-18  1.926378E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  2.067239E-16  1.301806E-19  3.864385E-18  4.616060E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  3.323340E-16  2.195824E-19  8.429920E-18  1.009673E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  5.204766E-16  3.607404E-19  1.784938E-17  2.144413E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  8.399063E-16  6.144276E-19  4.038235E-17  4.870430E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  1.314567E-15  1.014808E-18  8.823553E-17  1.068794E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  2.519526E-15  2.117949E-18  2.854976E-16  3.484900E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  3.585643E-15  3.171274E-18  5.533461E-16  6.788501E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  5.157844E-15  4.829845E-18  1.124396E-15  1.387794E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  9.228882E-15  9.618955E-18  3.818368E-15  4.771593E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.404415E-14  1.619853E-17  1.057819E-14  1.339015E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.849764E-14  2.347007E-17  2.432776E-14  3.119973E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  2.163132E-14  2.996286E-17  4.725790E-14  6.138754E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  2.326290E-14  3.492496E-17  8.060163E-14  1.060029E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  2.337941E-14  3.995344E-17  1.687528E-13  2.266599E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  2.239938E-14  4.125834E-17  2.457616E-13  3.343595E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  2.103746E-14  4.159054E-17  3.414372E-13  4.703951E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.908931E-14  4.111866E-17  4.955793E-13  6.936519E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  1.705700E-14  4.004964E-17  7.050881E-13  1.003479E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  1.414596E-14  3.799627E-17  1.187982E-12  1.738534E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.210406E-14  3.664086E-17  1.868642E-12  2.811202E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.094281E-14  3.665495E-17  2.762910E-12  4.268859E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.057138E-14  4.056630E-17  4.819239E-12  7.773141E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.104528E-14  4.522635E-17  6.370400E-12  1.052548E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.193737E-14  5.192099E-17  8.272110E-12  1.400278E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.326760E-14  6.125125E-17  1.068000E-11  1.854410E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.503781E-14  7.361982E-17  1.368535E-11  2.439857E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.909672E-14  1.029454E-16  2.049367E-11  3.829895E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  2.196783E-14  1.245510E-16  2.539607E-11  4.877357E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  2.512108E-14  1.489418E-16  3.089090E-11  6.091498E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  3.313624E-14  2.130020E-16  4.528619E-11  9.445945E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  4.196903E-14  2.852258E-16  6.156566E-11  1.349876E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  5.254293E-14  3.719705E-16  8.123858E-11  1.871094E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  6.603605E-14  4.814146E-16  1.062407E-10  2.577081E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  8.177771E-14  6.062439E-16  1.349682E-10  3.442000E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.024239E-13  7.648448E-16  1.717305E-10  4.624501E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.253203E-13  9.342736E-16  2.112622E-10  5.982937E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.805176E-13  1.319229E-15  3.018212E-10  9.402784E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  2.594157E-13  1.826001E-15  4.221199E-10  1.454863E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  3.700715E-13  2.477538E-15  5.779389E-10  2.215148E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  5.180305E-13  3.276179E-15  7.700370E-10  3.289270E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  7.054508E-13  4.207436E-15  9.949323E-10  4.731267E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  1.120571E-12  6.067734E-15  1.445476E-09  8.206238E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.674006E-12  8.281646E-15  1.981891E-09  1.336887E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  2.369976E-12  1.080183E-14  2.591017E-09  2.063225E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  3.282352E-12  1.381917E-14  3.316701E-09  3.135197E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  4.431059E-12  1.730914E-14  4.149906E-09  4.666521E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  5.809957E-12  2.118504E-14  5.066591E-09  6.760722E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  8.651137E-12  2.845837E-14  6.760597E-09  1.193132E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  1.220864E-11  3.668898E-14  8.635556E-09  2.001390E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.657500E-11  4.593564E-14  1.068956E-08  3.241825E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  2.171265E-11  5.600212E-14  1.286490E-08  5.064039E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  3.186484E-11  7.420465E-14  1.664699E-08  9.913136E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  4.455451E-11  9.493693E-14  2.073565E-08  1.855844E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  6.022012E-11  1.185781E-13  2.513950E-08  3.379724E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  7.974500E-11  1.460746E-13  2.994726E-08  6.104329E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.036036E-10  1.777073E-13  3.509816E-08  1.090265E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.332167E-10  2.149668E-13  4.069077E-08  1.951807E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  1.703053E-10  2.595645E-13  4.677446E-08  3.519956E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.154944E-10  3.118650E-13  5.315686E-08  6.284087E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.719826E-10  3.751637E-13  5.995054E-08  1.124561E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  3.442413E-10  4.538153E-13  6.722255E-08  2.036528E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  4.930721E-10  6.099834E-13  7.865657E-08  5.082470E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  6.976318E-10  8.148950E-13  8.845543E-08  1.250297E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.008628E-09  1.110167E-12  9.165302E-08  3.242556E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  1.403995E-09  1.466094E-12  8.028979E-08  6.917881E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.910631E-09  1.903597E-12  6.029731E-08  1.159695E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  2.928210E-09  2.752343E-12  4.306734E-08  1.741075E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  4.234172E-09  3.817645E-12  4.604953E-08  2.100732E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  6.056195E-09  5.294015E-12  5.909048E-08  2.377599E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  8.344378E-09  7.157100E-12  7.630664E-08  2.589329E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.134376E-08  9.629156E-12  9.727332E-08  2.763314E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  1.541315E-08  1.304183E-11  1.229396E-07  2.908413E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  2.052029E-08  1.741501E-11  1.517073E-07  3.017854E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  3.319306E-08  2.864229E-11  2.120491E-07  3.144578E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  4.366322E-08  3.826162E-11  2.539967E-07  3.183835E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  5.706766E-08  5.096163E-11  3.007302E-07  3.197963E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  8.984006E-08  8.352900E-11  3.936226E-07  3.164079E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  1.250547E-07  1.205035E-10  4.722216E-07  3.090824E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
