 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sc49          sc50          sc51          sc52          sc53          sc54          sc55          sc56 
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.554644E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  4.106185E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.954203E-27  1.543939E-28  3.643895E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  8.576183E-26  3.585161E-27  8.833352E-29  1.074328E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.356615E-24  9.693993E-26  5.189403E-27  6.217743E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  2.617692E-23  8.674497E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  4.900254E-21  3.941632E-22  2.279613E-23  2.851799E-25  5.281138E-27  7.560675E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  9.576483E-20  8.120647E-21  4.746778E-22  5.707074E-24  8.279807E-26  1.088323E-28  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.833053E-19  1.754301E-20  1.249276E-21  1.861377E-23  4.547852E-25  7.276089E-28  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  3.715947E-19  3.618473E-20  2.624908E-21  3.967129E-23  9.911024E-25  1.595172E-27  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  7.806771E-19  7.812354E-20  5.841526E-21  9.045290E-23  2.336599E-24  3.793991E-27  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.043969E-18  1.055799E-19  7.987425E-21  1.248443E-22  3.266974E-24  5.322790E-27  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.385655E-18  1.415968E-19  1.083621E-20  1.709393E-22  4.530469E-24  7.406202E-27  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  2.655006E-18  2.778997E-19  2.184159E-20  3.519831E-22  9.607426E-24  1.582852E-26  1.778487E-30  1.000000E-30
     54  3.147800645819E-02  5.606581E-18  6.034618E-19  4.892382E-20  8.083023E-22  2.283183E-23  3.795957E-26  4.307570E-30  1.000000E-30
     55  3.181357346897E-02  1.102750E-17  1.217773E-18  1.015838E-19  1.717291E-21  5.006108E-23  8.393129E-26  9.601799E-30  1.000000E-30
     56  3.217197145871E-02  2.244539E-17  2.547448E-18  2.190779E-19  3.795649E-21  1.144350E-22  1.935907E-25  2.234191E-29  1.000000E-30
     57  3.249951277145E-02  4.252877E-17  4.949005E-18  4.376372E-19  7.754942E-21  2.411172E-22  4.112789E-25  4.785070E-29  1.000000E-30
     58  3.262595809504E-02  5.428553E-17  6.377838E-18  5.700322E-19  1.018835E-20  3.205244E-22  5.484526E-25  6.400880E-29  1.000000E-30
     59  3.272641576722E-02  6.596364E-17  7.809580E-18  7.039986E-19  1.267015E-20  4.023872E-22  6.902777E-25  8.076267E-29  1.000000E-30
     60  3.304841700500E-02  1.226220E-16  1.488017E-17  1.378836E-18  2.537464E-20  8.307332E-22  1.436777E-24  1.694669E-28  1.000000E-30
     61  3.362823507679E-02  3.675230E-16  4.661399E-17  4.537937E-18  8.691847E-20  3.005098E-21  5.274466E-24  6.313044E-28  1.000000E-30
     62  3.417743618412E-02  1.023606E-15  1.354020E-16  1.381591E-17  2.749020E-19  1.000716E-20  1.781102E-23  2.161822E-27  1.090617E-30
     63  3.448472684867E-02  1.807047E-15  2.448027E-16  2.565730E-17  5.217808E-19  1.956741E-20  3.510960E-23  4.296395E-27  2.190079E-30
     64  3.459225947862E-02  2.203379E-15  3.009537E-16  3.183354E-17  6.522280E-19  2.470768E-20  4.445470E-23  5.455106E-27  2.788564E-30
     65  3.468161085917E-02  2.599641E-15  3.575322E-16  3.811132E-17  7.857621E-19  3.002033E-20  5.413847E-23  6.659000E-27  3.412113E-30
     66  3.501586344154E-02  4.820221E-15  6.803158E-16  7.465490E-17  1.575915E-18  6.216228E-20  1.130829E-22  1.403260E-26  7.255256E-30
     67  3.563385967804E-02  1.497818E-14  2.217759E-15  2.568247E-16  5.663746E-18  2.370791E-19  4.383504E-22  5.530741E-26  2.907897E-29
     68  3.619390900501E-02  4.161014E-14  6.435107E-15  7.825012E-16  1.795308E-17  7.925829E-19  1.486978E-21  1.904504E-25  1.016388E-28
     69  3.661379630041E-02  8.933123E-14  1.427813E-14  1.801808E-15  4.260311E-17  1.958998E-18  3.716734E-21  4.815957E-25  2.599852E-28
     70  3.704099468238E-02  1.942194E-13  3.210601E-14  4.208053E-15  1.026024E-16  4.917708E-18  9.437466E-21  1.237500E-24  6.759035E-28
     71  3.731378163516E-02  3.180093E-13  5.372247E-14  7.215777E-15  1.794705E-16  8.836392E-18  1.708427E-20  2.257676E-24  1.242505E-27
     72  3.757630769329E-02  5.094106E-13  8.787228E-14  1.208372E-14  3.063369E-16  1.547652E-17  3.013652E-20  4.012426E-24  2.224343E-27
     73  3.788075418501E-02  8.756450E-13  1.547580E-13  2.187177E-14  5.669067E-16  2.951007E-17  5.794156E-20  7.781969E-24  4.350577E-27
     74  3.819794660071E-02  1.529957E-12  2.773449E-13  4.033416E-14  1.069951E-15  5.746275E-17  1.138084E-19  1.542583E-23  8.700286E-27
     75  3.838080203158E-02  2.103184E-12  3.868643E-13  5.719533E-14  1.537586E-15  8.407369E-17  1.673468E-19  2.280268E-23  1.292621E-26
     76  3.859219912978E-02  3.036285E-12  5.680846E-13  8.561554E-14  2.337652E-15  1.305255E-16  2.613271E-19  3.582900E-23  2.043081E-26
     77  3.884096228080E-02  4.654979E-12  8.886031E-13  1.369901E-13  3.809605E-15  2.180337E-16  4.395456E-19  6.070563E-23  3.485835E-26
     78  3.907668434759E-02  6.942177E-12  1.350713E-12  2.127592E-13  6.020565E-15  3.527436E-16  7.157827E-19  9.954734E-23  5.754132E-26
     79  3.934936577490E-02  1.095067E-11  2.178329E-12  3.518103E-13  1.015874E-14  6.116249E-16  1.250587E-18  1.753429E-22  1.021354E-25
     80  3.961640452516E-02  1.698722E-11  3.453362E-12  5.715949E-13  1.683599E-14  1.041074E-15  2.144665E-18  3.031144E-22  1.778976E-25
     81  3.991996766101E-02  2.773413E-11  5.779758E-12  9.838618E-13  2.964337E-14  1.889774E-15  3.926485E-18  5.600573E-22  3.315405E-25
     82  4.019473378510E-02  4.284999E-11  9.133065E-12  1.594727E-12  4.904603E-14  3.214281E-15  6.730578E-18  9.680645E-22  5.775635E-25
     83  4.046928694587E-02  6.571006E-11  1.432495E-11  2.565877E-12  8.055499E-14  5.427263E-15  1.145330E-17  1.661192E-21  9.988662E-25
     84  4.074955599116E-02  1.008211E-10  2.249388E-11  4.136010E-12  1.326239E-13  9.192970E-15  1.955640E-17  2.861104E-21  1.734252E-24
     85  4.099011663524E-02  1.444314E-10  3.287131E-11  6.181806E-12  2.018603E-13  1.433812E-14  3.071310E-17  4.526963E-21  2.763037E-24
     86  4.118445936105E-02  1.920052E-10  4.440794E-11  8.504972E-12  2.818347E-13  2.041773E-14  4.398103E-17  6.521887E-21  4.002935E-24
     87  4.137235583218E-02  2.516089E-10  5.910917E-11  1.152247E-11  3.873148E-13  2.860175E-14  6.194530E-17  9.239950E-21  5.702029E-24
     88  4.152714488067E-02  3.131974E-10  7.453139E-11  1.474222E-11  5.014082E-13  3.761610E-14  8.183430E-17  1.226609E-20  7.603397E-24
     89  4.165981986900E-02  3.768377E-10  9.067283E-11  1.816101E-11  6.239616E-13  4.744881E-14  1.036239E-16  1.559718E-20  9.705443E-24
     90  4.188596337322E-02  5.135744E-10  1.259324E-10  2.576952E-11  9.008161E-13  7.010871E-14  1.541250E-16  2.336540E-20  1.463519E-23
     91  4.208159634323E-02  6.675517E-10  1.663886E-10  3.468522E-11  1.230760E-12  9.772683E-14  2.160715E-16  3.296082E-20  2.076318E-23
     92  4.230932596557E-02  9.007313E-10  2.288405E-10  4.874891E-11  1.760312E-12  1.430871E-13  3.184853E-16  4.893881E-20  3.103398E-23
     93  4.251598135750E-02  1.176726E-09  3.041966E-10  6.609057E-11  2.424742E-12  2.013320E-13  4.508625E-16  6.974100E-20  4.449344E-23
     94  4.274368410830E-02  1.571855E-09  4.142143E-10  9.197416E-11  3.434177E-12  2.919291E-13  6.581640E-16  1.025583E-19  6.586893E-23
     95  4.294191711445E-02  2.015237E-09  5.400112E-10  1.222043E-10  4.633342E-12  4.020122E-13  9.116930E-16  1.429796E-19  9.236611E-23
     96  4.316569238790E-02  2.659325E-09  7.262288E-10  1.679173E-10  6.477970E-12  5.752449E-13  1.313283E-15  2.074681E-19  1.349138E-22
     97  4.339365876136E-02  3.518359E-09  9.795854E-10  2.315283E-10  9.091710E-12  8.266918E-13  1.900259E-15  3.024483E-19  1.980097E-22
     98  4.362382833621E-02  4.658303E-09  1.322620E-09  3.196371E-10  1.277882E-11  1.190127E-12  2.754645E-15  4.417696E-19  2.912032E-22
     99  4.384703699487E-02  6.106636E-09  1.767190E-09  4.364190E-10  1.775474E-11  1.692517E-12  3.943933E-15  6.371896E-19  4.228171E-22
    100  4.408801045744E-02  8.167331E-09  2.412853E-09  6.100172E-10  2.529083E-11  2.472545E-12  5.803810E-15  9.452310E-19  6.317516E-22
    101  4.430336182063E-02  1.057994E-08  3.184057E-09  8.221169E-10  3.466643E-11  3.466696E-12  8.190858E-15  1.343638E-18  9.038334E-22
    102  4.453208602613E-02  1.389518E-08  4.265332E-09  1.126334E-09  4.836006E-11  4.954275E-12  1.178776E-14  1.948623E-18  1.319827E-21
    103  4.474836808964E-02  1.791318E-08  5.602981E-09  1.511475E-09  6.601733E-11  6.919902E-12  1.657425E-14  2.759991E-18  1.881590E-21
    104  4.497736119052E-02  2.330625E-08  7.437082E-09  2.052339E-09  9.128763E-11  9.804765E-12  2.365042E-14  3.969140E-18  2.724702E-21
    105  4.517199675598E-02  2.896876E-08  9.403126E-09  2.645673E-09  1.195181E-10  1.310630E-11  3.180509E-14  5.373304E-18  3.710413E-21
    106  4.536038532241E-02  3.551356E-08  1.172047E-08  3.360433E-09  1.541115E-10  1.724455E-11  4.209310E-14  7.157565E-18  4.970853E-21
    107  4.552484255766E-02  4.215378E-08  1.411578E-08  4.114602E-09  1.912017E-10  2.177648E-11  5.342846E-14  9.136685E-18  6.377159E-21
    108  4.581275722245E-02  5.597306E-08  1.923018E-08  5.771012E-09  2.744689E-10  3.224919E-11  7.984084E-14  1.379054E-17  9.710520E-21
    109  4.603616864208E-02  6.864536E-08  2.405922E-08  7.385613E-09  3.576458E-10  4.305260E-11  1.073386E-13  1.868494E-17  1.324719E-20
    110  4.624194314299E-02  8.178174E-08  2.919837E-08  9.153355E-09  4.506982E-10  5.548474E-11  1.392361E-13  2.441272E-17  1.741777E-20
    111  4.641297951594E-02  9.370258E-08  3.397452E-08  1.083874E-08  5.411464E-10  6.787697E-11  1.712590E-13  3.020838E-17  2.166654E-20
    112  4.656990459822E-02  1.053676E-07  3.875047E-08  1.256328E-08  6.353117E-10  8.107132E-11  2.055720E-13  3.646208E-17  2.627882E-20
    113  4.671253119976E-02  1.165136E-07  4.340779E-08  1.428149E-08  7.306506E-10  9.471032E-11  2.412501E-13  4.300672E-17  3.113257E-20
    114  4.684580987606E-02  1.273469E-07  4.802255E-08  1.601871E-08  8.285029E-10  1.089823E-10  2.787887E-13  4.993413E-17  3.629680E-20
    115  4.697520204195E-02  1.382066E-07  5.273628E-08  1.782819E-08  9.319107E-10  1.243475E-10  3.194151E-13  5.747471E-17  4.194600E-20
    116  4.709649788536E-02  1.486563E-07  5.735577E-08  1.963529E-08  1.036630E-09  1.401872E-10  3.615073E-13  6.533067E-17  4.785939E-20
    117  4.721637454993E-02  1.592081E-07  6.210477E-08  2.152754E-08  1.147774E-09  1.572914E-10  4.071815E-13  7.390084E-17  5.433995E-20
    118  4.732862910872E-02  1.692648E-07  6.671091E-08  2.339594E-08  1.258959E-09  1.746888E-10  4.538569E-13  8.270409E-17  6.102612E-20
    119  4.750539400184E-02  1.853924E-07  7.426459E-08  2.653007E-08  1.448567E-09  2.049855E-10  5.356214E-13  9.822578E-17  7.288047E-20
    120  4.767210524850E-02  2.008621E-07  8.170679E-08  2.970202E-08  1.644235E-09  2.370322E-10  6.227135E-13  1.148858E-16  8.568744E-20
    121  4.783406579930E-02  2.160758E-07  8.922000E-08  3.298858E-08  1.850806E-09  2.716746E-10  7.174898E-13  1.331490E-16  9.981449E-20
    122  4.799263518131E-02  2.310996E-07  9.683453E-08  3.640563E-08  2.069544E-09  3.092139E-10  8.208613E-13  1.532111E-16  1.154275E-19
    123  4.815339657435E-02  2.464211E-07  1.048074E-07  4.007654E-08  2.308857E-09  3.512406E-10  9.373394E-13  1.759777E-16  1.332521E-19
    124  4.832264594384E-02  2.626082E-07  1.134654E-07  4.417015E-08  2.580805E-09  4.001429E-10  1.073782E-12  2.028429E-16  1.544168E-19
    125  4.849826454798E-02  2.794189E-07  1.227229E-07  4.867092E-08  2.885748E-09  4.563497E-10  1.231702E-12  2.341759E-16  1.792617E-19
    126  4.867786870736E-02  2.965760E-07  1.324644E-07  5.354569E-08  3.222804E-09  5.200732E-10  1.412031E-12  2.702379E-16  2.080476E-19
    127  4.885872256535E-02  3.137633E-07  1.425365E-07  5.873684E-08  3.589218E-09  5.911530E-10  1.614647E-12  3.110820E-16  2.408714E-19
    128  4.903755607841E-02  3.306140E-07  1.527356E-07  6.415194E-08  3.979413E-09  6.688156E-10  1.837642E-12  3.563944E-16  2.775320E-19
    129  4.921259737621E-02  3.469084E-07  1.629260E-07  6.972489E-08  4.389265E-09  7.524823E-10  2.079605E-12  4.059492E-16  3.178915E-19
    130  4.938368810460E-02  3.625820E-07  1.730582E-07  7.543132E-08  4.817468E-09  8.420949E-10  2.340594E-12  4.598147E-16  3.620474E-19
    131  4.955132280349E-02  3.776289E-07  1.831193E-07  8.126664E-08  5.264148E-09  9.378907E-10  2.621530E-12  5.182388E-16  4.102468E-19
    132  4.971624312404E-02  3.920591E-07  1.931107E-07  8.723543E-08  5.730198E-09  1.040293E-09  2.923905E-12  5.815953E-16  4.628451E-19
    133  4.987811857735E-02  4.057834E-07  2.029659E-07  9.330218E-08  6.213393E-09  1.149052E-09  3.247242E-12  6.498498E-16  5.198640E-19
    134  5.003799836445E-02  4.188200E-07  2.127000E-07  9.948276E-08  6.715595E-09  1.264859E-09  3.593863E-12  7.235611E-16  5.818224E-19
    135  5.019682549602E-02  4.311710E-07  2.223161E-07  1.057864E-07  7.238328E-09  1.388366E-09  3.966059E-12  8.033011E-16  6.492649E-19
    136  5.035511419132E-02  4.427776E-07  2.317816E-07  1.122034E-07  7.781752E-09  1.519979E-09  4.365428E-12  8.895085E-16  7.226350E-19
    137  5.051299755300E-02  4.535348E-07  2.410305E-07  1.187034E-07  8.344359E-09  1.659741E-09  4.792521E-12  9.824081E-16  8.022042E-19
    138  5.067010535678E-02  4.632929E-07  2.499570E-07  1.252272E-07  8.922134E-09  1.807078E-09  5.246022E-12  1.081825E-15  8.879074E-19
    139  5.082726902819E-02  4.719623E-07  2.585116E-07  1.317569E-07  9.514720E-09  1.962367E-09  5.727565E-12  1.188240E-15  9.802521E-19
    140  5.098506829486E-02  4.794045E-07  2.666104E-07  1.382530E-07  1.012009E-08  2.125637E-09  6.237800E-12  1.301939E-15  1.079594E-18
    141  5.114361869269E-02  4.854286E-07  2.741237E-07  1.446436E-07  1.073334E-08  2.296202E-09  6.775206E-12  1.422743E-15  1.185900E-18
    142  5.130328078870E-02  4.898276E-07  2.809119E-07  1.508501E-07  1.134905E-08  2.473283E-09  7.338031E-12  1.550436E-15  1.299115E-18
    143  5.146205644840E-02  4.923383E-07  2.867289E-07  1.566904E-07  1.195121E-08  2.652976E-09  7.914538E-12  1.682531E-15  1.417166E-18
    144  5.162089365231E-02  4.927820E-07  2.914467E-07  1.620852E-07  1.253376E-08  2.834169E-09  8.501820E-12  1.818531E-15  1.539741E-18
    145  5.177902725711E-02  4.909643E-07  2.948721E-07  1.668830E-07  1.308288E-08  3.013335E-09  9.089154E-12  1.956135E-15  1.664907E-18
    146  5.193558292952E-02  4.867290E-07  2.968264E-07  1.709317E-07  1.358378E-08  3.186450E-09  9.663982E-12  2.092566E-15  1.790263E-18
    147  5.207655208218E-02  4.807162E-07  2.972254E-07  1.738637E-07  1.398727E-08  3.335642E-09  1.016645E-11  2.213508E-15  1.902586E-18
    148  5.220437120847E-02  4.733833E-07  2.963759E-07  1.758510E-07  1.430559E-08  3.463007E-09  1.060203E-11  2.319912E-15  2.002508E-18
    149  5.240275279905E-02  4.583514E-07  2.926045E-07  1.774991E-07  1.469197E-08  3.640271E-09  1.122269E-11  2.474894E-15  2.150400E-18
    150  5.258707116153E-02  4.403514E-07  2.862526E-07  1.772614E-07  1.491084E-08  3.775431E-09  1.171530E-11  2.602335E-15  2.275054E-18
    151  5.276353482958E-02  4.195839E-07  2.775347E-07  1.752948E-07  1.497529E-08  3.871361E-09  1.208820E-11  2.703927E-15  2.377830E-18
    152  5.293536770993E-02  3.962709E-07  2.665974E-07  1.716669E-07  1.488838E-08  3.927693E-09  1.233908E-11  2.778873E-15  2.457819E-18
    153  5.310288915571E-02  3.709583E-07  2.537374E-07  1.664955E-07  1.465437E-08  3.943260E-09  1.246207E-11  2.825295E-15  2.512951E-18
    154  5.325369291828E-02  3.463705E-07  2.404848E-07  1.605042E-07  1.431605E-08  3.921552E-09  1.246029E-11  2.841882E-15  2.540531E-18
    155  5.339308966526E-02  3.224939E-07  2.270261E-07  1.539253E-07  1.389926E-08  3.870780E-09  1.236041E-11  2.834812E-15  2.546119E-18
    156  5.362726198018E-02  2.809380E-07  2.024333E-07  1.409368E-07  1.299272E-08  3.720174E-09  1.197953E-11  2.773257E-15  2.510532E-18
    157  5.383816121000E-02  2.432201E-07  1.789813E-07  1.276294E-07  1.198816E-08  3.519839E-09  1.142084E-11  2.666404E-15  2.431083E-18
    158  5.403768730975E-02  2.085103E-07  1.565331E-07  1.141875E-07  1.091759E-08  3.282753E-09  1.072861E-11  2.524987E-15  2.317766E-18
    159  5.422986619970E-02  1.769347E-07  1.354144E-07  1.009741E-07  9.821104E-09  3.021745E-09  9.944650E-12  2.358728E-15  2.179344E-18
    160  5.440569294967E-02  1.502233E-07  1.170205E-07  8.903123E-08  8.796504E-09  2.764079E-09  9.154963E-12  2.186933E-15  2.032742E-18
    161  5.456994612052E-02  1.274807E-07  1.009608E-07  7.827288E-08  7.848035E-09  2.515117E-09  8.380389E-12  2.015295E-15  1.883731E-18
    162  5.485681963417E-02  9.332737E-08  7.608239E-08  6.095949E-08  6.271028E-09  2.079968E-09  7.003264E-12  1.703830E-15  1.608222E-18
    163  5.511708850657E-02  6.852194E-08  5.735304E-08  4.735389E-08  4.986876E-09  1.706796E-09  5.802083E-12  1.426720E-15  1.358761E-18
    164  5.536560227933E-02  4.992373E-08  4.285534E-08  3.641702E-08  3.922222E-09  1.383438E-09  4.746333E-12  1.179129E-15  1.132653E-18
    165  5.559867087093E-02  3.643741E-08  3.202963E-08  2.796338E-08  3.075899E-09  1.115977E-09  3.861940E-12  9.686841E-16  9.380274E-19
    166  5.582344501454E-02  2.647297E-08  2.381159E-08  2.134013E-08  2.395738E-09  8.932792E-10  3.117253E-12  7.892057E-16  7.702091E-19
    167  5.608267729631E-02  1.800408E-08  1.663044E-08  1.536272E-08  1.765858E-09  6.795448E-10  2.394472E-12  6.127788E-16  6.034422E-19
    168  5.632179590432E-02  1.243380E-08  1.177103E-08  1.118262E-08  1.313724E-09  5.205264E-10  1.850676E-12  4.783584E-16  4.750145E-19
    169  5.658568452696E-02  8.148558E-09  7.926966E-09  7.767852E-09  9.348541E-10  3.825629E-10  1.373750E-12  3.590255E-16  3.598213E-19
    170  5.682194908758E-02  5.520804E-09  5.503390E-09  5.545047E-09  6.819503E-10  2.872675E-10  1.040810E-12  2.747241E-16  2.776245E-19
    171  5.707748662895E-02  3.588381E-09  3.673135E-09  3.814431E-09  4.802724E-10  2.087689E-10  7.637813E-13  2.037862E-16  2.077995E-19
    172  5.730159219632E-02  2.442465E-09  2.559044E-09  2.728935E-09  3.507668E-10  1.567387E-10  5.783493E-13  1.557801E-16  1.601096E-19
    173  5.769211250520E-02  1.235328E-09  1.347955E-09  1.505419E-09  2.005668E-10  9.400443E-11  3.520365E-13  9.638871E-17  1.004295E-19
    174  5.804755660481E-02  6.595206E-10  7.470483E-10  8.706596E-10  1.199078E-10  5.874339E-11  2.230347E-13  6.200483E-17  6.542925E-20
    175  5.837706807704E-02  3.696655E-10  4.335384E-10  5.257368E-10  7.467712E-11  3.813069E-11  1.466562E-13  4.135912E-17  4.416786E-20
    176  5.868213309337E-02  2.186818E-10  2.648711E-10  3.332265E-10  4.870402E-11  2.583510E-11  1.005573E-13  2.873507E-17  3.102551E-20
    177  5.897372529375E-02  1.350438E-10  1.687041E-10  2.198555E-10  3.302603E-11  1.817007E-11  7.153667E-14  2.070236E-17  2.258907E-20
    178  5.927019313219E-02  8.538710E-11  1.100882E-10  1.487179E-10  2.297277E-11  1.311812E-11  5.225420E-14  1.531864E-17  1.689525E-20
    179  5.955970264735E-02  5.695619E-11  7.573807E-11  1.059826E-10  1.682563E-11  9.964516E-12  4.015038E-14  1.192038E-17  1.328648E-20
