 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                os222         os223         os224         os225         os226         ir172         ir173         ir174
    360  1.656939516385E-01  7.858314E-22  5.798191E-23  2.688162E-22  6.241942E-24  7.096221E-24  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  7.948511E-22  6.267256E-23  3.303638E-22  8.125422E-24  1.039289E-23  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  7.878868E-22  6.614678E-23  3.936097E-22  1.022225E-23  1.461401E-23  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  7.484878E-22  6.931894E-23  4.986285E-22  1.410008E-23  2.399083E-23  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  7.098503E-22  6.989154E-23  5.657057E-22  1.686912E-23  3.198808E-23  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  6.607711E-22  6.936985E-23  6.355361E-22  2.003582E-23  4.256849E-23  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  5.565246E-22  6.592495E-23  7.621525E-22  2.668235E-23  7.019059E-23  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  4.613916E-22  6.117686E-23  8.787496E-22  3.392459E-23  1.089320E-22  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  3.929656E-22  5.716868E-23  9.815019E-22  4.106826E-23  1.553384E-22  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  3.394675E-22  5.380000E-23  1.089019E-21  4.908322E-23  2.159689E-22  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.939602E-22  5.084323E-23  1.217145E-21  5.918389E-23  3.038052E-22  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  2.550734E-22  4.822019E-23  1.369453E-21  7.193534E-23  4.320053E-22  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  2.232739E-22  4.593964E-23  1.534526E-21  8.676076E-23  6.048302E-22  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.901619E-22  4.320121E-23  1.745379E-21  1.075489E-22  8.928545E-22  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  1.610762E-22  4.029092E-23  1.956989E-21  1.311074E-22  1.289196E-21  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  1.314003E-22  3.656041E-23  2.178027E-21  1.600570E-22  1.898489E-21  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  1.058052E-22  3.258048E-23  2.355994E-21  1.890894E-22  2.680232E-21  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  8.132188E-23  2.793570E-23  2.490567E-21  2.198223E-22  3.776528E-21  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  6.059243E-23  2.322818E-23  2.553183E-21  2.479060E-22  5.163101E-21  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  3.582393E-23  1.632916E-23  2.496290E-21  2.817271E-22  7.946916E-21  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  1.989089E-23  1.076102E-23  2.281544E-21  2.989387E-22  1.139010E-20  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  1.102160E-23  6.980637E-24  1.997574E-21  3.001499E-22  1.506402E-20  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  6.141491E-24  4.503894E-24  1.703157E-21  2.908019E-22  1.886427E-20  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  3.451289E-24  2.907853E-24  1.431203E-21  2.757468E-22  2.279710E-20  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  1.933109E-24  1.867701E-24  1.191818E-21  2.587011E-22  2.716556E-20  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.136292E-24  1.245123E-24  1.007907E-21  2.441437E-22  3.192757E-20  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  6.797206E-25  8.428480E-25  8.620760E-22  2.325578E-22  3.774116E-20  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  3.854839E-25  5.505756E-25  7.345789E-22  2.241568E-22  4.652483E-20  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  2.325404E-25  3.784633E-25  6.453981E-22  2.206907E-22  5.752722E-20  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  1.287616E-25  2.456571E-25  5.633127E-22  2.212051E-22  7.600423E-20  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  7.387969E-26  1.642725E-25  5.003814E-22  2.246218E-22  1.007407E-19  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  3.896066E-26  1.034568E-25  4.370455E-22  2.290885E-22  1.399731E-19  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  2.110401E-26  6.641322E-26  3.815711E-22  2.317777E-22  1.898854E-19  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  7.358638E-27  3.087596E-26  2.938522E-22  2.286371E-22  3.065282E-19  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  3.999670E-27  1.967054E-26  2.475993E-22  2.220225E-22  3.941023E-19  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  2.123271E-27  1.233305E-26  2.044291E-22  2.116247E-22  4.996213E-19  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  9.576409E-28  6.862832E-27  1.574989E-22  1.949706E-22  6.560544E-19  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  4.634001E-28  4.010418E-27  1.214223E-22  1.772269E-22  8.251492E-19  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  2.245643E-28  2.375130E-27  9.221981E-23  1.583551E-22  1.016164E-18  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.016696E-28  1.344310E-27  6.650953E-23  1.370047E-22  1.258335E-18  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  4.532348E-29  7.863448E-28  4.737933E-23  1.168241E-22  1.526476E-18  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  8.457713E-30  3.585944E-28  2.702636E-23  8.836840E-23  2.002187E-18  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  6.185262E-30  2.345369E-28  1.917082E-23  7.401051E-23  2.313116E-18  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.000000E-30  1.483841E-28  1.290978E-23  6.002947E-23  2.684223E-18  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.000000E-30  6.633095E-29  6.104782E-24  4.008074E-23  3.433889E-18  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.000000E-30  3.312725E-29  3.004383E-24  2.724729E-23  4.194226E-18  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.000000E-30  1.802284E-29  1.572120E-24  1.925852E-23  4.942805E-18  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  1.000000E-30  1.136680E-29  8.959006E-25  1.443452E-23  5.650489E-18  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  1.009511E-30  8.309492E-30  5.573554E-25  1.153072E-23  6.309506E-18  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  1.000000E-30  5.552750E-30  2.881354E-25  8.882614E-24  7.376890E-18  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  5.501091E-30  6.085619E-30  2.093637E-25  8.126587E-24  7.993438E-18  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  5.551309E-30  5.871734E-30  1.606662E-25  7.748774E-24  8.571997E-18  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  7.338585E-30  6.212677E-30  1.210586E-25  7.602044E-24  9.268269E-18  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  8.980680E-30  6.691287E-30  9.378916E-26  7.697603E-24  9.962059E-18  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  9.158377E-30  7.288312E-30  6.484213E-26  8.163505E-24  1.103773E-17  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.290108E-29  8.569315E-30  4.667940E-26  8.799647E-24  1.200454E-17  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.439856E-29  9.292207E-30  3.457992E-26  9.474738E-24  1.285198E-17  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.521426E-29  1.063931E-29  2.173788E-26  1.058943E-23  1.405800E-17  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  2.406478E-29  1.239303E-29  1.690138E-26  1.120793E-23  1.465551E-17  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  2.708685E-29  1.345855E-29  1.318156E-26  1.182303E-23  1.520659E-17  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  3.012091E-29  1.459326E-29  1.021407E-26  1.246239E-23  1.573578E-17  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  3.091426E-29  1.547740E-29  7.884308E-27  1.312661E-23  1.623908E-17  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  3.879120E-29  1.837911E-29  5.075471E-27  1.434039E-23  1.703877E-17  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  4.658304E-29  2.058302E-29  4.002344E-27  1.508669E-23  1.745794E-17  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  4.797771E-29  2.218736E-29  3.218876E-27  1.586407E-23  1.784319E-17  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  6.311628E-29  2.855330E-29  2.173629E-27  1.781668E-23  1.863576E-17  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  8.899471E-29  3.803526E-29  1.726856E-27  2.012682E-23  1.937804E-17  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.261957E-28  5.222655E-29  1.589520E-27  2.328434E-23  2.023469E-17  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.866198E-28  7.544715E-29  1.722793E-27  2.806862E-23  2.138927E-17  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  2.752470E-28  1.098269E-28  2.132531E-27  3.480519E-23  2.289789E-17  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  4.296516E-28  1.678900E-28  2.979221E-27  4.556345E-23  2.519004E-17  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  6.491402E-28  2.489932E-28  4.261869E-27  6.001781E-23  2.816181E-17  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.383875E-27  5.151108E-28  8.708659E-27  1.053652E-22  3.710664E-17  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  2.937157E-27  1.063757E-27  1.827834E-26  1.944502E-22  5.384560E-17  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  6.116496E-27  2.158620E-27  3.803353E-26  3.640762E-22  8.415359E-17  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.220277E-26  4.204036E-27  7.608413E-26  6.668454E-22  1.355071E-16  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  2.295323E-26  7.737790E-27  1.436825E-25  1.167620E-21  2.161483E-16  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  5.916819E-26  1.930745E-26  3.729154E-25  2.714286E-21  4.483112E-16  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.349710E-25  4.282386E-26  8.564141E-25  5.660360E-21  8.566805E-16  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  2.770777E-25  8.581759E-26  1.769447E-24  1.073052E-20  1.509191E-15  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  5.466959E-25  1.655751E-25  3.514134E-24  1.959952E-20  2.571557E-15  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.028906E-24  3.053158E-25  6.656639E-24  3.425912E-20  4.207705E-15  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  1.832060E-24  5.338130E-25  1.192671E-23  5.690922E-20  6.569045E-15  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  4.329271E-24  1.228625E-24  2.846090E-23  1.207758E-19  1.265865E-14  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  9.238420E-24  2.564085E-24  6.129050E-23  2.334155E-19  2.236591E-14  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.833691E-23  4.992416E-24  1.227019E-22  4.220430E-19  3.713586E-14  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  3.396721E-23  9.096768E-24  2.291074E-22  7.169018E-19  5.822304E-14  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  8.305902E-23  2.175044E-23  5.668997E-22  1.540312E-18  1.107410E-13  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  1.842794E-22  4.736987E-23  1.271401E-21  3.038298E-18  1.949911E-13  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  3.802848E-22  9.623338E-23  2.649965E-21  5.629487E-18  3.248277E-13  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  7.486848E-22  1.868897E-22  5.266421E-21  1.001571E-17  5.220904E-13  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.403371E-21  3.462045E-22  9.958574E-21  1.707740E-17  8.088028E-13  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  2.546144E-21  6.216124E-22  1.821859E-20  2.828569E-17  1.221235E-12  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  4.498875E-21  1.088254E-21  3.244565E-20  4.572737E-17  1.803872E-12  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  7.632351E-21  1.831644E-21  5.544216E-20  7.127294E-17  2.580301E-12  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  1.262032E-20  3.007691E-21  9.229178E-20  1.084586E-16  3.610526E-12  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.056098E-20  4.869887E-21  1.513119E-19  1.625868E-16  4.977017E-12  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  4.198528E-20  9.864622E-21  3.116917E-19  2.924039E-16  7.878191E-12  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  8.308360E-20  1.939310E-20  6.215299E-19  5.091710E-16  1.206703E-11  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.774800E-19  4.117758E-20  1.337610E-18  9.360031E-16  1.908371E-11  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  3.701014E-19  8.547240E-20  2.805750E-18  1.673530E-15  2.925001E-11  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  7.670825E-19  1.765397E-19  5.839973E-18  2.952668E-15  4.392795E-11  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  2.214940E-18  5.080444E-19  1.691173E-17  6.640028E-15  7.698853E-11  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  5.747975E-18  1.316289E-18  4.383357E-17  1.354843E-14  1.236640E-10  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  1.484081E-17  3.396364E-18  1.125793E-16  2.714101E-14  1.926390E-10  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  3.491509E-17  7.989723E-18  2.625504E-16  5.016939E-14  2.807458E-10  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  7.880595E-17  1.803280E-17  5.857133E-16  8.914142E-14  3.942959E-10  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  1.758817E-16  4.024188E-17  1.287540E-15  1.557201E-13  5.419765E-10  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  3.684976E-16  8.428219E-17  2.651625E-15  2.584228E-13  7.166464E-10  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.254991E-15  2.866245E-16  8.715689E-15  5.894660E-13  1.108261E-09  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  2.508974E-15  5.720759E-16  1.701131E-14  9.320400E-13  1.398240E-09  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  4.930631E-15  1.121924E-15  3.256119E-14  1.449557E-12  1.737643E-09  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  1.558068E-14  3.528299E-15  9.771328E-14  3.039859E-12  2.464680E-09  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  3.644248E-14  8.214419E-15  2.186933E-13  5.203872E-12  3.139208E-09  1.000000E-30  1.000000E-30  1.000000E-30
