 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                tc117         tc118         tc119         tc120         tc121         tc122         tc123         tc124
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.000716E-30  1.000000E-30  1.001085E-30  1.000000E-30  1.002094E-30  1.001284E-30  1.000000E-30
      3  6.264265632874E-16  1.000000E-30  1.004441E-30  1.000000E-30  1.006734E-30  1.000000E-30  1.013121E-30  1.007936E-30  1.000000E-30
      4  2.206990590178E-15  1.000000E-30  1.015198E-30  1.000000E-30  1.023062E-30  1.000000E-30  1.046219E-30  1.026877E-30  1.000000E-30
      5  6.425069294186E-15  1.000000E-30  1.041002E-30  1.000000E-30  1.062342E-30  1.000000E-30  1.133763E-30  1.070614E-30  1.000000E-30
      6  1.724777641531E-14  1.000000E-30  1.091381E-30  1.000000E-30  1.139587E-30  1.000000E-30  1.344387E-30  1.148195E-30  1.000000E-30
      7  4.527785414179E-14  1.000000E-30  1.158266E-30  1.006336E-30  1.249017E-30  1.031674E-30  1.743118E-30  1.229047E-30  1.000000E-30
      8  1.231582592127E-13  1.083733E-30  1.367818E-30  1.238748E-30  1.596442E-30  1.311677E-30  2.095653E-30  1.254649E-30  1.000000E-30
      9  4.001734798240E-13  1.496539E-30  1.798797E-30  1.519038E-30  1.822083E-30  1.398660E-30  2.140007E-30  1.254507E-30  1.000000E-30
     10  1.150918682670E-12  1.558596E-30  1.846385E-30  1.552152E-30  1.853253E-30  1.414980E-30  2.160841E-30  1.273313E-30  1.010150E-30
     11  2.802808442389E-12  1.486230E-30  1.755692E-30  1.474770E-30  1.759728E-30  1.335811E-30  2.067655E-30  1.237955E-30  1.000000E-30
     12  6.912921996243E-12  1.552925E-30  1.821307E-30  1.493330E-30  1.732002E-30  1.314874E-30  2.002070E-30  1.210997E-30  1.000000E-30
     13  1.659368270033E-11  1.171200E-30  1.307634E-30  1.037663E-30  1.134857E-30  1.000000E-30  1.039447E-30  1.000000E-30  1.000000E-30
     14  1.134012897413E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
