 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ir183         ir184         ir185         ir186         ir187         ir188         ir189         ir190
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.440798E-30  1.671534E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.056870E-30  1.442445E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.245403E-30  1.825942E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.651559E-30  1.207848E-30  1.077741E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.666130E-30  1.292300E-30  1.201784E-30  1.062472E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.118453E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  2.156862E-30  1.959208E-30  2.020116E-30  2.053779E-30  1.084627E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.976935E-30  1.906264E-30  2.137702E-30  2.234782E-30  1.208978E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.516741E-30  1.560014E-30  1.784349E-30  2.206703E-30  1.320621E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.560531E-30  1.686660E-30  2.005290E-30  2.281367E-30  1.340587E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.001676E-30  1.139156E-30  1.406610E-30  1.799544E-30  1.131681E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.131588E-30  1.432929E-30  1.893354E-30  1.220960E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.109863E-30  1.347423E-30  1.749722E-30  2.484635E-30  1.669901E-30  1.003987E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.150122E-30  1.449611E-30  1.936715E-30  2.722682E-30  1.847319E-30  1.148867E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.187396E-30  1.745452E-30  1.223383E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.010732E-30  1.416785E-30  2.135260E-30  1.525088E-30  1.000923E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.207287E-30  1.727505E-30  2.669460E-30  1.944967E-30  1.306084E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.163705E-30  1.705944E-30  2.723211E-30  2.033684E-30  1.404042E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.363011E-30  2.045883E-30  3.420744E-30  2.656745E-30  1.892885E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.352710E-30  2.086389E-30  3.647933E-30  2.863580E-30  2.083892E-30  1.115259E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.540970E-30  2.496692E-30  4.762273E-30  4.047442E-30  3.091081E-30  1.690694E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.408626E-30  2.368818E-30  4.640751E-30  3.947326E-30  3.074335E-30  1.730019E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.425382E-30  2.440566E-30  4.746416E-30  4.069792E-30  3.267527E-30  1.890834E-30
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.472437E-30  2.497598E-30  4.849637E-30  4.310148E-30  3.651616E-30  2.248587E-30
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.262984E-30  2.247290E-30  4.542563E-30  4.086806E-30  3.552898E-30  2.189785E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.019830E-30  1.860141E-30  3.890119E-30  3.610293E-30  3.294157E-30  2.089055E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.831547E-30  3.926598E-30  3.698995E-30  3.405878E-30  2.192382E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.530871E-30  3.412845E-30  3.328441E-30  3.192486E-30  2.104324E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.327399E-30  3.044112E-30  3.029609E-30  2.956226E-30  1.977271E-30
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.160483E-30  2.296077E-30  5.377864E-30  5.405272E-30  5.285783E-30  3.536463E-30
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.002821E-30  2.011456E-30  4.756543E-30  4.832695E-30  4.839471E-30  3.385887E-30
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.150393E-30  2.356518E-30  5.830123E-30  6.163095E-30  6.480866E-30  4.606684E-30
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.029731E-30  2.207593E-30  5.539536E-30  5.876203E-30  6.231736E-30  4.536652E-30
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.122198E-30  2.385527E-30  6.310464E-30  7.069309E-30  7.991688E-30  5.975432E-30
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.153442E-30  5.833784E-30  6.556475E-30  7.478961E-30  5.805866E-30
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.060864E-30  2.447050E-30  6.807484E-30  7.802807E-30  8.939476E-30  6.988389E-30
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.068056E-30  2.418503E-30  7.060851E-30  8.524782E-30  1.045724E-29  8.592378E-30
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.054453E-30  2.448026E-30  7.394378E-30  9.162710E-30  1.156545E-29  9.771084E-30
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.388320E-30  7.447478E-30  9.444962E-30  1.225819E-29  1.060710E-29
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.046501E-30  2.578317E-30  8.350104E-30  1.075935E-29  1.415511E-29  1.237855E-29
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.331632E-30  7.777154E-30  1.033065E-29  1.415263E-29  1.274683E-29
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.422182E-30  8.342983E-30  1.126157E-29  1.568678E-29  1.428812E-29
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.381719E-30  8.018796E-30  1.066525E-29  1.512423E-29  1.393772E-29
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.492871E-30  8.671245E-30  1.190652E-29  1.752465E-29  1.664523E-29
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.043274E-30  7.640989E-30  1.105217E-29  1.676473E-29  1.630496E-29
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.961523E-30  7.543558E-30  1.108684E-29  1.717588E-29  1.699350E-29
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.718677E-30  6.610153E-30  9.645621E-30  1.541490E-29  1.570906E-29
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.922027E-30  1.203229E-29  1.841233E-29  3.024073E-29  3.140208E-29
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.249194E-30  9.204366E-30  1.424811E-29  2.474085E-29  2.696153E-29
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.045794E-30  8.582014E-30  1.372001E-29  2.465748E-29  2.761807E-29
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.672230E-30  7.323301E-30  1.177960E-29  2.136011E-29  2.414284E-29
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.511718E-30  6.768295E-30  1.108156E-29  2.054520E-29  2.367015E-29
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.361493E-30  6.176844E-30  1.024921E-29  1.937923E-29  2.268222E-29
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.255257E-30  5.816073E-30  9.802634E-30  1.889252E-29  2.245459E-29
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.200998E-30  5.671406E-30  9.700784E-30  1.904338E-29  2.297331E-29
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.107460E-30  5.352213E-30  9.281121E-30  1.850884E-29  2.260888E-29
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.079029E-30  5.303343E-30  9.322543E-30  1.891446E-29  2.342354E-29
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.006376E-30  8.939600E-30  1.838656E-29  2.300673E-29
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.533872E-30  7.830761E-30  1.417247E-29  3.002269E-29  3.846107E-29
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.417402E-30  7.421049E-30  1.383758E-29  2.928796E-29  3.734506E-29
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.346776E-30  7.211968E-30  1.367297E-29  2.969894E-29  3.874506E-29
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.289950E-30  7.039201E-30  1.356866E-29  3.020993E-29  4.020029E-29
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.272445E-30  7.142730E-30  1.395974E-29  3.189042E-29  4.332031E-29
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.300592E-30  7.501208E-30  1.487903E-29  3.501256E-29  4.870077E-29
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.304644E-30  7.761692E-30  1.568620E-29  3.790675E-29  5.387217E-29
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.293316E-30  7.892232E-30  1.623938E-29  4.026702E-29  5.843413E-29
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.259046E-30  7.893888E-30  1.656315E-29  4.213134E-29  6.239587E-29
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.205355E-30  7.746966E-30  1.656429E-29  4.316477E-29  6.517343E-29
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.143360E-30  7.513147E-30  1.636066E-29  4.364139E-29  6.713525E-29
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.080518E-30  7.277510E-30  1.614449E-29  4.409179E-29  6.911329E-29
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.024893E-30  7.043577E-30  1.590571E-29  4.450992E-29  7.113856E-29
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.831697E-30  1.569901E-29  4.506866E-29  7.351622E-29
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.609153E-30  1.544702E-29  4.543175E-29  7.554348E-29
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.435995E-30  1.532092E-29  4.617181E-29  7.826499E-29
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.302848E-30  1.528517E-29  4.718445E-29  8.150612E-29
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.184292E-30  1.527649E-29  4.828976E-29  8.498864E-29
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.060890E-30  1.525003E-29  4.935447E-29  8.849398E-29
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.935646E-30  1.522964E-29  5.041122E-29  9.199055E-29
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.833033E-30  1.524489E-29  5.160415E-29  9.585331E-29
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.743212E-30  1.527828E-29  5.289902E-29  1.000425E-28
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.655263E-30  1.531683E-29  5.424813E-29  1.044539E-28
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.572259E-30  1.534899E-29  5.560592E-29  1.090070E-28
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.418503E-30  1.518175E-29  5.617314E-29  1.119527E-28
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.296017E-30  1.508184E-29  5.705516E-29  1.156960E-28
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.128464E-30  1.481682E-29  5.740466E-29  1.185974E-28
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.932208E-30  1.481947E-29  5.812042E-29  1.206823E-28
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.352198E-30  1.307738E-29  5.253232E-29  1.111802E-28
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.868335E-30  1.176288E-29  4.815767E-29  1.035153E-28
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.771911E-30  1.803966E-29  7.570761E-29  1.660539E-28
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.157212E-30  1.624034E-29  7.093206E-29  1.611159E-28
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.745811E-30  1.518386E-29  6.826798E-29  1.585282E-28
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.444103E-30  1.461100E-29  6.746932E-29  1.597618E-28
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.200867E-30  1.429471E-29  6.645949E-29  1.576251E-28
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.668108E-30  1.264871E-29  6.034716E-29  1.462223E-28
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.276293E-30  1.151243E-29  5.561633E-29  1.360125E-28
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.184026E-30  1.897665E-29  9.522784E-29  2.390180E-28
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.368681E-30  1.588639E-29  8.415636E-29  2.220047E-28
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.951172E-30  1.459502E-29  7.937162E-29  2.135609E-28
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.616150E-30  1.412322E-29  7.770629E-29  2.099609E-28
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.190183E-30  1.246575E-29  7.045267E-29  1.947426E-28
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.811856E-30  1.136603E-29  6.553445E-29  1.837911E-28
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.554918E-30  1.904990E-29  1.140041E-28  3.279334E-28
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.706752E-30  1.533304E-29  9.870693E-29  3.029593E-28
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.295371E-30  1.471124E-29  9.556857E-29  2.935509E-28
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.869838E-30  1.301532E-29  8.785385E-29  2.779835E-28
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.559137E-30  1.178009E-29  8.233642E-29  2.677770E-28
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.648690E-30  1.258234E-29  9.234613E-29  3.113884E-28
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.216160E-30  1.073727E-29  8.181118E-29  2.849499E-28
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.171506E-30  1.100209E-29  8.754280E-29  3.141412E-28
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.737765E-30  9.311709E-30  7.609065E-29  2.779853E-28
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.649676E-30  9.026275E-30  7.772477E-29  2.957568E-28
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.315642E-30  7.474973E-30  6.581439E-29  2.547833E-28
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.037444E-30  1.160875E-29  1.071415E-28  4.300554E-28
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.523042E-30  8.884329E-30  8.509860E-29  3.518859E-28
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.158377E-30  7.291335E-30  7.645514E-29  3.349618E-28
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.687475E-30  6.321753E-29  2.905060E-28
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.636843E-30  5.437383E-29  2.593958E-28
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.014809E-30  4.914455E-29  2.428014E-28
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.261690E-30  4.231599E-29  2.175232E-28
