 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                re183         re184         re185         re186         re187         re188         re189         re190
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.675197E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.899998E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.442753E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.948652E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.514352E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.648153E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.964214E-30  1.036006E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  2.634769E-30  1.437858E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.599508E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  2.081063E-30  1.173455E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.531476E-30  1.470667E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  2.602862E-30  1.538791E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  4.039255E-30  2.472983E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  4.408647E-30  2.832042E-30  1.081746E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  5.662237E-30  3.656594E-30  1.409176E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  5.957990E-30  3.943537E-30  1.559510E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  5.792897E-30  4.083582E-30  1.698369E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  6.308220E-30  4.462060E-30  1.886959E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  5.805393E-30  4.136010E-30  1.788515E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  5.101787E-30  3.729427E-30  1.654660E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  5.289045E-30  3.945902E-30  1.783745E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  4.741599E-30  3.619830E-30  1.671732E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  4.299774E-30  3.352224E-30  1.576146E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  8.066551E-30  6.574023E-30  3.283219E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  7.272909E-30  5.862666E-30  2.880887E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  9.350781E-30  8.010916E-30  4.031066E-30  1.223817E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  9.111301E-30  7.917159E-30  4.044549E-30  1.252797E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.067191E-29  9.567903E-30  5.091162E-30  1.618595E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  9.434228E-30  8.386087E-30  4.489575E-30  1.454529E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.172010E-29  1.069662E-29  5.894889E-30  1.955372E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  1.280231E-29  1.209688E-29  7.011936E-30  2.459608E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  1.371894E-29  1.321761E-29  7.939545E-30  2.754679E-30  1.062837E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  1.417484E-29  1.398857E-29  8.633769E-30  3.206649E-30  1.287676E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  1.597556E-29  1.598280E-29  1.005453E-29  3.729186E-30  1.517262E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  1.540220E-29  1.596350E-29  1.040847E-29  3.968601E-30  1.653393E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  1.693950E-29  1.778970E-29  1.162331E-29  4.547105E-30  1.945949E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  1.698035E-29  1.841422E-29  1.203238E-29  4.843395E-30  2.134981E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  1.883608E-29  2.096866E-29  1.419179E-29  5.722432E-30  2.612787E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  1.715608E-29  1.947811E-29  1.374178E-29  5.680359E-30  2.581064E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  1.722937E-29  1.987896E-29  1.417977E-29  5.990278E-30  2.790130E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  1.563658E-29  1.872907E-29  1.352741E-29  5.798187E-30  2.809400E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  2.865904E-29  3.477096E-29  2.603035E-29  1.176614E-29  5.911774E-30  1.497890E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  2.321133E-29  2.954481E-29  2.299634E-29  1.030796E-29  5.153330E-30  1.329565E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  2.206680E-29  2.877775E-29  2.314666E-29  1.064913E-29  5.583128E-30  1.483606E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  1.925600E-29  2.554499E-29  2.081866E-29  9.798032E-30  5.161171E-30  1.387639E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  1.794898E-29  2.420089E-29  2.011627E-29  9.626741E-30  5.200220E-30  1.424795E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  1.674058E-29  2.290394E-29  1.933958E-29  9.413194E-30  5.168112E-30  1.436479E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  1.591155E-29  2.205651E-29  1.890058E-29  9.325448E-30  5.206426E-30  1.467806E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  1.578434E-29  2.221535E-29  1.936844E-29  9.683964E-30  5.494399E-30  1.569954E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  1.521378E-29  2.165135E-29  1.909776E-29  9.670168E-30  5.551372E-30  1.604587E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  1.523473E-29  2.198549E-29  1.970038E-29  1.011597E-29  5.841931E-30  1.703636E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  1.434468E-29  2.094817E-29  1.901121E-29  9.877581E-30  5.781003E-30  1.705893E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  2.313850E-29  3.442969E-29  3.195989E-29  1.693169E-29  1.008116E-29  3.043550E-30  1.141902E-30  1.000000E-30
    120  4.767210524850E-02  2.224766E-29  3.315526E-29  3.064466E-29  1.642386E-29  9.997356E-30  3.014445E-30  1.143455E-30  1.000000E-30
    121  4.783406579930E-02  2.173200E-29  3.310018E-29  3.142905E-29  1.708983E-29  1.059866E-29  3.360111E-30  1.312955E-30  1.000000E-30
    122  4.799263518131E-02  2.186890E-29  3.402541E-29  3.305663E-29  1.829733E-29  1.158047E-29  3.604691E-30  1.413185E-30  1.000000E-30
    123  4.815339657435E-02  2.264086E-29  3.595750E-29  3.572536E-29  2.008962E-29  1.286999E-29  4.130183E-30  1.656755E-30  1.000000E-30
    124  4.832264594384E-02  2.408467E-29  3.910248E-29  3.978276E-29  2.285571E-29  1.476224E-29  4.775681E-30  1.945724E-30  1.000000E-30
    125  4.849826454798E-02  2.540978E-29  4.206135E-29  4.368666E-29  2.563018E-29  1.674933E-29  5.554801E-30  2.419791E-30  1.000000E-30
    126  4.867786870736E-02  2.643942E-29  4.469904E-29  4.749646E-29  2.850848E-29  1.895944E-29  6.291659E-30  2.663915E-30  1.000000E-30
    127  4.885872256535E-02  2.722940E-29  4.699415E-29  5.105296E-29  3.129946E-29  2.121083E-29  7.156720E-30  3.050633E-30  1.000000E-30
    128  4.903755607841E-02  2.736701E-29  4.807761E-29  5.328914E-29  3.328859E-29  2.303673E-29  7.962776E-30  3.424007E-30  1.000000E-30
    129  4.921259737621E-02  2.699930E-29  4.846911E-29  5.504086E-29  3.519366E-29  2.501445E-29  8.792721E-30  3.974498E-30  1.000000E-30
    130  4.938368810460E-02  2.665720E-29  4.875105E-29  5.649578E-29  3.683402E-29  2.675673E-29  9.550862E-30  4.393156E-30  1.000000E-30
    131  4.955132280349E-02  2.664347E-29  4.970861E-29  5.888154E-29  3.921218E-29  2.919649E-29  1.065142E-29  4.873109E-30  1.000000E-30
    132  4.971624312404E-02  2.625754E-29  4.985284E-29  6.021119E-29  4.082301E-29  3.102122E-29  1.155838E-29  5.483861E-30  1.003333E-30
    133  4.987811857735E-02  2.606036E-29  5.041192E-29  6.216853E-29  4.300086E-29  3.346200E-29  1.268760E-29  6.183500E-30  1.150432E-30
    134  5.003799836445E-02  2.581914E-29  5.086053E-29  6.399866E-29  4.511180E-29  3.587483E-29  1.382367E-29  6.724690E-30  1.261027E-30
    135  5.019682549602E-02  2.581885E-29  5.180807E-29  6.654970E-29  4.783842E-29  3.888761E-29  1.516907E-29  7.592514E-30  1.449468E-30
    136  5.035511419132E-02  2.587358E-29  5.287147E-29  6.930218E-29  5.076017E-29  4.212451E-29  1.665155E-29  8.510263E-30  1.649826E-30
    137  5.051299755300E-02  2.588905E-29  5.389898E-29  7.213237E-29  5.384544E-29  4.564212E-29  1.833696E-29  9.504481E-30  1.866721E-30
    138  5.067010535678E-02  2.582878E-29  5.478240E-29  7.484881E-29  5.693504E-29  4.927505E-29  2.012926E-29  1.064720E-29  2.148610E-30
    139  5.082726902819E-02  2.588588E-29  5.594079E-29  7.804378E-29  6.050731E-29  5.347603E-29  2.222022E-29  1.202415E-29  2.433705E-30
    140  5.098506829486E-02  2.601841E-29  5.729429E-29  8.162270E-29  6.449665E-29  5.819134E-29  2.468017E-29  1.360040E-29  2.790776E-30
    141  5.114361869269E-02  2.617959E-29  5.873945E-29  8.543982E-29  6.879122E-29  6.333643E-29  2.741021E-29  1.529495E-29  3.143248E-30
    142  5.130328078870E-02  2.639460E-29  6.036288E-29  8.967429E-29  7.358285E-29  6.914496E-29  3.053651E-29  1.726802E-29  3.593704E-30
    143  5.146205644840E-02  2.626392E-29  6.118483E-29  9.276637E-29  7.750016E-29  7.422536E-29  3.337281E-29  1.918595E-29  4.114064E-30
    144  5.162089365231E-02  2.627309E-29  6.238209E-29  9.660618E-29  8.226131E-29  8.042843E-29  3.690396E-29  2.159280E-29  4.706061E-30
    145  5.177902725711E-02  2.615840E-29  6.322277E-29  9.985199E-29  8.651747E-29  8.616983E-29  4.021473E-29  2.398426E-29  5.188299E-30
    146  5.193558292952E-02  2.590948E-29  6.351629E-29  1.014047E-28  8.907529E-29  9.061231E-29  4.366497E-29  2.796336E-29  6.431571E-30
    147  5.207655208218E-02  2.337757E-29  5.846883E-29  9.527898E-29  8.517881E-29  8.827037E-29  4.328746E-29  2.815082E-29  6.546533E-30
    148  5.220437120847E-02  2.104566E-29  5.337391E-29  8.832247E-29  8.002699E-29  8.409465E-29  4.171161E-29  2.745705E-29  6.452641E-30
    149  5.240275279905E-02  3.249683E-29  8.411158E-29  1.426853E-28  1.323075E-28  1.426966E-28  7.231461E-29  4.907035E-29  1.190395E-29
    150  5.258707116153E-02  2.966802E-29  7.878634E-29  1.380509E-28  1.310178E-28  1.435827E-28  7.285525E-29  4.806808E-29  1.130967E-29
    151  5.276353482958E-02  2.829538E-29  7.663715E-29  1.372692E-28  1.330255E-28  1.493092E-28  7.754819E-29  5.295273E-29  1.285316E-29
    152  5.293536770993E-02  2.728268E-29  7.530053E-29  1.377131E-28  1.359935E-28  1.559021E-28  8.260758E-29  5.782525E-29  1.430486E-29
    153  5.310288915571E-02  2.663887E-29  7.473164E-29  1.386214E-28  1.389799E-28  1.627129E-28  8.829323E-29  6.428424E-29  1.666301E-29
    154  5.325369291828E-02  2.367758E-29  6.778563E-29  1.285562E-28  1.314131E-28  1.570613E-28  8.674751E-29  6.453938E-29  1.690285E-29
    155  5.339308966526E-02  2.160014E-29  6.204264E-29  1.185632E-28  1.217164E-28  1.456578E-28  8.018470E-29  5.894790E-29  1.533489E-29
    156  5.362726198018E-02  3.597207E-29  1.069766E-28  2.118057E-28  2.249586E-28  2.807357E-28  1.612332E-28  1.256930E-28  3.471802E-29
    157  5.383816121000E-02  3.146236E-29  9.652373E-29  1.988513E-28  2.177080E-28  2.779770E-28  1.612861E-28  1.247415E-28  3.279056E-29
    158  5.403768730975E-02  2.912430E-29  9.172116E-29  1.942526E-28  2.182105E-28  2.871295E-28  1.714653E-28  1.379494E-28  3.808522E-29
    159  5.422986619970E-02  2.813889E-29  8.987481E-29  1.930129E-28  2.201951E-28  2.962891E-28  1.811992E-28  1.511430E-28  4.368049E-29
    160  5.440569294967E-02  2.528656E-29  8.279613E-29  1.826581E-28  2.132267E-28  2.938694E-28  1.833523E-28  1.564085E-28  4.606146E-29
    161  5.456994612052E-02  2.313978E-29  7.630683E-29  1.703642E-28  2.004383E-28  2.775328E-28  1.731901E-28  1.469649E-28  4.258445E-29
    162  5.485681963417E-02  3.955493E-29  1.354318E-28  3.155886E-28  3.876499E-28  5.676146E-28  3.741439E-28  3.416401E-28  1.059363E-28
    163  5.511708850657E-02  3.384760E-29  1.213810E-28  2.973908E-28  3.790494E-28  5.700557E-28  3.806143E-28  3.459659E-28  1.048577E-28
    164  5.536560227933E-02  3.229503E-29  1.175345E-28  2.933146E-28  3.821979E-28  5.948596E-28  4.124745E-28  3.977215E-28  1.286942E-28
    165  5.559867087093E-02  2.940224E-29  1.105020E-28  2.852179E-28  3.821852E-28  6.122244E-28  4.348458E-28  4.312481E-28  1.428559E-28
    166  5.582344501454E-02  2.737150E-29  1.047006E-28  2.763945E-28  3.759493E-28  6.077276E-28  4.324949E-28  4.262187E-28  1.394282E-28
    167  5.608267729631E-02  3.025226E-29  1.202632E-28  3.297307E-28  4.621507E-28  7.692561E-28  5.604589E-28  5.665472E-28  1.890641E-28
    168  5.632179590432E-02  2.672884E-29  1.098219E-28  3.138479E-28  4.575108E-28  7.978503E-28  6.061261E-28  6.447260E-28  2.244443E-28
    169  5.658568452696E-02  2.845316E-29  1.201641E-28  3.535442E-28  5.267386E-28  9.362074E-28  7.207774E-28  7.753565E-28  2.718124E-28
    170  5.682194908758E-02  2.473341E-29  1.064288E-28  3.216248E-28  4.923669E-28  9.058721E-28  7.203765E-28  8.080844E-28  2.935675E-28
    171  5.707748662895E-02  2.529134E-29  1.131888E-28  3.565685E-28  5.638904E-28  1.069841E-27  8.708714E-28  9.997078E-28  3.692542E-28
    172  5.730159219632E-02  2.152574E-29  9.829802E-29  3.180941E-28  5.167744E-28  1.014291E-27  8.520222E-28  1.018221E-27  3.890655E-28
    173  5.769211250520E-02  3.524177E-29  1.690995E-28  5.780146E-28  9.878598E-28  2.064214E-27  1.839551E-27  2.378587E-27  9.735143E-28
    174  5.804755660481E-02  2.915422E-29  1.440782E-28  5.149760E-28  9.250067E-28  2.064116E-27  1.950501E-27  2.686087E-27  1.146801E-27
    175  5.837706807704E-02  2.595164E-29  1.356220E-28  5.059227E-28  9.293142E-28  2.099307E-27  2.001565E-27  2.813418E-27  1.235586E-27
    176  5.868213309337E-02  2.220090E-29  1.212837E-28  4.760190E-28  9.115691E-28  2.143092E-27  2.102112E-27  3.027872E-27  1.350647E-27
    177  5.897372529375E-02  1.969914E-29  1.117582E-28  4.585432E-28  9.135604E-28  2.243795E-27  2.281369E-27  3.416153E-27  1.565729E-27
    178  5.927019313219E-02  1.849910E-29  1.087605E-28  4.676614E-28  9.707023E-28  2.493286E-27  2.630238E-27  4.104666E-27  1.941251E-27
    179  5.955970264735E-02  1.661958E-29  1.015616E-28  4.563410E-28  9.828933E-28  2.625450E-27  2.860044E-27  4.629607E-27  2.252863E-27
