 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ir215         ir216         ir217         ir218         ir219         ir220         ir221         ir222
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.000031E-30  1.000000E-30  1.000025E-30  1.000000E-30  1.000027E-30  1.000003E-30  1.000023E-30
      3  6.264265632874E-16  1.000000E-30  1.000194E-30  1.000000E-30  1.000154E-30  1.000000E-30  1.000169E-30  1.000022E-30  1.000145E-30
      4  2.206990590178E-15  1.000000E-30  1.000683E-30  1.000000E-30  1.000543E-30  1.000000E-30  1.000595E-30  1.000076E-30  1.000509E-30
      5  6.425069294186E-15  1.000000E-30  1.001984E-30  1.000000E-30  1.001578E-30  1.000000E-30  1.001729E-30  1.000224E-30  1.001479E-30
      6  1.724777641531E-14  1.000000E-30  1.005292E-30  1.000000E-30  1.004210E-30  1.000000E-30  1.004615E-30  1.000610E-30  1.003948E-30
      7  4.527785414179E-14  1.000000E-30  1.013657E-30  1.000000E-30  1.010876E-30  1.000049E-30  1.011934E-30  1.001660E-30  1.010205E-30
      8  1.231582592127E-13  1.000000E-30  1.035511E-30  1.000000E-30  1.028370E-30  1.000850E-30  1.031213E-30  1.004903E-30  1.026601E-30
      9  4.001734798240E-13  1.000000E-30  1.100831E-30  1.002758E-30  1.081741E-30  1.010169E-30  1.090600E-30  1.018866E-30  1.074806E-30
     10  1.150918682670E-12  1.024838E-30  1.233198E-30  1.046087E-30  1.194074E-30  1.060928E-30  1.215334E-30  1.057509E-30  1.152500E-30
     11  2.802808442389E-12  1.132819E-30  1.435305E-30  1.165632E-30  1.352497E-30  1.159968E-30  1.377344E-30  1.099393E-30  1.207885E-30
     12  6.912921996243E-12  1.220041E-30  1.559996E-30  1.243413E-30  1.430716E-30  1.209105E-30  1.443714E-30  1.110753E-30  1.221044E-30
     13  1.659368270033E-11  1.256410E-30  1.674422E-30  1.254993E-30  1.370605E-30  1.179008E-30  1.375924E-30  1.098561E-30  1.228628E-30
     14  1.134012897413E-10  1.396414E-30  1.658150E-30  1.402278E-30  1.465057E-30  1.314055E-30  1.440943E-30  1.123843E-30  1.224696E-30
     15  1.081477360150E-09  1.000000E-30  1.101648E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
