 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                si36          si37          si38          si39          si40          si41          si42          si43 
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.567272E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  6.034857E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  6.636937E-27  3.065349E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  3.280443E-25  1.523799E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  5.111210E-24  2.412581E-27  4.283820E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  6.005010E-23  2.878749E-26  5.121117E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.143264E-22  5.510553E-26  1.012380E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  2.094388E-22  1.013547E-25  1.901136E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  3.830092E-22  1.861463E-25  3.569509E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  4.843939E-22  2.358219E-25  4.561628E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  6.084000E-22  2.966866E-25  5.787888E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.022460E-21  5.005421E-25  9.958470E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.840272E-21  9.050445E-25  1.842471E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  3.104456E-21  1.533330E-24  3.188476E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  5.326929E-21  2.643302E-24  5.623270E-27  1.423721E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  8.587241E-21  4.279551E-24  9.296765E-27  2.306940E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.028734E-20  5.135442E-24  1.124687E-26  2.781042E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.187842E-20  5.937675E-24  1.308808E-26  3.227119E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.869240E-20  9.384476E-24  2.112037E-26  5.161862E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  4.115961E-20  2.082947E-23  4.868035E-26  1.172120E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  8.476697E-20  4.323162E-23  1.047631E-25  2.490088E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.258927E-19  6.449086E-23  1.595177E-25  3.766011E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.444949E-19  7.413559E-23  1.846964E-25  4.350410E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.620596E-19  8.325560E-23  2.086632E-25  4.905537E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  2.482058E-19  1.281394E-22  3.284716E-25  7.669017E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  5.394393E-19  2.810781E-22  7.514529E-25  1.734095E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.078627E-18  5.668756E-22  1.575346E-24  3.601805E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.803518E-18  9.540856E-22  2.730423E-24  6.203582E-28  1.191118E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  3.032027E-18  1.614894E-21  4.763110E-24  1.075809E-27  2.119303E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  4.205677E-18  2.249838E-21  6.766067E-24  1.522985E-27  3.040185E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  5.737860E-18  3.082585E-21  9.446485E-24  2.119900E-27  4.286852E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  8.176471E-18  4.414664E-21  1.382900E-23  3.093537E-27  6.351682E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.173032E-17  6.366827E-21  2.040917E-23  4.552116E-27  9.498197E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.438333E-17  7.830670E-21  2.543914E-23  5.665348E-27  1.193253E-29  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.816443E-17  9.924374E-21  3.274497E-23  7.279576E-27  1.549836E-29  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.375913E-17  1.303587E-20  4.380782E-23  9.720748E-27  2.096188E-29  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  3.044097E-17  1.676925E-20  5.734802E-23  1.270517E-26  2.773478E-29  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  4.020216E-17  2.225053E-20  7.765671E-23  1.717719E-26  3.803766E-29  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  5.229632E-17  2.907851E-20  1.035412E-22  2.287282E-26  5.137441E-29  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  6.968806E-17  3.895512E-20  1.419252E-22  3.131497E-26  7.149636E-29  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  8.933504E-17  5.018017E-20  1.866775E-22  4.115615E-26  9.538599E-29  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.132622E-16  6.393128E-20  2.428748E-22  5.350942E-26  1.258908E-28  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.425002E-16  8.083929E-20  3.137914E-22  6.909670E-26  1.650791E-28  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.715649E-16  9.775049E-20  3.865491E-22  8.509461E-26  2.060255E-28  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.976642E-16  1.130185E-19  4.537126E-22  9.987033E-26  2.444388E-28  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  2.249643E-16  1.290692E-19  5.257819E-22  1.157358E-25  2.862840E-28  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  2.488134E-16  1.431575E-19  5.902644E-22  1.299415E-25  3.242590E-28  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  2.700846E-16  1.557756E-19  6.489984E-22  1.428905E-25  3.592840E-28  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  3.076687E-16  1.781952E-19  7.557046E-22  1.664421E-25  4.239833E-28  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  3.410219E-16  1.982315E-19  8.537480E-22  1.881150E-25  4.846690E-28  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  3.800357E-16  2.218504E-19  9.728425E-22  2.144762E-25  5.599484E-28  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  4.148601E-16  2.431203E-19  1.083761E-21  2.390585E-25  6.316376E-28  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  4.516265E-16  2.658051E-19  1.206583E-21  2.663415E-25  7.131253E-28  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  4.816057E-16  2.845167E-19  1.312171E-21  2.898601E-25  7.851866E-28  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  5.125881E-16  3.041136E-19  1.427962E-21  3.157364E-25  8.666844E-28  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  5.405270E-16  3.220925E-19  1.540401E-21  3.409705E-25  9.487795E-28  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  5.646759E-16  3.379769E-19  1.646710E-21  3.649530E-25  1.029696E-27  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  5.840839E-16  3.511066E-19  1.741915E-21  3.865640E-25  1.105572E-27  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  6.006832E-16  3.627816E-19  1.835455E-21  4.079571E-25  1.184132E-27  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  6.118440E-16  3.710808E-19  1.910721E-21  4.252686E-25  1.250651E-27  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  6.203500E-16  3.779331E-19  1.982762E-21  4.419675E-25  1.317984E-27  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  6.255985E-16  3.827607E-19  2.044060E-21  4.563128E-25  1.378915E-27  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  6.286707E-16  3.863911E-19  2.102734E-21  4.701880E-25  1.441060E-27  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  6.295731E-16  3.884489E-19  2.148208E-21  4.810563E-25  1.492308E-27  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  6.290984E-16  3.896220E-19  2.188617E-21  4.908170E-25  1.540644E-27  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  6.276292E-16  3.899983E-19  2.220906E-21  4.987040E-25  1.581706E-27  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  6.224823E-16  3.890562E-19  2.269498E-21  5.108065E-25  1.650037E-27  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  6.158922E-16  3.866876E-19  2.298403E-21  5.182743E-25  1.698370E-27  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  6.071609E-16  3.828092E-19  2.315191E-21  5.228961E-25  1.736034E-27  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  5.980177E-16  3.783677E-19  2.321710E-21  5.250701E-25  1.762348E-27  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  5.880406E-16  3.732575E-19  2.321091E-21  5.255827E-25  1.781888E-27  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  5.776356E-16  3.677333E-19  2.314695E-21  5.247351E-25  1.795424E-27  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  5.667827E-16  3.618205E-19  2.303553E-21  5.227765E-25  1.804215E-27  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  5.552473E-16  3.554095E-19  2.287945E-21  5.197900E-25  1.809066E-27  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  5.435975E-16  3.488318E-19  2.269097E-21  5.160327E-25  1.810280E-27  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  5.313543E-16  3.418290E-19  2.246585E-21  5.114346E-25  1.808327E-27  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  5.192976E-16  3.348578E-19  2.222156E-21  5.063644E-25  1.803706E-27  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  4.993117E-16  3.231664E-19  2.177563E-21  4.969757E-25  1.791148E-27  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  4.795550E-16  3.114705E-19  2.129272E-21  4.866837E-25  1.773697E-27  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  4.597367E-16  2.996218E-19  2.077275E-21  4.755052E-25  1.751929E-27  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  4.399042E-16  2.876614E-19  2.022062E-21  4.635453E-25  1.726213E-27  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  4.194019E-16  2.751931E-19  1.961734E-21  4.503441E-25  1.695029E-27  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  3.977867E-16  2.619537E-19  1.895191E-21  4.357161E-25  1.658549E-27  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  3.755136E-16  2.482170E-19  1.823658E-21  4.199269E-25  1.617317E-27  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  3.530752E-16  2.342867E-19  1.748680E-21  4.033170E-25  1.572183E-27  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  3.309811E-16  2.204834E-19  1.672065E-21  3.862882E-25  1.524278E-27  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  3.097493E-16  2.071392E-19  1.595851E-21  3.692972E-25  1.474995E-27  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  2.896503E-16  1.944354E-19  1.521344E-21  3.526404E-25  1.425346E-27  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  2.707204E-16  1.824063E-19  1.449026E-21  3.364304E-25  1.375822E-27  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  2.529008E-16  1.710248E-19  1.378985E-21  3.206913E-25  1.326627E-27  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  2.360988E-16  1.602404E-19  1.311124E-21  3.054045E-25  1.277808E-27  1.000000E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  2.203241E-16  1.500670E-19  1.245725E-21  2.906361E-25  1.229667E-27  1.000000E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  2.053476E-16  1.403599E-19  1.181894E-21  2.761458E-25  1.180997E-27  1.000000E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  1.911672E-16  1.311267E-19  1.119939E-21  2.620438E-25  1.132677E-27  1.000000E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  1.777307E-16  1.223387E-19  1.059798E-21  2.483215E-25  1.084770E-27  1.000000E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  1.650128E-16  1.139838E-19  1.001501E-21  2.349874E-25  1.037355E-27  1.000000E-30  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  1.530244E-16  1.060735E-19  9.452398E-22  2.220873E-25  9.906431E-28  1.000000E-30  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  1.416841E-16  9.855833E-20  8.907671E-22  2.095662E-25  9.444786E-28  1.000000E-30  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  1.309398E-16  9.140704E-20  8.379486E-22  1.973940E-25  8.987822E-28  1.000000E-30  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  1.207762E-16  8.461299E-20  7.868213E-22  1.855799E-25  8.536146E-28  1.000000E-30  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  1.111659E-16  7.816087E-20  7.373554E-22  1.741175E-25  8.089747E-28  1.000000E-30  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  1.022153E-16  7.212592E-20  6.902310E-22  1.631654E-25  7.655177E-28  1.000000E-30  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  9.385272E-17  6.646368E-20  6.452161E-22  1.526708E-25  7.230835E-28  1.000000E-30  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  8.610325E-17  6.119496E-20  6.025927E-22  1.427007E-25  6.819928E-28  1.000000E-30  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  7.895583E-17  5.631525E-20  5.624114E-22  1.332521E-25  6.420760E-28  1.000000E-30  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  7.298790E-17  5.222601E-20  5.282236E-22  1.251810E-25  6.073038E-28  1.000000E-30  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  6.796344E-17  4.877277E-20  4.989868E-22  1.182551E-25  5.769632E-28  1.000000E-30  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  6.089066E-17  4.389560E-20  4.571312E-22  1.082953E-25  5.324349E-28  1.000000E-30  1.000000E-30  1.000000E-30
    150  5.258707116153E-02  5.510913E-17  3.989566E-20  4.223546E-22  9.996992E-26  4.942893E-28  1.000000E-30  1.000000E-30  1.000000E-30
    151  5.276353482958E-02  5.028688E-17  3.655215E-20  3.930604E-22  9.290927E-26  4.611518E-28  1.000000E-30  1.000000E-30  1.000000E-30
    152  5.293536770993E-02  4.626152E-17  3.375906E-20  3.685689E-22  8.695733E-26  4.325178E-28  1.000000E-30  1.000000E-30  1.000000E-30
    153  5.310288915571E-02  4.297273E-17  3.148001E-20  3.487769E-22  8.209505E-26  4.084881E-28  1.000000E-30  1.000000E-30  1.000000E-30
    154  5.325369291828E-02  4.054485E-17  2.980465E-20  3.345936E-22  7.855839E-26  3.904747E-28  1.000000E-30  1.000000E-30  1.000000E-30
    155  5.339308966526E-02  3.874461E-17  2.857291E-20  3.246833E-22  7.603221E-26  3.771340E-28  1.000000E-30  1.000000E-30  1.000000E-30
    156  5.362726198018E-02  3.665701E-17  2.717988E-20  3.151984E-22  7.345802E-26  3.624234E-28  1.000000E-30  1.000000E-30  1.000000E-30
    157  5.383816121000E-02  3.574315E-17  2.663222E-20  3.145690E-22  7.298273E-26  3.578708E-28  1.000000E-30  1.000000E-30  1.000000E-30
    158  5.403768730975E-02  3.567651E-17  2.670640E-20  3.209991E-22  7.417421E-26  3.615601E-28  1.000000E-30  1.000000E-30  1.000000E-30
    159  5.422986619970E-02  3.630020E-17  2.729586E-20  3.336912E-22  7.684761E-26  3.728176E-28  1.000000E-30  1.000000E-30  1.000000E-30
    160  5.440569294967E-02  3.741532E-17  2.825106E-20  3.508094E-22  8.058720E-26  3.897877E-28  1.000000E-30  1.000000E-30  1.000000E-30
    161  5.456994612052E-02  3.889096E-17  2.947959E-20  3.714949E-22  8.518341E-26  4.114227E-28  1.000000E-30  1.000000E-30  1.000000E-30
    162  5.485681963417E-02  4.236832E-17  3.233517E-20  4.181851E-22  9.569135E-26  4.624425E-28  1.000000E-30  1.000000E-30  1.000000E-30
    163  5.511708850657E-02  4.641146E-17  3.564261E-20  4.720718E-22  1.079273E-25  5.233763E-28  1.000000E-30  1.000000E-30  1.000000E-30
    164  5.536560227933E-02  5.096570E-17  3.937548E-20  5.336027E-22  1.219700E-25  5.945292E-28  1.000000E-30  1.000000E-30  1.000000E-30
    165  5.559867087093E-02  5.579310E-17  4.334921E-20  6.002789E-22  1.372371E-25  6.729182E-28  1.000000E-30  1.000000E-30  1.000000E-30
    166  5.582344501454E-02  6.093744E-17  4.760595E-20  6.731615E-22  1.539467E-25  7.593371E-28  1.000000E-30  1.000000E-30  1.000000E-30
    167  5.608267729631E-02  6.744402E-17  5.302412E-20  7.681518E-22  1.757569E-25  8.730530E-28  1.000000E-30  1.000000E-30  1.000000E-30
    168  5.632179590432E-02  7.399198E-17  5.851484E-20  8.669030E-22  1.984633E-25  9.923976E-28  1.000000E-30  1.000000E-30  1.000000E-30
    169  5.658568452696E-02  8.185426E-17  6.515555E-20  9.895224E-22  2.266949E-25  1.141876E-27  1.000000E-30  1.000000E-30  1.000000E-30
    170  5.682194908758E-02  8.949872E-17  7.165912E-20  1.112793E-21  2.551113E-25  1.293338E-27  1.027079E-30  1.000000E-30  1.000000E-30
    171  5.707748662895E-02  9.846902E-17  7.934489E-20  1.262255E-21  2.896066E-25  1.478335E-27  1.188705E-30  1.000000E-30  1.000000E-30
    172  5.730159219632E-02  1.069928E-16  8.669799E-20  1.408820E-21  3.234731E-25  1.660978E-27  1.349579E-30  1.000000E-30  1.000000E-30
    173  5.769211250520E-02  1.235019E-16  1.010638E-19  1.704349E-21  3.918404E-25  2.031634E-27  1.680883E-30  1.000000E-30  1.000000E-30
    174  5.804755660481E-02  1.406291E-16  1.161202E-19  2.025837E-21  4.662871E-25  2.436761E-27  2.048390E-30  1.000000E-30  1.000000E-30
    175  5.837706807704E-02  1.585501E-16  1.320224E-19  2.377135E-21  5.477739E-25  2.882642E-27  2.458940E-30  1.000000E-30  1.000000E-30
    176  5.868213309337E-02  1.771337E-16  1.486551E-19  2.756272E-21  6.358725E-25  3.367224E-27  2.911354E-30  1.000000E-30  1.000000E-30
    177  5.897372529375E-02  1.969149E-16  1.665031E-19  3.175254E-21  7.334068E-25  3.906440E-27  3.421363E-30  1.000000E-30  1.000000E-30
    178  5.927019313219E-02  2.192948E-16  1.868572E-19  3.667122E-21  8.481305E-25  4.543974E-27  4.032151E-30  1.000000E-30  1.000000E-30
    179  5.955970264735E-02  2.436321E-16  2.091668E-19  4.222002E-21  9.777864E-25  5.267479E-27  4.733709E-30  1.000000E-30  1.000000E-30
