 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                s35           s36           s37           s38           s39           s40           s41           s42  
    180  5.987296131417E-02  7.406935E-14  1.143259E-11  1.486515E-12  6.315704E-12  4.521720E-13  1.479110E-12  5.826900E-14  1.611005E-14
    181  6.018239261751E-02  7.331606E-14  1.133753E-11  1.505977E-12  6.648562E-12  4.872320E-13  1.665177E-12  6.692929E-14  1.923286E-14
    182  6.051941164510E-02  7.248947E-14  1.120497E-11  1.523463E-12  7.009968E-12  5.269615E-13  1.889113E-12  7.761429E-14  2.326446E-14
    183  6.081686890997E-02  7.175514E-14  1.106400E-11  1.535615E-12  7.326029E-12  5.632617E-13  2.106351E-12  8.823716E-14  2.745531E-14
    184  6.107970107709E-02  7.110253E-14  1.092174E-11  1.543765E-12  7.601554E-12  5.962120E-13  2.314433E-12  9.863747E-14  3.172428E-14
    185  6.149099227918E-02  7.007338E-14  1.066830E-11  1.551667E-12  8.023072E-12  6.492575E-13  2.672389E-12  1.170144E-13  3.964347E-14
    186  6.184187848266E-02  6.918578E-14  1.042506E-11  1.553797E-12  8.371129E-12  6.957827E-13  3.011244E-12  1.349411E-13  4.780174E-14
    187  6.212841772032E-02  6.845275E-14  1.020958E-11  1.552395E-12  8.644422E-12  7.343915E-13  3.311439E-12  1.512368E-13  5.556819E-14
    188  6.241083345826E-02  6.772135E-14  9.983986E-12  1.548321E-12  8.902422E-12  7.728232E-13  3.628640E-12  1.688621E-13  6.432585E-14
    189  6.286334795077E-02  6.652690E-14  9.598960E-12  1.536455E-12  9.288596E-12  8.347973E-13  4.182425E-12  2.005958E-13  8.098327E-14
    190  6.324448148531E-02  6.549434E-14  9.256264E-12  1.521667E-12  9.584299E-12  8.869539E-13  4.693599E-12  2.309328E-13  9.792324E-14
    191  6.354755735680E-02  6.465489E-14  8.974490E-12  1.507029E-12  9.798987E-12  9.282106E-13  5.131064E-12  2.576537E-13  1.136265E-13
    192  6.382753282149E-02  6.386266E-14  8.708639E-12  1.491406E-12  9.979483E-12  9.659143E-13  5.559553E-12  2.844919E-13  1.301108E-13
    193  6.429792763326E-02  6.249033E-14  8.254126E-12  1.461073E-12  1.024088E-11  1.027837E-12  6.331564E-12  3.344828E-13  1.626523E-13
    194  6.470641913937E-02  6.125219E-14  7.855910E-12  1.431139E-12  1.042300E-11  1.079647E-12  7.054726E-12  3.831870E-13  1.965755E-13
    195  6.514351188605E-02  5.987699E-14  7.431057E-12  1.396098E-12  1.056993E-11  1.132498E-12  7.882076E-12  4.411043E-13  2.396716E-13
    196  6.551961572666E-02  5.865271E-14  7.069652E-12  1.363956E-12  1.065679E-11  1.175531E-12  8.639408E-12  4.961306E-13  2.833130E-13
    197  6.614173306661E-02  5.654138E-14  6.487470E-12  1.308017E-12  1.071882E-11  1.240735E-12  9.978787E-12  5.981840E-13  3.710431E-13
    198  6.666431851744E-02  5.468437E-14  6.019483E-12  1.259599E-12  1.069371E-11  1.288961E-12  1.118122E-11  6.950277E-13  4.622959E-13
    199  6.714973898932E-02  5.289676E-14  5.605993E-12  1.214444E-12  1.061054E-11  1.327915E-12  1.235633E-11  7.945398E-13  5.640717E-13
    200  6.763365269933E-02  5.106435E-14  5.216128E-12  1.169934E-12  1.047470E-11  1.360922E-12  1.358324E-11  9.036047E-13  6.848735E-13
    201  6.810748363549E-02  4.922577E-14  4.857882E-12  1.127521E-12  1.029444E-11  1.387364E-12  1.482932E-11  1.020024E-12  8.244955E-13
    202  6.886988901479E-02  4.619819E-14  4.331916E-12  1.062940E-12  9.919436E-12  1.417670E-12  1.691261E-11  1.228021E-12  1.101529E-12
    203  6.932442343830E-02  4.436751E-14  4.047687E-12  1.027078E-12  9.654043E-12  1.428706E-12  1.819513E-11  1.364758E-12  1.303114E-12
    204  6.977291475786E-02  4.255420E-14  3.788140E-12  9.938984E-13  9.367377E-12  1.434627E-12  1.948511E-11  1.509354E-12  1.533356E-12
    205  7.051837306122E-02  3.954654E-14  3.400717E-12  9.440019E-13  8.849647E-12  1.434285E-12  2.166483E-11  1.771077E-12  1.995602E-12
    206  7.120724846930E-02  3.680369E-14  3.087714E-12  9.038825E-13  8.340761E-12  1.423713E-12  2.370485E-11  2.037514E-12  2.528097E-12
    207  7.185571854523E-02  3.428125E-14  2.828493E-12  8.713346E-13  7.848137E-12  1.405833E-12  2.563667E-11  2.310875E-12  3.141848E-12
    208  7.250556240022E-02  3.183230E-14  2.599505E-12  8.436424E-13  7.353152E-12  1.381513E-12  2.756514E-11  2.606794E-12  3.886208E-12
    209  7.308358088908E-02  2.973492E-14  2.418687E-12  8.229335E-13  6.918988E-12  1.355413E-12  2.926592E-11  2.889052E-12  4.677028E-12
    210  7.365083251161E-02  2.776132E-14  2.259731E-12  8.060029E-13  6.503369E-12  1.326410E-12  3.091662E-11  3.184171E-12  5.592328E-12
    211  7.420607479025E-02  2.591769E-14  2.119896E-12  7.924695E-13  6.111379E-12  1.295670E-12  3.250271E-11  3.490155E-12  6.640895E-12
    212  7.477269193766E-02  2.413165E-14  1.991401E-12  7.815484E-13  5.729700E-12  1.262632E-12  3.408368E-11  3.820007E-12  7.890293E-12
    213  7.532671922740E-02  2.248152E-14  1.878085E-12  7.735630E-13  5.375786E-12  1.229104E-12  3.559127E-11  4.160513E-12  9.317311E-12
    214  7.590819975934E-02  2.085368E-14  1.770747E-12  7.678411E-13  5.027484E-12  1.193460E-12  3.712130E-11  4.536514E-12  1.106374E-11
    215  7.648106882397E-02  1.935399E-14  1.675266E-12  7.647002E-13  4.708837E-12  1.158543E-12  3.856827E-11  4.925371E-12  1.306933E-11
    216  7.706864365518E-02  1.792137E-14  1.586773E-12  7.639779E-13  4.407390E-12  1.123357E-12  3.998612E-11  5.343495E-12  1.546838E-11
    217  7.765097184480E-02  1.660406E-14  1.507489E-12  7.656810E-13  4.134246E-12  1.089640E-12  4.131845E-11  5.776910E-12  1.823961E-11
    218  7.824188421090E-02  1.536785E-14  1.434661E-12  7.697659E-13  3.883389E-12  1.057239E-12  4.258802E-11  6.235332E-12  2.150725E-11
    219  7.883216312169E-02  1.422970E-14  1.368883E-12  7.762536E-13  3.658654E-12  1.027103E-12  4.377096E-11  6.712020E-12  2.530050E-11
    220  7.934760137230E-02  1.331149E-14  1.316764E-12  7.840163E-13  3.482911E-12  1.002873E-12  4.473512E-11  7.144050E-12  2.911493E-11
    221  7.991019390762E-02  1.238612E-14  1.265078E-12  7.947452E-13  3.312804E-12  9.791814E-13  4.571307E-11  7.632235E-12  3.388030E-11
    222  8.044081450283E-02  1.158347E-14  1.221052E-12  8.071836E-13  3.172663E-12  9.598281E-13  4.656878E-11  8.109461E-12  3.903139E-11
    223  8.103419684334E-02  1.076305E-14  1.177178E-12  8.241860E-13  3.038576E-12  9.419328E-13  4.745994E-11  8.664792E-12  4.567963E-11
    224  8.158988408622E-02  1.006483E-14  1.141030E-12  8.433557E-13  2.934411E-12  9.292697E-13  4.824148E-11  9.207770E-12  5.288440E-11
    225  8.219791245697E-02  9.374164E-15  1.106802E-12  8.683613E-13  2.843761E-12  9.205048E-13  4.905381E-11  9.831095E-12  6.203209E-11
    226  8.273529679330E-02  8.823994E-15  1.081209E-12  8.945502E-13  2.783642E-12  9.175868E-13  4.975082E-11  1.041192E-11  7.142019E-11
    227  8.327310875316E-02  8.326391E-15  1.059967E-12  9.251816E-13  2.742094E-12  9.196049E-13  5.044312E-11  1.102590E-11  8.226661E-11
    228  8.381967664174E-02  7.870296E-15  1.042629E-12  9.612133E-13  2.718610E-12  9.271207E-13  5.115252E-11  1.168761E-11  9.500661E-11
    229  8.442137901789E-02  7.420099E-15  1.028261E-12  1.007171E-12  2.714100E-12  9.421418E-13  5.195038E-11  1.246519E-11  1.113804E-10
    230  8.496109010092E-02  7.057496E-15  1.019491E-12  1.054779E-12  2.728895E-12  9.619528E-13  5.268319E-11  1.321020E-11  1.285737E-10
    231  8.556251684447E-02  6.691236E-15  1.013584E-12  1.115051E-12  2.765151E-12  9.912683E-13  5.351191E-11  1.409469E-11  1.509378E-10
    232  8.609514523980E-02  6.393550E-15  1.011171E-12  1.174908E-12  2.813532E-12  1.023628E-12  5.424258E-11  1.492480E-11  1.739742E-10
    233  8.668730402486E-02  6.085186E-15  1.010966E-12  1.248793E-12  2.884058E-12  1.066628E-12  5.502401E-11  1.589446E-11  2.036976E-10
    234  8.725638446658E-02  5.804024E-15  1.012305E-12  1.326701E-12  2.966438E-12  1.114609E-12  5.570846E-11  1.686357E-11  2.368298E-10
    235  8.784892152766E-02  5.519526E-15  1.014055E-12  1.413981E-12  3.064330E-12  1.170786E-12  5.630630E-11  1.789667E-11  2.765162E-10
    236  8.837914431516E-02  5.266976E-15  1.014972E-12  1.496455E-12  3.159750E-12  1.225703E-12  5.669712E-11  1.882523E-11  3.168734E-10
    237  8.927467123273E-02  4.834964E-15  1.012711E-12  1.641919E-12  3.330115E-12  1.326048E-12  5.692250E-11  2.034595E-11  3.961527E-10
    238  9.009385267910E-02  4.424362E-15  1.002973E-12  1.774971E-12  3.482863E-12  1.421497E-12  5.652265E-11  2.160870E-11  4.807776E-10
    239  9.088007009323E-02  4.015021E-15  9.844430E-13  1.896353E-12  3.615291E-12  1.511885E-12  5.548028E-11  2.261914E-11  5.724376E-10
    240  9.160938796651E-02  3.624735E-15  9.576880E-13  1.996856E-12  3.715078E-12  1.590067E-12  5.390571E-11  2.332067E-11  6.651629E-10
    241  9.231864750676E-02  3.241937E-15  9.225387E-13  2.078623E-12  3.783796E-12  1.657440E-12  5.182688E-11  2.374327E-11  7.608051E-10
    242  9.335415502949E-02  2.694269E-15  8.563332E-13  2.162779E-12  3.825427E-12  1.735492E-12  4.793714E-11  2.385359E-11  9.062835E-10
    243  9.429165011748E-02  2.228897E-15  7.840857E-13  2.197831E-12  3.798581E-12  1.781586E-12  4.378293E-11  2.344786E-11  1.038932E-09
    244  9.514750284226E-02  1.843232E-15  7.116175E-13  2.195574E-12  3.723573E-12  1.803073E-12  3.969201E-11  2.269898E-11  1.157063E-09
    245  9.592869681963E-02  1.530636E-15  6.429931E-13  2.166582E-12  3.617740E-12  1.806467E-12  3.590612E-11  2.176881E-11  1.259686E-09
    246  9.638259128200E-02  1.367234E-15  6.029900E-13  2.139248E-12  3.542482E-12  1.802287E-12  3.372629E-11  2.113600E-11  1.316440E-09
    247  9.686466198075E-02  1.208568E-15  5.609810E-13  2.102595E-12  3.453059E-12  1.793405E-12  3.146750E-11  2.041184E-11  1.373932E-09
    248  9.745016881397E-02  1.035972E-15  5.111969E-13  2.048709E-12  3.333373E-12  1.777247E-12  2.883293E-11  1.948063E-11  1.439488E-09
    249  9.798964068785E-02  8.955250E-16  4.669906E-13  1.991212E-12  3.214394E-12  1.758006E-12  2.653024E-11  1.858801E-11  1.495426E-09
    250  9.892639389759E-02  6.903347E-16  3.949746E-13  1.876895E-12  2.993264E-12  1.717065E-12  2.284834E-11  1.699536E-11  1.581547E-09
    251  9.977784733458E-02  5.414719E-16  3.356220E-13  1.760932E-12  2.782035E-12  1.673821E-12  1.989514E-11  1.556364E-11  1.646587E-09
    252  1.005622893962E-01  4.309322E-16  2.863229E-13  1.646925E-12  2.582859E-12  1.630874E-12  1.749163E-11  1.427669E-11  1.694372E-09
    253  1.013070552067E-01  3.458768E-16  2.444259E-13  1.534717E-12  2.392839E-12  1.588437E-12  1.549270E-11  1.311530E-11  1.728239E-09
    254  1.019791947326E-01  2.829782E-16  2.105858E-13  1.431570E-12  2.222273E-12  1.549420E-12  1.390561E-11  1.212406E-11  1.748575E-09
    255  1.025982572428E-01  2.347992E-16  1.825981E-13  1.335963E-12  2.067042E-12  1.513251E-12  1.260968E-11  1.126201E-11  1.758257E-09
    256  1.032644197032E-01  1.917809E-16  1.557609E-13  1.233602E-12  1.903359E-12  1.474300E-12  1.138208E-11  1.039869E-11  1.758797E-09
    257  1.039121745974E-01  1.572732E-16  1.326945E-13  1.135364E-12  1.748322E-12  1.436539E-12  1.033506E-11  9.621216E-12  1.749210E-09
    258  1.045193471709E-01  1.303990E-16  1.135889E-13  1.045128E-12  1.607401E-12  1.401296E-12  9.470188E-12  8.947400E-12  1.731071E-09
    259  1.051181778144E-01  1.082672E-16  9.698562E-14  9.586843E-13  1.473510E-12  1.366678E-12  8.718046E-12  8.338417E-12  1.704835E-09
    260  1.056826419982E-01  9.074926E-17  8.320059E-14  8.799604E-13  1.352365E-12  1.334134E-12  8.089287E-12  7.812370E-12  1.672714E-09
    261  1.062431336111E-01  7.605825E-17  7.113643E-14  8.047062E-13  1.237150E-12  1.301828E-12  7.531425E-12  7.332123E-12  1.633855E-09
    262  1.068146627648E-01  6.344828E-17  6.038677E-14  7.315404E-13  1.125568E-12  1.268830E-12  7.024584E-12  6.887476E-12  1.587914E-09
    263  1.073656177930E-01  5.321198E-17  5.137019E-14  6.647154E-13  1.023942E-12  1.236878E-12  6.587597E-12  6.499650E-12  1.538220E-09
    264  1.079139362418E-01  4.459728E-17  4.355654E-14  6.018282E-13  9.284902E-13  1.204805E-12  6.194661E-12  6.148189E-12  1.483729E-09
    265  1.084202130578E-01  3.784008E-17  3.728195E-14  5.472290E-13  8.457005E-13  1.174875E-12  5.864928E-12  5.853966E-12  1.429807E-09
    266  1.089957947327E-01  3.134737E-17  3.113151E-14  4.893425E-13  7.579466E-13  1.140379E-12  5.523317E-12  5.552649E-12  1.365197E-09
    267  1.095139929398E-01  2.642138E-17  2.638385E-14  4.410038E-13  6.846343E-13  1.108781E-12  5.241108E-12  5.308295E-12  1.304576E-09
    268  1.100036617482E-01  2.244573E-17  2.249856E-14  3.985049E-13  6.201167E-13  1.078326E-12  4.992510E-12  5.097691E-12  1.245470E-09
    269  1.105581599754E-01  1.863108E-17  1.873180E-14  3.541899E-13  5.527324E-13  1.043093E-12  4.729488E-12  4.882064E-12  1.177481E-09
    270  1.111738162549E-01  1.511908E-17  1.523350E-14  3.095878E-13  4.847448E-13  1.002942E-12  4.456280E-12  4.667697E-12  1.101532E-09
    271  1.117276452796E-01  1.250148E-17  1.260650E-14  2.733092E-13  4.292775E-13  9.657356E-13  4.223394E-12  4.493248E-12  1.033045E-09
    272  1.122547306619E-01  1.041353E-17  1.050212E-14  2.420589E-13  3.813397E-13  9.293493E-13  4.011027E-12  4.341585E-12  9.685055E-10
    273  1.128196390807E-01  8.545819E-18  8.615562E-15  2.119494E-13  3.349763E-13  8.893033E-13  3.791574E-12  4.192463E-12  9.007001E-10
    274  1.134172103791E-01  6.918744E-18  6.969401E-15  1.836120E-13  2.911475E-13  8.457384E-13  3.566389E-12  4.046847E-12  8.308172E-10
    275  1.139661173569E-01  5.687421E-18  5.722216E-15  1.604946E-13  2.552228E-13  8.046334E-13  3.364215E-12  3.921643E-12  7.684858E-10
    276  1.145721141816E-01  4.573027E-18  4.594155E-15  1.380054E-13  2.200987E-13  7.582585E-13  3.145653E-12  3.791258E-12  7.024936E-10
    277  1.151138636995E-01  3.757920E-18  3.769868E-15  1.203518E-13  1.923849E-13  7.160801E-13  2.953838E-12  3.679908E-12  6.462465E-10
    278  1.160623872824E-01  2.656278E-18  2.655872E-15  9.426290E-14  1.511569E-13  6.409274E-13  2.624478E-12  3.491823E-12  5.536955E-10
    279  1.166131253687E-01  2.169260E-18  2.164181E-15  8.163855E-14  1.310747E-13  5.971004E-13  2.437987E-12  3.385176E-12  5.040392E-10
    280  1.171578902390E-01  1.774505E-18  1.765826E-15  7.072793E-14  1.136421E-13  5.539504E-13  2.257402E-12  3.280347E-12  4.578815E-10
    281  1.179966344325E-01  1.301434E-18  1.288263E-15  5.656800E-14  9.090644E-14  4.884908E-13  1.987851E-12  3.118451E-12  3.922698E-10
    282  1.184626561866E-01  1.095710E-18  1.080671E-15  4.992280E-14  8.019554E-14  4.531168E-13  1.843864E-12  3.027949E-12  3.589040E-10
    283  1.189221956404E-01  9.250866E-19  9.084898E-16  4.411211E-14  7.081074E-14  4.191833E-13  1.706570E-12  2.938109E-12  3.281277E-10
    284  1.197605220964E-01  6.799957E-19  6.608944E-16  3.513253E-14  5.627899E-14  3.600618E-13  1.468796E-12  2.772092E-12  2.768672E-10
    285  1.205341475296E-01  5.131664E-19  4.923716E-16  2.843449E-14  4.543243E-14  3.096079E-13  1.266745E-12  2.616991E-12  2.353892E-10
    286  1.212540834288E-01  3.959840E-19  3.740471E-16  2.331530E-14  3.715070E-14  2.666146E-13  1.094787E-12  2.471309E-12  2.014001E-10
    287  1.219299358624E-01  3.113402E-19  2.887155E-16  1.931744E-14  3.069764E-14  2.299694E-13  9.481052E-13  2.333879E-12  1.732618E-10
    288  1.225766858039E-01  2.481328E-19  2.252412E-16  1.610806E-14  2.553442E-14  1.984315E-13  8.215776E-13  2.202463E-12  1.496245E-10
    289  1.231854533608E-01  2.009854E-19  1.781470E-16  1.354769E-14  2.143026E-14  1.718072E-13  7.144164E-13  2.079210E-12  1.299766E-10
    290  1.237219182154E-01  1.673399E-19  1.447896E-16  1.160882E-14  1.833391E-14  1.507524E-13  6.293496E-13  1.971372E-12  1.146101E-10
    291  1.242404039059E-01  1.405246E-19  1.184598E-16  9.980899E-15  1.574369E-14  1.324847E-13  5.552377E-13  1.868250E-12  1.014014E-10
    292  1.248086455930E-01  1.163615E-19  9.503053E-17  8.437721E-15  1.329736E-14  1.146679E-13  4.826118E-13  1.756805E-12  8.860224E-11
    293  1.253177247642E-01  9.848290E-20  7.795085E-17  7.240333E-15  1.140543E-14  1.004920E-13  4.245350E-13  1.658544E-12  7.842615E-11
    294  1.258810647447E-01  8.210170E-20  6.259388E-17  6.095198E-15  9.601820E-15  8.666667E-14  3.675879E-13  1.552070E-12  6.852925E-11
    295  1.264205598797E-01  6.915259E-20  5.073113E-17  5.153372E-15  8.122640E-15  7.509860E-14  3.196625E-13  1.452685E-12  6.025917E-11
    296  1.270317883483E-01  5.708888E-20  3.997644E-17  4.243832E-15  6.697330E-15  6.373830E-14  2.723114E-13  1.343439E-12  5.210520E-11
    297  1.275757308169E-01  4.825131E-20  3.234506E-17  3.557107E-15  5.622959E-15  5.502792E-14  2.357825E-13  1.249625E-12  4.582134E-11
    298  1.286048671531E-01  3.531323E-20  2.170628E-17  2.522656E-15  4.006329E-15  4.164488E-14  1.792156E-13  1.082220E-12  3.609471E-11
    299  1.290949488661E-01  3.050744E-20  1.796737E-17  2.131408E-15  3.394715E-15  3.646363E-14  1.571541E-13  1.007455E-12  3.226315E-11
    300  1.295345101683E-01  2.679133E-20  1.517957E-17  1.827742E-15  2.919648E-15  3.237981E-14  1.396962E-13  9.433706E-13  2.921367E-11
    301  1.303954523490E-01  2.084244E-20  1.094562E-17  1.343368E-15  2.160449E-15  2.570150E-14  1.110125E-13  8.263279E-13  2.414694E-11
    302  1.308549873199E-01  1.825588E-20  9.208444E-18  1.135301E-15  1.833356E-15  2.273940E-14  9.823674E-14  7.684622E-13  2.183914E-11
    303  1.312776310019E-01  1.617607E-20  7.865619E-18  9.703095E-16  1.573346E-15  2.033233E-14  8.783251E-14  7.181173E-13  1.993025E-11
    304  1.320787884157E-01  1.289102E-20  5.857494E-18  7.165382E-16  1.171855E-15  1.648498E-14  7.116763E-14  6.302042E-13  1.680458E-11
    305  1.327308179063E-01  1.073668E-20  4.625985E-18  5.569023E-16  9.178424E-16  1.392766E-14  6.007289E-14  5.656557E-13  1.464925E-11
    306  1.333821207310E-01  8.957587E-21  3.667465E-18  4.310105E-16  7.163297E-16  1.179179E-14  5.080248E-14  5.071382E-13  1.278209E-11
    307  1.339749669338E-01  7.605376E-21  2.978723E-18  3.402045E-16  5.700605E-16  1.015236E-14  4.368974E-14  4.587924E-13  1.130392E-11
    308  1.345530840576E-01  6.489948E-21  2.438875E-18  2.693030E-16  4.551040E-16  8.786386E-15  3.776884E-14  4.158362E-13  1.003026E-11
    309  1.351098094661E-01  5.575097E-21  2.016817E-18  2.144498E-16  3.655519E-16  7.654327E-15  3.286813E-14  3.780935E-13  8.936390E-12
    310  1.359304916944E-01  4.462731E-21  1.531200E-18  1.527161E-16  2.638794E-16  6.260537E-15  2.684754E-14  3.284390E-13  7.544041E-12
    311  1.363572082699E-01  3.977341E-21  1.329519E-18  1.277925E-16  2.224647E-16  5.644571E-15  2.419285E-14  3.051888E-13  6.908132E-12
    312  1.367788244083E-01  3.550673E-21  1.157686E-18  1.070343E-16  1.877527E-16  5.097901E-15  2.184034E-14  2.837857E-13  6.327652E-12
    313  1.375777712339E-01  2.866342E-21  8.935459E-19  7.633131E-17  1.359375E-16  4.209231E-15  1.802553E-14  2.472011E-13  5.359147E-12
    314  1.380438267916E-01  2.531089E-21  7.696626E-19  6.260243E-17  1.125242E-16  3.767241E-15  1.613324E-14  2.280520E-13  4.865228E-12
    315  1.384690951451E-01  2.260012E-21  6.723145E-19  5.219556E-17  9.463914E-17  3.405683E-15  1.458783E-14  2.118484E-13  4.450244E-12
    316  1.391087445178E-01  1.906812E-21  5.495249E-19  3.966623E-17  7.290455E-17  2.928017E-15  1.255018E-14  1.895893E-13  3.889447E-12
    317  1.397002518981E-01  1.630310E-21  4.568364E-19  3.075345E-17  5.726649E-17  2.547826E-15  1.093200E-14  1.710721E-13  3.434209E-12
    318  1.402705851668E-01  1.402234E-21  3.828354E-19  2.404748E-17  4.536731E-17  2.229042E-15  9.577659E-15  1.549101E-13  3.044006E-12
    319  1.408634912375E-01  1.199222E-21  3.189881E-19  1.860988E-17  3.560467E-17  1.940441E-15  8.353348E-15  1.396991E-13  2.681352E-12
    320  1.414089642241E-01  1.038841E-21  2.700120E-19  1.469978E-17  2.850057E-17  1.708603E-15  7.371164E-15  1.270149E-13  2.385820E-12
    321  1.419220762512E-01  9.078416E-22  2.310474E-19  1.177639E-17  2.312818E-17  1.516216E-15  6.556916E-15  1.161262E-13  2.137704E-12
    322  1.422771704232E-01  8.270389E-22  2.075141E-19  1.009970E-17  2.001635E-17  1.395947E-15  6.048097E-15  1.091317E-13  1.979083E-12
    323  1.426029315631E-01  7.593094E-22  1.881016E-19  8.772880E-18  1.753460E-17  1.294080E-15  5.617238E-15  1.030813E-13  1.843329E-12
    324  1.430135230101E-01  6.818718E-22  1.662774E-19  7.347591E-18  1.484598E-17  1.176297E-15  5.119159E-15  9.592639E-14  1.685232E-12
    325  1.434683796643E-01  6.053680E-22  1.451306E-19  6.039675E-18  1.235348E-17  1.058382E-15  4.620539E-15  8.857360E-14  1.525816E-12
    326  1.440315208021E-01  5.225342E-22  1.227353E-19  4.740917E-18  9.847854E-18  9.286955E-16  4.071979E-15  8.023845E-14  1.348492E-12
    327  1.445490332405E-01  4.564856E-22  1.052850E-19  3.796477E-18  8.000796E-18  8.235318E-16  3.626792E-15  7.326161E-14  1.201426E-12
    328  1.451370980342E-01  3.915942E-22  8.852588E-20  2.952504E-18  6.326887E-18  7.184399E-16  3.181463E-15  6.606163E-14  1.053394E-12
    329  1.457052374241E-01  3.377497E-22  7.493874E-20  2.318545E-18  5.050350E-18  6.296751E-16  2.804769E-15  5.977390E-14  9.276002E-13
    330  1.463107957421E-01  2.885083E-22  6.279321E-20  1.793735E-18  3.976751E-18  5.470207E-16  2.453264E-15  5.372085E-14  8.080919E-13
    331  1.468752132891E-01  2.491334E-22  5.329386E-20  1.413960E-18  3.187243E-18  4.797379E-16  2.166430E-15  4.862759E-14  7.098716E-13
    332  1.475510939381E-01  2.090328E-22  4.383498E-20  1.065596E-18  2.450506E-18  4.099285E-16  1.867919E-15  4.315610E-14  6.076508E-13
    333  1.481899111058E-01  1.770957E-22  3.647529E-20  8.171008E-19  1.914978E-18  3.532254E-16  1.624493E-15  3.854590E-14  5.233058E-13
    334  1.491767377555E-01  1.371184E-22  2.750912E-20  5.445411E-19  1.313918E-18  2.805534E-16  1.310768E-15  3.236737E-14  4.143069E-13
    335  1.497116139607E-01  1.193818E-22  2.363090E-20  4.381268E-19  1.073805E-18  2.475854E-16  1.167568E-15  2.944139E-14  3.648301E-13
    336  1.502421520731E-01  1.040560E-22  2.033498E-20  3.536697E-19  8.801801E-19  2.186592E-16  1.041307E-15  2.679766E-14  3.206752E-13
    337  1.509052103900E-01  8.765240E-23  1.686980E-20  2.713834E-19  6.882052E-19  1.871804E-16  9.031037E-16  2.382401E-14  2.727378E-13
    338  1.515352476696E-01  7.448057E-23  1.413915E-20  2.116517E-19  5.461619E-19  1.614502E-16  7.893532E-16  2.130421E-14  2.337563E-13
    339  1.521327102765E-01  6.382231E-23  1.196710E-20  1.676174E-19  4.395205E-19  1.402794E-16  6.950731E-16  1.915919E-14  2.013002E-13
    340  1.526678407657E-01  5.558287E-23  1.031325E-20  1.363421E-19  3.625142E-19  1.236649E-16  6.205510E-16  1.742162E-14  1.759376E-13
    341  1.532481602429E-01  4.785133E-23  8.783285E-21  1.092822E-19  2.948177E-19  1.078469E-16  5.490641E-16  1.571483E-14  1.520016E-13
    342  1.535863948111E-01  4.385254E-23  8.001019E-21  9.618447E-20  2.616150E-19  9.956761E-17  5.113965E-16  1.479796E-14  1.395172E-13
    343  1.538995751697E-01  4.044752E-23  7.340077E-21  8.552465E-20  2.343423E-19  9.245861E-17  4.788916E-16  1.399627E-14  1.287066E-13
    344  1.546020187628E-01  3.374579E-23  6.054054E-21  6.592445E-20  1.835149E-19  7.829140E-17  4.135996E-16  1.235267E-14  1.073678E-13
    345  1.552062305672E-01  2.888130E-23  5.134013E-21  5.288945E-20  1.491199E-19  6.784237E-17  3.649108E-16  1.109433E-14  9.187985E-14
    346  1.557875935888E-01  2.486484E-23  4.383701E-21  4.291342E-20  1.223937E-19  5.909070E-17  3.236930E-16  1.000424E-14  7.897194E-14
    347  1.566447447202E-01  1.994259E-23  3.476867E-21  3.170741E-20  9.185368E-20  4.818562E-17  2.716256E-16  8.589284E-15  6.310712E-14
    348  1.574294426159E-01  1.629966E-23  2.815748E-21  2.417753E-20  7.094718E-20  3.996303E-17  2.316921E-16  7.470239E-15  5.146186E-14
    349  1.581710514975E-01  1.347124E-23  2.309001E-21  1.880336E-20  5.578619E-20  3.346987E-17  1.996146E-16  6.546534E-15  4.239192E-14
    350  1.588328903187E-01  1.136636E-23  1.935984E-21  1.508759E-20  4.516402E-20  2.856480E-17  1.749719E-16  5.819200E-15  3.573729E-14
    351  1.594606073659E-01  9.675640E-24  1.639123E-21  1.228663E-20  3.706859E-20  2.457139E-17  1.545766E-16  5.203974E-15  3.044982E-14
    352  1.600565792087E-01  8.303965E-24  1.400239E-21  1.013971E-20  3.080494E-20  2.129095E-17  1.375443E-16  4.679930E-15  2.618225E-14
    353  1.607059625219E-01  7.030762E-24  1.180187E-21  8.252562E-21  2.525324E-20  1.820875E-17  1.212555E-16  4.168769E-15  2.228968E-14
    354  1.613957576202E-01  5.891840E-24  9.848230E-22  6.654569E-21  2.051571E-20  1.541596E-17  1.061950E-16  3.686460E-15  1.886189E-14
    355  1.620398820205E-01  4.995495E-24  8.321235E-22  5.459528E-21  1.694971E-20  1.319052E-17  9.393552E-17  3.286269E-15  1.619167E-14
    356  1.627691861850E-01  4.144493E-24  6.880622E-22  4.378737E-21  1.370770E-20  1.105175E-17  8.187624E-17  2.885052E-15  1.370289E-14
    357  1.634667099868E-01  3.466288E-24  5.739331E-22  3.556739E-21  1.123176E-20  9.325813E-18  7.189025E-17  2.546624E-15  1.174213E-14
    358  1.645369737572E-01  2.634648E-24  4.348517E-22  2.599188E-21  8.338616E-21  7.178709E-18  5.904141E-17  2.101990E-15  9.359895E-15
    359  1.651200899964E-01  2.268533E-24  3.739501E-22  2.196360E-21  7.119936E-21  6.220911E-18  5.310550E-17  1.892733E-15  8.315804E-15
