 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                s35           s36           s37           s38           s39           s40           s41           s42  
     57  3.249951277145E-02  1.133488E-14  6.259076E-14  1.659758E-15  3.130220E-16  3.845650E-18  4.691440E-19  4.033738E-21  6.604977E-23
     58  3.262595809504E-02  1.325040E-14  7.420993E-14  1.978919E-15  3.774000E-16  4.666730E-18  5.761836E-19  4.982572E-21  8.241205E-23
     59  3.272641576722E-02  1.500316E-14  8.498345E-14  2.276359E-15  4.380067E-16  5.444253E-18  6.786542E-19  5.895612E-21  9.830119E-23
     60  3.304841700500E-02  2.216660E-14  1.302223E-13  3.538727E-15  7.006764E-16  8.855509E-18  1.138469E-18  1.003698E-20  1.717462E-22
     61  3.362823507679E-02  4.351229E-14  2.731185E-13  7.618841E-15  1.588766E-15  2.069650E-17  2.813802E-18  2.547944E-20  4.570128E-22
     62  3.417743618412E-02  8.017119E-14  5.363782E-13  1.534499E-14  3.363071E-15  4.510200E-17  6.469832E-18  6.010637E-20  1.127930E-21
     63  3.448472684867E-02  1.117378E-13  7.751478E-13  2.249515E-14  5.070976E-15  6.913489E-17  1.022362E-17  9.636936E-20  1.855472E-21
     64  3.459225947862E-02  1.254052E-13  8.811384E-13  2.569970E-14  5.850911E-15  8.022918E-17  1.199129E-17  1.136072E-19  2.207107E-21
     65  3.468161085917E-02  1.380375E-13  9.803087E-13  2.871205E-14  6.590863E-15  9.081085E-17  1.369406E-17  1.302899E-19  2.550261E-21
     66  3.501586344154E-02  1.969467E-13  1.456145E-12  4.332581E-14  1.025924E-14  1.439319E-16  2.244286E-17  2.169539E-19  4.368128E-21
     67  3.563385967804E-02  3.743676E-13  2.985237E-12  9.147542E-14  2.295613E-14  3.330935E-16  5.528468E-17  5.505139E-19  1.168417E-20
     68  3.619390900501E-02  6.603858E-13  5.648324E-12  1.778423E-13  4.709093E-14  7.047724E-16  1.238914E-16  1.267669E-18  2.824017E-20
     69  3.661379630041E-02  1.002776E-12  9.048433E-12  2.908275E-13  8.021899E-14  1.229054E-15  2.256942E-16  2.357343E-18  5.448483E-20
     70  3.704099468238E-02  1.525084E-12  1.454593E-11  4.775311E-13  1.373843E-13  2.156135E-15  4.141156E-16  4.417554E-18  1.060395E-19
     71  3.731378163516E-02  1.982076E-12  1.959432E-11  6.521015E-13  1.927783E-13  3.072659E-15  6.074618E-16  6.568477E-18  1.615599E-19
     72  3.757630769329E-02  2.537933E-12  2.597723E-11  8.760198E-13  2.658914E-13  4.301850E-15  8.746120E-16  9.581806E-18  2.413004E-19
     73  3.788075418501E-02  3.356720E-12  3.578493E-11  1.225512E-12  3.836123E-13  6.315613E-15  1.326672E-15  1.475773E-17  3.820151E-19
     74  3.819794660071E-02  4.450809E-12  4.952378E-11  1.723683E-12  5.573163E-13  9.344563E-15  2.031390E-15  2.296070E-17  6.117609E-19
     75  3.838080203158E-02  5.212469E-12  5.945859E-11  2.088960E-12  6.882399E-13  1.166245E-14  2.586129E-15  2.950215E-17  7.993037E-19
     76  3.859219912978E-02  6.238876E-12  7.326490E-11  2.602211E-12  8.763222E-13  1.503300E-14  3.411476E-15  3.933699E-17  1.086677E-18
     77  3.884096228080E-02  7.656363E-12  9.306050E-11  3.348167E-12  1.157163E-12  2.014077E-14  4.697262E-15  5.485311E-17  1.550540E-18
     78  3.907668434759E-02  9.228688E-12  1.159183E-10  4.222050E-12  1.495743E-12  2.639574E-14  6.318460E-15  7.467858E-17  2.157665E-18
     79  3.934936577490E-02  1.134857E-11  1.481076E-10  5.472027E-12  1.995262E-12  3.578025E-14  8.828293E-15  1.058116E-16  3.136017E-18
     80  3.961640452516E-02  1.375584E-11  1.864321E-10  6.985487E-12  2.620563E-12  4.774107E-14  1.213618E-14  1.474716E-16  4.481671E-18
     81  3.991996766101E-02  1.690118E-11  2.391816E-10  9.107214E-12  3.529585E-12  6.547131E-14  1.722103E-14  2.125692E-16  6.647843E-18
     82  4.019473378510E-02  2.011517E-11  2.961090E-10  1.144104E-11  4.567675E-12  8.612783E-14  2.336909E-14  2.926013E-16  9.392624E-18
     83  4.046928694587E-02  2.365949E-11  3.624127E-10  1.421033E-11  5.845450E-12  1.120508E-13  3.136767E-14  3.984098E-16  1.312893E-17
     84  4.074955599116E-02  2.755114E-11  4.396587E-10  1.750137E-11  7.423978E-12  1.447318E-13  4.183738E-14  5.392350E-16  1.825430E-17
     85  4.099011663524E-02  3.102168E-11  5.128500E-10  2.068245E-11  9.009410E-12  1.782141E-13  5.296178E-14  6.912893E-16  2.395125E-17
     86  4.118445936105E-02  3.384578E-11  5.758183E-10  2.346847E-11  1.044575E-11  2.090778E-13  6.354469E-14  8.379537E-16  2.958464E-17
     87  4.137235583218E-02  3.653295E-11  6.390751E-10  2.631494E-11  1.196037E-11  2.421476E-13  7.521615E-14  1.001749E-15  3.601958E-17
     88  4.152714488067E-02  3.867217E-11  6.922347E-10  2.874633E-11  1.329345E-11  2.716917E-13  8.592590E-14  1.153793E-15  4.211761E-17
     89  4.165981986900E-02  4.042360E-11  7.380252E-10  3.087176E-11  1.449022E-11  2.985647E-13  9.589646E-14  1.296762E-15  4.795450E-17
     90  4.188596337322E-02  4.316814E-11  8.151953E-10  3.452670E-11  1.662304E-11  3.472928E-13  1.145348E-13  1.567510E-15  5.926617E-17
     91  4.208159634323E-02  4.523234E-11  8.795852E-10  3.765871E-11  1.853601E-11  3.919497E-13  1.322637E-13  1.829108E-15  7.050150E-17
     92  4.230932596557E-02  4.719831E-11  9.498199E-10  4.118236E-11  2.080068E-11  4.460624E-13  1.546152E-13  2.164370E-15  8.532148E-17
     93  4.251598135750E-02  4.852042E-11  1.007465E-09  4.418717E-11  2.285034E-11  4.963298E-13  1.762971E-13  2.495350E-15  1.004062E-16
     94  4.274368410830E-02  4.942566E-11  1.062339E-09  4.719024E-11  2.504701E-11  5.517935E-13  2.013650E-13  2.885222E-15  1.187538E-16
     95  4.294191711445E-02  4.973290E-11  1.101652E-09  4.948349E-11  2.686843E-11  5.992800E-13  2.239168E-13  3.242784E-15  1.361397E-16
     96  4.316569238790E-02  4.956389E-11  1.135942E-09  5.166983E-11  2.878701E-11  6.511154E-13  2.498681E-13  3.662573E-15  1.572478E-16
     97  4.339365876136E-02  4.886919E-11  1.159585E-09  5.342820E-11  3.055962E-11  7.011600E-13  2.765138E-13  4.103450E-15  1.802580E-16
     98  4.362382833621E-02  4.769595E-11  1.172118E-09  5.471413E-11  3.213899E-11  7.481501E-13  3.033058E-13  4.557601E-15  2.049074E-16
     99  4.384703699487E-02  4.618026E-11  1.174087E-09  5.550543E-11  3.345780E-11  7.898957E-13  3.289424E-13  5.003208E-15  2.300762E-16
    100  4.408801045744E-02  4.421645E-11  1.166122E-09  5.589128E-11  3.464598E-11  8.305161E-13  3.560520E-13  5.487180E-15  2.585747E-16
    101  4.430336182063E-02  4.224325E-11  1.151288E-09  5.586411E-11  3.550871E-11  8.629148E-13  3.797099E-13  5.921104E-15  2.852084E-16
    102  4.453208602613E-02  4.000773E-11  1.129092E-09  5.551076E-11  3.623898E-11  8.935794E-13  4.042685E-13  6.383595E-15  3.147520E-16
    103  4.474836808964E-02  3.782147E-11  1.103200E-09  5.491722E-11  3.677064E-11  9.192993E-13  4.269956E-13  6.823095E-15  3.439606E-16
    104  4.497736119052E-02  3.548578E-11  1.071900E-09  5.406948E-11  3.718957E-11  9.435114E-13  4.506620E-13  7.292704E-15  3.763902E-16
    105  4.517199675598E-02  3.351484E-11  1.042949E-09  5.320568E-11  3.744440E-11  9.619280E-13  4.705400E-13  7.696677E-15  4.052950E-16
    106  4.536038532241E-02  3.163420E-11  1.013292E-09  5.226198E-11  3.760948E-11  9.779651E-13  4.895882E-13  8.092214E-15  4.345116E-16
    107  4.552484255766E-02  3.002002E-11  9.862564E-10  5.135773E-11  3.768845E-11  9.904823E-13  5.060134E-13  8.440364E-15  4.610085E-16
    108  4.581275722245E-02  2.725396E-11  9.363119E-10  4.958654E-11  3.766533E-11  1.008522E-12  5.339522E-13  9.050219E-15  5.093787E-16
    109  4.603616864208E-02  2.515914E-11  8.951205E-10  4.803238E-11  3.748241E-11  1.018317E-12  5.543766E-13  9.514342E-15  5.481879E-16
    110  4.624194314299E-02  2.325017E-11  8.546997E-10  4.642484E-11  3.714849E-11  1.022896E-12  5.714584E-13  9.921147E-15  5.841524E-16
    111  4.641297951594E-02  2.169186E-11  8.195816E-10  4.497153E-11  3.674930E-11  1.023300E-12  5.841697E-13  1.023965E-14  6.139100E-16
    112  4.656990459822E-02  2.028747E-11  7.861922E-10  4.354445E-11  3.627949E-11  1.020679E-12  5.943872E-13  1.051111E-14  6.407642E-16
    113  4.671253119976E-02  1.903555E-11  7.549728E-10  4.217305E-11  3.576447E-11  1.015677E-12  6.023110E-13  1.073717E-14  6.645536E-16
    114  4.684580987606E-02  1.789027E-11  7.251689E-10  4.083281E-11  3.520806E-11  1.008701E-12  6.084422E-13  1.092837E-14  6.860720E-16
    115  4.697520204195E-02  1.680457E-11  6.957843E-10  3.948375E-11  3.460068E-11  9.998096E-13  6.131562E-13  1.109389E-14  7.061656E-16
    116  4.709649788536E-02  1.581329E-11  6.679660E-10  3.818281E-11  3.397432E-11  9.896234E-13  6.164360E-13  1.123009E-14  7.241868E-16
    117  4.721637454993E-02  1.486150E-11  6.403402E-10  3.686921E-11  3.330483E-11  9.778632E-13  6.185821E-13  1.134604E-14  7.411428E-16
    118  4.732862910872E-02  1.399757E-11  6.144642E-10  3.562014E-11  3.263626E-11  9.654031E-13  6.196077E-13  1.143751E-14  7.561955E-16
    119  4.750539400184E-02  1.269493E-11  5.739517E-10  3.362990E-11  3.151134E-11  9.431571E-13  6.193289E-13  1.154786E-14  7.781835E-16
    120  4.767210524850E-02  1.153584E-11  5.363098E-10  3.174421E-11  3.038243E-11  9.195366E-13  6.170185E-13  1.161459E-14  7.969166E-16
    121  4.783406579930E-02  1.047743E-11  5.005431E-10  2.992093E-11  2.923597E-11  8.944710E-13  6.129768E-13  1.164569E-14  8.132020E-16
    122  4.799263518131E-02  9.506782E-12  4.664868E-10  2.815651E-11  2.807678E-11  8.681796E-13  6.073918E-13  1.164470E-14  8.272653E-16
    123  4.815339657435E-02  8.585919E-12  4.329790E-10  2.639264E-11  2.686851E-11  8.398358E-13  6.000656E-13  1.161071E-14  8.394341E-16
    124  4.832264594384E-02  7.690521E-12  3.991847E-10  2.458688E-11  2.558338E-11  8.088267E-13  5.908947E-13  1.154488E-14  8.502547E-16
    125  4.849826454798E-02  6.839949E-12  3.658605E-10  2.277932E-11  2.424783E-11  7.757372E-13  5.799702E-13  1.144646E-14  8.593789E-16
    126  4.867786870736E-02  6.049755E-12  3.337120E-10  2.100931E-11  2.289135E-11  7.412862E-13  5.674972E-13  1.131680E-14  8.665636E-16
    127  4.885872256535E-02  5.331442E-12  3.033672E-10  1.931387E-11  2.154522E-11  7.062962E-13  5.537890E-13  1.115934E-14  8.716821E-16
    128  4.903755607841E-02  4.692890E-12  2.753740E-10  1.772730E-11  2.024199E-11  6.716805E-13  5.392663E-13  1.097967E-14  8.747311E-16
    129  4.921259737621E-02  4.132199E-12  2.498924E-10  1.626301E-11  1.899958E-11  6.380087E-13  5.242632E-13  1.078302E-14  8.758448E-16
    130  4.938368810460E-02  3.641040E-12  2.267771E-10  1.491693E-11  1.782160E-11  6.054745E-13  5.089657E-13  1.057287E-14  8.752015E-16
    131  4.955132280349E-02  3.209992E-12  2.057899E-10  1.367896E-11  1.670558E-11  5.740965E-13  4.934706E-13  1.035140E-14  8.729550E-16
    132  4.971624312404E-02  2.830367E-12  1.866826E-10  1.253770E-11  1.564673E-11  5.438137E-13  4.778205E-13  1.011985E-14  8.692180E-16
    133  4.987811857735E-02  2.496928E-12  1.693452E-10  1.148943E-11  1.464659E-11  5.147359E-13  4.621373E-13  9.880572E-15  8.641011E-16
    134  5.003799836445E-02  2.201037E-12  1.534626E-10  1.051708E-11  1.369236E-11  4.865166E-13  4.462399E-13  9.630249E-15  8.573781E-16
    135  5.019682549602E-02  1.938401E-12  1.389108E-10  9.615571E-12  1.278347E-11  4.592153E-13  4.302475E-13  9.371843E-15  8.493248E-16
    136  5.035511419132E-02  1.704958E-12  1.255610E-10  8.778763E-12  1.191700E-11  4.327874E-13  4.141714E-13  9.105773E-15  8.399714E-16
    137  5.051299755300E-02  1.497612E-12  1.133232E-10  8.002640E-12  1.109175E-11  4.072330E-13  3.980423E-13  8.832661E-15  8.293319E-16
    138  5.067010535678E-02  1.314139E-12  1.021475E-10  7.285572E-12  1.030887E-11  3.826246E-13  3.819374E-13  8.553938E-15  8.174533E-16
    139  5.082726902819E-02  1.151181E-12  9.190339E-11  6.620587E-12  9.563438E-12  3.588419E-13  3.658071E-13  8.268842E-15  8.042884E-16
    140  5.098506829486E-02  1.006214E-12  8.249671E-11  6.002798E-12  8.852339E-12  3.358145E-13  3.496259E-13  7.976943E-15  7.897885E-16
    141  5.114361869269E-02  8.774746E-13  7.387180E-11  5.429671E-12  8.174846E-12  3.135461E-13  3.334167E-13  7.678652E-15  7.739401E-16
    142  5.130328078870E-02  7.632039E-13  6.596550E-11  4.898058E-12  7.529352E-12  2.920102E-13  3.171803E-13  7.373981E-15  7.567091E-16
    143  5.146205644840E-02  6.632711E-13  5.882394E-11  4.412163E-12  6.923323E-12  2.714880E-13  3.011605E-13  7.067630E-15  7.383484E-16
    144  5.162089365231E-02  5.755364E-13  5.234820E-11  3.966362E-12  6.352240E-12  2.518622E-13  2.853063E-13  6.758854E-15  7.188208E-16
    145  5.177902725711E-02  4.990674E-13  4.651889E-11  3.560355E-12  5.818127E-12  2.332379E-13  2.697464E-13  6.450431E-15  6.983201E-16
    146  5.193558292952E-02  4.327064E-13  4.129695E-11  3.192346E-12  5.320971E-12  2.156451E-13  2.545459E-13  6.143749E-15  6.769188E-16
    147  5.207655208218E-02  3.802804E-13  3.704485E-11  2.889436E-12  4.901562E-12  2.006054E-13  2.411518E-13  5.869383E-15  6.569916E-16
    148  5.220437120847E-02  3.382114E-13  3.353858E-11  2.637271E-12  4.544723E-12  1.876613E-13  2.293169E-13  5.623863E-15  6.385725E-16
    149  5.240275279905E-02  2.821355E-13  2.871127E-11  2.286228E-12  4.035095E-12  1.689279E-13  2.116628E-13  5.252429E-15  6.097213E-16
    150  5.258707116153E-02  2.389244E-13  2.484838E-11  2.001774E-12  3.609975E-12  1.530713E-13  1.962168E-13  4.922726E-15  5.832276E-16
    151  5.276353482958E-02  2.045481E-13  2.166732E-11  1.764953E-12  3.246877E-12  1.393617E-13  1.824877E-13  4.626492E-15  5.588628E-16
    152  5.293536770993E-02  1.768223E-13  1.901832E-11  1.565880E-12  2.934763E-12  1.274617E-13  1.703040E-13  4.361835E-15  5.368495E-16
    153  5.310288915571E-02  1.545635E-13  1.682829E-11  1.400041E-12  2.669878E-12  1.172943E-13  1.597346E-13  4.131947E-15  5.178344E-16
    154  5.325369291828E-02  1.380494E-13  1.516163E-11  1.273171E-12  2.464487E-12  1.093892E-13  1.514675E-13  3.953231E-15  5.034897E-16
    155  5.339308966526E-02  1.253858E-13  1.385693E-11  1.173615E-12  2.302136E-12  1.031547E-13  1.449869E-13  3.815425E-15  4.931758E-16
    156  5.362726198018E-02  1.089038E-13  1.212299E-11  1.041558E-12  2.087198E-12  9.501593E-14  1.368388E-13  3.651174E-15  4.836951E-16
    157  5.383816121000E-02  9.827266E-14  1.098840E-11  9.563139E-13  1.952595E-12  9.016351E-14  1.326727E-13  3.584483E-15  4.854553E-16
    158  5.403768730975E-02  9.112576E-14  1.022926E-11  9.011936E-13  1.873109E-12  8.766894E-14  1.316586E-13  3.599447E-15  4.977917E-16
    159  5.422986619970E-02  8.634663E-14  9.738477E-12  8.681931E-13  1.836760E-12  8.709944E-14  1.334542E-13  3.690558E-15  5.208809E-16
    160  5.440569294967E-02  8.337024E-14  9.457741E-12  8.524504E-13  1.834321E-12  8.803844E-14  1.374768E-13  3.842016E-15  5.525743E-16
    161  5.456994612052E-02  8.151248E-14  9.312542E-12  8.480824E-13  1.855579E-12  9.007544E-14  1.432694E-13  4.043657E-15  5.920597E-16
    162  5.485681963417E-02  7.977624E-14  9.261964E-12  8.590282E-13  1.938617E-12  9.600875E-14  1.579385E-13  4.535628E-15  6.855193E-16
    163  5.511708850657E-02  7.925382E-14  9.368826E-12  8.836830E-13  2.054920E-12  1.036595E-13  1.761132E-13  5.138530E-15  7.999099E-16
    164  5.536560227933E-02  7.925452E-14  9.551215E-12  9.156272E-13  2.193699E-12  1.126407E-13  1.975768E-13  5.853420E-15  9.376832E-16
    165  5.559867087093E-02  7.945405E-14  9.759606E-12  9.500571E-13  2.342535E-12  1.223133E-13  2.212128E-13  6.648476E-15  1.094360E-15
    166  5.582344501454E-02  7.969097E-14  9.975063E-12  9.855784E-13  2.499728E-12  1.326563E-13  2.472382E-13  7.534721E-15  1.273454E-15
    167  5.608267729631E-02  7.991940E-14  1.022290E-11  1.027620E-12  2.693672E-12  1.456605E-13  2.811618E-13  8.707552E-15  1.517524E-15
    168  5.632179590432E-02  8.003775E-14  1.043991E-11  1.066308E-12  2.881917E-12  1.585747E-13  3.162291E-13  9.940491E-15  1.782382E-15
    169  5.658568452696E-02  8.004496E-14  1.065962E-11  1.108148E-12  3.098204E-12  1.737904E-13  3.593317E-13  1.148307E-14  2.124902E-15
    170  5.682194908758E-02  7.994233E-14  1.083579E-11  1.144467E-12  3.298420E-12  1.882480E-13  4.020780E-13  1.304061E-14  2.482433E-15
    171  5.707748662895E-02  7.972738E-14  1.100350E-11  1.182338E-12  3.521376E-12  2.047758E-13  4.530683E-13  1.493205E-14  2.931183E-15
    172  5.730159219632E-02  7.946266E-14  1.113106E-11  1.214261E-12  3.722085E-12  2.200439E-13  5.021650E-13  1.678528E-14  3.385227E-15
    173  5.769211250520E-02  7.886491E-14  1.131168E-11  1.266999E-12  4.083394E-12  2.484568E-13  5.985568E-13  2.050669E-14  4.335913E-15
    174  5.804755660481E-02  7.820645E-14  1.143228E-11  1.311786E-12  4.424992E-12  2.764198E-13  6.997501E-13  2.452020E-14  5.413800E-15
    175  5.837706807704E-02  7.753019E-14  1.150738E-11  1.350366E-12  4.751115E-12  3.041430E-13  8.062147E-13  2.884975E-14  6.631504E-15
    176  5.868213309337E-02  7.686442E-14  1.154638E-11  1.383455E-12  5.060288E-12  3.313752E-13  9.167294E-13  3.344975E-14  7.981922E-15
    177  5.897372529375E-02  7.620287E-14  1.155691E-11  1.412622E-12  5.361460E-12  3.588213E-13  1.034089E-12  3.844336E-14  9.508475E-15
    178  5.927019313219E-02  7.551223E-14  1.154146E-11  1.439707E-12  5.672329E-12  3.881396E-13  1.166143E-12  4.418629E-14  1.133603E-14
    179  5.955970264735E-02  7.482468E-14  1.150178E-11  1.463587E-12  5.979668E-12  4.181494E-13  1.308571E-12  5.051690E-14  1.343310E-14
