 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ni54          ni55          ni56          ni57          ni58          ni59          ni60          ni61 
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.186096E-29  1.630605E-26  5.525772E-23  2.972187E-20  1.813637E-17  5.121496E-16
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.757411E-29  2.467758E-26  7.836271E-23  3.931921E-20  2.432629E-17  7.036372E-16
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  2.618774E-29  3.760742E-26  1.130769E-22  5.244225E-20  3.266789E-17  9.675851E-16
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  3.857946E-29  5.666259E-26  1.635031E-22  6.988565E-20  4.348923E-17  1.317229E-15
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  5.854501E-29  8.814186E-26  2.465634E-22  9.634228E-20  5.935435E-17  1.840204E-15
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  8.479196E-29  1.305412E-25  3.591999E-22  1.298378E-19  7.867095E-17  2.488605E-15
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.249072E-28  1.969245E-25  5.382153E-22  1.802577E-19  1.065825E-16  3.441497E-15
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.783905E-28  2.876254E-25  7.881937E-22  2.478637E-19  1.425616E-16  4.690239E-15
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  2.562564E-28  4.231147E-25  1.172249E-21  3.489071E-19  1.944905E-16  6.523289E-15
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  3.430305E-28  5.780404E-25  1.625417E-21  4.663734E-19  2.532990E-16  8.634322E-15
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  4.468690E-28  7.682471E-25  2.200433E-21  6.147495E-19  3.263822E-16  1.130172E-14
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  5.536939E-28  9.690533E-25  2.828353E-21  7.771561E-19  4.057117E-16  1.424566E-14
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  7.724718E-28  1.396594E-24  4.234245E-21  1.145405E-18  5.856635E-16  2.109057E-14
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  9.615694E-28  1.785122E-24  5.594136E-21  1.510014E-18  7.660475E-16  2.816046E-14
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.139746E-27  2.170700E-24  7.028785E-21  1.905623E-18  9.660532E-16  3.622769E-14
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.283719E-27  2.499479E-24  8.327534E-21  2.274656E-18  1.157503E-15  4.416192E-14
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.407320E-27  2.797985E-24  9.577647E-21  2.640859E-18  1.352857E-15  5.246563E-14
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.509351E-27  3.059902E-24  1.074159E-20  2.992638E-18  1.546116E-15  6.088269E-14
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.593758E-27  3.291741E-24  1.183639E-20  3.334188E-18  1.739514E-15  6.950529E-14
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.664298E-27  3.501355E-24  1.289205E-20  3.674545E-18  1.938389E-15  7.857912E-14
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.719516E-27  3.681617E-24  1.386446E-20  3.998881E-18  2.134108E-15  8.771374E-14
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.763395E-27  3.842648E-24  1.480023E-20  4.322161E-18  2.335736E-15  9.733727E-14
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.794816E-27  3.977004E-24  1.564715E-20  4.625542E-18  2.531400E-15  1.068838E-13
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.825744E-27  4.154924E-24  1.691015E-20  5.100640E-18  2.851698E-15  1.229587E-13
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.835289E-27  4.284754E-24  1.801074E-20  5.541859E-18  3.166102E-15  1.392820E-13
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.827853E-27  4.376060E-24  1.898601E-20  5.960316E-18  3.481582E-15  1.562148E-13
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.806236E-27  4.433339E-24  1.984485E-20  6.357253E-18  3.798776E-15  1.738123E-13
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.771155E-27  4.459753E-24  2.061158E-20  6.743423E-18  4.127202E-15  1.926652E-13
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.722727E-27  4.457184E-24  2.130934E-20  7.131449E-18  4.479824E-15  2.136296E-13
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.662281E-27  4.424732E-24  2.191541E-20  7.512121E-18  4.851970E-15  2.365916E-13
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.592048E-27  4.363721E-24  2.241337E-20  7.876641E-18  5.237878E-15  2.613438E-13
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.514930E-27  4.277525E-24  2.279395E-20  8.216936E-18  5.630563E-15  2.875562E-13
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.434293E-27  4.171344E-24  2.305544E-20  8.525809E-18  6.021505E-15  3.147305E-13
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.352745E-27  4.050356E-24  2.320534E-20  8.800482E-18  6.405255E-15  3.425107E-13
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.271805E-27  3.918471E-24  2.325485E-20  9.041565E-18  6.779879E-15  3.707561E-13
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.192321E-27  3.778465E-24  2.321437E-20  9.250595E-18  7.144882E-15  3.994261E-13
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.114736E-27  3.632247E-24  2.309223E-20  9.429053E-18  7.500248E-15  4.285252E-13
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.039779E-27  3.482189E-24  2.289614E-20  9.577027E-18  7.843566E-15  4.578624E-13
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  9.669541E-28  3.327759E-24  2.262480E-20  9.693395E-18  8.173661E-15  4.874141E-13
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  8.966144E-28  3.170701E-24  2.228749E-20  9.780704E-18  8.491752E-15  5.172632E-13
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  8.288259E-28  3.011747E-24  2.188714E-20  9.838732E-18  8.796594E-15  5.473448E-13
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  7.637282E-28  2.851738E-24  2.142629E-20  9.866606E-18  9.085721E-15  5.774888E-13
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  7.016032E-28  2.691898E-24  2.090882E-20  9.863338E-18  9.355476E-15  6.073936E-13
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  6.422138E-28  2.532121E-24  2.033438E-20  9.827793E-18  9.603913E-15  6.369466E-13
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  5.854302E-28  2.372478E-24  1.970243E-20  9.758236E-18  9.827917E-15  6.659331E-13
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  5.312892E-28  2.213469E-24  1.901379E-20  9.652750E-18  1.002301E-14  6.939882E-13
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  4.797357E-28  2.055325E-24  1.826812E-20  9.509071E-18  1.018436E-14  7.207173E-13
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  4.314187E-28  1.900564E-24  1.747713E-20  9.327648E-18  1.030488E-14  7.452889E-13
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  3.860120E-28  1.748759E-24  1.663936E-20  9.106669E-18  1.038041E-14  7.673201E-13
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  3.436928E-28  1.601133E-24  1.576260E-20  8.846760E-18  1.040568E-14  7.861354E-13
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  3.044636E-28  1.458359E-24  1.485231E-20  8.547840E-18  1.037441E-14  8.009504E-13
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  2.715116E-28  1.333583E-24  1.400406E-20  8.245067E-18  1.029595E-14  8.106144E-13
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  2.435771E-28  1.223997E-24  1.321627E-20  7.944286E-18  1.018177E-14  8.160224E-13
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  2.038409E-28  1.061366E-24  1.196816E-20  7.431031E-18  9.920054E-15  8.173856E-13
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.707961E-28  9.192719E-25  1.079374E-20  6.908510E-18  9.582786E-15  8.102613E-13
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.425860E-28  7.922640E-25  9.671184E-21  6.374317E-18  9.176240E-15  7.953829E-13
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.182535E-28  6.778226E-25  8.594646E-21  5.830455E-18  8.706150E-15  7.731554E-13
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  9.741078E-29  5.756058E-25  7.575131E-21  5.286734E-18  8.184651E-15  7.442842E-13
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  8.098209E-29  4.918568E-25  6.694187E-21  4.793922E-18  7.670074E-15  7.125834E-13
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  6.766545E-29  4.215774E-25  5.919387E-21  4.342212E-18  7.164508E-15  6.789547E-13
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  4.905409E-29  3.190249E-25  4.721476E-21  3.607921E-18  6.273599E-15  6.147582E-13
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  3.590828E-29  2.427921E-25  3.769024E-21  2.989707E-18  5.454860E-15  5.509624E-13
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  2.621443E-29  1.839217E-25  2.988052E-21  2.456628E-18  4.694338E-15  4.879969E-13
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.902940E-29  1.383669E-25  2.349209E-21  1.999946E-18  3.998046E-15  4.273388E-13
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.399334E-29  1.051378E-25  1.858792E-21  1.634222E-18  3.406097E-15  3.734745E-13
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.037655E-29  8.039162E-26  1.476277E-21  1.337823E-18  2.899978E-15  3.256627E-13
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  6.000189E-30  4.904326E-26  9.624521E-22  9.197643E-19  2.136021E-15  2.501060E-13
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  3.555131E-30  3.051269E-26  6.362313E-22  6.381638E-19  1.577853E-15  1.918916E-13
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  2.112584E-30  1.899799E-26  4.197633E-22  4.408664E-19  1.156806E-15  1.458738E-13
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.275338E-30  1.198192E-26  2.795184E-22  3.064203E-19  8.496587E-16  1.108422E-13
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.568322E-27  1.860740E-22  2.125068E-19  6.210407E-16  8.371922E-14
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.388018E-27  1.146041E-22  1.371216E-19  4.253212E-16  5.954465E-14
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.619712E-27  7.233767E-23  9.029681E-20  2.956306E-16  4.285632E-14
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.464291E-27  4.298596E-23  5.618582E-20  1.950457E-16  2.938301E-14
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.610820E-28  2.669949E-23  3.634793E-20  1.328732E-16  2.071774E-14
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.802622E-28  1.579804E-23  2.246414E-20  8.678176E-17  1.404452E-14
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.857199E-28  9.897762E-24  1.461688E-20  5.924165E-17  9.905929E-15
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.139327E-28  4.317781E-24  6.805128E-21  2.995281E-17  5.302392E-15
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.854124E-29  1.997125E-24  3.338602E-21  1.583478E-17  2.953285E-15
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.179571E-29  9.677147E-25  1.707648E-21  8.675268E-18  1.698324E-15
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.032197E-29  4.916071E-25  9.113830E-22  4.931043E-18  1.009670E-15
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.033146E-30  2.562046E-25  4.974512E-22  2.856192E-18  6.104894E-16
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.420628E-30  1.317204E-25  2.676786E-22  1.630647E-18  3.640858E-16
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.184221E-30  6.869077E-26  1.456454E-22  9.384395E-19  2.186506E-16
