 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                te152         te153         te154         i112          i113          i114          i115          i116 
    360  1.656939516385E-01  1.501163E-11  4.724326E-14  6.531677E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  2.322669E-11  7.664590E-14  1.187600E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  3.430428E-11  1.183905E-13  2.042825E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  6.056745E-11  2.242097E-13  4.577670E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  8.426383E-11  3.258866E-13  7.389673E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.169856E-10  4.736611E-13  1.198995E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  2.070655E-10  9.139789E-13  2.844635E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  3.363202E-10  1.609082E-12  6.073698E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  4.860170E-10  2.484738E-12  1.099091E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  6.676868E-10  3.629052E-12  1.858446E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  9.040393E-10  5.230650E-12  3.109669E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.205336E-09  7.431697E-12  5.143649E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.554559E-09  1.018348E-11  8.143783E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  2.044510E-09  1.437563E-11  1.361654E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  2.601588E-09  1.959589E-11  2.187008E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  3.299294E-09  2.681539E-11  3.589348E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  4.018804E-09  3.511915E-11  5.587224E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  4.816595E-09  4.551063E-11  8.724835E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  5.588408E-09  5.711046E-11  1.319664E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  6.612311E-09  7.646474E-11  2.371543E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  7.227736E-09  9.447227E-11  3.923046E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  7.345523E-09  1.074284E-10  5.830220E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  7.071151E-09  1.148415E-10  7.997367E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  6.529782E-09  1.170836E-10  1.032091E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  5.815021E-09  1.149587E-10  1.278606E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  5.079817E-09  1.098572E-10  1.512623E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  4.345090E-09  1.026133E-10  1.743134E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  3.550662E-09  9.273561E-11  2.001607E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  2.890370E-09  8.283851E-11  2.232102E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  2.208302E-09  7.084626E-11  2.498318E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  1.675522E-09  5.993578E-11  2.740200E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.197492E-09  4.857740E-11  3.002145E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  8.602446E-10  3.931818E-11  3.234561E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  4.844637E-10  2.702118E-11  3.594376E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  3.465438E-10  2.164119E-11  3.786030E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  2.457549E-10  1.718626E-11  3.971702E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.598209E-10  1.283868E-11  4.193281E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.076134E-10  9.787549E-12  4.389213E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  7.295218E-11  7.462670E-12  4.576635E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  4.751217E-11  5.495728E-12  4.780599E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  3.150654E-11  4.059640E-12  4.977065E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  1.725701E-11  2.523774E-12  5.276816E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  1.256139E-11  1.911348E-12  5.449943E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  9.199186E-12  1.404043E-12  5.640162E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  5.993160E-12  8.088085E-13  5.986309E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  4.761319E-12  5.019948E-13  6.302656E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  4.289452E-12  3.412341E-13  6.592034E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  4.123768E-12  2.568730E-13  6.852083E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  4.082806E-12  2.119144E-13  7.086214E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  4.122916E-12  1.770757E-13  7.455462E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  4.176892E-12  1.696369E-13  7.665926E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  4.239435E-12  1.676952E-13  7.863087E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  4.326193E-12  1.698477E-13  8.101445E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  4.423301E-12  1.754737E-13  8.341809E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  4.594292E-12  1.890230E-13  8.724406E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  4.771576E-12  2.050757E-13  9.084077E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  4.949348E-12  2.218993E-13  9.417013E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  5.249364E-12  2.507413E-13  9.931111E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  5.424604E-12  2.676126E-13  1.020929E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  5.606318E-12  2.850656E-13  1.048365E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  5.802794E-12  3.038724E-13  1.076634E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  6.013614E-12  3.239744E-13  1.105567E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  6.406636E-12  3.612443E-13  1.156244E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  6.644653E-12  3.836953E-13  1.185182E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  6.882622E-12  4.060589E-13  1.212979E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  7.413619E-12  4.556872E-13  1.271506E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  7.915757E-12  5.022984E-13  1.323118E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  8.440154E-12  5.506696E-13  1.373821E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  9.024891E-12  6.042587E-13  1.427117E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  9.623157E-12  6.587257E-13  1.478643E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.031247E-11  7.210454E-13  1.534794E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.098807E-11  7.816888E-13  1.586951E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.237212E-11  9.046287E-13  1.686382E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  1.399839E-11  1.046979E-12  1.792905E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  1.590032E-11  1.210758E-12  1.906403E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.806020E-11  1.393475E-12  2.023889E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  2.043443E-11  1.590619E-12  2.141925E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  2.491845E-11  1.953441E-12  2.340606E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  3.002840E-11  2.353630E-12  2.538333E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  3.572016E-11  2.785111E-12  2.732429E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  4.248804E-11  3.281460E-12  2.936711E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  5.035021E-11  3.838687E-12  3.146993E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  5.919570E-11  4.444516E-12  3.357421E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  7.624872E-11  5.561069E-12  3.706993E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  9.637319E-11  6.809824E-12  4.053721E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.200824E-10  8.207267E-12  4.400764E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  1.472094E-10  9.729971E-12  4.741535E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  1.995818E-10  1.249784E-11  5.287391E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  2.640111E-10  1.567783E-11  5.830022E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  3.429060E-10  1.933355E-11  6.374808E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  4.407210E-10  2.360622E-11  6.933986E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  5.594716E-10  2.851519E-11  7.500519E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  7.051156E-10  3.423464E-11  8.084388E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  8.835675E-10  4.091444E-11  8.688369E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  1.093422E-09  4.843382E-11  9.292228E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  1.342964E-09  5.703142E-11  9.907368E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  1.642986E-09  6.700908E-11  1.054386E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  2.212386E-09  8.521603E-11  1.154771E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  2.943846E-09  1.077361E-10  1.259072E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  4.039956E-09  1.405256E-10  1.384821E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  5.467165E-09  1.825483E-10  1.516394E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  7.330472E-09  2.374770E-10  1.656260E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.103064E-08  3.499276E-10  1.875654E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.554306E-08  4.976298E-10  2.087833E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.123721E-08  7.075364E-10  2.311147E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  2.734461E-08  9.720145E-10  2.521437E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  3.383782E-08  1.314697E-09  2.728382E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  4.060423E-08  1.769552E-09  2.937970E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  4.683582E-08  2.325196E-09  3.135313E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  5.621263E-08  3.650804E-09  3.469960E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  6.047996E-08  4.708004E-09  3.662699E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  6.361718E-08  6.030951E-09  3.852645E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  6.617465E-08  9.187866E-09  4.179280E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  6.564928E-08  1.253024E-08  4.421485E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
