 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                zn61          zn62          zn63          zn64          zn65          zn66          zn67          zn68 
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.307560E-30  1.480182E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.254427E-30  1.518609E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.013223E-30  1.473136E-30  3.823570E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.423436E-30  2.986442E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.440593E-30  2.871743E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.259490E-30  6.538270E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.530767E-30  3.400881E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.561662E-30  4.954533E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.579257E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.048139E-30  2.187972E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.135487E-30  4.344506E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.165122E-30  2.639958E-30  5.011787E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.645298E-30  3.758251E-30  7.191633E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.745323E-30  8.828185E-30  1.762795E-29
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.539199E-30  2.316777E-29  4.788774E-29
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.823863E-30  2.246121E-29  5.626595E-29  1.209919E-28
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.287252E-30  5.566321E-29  1.445022E-28  3.259986E-28
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.248446E-30  1.263391E-28  3.391208E-28  8.006274E-28
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.129563E-30  1.241006E-29  1.728073E-28  4.698258E-28  1.128676E-27
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.410926E-30  1.568741E-29  2.219829E-28  6.098358E-28  1.486091E-27
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.854704E-30  3.305908E-29  4.930116E-28  1.400646E-27  3.574443E-27
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.946369E-30  1.241373E-28  2.038090E-27  6.160185E-27  1.713217E-26
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.174548E-29  4.247369E-28  7.621169E-27  2.437245E-26  7.323532E-26
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.047536E-29  8.419170E-28  1.589933E-26  5.252319E-26  1.650425E-25
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.570971E-29  1.068674E-27  2.054505E-26  6.864420E-26  2.191140E-25
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.130335E-29  1.303755E-27  2.544159E-26  8.581328E-26  2.775360E-25
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.836304E-28  2.738246E-27  5.651874E-26  1.975286E-25  6.710864E-25
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  2.387826E-30  6.627776E-28  1.072540E-26  2.463822E-25  9.216387E-25  3.443902E-24
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  6.888115E-30  2.096165E-27  3.645263E-26  9.194223E-25  3.646246E-24  1.477277E-23
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.518833E-29  4.960455E-27  9.115441E-26  2.471404E-24  1.025472E-23  4.426049E-23
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  3.388186E-29  1.189576E-26  2.312765E-25  6.751986E-24  2.933788E-23  1.350471E-22
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  5.634553E-29  2.072129E-26  4.176574E-25  1.278459E-23  5.720328E-23  2.742867E-22
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  9.156041E-29  3.521449E-26  7.350218E-25  2.356277E-23  1.084970E-22  5.416111E-22
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.598822E-28  6.477321E-26  1.407890E-24  4.762026E-23  2.266778E-22  1.185594E-21
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  2.836917E-28  1.213449E-25  2.751451E-24  9.843996E-23  4.851241E-22  2.664167E-21
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  3.933057E-28  1.735790E-25  4.032919E-24  1.490421E-22  7.493250E-22  4.232490E-21
     76  3.859219912978E-02  1.000000E-30  1.140482E-30  5.731398E-28  2.623236E-25  6.270057E-24  2.406355E-22  1.238252E-21  7.226979E-21
     77  3.884096228080E-02  1.000000E-30  1.704274E-30  8.878526E-28  4.241814E-25  1.048328E-23  4.206808E-22  2.224820E-21  1.349665E-20
     78  3.907668434759E-02  1.000000E-30  2.477754E-30  1.336323E-27  6.649594E-25  1.696308E-23  7.101817E-22  3.854735E-21  2.425853E-20
     79  3.934936577490E-02  1.000000E-30  3.794460E-30  2.128642E-27  1.110357E-24  2.938517E-23  1.292359E-21  7.229254E-21  4.747541E-20
     80  3.961640452516E-02  1.000000E-30  5.718110E-30  3.330921E-27  1.819621E-24  4.992135E-23  2.304409E-21  1.327709E-20  9.091738E-20
     81  3.991996766101E-02  1.000000E-30  9.034677E-30  5.485985E-27  3.158482E-24  9.028091E-23  4.404216E-21  2.624440E-20  1.884995E-19
     82  4.019473378510E-02  1.000000E-30  1.355750E-29  8.534504E-27  5.152388E-24  1.528468E-22  7.840061E-21  4.816613E-20  3.612651E-19
     83  4.046928694587E-02  1.000000E-30  2.020712E-29  1.316377E-26  8.332458E-24  2.565487E-22  1.383826E-20  8.765161E-20  6.865601E-19
     84  4.074955599116E-02  1.000000E-30  3.015288E-29  2.029327E-26  1.347986E-23  4.311472E-22  2.448963E-20  1.600527E-19  1.310854E-18
     85  4.099011663524E-02  1.000000E-30  4.224324E-29  2.916086E-26  2.018262E-23  6.669857E-22  3.960799E-20  2.659216E-19  2.263157E-18
     86  4.118445936105E-02  1.000000E-30  5.523961E-29  3.883638E-26  2.777804E-23  9.425409E-22  5.801994E-20  3.980983E-19  3.494783E-18
     87  4.137235583218E-02  1.000000E-30  7.136535E-29  5.095135E-26  3.760928E-23  1.309103E-21  8.344006E-20  5.847017E-19  5.289599E-18
     88  4.152714488067E-02  1.000000E-30  8.794465E-29  6.345920E-26  4.805750E-23  1.708269E-21  1.120523E-19  7.989486E-19  7.409272E-18
     89  4.165981986900E-02  1.000000E-30  1.050586E-28  7.637110E-26  5.910339E-23  2.139017E-21  1.438031E-19  1.040721E-18  9.859049E-18
     90  4.188596337322E-02  1.000000E-30  1.419845E-28  1.040742E-25  8.351297E-23  3.116326E-21  2.184885E-19  1.621946E-18  1.593415E-17
     91  4.208159634323E-02  1.000000E-30  1.841391E-28  1.352402E-25  1.118627E-22  4.285712E-21  3.115704E-19  2.364382E-18  2.397082E-17
     92  4.230932596557E-02  1.000000E-30  2.496581E-28  1.824401E-25  1.560926E-22  6.166033E-21  4.675832E-19  3.640515E-18  3.829059E-17
     93  4.251598135750E-02  1.000000E-30  3.304521E-28  2.384597E-25  2.099913E-22  8.527305E-21  6.717971E-19  5.353767E-18  5.822402E-17
     94  4.274368410830E-02  1.000000E-30  4.531464E-28  3.192485E-25  2.894307E-22  1.211259E-20  9.949988E-19  8.135807E-18  9.180287E-17
     95  4.294191711445E-02  1.000000E-30  6.015358E-28  4.111496E-25  3.811846E-22  1.637050E-20  1.394162E-18  1.165734E-17  1.358288E-16
     96  4.316569238790E-02  1.000000E-30  8.383381E-28  5.477500E-25  5.186778E-22  2.292341E-20  2.032359E-18  1.742788E-17  2.105571E-16
     97  4.339365876136E-02  1.000000E-30  1.194413E-27  7.369585E-25  7.091127E-22  3.224460E-20  2.976114E-18  2.618474E-17  3.282392E-16
     98  4.362382833621E-02  1.000000E-30  1.738373E-27  1.002419E-24  9.737076E-22  4.552088E-20  4.371063E-18  3.946606E-17  5.134443E-16
     99  4.384703699487E-02  1.000000E-30  2.545885E-27  1.365983E-24  1.329341E-21  6.376244E-20  6.353874E-18  5.882243E-17  7.932267E-16
    100  4.408801045744E-02  1.000000E-30  3.913992E-27  1.937755E-24  1.873546E-21  9.224024E-20  9.549691E-18  9.082026E-17  1.272861E-15
    101  4.430336182063E-02  1.336088E-30  5.831341E-27  2.691898E-24  2.568943E-21  1.292536E-19  1.382095E-17  1.346274E-16  1.952676E-15
    102  4.453208602613E-02  2.066849E-30  8.996215E-27  3.880479E-24  3.629569E-21  1.865458E-19  2.059820E-17  2.057871E-16  3.094861E-15
    103  4.474836808964E-02  3.104594E-30  1.360788E-26  5.557398E-24  5.080782E-21  2.659995E-19  3.021120E-17  3.090924E-16  4.809167E-15
    104  4.497736119052E-02  4.725991E-30  2.103736E-26  8.207639E-24  7.315961E-21  3.900073E-19  4.553933E-17  4.777318E-16  7.703373E-15
    105  4.517199675598E-02  6.666987E-30  3.023295E-26  1.146448E-23  1.001497E-20  5.417010E-19  6.466412E-17  6.928862E-16  1.151515E-14
    106  4.536038532241E-02  9.157464E-30  4.244469E-26  1.579862E-23  1.357521E-20  7.444259E-19  9.070569E-17  9.920105E-16  1.697385E-14
    107  4.552484255766E-02  1.189870E-29  5.636122E-26  2.077728E-23  1.765712E-20  9.799692E-19  1.215195E-16  1.352924E-15  2.374517E-14
    108  4.581275722245E-02  1.806644E-29  8.932364E-26  3.279857E-23  2.759129E-20  1.565140E-18  2.001795E-16  2.299514E-15  4.220190E-14
    109  4.603616864208E-02  2.401996E-29  1.231863E-25  4.551183E-23  3.830327E-20  2.212455E-18  2.900758E-16  3.414354E-15  6.488553E-14
    110  4.624194314299E-02  3.023247E-29  1.607188E-25  6.005526E-23  5.088393E-20  2.992166E-18  4.018593E-16  4.838146E-15  9.497694E-14
    111  4.641297951594E-02  3.576536E-29  1.961415E-25  7.422700E-23  6.350467E-20  3.793561E-18  5.202842E-16  6.383243E-15  1.287644E-13
    112  4.656990459822E-02  4.098301E-29  2.314598E-25  8.880643E-23  7.688428E-20  4.662886E-18  6.524738E-16  8.145620E-15  1.685017E-13
    113  4.671253119976E-02  4.572521E-29  2.653932E-25  1.032580E-22  9.056135E-20  5.571551E-18  7.945160E-16  1.007785E-14  2.133273E-13
    114  4.684580987606E-02  5.006583E-29  2.982325E-25  1.176834E-22  1.046441E-19  6.527549E-18  9.479953E-16  1.220539E-14  2.640171E-13
    115  4.697520204195E-02  5.412415E-29  3.307602E-25  1.324283E-22  1.195035E-19  7.558046E-18  1.117853E-15  1.460317E-14  3.226321E-13
    116  4.709649788536E-02  5.773618E-29  3.615006E-25  1.468132E-22  1.344738E-19  8.618308E-18  1.297199E-15  1.717957E-14  3.871888E-13
    117  4.721637454993E-02  6.108174E-29  3.918263E-25  1.614703E-22  1.502325E-19  9.757904E-18  1.494956E-15  2.006912E-14  4.613481E-13
    118  4.732862910872E-02  6.398427E-29  4.199464E-25  1.755136E-22  1.658333E-19  1.090945E-17  1.699861E-15  2.311264E-14  5.412872E-13
    119  4.750539400184E-02  6.805285E-29  4.631964E-25  1.980695E-22  1.919895E-19  1.289171E-17  2.064133E-15  2.863714E-14  6.907184E-13
    120  4.767210524850E-02  7.129478E-29  5.023695E-25  2.196481E-22  2.183701E-19  1.495527E-17  2.458192E-15  3.476115E-14  8.621652E-13
    121  4.783406579930E-02  7.387030E-29  5.384832E-25  2.406989E-22  2.455080E-19  1.714493E-17  2.892291E-15  4.166779E-14  1.062026E-12
    122  4.799263518131E-02  7.584003E-29  5.716598E-25  2.612270E-22  2.734416E-19  1.946944E-17  3.370527E-15  4.945336E-14  1.294730E-12
    123  4.815339657435E-02  7.727083E-29  6.027495E-25  2.817745E-22  3.030412E-19  2.201213E-17  3.913822E-15  5.850369E-14  1.574210E-12
    124  4.832264594384E-02  7.821639E-29  6.326698E-25  3.030353E-22  3.355566E-19  2.489794E-17  4.554855E-15  6.943758E-14  1.923321E-12
    125  4.849826454798E-02  7.862854E-29  6.605407E-25  3.245640E-22  3.706841E-19  2.812481E-17  5.301500E-15  8.249057E-14  2.354858E-12
    126  4.867786870736E-02  7.849929E-29  6.856174E-25  3.458941E-22  4.079830E-19  3.167614E-17  6.158644E-15  9.785976E-14  2.881482E-12
    127  4.885872256535E-02  7.786016E-29  7.073313E-25  3.665518E-22  4.468475E-19  3.551498E-17  7.125916E-15  1.156544E-13  3.513721E-12
    128  4.903755607841E-02  7.677987E-29  7.253116E-25  3.860598E-22  4.864591E-19  3.957540E-17  8.194114E-15  1.358148E-13  4.256361E-12
    129  4.921259737621E-02  7.534106E-29  7.395708E-25  4.041694E-22  5.262508E-19  4.380784E-17  9.356131E-15  1.583046E-13  5.114772E-12
    130  4.938368810460E-02  7.361497E-29  7.503478E-25  4.208360E-22  5.659904E-19  4.819286E-17  1.061177E-14  1.832128E-13  6.099141E-12
    131  4.955132280349E-02  7.165654E-29  7.579131E-25  4.360850E-22  6.055946E-19  5.272606E-17  1.196493E-14  2.107128E-13  7.223646E-12
    132  4.971624312404E-02  6.950620E-29  7.624987E-25  4.499546E-22  6.450399E-19  5.741052E-17  1.342220E-14  2.410438E-13  8.506301E-12
    133  4.987811857735E-02  6.720968E-29  7.642744E-25  4.623862E-22  6.840394E-19  6.221795E-17  1.498062E-14  2.742547E-13  9.958120E-12
    134  5.003799836445E-02  6.475887E-29  7.631824E-25  4.733084E-22  7.225040E-19  6.715209E-17  1.664966E-14  3.106755E-13  1.160463E-11
    135  5.019682549602E-02  6.219537E-29  7.595263E-25  4.828302E-22  7.605268E-19  7.222693E-17  1.844008E-14  3.506748E-13  1.347361E-11
    136  5.035511419132E-02  5.953646E-29  7.533733E-25  4.909113E-22  7.979723E-19  7.743627E-17  2.035858E-14  3.945639E-13  1.559338E-11
    137  5.051299755300E-02  5.680029E-29  7.447629E-25  4.974673E-22  8.345678E-19  8.275666E-17  2.240656E-14  4.425557E-13  1.799002E-11
    138  5.067010535678E-02  5.401164E-29  7.337611E-25  5.023893E-22  8.698844E-19  8.814080E-17  2.457631E-14  4.946604E-13  2.068136E-11
    139  5.082726902819E-02  5.117203E-29  7.203433E-25  5.055981E-22  9.037176E-19  9.357510E-17  2.687400E-14  5.512371E-13  2.370555E-11
    140  5.098506829486E-02  4.828529E-29  7.044616E-25  5.069720E-22  9.357278E-19  9.902889E-17  2.930077E-14  6.125605E-13  2.710041E-11
    141  5.114361869269E-02  4.536264E-29  6.860940E-25  5.063601E-22  9.653978E-19  1.044440E-16  3.184707E-14  6.786688E-13  3.089478E-11
    142  5.130328078870E-02  4.241034E-29  6.651862E-25  5.035964E-22  9.921725E-19  1.097571E-16  3.450187E-14  7.495891E-13  3.512080E-11
    143  5.146205644840E-02  3.947816E-29  6.420378E-25  4.985854E-22  1.015082E-18  1.148147E-16  3.720700E-14  8.240740E-13  3.973548E-11
    144  5.162089365231E-02  3.656133E-29  6.165926E-25  4.912012E-22  1.033627E-18  1.195508E-16  3.994569E-14  9.019683E-13  4.476169E-11
    145  5.177902725711E-02  3.368660E-29  5.890759E-25  4.813983E-22  1.047057E-18  1.238361E-16  4.266462E-14  9.820815E-13  5.015773E-11
    146  5.193558292952E-02  3.086881E-29  5.596439E-25  4.691048E-22  1.054548E-18  1.275269E-16  4.530010E-14  1.062867E-12  5.585857E-11
    147  5.207655208218E-02  2.837710E-29  5.315203E-25  4.558687E-22  1.055896E-18  1.302857E-16  4.758020E-14  1.135789E-12  6.125340E-11
    148  5.220437120847E-02  2.616718E-29  5.048656E-25  4.421392E-22  1.052391E-18  1.322538E-16  4.953415E-14  1.201101E-12  6.631438E-11
    149  5.240275279905E-02  2.285048E-29  4.616750E-25  4.176883E-22  1.037447E-18  1.341539E-16  5.226715E-14  1.298620E-12  7.436510E-11
    150  5.258707116153E-02  1.991586E-29  4.200477E-25  3.917468E-22  1.012623E-18  1.344877E-16  5.437003E-14  1.381870E-12  8.187212E-11
    151  5.276353482958E-02  1.726360E-29  3.794430E-25  3.643743E-22  9.788568E-19  1.333902E-16  5.588480E-14  1.451632E-12  8.886147E-11
    152  5.293536770993E-02  1.484977E-29  3.398051E-25  3.357812E-22  9.368184E-19  1.309191E-16  5.680467E-14  1.507209E-12  9.525357E-11
    153  5.310288915571E-02  1.267414E-29  3.016717E-25  3.065779E-22  8.877572E-19  1.271674E-16  5.711013E-14  1.547092E-12  1.008697E-10
    154  5.325369291828E-02  1.087731E-29  2.682719E-25  2.796400E-22  8.375615E-19  1.226928E-16  5.685021E-14  1.569155E-12  1.052265E-10
    155  5.339308966526E-02  9.359242E-30  2.385618E-25  2.546016E-22  7.869394E-19  1.177011E-16  5.614866E-14  1.576894E-12  1.085367E-10
    156  5.362726198018E-02  7.126098E-30  1.920118E-25  2.132602E-22  6.953269E-19  1.077267E-16  5.399316E-14  1.561283E-12  1.122836E-10
    157  5.383816121000E-02  5.451737E-30  1.544780E-25  1.778980E-22  6.089914E-19  9.742272E-17  5.108109E-14  1.516565E-12  1.134911E-10
    158  5.403768730975E-02  4.149219E-30  1.233390E-25  1.470301E-22  5.273677E-19  8.698713E-17  4.762181E-14  1.449721E-12  1.126703E-10
    159  5.422986619970E-02  3.135128E-30  9.761178E-26  1.203247E-22  4.516183E-19  7.673663E-17  4.381019E-14  1.366325E-12  1.101393E-10
    160  5.440569294967E-02  2.391610E-30  7.769389E-26  9.876888E-23  3.865522E-19  6.749856E-17  4.005469E-14  1.277193E-12  1.064609E-10
    161  5.456994612052E-02  1.835433E-30  6.204548E-26  8.118897E-23  3.304897E-19  5.920550E-17  3.643182E-14  1.186013E-12  1.020084E-10
    162  5.485681963417E-02  1.126965E-30  4.083863E-26  5.621740E-23  2.451893E-19  4.593955E-17  3.012599E-14  1.016991E-12  9.240495E-11
    163  5.511708850657E-02  1.000000E-30  2.724380E-26  3.927334E-23  1.823708E-19  3.558931E-17  2.472567E-14  8.626559E-13  8.238613E-11
    164  5.536560227933E-02  1.000000E-30  1.813950E-26  2.732503E-23  1.346911E-19  2.732405E-17  2.005550E-14  7.221263E-13  7.233005E-11
    165  5.559867087093E-02  1.000000E-30  1.218958E-26  1.913361E-23  9.970986E-20  2.097343E-17  1.620292E-14  6.009327E-13  6.294282E-11
    166  5.582344501454E-02  1.000000E-30  8.190798E-27  1.337634E-23  7.352477E-20  1.601352E-17  1.299375E-14  4.959001E-13  5.424119E-11
    167  5.608267729631E-02  1.000000E-30  5.102822E-27  8.720692E-24  5.094186E-20  1.154654E-17  9.909771E-15  3.909079E-13  4.495205E-11
    168  5.632179590432E-02  1.000000E-30  3.257169E-27  5.803369E-24  3.583637E-20  8.424999E-18  7.610883E-15  3.095257E-13  3.727681E-11
    169  5.658568452696E-02  1.000000E-30  1.960528E-27  3.656447E-24  2.399021E-20  5.870360E-18  5.608508E-15  2.359123E-13  2.989892E-11
    170  5.682194908758E-02  1.000000E-30  1.232299E-27  2.393766E-24  1.657379E-20  4.202689E-18  4.219935E-15  1.829500E-13  2.427137E-11
    171  5.707748662895E-02  1.000000E-30  7.387349E-28  1.499382E-24  1.099915E-20  2.898206E-18  3.069851E-15  1.375189E-13  1.917012E-11
    172  5.730159219632E-02  1.000000E-30  4.682104E-28  9.874776E-25  7.618678E-21  2.075945E-18  2.303879E-15  1.062160E-13  1.546418E-11
    173  5.769211250520E-02  1.000000E-30  2.082741E-28  4.695636E-25  3.954394E-21  1.142220E-18  1.374601E-15  6.664298E-14  1.046974E-11
    174  5.804755660481E-02  1.000000E-30  9.804088E-29  2.349165E-25  2.142681E-21  6.527597E-19  8.456751E-16  4.292604E-14  7.230200E-12
    175  5.837706807704E-02  1.000000E-30  4.822569E-29  1.222760E-25  1.201080E-21  3.844347E-19  5.332675E-16  2.824904E-14  5.076459E-12
    176  5.868213309337E-02  1.000000E-30  2.480007E-29  6.626287E-26  6.972110E-22  2.336131E-19  3.452133E-16  1.902649E-14  3.630935E-12
    177  5.897372529375E-02  1.000000E-30  1.304655E-29  3.665116E-26  4.119215E-22  1.442040E-19  2.263725E-16  1.295952E-14  2.619693E-12
    178  5.927019313219E-02  1.000000E-30  6.749236E-30  1.995256E-26  2.398494E-22  8.779613E-20  1.465587E-16  8.721444E-15  1.869478E-12
    179  5.955970264735E-02  1.000000E-30  3.524686E-30  1.095262E-26  1.406442E-22  5.378064E-20  9.533144E-17  5.892229E-15  1.337756E-12
