 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                cl37          cl38          cl39          cl40          cl41          cl42          cl43          cl44 
     15  1.081477360150E-09  8.848764E-30  2.229007E-30  1.799165E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.040553E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.606894E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.099458E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.380097E-28  6.892364E-30  1.079162E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.281734E-27  6.732904E-29  1.001847E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  2.952972E-26  1.740455E-27  3.200383E-28  6.987916E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  5.713839E-25  3.700472E-26  7.576385E-27  1.691462E-28  1.790678E-29  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  2.648875E-23  1.781898E-24  4.033187E-25  9.954708E-27  1.558917E-27  3.037530E-29  1.090758E-30  1.000000E-30
     43  2.288535686070E-02  6.523691E-22  5.757697E-23  1.904330E-23  5.637618E-25  9.115737E-26  1.682164E-27  5.500720E-29  1.000000E-30
     44  2.437102778700E-02  5.357301E-21  5.140728E-22  1.966785E-22  6.472183E-24  1.322865E-24  2.929141E-26  1.319400E-27  8.851474E-30
     45  2.666254430666E-02  1.922899E-19  2.115612E-20  9.534408E-21  3.493539E-22  8.219783E-23  2.013475E-24  1.021037E-25  7.012282E-28
     46  2.807329513827E-02  2.206546E-18  2.754005E-19  1.457834E-19  5.925347E-21  1.580202E-21  4.180825E-23  2.232178E-24  1.566919E-26
     47  2.946719119355E-02  2.015479E-17  2.780378E-18  1.677115E-18  7.475260E-20  2.266683E-20  6.576610E-22  3.890797E-23  2.880607E-25
     48  2.982466835475E-02  3.524102E-17  5.004136E-18  3.158676E-18  1.459422E-19  4.737946E-20  1.458676E-21  9.512088E-23  7.474897E-25
     49  3.017238950627E-02  6.085963E-17  8.851461E-18  5.765457E-18  2.725066E-19  9.131047E-20  2.879059E-21  1.931938E-22  1.542664E-24
     50  3.052509122072E-02  1.046579E-16  1.560417E-17  1.050711E-17  5.088005E-19  1.763524E-19  5.704680E-21  3.945981E-22  3.204551E-24
     51  3.066477686677E-02  1.292093E-16  1.945312E-17  1.327129E-17  6.488322E-19  2.279028E-19  7.447127E-21  5.213262E-22  4.262051E-24
     52  3.080037159611E-02  1.585262E-16  2.409373E-17  1.664841E-17  8.215731E-19  2.923523E-19  9.647831E-21  6.833197E-22  5.622903E-24
     53  3.111325257314E-02  2.524090E-16  3.920610E-17  2.790300E-17  1.407072E-18  5.159774E-19  1.742134E-20  1.267726E-21  1.059047E-23
     54  3.147800645819E-02  4.266715E-16  6.796379E-17  5.006847E-17  2.589590E-18  9.835572E-19  3.411025E-20  2.562034E-21  2.178511E-23
     55  3.181357346897E-02  6.794375E-16  1.107461E-16  8.422685E-17  4.459517E-18  1.749570E-18  6.219826E-20  4.810539E-21  4.157971E-23
     56  3.217197145871E-02  1.095977E-15  1.830660E-16  1.440731E-16  7.822494E-18  3.177496E-18  1.160098E-19  9.259016E-21  8.145110E-23
     57  3.249951277145E-02  1.669137E-15  2.850879E-16  2.315311E-16  1.286511E-17  5.395304E-18  2.018628E-19  1.658362E-20  1.482662E-22
     58  3.262595809504E-02  1.955952E-15  3.369569E-16  2.770100E-16  1.553055E-17  6.594046E-18  2.490610E-19  2.069117E-20  1.861522E-22
     59  3.272641576722E-02  2.218969E-15  3.848912E-16  3.195135E-16  1.804191E-17  7.736266E-18  2.944204E-19  2.467889E-20  2.231406E-22
     60  3.304841700500E-02  3.298471E-15  5.848189E-16  5.009615E-16  2.894569E-17  1.281216E-17  4.996057E-19  4.309960E-20  3.960158E-22
     61  3.362823507679E-02  6.543553E-15  1.206818E-15  1.094427E-15  6.592610E-17  3.090849E-17  1.259591E-18  1.144781E-19  1.083001E-21
     62  3.417743618412E-02  1.217506E-14  2.331247E-15  2.233489E-15  1.400276E-16  6.937492E-17  2.949181E-18  2.817609E-19  2.740920E-21
     63  3.448472684867E-02  1.706086E-14  3.336297E-15  3.297438E-15  2.114553E-16  1.080891E-16  4.706242E-18  4.625616E-19  4.571524E-21
     64  3.459225947862E-02  1.918385E-14  3.779207E-15  3.776229E-15  2.440815E-16  1.261388E-16  5.538227E-18  5.497512E-19  5.463297E-21
     65  3.468161085917E-02  2.114967E-14  4.192125E-15  4.227210E-15  2.750388E-16  1.434405E-16  6.341925E-18  6.347537E-19  6.337136E-21
     66  3.501586344154E-02  3.035489E-14  6.156836E-15  6.425303E-15  4.285453E-16  2.313027E-16  1.049801E-17  1.083886E-18  1.100990E-20
     67  3.563385967804E-02  5.833771E-14  1.234843E-14  1.374059E-14  9.596918E-16  5.521740E-16  2.631268E-17  2.878626E-18  3.019753E-20
     68  3.619390900501E-02  1.039683E-13  2.288284E-14  2.701520E-14  1.968479E-15  1.201145E-15  5.985385E-17  6.904843E-18  7.459689E-20
     69  3.661379630041E-02  1.591287E-13  3.606835E-14  4.453855E-14  3.350970E-15  2.137846E-15  1.101958E-16  1.323471E-17  1.462080E-19
     70  3.704099468238E-02  2.440558E-13  5.700697E-14  7.372507E-14  5.732038E-15  3.827948E-15  2.042686E-16  2.556719E-17  2.889724E-19
     71  3.731378163516E-02  3.189569E-13  7.595309E-14  1.011965E-13  8.035735E-15  5.526578E-15  3.015553E-16  3.876048E-17  4.445689E-19
     72  3.757630769329E-02  4.106658E-13  9.962783E-14  1.366199E-13  1.107206E-14  7.834306E-15  4.367678E-16  5.759931E-17  6.700698E-19
     73  3.788075418501E-02  5.467722E-13  1.355487E-13  1.922345E-13  1.595371E-14  1.166862E-14  6.670327E-16  9.063575E-17  1.071928E-18
     74  3.819794660071E-02  7.302475E-13  1.851738E-13  2.720386E-13  2.314528E-14  1.752632E-14  1.028503E-15  1.441982E-16  1.735095E-18
     75  3.838080203158E-02  8.589238E-13  2.206670E-13  3.308717E-13  2.855878E-14  2.206421E-14  1.314583E-15  1.876767E-16  2.280907E-18
     76  3.859219912978E-02  1.033442E-12  2.695563E-13  4.139000E-13  3.632705E-14  2.872883E-14  1.742054E-15  2.539962E-16  3.122867E-18
     77  3.884096228080E-02  1.276391E-12  3.389285E-13  5.352546E-13  4.791410E-14  3.895206E-14  2.411576E-15  3.604690E-16  4.492952E-18
     78  3.907668434759E-02  1.548311E-12  4.181696E-13  6.783079E-13  6.186981E-14  5.163484E-14  3.260594E-15  4.990435E-16  6.301543E-18
     79  3.934936577490E-02  1.918726E-12  5.285093E-13  8.843807E-13  8.244340E-14  7.093527E-14  4.583364E-15  7.210478E-16  9.243303E-18
     80  3.961640452516E-02  2.344394E-12  6.583510E-13  1.135908E-12  1.081846E-13  9.591695E-14  6.338939E-15  1.024557E-15  1.333035E-17
     81  3.991996766101E-02  2.908454E-12  8.349212E-13  1.491863E-12  1.456049E-13  1.335919E-13  9.059169E-15  1.510138E-15  1.998368E-17
     82  4.019473378510E-02  3.494100E-12  1.023258E-12  1.887526E-12  1.883631E-13  1.782874E-13  1.237638E-14  2.121825E-15  2.851339E-17
     83  4.046928694587E-02  4.151351E-12  1.240275E-12  2.362227E-12  2.410538E-13  2.354066E-13  1.672978E-14  2.950145E-15  4.026082E-17
     84  4.074955599116E-02  4.888147E-12  1.490551E-12  2.933658E-12  3.062902E-13  3.088614E-13  2.248471E-14  4.081203E-15  5.658379E-17
     85  4.099011663524E-02  5.560667E-12  1.725644E-12  3.493814E-12  3.720293E-13  3.856581E-13  2.866344E-14  5.333829E-15  7.496431E-17
     86  4.118445936105E-02  6.120856E-12  1.926614E-12  3.991144E-12  4.318216E-13  4.577698E-13  3.459921E-14  6.569562E-15  9.335577E-17
     87  4.137235583218E-02  6.667247E-12  2.127555E-12  4.506398E-12  4.951674E-13  5.364279E-13  4.120972E-14  7.979230E-15  1.146061E-16
     88  4.152714488067E-02  7.113961E-12  2.295861E-12  4.952849E-12  5.512146E-13  6.079275E-13  4.733431E-14  9.314246E-15  1.349668E-16
     89  4.165981986900E-02  7.489614E-12  2.440560E-12  5.348493E-12  6.018052E-13  6.739972E-13  5.308765E-14  1.059217E-14  1.546518E-16
     90  4.188596337322E-02  8.103107E-12  2.684233E-12  6.042540E-12  6.927364E-13  7.964457E-13  6.398071E-14  1.307134E-14  1.933351E-16
     91  4.208159634323E-02  8.595146E-12  2.887919E-12  6.654053E-12  7.753180E-13  9.118815E-13  7.451694E-14  1.553972E-14  2.324392E-16
     92  4.230932596557E-02  9.109289E-12  3.111478E-12  7.366177E-12  8.746837E-13  1.056378E-12  8.806378E-14  1.881008E-14  2.850661E-16
     93  4.251598135750E-02  9.510861E-12  3.297377E-12  8.001071E-12  9.665611E-13  1.195824E-12  1.015144E-13  2.216109E-14  3.398774E-16
     94  4.274368410830E-02  9.871743E-12  3.478800E-12  8.673534E-12  1.067873E-12  1.356748E-12  1.175064E-13  2.627714E-14  4.083434E-16
     95  4.294191711445E-02  1.011267E-11  3.614405E-12  9.226965E-12  1.154964E-12  1.501771E-12  1.323613E-13  3.022718E-14  4.751550E-16
     96  4.316569238790E-02  1.030411E-11  3.741629E-12  9.809313E-12  1.251021E-12  1.669732E-12  1.501037E-13  3.510227E-14  5.590065E-16
     97  4.339365876136E-02  1.041540E-11  3.843099E-12  1.035156E-11  1.345567E-12  1.844355E-12  1.691826E-13  4.053377E-14  6.541285E-16
     98  4.362382833621E-02  1.044952E-11  3.918046E-12  1.084478E-11  1.437067E-12  2.023384E-12  1.894342E-13  4.651089E-14  7.607383E-16
     99  4.384703699487E-02  1.041699E-11  3.966629E-12  1.127220E-11  1.521847E-12  2.199246E-12  2.100253E-13  5.280755E-14  8.750819E-16
    100  4.408801045744E-02  1.032056E-11  3.995539E-12  1.168084E-11  1.609126E-12  2.391595E-12  2.333498E-13  6.020032E-14  1.011789E-15
    101  4.430336182063E-02  1.018890E-11  4.003146E-12  1.200321E-11  1.683618E-12  2.565977E-12  2.552262E-13  6.737876E-14  1.146871E-15
    102  4.453208602613E-02  1.001164E-11  3.995481E-12  1.230661E-11  1.759575E-12  2.754332E-12  2.796269E-13  7.565316E-14  1.305190E-15
    103  4.474836808964E-02  9.813335E-12  3.974811E-12  1.255838E-11  1.828462E-12  2.935503E-12  3.038606E-13  8.414373E-14  1.470353E-15
    104  4.497736119052E-02  9.574795E-12  3.939964E-12  1.278911E-11  1.898275E-12  3.130575E-12  3.308007E-13  9.389471E-14  1.663171E-15
    105  4.517199675598E-02  9.349834E-12  3.899989E-12  1.295479E-11  1.954704E-12  3.298407E-12  3.547130E-13  1.028261E-13  1.842574E-15
    106  4.536038532241E-02  9.111561E-12  3.851578E-12  1.308478E-11  2.006069E-12  3.461433E-12  3.786498E-13  1.120360E-13  2.030287E-15
    107  4.552484255766E-02  8.885706E-12  3.800711E-12  1.316969E-11  2.047515E-12  3.602786E-12  4.000438E-13  1.205097E-13  2.205420E-15
    108  4.581275722245E-02  8.445190E-12  3.689432E-12  1.323944E-11  2.109678E-12  3.842647E-12  4.380317E-13  1.361892E-13  2.535782E-15
    109  4.603616864208E-02  8.060908E-12  3.581262E-12  1.320983E-11  2.145844E-12  4.015729E-12  4.672327E-13  1.488989E-13  2.809995E-15
    110  4.624194314299E-02  7.669364E-12  3.461708E-12  1.310134E-11  2.166525E-12  4.157775E-12  4.930128E-13  1.607516E-13  3.071634E-15
    111  4.641297951594E-02  7.321360E-12  3.349215E-12  1.295218E-11  2.174027E-12  4.261012E-12  5.133032E-13  1.705974E-13  3.293731E-15
    112  4.656990459822E-02  6.986232E-12  3.236029E-12  1.276691E-11  2.172575E-12  4.341773E-12  5.306948E-13  1.795107E-13  3.499018E-15
    113  4.671253119976E-02  6.670794E-12  3.125586E-12  1.255869E-11  2.164102E-12  4.402339E-12  5.452773E-13  1.874293E-13  3.685228E-15
    114  4.684580987606E-02  6.368920E-12  3.016657E-12  1.233114E-11  2.150018E-12  4.447200E-12  5.577150E-13  1.946121E-13  3.857691E-15
    115  4.697520204195E-02  6.071420E-12  2.906436E-12  1.208159E-11  2.130762E-12  4.479553E-12  5.685991E-13  2.013392E-13  4.022721E-15
    116  4.709649788536E-02  5.790471E-12  2.799889E-12  1.182407E-11  2.107910E-12  4.499745E-12  5.776793E-13  2.073911E-13  4.174521E-15
    117  4.721637454993E-02  5.512578E-12  2.692262E-12  1.154929E-11  2.081000E-12  4.510108E-12  5.855512E-13  2.131049E-13  4.321178E-15
    118  4.732862910872E-02  5.253596E-12  2.590030E-12  1.127575E-11  2.052154E-12  4.511313E-12  5.919127E-13  2.181959E-13  4.455014E-15
    119  4.750539400184E-02  4.851236E-12  2.427622E-12  1.081807E-11  2.000235E-12  4.497130E-12  5.999468E-13  2.256731E-13  4.658066E-15
    120  4.767210524850E-02  4.481355E-12  2.274553E-12  1.036242E-11  1.944860E-12  4.466650E-12  6.053234E-13  2.320907E-13  4.840032E-15
    121  4.783406579930E-02  4.133904E-12  2.127499E-12  9.903670E-12  1.886049E-12  4.422333E-12  6.085633E-13  2.377192E-13  5.007269E-15
    122  4.799263518131E-02  3.807050E-12  1.986228E-12  9.444051E-12  1.824439E-12  4.365887E-12  6.098887E-13  2.426323E-13  5.161180E-15
    123  4.815339657435E-02  3.489563E-12  1.846137E-12  8.969672E-12  1.758202E-12  4.295562E-12  6.092979E-13  2.469479E-13  5.305633E-15
    124  4.832264594384E-02  3.173752E-12  1.704002E-12  8.470201E-12  1.686001E-12  4.210354E-12  6.069107E-13  2.508562E-13  5.446603E-15
    125  4.849826454798E-02  2.866947E-12  1.563128E-12  7.956713E-12  1.609305E-12  4.111432E-12  6.026633E-13  2.542386E-13  5.580758E-15
    126  4.867786870736E-02  2.575609E-12  1.426644E-12  7.441048E-12  1.529870E-12  4.000865E-12  5.966126E-13  2.570092E-13  5.705180E-15
    127  4.885872256535E-02  2.305095E-12  1.297366E-12  6.935238E-12  1.449654E-12  3.881537E-12  5.889350E-13  2.591183E-13  5.817440E-15
    128  4.903755607841E-02  2.059677E-12  1.177771E-12  6.451257E-12  1.370774E-12  3.757111E-12  5.799285E-13  2.605539E-13  5.915616E-15
    129  4.921259737621E-02  1.839976E-12  1.068661E-12  5.995204E-12  1.294519E-12  3.630369E-12  5.698819E-13  2.613526E-13  5.999351E-15
    130  4.938368810460E-02  1.643948E-12  9.695087E-13  5.567726E-12  1.221296E-12  3.502774E-12  5.589963E-13  2.615691E-13  6.069325E-15
    131  4.955132280349E-02  1.468858E-12  8.793575E-13  5.167277E-12  1.151114E-12  3.375035E-12  5.474020E-13  2.612521E-13  6.126392E-15
    132  4.971624312404E-02  1.312020E-12  7.971886E-13  4.791551E-12  1.083799E-12  3.247420E-12  5.351765E-13  2.604375E-13  6.171256E-15
    133  4.987811857735E-02  1.171986E-12  7.225630E-13  4.440537E-12  1.019560E-12  3.120847E-12  5.224511E-13  2.591579E-13  6.204177E-15
    134  5.003799836445E-02  1.045759E-12  6.541280E-13  4.109388E-12  9.576200E-13  2.993918E-12  5.090484E-13  2.573428E-13  6.223503E-15
    135  5.019682549602E-02  9.319491E-13  5.913912E-13  3.797386E-12  8.980626E-13  2.867437E-12  4.951381E-13  2.550787E-13  6.231302E-15
    136  5.035511419132E-02  8.292036E-13  5.338113E-13  3.503143E-12  8.407590E-13  2.741443E-12  4.807435E-13  2.523725E-13  6.227605E-15
    137  5.051299755300E-02  7.365221E-13  4.810085E-13  3.225898E-12  7.856811E-13  2.616137E-12  4.658969E-13  2.492247E-13  6.212136E-15
    138  5.067010535678E-02  6.532386E-13  4.327726E-13  2.965684E-12  7.329539E-13  2.492068E-12  4.506735E-13  2.456449E-13  6.184640E-15
    139  5.082726902819E-02  5.781207E-13  3.885432E-13  2.720535E-12  6.822885E-13  2.368804E-12  4.350270E-13  2.416132E-13  6.144593E-15
    140  5.098506829486E-02  5.102539E-13  3.479154E-13  2.489126E-12  6.335056E-13  2.246102E-12  4.189268E-13  2.371074E-13  6.091274E-15
    141  5.114361869269E-02  4.490342E-13  3.106490E-13  2.270942E-12  5.865838E-13  2.124080E-12  4.023858E-13  2.321139E-13  6.023971E-15
    142  5.130328078870E-02  3.938271E-13  2.764703E-13  2.065193E-12  5.414363E-13  2.002682E-12  3.853923E-13  2.266104E-13  5.941808E-15
    143  5.146205644840E-02  3.447674E-13  2.455776E-13  1.873947E-12  4.986149E-13  1.883634E-12  3.681943E-13  2.206653E-13  5.845372E-15
    144  5.162089365231E-02  3.009939E-13  2.175415E-13  1.695451E-12  4.578332E-13  1.766438E-12  3.507347E-13  2.142525E-13  5.733922E-15
    145  5.177902725711E-02  2.622115E-13  1.922765E-13  1.530015E-12  4.192661E-13  1.651904E-12  3.331512E-13  2.074181E-13  5.607993E-15
    146  5.193558292952E-02  2.280094E-13  1.696109E-13  1.377364E-12  3.829451E-13  1.540424E-12  3.155110E-13  2.001744E-13  5.467222E-15
    147  5.207655208218E-02  2.005553E-13  1.511235E-13  1.249503E-12  3.519415E-13  1.442329E-12  2.995651E-13  1.933129E-13  5.328232E-15
    148  5.220437120847E-02  1.781952E-13  1.358489E-13  1.141310E-12  3.252616E-13  1.355616E-12  2.851370E-13  1.868571E-13  5.193141E-15
    149  5.240275279905E-02  1.478382E-13  1.147548E-13  9.875640E-13  2.865814E-13  1.225846E-12  2.629516E-13  1.764832E-13  4.968391E-15
    150  5.258707116153E-02  1.239073E-13  9.779158E-14  8.597149E-13  2.536612E-13  1.111313E-12  2.427685E-13  1.665877E-13  4.746327E-15
    151  5.276353482958E-02  1.044334E-13  8.373318E-14  7.504216E-13  2.249165E-13  1.007980E-12  2.240686E-13  1.570454E-13  4.526118E-15
    152  5.293536770993E-02  8.835526E-14  7.192735E-14  6.559202E-13  1.995703E-13  9.141056E-13  2.066761E-13  1.478640E-13  4.309452E-15
    153  5.310288915571E-02  7.512329E-14  6.205746E-14  5.747103E-13  1.773924E-13  8.297207E-13  1.907192E-13  1.392008E-13  4.101501E-15
    154  5.325369291828E-02  6.505008E-14  5.443926E-14  5.104531E-13  1.595650E-13  7.603087E-13  1.773745E-13  1.318003E-13  3.921811E-15
    155  5.339308966526E-02  5.711903E-14  4.837186E-14  4.581676E-13  1.448682E-13  7.020219E-13  1.660318E-13  1.254237E-13  3.766154E-15
    156  5.362726198018E-02  4.638573E-14  4.005756E-14  3.847078E-13  1.239256E-13  6.174012E-13  1.494014E-13  1.160138E-13  3.537212E-15
    157  5.383816121000E-02  3.904101E-14  3.430241E-14  3.324994E-13  1.088506E-13  5.556630E-13  1.372569E-13  1.092501E-13  3.377186E-15
    158  5.403768730975E-02  3.372925E-14  3.011759E-14  2.938076E-13  9.762028E-14  5.097431E-13  1.283854E-13  1.046003E-13  3.275903E-15
    159  5.422986619970E-02  2.981725E-14  2.703961E-14  2.650251E-13  8.930068E-14  4.764935E-13  1.222803E-13  1.018908E-13  3.231472E-15
    160  5.440569294967E-02  2.705214E-14  2.488274E-14  2.448088E-13  8.354926E-14  4.547292E-13  1.187165E-13  1.009827E-13  3.239847E-15
    161  5.456994612052E-02  2.501691E-14  2.332039E-14  2.302774E-13  7.954059E-14  4.410900E-13  1.170257E-13  1.014927E-13  3.291607E-15
    162  5.485681963417E-02  2.238652E-14  2.136936E-14  2.126655E-13  7.505196E-14  4.303567E-13  1.174572E-13  1.054083E-13  3.483971E-15
    163  5.511708850657E-02  2.067985E-14  2.017954E-14  2.027029E-13  7.299692E-14  4.319420E-13  1.209922E-13  1.120561E-13  3.768365E-15
    164  5.536560227933E-02  1.941584E-14  1.935596E-14  1.965320E-13  7.219957E-14  4.406452E-13  1.265574E-13  1.208365E-13  4.131702E-15
    165  5.559867087093E-02  1.842352E-14  1.874408E-14  1.924719E-13  7.207473E-14  4.531317E-13  1.332558E-13  1.309570E-13  4.548316E-15
    166  5.582344501454E-02  1.756976E-14  1.823324E-14  1.893752E-13  7.225847E-14  4.677184E-13  1.407368E-13  1.422488E-13  5.015862E-15
    167  5.608267729631E-02  1.665812E-14  1.768966E-14  1.861703E-13  7.260546E-14  4.862265E-13  1.502484E-13  1.568974E-13  5.630178E-15
    168  5.632179590432E-02  1.585839E-14  1.720343E-14  1.831823E-13  7.290131E-14  5.038880E-13  1.595879E-13  1.717670E-13  6.264517E-15
    169  5.658568452696E-02  1.500626E-14  1.666802E-14  1.796077E-13  7.309291E-14  5.232265E-13  1.702941E-13  1.895375E-13  7.037816E-15
    170  5.682194908758E-02  1.426607E-14  1.618533E-14  1.760681E-13  7.309361E-14  5.399347E-13  1.800883E-13  2.065654E-13  7.794699E-15
    171  5.707748662895E-02  1.348978E-14  1.566040E-14  1.718576E-13  7.288872E-14  5.570416E-13  1.907938E-13  2.261115E-13  8.682723E-15
    172  5.730159219632E-02  1.283154E-14  1.520031E-14  1.678573E-13  7.252930E-14  5.710575E-13  2.002135E-13  2.441886E-13  9.522118E-15
    173  5.769211250520E-02  1.174011E-14  1.440809E-14  1.603021E-13  7.151783E-14  5.930680E-13  2.165898E-13  2.777714E-13  1.112667E-14
    174  5.804755660481E-02  1.081369E-14  1.370844E-14  1.529332E-13  7.020874E-14  6.103037E-13  2.313504E-13  3.106576E-13  1.275347E-14
    175  5.837706807704E-02  1.001555E-14  1.308675E-14  1.458259E-13  6.870571E-14  6.237938E-13  2.448044E-13  3.430838E-13  1.441034E-14
    176  5.868213309337E-02  9.329275E-15  1.253897E-14  1.391127E-13  6.710056E-14  6.341367E-13  2.570005E-13  3.747633E-13  1.607873E-14
    177  5.897372529375E-02  8.719875E-15  1.204292E-14  1.326524E-13  6.540238E-14  6.421003E-13  2.683750E-13  4.065294E-13  1.780034E-14
    178  5.927019313219E-02  8.145385E-15  1.156752E-14  1.261033E-13  6.353710E-14  6.482866E-13  2.796082E-13  4.403007E-13  1.968356E-14
    179  5.955970264735E-02  7.626111E-15  1.113187E-14  1.197769E-13  6.160315E-14  6.525057E-13  2.902178E-13  4.747133E-13  2.165808E-14
