 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ar39          ar40          ar41          ar42          ar43          ar44          ar45          ar46 
    180  5.987296131417E-02  2.766350E-15  1.945063E-14  6.884680E-14  4.009774E-13  3.691559E-13  3.121999E-12  1.835236E-12  1.833410E-11
    181  6.018239261751E-02  2.680218E-15  1.899384E-14  6.929686E-14  3.835968E-13  3.590459E-13  3.118613E-12  1.885667E-12  1.979369E-11
    182  6.051941164510E-02  2.582360E-15  1.847052E-14  6.969368E-14  3.654984E-13  3.480977E-13  3.106816E-12  1.937106E-12  2.146178E-11
    183  6.081686890997E-02  2.493105E-15  1.798747E-14  6.995192E-14  3.502520E-13  3.385542E-13  3.089626E-12  1.979284E-12  2.300114E-11
    184  6.107970107709E-02  2.412452E-15  1.754529E-14  7.010098E-14  3.373464E-13  3.302589E-13  3.069390E-12  2.013926E-12  2.441314E-11
    185  6.149099227918E-02  2.283828E-15  1.682749E-14  7.017503E-14  3.181963E-13  3.176077E-13  3.028793E-12  2.063042E-12  2.672143E-11
    186  6.184187848266E-02  2.172706E-15  1.619384E-14  7.007855E-14  3.028297E-13  3.071844E-13  2.986131E-12  2.099898E-12  2.878918E-11
    187  6.212841772032E-02  2.081579E-15  1.566382E-14  6.987918E-14  2.909253E-13  2.989772E-13  2.946244E-12  2.126442E-12  3.054033E-11
    188  6.241083345826E-02  1.991884E-15  1.513250E-14  6.957279E-14  2.797336E-13  2.911792E-13  2.902862E-12  2.149453E-12  3.232000E-11
    189  6.286334795077E-02  1.849414E-15  1.426789E-14  6.884976E-14  2.628557E-13  2.793244E-13  2.825810E-12  2.179800E-12  3.527993E-11
    190  6.324448148531E-02  1.731566E-15  1.353260E-14  6.801819E-14  2.495747E-13  2.699747E-13  2.754628E-12  2.199180E-12  3.787375E-11
    191  6.354755735680E-02  1.639819E-15  1.294714E-14  6.721832E-14  2.395697E-13  2.629510E-13  2.694438E-12  2.210579E-12  4.000684E-11
    192  6.382753282149E-02  1.556946E-15  1.240800E-14  6.637047E-14  2.307355E-13  2.567925E-13  2.636425E-12  2.218005E-12  4.202934E-11
    193  6.429792763326E-02  1.422478E-15  1.151141E-14  6.471656E-14  2.167049E-13  2.471568E-13  2.534732E-12  2.223999E-12  4.553160E-11
    194  6.470641913937E-02  1.311206E-15  1.074813E-14  6.306141E-14  2.052688E-13  2.394918E-13  2.443133E-12  2.222889E-12  4.867484E-11
    195  6.514351188605E-02  1.198397E-15  9.953527E-15  6.108661E-14  1.937186E-13  2.319775E-13  2.342839E-12  2.215576E-12  5.213908E-11
    196  6.551961572666E-02  1.106777E-15  9.292081E-15  5.924087E-14  1.842890E-13  2.260418E-13  2.255232E-12  2.204365E-12  5.521057E-11
    197  6.614173306661E-02  9.667865E-16  8.251820E-15  5.593440E-14  1.696150E-13  2.172214E-13  2.109573E-12  2.176769E-12  6.045833E-11
    198  6.666431851744E-02  8.604954E-16  7.436684E-15  5.296553E-14  1.580835E-13  2.106757E-13  1.988176E-12  2.145882E-12  6.501597E-11
    199  6.714973898932E-02  7.708873E-16  6.731581E-15  5.010065E-14  1.479550E-13  2.052100E-13  1.877366E-12  2.111714E-12  6.936860E-11
    200  6.763365269933E-02  6.899405E-16  6.079884E-15  4.718484E-14  1.383683E-13  2.002741E-13  1.769213E-12  2.072663E-12  7.383965E-11
    201  6.810748363549E-02  6.184680E-16  5.492495E-15  4.430757E-14  1.294467E-13  1.958655E-13  1.666546E-12  2.030601E-12  7.832931E-11
    202  6.886988901479E-02  5.184429E-16  4.651384E-15  3.971662E-14  1.160018E-13  1.894841E-13  1.509385E-12  1.956664E-12  8.578524E-11
    203  6.932442343830E-02  4.667896E-16  4.208436E-15  3.704405E-14  1.084941E-13  1.860137E-13  1.420711E-12  1.909512E-12  9.038095E-11
    204  6.977291475786E-02  4.210875E-16  3.811880E-15  3.447954E-14  1.014445E-13  1.827788E-13  1.337106E-12  1.861228E-12  9.503349E-11
    205  7.051837306122E-02  3.554747E-16  3.235961E-15  3.042188E-14  9.049665E-14  1.776980E-13  1.207369E-12  1.778816E-12  1.030189E-10
    206  7.120724846930E-02  3.047845E-16  2.787045E-15  2.693984E-14  8.120611E-14  1.732165E-13  1.097669E-12  1.701372E-12  1.107097E-10
    207  7.185571854523E-02  2.644224E-16  2.428448E-15  2.392070E-14  7.315755E-14  1.690973E-13  1.002994E-12  1.628051E-12  1.182664E-10
    208  7.250556240022E-02  2.300315E-16  2.123504E-15  2.116048E-14  6.574912E-14  1.649809E-13  9.165025E-13  1.555612E-12  1.261598E-10
    209  7.308358088908E-02  2.037533E-16  1.891804E-15  1.892889E-14  5.968822E-14  1.612878E-13  8.461843E-13  1.492466E-12  1.334892E-10
    210  7.365083251161E-02  1.813228E-16  1.695621E-15  1.693822E-14  5.420019E-14  1.576113E-13  7.827333E-13  1.431746E-12  1.410124E-10
    211  7.420607479025E-02  1.621379E-16  1.529605E-15  1.517589E-14  4.925255E-14  1.539298E-13  7.258387E-13  1.374332E-12  1.487081E-10
    212  7.477269193766E-02  1.449867E-16  1.383033E-15  1.355779E-14  4.461401E-14  1.500724E-13  6.727284E-13  1.318104E-12  1.569385E-10
    213  7.532671922740E-02  1.302574E-16  1.258849E-15  1.213910E-14  4.045297E-14  1.462045E-13  6.250491E-13  1.265054E-12  1.654264E-10
    214  7.590819975934E-02  1.166687E-16  1.145967E-15  1.081293E-14  3.646345E-14  1.420253E-13  5.793428E-13  1.212101E-12  1.748363E-10
    215  7.648106882397E-02  1.048956E-16  1.049660E-15  9.656338E-15  3.288739E-14  1.377834E-13  5.383099E-13  1.162925E-12  1.846632E-10
    216  7.706864365518E-02  9.425659E-17  9.639413E-16  8.609709E-15  2.955717E-14  1.333124E-13  4.998486E-13  1.115321E-12  1.954086E-10
    217  7.765097184480E-02  8.495424E-17  8.900907E-16  7.698387E-15  2.656967E-14  1.287659E-13  4.650058E-13  1.071038E-12  2.068087E-10
    218  7.824188421090E-02  7.660842E-17  8.247325E-16  6.888952E-15  2.383443E-14  1.240414E-13  4.327381E-13  1.029428E-12  2.192161E-10
    219  7.883216312169E-02  6.923079E-17  7.676826E-16  6.183471E-15  2.137642E-14  1.192315E-13  4.032616E-13  9.910989E-13  2.325789E-10
    220  7.934760137230E-02  6.348159E-17  7.237318E-16  5.642418E-15  1.943655E-14  1.149807E-13  3.795055E-13  9.600382E-13  2.451718E-10
    221  7.991019390762E-02  5.785825E-17  6.811718E-16  5.123445E-15  1.752481E-14  1.103088E-13  3.555958E-13  9.291405E-13  2.600002E-10
    222  8.044081450283E-02  5.311318E-17  6.456227E-16  4.695201E-15  1.590451E-14  1.059013E-13  3.348315E-13  9.029529E-13  2.751651E-10
    223  8.103419684334E-02  4.838698E-17  6.106737E-16  4.278884E-15  1.428567E-14  1.010141E-13  3.134363E-13  8.767612E-13  2.937390E-10
    224  8.158988408622E-02  4.445914E-17  5.820787E-16  3.942438E-15  1.294135E-14  9.651317E-14  2.950770E-13  8.555029E-13  3.128957E-10
    225  8.219791245697E-02  4.065549E-17  5.549418E-16  3.626656E-15  1.164539E-14  9.171551E-14  2.767588E-13  8.361614E-13  3.361072E-10
    226  8.273529679330E-02  3.768336E-17  5.343469E-16  3.388067E-15  1.063898E-14  8.762014E-14  2.619874E-13  8.224184E-13  3.589231E-10
    227  8.327310875316E-02  3.503926E-17  5.167287E-16  3.183125E-15  9.750526E-15  8.368131E-14  2.484368E-13  8.117977E-13  3.842702E-10
    228  8.381967664174E-02  3.265195E-17  5.015987E-16  3.005376E-15  8.958299E-15  7.985542E-14  2.358800E-13  8.045099E-13  4.128880E-10
    229  8.442137901789E-02  3.033110E-17  4.878894E-16  2.840705E-15  8.201232E-15  7.585490E-14  2.233457E-13  8.005840E-13  4.481233E-10
    230  8.496109010092E-02  2.849142E-17  4.780696E-16  2.717275E-15  7.612432E-15  7.244707E-14  2.130733E-13  8.002970E-13  4.835169E-10
    231  8.556251684447E-02  2.666341E-17  4.693807E-16  2.602009E-15  7.043511E-15  6.882860E-14  2.025960E-13  8.037246E-13  5.273869E-10
    232  8.609514523980E-02  2.520499E-17  4.632998E-16  2.515966E-15  6.605337E-15  6.575562E-14  1.940244E-13  8.098272E-13  5.702930E-10
    233  8.668730402486E-02  2.372650E-17  4.579592E-16  2.434515E-15  6.178922E-15  6.244750E-14  1.850721E-13  8.193957E-13  6.226065E-10
    234  8.725638446658E-02  2.241292E-17  4.537424E-16  2.366652E-15  5.818690E-15  5.933692E-14  1.768730E-13  8.308541E-13  6.772833E-10
    235  8.784892152766E-02  2.112133E-17  4.496753E-16  2.302737E-15  5.484467E-15  5.613127E-14  1.686025E-13  8.445997E-13  7.382285E-10
    236  8.837914431516E-02  2.000844E-17  4.458699E-16  2.248531E-15  5.212751E-15  5.326140E-14  1.612901E-13  8.577489E-13  7.956004E-10
    237  8.927467123273E-02  1.817573E-17  4.380353E-16  2.157145E-15  4.795322E-15  4.835304E-14  1.488162E-13  8.795770E-13  8.962348E-10
    238  9.009385267910E-02  1.650449E-17  4.277957E-16  2.065731E-15  4.440431E-15  4.377146E-14  1.370908E-13  8.969549E-13  9.878032E-10
    239  9.088007009323E-02  1.489123E-17  4.143736E-16  1.966668E-15  4.111561E-15  3.930114E-14  1.254235E-13  9.085779E-13  1.070368E-09
    240  9.160938796651E-02  1.338805E-17  3.982204E-16  1.862294E-15  3.809792E-15  3.514608E-14  1.143244E-13  9.134162E-13  1.137572E-09
    241  9.231864750676E-02  1.193689E-17  3.791059E-16  1.749400E-15  3.517045E-15  3.116573E-14  1.034137E-13  9.115579E-13  1.190581E-09
    242  9.335415502949E-02  9.886705E-18  3.459779E-16  1.568224E-15  3.092629E-15  2.561230E-14  8.765462E-14  8.961884E-13  1.240660E-09
    243  9.429165011748E-02  8.157662E-18  3.120359E-16  1.393706E-15  2.717108E-15  2.101787E-14  7.408209E-14  8.698748E-13  1.254680E-09
    244  9.514750284226E-02  6.728162E-18  2.794206E-16  1.232724E-15  2.388921E-15  1.728284E-14  6.261915E-14  8.367646E-13  1.241680E-09
    245  9.592869681963E-02  5.568715E-18  2.494679E-16  1.089185E-15  2.106645E-15  1.430512E-14  5.315820E-14  8.005849E-13  1.210456E-09
    246  9.638259128200E-02  4.961795E-18  2.323766E-16  1.008800E-15  1.951736E-15  1.276242E-14  4.811992E-14  7.774005E-13  1.184909E-09
    247  9.686466198075E-02  4.371510E-18  2.146734E-16  9.265774E-16  1.795231E-15  1.127513E-14  4.316367E-14  7.514851E-13  1.152800E-09
    248  9.745016881397E-02  3.728164E-18  1.939923E-16  8.317636E-16  1.616783E-15  9.669510E-15  3.768910E-14  7.186370E-13  1.108116E-09
    249  9.798964068785E-02  3.203630E-18  1.758894E-16  7.497970E-16  1.463930E-15  8.371690E-15  3.315436E-14  6.873832E-13  1.062579E-09
    250  9.892639389759E-02  2.435698E-18  1.469149E-16  6.204931E-16  1.224804E-15  6.487715E-15  2.635781E-14  6.316985E-13  9.766527E-10
    251  9.977784733458E-02  1.878103E-18  1.234746E-16  5.175240E-16  1.035503E-15  5.131913E-15  2.127719E-14  5.806243E-13  8.949504E-10
    252  1.005622893962E-01  1.464637E-18  1.043268E-16  4.344831E-16  8.830999E-16  4.128941E-15  1.738606E-14  5.336995E-13  8.190243E-10
    253  1.013070552067E-01  1.147923E-18  8.826962E-17  3.655888E-16  7.564696E-16  3.359889E-15  1.431119E-14  4.898221E-13  7.484434E-10
    254  1.019791947326E-01  9.154189E-19  7.545492E-17  3.111007E-16  6.559366E-16  2.791789E-15  1.197869E-14  4.510104E-13  6.868748E-10
    255  1.025982572428E-01  7.390592E-19  6.496769E-17  2.668434E-16  5.738321E-16  2.356236E-15  1.014976E-14  4.160810E-13  6.324351E-10
    256  1.032644197032E-01  5.837195E-19  5.500397E-17  2.250789E-16  4.957528E-16  1.966729E-15  8.482399E-15  3.796192E-13  5.768792E-10
    257  1.039121745974E-01  4.613133E-19  4.652081E-17  1.897453E-16  4.290326E-16  1.652994E-15  7.115897E-15  3.454013E-13  5.259711E-10
    258  1.045193471709E-01  3.679839E-19  3.955565E-17  1.608942E-16  3.739094E-16  1.407135E-15  6.030308E-15  3.145598E-13  4.811118E-10
    259  1.051181778144E-01  2.930236E-19  3.354787E-17  1.361266E-16  3.259280E-16  1.203118E-15  5.121298E-15  2.854918E-13  4.397684E-10
    260  1.056826419982E-01  2.353365E-19  2.859581E-17  1.157960E-16  2.859232E-16  1.039999E-15  4.390368E-15  2.593973E-13  4.033543E-10
    261  1.062431336111E-01  1.884250E-19  2.429345E-17  9.819740E-17  2.506949E-16  9.014527E-16  3.767744E-15  2.347777E-13  3.694895E-10
    262  1.068146627648E-01  1.495689E-19  2.048437E-17  8.266688E-17  2.189716E-16  7.807231E-16  3.226084E-15  2.111354E-13  3.374070E-10
    263  1.073656177930E-01  1.192468E-19  1.730932E-17  6.975836E-17  1.919956E-16  6.809165E-16  2.780589E-15  1.897946E-13  3.087348E-10
    264  1.079139362418E-01  9.476910E-20  1.457668E-17  5.867662E-17  1.682583E-16  5.950814E-16  2.400147E-15  1.699391E-13  2.821486E-10
    265  1.084202130578E-01  7.639804E-20  1.239544E-17  4.984943E-17  1.488344E-16  5.261256E-16  2.097737E-15  1.528849E-13  2.593400E-10
    266  1.089957947327E-01  5.958194E-20  1.027008E-17  4.126408E-17  1.293528E-16  4.579760E-16  1.803001E-15  1.350010E-13  2.353677E-10
    267  1.095139929398E-01  4.747438E-20  8.640004E-18  3.468995E-17  1.139134E-16  4.045538E-16  1.575664E-15  1.202332E-13  2.154260E-10
    268  1.100036617482E-01  3.818302E-20  7.314657E-18  2.935171E-17  1.009369E-16  3.599508E-16  1.388869E-15  1.073846E-13  1.978611E-10
    269  1.105581599754E-01  2.974664E-20  6.037681E-18  2.421367E-17  8.794471E-17  3.154598E-16  1.206070E-15  9.413380E-14  1.794845E-10
    270  1.111738162549E-01  2.246481E-20  4.860261E-18  1.948058E-17  7.538420E-17  2.724744E-16  1.033392E-15  8.096443E-14  1.608412E-10
    271  1.117276452796E-01  1.738744E-20  3.983419E-18  1.595847E-17  6.553430E-17  2.386810E-16  9.006000E-16  7.038855E-14  1.454462E-10
    272  1.122547306619E-01  1.358763E-20  3.286365E-18  1.315989E-17  5.728454E-17  2.102411E-16  7.911414E-16  6.138849E-14  1.319665E-10
    273  1.128196390807E-01  1.040574E-20  2.666400E-18  1.067158E-17  4.951799E-17  1.832826E-16  6.894765E-16  5.282614E-14  1.187289E-10
    274  1.134172103791E-01  7.824159E-21  2.130433E-18  8.520891E-18  4.235720E-17  1.582034E-16  5.967398E-16  4.487637E-14  1.059513E-10
    275  1.139661173569E-01  6.004897E-21  1.728434E-18  6.908005E-18  3.661146E-17  1.378776E-16  5.228456E-16  3.847793E-14  9.521023E-11
    276  1.145721141816E-01  4.473695E-21  1.368508E-18  5.464009E-18  3.108532E-17  1.181131E-16  4.520488E-16  3.234273E-14  8.443689E-11
    277  1.151138636995E-01  3.432670E-21  1.108346E-18  4.420340E-18  2.678265E-17  1.025489E-16  3.969360E-16  2.759851E-14  7.569634E-11
    278  1.160623872824E-01  2.148443E-21  7.621522E-19  3.031887E-18  2.047427E-17  7.939863E-17  3.156645E-16  2.071971E-14  6.211761E-11
    279  1.166131253687E-01  1.633871E-21  6.118836E-19  2.429509E-18  1.743565E-17  6.808236E-17  2.760700E-16  1.746551E-14  5.521168E-11
    280  1.171578902390E-01  1.244732E-21  4.916947E-19  1.948018E-18  1.481748E-17  5.823352E-17  2.415253E-16  1.470191E-14  4.901500E-11
    281  1.179966344325E-01  8.165244E-22  3.500685E-19  1.381332E-18  1.143799E-17  4.537115E-17  1.960176E-16  1.119701E-14  4.056029E-11
    282  1.184626561866E-01  6.454738E-22  2.895487E-19  1.139589E-18  9.863092E-18  3.931282E-17  1.742879E-16  9.595524E-15  3.641603E-11
    283  1.189221956404E-01  5.116851E-22  2.399671E-19  9.418485E-19  8.496201E-18  3.401832E-17  1.550453E-16  8.224055E-15  3.268497E-11
    284  1.197605220964E-01  3.342004E-22  1.699490E-19  6.633378E-19  6.415271E-18  2.588722E-17  1.248081E-16  6.167399E-15  2.666480E-11
    285  1.205341475296E-01  2.252712E-22  1.233714E-19  4.788602E-19  4.904163E-18  1.992239E-17  1.018019E-16  4.703434E-15  2.197516E-11
    286  1.212540834288E-01  1.558267E-22  9.138430E-20  3.527772E-19  3.788536E-18  1.548104E-17  8.394955E-17  3.638394E-15  1.825783E-11
    287  1.219299358624E-01  1.100915E-22  6.879883E-20  2.642084E-19  2.952705E-18  1.212929E-17  6.985598E-17  2.848951E-15  1.527088E-11
    288  1.225766858039E-01  7.888225E-23  5.233027E-20  1.999734E-19  2.313121E-18  9.548018E-18  5.846057E-17  2.250329E-15  1.283005E-11
    289  1.231854533608E-01  5.756189E-23  4.035153E-20  1.534991E-19  1.828950E-18  7.582770E-18  4.933151E-17  1.799252E-15  1.085205E-11
    290  1.237219182154E-01  4.356403E-23  3.202194E-20  1.213445E-19  1.481521E-18  6.165510E-18  4.240518E-17  1.476484E-15  9.340322E-12
    291  1.242404039059E-01  3.325983E-23  2.555879E-20  9.651116E-20  1.205207E-18  5.033378E-18  3.658726E-17  1.220350E-15  8.068053E-12
    292  1.248086455930E-01  2.472589E-23  1.991232E-20  7.491774E-20  9.583832E-19  4.017643E-18  3.107451E-17  9.916602E-16  6.861450E-12
    293  1.253177247642E-01  1.893789E-23  1.587664E-20  5.955389E-20  7.783449E-19  3.273599E-18  2.680041E-17  8.243383E-16  5.922125E-12
    294  1.258810647447E-01  1.409162E-23  1.232005E-20  4.607261E-20  6.169164E-19  2.603738E-18  2.271682E-17  6.740532E-16  5.027870E-12
    295  1.264205598797E-01  1.061437E-23  9.633033E-21  3.593055E-20  4.929277E-19  2.087123E-18  1.936044E-17  5.582789E-16  4.296881E-12
    296  1.270317883483E-01  7.694665E-24  7.258174E-21  2.700268E-20  3.814604E-19  1.620758E-18  1.611862E-17  4.534931E-16  3.592143E-12
    297  1.275757308169E-01  5.778107E-24  5.619638E-21  2.086590E-20  3.032239E-19  1.292097E-18  1.366792E-17  3.793699E-16  3.061424E-12
    298  1.286048671531E-01  3.364203E-24  3.428159E-21  1.269317E-20  1.960698E-19  8.396896E-19  9.961006E-18  2.766430E-16  2.264869E-12
    299  1.290949488661E-01  2.601189E-24  2.695051E-21  9.969338E-21  1.591812E-19  6.831762E-19  8.548994E-18  2.405604E-16  1.960531E-12
    300  1.295345101683E-01  2.066801E-24  2.166135E-21  8.007815E-21  1.320528E-19  5.677615E-19  7.446282E-18  2.136959E-16  1.722897E-12
    301  1.303954523490E-01  1.320772E-24  1.401949E-21  5.179524E-21  9.166840E-20  3.953655E-19  5.667775E-18  1.728760E-16  1.338270E-12
    302  1.308549873199E-01  1.041320E-24  1.106740E-21  4.088769E-21  7.546786E-20  3.259726E-19  4.892589E-18  1.559876E-16  1.167816E-12
    303  1.312776310019E-01  8.377342E-25  8.883027E-22  3.282319E-21  6.313973E-20  2.730610E-19  4.270656E-18  1.428478E-16  1.029552E-12
    304  1.320787884157E-01  5.565741E-25  5.821825E-22  2.152936E-21  4.511150E-20  1.954971E-19  3.295911E-18  1.229609E-16  8.093127E-13
    305  1.327308179063E-01  4.003189E-25  4.104551E-22  1.519586E-21  3.437061E-20  1.491623E-19  2.665955E-18  1.104554E-16  6.627396E-13
    306  1.333821207310E-01  2.889035E-25  2.881024E-22  1.068244E-21  2.623626E-20  1.140000E-19  2.154900E-18  1.003962E-16  5.402306E-13
    307  1.339749669338E-01  2.153208E-25  2.080187E-22  7.726517E-22  2.055358E-20  8.939477E-20  1.774595E-18  9.287864E-17  4.468639E-13
    308  1.345530840576E-01  1.620482E-25  1.509259E-22  5.617240E-22  1.622136E-20  7.061134E-20  1.467812E-18  8.667072E-17  3.695371E-13
    309  1.351098094661E-01  1.235009E-25  1.104846E-22  4.121290E-22  1.292892E-20  5.631975E-20  1.222096E-18  8.148933E-17  3.059697E-13
    310  1.359304916944E-01  8.308011E-26  6.948226E-23  2.601778E-22  9.275752E-21  4.044527E-20  9.325996E-19  7.493538E-17  2.297265E-13
    311  1.363572082699E-01  6.771572E-26  5.449486E-23  2.045151E-22  7.812198E-21  3.408007E-20  8.101659E-19  7.189778E-17  1.969932E-13
    312  1.367788244083E-01  5.537453E-26  4.280486E-23  1.610261E-22  6.595644E-21  2.878634E-20  7.048197E-19  6.907205E-17  1.684730E-13
    313  1.375777712339E-01  3.792299E-26  2.702428E-23  1.021675E-22  4.793306E-21  2.093944E-20  5.412180E-19  6.411064E-17  1.242324E-13
    314  1.380438267916E-01  3.045385E-26  2.064065E-23  7.828148E-23  3.982477E-21  1.740760E-20  4.639006E-19  6.139470E-17  1.035090E-13
    315  1.384690951451E-01  2.494543E-26  1.612409E-23  6.133986E-23  3.363773E-21  1.471167E-20  4.029322E-19  5.898682E-17  8.720423E-14
    316  1.391087445178E-01  1.850123E-26  1.110770E-23  4.246500E-23  2.611041E-21  1.143063E-20  3.259043E-19  5.548529E-17  6.694302E-14
    317  1.397002518981E-01  1.405273E-26  7.863495E-24  3.020972E-23  2.067301E-21  9.059731E-21  2.678106E-19  5.235799E-17  5.214118E-14
    318  1.402705851668E-01  1.078953E-26  5.631815E-24  2.174491E-23  1.651235E-21  7.244831E-21  2.215708E-19  4.942079E-17  4.074765E-14
    319  1.408634912375E-01  8.203558E-27  3.976972E-24  1.544038E-23  1.307473E-21  5.744612E-21  1.818734E-19  4.644074E-17  3.132053E-14
    320  1.414089642241E-01  6.380711E-27  2.887312E-24  1.126994E-23  1.055173E-21  4.643015E-21  1.516436E-19  4.377915E-17  2.451032E-14
    321  1.419220762512E-01  5.040672E-27  2.136556E-24  8.383541E-24  8.626870E-22  3.802118E-21  1.277939E-19  4.134732E-17  1.942512E-14
    322  1.422771704232E-01  4.282443E-27  1.734135E-24  6.830163E-24  7.503856E-22  3.311213E-21  1.134954E-19  3.969529E-17  1.649226E-14
    323  1.426029315631E-01  3.688208E-27  1.431994E-24  5.660141E-24  6.602764E-22  2.917118E-21  1.017793E-19  3.821064E-17  1.417985E-14
    324  1.430135230101E-01  3.056113E-27  1.125202E-24  4.467920E-24  5.619955E-22  2.487030E-21  8.871277E-20  3.638559E-17  1.171864E-14
    325  1.434683796643E-01  2.482458E-27  8.617561E-25  3.439737E-24  4.701484E-22  2.084775E-21  7.618039E-20  3.442584E-17  9.491405E-15
    326  1.440315208021E-01  1.919917E-27  6.196825E-25  2.490009E-24  3.769594E-22  1.676189E-21  6.307684E-20  3.208745E-17  7.316648E-15
    327  1.445490332405E-01  1.516300E-27  4.577289E-25  1.850845E-24  3.076221E-22  1.371741E-21  5.301173E-20  3.001727E-17  5.755820E-15
    328  1.451370980342E-01  1.160198E-27  3.247418E-25  1.322758E-24  2.441827E-22  1.092737E-21  4.350289E-20  2.777734E-17  4.400528E-15
    329  1.457052374241E-01  8.962601E-28  2.333585E-25  9.574312E-25  1.953488E-22  8.775416E-22  3.593496E-20  2.572677E-17  3.415191E-15
    330  1.463107957421E-01  6.807747E-28  1.642035E-25  6.790005E-25  1.539382E-22  6.946236E-22  2.929897E-20  2.364668E-17  2.618482E-15
    331  1.468752132891E-01  5.270103E-28  1.184776E-25  4.935526E-25  1.232596E-22  5.587494E-22  2.421631E-20  2.181718E-17  2.059692E-15
    332  1.475510939381E-01  3.880660E-28  8.030959E-26  3.375492E-25  9.444289E-23  4.307176E-22  1.927302E-20  1.976722E-17  1.565103E-15
    333  1.481899111058E-01  2.906288E-28  5.569918E-26  2.360896E-25  7.338882E-23  3.368111E-22  1.552493E-20  1.795298E-17  1.220702E-15
    334  1.491767377555E-01  1.860486E-28  3.178152E-26  1.364543E-25  4.967236E-23  2.304635E-22  1.110996E-20  1.539353E-17  8.529003E-16
    335  1.497116139607E-01  1.461603E-28  2.350591E-26  1.016142E-25  4.019063E-23  1.876933E-22  9.265716E-21  1.412825E-17  7.117987E-16
    336  1.502421520731E-01  1.150315E-28  1.745026E-26  7.593555E-26  3.255648E-23  1.530993E-22  7.735771E-21  1.294189E-17  5.985850E-16
    337  1.509052103900E-01  8.530881E-29  1.205922E-26  5.289596E-26  2.501389E-23  1.187329E-22  6.173009E-21  1.156848E-17  4.874058E-16
    338  1.515352476696E-01  6.424365E-29  8.514390E-27  3.761761E-26  1.946761E-23  9.329678E-23  4.981166E-21  1.037075E-17  4.049318E-16
    339  1.521327102765E-01  4.908875E-29  6.134175E-27  2.727680E-26  1.533794E-23  7.422750E-23  4.062372E-21  9.315569E-18  3.412606E-16
    340  1.526678407657E-01  3.858356E-29  4.583879E-27  2.049372E-26  1.238515E-23  6.049983E-23  3.383911E-21  8.441590E-18  2.940510E-16
    341  1.532481602429E-01  2.972512E-29  3.351225E-27  1.506455E-26  9.819621E-24  4.848717E-23  2.775482E-21  7.567333E-18  2.511512E-16
    342  1.535863948111E-01  2.553677E-29  2.795462E-27  1.260341E-26  8.575515E-24  4.262457E-23  2.472484E-21  7.090103E-18  2.293215E-16
    343  1.538995751697E-01  2.218149E-29  2.364837E-27  1.068940E-26  7.562498E-24  3.782828E-23  2.221118E-21  6.665907E-18  2.107275E-16
    344  1.546020187628E-01  1.617667E-29  1.630024E-27  7.406513E-27  5.702804E-24  2.895700E-23  1.746328E-21  5.785728E-18  1.745082E-16
    345  1.552062305672E-01  1.233581E-29  1.187761E-27  5.417796E-27  4.472363E-24  2.302487E-23  1.420044E-21  5.103897E-18  1.484353E-16
    346  1.557875935888E-01  9.502794E-30  8.782912E-28  4.018757E-27  3.537816E-24  1.847251E-23  1.163549E-21  4.505016E-18  1.267792E-16
    347  1.566447447202E-01  6.468985E-30  5.657599E-28  2.598045E-27  2.502232E-24  1.336078E-23  8.673584E-22  3.720538E-18  1.000641E-16
    348  1.574294426159E-01  4.552108E-30  3.804286E-28  1.750940E-27  1.821449E-24  9.943773E-24  6.629922E-22  3.100172E-18  8.022200E-17
    349  1.581710514975E-01  3.262507E-30  2.625742E-28  1.210087E-27  1.347883E-24  7.526289E-24  5.142636E-22  2.586983E-18  6.460843E-17
    350  1.588328903187E-01  2.425831E-30  1.893727E-28  8.732252E-28  1.029947E-24  5.875845E-24  4.101355E-22  2.187970E-18  5.300970E-17
    351  1.594606073659E-01  1.831591E-30  1.393482E-28  6.426239E-28  7.976260E-25  4.649832E-24  3.310498E-22  1.855292E-18  4.371019E-17
    352  1.600565792087E-01  1.402546E-30  1.044076E-28  4.813940E-28  6.253433E-25  3.725395E-24  2.701983E-22  1.575840E-18  3.616518E-17
    353  1.607059625219E-01  1.047139E-30  7.647027E-29  3.524509E-28  4.795556E-25  2.929036E-24  2.167274E-22  1.310667E-18  2.926465E-17
    354  1.613957576202E-01  1.000000E-30  5.511816E-29  2.539064E-28  3.615270E-25  2.270988E-24  1.716290E-22  1.068791E-18  2.320690E-17
    355  1.620398820205E-01  1.000000E-30  4.070176E-29  1.874370E-28  2.774781E-25  1.792051E-24  1.381533E-22  8.752557E-19  1.853357E-17
    356  1.627691861850E-01  1.000000E-30  2.897255E-29  1.334279E-28  2.055559E-25  1.372393E-24  1.082441E-22  6.914329E-19  1.426495E-17
    357  1.634667099868E-01  1.000000E-30  2.099104E-29  9.673065E-29  1.541446E-25  1.064375E-24  8.585421E-23  5.456477E-19  1.100743E-17
    358  1.645369737572E-01  1.000000E-30  1.286518E-29  5.946002E-29  9.895393E-26  7.221792E-25  6.039037E-23  3.709028E-19  7.272731E-18
    359  1.651200899964E-01  1.000000E-30  9.873176E-30  4.578303E-29  7.766718E-26  5.853140E-25  4.996857E-23  2.971851E-19  5.761338E-18
