 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ar39          ar40          ar41          ar42          ar43          ar44          ar45          ar46 
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.009867E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  2.530196E-30  1.886642E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  2.616895E-29  1.363281E-29  1.573583E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  7.090309E-28  4.429120E-28  5.408293E-29  1.220046E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.522124E-26  1.067563E-26  1.377200E-27  3.075285E-28  1.222632E-29  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  7.543605E-25  6.085702E-25  9.239013E-26  3.712390E-26  2.053388E-27  2.587907E-28  1.206768E-29  1.000000E-30
     43  2.288535686070E-02  2.318444E-23  2.789897E-23  5.143839E-24  1.865622E-24  9.239398E-26  7.629748E-27  2.043391E-28  6.037577E-30
     44  2.437102778700E-02  2.061121E-22  2.962373E-22  6.306185E-23  3.126732E-23  1.891223E-24  2.478551E-25  9.783900E-27  1.096417E-27
     45  2.666254430666E-02  8.021487E-21  1.422104E-20  3.477074E-21  2.036157E-21  1.361105E-22  2.088919E-23  9.214282E-25  1.297193E-25
     46  2.807329513827E-02  9.920403E-20  2.140880E-19  5.928530E-20  3.911870E-20  2.762671E-21  4.295738E-22  1.855130E-23  2.183641E-24
     47  2.946719119355E-02  9.597909E-19  2.449012E-18  7.610954E-19  5.804431E-19  4.454820E-20  7.707947E-21  3.521240E-22  4.293825E-23
     48  2.982466835475E-02  1.716288E-18  4.654979E-18  1.520994E-18  1.279973E-18  1.054138E-19  2.128173E-20  1.101194E-21  1.856492E-22
     49  3.017238950627E-02  3.004762E-18  8.492719E-18  2.856394E-18  2.497682E-18  2.106360E-19  4.410973E-20  2.338256E-21  4.114913E-22
     50  3.052509122072E-02  5.241587E-18  1.547086E-17  5.365169E-18  4.885146E-18  4.223676E-19  9.179894E-20  4.983247E-21  9.112417E-22
     51  3.066477686677E-02  6.507666E-18  1.953839E-17  6.858109E-18  6.344998E-18  5.540160E-19  1.221952E-19  6.695946E-21  1.243174E-21
     52  3.080037159611E-02  8.028313E-18  2.450825E-17  8.704475E-18  8.179703E-18  7.211125E-19  1.613506E-19  8.923057E-21  1.681439E-21
     53  3.111325257314E-02  1.294702E-17  4.107273E-17  1.499054E-17  1.460440E-17  1.316517E-18  3.045446E-19  1.720395E-20  3.355311E-21
     54  3.147800645819E-02  2.221453E-17  7.370468E-17  2.777120E-17  2.822274E-17  2.611510E-18  6.281567E-19  3.638050E-20  7.386942E-21
     55  3.181357346897E-02  3.586674E-17  1.240163E-16  4.812193E-17  5.084947E-17  4.820405E-18  1.202126E-18  7.124648E-20  1.501532E-20
     56  3.217197145871E-02  5.872476E-17  2.122240E-16  8.498446E-17  9.364007E-17  9.110604E-18  2.361991E-18  1.434981E-19  3.147670E-20
     57  3.249951277145E-02  9.068162E-17  3.412465E-16  1.406560E-16  1.610574E-16  1.604891E-17  4.312125E-18  2.680064E-19  6.099081E-20
     58  3.262595809504E-02  1.068398E-16  4.083894E-16  1.702212E-16  1.978331E-16  1.989671E-17  5.420406E-18  3.398668E-19  7.845189E-20
     59  3.272641576722E-02  1.217365E-16  4.711763E-16  1.981473E-16  2.330441E-16  2.361158E-17  6.503877E-18  4.106767E-19  9.588133E-20
     60  3.304841700500E-02  1.835419E-16  7.394733E-16  3.200014E-16  3.910436E-16  4.057196E-17  1.158032E-17  7.479390E-19  1.811373E-19
     61  3.362823507679E-02  3.737951E-16  1.619232E-15  7.378767E-16  9.664773E-16  1.046865E-16  3.187458E-17  2.144922E-18  5.552703E-19
     62  3.417743618412E-02  7.136790E-16  3.313484E-15  1.586323E-15  2.220529E-15  2.506275E-16  8.116840E-17  5.679596E-18  1.566547E-18
     63  3.448472684867E-02  1.015078E-15  4.900656E-15  2.412338E-15  3.506253E-15  4.050743E-16  1.358655E-16  9.719945E-18  2.779490E-18
     64  3.459225947862E-02  1.147451E-15  5.616127E-15  2.791545E-15  4.111233E-15  4.788512E-16  1.625907E-16  1.172224E-17  3.394603E-18
     65  3.468161085917E-02  1.270669E-15  6.290630E-15  3.152246E-15  4.693774E-15  5.504255E-16  1.888133E-16  1.370090E-17  4.009603E-18
     66  3.501586344154E-02  1.854741E-15  9.584509E-15  4.951063E-15  7.683326E-15  9.242685E-16  3.294716E-16  2.449380E-17  7.457696E-18
     67  3.563385967804E-02  3.680716E-15  2.059903E-14  1.125833E-14  1.886979E-14  2.380270E-15  9.115578E-16  7.089927E-17  2.324770E-17
     68  3.619390900501E-02  6.759529E-15  4.069881E-14  2.342119E-14  4.212766E-14  5.549680E-15  2.269157E-15  1.838928E-16  6.449722E-17
     69  3.661379630041E-02  1.058722E-14  6.736743E-14  4.030624E-14  7.648572E-14  1.041217E-14  4.474295E-15  3.740678E-16  1.380956E-16
     70  3.704099468238E-02  1.663116E-14  1.119976E-13  6.972823E-14  1.397943E-13  1.968118E-14  8.899747E-15  7.681526E-16  2.988938E-16
     71  3.731378163516E-02  2.207360E-14  1.541599E-13  9.845817E-14  2.044938E-13  2.941821E-14  1.374582E-14  1.210940E-15  4.873757E-16
     72  3.757630769329E-02  2.884815E-14  2.086846E-13  1.366032E-13  2.935769E-13  4.312320E-14  2.079782E-14  1.868743E-15  7.771117E-16
     73  3.788075418501E-02  3.908276E-14  2.945423E-13  1.984055E-13  4.437091E-13  6.677702E-14  3.341588E-14  3.072327E-15  1.327177E-15
     74  3.819794660071E-02  5.315243E-14  4.181256E-13  2.902103E-13  6.766438E-13  1.044522E-13  5.432721E-14  5.116512E-15  2.300068E-15
     75  3.838080203158E-02  6.317468E-14  5.094462E-13  3.597627E-13  8.592902E-13  1.346092E-13  7.159421E-14  6.837060E-15  3.145167E-15
     76  3.859219912978E-02  7.693806E-14  6.385823E-13  4.600958E-13  1.130217E-12  1.800928E-13  9.830530E-14  9.540475E-15  4.507979E-15
     77  3.884096228080E-02  9.638525E-14  8.276968E-13  6.106357E-13  1.550594E-12  2.520972E-13  1.418955E-13  1.403540E-14  6.845133E-15
     78  3.907668434759E-02  1.184933E-13  1.051027E-12  7.930317E-13  2.078303E-12  3.444160E-13  1.995965E-13  2.010304E-14  1.010393E-14
     79  3.934936577490E-02  1.491076E-13  1.373234E-12  1.063530E-12  2.891254E-12  4.898935E-13  2.936883E-13  3.020710E-14  1.572244E-14
     80  3.961640452516E-02  1.849009E-13  1.766973E-12  1.403978E-12  3.956875E-12  6.852404E-13  4.247140E-13  4.459357E-14  2.402196E-14
     81  3.991996766101E-02  2.331988E-13  2.324509E-12  1.901722E-12  5.584924E-12  9.915641E-13  6.384024E-13  6.862531E-14  3.844679E-14
     82  4.019473378510E-02  2.842571E-13  2.944131E-12  2.473367E-12  7.540712E-12  1.369429E-12  9.126996E-13  1.002289E-13  5.819040E-14
     83  4.046928694587E-02  3.425351E-13  3.686915E-12  3.180833E-12  1.006946E-11  1.870632E-12  1.290798E-12  1.448190E-13  8.714392E-14
     84  4.074955599116E-02  4.089733E-13  4.579211E-12  4.059680E-12  1.335756E-11  2.539836E-12  1.816100E-12  2.082725E-13  1.300135E-13
     85  4.099011663524E-02  4.705553E-13  5.450884E-12  4.947025E-12  1.682801E-11  3.264428E-12  2.406939E-12  2.812923E-13  1.812383E-13
     86  4.118445936105E-02  5.224928E-13  6.221493E-12  5.754548E-12  2.011014E-11  3.964920E-12  2.997028E-12  3.556527E-13  2.350975E-13
     87  4.137235583218E-02  5.736837E-13  7.015766E-12  6.609564E-12  2.371014E-11  4.748769E-12  3.677096E-12  4.428698E-13  3.001135E-13
     88  4.152714488067E-02  6.159091E-13  7.699913E-12  7.364950E-12  2.699670E-11  5.477655E-12  4.326757E-12  5.275285E-13  3.648897E-13
     89  4.165981986900E-02  6.516640E-13  8.302461E-12  8.045332E-12  3.004280E-11  6.164031E-12  4.952856E-12  6.102389E-13  4.295989E-13
     90  4.188596337322E-02  7.105005E-13  9.349146E-12  9.263123E-12  3.570363E-11  7.466231E-12  6.176892E-12  7.748186E-13  5.621122E-13
     91  4.208159634323E-02  7.580212E-13  1.025790E-11  1.036126E-11  4.104989E-11  8.727169E-12  7.405353E-12  9.434746E-13  7.025606E-13
     92  4.230932596557E-02  8.078535E-13  1.129585E-11  1.166902E-11  4.774085E-11  1.034715E-11  9.043630E-12  1.173294E-12  9.007256E-13
     93  4.251598135750E-02  8.466912E-13  1.219722E-11  1.286063E-11  5.418140E-11  1.195091E-11  1.073084E-11  1.415369E-12  1.117151E-12
     94  4.274368410830E-02  8.811025E-13  1.311790E-11  1.414729E-11  6.156417E-11  1.384502E-11  1.280745E-11  1.720348E-12  1.400149E-12
     95  4.294191711445E-02  9.032560E-13  1.384000E-11  1.522316E-11  6.814705E-11  1.558697E-11  1.479892E-11  2.019746E-12  1.688427E-12
     96  4.316569238790E-02  9.193452E-13  1.455232E-11  1.636735E-11  7.565248E-11  1.763801E-11  1.724644E-11  2.396532E-12  2.064993E-12
     97  4.339365876136E-02  9.261308E-13  1.515511E-11  1.743758E-11  8.327903E-11  1.979945E-11  1.995084E-11  2.823759E-12  2.509519E-12
     98  4.362382833621E-02  9.237025E-13  1.563265E-11  1.840589E-11  9.086348E-11  2.203450E-11  2.288933E-11  3.300500E-12  3.026468E-12
     99  4.384703699487E-02  9.133339E-13  1.597140E-11  1.923013E-11  9.803976E-11  2.423676E-11  2.593356E-11  3.807709E-12  3.599440E-12
    100  4.408801045744E-02  8.945340E-13  1.620704E-11  1.999189E-11  1.055400E-10  2.664013E-11  2.943354E-11  4.407006E-12  4.305416E-12
    101  4.430336182063E-02  8.721857E-13  1.631324E-11  2.056419E-11  1.120175E-10  2.880824E-11  3.275818E-11  4.991604E-12  5.022861E-12
    102  4.453208602613E-02  8.441026E-13  1.633301E-11  2.107010E-11  1.186718E-10  3.113257E-11  3.650317E-11  5.667097E-12  5.885001E-12
    103  4.474836808964E-02  8.144796E-13  1.627573E-11  2.146084E-11  1.247642E-10  3.335398E-11  4.026167E-11  6.362256E-12  6.807172E-12
    104  4.497736119052E-02  7.809519E-13  1.614939E-11  2.179466E-11  1.310418E-10  3.574057E-11  4.449536E-11  7.164635E-12  7.912578E-12
    105  4.517199675598E-02  7.513513E-13  1.599791E-11  2.202165E-11  1.362607E-10  3.780346E-11  4.831891E-11  7.905876E-12  8.970397E-12
    106  4.536038532241E-02  7.220681E-13  1.581725E-11  2.219493E-11  1.412119E-10  3.983100E-11  5.222785E-11  8.679203E-12  1.010953E-11
    107  4.552484255766E-02  6.961360E-13  1.563343E-11  2.230842E-11  1.454372E-10  4.162125E-11  5.580937E-11  9.401242E-12  1.120481E-11
    108  4.581275722245E-02  6.499090E-13  1.524930E-11  2.241156E-11  1.525061E-10  4.476828E-11  6.243351E-11  1.077086E-11  1.336511E-11
    109  4.603616864208E-02  6.132695E-13  1.489027E-11  2.239190E-11  1.575464E-10  4.717298E-11  6.783200E-11  1.192152E-11  1.526496E-11
    110  4.624194314299E-02  5.785460E-13  1.450024E-11  2.227302E-11  1.616393E-10  4.929242E-11  7.291702E-11  1.303692E-11  1.718585E-11
    111  4.641297951594E-02  5.492083E-13  1.413476E-11  2.209892E-11  1.645732E-10  5.095846E-11  7.718408E-11  1.399845E-11  1.890641E-11
    112  4.656990459822E-02  5.219620E-13  1.376565E-11  2.187459E-11  1.668211E-10  5.238402E-11  8.108662E-11  1.490070E-11  2.057888E-11
    113  4.671253119976E-02  4.970050E-13  1.340266E-11  2.161540E-11  1.684531E-10  5.357641E-11  8.459057E-11  1.573163E-11  2.217230E-11
    114  4.684580987606E-02  4.736063E-13  1.304104E-11  2.132564E-11  1.695997E-10  5.458984E-11  8.780321E-11  1.651292E-11  2.372028E-11
    115  4.697520204195E-02  4.509121E-13  1.267095E-11  2.100150E-11  1.703490E-10  5.547225E-11  9.084565E-11  1.727208E-11  2.527388E-11
    116  4.709649788536E-02  4.297457E-13  1.230885E-11  2.066100E-11  1.707203E-10  5.620338E-11  9.361449E-11  1.798130E-11  2.677252E-11
    117  4.721637454993E-02  4.090123E-13  1.193852E-11  2.029176E-11  1.707721E-10  5.683118E-11  9.625986E-11  1.867733E-11  2.829085E-11
    118  4.732862910872E-02  3.898362E-13  1.158231E-11  1.991870E-11  1.705400E-10  5.733193E-11  9.864624E-11  1.932269E-11  2.974385E-11
    119  4.750539400184E-02  3.602602E-13  1.100724E-11  1.928331E-11  1.696400E-10  5.794817E-11  1.022093E-10  2.032221E-11  3.208759E-11
    120  4.767210524850E-02  3.332433E-13  1.045446E-11  1.863793E-11  1.682204E-10  5.833789E-11  1.053364E-10  2.124203E-11  3.435519E-11
    121  4.783406579930E-02  3.079661E-13  9.913144E-12  1.797610E-11  1.663469E-10  5.854273E-11  1.081455E-10  2.211047E-11  3.660545E-11
    122  4.799263518131E-02  2.842448E-13  9.383189E-12  1.730133E-11  1.640722E-10  5.858120E-11  1.106664E-10  2.293312E-11  3.884817E-11
    123  4.815339657435E-02  2.612374E-13  8.847525E-12  1.659261E-11  1.613280E-10  5.845214E-11  1.129677E-10  2.373306E-11  4.115286E-11
    124  4.832264594384E-02  2.383511E-13  8.293241E-12  1.583366E-11  1.580557E-10  5.815907E-11  1.151361E-10  2.454076E-11  4.361422E-11
    125  4.849826454798E-02  2.160963E-13  7.732414E-12  1.503973E-11  1.542965E-10  5.769615E-11  1.171107E-10  2.533954E-11  4.620141E-11
    126  4.867786870736E-02  1.949254E-13  7.177342E-12  1.422825E-11  1.501230E-10  5.706824E-11  1.188419E-10  2.611306E-11  4.887691E-11
    127  4.885872256535E-02  1.752181E-13  6.640026E-12  1.341806E-11  1.456368E-10  5.629110E-11  1.202931E-10  2.684566E-11  5.159518E-11
    128  4.903755607841E-02  1.572838E-13  6.132003E-12  1.262909E-11  1.409685E-10  5.539184E-11  1.214421E-10  2.752233E-11  5.430010E-11
    129  4.921259737621E-02  1.411722E-13  5.658425E-12  1.187271E-11  1.362161E-10  5.439635E-11  1.222929E-10  2.813648E-11  5.695640E-11
    130  4.938368810460E-02  1.267417E-13  5.218834E-12  1.115164E-11  1.314297E-10  5.332207E-11  1.228627E-10  2.868832E-11  5.955258E-11
    131  4.955132280349E-02  1.138003E-13  4.810705E-12  1.046485E-11  1.266319E-10  5.217988E-11  1.231688E-10  2.917989E-11  6.208660E-11
    132  4.971624312404E-02  1.021591E-13  4.430934E-12  9.809802E-12  1.218301E-10  5.097575E-11  1.232239E-10  2.961312E-11  6.455941E-11
    133  4.987811857735E-02  9.171957E-14  4.078875E-12  9.187792E-12  1.170563E-10  4.972127E-11  1.230366E-10  2.998648E-11  6.695497E-11
    134  5.003799836445E-02  8.226859E-14  3.749283E-12  8.591038E-12  1.122628E-10  4.840128E-11  1.225818E-10  3.029408E-11  6.926484E-11
    135  5.019682549602E-02  7.370761E-14  3.440863E-12  8.019516E-12  1.074705E-10  4.702757E-11  1.218856E-10  3.054181E-11  7.149870E-11
    136  5.035511419132E-02  6.594205E-14  3.151885E-12  7.471584E-12  1.026783E-10  4.560092E-11  1.209450E-10  3.072770E-11  7.364827E-11
    137  5.051299755300E-02  5.890299E-14  2.881298E-12  6.946647E-12  9.789189E-11  4.412332E-11  1.197533E-10  3.084781E-11  7.569629E-11
    138  5.067010535678E-02  5.254642E-14  2.628857E-12  6.445598E-12  9.313087E-11  4.260108E-11  1.183075E-10  3.089751E-11  7.761679E-11
    139  5.082726902819E-02  4.678437E-14  2.392409E-12  5.965436E-12  8.837709E-11  4.102843E-11  1.165919E-10  3.087205E-11  7.939569E-11
    140  5.098506829486E-02  4.155215E-14  2.170472E-12  5.504240E-12  8.361952E-11  3.940103E-11  1.145877E-10  3.076487E-11  8.101038E-11
    141  5.114361869269E-02  3.680827E-14  1.962369E-12  5.061612E-12  7.886102E-11  3.771883E-11  1.122791E-10  3.056848E-11  8.242817E-11
    142  5.130328078870E-02  3.250831E-14  1.767175E-12  4.636550E-12  7.409746E-11  3.597916E-11  1.096447E-10  3.027419E-11  8.361349E-11
    143  5.146205644840E-02  2.866763E-14  1.586682E-12  4.234064E-12  6.939525E-11  3.420606E-11  1.067072E-10  2.987887E-11  8.451336E-11
    144  5.162089365231E-02  2.522360E-14  1.419060E-12  3.851277E-12  6.473368E-11  3.239229E-11  1.034439E-10  2.937462E-11  8.509576E-11
    145  5.177902725711E-02  2.215734E-14  1.264443E-12  3.489653E-12  6.014384E-11  3.055070E-11  9.986775E-11  2.875892E-11  8.531978E-11
    146  5.193558292952E-02  1.944052E-14  1.122402E-12  3.149282E-12  5.564218E-11  2.868803E-11  9.598011E-11  2.802591E-11  8.513631E-11
    147  5.207655208218E-02  1.725050E-14  1.003897E-12  2.858795E-12  5.164884E-11  2.698910E-11  9.220589E-11  2.726317E-11  8.460654E-11
    148  5.220437120847E-02  1.546055E-14  9.039569E-13  2.608761E-12  4.809027E-11  2.543769E-11  8.857236E-11  2.648829E-11  8.381034E-11
    149  5.240275279905E-02  1.302137E-14  7.624576E-13  2.245948E-12  4.270736E-11  2.302221E-11  8.256299E-11  2.513134E-11  8.194761E-11
    150  5.258707116153E-02  1.109182E-14  6.452405E-13  1.936578E-12  3.788972E-11  2.078812E-11  7.662578E-11  2.371088E-11  7.951220E-11
    151  5.276353482958E-02  9.518449E-15  5.453212E-13  1.665633E-12  3.347679E-11  1.867955E-11  7.068809E-11  2.222118E-11  7.654412E-11
    152  5.293536770993E-02  8.219016E-15  4.590916E-13  1.425692E-12  2.939896E-11  1.667607E-11  6.474342E-11  2.066776E-11  7.308015E-11
    153  5.310288915571E-02  7.151575E-15  3.850574E-13  1.214502E-12  2.566081E-11  1.479079E-11  5.887526E-11  1.907863E-11  6.920467E-11
    154  5.325369291828E-02  6.342467E-15  3.264688E-13  1.043479E-12  2.251818E-11  1.316785E-11  5.360504E-11  1.760724E-11  6.535201E-11
    155  5.339308966526E-02  5.709859E-15  2.787368E-13  9.012369E-13  1.981541E-11  1.174261E-11  4.880394E-11  1.623199E-11  6.154094E-11
    156  5.362726198018E-02  4.866283E-15  2.114470E-13  6.954871E-13  1.573948E-11  9.537462E-12  4.103871E-11  1.393920E-11  5.476736E-11
    157  5.383816121000E-02  4.306185E-15  1.632731E-13  5.436148E-13  1.257922E-11  7.776262E-12  3.451818E-11  1.194855E-11  4.847920E-11
    158  5.403768730975E-02  3.919435E-15  1.271983E-13  4.267173E-13  1.003590E-11  6.321392E-12  2.889262E-11  1.018194E-11  4.258632E-11
    159  5.422986619970E-02  3.653802E-15  1.000028E-13  3.363229E-13  7.984600E-12  5.119792E-12  2.406056E-11  8.626328E-12  3.714788E-11
    160  5.440569294967E-02  3.483912E-15  8.059813E-14  2.703048E-13  6.426095E-12  4.187068E-12  2.017579E-11  7.348038E-12  3.249478E-11
    161  5.456994612052E-02  3.374951E-15  6.641072E-14  2.210203E-13  5.219118E-12  3.450832E-12  1.701296E-11  6.287336E-12  2.849802E-11
    162  5.485681963417E-02  3.268790E-15  4.882107E-14  1.583409E-13  3.608102E-12  2.444808E-12  1.252378E-11  4.746876E-12  2.245045E-11
    163  5.511708850657E-02  3.233720E-15  3.868159E-14  1.211453E-13  2.589710E-12  1.791385E-12  9.478470E-12  3.674923E-12  1.805048E-11
    164  5.536560227933E-02  3.231159E-15  3.251834E-14  9.803599E-14  1.914823E-12  1.348424E-12  7.338091E-12  2.906180E-12  1.478670E-11
    165  5.559867087093E-02  3.242408E-15  2.883609E-14  8.406218E-14  1.477150E-12  1.055868E-12  5.883274E-12  2.376064E-12  1.248593E-11
    166  5.582344501454E-02  3.257960E-15  2.655567E-14  7.543326E-14  1.184329E-12  8.575296E-13  4.877112E-12  2.006683E-12  1.087269E-11
    167  5.608267729631E-02  3.274912E-15  2.492326E-14  6.945539E-14  9.581248E-13  7.032270E-13  4.087352E-12  1.717852E-12  9.639132E-12
    168  5.632179590432E-02  3.285825E-15  2.400010E-14  6.637857E-14  8.214038E-13  6.102500E-13  3.616797E-12  1.550229E-12  8.985641E-12
    169  5.658568452696E-02  3.290464E-15  2.335526E-14  6.464677E-14  7.222247E-13  5.440509E-13  3.297263E-12  1.444604E-12  8.685154E-12
    170  5.682194908758E-02  3.287321E-15  2.296363E-14  6.399023E-14  6.626286E-13  5.057955E-13  3.131826E-12  1.399828E-12  8.703798E-12
    171  5.707748662895E-02  3.276166E-15  2.264275E-14  6.383546E-14  6.172276E-13  4.783598E-13  3.036457E-12  1.387414E-12  8.954835E-12
    172  5.730159219632E-02  3.260040E-15  2.240453E-14  6.397914E-14  5.874707E-13  4.617025E-13  2.998820E-12  1.397345E-12  9.325802E-12
    173  5.769211250520E-02  3.219096E-15  2.202213E-14  6.455695E-14  5.480317E-13  4.416812E-13  2.990961E-12  1.442832E-12  1.022008E-11
    174  5.804755660481E-02  3.169183E-15  2.167249E-14  6.525446E-14  5.191530E-13  4.282005E-13  3.014123E-12  1.501178E-12  1.123703E-11
    175  5.837706807704E-02  3.113158E-15  2.132959E-14  6.595023E-14  4.952518E-13  4.172415E-13  3.043441E-12  1.561592E-12  1.230863E-11
    176  5.868213309337E-02  3.053800E-15  2.099078E-14  6.659863E-14  4.744951E-13  4.075060E-13  3.069945E-12  1.619360E-12  1.339197E-11
    177  5.897372529375E-02  2.991002E-15  2.064595E-14  6.720282E-14  4.554951E-13  3.982408E-13  3.091474E-12  1.674480E-12  1.450044E-11
    178  5.927019313219E-02  2.921684E-15  2.027363E-14  6.778747E-14  4.368690E-13  3.887453E-13  3.107939E-12  1.729395E-12  1.569562E-11
    179  5.955970264735E-02  2.849272E-15  1.988913E-14  6.832028E-14  4.193030E-13  3.793774E-13  3.118031E-12  1.781334E-12  1.692764E-11
