 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                cr59          cr60          cr61          cr62          cr63          cr64          cr65          cr66 
     52  3.080037159611E-02  2.275760E-26  3.706320E-28  5.153826E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  5.389544E-26  9.029385E-28  1.278623E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.456663E-25  2.522766E-27  3.649061E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  3.592662E-25  6.416567E-27  9.464965E-29  1.740175E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  9.296704E-25  1.716203E-26  2.585108E-28  4.982605E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  2.190971E-24  4.169755E-26  6.402772E-28  1.268894E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  3.040146E-24  5.854086E-26  9.055582E-28  1.814024E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  3.948711E-24  7.675335E-26  1.194300E-27  2.413111E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  9.080708E-24  1.819209E-25  2.884747E-27  5.992114E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  3.998682E-23  8.475112E-25  1.392001E-26  3.045563E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.582053E-22  3.528780E-24  5.980794E-26  1.370427E-27  3.687926E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  3.407847E-22  7.828767E-24  1.351043E-25  3.179526E-27  8.670227E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  4.452822E-22  1.033586E-23  1.795043E-25  4.264428E-27  1.167147E-29  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  5.565172E-22  1.302998E-23  2.274915E-25  5.447058E-27  1.495419E-29  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.279559E-21  3.094708E-23  5.510922E-25  1.358966E-26  3.774137E-29  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  5.952262E-21  1.532700E-22  2.835248E-24  7.403564E-26  2.102800E-28  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  2.347807E-20  6.378837E-22  1.218507E-23  3.338879E-25  9.663443E-28  4.445929E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  6.584086E-20  1.865317E-21  3.653344E-23  1.039649E-24  3.053808E-27  1.478447E-29  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.877406E-19  5.550918E-21  1.115064E-22  3.297377E-24  9.831819E-27  4.992753E-29  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  3.652390E-19  1.109648E-20  2.264997E-22  6.862142E-24  2.065499E-26  1.080764E-28  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  6.911009E-19  2.156567E-20  4.471808E-22  1.387748E-23  4.216477E-26  2.273519E-28  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.439728E-18  4.634205E-20  9.785814E-22  3.122541E-23  9.590962E-26  5.354590E-28  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  3.071481E-18  1.021290E-19  2.197917E-21  7.220352E-23  2.243062E-25  1.298776E-27  1.140938E-30  1.000000E-30
     75  3.838080203158E-02  4.735282E-18  1.604334E-19  3.490612E-21  1.166113E-22  3.646424E-25  2.156285E-27  1.895481E-30  1.000000E-30
     76  3.859219912978E-02  7.806260E-18  2.703117E-19  5.956263E-21  2.029009E-22  6.393121E-25  3.874212E-27  3.403220E-30  1.000000E-30
     77  3.884096228080E-02  1.398471E-17  4.968938E-19  1.111355E-20  3.873993E-22  1.231640E-24  7.682662E-27  6.743083E-30  1.000000E-30
     78  3.907668434759E-02  2.416013E-17  8.797240E-19  1.995621E-20  7.110147E-22  2.279834E-24  1.461741E-26  1.281962E-29  1.000000E-30
     79  3.934936577490E-02  4.515265E-17  1.691578E-18  3.900675E-20  1.425486E-21  4.616170E-24  3.055784E-26  2.677506E-29  1.000000E-30
     80  3.961640452516E-02  8.263162E-17  3.183521E-18  7.459819E-20  2.794969E-21  9.139283E-24  6.242993E-26  5.465264E-29  1.000000E-30
     81  3.991996766101E-02  1.626412E-16  6.469559E-18  1.543950E-19  5.951608E-21  1.967792E-23  1.393279E-25  1.218464E-28  1.000000E-30
     82  4.019473378510E-02  2.972851E-16  1.217400E-17  2.953799E-19  1.168413E-20  3.902176E-23  2.854464E-25  2.494005E-28  1.000000E-30
     83  4.046928694587E-02  5.386238E-16  2.270829E-17  5.601554E-19  2.273741E-20  7.670376E-23  5.796980E-25  5.060276E-28  1.837097E-30
     84  4.074955599116E-02  9.787236E-16  4.251655E-17  1.066697E-18  4.446388E-20  1.515552E-22  1.184537E-24  1.033025E-27  3.836090E-30
     85  4.099011663524E-02  1.618776E-15  7.215806E-17  1.836917E-18  7.834033E-20  2.694090E-22  2.167533E-24  1.888759E-27  7.165746E-30
     86  4.118445936105E-02  2.413946E-15  1.098726E-16  2.830064E-18  1.229471E-19  4.258597E-22  3.507404E-24  3.054316E-27  1.179005E-29
     87  4.137235583218E-02  3.531071E-15  1.640079E-16  4.272796E-18  1.889809E-19  6.591645E-22  5.553646E-24  4.833187E-27  1.897290E-29
     88  4.152714488067E-02  4.807639E-15  2.270661E-16  5.971327E-18  2.680397E-19  9.403132E-22  8.072348E-24  7.021520E-27  2.794850E-29
     89  4.165981986900E-02  6.241921E-15  2.990742E-16  7.928477E-18  3.604406E-19  1.270726E-21  1.108602E-23  9.638625E-27  3.882601E-29
     90  4.188596337322E-02  9.668129E-15  4.747609E-16  1.275987E-17  5.928118E-19  2.107661E-21  1.890104E-23  1.642100E-26  6.751003E-29
     91  4.208159634323E-02  1.400929E-14  7.027573E-16  1.911325E-17  9.048499E-19  3.240691E-21  2.976449E-23  2.584232E-26  1.081413E-28
     92  4.230932596557E-02  2.139685E-14  1.100415E-15  3.034582E-17  1.468530E-18  5.304608E-21  5.009988E-23  4.346550E-26  1.856920E-28
     93  4.251598135750E-02  3.119618E-14  1.641166E-15  4.583035E-17  2.262634E-18  8.236779E-21  7.979438E-23  6.918105E-26  3.011737E-28
     94  4.274368410830E-02  4.687755E-14  2.528736E-15  7.160221E-17  3.613907E-18  1.326927E-20  1.322083E-22  1.145388E-25  5.091353E-28
     95  4.294191711445E-02  6.639233E-14  3.660684E-15  1.049134E-16  5.398178E-18  1.996956E-20  2.039036E-22  1.765392E-25  7.991445E-28
     96  4.316569238790E-02  9.770543E-14  5.522437E-15  1.604457E-16  8.437514E-18  3.147866E-20  3.304665E-22  2.859121E-25  1.321213E-27
     97  4.339365876136E-02  1.439375E-13  8.344410E-15  2.458331E-16  1.321916E-17  4.974696E-20  5.372834E-22  4.645090E-25  2.192296E-27
     98  4.362382833621E-02  2.116921E-13  1.259153E-14  3.762133E-16  2.069148E-17  7.855253E-20  8.731220E-22  7.543123E-25  3.636974E-27
     99  4.384703699487E-02  3.064158E-13  1.868688E-14  5.660101E-16  3.182032E-17  1.218356E-19  1.392599E-21  1.202266E-24  5.918705E-27
    100  4.408801045744E-02  4.550309E-13  2.851173E-14  8.764400E-16  5.045595E-17  1.949793E-19  2.297128E-21  1.981696E-24  9.978315E-27
    101  4.430336182063E-02  6.465087E-13  4.150498E-14  1.292806E-15  7.602605E-17  2.962295E-19  3.586024E-21  3.091575E-24  1.588488E-26
    102  4.453208602613E-02  9.366600E-13  6.170854E-14  1.949290E-15  1.172588E-16  4.609292E-19  5.743528E-21  4.948186E-24  2.597844E-26
    103  4.474836808964E-02  1.326461E-12  8.956090E-14  2.866960E-15  1.762055E-16  6.984461E-19  8.945202E-21  7.701538E-24  4.126976E-26
    104  4.497736119052E-02  1.910911E-12  1.324308E-13  4.299414E-15  2.703396E-16  1.081111E-18  1.425525E-20  1.226505E-23  6.716850E-26
    105  4.517199675598E-02  2.596896E-12  1.840156E-13  6.046127E-15  3.876249E-16  1.561883E-18  2.111190E-20  1.815414E-23  1.012794E-25
    106  4.536038532241E-02  3.480496E-12  2.520061E-13  8.376728E-15  5.472580E-16  2.221302E-18  3.075697E-20  2.643357E-23  1.501476E-25
    107  4.552484255766E-02  4.476154E-12  3.302735E-13  1.109021E-14  7.365696E-16  3.008908E-18  4.254913E-20  3.655098E-23  2.109125E-25
    108  4.581275722245E-02  6.875566E-12  5.244208E-13  1.792510E-14  1.225448E-15  5.062526E-18  7.428446E-20  6.376084E-23  3.782398E-25
    109  4.603616864208E-02  9.480115E-12  7.420014E-13  2.571480E-14  1.798040E-15  7.493262E-18  1.131663E-19  9.707409E-23  5.884298E-25
    110  4.624194314299E-02  1.261741E-11  1.011411E-12  3.550031E-14  2.534414E-15  1.064765E-17  1.651413E-19  1.415784E-22  8.754719E-25
    111  4.641297951594E-02  1.587769E-11  1.298326E-12  4.605588E-14  3.345427E-15  1.414968E-17  2.243761E-19  1.922723E-22  1.208860E-24
    112  4.656990459822E-02  1.948052E-11  1.622341E-12  5.811182E-14  4.288884E-15  1.825249E-17  2.953951E-19  2.530236E-22  1.615308E-24
    113  4.671253119976E-02  2.333591E-11  1.976074E-12  7.141087E-14  5.347346E-15  2.288540E-17  3.773107E-19  3.230672E-22  2.091372E-24
    114  4.684580987606E-02  2.750232E-11  2.365504E-12  8.619348E-14  6.542434E-15  2.814785E-17  4.722042E-19  4.041774E-22  2.650761E-24
    115  4.697520204195E-02  3.212864E-11  2.805677E-12  1.030565E-13  7.926260E-15  3.427652E-17  5.848128E-19  5.003955E-22  3.323671E-24
    116  4.709649788536E-02  3.704144E-11  3.281122E-12  1.214314E-13  9.455856E-15  4.108805E-17  7.122337E-19  6.092337E-22  4.095058E-24
    117  4.721637454993E-02  4.250025E-11  3.818155E-12  1.423628E-13  1.122246E-14  4.899678E-17  8.627614E-19  7.377682E-22  5.017838E-24
    118  4.732862910872E-02  4.820797E-11  4.388622E-12  1.647789E-13  1.313962E-14  5.762329E-17  1.029705E-18  8.802772E-22  6.053680E-24
    119  4.750539400184E-02  5.849529E-11  5.437508E-12  2.064186E-13  1.676100E-14  7.402338E-17  1.353827E-18  1.156857E-21  8.095760E-24
    120  4.767210524850E-02  6.983196E-11  6.620750E-12  2.539592E-13  2.097746E-14  9.326263E-17  1.743537E-18  1.489262E-21  1.059543E-23
    121  4.783406579930E-02  8.257304E-11  7.980684E-12  3.092286E-13  2.597213E-14  1.162174E-16  2.219572E-18  1.895137E-21  1.370155E-23
    122  4.799263518131E-02  9.691277E-11  9.545004E-12  3.735169E-13  3.188886E-14  1.436012E-16  2.800626E-18  2.390365E-21  1.755679E-23
    123  4.815339657435E-02  1.135854E-10  1.140371E-11  4.507523E-13  3.912741E-14  1.773366E-16  3.533021E-18  3.014350E-21  2.249764E-23
    124  4.832264594384E-02  1.337525E-10  1.370297E-11  5.473917E-13  4.835609E-14  2.206582E-16  4.495999E-18  3.834482E-21  2.910704E-23
    125  4.849826454798E-02  1.578874E-10  1.651971E-11  6.671980E-13  6.002325E-14  2.758402E-16  5.753203E-18  4.904791E-21  3.789274E-23
    126  4.867786870736E-02  1.864086E-10  1.992937E-11  8.140061E-13  7.461054E-14  3.453692E-16  7.377912E-18  6.287450E-21  4.945939E-23
    127  4.885872256535E-02  2.195861E-10  2.399353E-11  9.911706E-13  9.257677E-14  4.316775E-16  9.447157E-18  8.047765E-21  6.447095E-23
    128  4.903755607841E-02  2.573841E-10  2.873760E-11  1.200535E-12  1.142443E-13  5.365834E-16  1.202749E-17  1.024208E-20  8.354572E-23
    129  4.921259737621E-02  2.998142E-10  3.419195E-11  1.444173E-12  1.399683E-13  6.620904E-16  1.519325E-17  1.293332E-20  1.073860E-22
    130  4.938368810460E-02  3.471282E-10  4.041833E-11  1.725606E-12  1.702701E-13  8.110499E-16  1.904434E-17  1.620611E-20  1.369187E-22
    131  4.955132280349E-02  3.997479E-10  4.750399E-11  2.049609E-12  2.058313E-13  9.871592E-16  2.370867E-17  2.016880E-20  1.733312E-22
    132  4.971624312404E-02  4.582362E-10  5.556038E-11  2.422222E-12  2.475075E-13  1.195057E-15  2.934735E-17  2.495789E-20  2.181298E-22
    133  4.987811857735E-02  5.228034E-10  6.465531E-11  2.847616E-12  2.959815E-13  1.438602E-15  3.610943E-17  3.069952E-20  2.727918E-22
    134  5.003799836445E-02  5.942668E-10  7.494713E-11  3.334344E-12  3.524743E-13  1.724444E-15  4.423235E-17  3.759483E-20  3.395846E-22
    135  5.019682549602E-02  6.734773E-10  8.660988E-11  3.892031E-12  4.184007E-13  2.060376E-15  5.400130E-17  4.588533E-20  4.212921E-22
    136  5.035511419132E-02  7.612347E-10  9.982137E-11  4.530799E-12  4.953115E-13  2.455051E-15  6.574609E-17  5.585022E-20  5.212141E-22
    137  5.051299755300E-02  8.581793E-10  1.147467E-10  5.260494E-12  5.848063E-13  2.917564E-15  7.983137E-17  6.779813E-20  6.431151E-22
    138  5.067010535678E-02  9.645725E-10  1.315015E-10  6.088841E-12  6.883022E-13  3.456249E-15  9.662112E-17  8.203694E-20  7.909359E-22
    139  5.082726902819E-02  1.081424E-09  1.503302E-10  7.030292E-12  8.081507E-13  4.084528E-15  1.166653E-16  9.903208E-20  9.704808E-22
    140  5.098506829486E-02  1.209634E-09  1.714789E-10  8.099946E-12  9.469300E-13  4.817347E-15  1.406028E-16  1.193240E-19  1.188674E-21
    141  5.114361869269E-02  1.349670E-09  1.951416E-10  9.310867E-12  1.107109E-12  5.669437E-15  1.691112E-16  1.434860E-19  1.453175E-21
    142  5.130328078870E-02  1.502048E-09  2.215386E-10  1.067808E-11  1.291585E-12  6.658208E-15  2.030104E-16  1.722112E-19  1.773414E-21
    143  5.146205644840E-02  1.664567E-09  2.504267E-10  1.219292E-11  1.500164E-12  7.784796E-15  2.426049E-16  2.057562E-19  2.154359E-21
    144  5.162089365231E-02  1.837403E-09  2.819807E-10  1.386867E-11  1.735735E-12  9.067188E-15  2.888256E-16  2.449081E-19  2.607374E-21
    145  5.177902725711E-02  2.018486E-09  3.159773E-10  1.569801E-11  1.998439E-12  1.050880E-14  3.421374E-16  2.900589E-19  3.139826E-21
    146  5.193558292952E-02  2.205016E-09  3.520423E-10  1.766517E-11  2.287202E-12  1.210645E-14  4.027938E-16  3.414217E-19  3.757287E-21
    147  5.207655208218E-02  2.377211E-09  3.863385E-10  1.956126E-11  2.571602E-12  1.369262E-14  4.645665E-16  3.937222E-19  4.397805E-21
    148  5.220437120847E-02  2.534991E-09  4.186842E-10  2.137271E-11  2.848909E-12  1.525090E-14  5.267092E-16  4.463291E-19  5.053267E-21
    149  5.240275279905E-02  2.778387E-09  4.705497E-10  2.432673E-11  3.313210E-12  1.788523E-14  6.349776E-16  5.379701E-19  6.220178E-21
    150  5.258707116153E-02  2.996338E-09  5.194693E-10  2.717439E-11  3.775981E-12  2.054261E-14  7.483183E-16  6.338885E-19  7.474235E-21
    151  5.276353482958E-02  3.190360E-09  5.656588E-10  2.992695E-11  4.239179E-12  2.323539E-14  8.675398E-16  7.347686E-19  8.828145E-21
    152  5.293536770993E-02  3.358512E-09  6.086572E-10  3.255851E-11  4.699259E-12  2.594545E-14  9.923061E-16  8.403259E-19  1.028337E-20
    153  5.310288915571E-02  3.496229E-09  6.473188E-10  3.500082E-11  5.145162E-12  2.861020E-14  1.120226E-15  9.485376E-19  1.181761E-20
    154  5.325369291828E-02  3.593230E-09  6.782424E-10  3.702975E-11  5.534078E-12  3.097088E-14  1.238608E-15  1.048669E-18  1.327815E-20
    155  5.339308966526E-02  3.656923E-09  7.027129E-10  3.871104E-11  5.874503E-12  3.307192E-14  1.348814E-15  1.141875E-18  1.467653E-20
    156  5.362726198018E-02  3.702005E-09  7.331143E-10  4.099893E-11  6.383925E-12  3.630099E-14  1.530137E-15  1.295210E-18  1.707236E-20
    157  5.383816121000E-02  3.672068E-09  7.472347E-10  4.236039E-11  6.751101E-12  3.873715E-14  1.682243E-15  1.423819E-18  1.920042E-20
    158  5.403768730975E-02  3.583044E-09  7.481803E-10  4.296345E-11  6.999867E-12  4.050987E-14  1.809681E-15  1.531557E-18  2.110463E-20
    159  5.422986619970E-02  3.445951E-09  7.377078E-10  4.289107E-11  7.138380E-12  4.165424E-14  1.912276E-15  1.618282E-18  2.277005E-20
    160  5.440569294967E-02  3.282268E-09  7.189074E-10  4.227581E-11  7.174595E-12  4.218392E-14  1.985632E-15  1.680282E-18  2.409934E-20
    161  5.456994612052E-02  3.102189E-09  6.941564E-10  4.125650E-11  7.130617E-12  4.222367E-14  2.034554E-15  1.721626E-18  2.513877E-20
    162  5.485681963417E-02  2.743322E-09  6.373234E-10  3.859035E-11  6.886704E-12  4.128931E-14  2.072741E-15  1.753886E-18  2.642651E-20
    163  5.511708850657E-02  2.390949E-09  5.747353E-10  3.539372E-11  6.502802E-12  3.943108E-14  2.054695E-15  1.738616E-18  2.695739E-20
    164  5.536560227933E-02  2.051830E-09  5.095848E-10  3.189231E-11  6.024856E-12  3.693017E-14  1.994184E-15  1.687458E-18  2.689027E-20
    165  5.559867087093E-02  1.746003E-09  4.471602E-10  2.841328E-11  5.509992E-12  3.411959E-14  1.905164E-15  1.612207E-18  2.636094E-20
    166  5.582344501454E-02  1.470708E-09  3.880257E-10  2.501976E-11  4.976340E-12  3.111966E-14  1.794914E-15  1.519013E-18  2.546335E-20
    167  5.608267729631E-02  1.185710E-09  3.237904E-10  2.123450E-11  4.349065E-12  2.750837E-14  1.647296E-15  1.394233E-18  2.405537E-20
    168  5.632179590432E-02  9.576362E-10  2.699707E-10  1.798408E-11  3.784493E-12  2.419068E-14  1.499729E-15  1.269491E-18  2.249488E-20
    169  5.658568452696E-02  7.454829E-10  2.177061E-10  1.475557E-11  3.199670E-12  2.069235E-14  1.333055E-15  1.128591E-18  2.059796E-20
    170  5.682194908758E-02  5.890049E-10  1.775433E-10  1.222155E-11  2.722499E-12  1.779172E-14  1.186339E-15  1.004553E-18  1.882686E-20
    171  5.707748662895E-02  4.518289E-10  1.409546E-10  9.867350E-12  2.263205E-12  1.495911E-14  1.035401E-15  8.769327E-19  1.691496E-20
    172  5.730159219632E-02  3.554728E-10  1.142966E-10  8.120188E-12  1.910905E-12  1.275727E-14  9.124422E-16  7.729582E-19  1.529158E-20
    173  5.769211250520E-02  2.310654E-10  7.833910E-11  5.711305E-12  1.405885E-12  9.551438E-15  7.235217E-16  6.131805E-19  1.267982E-20
    174  5.804755660481E-02  1.545626E-10  5.500168E-11  4.105481E-12  1.053033E-12  7.269601E-15  5.804289E-16  4.921330E-19  1.059867E-20
    175  5.837706807704E-02  1.062426E-10  3.954433E-11  3.016794E-12  8.038539E-13  5.632323E-15  4.721803E-16  4.005402E-19  8.958111E-21
    176  5.868213309337E-02  7.541508E-11  2.926890E-11  2.278612E-12  6.290564E-13  4.468773E-15  3.919464E-16  3.326397E-19  7.703895E-21
    177  5.897372529375E-02  5.491446E-11  2.218539E-11  1.761045E-12  5.029956E-13  3.620896E-15  3.316603E-16  2.816174E-19  6.745015E-21
    178  5.927019313219E-02  4.052862E-11  1.705796E-11  1.381117E-12  4.084085E-13  2.980013E-15  2.853010E-16  2.423872E-19  6.007954E-21
    179  5.955970264735E-02  3.098032E-11  1.357322E-11  1.120473E-12  3.427912E-13  2.534580E-15  2.533966E-16  2.154071E-19  5.521664E-21
