 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                w173          w174          w175          w176          w177          w178          w179          w180 
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.008620E-30  1.031405E-30  1.003588E-30  1.000005E-30  1.004251E-30  1.002564E-30  1.002373E-30  1.000926E-30
      3  6.264265632874E-16  1.126135E-30  1.215608E-30  1.031435E-30  1.002214E-30  1.026634E-30  1.016276E-30  1.014947E-30  1.005741E-30
      4  2.206990590178E-15  2.254965E-30  2.173993E-30  1.269441E-30  1.060293E-30  1.100747E-30  1.061097E-30  1.053802E-30  1.019597E-30
      5  6.425069294186E-15  7.950017E-30  9.616546E-30  4.340321E-30  2.190624E-30  1.573502E-30  1.269906E-30  1.179160E-30  1.052964E-30
      6  1.724777641531E-14  2.035732E-29  4.692306E-29  2.333220E-29  1.067884E-29  6.651863E-30  3.567219E-30  1.984347E-30  1.133538E-30
      7  4.527785414179E-14  3.573808E-29  1.101048E-28  5.523239E-29  3.189633E-29  3.384658E-29  1.984334E-29  7.813448E-30  1.559002E-30
      8  1.231582592127E-13  4.448514E-29  1.471692E-28  7.721584E-29  5.551821E-29  8.231585E-29  5.488067E-29  2.299640E-29  3.479396E-30
      9  4.001734798240E-13  4.053388E-29  1.391834E-28  7.699935E-29  5.988409E-29  9.889954E-29  7.090411E-29  3.185087E-29  5.537069E-30
     10  1.150918682670E-12  3.003474E-29  1.039287E-28  5.781580E-29  4.673979E-29  8.113026E-29  6.086701E-29  2.836131E-29  5.330524E-30
     11  2.802808442389E-12  2.123557E-29  7.338310E-29  4.161409E-29  3.492094E-29  6.413007E-29  4.981455E-29  2.390392E-29  4.818114E-30
     12  6.912921996243E-12  1.211743E-29  4.359867E-29  2.519124E-29  2.182485E-29  4.088936E-29  3.286933E-29  1.667295E-29  3.980648E-30
     13  1.659368270033E-11  1.000000E-30  4.023711E-30  2.635986E-30  2.766748E-30  6.049554E-30  5.787919E-30  3.976315E-30  1.765341E-30
