 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                s43           s44           s45           s46           s47           s48           s49           cl28 
    178  5.927019313219E-02  1.482027E-16  1.831658E-18  1.520287E-22  1.904628E-25  3.554128E-30  1.000000E-30  1.000000E-30  1.000000E-30
    179  5.955970264735E-02  1.785356E-16  2.268460E-18  1.885356E-22  2.408925E-25  4.481955E-30  1.000000E-30  1.000000E-30  1.000000E-30
    180  5.987296131417E-02  2.179761E-16  2.854159E-18  2.375642E-22  3.100926E-25  5.751149E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  2.648791E-16  3.573317E-18  2.978650E-22  3.971288E-25  7.342315E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  3.266629E-16  4.552920E-18  3.801492E-22  5.187124E-25  9.557601E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  3.921682E-16  5.626186E-18  4.704597E-22  6.552512E-25  1.203724E-29  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  4.600749E-16  6.771711E-18  5.670031E-22  8.042150E-25  1.473472E-29  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  5.887858E-16  9.022314E-18  7.570570E-22  1.104920E-24  2.016074E-29  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  7.245873E-16  1.149344E-17  9.661970E-22  1.445124E-24  2.627571E-29  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  8.565113E-16  1.397621E-17  1.176724E-21  1.795704E-24  3.255669E-29  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  1.008016E-15  1.691548E-17  1.426397E-21  2.220361E-24  4.014263E-29  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  1.303212E-15  2.287713E-17  1.933991E-21  3.108237E-24  5.594250E-29  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  1.611620E-15  2.939074E-17  2.490054E-21  4.111604E-24  7.372223E-29  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  1.903894E-15  3.579509E-17  3.037999E-21  5.125845E-24  9.163296E-29  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  2.216623E-15  4.286902E-17  3.644405E-21  6.273297E-24  1.118364E-28  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  2.849745E-15  5.780488E-17  4.928106E-21  8.774350E-24  1.557022E-28  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  3.529286E-15  7.463048E-17  6.378629E-21  1.169663E-23  2.067303E-28  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  4.417508E-15  9.768699E-17  8.372338E-21  1.584681E-23  2.788911E-28  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  5.341725E-15  1.227870E-16  1.054912E-20  2.052148E-23  3.598452E-28  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  7.264826E-15  1.781056E-16  1.536490E-20  3.128375E-23  5.452750E-28  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  9.344659E-15  2.419179E-16  2.094435E-20  4.431899E-23  7.686134E-28  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  1.174634E-14  3.199649E-16  2.779552E-20  6.097207E-23  1.052535E-27  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  1.469375E-14  4.212220E-16  3.671878E-20  8.350639E-23  1.434929E-27  1.062177E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  1.821616E-14  5.491221E-16  4.803464E-20  1.131923E-22  1.936358E-27  1.480298E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  2.552148E-14  8.346188E-16  7.343015E-20  1.832886E-22  3.113178E-27  2.497069E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  3.106545E-14  1.066862E-15  9.419525E-20  2.433898E-22  4.116581E-27  3.398662E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  3.760283E-14  1.355620E-15  1.201172E-19  3.211937E-22  5.410066E-27  4.596534E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  5.130902E-14  2.006266E-15  1.788538E-19  5.064868E-22  8.473037E-27  7.553201E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  6.792685E-14  2.864885E-15  2.568854E-19  7.673878E-22  1.275775E-26  1.189394E-29  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  8.801812E-14  3.988831E-15  3.596861E-19  1.130350E-21  1.868289E-26  1.817503E-29  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  1.135571E-13  5.533246E-15  5.018562E-19  1.659918E-21  2.727782E-26  2.770215E-29  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  1.419202E-13  7.379323E-15  6.728488E-19  2.329804E-21  3.809195E-26  4.020432E-29  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  1.761374E-13  9.765943E-15  8.952177E-19  3.243276E-21  5.276539E-26  5.785405E-29  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  2.169809E-13  1.281582E-14  1.181077E-18  4.473912E-21  7.243838E-26  8.246351E-29  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  2.676990E-13  1.687177E-14  1.563547E-18  6.199981E-21  9.989978E-26  1.181996E-28  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  3.280503E-13  2.204069E-14  2.053963E-18  8.519705E-21  1.366335E-25  1.679230E-28  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  4.050873E-13  2.911813E-14  2.729753E-18  1.187416E-20  1.895015E-25  2.424408E-28  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  4.974453E-13  3.823180E-14  3.605735E-18  1.644137E-20  2.611412E-25  3.476718E-28  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  6.128037E-13  5.046820E-14  4.789814E-18  2.292890E-20  3.624212E-25  5.027773E-28  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  7.520211E-13  6.635683E-14  6.337946E-18  3.184766E-20  5.009991E-25  7.241557E-28  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  9.236241E-13  8.744313E-14  8.407079E-18  4.438886E-20  6.949405E-25  1.047513E-27  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  1.131931E-12  1.150221E-13  1.113285E-17  6.177840E-20  9.625897E-25  1.513452E-27  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  1.350279E-12  1.460199E-13  1.421725E-17  8.241756E-20  1.278873E-24  2.086653E-27  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  1.634509E-12  1.892454E-13  1.854755E-17  1.127992E-19  1.742456E-24  2.961106E-27  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  1.954770E-12  2.414565E-13  2.381419E-17  1.515608E-19  2.331367E-24  4.117789E-27  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  2.386001E-12  3.170029E-13  3.148951E-17  2.109152E-19  3.229181E-24  5.956677E-27  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  2.873947E-12  4.089705E-13  4.090236E-17  2.874671E-19  4.382005E-24  8.420820E-27  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  3.521241E-12  5.403968E-13  5.445696E-17  4.035382E-19  6.122144E-24  1.230691E-26  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  4.214325E-12  6.917057E-13  7.017983E-17  5.451036E-19  8.235423E-24  1.723177E-26  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  5.047436E-12  8.864664E-13  9.056360E-17  7.375481E-19  1.109683E-23  2.417489E-26  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  6.066171E-12  1.141665E-12  1.174711E-16  1.004121E-18  1.504480E-23  3.415606E-26  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  7.432701E-12  1.510129E-12  1.566335E-16  1.412582E-18  2.106920E-23  5.007060E-26  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  8.929158E-12  1.944212E-12  2.031385E-16  1.922803E-18  2.856476E-23  7.074520E-26  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  1.096175E-11  2.579350E-12  2.717494E-16  2.715618E-18  4.016575E-23  1.041934E-25  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  1.314852E-11  3.315214E-12  3.519062E-16  3.690732E-18  5.437962E-23  1.470126E-25  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  1.609724E-11  4.385138E-12  4.694471E-16  5.196980E-18  7.625261E-23  2.158977E-25  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  1.954097E-11  5.737097E-12  6.193073E-16  7.224012E-18  1.055752E-22  3.125954E-25  1.078511E-30  1.000000E-30
    235  8.784892152766E-02  2.387107E-11  7.579837E-12  8.254714E-16  1.017090E-17  1.480409E-22  4.593726E-25  1.567340E-30  1.000000E-30
    236  8.837914431516E-02  2.849201E-11  9.708455E-12  1.065801E-15  1.379559E-17  2.000838E-22  6.476393E-25  2.184539E-30  1.000000E-30
    237  8.927467123273E-02  3.817877E-11  1.467178E-11  1.633117E-15  2.298899E-17  3.314544E-22  1.152848E-24  3.814072E-30  1.000000E-30
    238  9.009385267910E-02  4.939813E-11  2.120961E-11  2.391658E-15  3.637671E-17  5.217156E-22  1.939214E-24  6.302479E-30  1.000000E-30
    239  9.088007009323E-02  6.257931E-11  2.991965E-11  3.417031E-15  5.601743E-17  7.994317E-22  3.168912E-24  1.012379E-29  1.000000E-30
    240  9.160938796651E-02  7.705859E-11  4.073699E-11  4.708842E-15  8.279685E-17  1.176302E-21  4.952030E-24  1.556940E-29  1.000000E-30
    241  9.231864750676E-02  9.329498E-11  5.442334E-11  6.366467E-15  1.198960E-16  1.696097E-21  7.574178E-24  2.344471E-29  1.000000E-30
    242  9.335415502949E-02  1.208532E-10  8.151964E-11  9.707960E-15  2.022750E-16  2.844137E-21  1.385454E-23  4.191464E-29  1.000000E-30
    243  9.429165011748E-02  1.495908E-10  1.152351E-10  1.395270E-14  3.188883E-16  4.460048E-21  2.352655E-23  6.970925E-29  1.000000E-30
    244  9.514750284226E-02  1.788194E-10  1.557123E-10  1.914858E-14  4.765860E-16  6.634480E-21  3.766285E-23  1.094869E-28  1.000000E-30
    245  9.592869681963E-02  2.077922E-10  2.025197E-10  2.526792E-14  6.802101E-16  9.430040E-21  5.727787E-23  1.636264E-28  1.000000E-30
    246  9.638259128200E-02  2.256027E-10  2.348980E-10  2.955949E-14  8.331287E-16  1.152307E-20  7.281741E-23  2.059144E-28  1.000000E-30
    247  9.686466198075E-02  2.452485E-10  2.740031E-10  3.479919E-14  1.030062E-15  1.421236E-20  9.368853E-23  2.620862E-28  1.000000E-30
    248  9.745016881397E-02  2.700681E-10  3.288343E-10  4.223924E-14  1.327382E-15  1.826228E-20  1.267653E-22  3.499858E-28  1.000000E-30
    249  9.798964068785E-02  2.938221E-10  3.874404E-10  5.029821E-14  1.670772E-15  2.292797E-20  1.669572E-22  4.553987E-28  1.000000E-30
    250  9.892639389759E-02  3.369352E-10  5.109560E-10  6.759239E-14  2.474254E-15  3.381013E-20  2.677410E-22  7.150769E-28  1.000000E-30
    251  9.977784733458E-02  3.778466E-10  6.512758E-10  8.767675E-14  3.508536E-15  4.776866E-20  4.085652E-22  1.070465E-27  1.000000E-30
    252  1.005622893962E-01  4.166511E-10  8.092037E-10  1.107483E-13  4.814755E-15  6.534427E-20  6.004134E-22  1.545543E-27  1.000000E-30
    253  1.013070552067E-01  4.540710E-10  9.884306E-10  1.374543E-13  6.468978E-15  8.754339E-20  8.615248E-22  2.180710E-27  1.000000E-30
    254  1.019791947326E-01  4.879454E-10  1.178276E-09  1.662758E-13  8.410562E-15  1.135390E-19  1.189323E-21  2.965068E-27  1.000000E-30
    255  1.025982572428E-01  5.188684E-10  1.379690E-09  1.973901E-13  1.067530E-14  1.438018E-19  1.596173E-21  3.924036E-27  1.000000E-30
    256  1.032644197032E-01  5.514526E-10  1.627415E-09  2.363522E-13  1.374305E-14  1.847187E-19  2.183177E-21  5.286775E-27  1.000000E-30
    257  1.039121745974E-01  5.819953E-10  1.902202E-09  2.803863E-13  1.750251E-14  2.347732E-19  2.950771E-21  7.041409E-27  1.000000E-30
    258  1.045193471709E-01  6.091758E-10  2.192730E-09  3.278015E-13  2.187991E-14  2.929639E-19  3.902267E-21  9.184516E-27  1.000000E-30
    259  1.051181778144E-01  6.342746E-10  2.512147E-09  3.808887E-13  2.717029E-14  3.631915E-19  5.124692E-21  1.189863E-26  1.000000E-30
    260  1.056826419982E-01  6.560568E-10  2.844955E-09  4.372004E-13  3.321593E-14  4.433426E-19  6.607158E-21  1.514487E-26  1.000000E-30
    261  1.062431336111E-01  6.755411E-10  3.207847E-09  4.996922E-13  4.043200E-14  5.389009E-19  8.482330E-21  1.919635E-26  1.000000E-30
    262  1.068146627648E-01  6.930550E-10  3.611681E-09  5.705207E-13  4.924254E-14  6.554462E-19  1.091146E-20  2.437359E-26  1.000000E-30
    263  1.073656177930E-01  7.075222E-10  4.034216E-09  6.460182E-13  5.935968E-14  7.891389E-19  1.387061E-20  3.059555E-26  1.000000E-30
    264  1.079139362418E-01  7.192748E-10  4.489006E-09  7.287815E-13  7.129666E-14  9.467352E-19  1.757134E-20  3.827434E-26  1.000000E-30
    265  1.084202130578E-01  7.277800E-10  4.939334E-09  8.122290E-13  8.422049E-14  1.117221E-18  2.180993E-20  4.695759E-26  1.000000E-30
    266  1.089957947327E-01  7.347201E-10  5.487065E-09  9.156800E-13  1.014735E-13  1.344641E-18  2.780990E-20  5.908749E-26  1.000000E-30
    267  1.095139929398E-01  7.384283E-10  6.013573E-09  1.017083E-12  1.197018E-13  1.584757E-18  3.453528E-20  7.250498E-26  1.000000E-30
    268  1.100036617482E-01  7.396082E-10  6.541275E-09  1.120583E-12  1.396487E-13  1.847380E-18  4.230989E-20  8.782836E-26  1.000000E-30
    269  1.105581599754E-01  7.384644E-10  7.173508E-09  1.247034E-12  1.658641E-13  2.192397E-18  5.313519E-20  1.088951E-25  1.000000E-30
    270  1.111738162549E-01  7.342527E-10  7.918860E-09  1.399492E-12  2.001815E-13  2.643922E-18  6.826038E-20  1.379154E-25  1.000000E-30
    271  1.117276452796E-01  7.276941E-10  8.629936E-09  1.548263E-12  2.365466E-13  3.122344E-18  8.536504E-20  1.702808E-25  1.000000E-30
    272  1.122547306619E-01  7.192641E-10  9.341665E-09  1.700414E-12  2.767100E-13  3.650769E-18  1.054409E-19  2.077822E-25  1.000000E-30
    273  1.128196390807E-01  7.081060E-10  1.014157E-08  1.875279E-12  3.266335E-13  4.307720E-18  1.319953E-19  2.567412E-25  1.000000E-30
    274  1.134172103791E-01  6.939722E-10  1.102950E-08  2.074129E-12  3.883854E-13  5.120561E-18  1.671013E-19  3.205750E-25  1.000000E-30
    275  1.139661173569E-01  6.788917E-10  1.188269E-08  2.269876E-12  4.544707E-13  5.990780E-18  2.072261E-19  3.925500E-25  1.000000E-30
    276  1.145721141816E-01  6.603892E-10  1.286340E-08  2.500639E-12  5.393058E-13  7.108460E-18  2.623222E-19  4.900191E-25  1.000000E-30
    277  1.151138636995E-01  6.423956E-10  1.377277E-08  2.720193E-12  6.271895E-13  8.267009E-18  3.233518E-19  5.965178E-25  1.000000E-30
    278  1.160623872824E-01  6.073723E-10  1.543590E-08  3.135805E-12  8.136272E-13  1.072723E-17  4.650001E-19  8.392509E-25  1.000000E-30
    279  1.166131253687E-01  5.856462E-10  1.643663E-08  3.395046E-12  9.438658E-13  1.244784E-17  5.730395E-19  1.021172E-24  1.000000E-30
    280  1.171578902390E-01  5.633048E-10  1.744841E-08  3.664427E-12  1.091191E-12  1.439615E-17  7.036019E-19  1.238160E-24  1.000000E-30
    281  1.179966344325E-01  5.272698E-10  1.904277E-08  4.104392E-12  1.359762E-12  1.795304E-17  9.628672E-19  1.661885E-24  1.000000E-30
    282  1.184626561866E-01  5.068540E-10  1.994266E-08  4.361587E-12  1.533745E-12  2.026065E-17  1.144588E-18  1.954371E-24  1.000000E-30
    283  1.189221956404E-01  4.865918E-10  2.083734E-08  4.623978E-12  1.724918E-12  2.279923E-17  1.356040E-18  2.290960E-24  1.000000E-30
    284  1.197605220964E-01  4.490644E-10  2.248508E-08  5.125422E-12  2.131380E-12  2.820626E-17  1.844204E-18  3.055880E-24  1.000000E-30
    285  1.205341475296E-01  4.148420E-10  2.401485E-08  5.613631E-12  2.582540E-12  3.422217E-17  2.443558E-18  3.977183E-24  1.000000E-30
    286  1.212540834288E-01  3.835767E-10  2.544463E-08  6.090795E-12  3.080609E-12  4.087932E-17  3.170346E-18  5.074796E-24  1.000000E-30
    287  1.219299358624E-01  3.550134E-10  2.679348E-08  6.560160E-12  3.629250E-12  4.822967E-17  4.044531E-18  6.373458E-24  1.000000E-30
    288  1.225766858039E-01  3.288454E-10  2.809352E-08  7.030547E-12  4.240066E-12  5.643222E-17  5.102404E-18  7.920676E-24  1.000000E-30
    289  1.231854533608E-01  3.052129E-10  2.933413E-08  7.495427E-12  4.905901E-12  6.539417E-17  6.350114E-18  9.719048E-24  1.000000E-30
    290  1.237219182154E-01  2.853364E-10  3.044899E-08  7.925795E-12  5.578016E-12  7.446020E-17  7.702796E-18  1.164310E-23  1.000000E-30
    291  1.242404039059E-01  2.671560E-10  3.155412E-08  8.363244E-12  6.315532E-12  8.442888E-17  9.287701E-18  1.387015E-23  1.000000E-30
    292  1.248086455930E-01  2.484116E-10  3.281007E-08  8.871745E-12  7.240214E-12  9.695458E-17  1.141296E-17  1.681951E-23  1.000000E-30
    293  1.253177247642E-01  2.325304E-10  3.399155E-08  9.358902E-12  8.191946E-12  1.098746E-16  1.374849E-17  2.002194E-23  1.000000E-30
    294  1.258810647447E-01  2.161985E-10  3.537799E-08  9.939337E-12  9.404706E-12  1.263751E-16  1.692496E-17  2.432530E-23  1.000000E-30
    295  1.264205598797E-01  2.017961E-10  3.680517E-08  1.054419E-11  1.075348E-11  1.447694E-16  2.069894E-17  2.937626E-23  1.000000E-30
    296  1.270317883483E-01  1.867693E-10  3.857471E-08  1.130088E-11  1.255414E-11  1.693881E-16  2.609501E-17  3.650824E-23  1.000000E-30
    297  1.275757308169E-01  1.745606E-10  4.031670E-08  1.205091E-11  1.445308E-11  1.954171E-16  3.218534E-17  4.445894E-23  1.000000E-30
    298  1.286048671531E-01  1.544815E-10  4.415066E-08  1.371543E-11  1.903417E-11  2.584462E-16  4.834914E-17  6.519629E-23  1.000000E-30
    299  1.290949488661E-01  1.460568E-10  4.628327E-08  1.464782E-11  2.180661E-11  2.967249E-16  5.901707E-17  7.867307E-23  1.000000E-30
    300  1.295345101683E-01  1.391338E-10  4.838934E-08  1.557403E-11  2.469908E-11  3.367528E-16  7.077860E-17  9.338564E-23  1.000000E-30
    301  1.303954523490E-01  1.271566E-10  5.311239E-08  1.767290E-11  3.174556E-11  4.346017E-16  1.018384E-16  1.316846E-22  1.000000E-30
    302  1.308549873199E-01  1.214208E-10  5.600255E-08  1.897246E-11  3.644392E-11  5.000665E-16  1.242420E-16  1.589342E-22  1.000000E-30
    303  1.312776310019E-01  1.165263E-10  5.890912E-08  2.029213E-11  4.147099E-11  5.702810E-16  1.495610E-16  1.894383E-22  1.000000E-30
    304  1.320787884157E-01  1.081896E-10  6.512167E-08  2.315850E-11  5.326149E-11  7.355536E-16  2.138568E-16  2.658394E-22  1.000000E-30
    305  1.327308179063E-01  1.021023E-10  7.092951E-08  2.589446E-11  6.561235E-11  9.094219E-16  2.877449E-16  3.522610E-22  1.000000E-30
    306  1.333821207310E-01  9.651361E-11  7.747886E-08  2.904448E-11  8.113262E-11  1.128789E-15  3.888863E-16  4.688594E-22  1.000000E-30
    307  1.339749669338E-01  9.185825E-11  8.413683E-08  3.231749E-11  9.870038E-11  1.378093E-15  5.132478E-16  6.102413E-22  1.000000E-30
    308  1.345530840576E-01  8.760791E-11  9.133188E-08  3.593168E-11  1.197816E-10  1.678424E-15  6.747759E-16  7.914698E-22  1.000000E-30
    309  1.351098094661E-01  8.371115E-11  9.898390E-08  3.985913E-11  1.446556E-10  2.034164E-15  8.807347E-16  1.019610E-21  1.000000E-30
    310  1.359304916944E-01  7.840366E-11  1.116545E-07  4.654792E-11  1.916029E-10  2.708947E-15  1.309240E-15  1.486686E-21  1.000000E-30
    311  1.363572082699E-01  7.580436E-11  1.189613E-07  5.050527E-11  2.220514E-10  3.148544E-15  1.611846E-15  1.811992E-21  1.000000E-30
    312  1.367788244083E-01  7.328076E-11  1.267252E-07  5.478450E-11  2.571814E-10  3.657327E-15  1.982526E-15  2.206654E-21  1.000000E-30
    313  1.375777712339E-01  6.877640E-11  1.430022E-07  6.399996E-11  3.403883E-10  4.868214E-15  2.942761E-15  3.214262E-21  1.000000E-30
    314  1.380438267916E-01  6.631260E-11  1.535275E-07  7.012662E-11  4.012893E-10  5.758843E-15  3.710958E-15  4.008940E-21  1.000000E-30
    315  1.384690951451E-01  6.409476E-11  1.638720E-07  7.626785E-11  4.667842E-10  6.720059E-15  4.592121E-15  4.911225E-21  1.000000E-30
    316  1.391087445178E-01  6.088062E-11  1.808748E-07  8.660798E-11  5.868253E-10  8.489624E-15  6.339973E-15  6.678659E-21  1.000000E-30
    317  1.397002518981E-01  5.807562E-11  1.982552E-07  9.748222E-11  7.259752E-10  1.055154E-14  8.557784E-15  8.889496E-21  1.000000E-30
    318  1.402705851668E-01  5.547724E-11  2.166789E-07  1.093262E-10  8.923548E-10  1.302929E-14  1.144829E-14  1.173228E-20  1.000000E-30
    319  1.408634912375E-01  5.283421E-11  2.377771E-07  1.232624E-10  1.107583E-09  1.625088E-14  1.552810E-14  1.569088E-20  1.000000E-30
    320  1.414089642241E-01  5.052230E-11  2.590634E-07  1.377120E-10  1.352324E-09  1.993303E-14  2.058195E-14  2.052987E-20  1.000000E-30
    321  1.419220762512E-01  4.845185E-11  2.808667E-07  1.528991E-10  1.632786E-09  2.417320E-14  2.685729E-14  2.646436E-20  1.000000E-30
    322  1.422771704232E-01  4.702011E-11  2.970573E-07  1.644168E-10  1.861481E-09  2.764448E-14  3.232169E-14  3.158072E-20  1.000000E-30
    323  1.426029315631E-01  4.573044E-11  3.127651E-07  1.757776E-10  2.100207E-09  3.127961E-14  3.833139E-14  3.716308E-20  1.000000E-30
    324  1.430135230101E-01  4.415442E-11  3.337679E-07  1.912505E-10  2.446024E-09  3.656417E-14  4.755011E-14  4.565164E-20  1.000000E-30
    325  1.434683796643E-01  4.247441E-11  3.586868E-07  2.100154E-10  2.897050E-09  4.348560E-14  6.041247E-14  5.737406E-20  1.000000E-30
    326  1.440315208021E-01  4.046533E-11  3.921103E-07  2.358515E-10  3.574412E-09  5.393301E-14  8.134425E-14  7.621998E-20  1.000000E-30
    327  1.445490332405E-01  3.862802E-11  4.255811E-07  2.624475E-10  4.339912E-09  6.580298E-14  1.070932E-13  9.911120E-20  1.000000E-30
    328  1.451370980342E-01  3.663204E-11  4.670300E-07  2.963511E-10  5.413321E-09  8.254202E-14  1.465273E-13  1.337071E-19  1.000000E-30
    329  1.457052374241E-01  3.479844E-11  5.107493E-07  3.332334E-10  6.703830E-09  1.027881E-13  1.985192E-13  1.786946E-19  1.000000E-30
    330  1.463107957421E-01  3.285831E-11  5.616603E-07  3.775703E-10  8.426619E-09  1.299843E-13  2.748457E-13  2.438216E-19  1.000000E-30
    331  1.468752132891E-01  3.111191E-11  6.134395E-07  4.241301E-10  1.043326E-08  1.618622E-13  3.725898E-13  3.260701E-19  1.000000E-30
    332  1.475510939381E-01  2.912757E-11  6.812404E-07  4.872737E-10  1.347478E-08  2.105188E-13  5.367470E-13  4.621409E-19  1.000000E-30
    333  1.481899111058E-01  2.728604E-11  7.515087E-07  5.552376E-10  1.716723E-08  2.700296E-13  7.589169E-13  6.434398E-19  1.000000E-30
    334  1.491767377555E-01  2.457255E-11  8.727992E-07  6.783556E-10  2.495595E-08  3.967870E-13  1.297875E-12  1.074489E-18  1.000000E-30
    335  1.497116139607E-01  2.318921E-11  9.452558E-07  7.553492E-10  3.055037E-08  4.886495E-13  1.736326E-12  1.419015E-18  1.000000E-30
    336  1.502421520731E-01  2.180989E-11  1.021978E-06  8.396371E-10  3.734140E-08  6.008870E-13  2.319489E-12  1.871450E-18  1.000000E-30
    337  1.509052103900E-01  2.016662E-11  1.124809E-06  9.570195E-10  4.794904E-08  7.775398E-13  3.330440E-12  2.644374E-18  1.000000E-30
    338  1.515352476696E-01  1.869281E-11  1.229611E-06  1.081885E-09  6.073276E-08  9.922191E-13  4.693876E-12  3.670564E-18  1.000000E-30
    339  1.521327102765E-01  1.730437E-11  1.335244E-06  1.213160E-09  7.594460E-08  1.249735E-12  6.501860E-12  5.011420E-18  1.000000E-30
    340  1.526678407657E-01  1.611367E-11  1.434886E-06  1.342050E-09  9.267472E-08  1.535128E-12  8.700773E-12  6.619977E-18  1.000000E-30
    341  1.532481602429E-01  1.488943E-11  1.547926E-06  1.494412E-09  1.148238E-07  1.915913E-12  1.192050E-11  8.943234E-18  1.000000E-30
    342  1.535863948111E-01  1.419956E-11  1.615975E-06  1.589403E-09  1.299997E-07  2.178491E-12  1.431499E-11  1.065215E-17  1.000000E-30
    343  1.538995751697E-01  1.355634E-11  1.680239E-06  1.681464E-09  1.457955E-07  2.453051E-12  1.696107E-11  1.252587E-17  1.000000E-30
    344  1.546020187628E-01  1.218135E-11  1.828244E-06  1.902546E-09  1.881296E-07  3.194509E-12  2.477165E-11  1.798569E-17  1.000000E-30
    345  1.552062305672E-01  1.107880E-11  1.958664E-06  2.108659E-09  2.335623E-07  3.998025E-12  3.423321E-11  2.449445E-17  1.000000E-30
    346  1.557875935888E-01  1.005709E-11  2.085308E-06  2.320195E-09  2.869079E-07  4.950026E-12  4.666192E-11  3.292059E-17  1.000000E-30
    347  1.566447447202E-01  8.642980E-12  2.270840E-06  2.653687E-09  3.864984E-07  6.747799E-12  7.337697E-11  5.070415E-17  1.000000E-30
    348  1.574294426159E-01  7.473022E-12  2.434924E-06  2.977674E-09  5.041881E-07  8.900793E-12  1.104068E-10  7.485360E-17  1.000000E-30
    349  1.581710514975E-01  6.435806E-12  2.579393E-06  3.294214E-09  6.442971E-07  1.149670E-11  1.617270E-10  1.076901E-16  1.000000E-30
    350  1.588328903187E-01  5.601954E-12  2.695829E-06  3.580150E-09  7.967886E-07  1.435676E-11  2.260890E-10  1.481435E-16  1.000000E-30
    351  1.594606073659E-01  4.881869E-12  2.791620E-06  3.848613E-09  9.688954E-07  1.762238E-11  3.090760E-10  1.994485E-16  1.000000E-30
    352  1.600565792087E-01  4.248568E-12  2.865941E-06  4.095054E-09  1.160343E-06  2.129615E-11  4.141122E-10  2.633738E-16  1.000000E-30
    353  1.607059625219E-01  3.635559E-12  2.926090E-06  4.348659E-09  1.402244E-06  2.599453E-11  5.659070E-10  3.542524E-16  1.000000E-30
    354  1.613957576202E-01  3.063306E-12  2.962778E-06  4.592649E-09  1.700271E-06  3.186128E-11  7.826206E-10  4.817161E-16  1.000000E-30
    355  1.620398820205E-01  2.590548E-12  2.968661E-06  4.788053E-09  2.019506E-06  3.823263E-11  1.052326E-09  6.375789E-16  1.000000E-30
    356  1.627691861850E-01  2.140203E-12  2.942001E-06  4.965080E-09  2.428522E-06  4.652028E-11  1.457393E-09  8.673265E-16  1.000000E-30
    357  1.634667099868E-01  1.780702E-12  2.882369E-06  5.082019E-09  2.867464E-06  5.556069E-11  1.972004E-09  1.153619E-15  1.000000E-30
