 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                te120         te121         te122         te123         te124         te125         te126         te127
     27  3.772948503579E-03  1.000000E-30  1.103132E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.454291E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.488540E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.682924E-30  3.414095E-30  1.971056E-30  1.511880E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.222220E-30  2.569454E-30  1.645621E-30  1.342140E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.261591E-30  2.764313E-30  1.927594E-30  1.690860E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  2.442356E-30  5.672642E-30  4.466534E-30  7.365234E-30  2.868682E-30  1.464739E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.433959E-30  3.217086E-30  3.278850E-30  3.915459E-30  1.777131E-30  1.227765E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.392751E-30  4.337215E-30  5.122717E-30  5.806922E-30  2.512933E-30  2.099769E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.137720E-30  1.291814E-30  1.783066E-30  1.019382E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.134411E-30  1.330758E-30  1.892011E-30  1.118465E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.177605E-30  1.427030E-30  2.089511E-30  1.277277E-30  1.091001E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.084972E-30  1.396515E-30  2.237353E-30  1.463843E-30  1.309457E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.282030E-30  1.701837E-30  2.814302E-30  1.901966E-30  1.744827E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.201345E-30  1.654535E-30  2.766078E-30  1.935136E-30  1.837232E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.295217E-30  1.846529E-30  3.251701E-30  2.464873E-30  2.527486E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.201505E-30  1.778339E-30  3.038123E-30  2.418488E-30  2.593153E-30  1.011793E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.303650E-30  1.014717E-30  1.056416E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.066540E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.190827E-30  1.870859E-30  3.494997E-30  2.996346E-30  3.311818E-30  1.353549E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  2.117759E-30  3.376848E-30  6.514193E-30  5.732724E-30  6.508049E-30  3.011401E-30  1.755025E-30
     62  3.417743618412E-02  1.000000E-30  1.940297E-30  3.773200E-30  7.986994E-30  7.238631E-30  8.528801E-30  3.847754E-30  2.410455E-30
     63  3.448472684867E-02  1.000000E-30  1.120647E-30  2.071968E-30  4.593954E-30  4.442163E-30  5.735351E-30  2.877330E-30  1.823547E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.662855E-30  1.624514E-30  2.047296E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.407472E-30  1.392692E-30  1.774111E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.201833E-30  2.290342E-30  5.390204E-30  5.737790E-30  7.547587E-30  3.801626E-30  2.465984E-30
     67  3.563385967804E-02  1.000000E-30  2.015445E-30  4.352025E-30  1.133743E-29  1.330806E-29  1.849091E-29  9.879540E-30  7.073746E-30
     68  3.619390900501E-02  1.000000E-30  1.900902E-30  4.072129E-30  1.009818E-29  1.156153E-29  1.795011E-29  1.053047E-29  8.475130E-30
     69  3.661379630041E-02  1.000000E-30  1.303166E-30  3.297086E-30  8.863836E-30  1.066491E-29  1.639070E-29  9.990027E-30  7.625217E-30
     70  3.704099468238E-02  1.000000E-30  1.192243E-30  3.399399E-30  9.883807E-30  1.340809E-29  2.109776E-29  1.353475E-29  1.090044E-29
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  2.074810E-30  6.127905E-30  8.617193E-30  1.416338E-29  9.530209E-30  8.140255E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  2.013605E-30  6.019126E-30  8.301161E-30  1.428235E-29  9.601251E-30  8.095243E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  2.377992E-30  7.214714E-30  1.048204E-29  1.872243E-29  1.325244E-29  1.168587E-29
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  2.451837E-30  7.690677E-30  1.161622E-29  2.137942E-29  1.570171E-29  1.429907E-29
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.338175E-30  4.508085E-30  7.309536E-30  1.362891E-29  1.026924E-29  9.660278E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.551234E-30  5.249621E-30  8.366439E-30  1.616045E-29  1.256067E-29  1.202292E-29
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.804971E-30  6.139942E-30  1.018765E-29  2.029119E-29  1.630885E-29  1.607702E-29
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.674082E-30  5.929529E-30  1.006683E-29  2.050688E-29  1.693090E-29  1.707507E-29
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.898987E-30  6.783685E-30  1.210477E-29  2.551012E-29  2.187260E-29  2.279653E-29
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.809978E-30  6.712673E-30  1.232963E-29  2.661818E-29  2.346805E-29  2.501024E-29
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.990805E-30  7.553562E-30  1.455179E-29  3.268853E-29  3.016822E-29  3.347613E-29
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.736157E-30  6.891344E-30  1.367642E-29  3.149193E-29  2.986779E-29  3.383335E-29
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.624901E-30  6.828043E-30  1.456826E-29  3.482379E-29  3.485225E-29  4.151116E-29
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.587584E-30  7.066931E-30  1.514676E-29  3.661088E-29  3.680804E-29  4.399294E-29
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.322984E-30  5.778990E-30  1.312640E-29  3.363091E-29  3.618419E-29  4.572717E-29
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.036770E-30  4.630952E-30  1.076128E-29  2.806649E-29  3.080302E-29  3.955655E-29
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.407338E-30  1.054253E-29  2.817186E-29  3.182289E-29  4.188431E-29
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.616516E-30  8.791883E-30  2.379107E-29  2.726802E-29  3.632235E-29
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.086604E-30  7.627045E-30  2.092515E-29  2.438561E-29  3.294584E-29
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.050679E-30  5.203743E-30  1.299345E-29  3.623595E-29  4.300098E-29  5.892440E-29
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.347302E-30  1.158961E-29  3.270118E-29  3.923512E-29  5.440913E-29
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.982424E-30  1.323284E-29  3.854076E-29  4.810366E-29  6.877153E-29
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.379245E-30  1.228282E-29  3.639486E-29  4.636570E-29  6.759660E-29
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.701120E-30  1.330624E-29  4.071191E-29  5.382462E-29  8.073200E-29
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.970907E-30  1.149626E-29  3.673199E-29  5.110942E-29  7.984037E-29
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.294380E-30  1.331835E-29  4.273294E-29  5.984455E-29  9.438534E-29
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.260663E-30  1.331753E-29  4.378084E-29  6.297067E-29  1.013132E-28
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.130403E-30  1.333520E-29  4.501530E-29  6.679629E-29  1.102653E-28
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.828064E-30  1.282291E-29  4.434861E-29  6.773008E-29  1.145534E-28
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.956039E-30  1.359248E-29  4.851609E-29  7.681441E-29  1.335906E-28
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.331044E-30  1.213496E-29  4.410985E-29  7.146876E-29  1.270404E-28
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.387927E-30  1.247810E-29  4.691240E-29  7.901457E-29  1.446421E-28
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.037924E-30  1.140548E-29  4.428902E-29  7.748546E-29  1.463265E-28
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.001041E-30  1.176319E-29  4.715215E-29  8.570503E-29  1.670192E-28
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.402067E-30  1.014171E-29  4.076442E-29  7.422214E-29  1.451085E-28
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.203918E-30  9.574074E-30  3.953676E-29  7.446456E-29  1.495748E-28
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.859153E-30  7.969152E-30  3.436724E-29  6.765495E-29  1.404123E-28
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.945936E-30  1.362131E-29  5.977068E-29  1.202658E-28  2.536795E-28
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.176723E-30  9.744499E-30  4.493926E-29  9.647105E-29  2.151967E-28
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.916724E-30  8.850399E-30  4.109955E-29  8.897314E-29  2.007616E-28
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.450144E-30  7.130013E-30  3.416012E-29  7.632339E-29  1.756907E-28
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.275172E-30  6.418065E-30  3.118741E-29  7.065241E-29  1.646924E-28
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.108181E-30  5.675920E-30  2.809606E-29  6.502912E-29  1.540342E-28
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.185755E-30  2.607724E-29  6.141929E-29  1.475773E-28
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.918355E-30  2.510104E-29  6.010742E-29  1.463877E-28
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.486914E-30  2.324869E-29  5.672761E-29  1.401385E-28
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.322033E-30  2.268600E-29  5.618548E-29  1.405520E-28
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.942587E-30  2.098202E-29  5.297614E-29  1.344662E-28
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.047318E-30  5.936534E-30  3.219544E-29  8.311234E-29  2.150911E-28
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.390075E-30  2.942008E-29  7.869454E-29  2.101162E-28
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.998764E-30  2.780852E-29  7.617673E-29  2.072187E-28
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.678859E-30  2.653062E-29  7.447858E-29  2.065205E-28
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.521614E-30  2.619133E-29  7.533310E-29  2.126780E-28
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.495444E-30  2.666028E-29  7.860132E-29  2.262043E-28
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.404911E-30  2.666536E-29  8.073958E-29  2.373505E-28
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.256380E-30  2.627448E-29  8.168566E-29  2.452544E-28
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.043782E-30  2.540954E-29  8.106254E-29  2.485822E-28
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.766104E-30  2.409293E-29  7.890309E-29  2.472520E-28
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.481607E-30  2.264406E-29  7.598102E-29  2.428683E-28
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.214656E-30  2.128750E-29  7.324374E-29  2.388245E-28
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.967408E-30  1.996164E-29  7.030412E-29  2.335699E-28
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.749215E-30  1.888419E-29  6.813007E-29  2.305837E-28
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.525634E-30  1.771112E-29  6.545216E-29  2.257809E-28
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.339429E-30  1.673428E-29  6.331979E-29  2.224454E-28
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.172113E-30  1.584036E-29  6.135039E-29  2.194543E-28
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.025823E-30  1.506504E-29  5.972844E-29  2.175548E-28
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.881732E-30  1.429709E-29  5.802749E-29  2.152477E-28
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.738733E-30  1.352685E-29  5.619648E-29  2.122583E-28
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.611601E-30  1.284408E-29  5.462536E-29  2.100470E-28
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.493538E-30  1.221328E-29  5.318324E-29  2.082162E-28
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.383657E-30  1.160152E-29  5.172370E-29  2.061968E-28
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.284944E-30  1.102159E-29  5.031041E-29  2.042293E-28
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.175326E-30  1.033630E-29  4.828971E-29  1.996350E-28
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.089982E-30  9.736011E-30  4.655683E-29  1.959550E-28
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.008962E-30  9.113829E-30  4.459211E-29  1.911242E-28
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.510819E-30  4.238337E-29  1.841410E-28
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.170807E-30  3.680615E-29  1.630705E-28
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.177044E-30  3.239010E-29  1.458078E-28
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.810904E-30  4.759167E-29  2.192495E-28
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.384022E-30  4.069746E-29  1.923635E-28
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.601573E-30  3.739787E-29  1.794880E-28
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.965635E-30  3.467483E-29  1.697302E-28
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.315079E-30  3.198707E-29  1.601536E-28
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.399926E-30  2.731953E-29  1.396005E-28
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.786546E-30  2.344728E-29  1.218502E-28
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.623293E-30  3.702964E-29  1.981189E-28
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.602680E-30  3.039158E-29  1.656208E-28
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.977245E-30  2.722411E-29  1.511378E-28
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.291716E-30  2.412188E-29  1.388619E-28
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.703049E-30  2.041748E-29  1.202910E-28
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.300313E-30  1.721110E-29  1.035253E-28
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.280693E-30  2.684364E-29  1.683480E-28
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.857916E-30  2.281799E-29  1.426178E-28
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.081608E-30  1.890192E-29  1.257494E-28
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.665315E-30  1.573394E-29  1.078976E-28
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.393486E-30  1.290691E-29  9.119076E-29
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.347671E-30  1.291567E-29  9.486330E-29
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.045524E-30  1.040130E-29  7.845531E-29
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.002555E-29  7.841065E-29
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.933627E-30  6.358671E-29
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.427652E-30  6.155749E-29
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.683878E-30  4.843751E-29
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.339569E-30  6.636243E-29
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.763686E-30  5.771727E-29
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.202659E-30  4.226633E-29
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.441369E-30  3.517362E-29
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.189590E-30  3.272786E-29
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.173586E-30  3.379134E-29
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.117833E-30  3.511926E-29
