 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                pb198         pb199         pb200         pb201         pb202         pb203         pb204         pb205
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.005723E-30  1.000000E-30  1.003963E-30  1.000000E-30  1.001478E-30  1.014498E-30  1.000000E-30
      3  6.264265632874E-16  1.000000E-30  1.035589E-30  1.000000E-30  1.024585E-30  1.000000E-30  1.010678E-30  1.089167E-30  1.000000E-30
      4  2.206990590178E-15  1.000000E-30  1.122693E-30  1.000000E-30  1.084157E-30  1.000000E-30  1.051290E-30  1.297491E-30  1.000000E-30
      5  6.425069294186E-15  1.000000E-30  1.337153E-30  1.000000E-30  1.227167E-30  1.000000E-30  1.230954E-30  1.752826E-30  1.000000E-30
      6  1.724777641531E-14  1.000000E-30  1.782574E-30  1.000000E-30  1.528105E-30  1.101655E-30  1.885269E-30  2.459283E-30  1.000000E-30
      7  4.527785414179E-14  1.000009E-30  2.465941E-30  1.058704E-30  2.610518E-30  1.910068E-30  3.179725E-30  3.008162E-30  1.000000E-30
      8  1.231582592127E-13  1.038180E-30  4.725184E-30  2.160293E-30  5.160017E-30  2.715927E-30  3.826123E-30  3.111748E-30  1.000000E-30
      9  4.001734798240E-13  1.384741E-30  6.480788E-30  2.494574E-30  5.614228E-30  2.753297E-30  3.847732E-30  3.116784E-30  1.001397E-30
     10  1.150918682670E-12  1.373513E-30  6.409101E-30  2.464654E-30  5.572908E-30  2.734152E-30  3.813008E-30  3.103611E-30  1.000000E-30
     11  2.802808442389E-12  1.338827E-30  6.262595E-30  2.425453E-30  5.508255E-30  2.704049E-30  3.715878E-30  2.951538E-30  1.000000E-30
     12  6.912921996243E-12  1.518225E-30  7.224427E-30  2.799690E-30  6.224240E-30  3.125479E-30  4.371187E-30  3.589310E-30  1.134767E-30
