 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ru124         ru125         ru126         ru127         ru128         rh89          rh90          rh91 
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  2.102007E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  6.573856E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  1.743568E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  8.749952E-29  3.218761E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  3.389068E-28  1.346948E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  1.192025E-27  4.957955E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  4.177739E-27  1.818722E-28  1.158756E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  1.426083E-26  6.492955E-28  4.370916E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  1.025842E-25  5.021069E-27  3.644051E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  3.325321E-25  1.700085E-26  1.291051E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  1.058615E-24  5.650300E-26  4.488241E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  7.200793E-24  4.129030E-25  3.535736E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  4.194922E-23  2.571540E-24  2.362111E-26  2.044177E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  2.179001E-22  1.422880E-23  1.396960E-25  1.219525E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  1.117754E-21  7.778841E-23  8.168414E-25  7.101102E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  4.700986E-21  3.463265E-22  3.862974E-24  3.345972E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  1.888091E-20  1.471228E-21  1.741822E-23  1.503373E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  7.194506E-20  5.923800E-21  7.437475E-23  6.397379E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  2.740436E-19  2.387525E-20  3.183878E-22  2.729208E-26  1.542818E-30  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  9.831483E-19  9.054185E-20  1.281307E-21  1.094687E-25  6.369446E-30  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  3.626001E-18  3.540399E-19  5.334495E-21  4.541900E-25  2.689990E-29  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  1.260850E-17  1.304412E-18  2.091555E-20  1.774862E-24  1.070083E-28  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  4.332460E-17  4.757390E-18  8.134235E-20  6.879368E-24  4.225307E-28  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  1.406029E-16  1.638315E-17  2.986655E-19  2.517605E-23  1.575446E-27  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  4.421596E-16  5.473403E-17  1.065378E-18  8.951080E-23  5.710176E-27  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  1.320607E-15  1.736917E-16  3.610748E-18  3.023858E-22  1.966950E-26  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  3.295919E-15  4.571567E-16  1.006923E-17  8.409044E-22  5.564927E-26  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  8.571677E-15  1.260195E-15  2.957501E-17  2.462446E-21  1.660916E-25  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  2.030225E-14  3.153830E-15  7.860528E-17  6.526406E-21  4.482818E-25  1.000000E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  5.103840E-14  8.434092E-15  2.249213E-16  1.861693E-20  1.305316E-24  1.000000E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  1.164867E-13  2.040286E-14  5.799899E-16  4.786894E-20  3.422572E-24  1.000000E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  2.762876E-13  5.158335E-14  1.572988E-15  1.294259E-19  9.456349E-24  1.000000E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  5.744052E-13  1.134913E-13  3.683594E-15  3.022792E-19  2.251771E-23  1.000000E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  1.163051E-12  2.432613E-13  8.407871E-15  6.881540E-19  5.227944E-23  1.000000E-30  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  2.321504E-12  5.146087E-13  1.896725E-14  1.548373E-18  1.200346E-22  1.000000E-30  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  4.832772E-12  1.142305E-12  4.520637E-14  3.680148E-18  2.918077E-22  1.000000E-30  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  9.121419E-12  2.284444E-12  9.640874E-14  7.829517E-18  6.336877E-22  1.000000E-30  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  1.808486E-11  4.832335E-12  2.191738E-13  1.775338E-17  1.470573E-21  1.000000E-30  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  3.252448E-11  9.205555E-12  4.451927E-13  3.598158E-17  3.043128E-21  1.000000E-30  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  6.125722E-11  1.848907E-11  9.607107E-13  7.746380E-17  6.706728E-21  1.000000E-30  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  1.105367E-10  3.550101E-11  1.977526E-12  1.591043E-16  1.409335E-20  1.000000E-30  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  2.007111E-10  6.878496E-11  4.120813E-12  3.308264E-16  3.001889E-20  1.000000E-30  1.000000E-30  1.000000E-30
    236  8.837914431516E-02  3.372750E-10  1.225257E-10  7.837166E-12  6.280139E-16  5.824280E-20  1.000000E-30  1.000000E-30  1.000000E-30
    237  8.927467123273E-02  7.866876E-10  3.155149E-10  2.256112E-11  1.802539E-15  1.735406E-19  1.000000E-30  1.000000E-30  1.000000E-30
    238  9.009385267910E-02  1.654609E-09  7.269731E-10  5.762429E-11  4.592332E-15  4.578519E-19  1.000000E-30  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  3.289624E-09  1.578387E-09  1.382292E-10  1.099134E-14  1.133776E-18  1.000000E-30  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  6.084227E-09  3.169157E-09  3.046486E-10  2.417736E-14  2.575265E-18  1.000000E-30  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  1.084392E-08  6.120776E-09  6.446405E-10  5.107054E-14  5.614899E-18  1.000000E-30  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  2.435642E-08  1.546812E-08  1.863884E-09  1.473259E-13  1.697879E-17  1.000000E-30  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  4.895850E-08  3.462728E-08  4.719889E-09  3.724019E-13  4.482889E-17  1.000000E-30  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  9.005289E-08  7.031723E-08  1.073585E-08  8.458811E-13  1.060204E-16  1.000000E-30  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  1.533660E-07  1.311395E-07  2.222425E-08  1.749180E-12  2.276132E-16  1.000000E-30  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  2.068600E-07  1.865357E-07  3.360903E-08  2.643826E-12  3.517117E-16  1.000000E-30  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  2.817840E-07  2.688898E-07  5.171620E-08  4.066238E-12  5.538895E-16  1.000000E-30  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  4.051066E-07  4.141724E-07  8.626594E-08  6.779503E-12  9.507007E-16  1.000000E-30  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  5.589843E-07  6.091513E-07  1.365986E-07  1.073153E-11  1.546178E-15  1.000000E-30  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  9.484691E-07  1.155575E-06  2.949112E-07  2.316168E-11  3.499922E-15  1.000000E-30  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  1.475746E-06  1.991170E-06  5.721458E-07  4.493509E-11  7.096320E-15  1.000000E-30  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  2.136667E-06  3.169719E-06  1.017221E-06  7.990948E-11  1.315160E-14  1.000000E-30  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  2.918945E-06  4.740622E-06  1.691076E-06  1.329038E-10  2.276235E-14  1.000000E-30  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  3.726165E-06  6.569435E-06  2.579713E-06  2.028591E-10  3.603077E-14  1.000000E-30  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  4.506331E-06  8.573231E-06  3.680644E-06  2.896276E-10  5.321578E-14  1.000000E-30  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  5.311588E-06  1.097158E-05  5.187591E-06  4.085697E-10  7.789309E-14  1.000000E-30  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  5.983516E-06  1.339479E-05  6.961415E-06  5.488322E-10  1.085044E-13  1.000000E-30  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  6.455295E-06  1.558944E-05  8.858968E-06  6.991966E-10  1.430726E-13  1.000000E-30  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  6.738446E-06  1.754241E-05  1.089169E-05  8.606686E-10  1.822619E-13  1.000000E-30  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  6.834785E-06  1.910443E-05  1.290020E-05  1.020663E-09  2.233217E-13  1.000000E-30  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  6.778664E-06  2.034246E-05  1.494052E-05  1.183695E-09  2.676153E-13  1.000000E-30  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  6.590290E-06  2.126840E-05  1.702497E-05  1.350852E-09  3.158777E-13  1.000000E-30  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  6.311470E-06  2.185237E-05  1.901274E-05  1.510894E-09  3.650794E-13  1.000000E-30  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  5.964983E-06  2.215928E-05  2.096181E-05  1.668493E-09  4.166556E-13  1.000000E-30  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  5.605494E-06  2.222843E-05  2.272462E-05  1.811677E-09  4.664945E-13  1.000000E-30  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  5.171997E-06  2.209453E-05  2.468058E-05  1.971357E-09  5.257702E-13  1.000000E-30  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  4.773473E-06  2.181187E-05  2.639960E-05  2.112475E-09  5.816801E-13  1.000000E-30  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  4.398564E-06  2.142675E-05  2.799258E-05  2.243959E-09  6.369609E-13  1.000000E-30  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  3.985874E-06  2.088068E-05  2.975534E-05  2.390370E-09  7.024951E-13  1.000000E-30  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  3.550215E-06  2.016821E-05  3.166416E-05  2.550125E-09  7.791944E-13  1.000000E-30  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  3.181810E-06  1.945203E-05  3.334784E-05  2.692183E-09  8.522139E-13  1.000000E-30  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  2.855154E-06  1.872428E-05  3.492036E-05  2.825939E-09  9.254605E-13  1.000000E-30  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  2.532684E-06  1.791223E-05  3.657498E-05  2.967898E-09  1.008318E-12  1.000000E-30  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  2.222340E-06  1.703136E-05  3.829893E-05  3.117200E-09  1.101412E-12  1.000000E-30  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  1.964139E-06  1.621269E-05  3.986761E-05  3.254319E-09  1.192450E-12  1.000000E-30  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  1.708821E-06  1.531490E-05  4.158472E-05  3.405873E-09  1.299582E-12  1.000000E-30  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  1.505477E-06  1.452629E-05  4.311402E-05  3.542154E-09  1.401886E-12  1.000000E-30  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  1.199244E-06  1.318370E-05  4.581212E-05  3.785496E-09  1.598376E-12  1.000000E-30  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  1.048555E-06  1.243892E-05  4.739250E-05  3.929812E-09  1.723597E-12  1.000000E-30  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  9.166914E-07  1.172886E-05  4.897042E-05  4.075222E-09  1.856437E-12  1.000000E-30  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  7.424766E-07  1.068320E-05  5.143318E-05  4.304836E-09  2.080195E-12  1.000000E-30  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  6.594471E-07  1.013089E-05  5.281066E-05  4.434806E-09  2.215101E-12  1.000000E-30  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  5.860584E-07  9.605998E-06  5.417128E-05  4.564351E-09  2.355947E-12  1.000000E-30  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  4.705674E-07  8.689541E-06  5.665633E-05  4.804070E-09  2.634372E-12  1.000000E-30  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  3.829498E-07  7.898654E-06  5.892697E-05  5.027125E-09  2.916898E-12  1.000000E-30  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  3.149879E-07  7.206506E-06  6.101009E-05  5.235498E-09  3.203571E-12  1.000000E-30  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  2.613296E-07  6.594525E-06  6.293186E-05  5.431234E-09  3.495023E-12  1.000000E-30  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  2.180649E-07  6.046039E-06  6.473280E-05  5.618059E-09  3.795411E-12  1.000000E-30  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  1.834001E-07  5.559582E-06  6.639589E-05  5.793678E-09  4.099024E-12  1.000000E-30  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  1.571274E-07  5.155195E-06  6.783538E-05  5.948251E-09  4.384546E-12  1.000000E-30  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  1.351430E-07  4.787285E-06  6.920299E-05  6.097467E-09  4.677525E-12  1.000000E-30  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  1.143901E-07  4.408826E-06  7.067819E-05  6.261100E-09  5.019358E-12  1.000000E-30  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  9.830175E-08  4.088721E-06  7.198413E-05  6.408290E-09  5.345729E-12  1.000000E-30  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  8.301661E-08  3.757816E-06  7.341235E-05  6.571914E-09  5.730579E-12  1.000000E-30  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  7.053620E-08  3.463244E-06  7.476718E-05  6.729738E-09  6.124419E-12  1.000000E-30  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  5.852027E-08  3.152513E-06  7.629415E-05  6.910623E-09  6.603575E-12  1.000000E-30  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  4.947873E-08  2.896211E-06  7.764939E-05  7.073859E-09  7.062012E-12  1.000000E-30  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  3.592843E-08  2.462728E-06  8.021372E-05  7.389731E-09  8.021265E-12  1.000000E-30  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  3.077784E-08  2.276227E-06  8.144179E-05  7.544153E-09  8.525415E-12  1.000000E-30  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  2.677284E-08  2.120133E-06  8.254797E-05  7.685014E-09  9.006033E-12  1.000000E-30  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  2.034825E-08  1.843198E-06  8.473102E-05  7.967891E-09  1.003246E-11  1.000000E-30  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  1.754406E-08  1.708511E-06  8.590813E-05  8.123041E-09  1.063100E-11  1.000000E-30  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  1.529560E-08  1.592555E-06  8.699826E-05  8.268379E-09  1.121523E-11  1.000000E-30  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  1.178070E-08  1.392987E-06  8.908455E-05  8.551009E-09  1.241864E-11  1.000000E-30  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  9.505898E-09  1.247574E-06  9.080324E-05  8.788262E-09  1.350000E-11  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  7.655558E-09  1.115949E-06  9.253873E-05  9.031949E-09  1.468132E-11  1.000000E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  6.281412E-09  1.007788E-06  9.413339E-05  9.259626E-09  1.585241E-11  1.000000E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  5.171662E-09  9.115763E-07  9.570205E-05  9.487172E-09  1.709073E-11  1.000000E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  4.280110E-09  8.265540E-07  9.722486E-05  9.711544E-09  1.838115E-11  1.000000E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  3.234236E-09  7.149341E-07  9.948810E-05  1.005163E-08  2.047465E-11  1.000000E-30  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  2.793087E-09  6.625971E-07  1.006728E-04  1.023291E-08  2.166155E-11  1.000000E-30  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  2.412460E-09  6.140020E-07  1.018484E-04  1.041506E-08  2.290644E-11  1.000000E-30  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  1.825373E-09  5.310770E-07  1.040864E-04  1.076840E-08  2.547643E-11  1.000000E-30  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  1.550439E-09  4.878154E-07  1.053969E-04  1.097946E-08  2.711380E-11  1.000000E-30  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  1.333644E-09  4.509336E-07  1.065956E-04  1.117527E-08  2.870523E-11  1.000000E-30  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  1.061496E-09  4.002073E-07  1.084017E-04  1.147555E-08  3.128625E-11  1.000000E-30  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  8.588440E-10  3.582240E-07  1.100735E-04  1.175936E-08  3.388921E-11  1.000000E-30  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  6.991322E-10  3.216197E-07  1.116856E-04  1.203863E-08  3.661446E-11  1.000000E-30  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  5.630060E-10  2.870217E-07  1.133604E-04  1.233483E-08  3.969296E-11  1.000000E-30  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  4.609640E-10  2.583728E-07  1.148985E-04  1.261259E-08  4.276357E-11  1.000000E-30  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  3.817344E-10  2.339742E-07  1.163419E-04  1.287848E-08  4.587794E-11  1.000000E-30  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  3.344778E-10  2.182170E-07  1.173387E-04  1.306513E-08  4.817229E-11  1.000000E-30  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  2.960936E-10  2.046060E-07  1.182511E-04  1.323826E-08  5.038256E-11  1.000000E-30  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  2.538238E-10  1.886087E-07  1.193981E-04  1.345904E-08  5.331931E-11  1.000000E-30  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  2.139281E-10  1.723073E-07  1.206644E-04  1.370698E-08  5.678087E-11  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  1.729305E-10  1.539616E-07  1.222249E-04  1.401886E-08  6.139287E-11  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.418192E-10  1.385746E-07  1.236514E-04  1.431031E-08  6.597751E-11  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.131147E-10  1.228877E-07  1.252626E-04  1.464713E-08  7.162076E-11  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  9.086826E-11  1.093918E-07  1.268084E-04  1.497834E-08  7.754898E-11  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  7.171707E-11  9.642546E-08  1.284439E-04  1.533781E-08  8.443750E-11  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  5.742729E-11  8.564381E-08  1.299563E-04  1.567900E-08  9.143347E-11  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  4.398347E-11  7.428177E-08  1.317517E-04  1.609561E-08  1.006124E-10  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  3.407140E-11  6.479491E-08  1.334328E-04  1.649776E-08  1.101814E-10  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  2.288003E-11  5.234266E-08  1.359993E-04  1.713565E-08  1.268816E-10  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  1.842495E-11  4.660736E-08  1.373754E-04  1.749023E-08  1.370209E-10  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  1.480869E-11  4.143939E-08  1.387306E-04  1.784836E-08  1.479321E-10  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  1.126025E-11  3.576140E-08  1.404113E-04  1.830535E-08  1.628647E-10  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  8.676729E-12  3.108639E-08  1.419961E-04  1.874978E-08  1.785256E-10  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  6.747955E-12  2.714365E-08  1.434896E-04  1.918099E-08  1.948678E-10  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  5.381918E-12  2.402503E-08  1.448207E-04  1.957573E-08  2.108505E-10  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  4.210407E-12  2.104685E-08  1.462586E-04  2.001338E-08  2.297599E-10  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  3.646776E-12  1.947767E-08  1.470947E-04  2.027328E-08  2.416058E-10  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  3.186280E-12  1.810576E-08  1.478678E-04  2.051721E-08  2.531654E-10  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  2.352106E-12  1.536467E-08  1.496001E-04  2.107625E-08  2.812812E-10  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  1.811439E-12  1.334316E-08  1.510901E-04  2.157094E-08  3.081171E-10  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  1.404788E-12  1.162859E-08  1.525256E-04  2.205967E-08  3.365445E-10  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  9.622592E-13  9.474231E-09  1.546496E-04  2.280440E-08  3.836871E-10  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  6.802358E-13  7.854621E-09  1.566057E-04  2.351296E-08  4.330349E-10  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  4.871862E-13  6.554140E-09  1.584680E-04  2.420768E-08  4.859992E-10  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  3.616607E-13  5.578057E-09  1.601433E-04  2.484934E-08  5.391022E-10  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  2.722915E-13  4.784330E-09  1.617452E-04  2.547770E-08  5.952260E-10  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  2.071366E-13  4.125019E-09  1.632786E-04  2.609286E-08  6.543656E-10  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  1.537952E-13  3.511295E-09  1.649641E-04  2.678451E-08  7.259780E-10  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  1.119686E-13  2.957990E-09  1.667714E-04  2.754452E-08  8.112876E-10  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  8.288499E-14  2.513506E-09  1.684749E-04  2.827865E-08  9.007183E-10  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  5.901554E-14  2.092549E-09  1.704219E-04  2.913943E-08  1.014733E-09  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  4.254270E-14  1.754056E-09  1.723012E-04  2.999327E-08  1.138286E-09  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  2.564585E-14  1.335587E-09  1.752152E-04  3.136426E-08  1.360059E-09  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  1.948403E-14  1.152747E-09  1.768168E-04  3.214357E-08  1.499778E-09  1.000000E-30  1.000000E-30  1.000000E-30
