 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ti46          ti47          ti48          ti49          ti50          ti51          ti52          ti53 
    175  5.837706807704E-02  1.630520E-22  5.323471E-20  3.748270E-16  7.451873E-14  1.139493E-10  4.288623E-10  2.662732E-09  1.205844E-09
    176  5.868213309337E-02  1.331297E-22  2.651562E-20  1.948324E-16  4.066362E-14  6.631944E-11  2.586519E-10  1.677025E-09  7.833049E-10
    177  5.897372529375E-02  1.163460E-22  1.411764E-20  1.063417E-16  2.325166E-14  4.033444E-11  1.627712E-10  1.100079E-09  5.292811E-10
    178  5.927019313219E-02  1.048528E-22  7.867286E-21  5.935596E-17  1.360767E-14  2.513532E-11  1.050272E-10  7.404698E-10  3.671904E-10
    179  5.955970264735E-02  9.628312E-23  4.780210E-21  3.510194E-17  8.429521E-15  1.656135E-11  7.160291E-11  5.261612E-10  2.687558E-10
    180  5.987296131417E-02  8.852186E-23  3.060422E-21  2.113980E-17  5.339316E-15  1.122297E-11  5.035499E-11  3.870527E-10  2.041574E-10
    181  6.018239261751E-02  8.171831E-23  2.163649E-21  1.373954E-17  3.648229E-15  8.200566E-12  3.817220E-11  3.067899E-10  1.670592E-10
    182  6.051941164510E-02  7.492516E-23  1.617570E-21  9.263909E-18  2.597795E-15  6.283646E-12  3.044761E-11  2.569199E-10  1.448570E-10
    183  6.081686890997E-02  6.932895E-23  1.320355E-21  6.897670E-18  2.029971E-15  5.239578E-12  2.630764E-11  2.317736E-10  1.347696E-10
    184  6.107970107709E-02  6.465003E-23  1.135282E-21  5.479749E-18  1.683121E-15  4.601280E-12  2.384207E-11  2.182377E-10  1.304121E-10
    185  6.149099227918E-02  5.778598E-23  9.273754E-22  3.966216E-18  1.302933E-15  3.898800E-12  2.122694E-11  2.063326E-10  1.287004E-10
    186  6.184187848266E-02  5.235039E-23  7.968250E-22  3.071732E-18  1.069013E-15  3.458231E-12  1.964465E-11  2.010681E-10  1.301145E-10
    187  6.212841772032E-02  4.818731E-23  7.107539E-22  2.512168E-18  9.165461E-16  3.160387E-12  1.858804E-11  1.984734E-10  1.323640E-10
    188  6.241083345826E-02  4.432088E-23  6.389123E-22  2.067655E-18  7.903898E-16  2.902583E-12  1.766881E-11  1.967129E-10  1.351553E-10
    189  6.286334795077E-02  3.860299E-23  5.436031E-22  1.517928E-18  6.254058E-16  2.540935E-12  1.634658E-11  1.946446E-10  1.402932E-10
    190  6.324448148531E-02  3.422932E-23  4.774335E-22  1.170567E-18  5.137364E-16  2.272711E-12  1.532086E-11  1.931022E-10  1.449362E-10
    191  6.354755735680E-02  3.102912E-23  4.317606E-22  9.503942E-19  4.387175E-16  2.078219E-12  1.454319E-11  1.918275E-10  1.487138E-10
    192  6.382753282149E-02  2.828338E-23  3.940506E-22  7.828956E-19  3.787161E-16  1.911596E-12  1.384879E-11  1.905351E-10  1.522079E-10
    193  6.429792763326E-02  2.410509E-23  3.386460E-22  5.636816E-19  2.950310E-16  1.657121E-12  1.272770E-11  1.880130E-10  1.579818E-10
    194  6.470641913937E-02  2.089482E-23  2.971530E-22  4.225843E-19  2.368435E-16  1.459642E-12  1.179711E-11  1.854116E-10  1.628219E-10
    195  6.514351188605E-02  1.785923E-23  2.583085E-22  3.094894E-19  1.866416E-16  1.270340E-12  1.084508E-11  1.821838E-10  1.677521E-10
    196  6.551961572666E-02  1.555256E-23  2.287685E-22  2.357839E-19  1.514793E-16  1.123993E-12  1.006144E-11  1.790542E-10  1.717685E-10
    197  6.614173306661E-02  1.229741E-23  1.865974E-22  1.493378E-19  1.065492E-16  9.127958E-13  8.841382E-12  1.731868E-10  1.778574E-10
    198  6.666431851744E-02  1.004284E-23  1.566905E-22  1.012626E-19  7.886795E-17  7.623396E-13  7.892657E-12  1.676522E-10  1.823804E-10
    199  6.714973898932E-02  8.288858E-24  1.327788E-22  7.031319E-20  5.938940E-17  6.421883E-13  7.075264E-12  1.620912E-10  1.860700E-10
    200  6.763365269933E-02  6.822671E-24  1.121833E-22  4.857957E-20  4.448758E-17  5.389075E-13  6.319996E-12  1.562230E-10  1.892700E-10
    201  6.810748363549E-02  5.623789E-24  9.479604E-23  3.371211E-20  3.339386E-17  4.522171E-13  5.639460E-12  1.502241E-10  1.919201E-10
    202  6.886988901479E-02  4.103230E-24  7.179774E-23  1.862555E-20  2.089459E-17  3.385917E-13  4.664131E-12  1.402157E-10  1.952003E-10
    203  6.932442343830E-02  3.393963E-24  6.059551E-23  1.303250E-20  1.571957E-17  2.837239E-13  4.148902E-12  1.341304E-10  1.966114E-10
    204  6.977291475786E-02  2.811778E-24  5.111507E-23  9.135463E-21  1.182173E-17  2.375849E-13  3.686466E-12  1.280988E-10  1.976238E-10
    205  7.051837306122E-02  2.054894E-24  3.831145E-23  5.054743E-21  7.317966E-18  1.758857E-13  3.013577E-12  1.181351E-10  1.985230E-10
    206  7.120724846930E-02  1.538475E-24  2.918718E-23  2.925972E-21  4.666095E-18  1.324053E-13  2.488009E-12  1.091198E-10  1.985716E-10
    207  7.185571854523E-02  1.173095E-24  2.249584E-23  1.749786E-21  3.031481E-18  1.008012E-13  2.067713E-12  1.008961E-10  1.980140E-10
    208  7.250556240022E-02  8.960250E-25  1.726960E-23  1.052141E-21  1.959335E-18  7.637770E-14  1.711537E-12  9.299370E-11  1.969526E-10
    209  7.308358088908E-02  7.068400E-25  1.361779E-23  6.741887E-22  1.323579E-18  5.946883E-14  1.442413E-12  8.628767E-11  1.956491E-10
    210  7.365083251161E-02  5.615423E-25  1.076605E-23  4.388854E-22  8.957526E-19  4.636122E-14  1.216083E-12  8.002049E-11  1.940890E-10
    211  7.420607479025E-02  4.495878E-25  8.543759E-24  2.918253E-22  6.097495E-19  3.624760E-14  1.026962E-12  7.421370E-11  1.923496E-10
    212  7.477269193766E-02  3.594422E-25  6.742974E-24  1.952848E-22  4.110095E-19  2.813727E-14  8.627492E-13  6.863048E-11  1.904057E-10
    213  7.532671922740E-02  2.897067E-25  5.347065E-24  1.336543E-22  2.780156E-19  2.190125E-14  7.259701E-13  6.349249E-11  1.883605E-10
    214  7.590819975934E-02  2.318056E-25  4.191896E-24  9.141767E-23  1.839732E-19  1.680214E-14  6.047074E-13  5.845158E-11  1.861167E-10
    215  7.648106882397E-02  1.867184E-25  3.299859E-24  6.410488E-23  1.223202E-19  1.291950E-14  5.044399E-13  5.383246E-11  1.838498E-10
    216  7.706864365518E-02  1.500697E-25  2.583940E-24  4.536825E-23  8.019652E-20  9.845408E-15  4.181665E-13  4.943157E-11  1.814839E-10
    217  7.765097184480E-02  1.212369E-25  2.030303E-24  3.277046E-23  5.258563E-20  7.505335E-15  3.467165E-13  4.539330E-11  1.791271E-10
    218  7.824188421090E-02  9.793387E-26  1.592443E-24  2.395948E-23  3.423808E-20  5.691626E-15  2.864537E-13  4.161701E-11  1.767692E-10
    219  7.883216312169E-02  7.935675E-26  1.251998E-24  1.777766E-23  2.226617E-20  4.311474E-15  2.365051E-13  3.814697E-11  1.744673E-10
    220  7.934760137230E-02  6.619324E-26  1.016843E-24  1.383108E-23  1.523539E-20  3.377288E-15  1.998463E-13  3.534435E-11  1.725063E-10
    221  7.991019390762E-02  5.443049E-26  8.123803E-25  1.061499E-23  1.006701E-20  2.585466E-15  1.662475E-13  3.252395E-11  1.704698E-10
    222  8.044081450283E-02  4.535963E-26  6.592152E-25  8.333073E-24  6.813958E-21  2.008930E-15  1.397545E-13  3.007990E-11  1.686768E-10
    223  8.103419684334E-02  3.709571E-26  5.237678E-25  6.401966E-24  4.389971E-21  1.512969E-15  1.150162E-13  2.757054E-11  1.668193E-10
    224  8.158988408622E-02  3.081278E-26  4.239521E-25  5.032684E-24  2.906284E-21  1.159623E-15  9.583980E-14  2.542669E-11  1.652685E-10
    225  8.219791245697E-02  2.523291E-26  3.380523E-25  3.892740E-24  1.854178E-21  8.670845E-16  7.855847E-14  2.329676E-11  1.638296E-10
    226  8.273529679330E-02  2.121643E-26  2.780447E-25  3.118699E-24  1.246413E-21  6.704957E-16  6.592032E-14  2.158361E-11  1.627891E-10
    227  8.327310875316E-02  1.789503E-26  2.297394E-25  2.510407E-24  8.364526E-22  5.180741E-16  5.531063E-14  2.001240E-11  1.619665E-10
    228  8.381967664174E-02  1.510257E-26  1.901896E-25  2.024037E-24  5.591061E-22  3.988203E-16  4.631636E-14  1.855440E-11  1.613790E-10
    229  8.442137901789E-02  1.257877E-26  1.553826E-25  1.606346E-24  3.602221E-22  2.991812E-16  3.813328E-14  1.709320E-11  1.610007E-10
    230  8.496109010092E-02  1.071403E-26  1.302826E-25  1.312286E-24  2.423430E-22  2.308127E-16  3.200629E-14  1.588617E-11  1.608092E-10
    231  8.556251684447E-02  8.989175E-27  1.076058E-25  1.053245E-24  1.563901E-22  1.727745E-16  2.633040E-14  1.464626E-11  1.607207E-10
    232  8.609514523980E-02  7.712768E-27  9.118934E-26  8.705872E-25  1.065630E-22  1.335742E-16  2.214011E-14  1.362577E-11  1.606598E-10
    233  8.668730402486E-02  6.517171E-27  7.611583E-26  7.072835E-25  6.967610E-23  1.000423E-16  1.821815E-14  1.255573E-11  1.604392E-10
    234  8.725638446658E-02  5.547666E-27  6.412487E-26  5.810735E-25  4.642692E-23  7.548473E-17  1.505749E-14  1.157811E-11  1.599180E-10
    235  8.784892152766E-02  4.688693E-27  5.368967E-26  4.744946E-25  3.061785E-23  5.607203E-17  1.230364E-14  1.060447E-11  1.588951E-10
    236  8.837914431516E-02  4.027531E-27  4.578257E-26  3.960934E-25  2.120704E-23  4.276295E-17  1.022380E-14  9.762163E-12  1.573944E-10
    237  8.927467123273E-02  3.097628E-27  3.485295E-26  2.916362E-25  1.150196E-23  2.664824E-17  7.375026E-15  8.384383E-12  1.531556E-10
    238  9.009385267910E-02  2.412302E-27  2.694335E-26  2.193355E-25  6.704720E-24  1.700240E-17  5.384419E-15  7.180329E-12  1.471528E-10
    239  9.088007009323E-02  1.875799E-27  2.083691E-26  1.656475E-25  4.052207E-24  1.081676E-17  3.904910E-15  6.076531E-12  1.392207E-10
    240  9.160938796651E-02  1.467526E-27  1.624009E-26  1.265888E-25  2.588532E-24  6.987835E-18  2.850095E-15  5.117005E-12  1.301073E-10
    241  9.231864750676E-02  1.141819E-27  1.260266E-26  9.656362E-26  1.700078E-24  4.488004E-18  2.063273E-15  4.256795E-12  1.198579E-10
    242  9.335415502949E-02  7.739248E-28  8.524028E-27  6.390047E-26  9.412916E-25  2.272413E-18  1.246558E-15  3.151848E-12  1.031516E-10
    243  9.429165011748E-02  5.319164E-28  5.856204E-27  4.316651E-26  5.621242E-25  1.189166E-18  7.666224E-16  2.327023E-12  8.737555E-11
    244  9.514750284226E-02  3.709832E-28  4.087752E-27  2.973371E-26  3.544508E-25  6.407519E-19  4.794933E-16  1.718866E-12  7.326481E-11
    245  9.592869681963E-02  2.633336E-28  2.906528E-27  2.091947E-26  2.339260E-25  3.580700E-19  3.072836E-16  1.279248E-12  6.126241E-11
    246  9.638259128200E-02  2.145590E-28  2.371500E-27  1.697520E-26  1.838384E-25  2.528920E-19  2.352056E-16  1.067924E-12  5.475728E-11
    247  9.686466198075E-02  1.718888E-28  1.903223E-27  1.355047E-26  1.423986E-25  1.738544E-19  1.761785E-16  8.762803E-13  4.832597E-11
    248  9.745016881397E-02  1.305906E-28  1.449611E-27  1.026036E-26  1.044397E-25  1.095801E-19  1.232869E-16  6.838654E-13  4.121906E-11
    249  9.798964068785E-02  1.008665E-28  1.122732E-27  7.908573E-27  7.846391E-26  7.116005E-20  8.820899E-17  5.401681E-13  3.535208E-11
    250  9.892639389759E-02  6.373381E-29  7.131851E-28  4.988716E-27  4.767330E-26  3.308029E-20  4.860843E-17  3.523535E-13  2.664063E-11
    251  9.977784733458E-02  4.152364E-29  4.673571E-28  3.253508E-27  3.026925E-26  1.630812E-20  2.799982E-17  2.351384E-13  2.028944E-11
    252  1.005622893962E-01  2.772498E-29  3.139239E-28  2.178855E-27  1.988086E-26  8.383684E-21  1.664528E-17  1.593685E-13  1.555293E-11
    253  1.013070552067E-01  1.875131E-29  2.136283E-28  1.480521E-27  1.332609E-26  4.425575E-21  1.009434E-17  1.087788E-13  1.194040E-11
    254  1.019791947326E-01  1.308940E-29  1.500225E-28  1.039631E-27  9.279585E-27  2.467348E-21  6.383875E-18  7.612075E-14  9.297969E-12
    255  1.025982572428E-01  9.348300E-30  1.077660E-28  7.476417E-28  6.643468E-27  1.427956E-21  4.154519E-18  5.411619E-14  7.299967E-12
    256  1.032644197032E-01  6.476317E-30  7.508514E-29  5.222306E-28  4.635005E-27  7.874460E-22  2.600309E-18  3.700051E-14  5.556357E-12
    257  1.039121745974E-01  4.505543E-30  5.253862E-29  3.668849E-28  3.264035E-27  4.369225E-22  1.633384E-18  2.515151E-14  4.195233E-12
    258  1.045193471709E-01  3.189597E-30  3.739573E-29  2.625292E-28  2.348186E-27  2.486701E-22  1.045109E-18  1.720969E-14  3.169846E-12
    259  1.051181778144E-01  2.260282E-30  2.661699E-29  1.881203E-28  1.696534E-27  1.411976E-22  6.662610E-19  1.163191E-14  2.363508E-12
    260  1.056826419982E-01  1.626785E-30  1.923207E-29  1.370037E-28  1.248310E-27  8.186148E-23  4.309535E-19  7.890245E-15  1.759477E-12
    261  1.062431336111E-01  1.170609E-30  1.386609E-29  9.970408E-29  9.198179E-28  4.693650E-23  2.756528E-19  5.249316E-15  1.284666E-12
    262  1.068146627648E-01  1.000000E-30  9.893098E-30  7.192581E-29  6.734415E-28  2.626833E-23  1.724301E-19  3.386762E-15  9.115616E-13
    263  1.073656177930E-01  1.000000E-30  7.116747E-30  5.238344E-29  4.984159E-28  1.481929E-23  1.082153E-19  2.168998E-15  6.399832E-13
    264  1.079139362418E-01  1.000000E-30  5.107397E-30  3.811255E-29  3.690336E-28  8.246166E-24  6.694905E-20  1.355173E-15  4.384412E-13
    265  1.084202130578E-01  1.000000E-30  3.746349E-30  2.836280E-29  2.794389E-28  4.747401E-24  4.244071E-20  8.582210E-16  3.023513E-13
    266  1.089957947327E-01  1.000000E-30  2.630421E-30  2.023501E-29  2.035652E-28  2.508959E-24  2.495693E-20  4.977219E-16  1.931948E-13
    267  1.095139929398E-01  1.000000E-30  1.903915E-30  1.490373E-29  1.529290E-28  1.403248E-24  1.531227E-20  2.977392E-16  1.261240E-13
    268  1.100036617482E-01  1.000000E-30  1.399787E-30  1.114424E-29  1.165946E-28  8.068419E-25  9.571547E-21  1.793894E-16  8.255272E-14
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  8.007638E-30  8.569504E-29  4.327642E-25  5.602230E-21  9.910064E-17  5.007939E-14
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  5.538743E-30  6.082325E-29  2.197920E-25  3.097579E-21  5.026511E-17  2.816746E-14
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  3.965915E-30  4.461095E-29  1.217356E-25  1.829966E-21  2.685611E-17  1.651182E-14
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  2.881369E-30  3.317288E-29  7.119477E-26  1.125158E-21  1.469958E-17  9.865177E-15
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  2.043664E-30  2.411971E-29  4.153196E-26  6.852328E-22  7.747651E-18  5.704716E-15
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.418596E-30  1.718450E-29  2.450514E-26  4.205869E-22  4.022095E-18  3.263109E-15
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.011394E-30  1.255500E-29  1.565314E-26  2.790915E-22  2.292628E-18  2.032749E-15
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.860493E-30  9.911877E-27  1.860112E-22  1.330272E-18  1.302477E-15
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.000000E-30  6.470074E-30  6.770318E-27  1.346591E-22  8.921747E-19  9.573622E-16
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.720124E-30  3.601444E-27  8.197525E-23  5.408762E-19  6.891047E-16
    279  1.166131253687E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.670267E-30  2.537769E-27  6.343724E-23  4.444624E-19  6.284146E-16
    280  1.171578902390E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.925110E-30  1.805320E-27  4.994862E-23  3.819507E-19  5.997303E-16
    281  1.179966344325E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.165681E-30  1.070638E-27  3.510495E-23  3.168299E-19  5.861111E-16
    282  1.184626561866E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.021260E-28  2.902728E-23  2.894214E-19  5.865118E-16
    283  1.189221956404E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.035512E-28  2.411622E-23  2.659323E-19  5.896584E-16
    284  1.197605220964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.567408E-28  1.717539E-23  2.288554E-19  5.990254E-16
    285  1.205341475296E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.188731E-28  1.255357E-23  1.995848E-19  6.090148E-16
    286  1.212540834288E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.381251E-28  9.345263E-24  1.754304E-19  6.180772E-16
    287  1.219299358624E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.909760E-29  7.053480E-24  1.550482E-19  6.259123E-16
    288  1.225766858039E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.838310E-29  5.373561E-24  1.374413E-19  6.322037E-16
    289  1.231854533608E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.896672E-29  4.138419E-24  1.222856E-19  6.367452E-16
    290  1.237219182154E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.715544E-29  3.274431E-24  1.100197E-19  6.395118E-16
    291  1.242404039059E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.910413E-29  2.603667E-24  9.908795E-20  6.407459E-16
    292  1.248086455930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.295097E-29  2.016907E-24  8.804355E-20  6.401171E-16
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.069200E-30  1.593906E-24  7.885096E-20  6.375617E-16
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.097579E-30  1.222170E-24  6.948163E-20  6.321295E-16
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.150236E-30  9.423806E-25  6.123361E-20  6.238092E-16
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.668859E-30  6.943336E-25  5.260543E-20  6.099490E-16
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.781232E-30  5.235234E-25  4.554367E-20  5.930360E-16
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.974460E-25  3.367975E-20  5.466640E-16
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.225640E-25  2.863834E-20  5.169548E-16
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.693489E-25  2.446151E-20  4.859058E-16
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.513437E-26  1.725627E-20  4.135516E-16
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.791208E-26  1.393774E-20  3.697389E-16
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.882508E-26  1.123985E-20  3.274826E-16
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.474422E-26  7.092680E-21  2.468429E-16
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.343965E-26  4.611054E-21  1.858034E-16
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.929585E-27  2.855589E-21  1.333177E-16
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.646819E-27  1.775097E-21  9.480107E-17
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.883258E-27  1.079884E-21  6.581890E-17
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.675699E-28  6.506388E-22  4.508124E-17
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.490350E-28  2.963264E-22  2.479600E-17
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.022331E-28  1.933861E-22  1.788459E-17
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.166407E-28  1.254962E-22  1.281247E-17
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.060007E-29  5.406861E-23  6.653662E-18
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.189101E-29  3.263642E-23  4.484869E-18
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.244422E-29  2.040477E-23  3.101673E-18
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.407871E-30  9.926255E-24  1.756851E-18
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.581306E-30  5.032788E-24  1.025248E-18
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.325791E-30  2.583313E-24  6.025601E-19
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.273267E-24  3.421141E-19
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.582320E-25  2.012131E-19
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.517531E-25  1.211366E-19
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.266445E-25  8.475973E-20
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.510945E-25  6.087518E-20
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.050784E-26  3.995746E-20
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.129896E-26  2.496092E-20
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.546288E-26  1.387145E-20
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.341747E-26  8.045974E-21
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.586645E-27  4.340447E-21
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.397462E-27  2.410717E-21
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.732788E-27  1.308519E-21
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.638243E-28  7.618781E-22
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.054701E-28  4.213599E-22
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.888936E-28  2.580373E-22
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.321218E-28  1.404081E-22
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.916102E-29  1.080871E-22
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.105518E-29  8.629294E-23
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.862288E-29  6.754022E-23
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.528639E-29  5.486286E-23
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.699787E-29  4.563100E-23
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.194984E-29  3.897685E-23
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.206546E-30  3.301981E-23
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.601312E-30  3.001700E-23
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.385648E-30  2.748459E-23
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.459552E-30  2.259277E-23
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.369071E-30  1.909864E-23
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.648612E-30  1.621731E-23
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.269795E-23
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.010064E-23
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.065767E-24
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.563271E-24
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.365849E-24
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.401370E-24
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.531267E-24
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.782054E-24
