 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                co69          co70          co71          co72          co73          co74          co75          co76 
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  3.209979E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.730801E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  4.354327E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  6.004573E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  7.852899E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  2.144036E-28  1.094816E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.402636E-27  7.410441E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  7.400135E-27  4.010100E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  2.626352E-26  1.453138E-28  3.201662E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  9.536072E-26  5.387068E-28  1.235262E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  2.167643E-25  1.240408E-27  2.913141E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  4.793307E-25  2.778977E-27  6.688644E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.198665E-24  7.054704E-27  1.746694E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  3.104856E-24  1.856281E-26  4.734101E-28  1.723597E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  5.360586E-24  3.234030E-26  8.389948E-28  3.044905E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.009653E-23  6.155588E-26  1.628970E-27  5.971023E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.121270E-23  1.309410E-25  3.547361E-27  1.315524E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  4.272851E-23  2.668723E-25  7.392850E-27  2.772085E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  9.572381E-23  6.060790E-25  1.722982E-26  6.544048E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  2.099613E-22  1.347288E-24  3.928812E-26  1.511112E-28  1.974953E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  5.102638E-22  3.324606E-24  9.980534E-26  3.894262E-28  5.277503E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.133938E-21  7.491087E-24  2.308995E-25  9.127614E-28  1.266800E-29  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  2.507498E-21  1.679470E-23  5.314436E-25  2.128221E-27  3.024777E-29  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  5.624045E-21  3.820884E-23  1.242455E-24  5.042805E-27  7.346368E-29  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.119956E-20  7.702659E-23  2.564280E-24  1.052896E-26  1.566911E-28  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.946266E-20  1.351837E-22  4.586286E-24  1.900734E-26  2.877519E-28  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  3.313021E-20  2.323280E-22  8.028155E-24  3.357361E-26  5.167966E-28  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  5.123892E-20  3.621613E-22  1.270562E-23  5.353174E-26  8.353941E-28  1.308172E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  7.436116E-20  5.291628E-22  1.880780E-23  7.974998E-26  1.259305E-27  1.978081E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.399342E-19  1.007377E-21  3.661080E-23  1.569447E-25  2.528698E-27  4.004541E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  2.411334E-19  1.753407E-21  6.496722E-23  2.811575E-25  4.610010E-27  7.352397E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  4.535551E-19  3.336857E-21  1.264587E-22  5.533585E-25  9.260337E-27  1.489128E-29  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  8.037113E-19  5.976234E-21  2.311844E-22  1.021846E-24  1.742127E-26  2.822537E-29  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.507970E-18  1.134547E-20  4.489654E-22  2.006617E-24  3.492040E-26  5.704663E-29  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  2.606201E-18  1.980990E-20  7.995933E-22  3.608484E-24  6.393170E-26  1.051948E-28  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  4.834828E-18  3.717803E-20  1.534660E-21  7.002079E-24  1.265976E-25  2.100107E-28  1.806186E-30  1.000000E-30
     97  4.339365876136E-02  9.084141E-18  7.068767E-20  2.985818E-21  1.377716E-23  2.543330E-25  4.254497E-28  3.726708E-30  1.000000E-30
     98  4.362382833621E-02  1.719076E-17  1.353815E-19  5.852975E-21  2.731500E-23  5.149637E-25  8.687259E-28  7.763245E-30  1.000000E-30
     99  4.384703699487E-02  3.195783E-17  2.546248E-19  1.126016E-20  5.313263E-23  1.022405E-24  1.738950E-27  1.584503E-29  1.000000E-30
    100  4.408801045744E-02  6.251222E-17  5.043860E-19  2.285862E-20  1.091575E-22  2.147520E-24  3.685101E-27  3.429267E-29  1.000000E-30
    101  4.430336182063E-02  1.140409E-16  9.306017E-19  4.311206E-20  2.080904E-22  4.176078E-24  7.223200E-27  6.850006E-29  1.000000E-30
    102  4.453208602613E-02  2.159518E-16  1.783531E-18  8.458372E-20  4.129420E-22  8.464438E-24  1.476479E-26  1.428662E-28  1.000000E-30
    103  4.474836808964E-02  3.940073E-16  3.291389E-18  1.596035E-19  7.876646E-22  1.647330E-23  2.896611E-26  2.856925E-28  1.000000E-30
    104  4.497736119052E-02  7.408780E-16  6.264303E-18  3.110184E-19  1.552623E-21  3.317165E-23  5.882540E-26  5.920865E-28  1.000000E-30
    105  4.517199675598E-02  1.258562E-15  1.075149E-17  5.446421E-19  2.745555E-21  5.973338E-23  1.066969E-25  1.092636E-27  1.000000E-30
    106  4.536038532241E-02  2.084765E-15  1.798820E-17  9.292003E-19  4.728725E-21  1.047107E-22  1.883521E-25  1.961486E-27  1.646434E-30
    107  4.552484255766E-02  3.211951E-15  2.795679E-17  1.468994E-18  7.537887E-21  1.695078E-22  3.067797E-25  3.241989E-27  2.742062E-30
    108  4.581275722245E-02  6.694284E-15  5.916515E-17  3.203325E-18  1.667753E-20  3.853015E-22  7.048367E-25  7.642381E-27  6.534332E-30
    109  4.603616864208E-02  1.157144E-14  1.034989E-16  5.736505E-18  3.020721E-20  7.128207E-22  1.314967E-24  1.454879E-26  1.254602E-29
    110  4.624194314299E-02  1.880559E-14  1.700633E-16  9.631547E-18  5.125041E-20  1.233196E-21  2.292540E-24  2.584008E-26  2.245836E-29
    111  4.641297951594E-02  2.777208E-14  2.534582E-16  1.461503E-17  7.844746E-20  1.918509E-21  3.589524E-24  4.108961E-26  3.594613E-29
    112  4.656990459822E-02  3.928876E-14  3.615918E-16  2.119779E-17  1.146942E-19  2.847125E-21  5.358461E-24  6.221707E-26  5.475643E-29
    113  4.671253119976E-02  5.338397E-14  4.950913E-16  2.946418E-17  1.605853E-19  4.040835E-21  7.646005E-24  8.993461E-26  7.958378E-29
    114  4.684580987606E-02  7.058473E-14  6.593191E-16  3.979463E-17  2.183704E-19  5.565219E-21  1.058341E-23  1.260033E-25  1.120727E-28
    115  4.697520204195E-02  9.198966E-14  8.652620E-16  5.294543E-17  2.924647E-19  7.546285E-21  1.442100E-23  1.737285E-25  1.552918E-28
    116  4.709649788536E-02  1.172874E-13  1.110447E-15  6.882823E-17  3.825699E-19  9.986493E-21  1.917181E-23  2.335318E-25  2.097250E-28
    117  4.721637454993E-02  1.484096E-13  1.414218E-15  8.878043E-17  4.965155E-19  1.311072E-20  2.528388E-23  3.113762E-25  2.809287E-28
    118  4.732862910872E-02  1.842531E-13  1.766450E-15  1.122249E-16  6.312616E-19  1.684935E-20  3.263203E-23  4.060208E-25  3.679089E-28
    119  4.750539400184E-02  2.571651E-13  2.489130E-15  1.611437E-16  9.147013E-19  2.483281E-20  4.841599E-23  6.122364E-25  5.585628E-28
    120  4.767210524850E-02  3.495189E-13  3.413730E-15  2.249756E-16  1.288062E-18  3.553592E-20  6.972346E-23  8.953072E-25  8.221163E-28
    121  4.783406579930E-02  4.679297E-13  4.610575E-15  3.091671E-16  1.784957E-18  5.002110E-20  9.874990E-23  1.287098E-24  1.189336E-27
    122  4.799263518131E-02  6.192597E-13  6.154447E-15  4.197752E-16  2.443512E-18  6.953528E-20  1.381046E-22  1.826596E-24  1.698301E-27
    123  4.815339657435E-02  8.187178E-13  8.208231E-15  5.696197E-16  3.343498E-18  9.664115E-20  1.931187E-22  2.592495E-24  2.425555E-27
    124  4.832264594384E-02  1.093124E-12  1.106092E-14  7.817130E-16  4.628919E-18  1.360136E-19  2.735573E-22  3.730404E-24  3.513333E-27
    125  4.849826454798E-02  1.468350E-12  1.500083E-14  1.080459E-15  6.456662E-18  1.929911E-19  3.907663E-22  5.416413E-24  5.136415E-27
    126  4.867786870736E-02  1.976474E-12  2.039121E-14  1.497541E-15  9.033251E-18  2.747799E-19  5.602085E-22  7.896041E-24  7.540798E-27
    127  4.885872256535E-02  2.654496E-12  2.765906E-14  2.071543E-15  1.261425E-17  3.905566E-19  8.017879E-22  1.149350E-23  1.105474E-26
    128  4.903755607841E-02  3.539564E-12  3.724501E-14  2.844259E-15  1.748241E-17  5.508534E-19  1.138660E-21  1.659798E-23  1.607725E-26
    129  4.921259737621E-02  4.674733E-12  4.966552E-14  3.865803E-15  2.398049E-17  7.687045E-19  1.599710E-21  2.370462E-23  2.312022E-26
    130  4.938368810460E-02  6.116205E-12  6.559531E-14  5.202013E-15  3.256069E-17  1.061471E-18  2.223578E-21  3.348335E-23  3.287978E-26
    131  4.955132280349E-02  7.936215E-12  8.590547E-14  6.938830E-15  4.381678E-17  1.452228E-18  3.061879E-21  4.684068E-23  4.630317E-26
    132  4.971624312404E-02  1.022731E-11  1.117191E-13  9.188540E-15  5.852990E-17  1.971740E-18  4.183800E-21  6.500812E-23  6.468474E-26
    133  4.987811857735E-02  1.308548E-11  1.442271E-13  1.207510E-14  7.757756E-17  2.655634E-18  5.670360E-21  8.946600E-23  8.959672E-26
    134  5.003799836445E-02  1.665376E-11  1.851907E-13  1.578008E-14  1.022420E-16  3.555906E-18  7.639837E-21  1.223809E-22  1.233440E-25
    135  5.019682549602E-02  2.111152E-11  2.368410E-13  2.053803E-14  1.341949E-16  4.741478E-18  1.025004E-20  1.666891E-22  1.690713E-25
    136  5.035511419132E-02  2.667675E-11  3.019215E-13  2.664382E-14  1.755596E-16  6.301572E-18  1.370672E-20  2.262864E-22  2.309803E-25
    137  5.051299755300E-02  3.360562E-11  3.837012E-13  3.445809E-14  2.289643E-16  8.348983E-18  1.827209E-20  3.062333E-22  3.145729E-25
    138  5.067010535678E-02  4.217779E-11  4.858166E-13  4.439597E-14  2.974794E-16  1.101903E-17  2.426381E-20  4.128035E-22  4.267332E-25
    139  5.082726902819E-02  5.279769E-11  6.135051E-13  5.705315E-14  3.855117E-16  1.450640E-17  3.213967E-20  5.550869E-22  5.774637E-25
    140  5.098506829486E-02  6.595946E-11  7.732444E-13  7.318358E-14  4.986978E-16  1.906494E-17  4.250090E-20  7.452334E-22  7.802310E-25
    141  5.114361869269E-02  8.222935E-11  9.725845E-13  9.369377E-14  6.439088E-16  2.501174E-17  5.610536E-20  9.988895E-22  1.052529E-24
    142  5.130328078870E-02  1.023152E-10  1.221054E-12  1.197495E-13  8.300603E-16  3.276515E-17  7.395943E-20  1.337165E-21  1.418119E-24
    143  5.146205644840E-02  1.266749E-10  1.525331E-12  1.522754E-13  1.064569E-15  4.270056E-17  9.698956E-20  1.780620E-21  1.900639E-24
    144  5.162089365231E-02  1.562029E-10  1.897795E-12  1.928678E-13  1.359942E-15  5.543099E-17  1.266950E-19  2.361977E-21  2.537534E-24
    145  5.177902725711E-02  1.915737E-10  2.348397E-12  2.429445E-13  1.727724E-15  7.155847E-17  1.645793E-19  3.115625E-21  3.368851E-24
    146  5.193558292952E-02  2.333647E-10  2.886119E-12  3.038895E-13  2.179512E-15  9.171638E-17  2.122493E-19  4.079615E-21  4.439506E-24
    147  5.207655208218E-02  2.774927E-10  3.459363E-12  3.700938E-13  2.674673E-15  1.141776E-16  2.657057E-19  5.177592E-21  5.666943E-24
    148  5.220437120847E-02  3.233740E-10  4.060655E-12  4.407491E-13  3.207456E-15  1.387147E-16  3.244441E-19  6.401395E-21  7.043222E-24
    149  5.240275279905E-02  4.066767E-10  5.164530E-12  5.733072E-13  4.217308E-15  1.861140E-16  4.387433E-19  8.825671E-21  9.789941E-24
    150  5.258707116153E-02  4.982399E-10  6.394024E-12  7.248133E-13  5.385591E-15  2.421931E-16  5.751405E-19  1.178000E-20  1.316662E-23
    151  5.276353482958E-02  5.992461E-10  7.767990E-12  8.984322E-13  6.740214E-15  3.086404E-16  7.380995E-19  1.538159E-20  1.731781E-23
    152  5.293536770993E-02  7.101187E-10  9.295970E-12  1.096438E-12  8.303317E-15  3.869811E-16  9.318087E-19  1.974903E-20  2.239357E-23
    153  5.310288915571E-02  8.294795E-10  1.096303E-11  1.318066E-12  1.007372E-14  4.776519E-16  1.157855E-18  2.494821E-20  2.848608E-23
    154  5.325369291828E-02  9.454111E-10  1.260366E-11  1.541710E-12  1.188087E-14  5.721585E-16  1.395334E-18  3.051572E-20  3.506192E-23
    155  5.339308966526E-02  1.058528E-09  1.422496E-11  1.768076E-12  1.373007E-14  6.707914E-16  1.645028E-18  3.647550E-20  4.215324E-23
    156  5.362726198018E-02  1.257338E-09  1.712530E-11  2.186557E-12  1.719978E-14  8.608611E-16  2.131035E-18  4.835792E-20  5.643206E-23
    157  5.383816121000E-02  1.440057E-09  1.985382E-11  2.597359E-12  2.067058E-14  1.057463E-15  2.640019E-18  6.117658E-20  7.202329E-23
    158  5.403768730975E-02  1.609608E-09  2.244844E-11  3.005317E-12  2.418270E-14  1.263063E-15  3.178763E-18  7.513905E-20  8.920398E-23
    159  5.422986619970E-02  1.764288E-09  2.488075E-11  3.405963E-12  2.770023E-14  1.476052E-15  3.743738E-18  9.020844E-20  1.079624E-22
    160  5.440569294967E-02  1.893976E-09  2.698313E-11  3.769927E-12  3.096122E-14  1.680375E-15  4.292373E-18  1.052630E-19  1.269154E-22
    161  5.456994612052E-02  2.001887E-09  2.879372E-11  4.100486E-12  3.398526E-14  1.876456E-15  4.825239E-18  1.202944E-19  1.460467E-22
    162  5.485681963417E-02  2.152669E-09  3.148248E-11  4.635549E-12  3.903824E-14  2.221071E-15  5.778105E-18  1.482486E-19  1.821748E-22
    163  5.511708850657E-02  2.243217E-09  3.330894E-11  5.056171E-12  4.320562E-14  2.526399E-15  6.642437E-18  1.749545E-19  2.173788E-22
    164  5.536560227933E-02  2.286199E-09  3.444470E-11  5.383426E-12  4.664903E-14  2.800277E-15  7.437689E-18  2.008926E-19  2.522649E-22
    165  5.559867087093E-02  2.288348E-09  3.495160E-11  5.614520E-12  4.929411E-14  3.032905E-15  8.132778E-18  2.249214E-19  2.852634E-22
    166  5.582344501454E-02  2.257497E-09  3.493907E-11  5.763389E-12  5.124719E-14  3.229142E-15  8.739210E-18  2.472815E-19  3.166552E-22
    167  5.608267729631E-02  2.187153E-09  3.437143E-11  5.846349E-12  5.275287E-14  3.416887E-15  9.346388E-18  2.715427E-19  3.516126E-22
    168  5.632179590432E-02  2.095380E-09  3.339776E-11  5.844233E-12  5.345418E-14  3.551711E-15  9.811423E-18  2.921085E-19  3.821571E-22
    169  5.658568452696E-02  1.971752E-09  3.192250E-11  5.764279E-12  5.352059E-14  3.657865E-15  1.021549E-17  3.124791E-19  4.134928E-22
    170  5.682194908758E-02  1.847479E-09  3.033334E-11  5.633959E-12  5.302080E-14  3.716664E-15  1.048186E-17  3.285129E-19  4.391831E-22
    171  5.707748662895E-02  1.704961E-09  2.842273E-11  5.443010E-12  5.197851E-14  3.745059E-15  1.067470E-17  3.434893E-19  4.643323E-22
    172  5.730159219632E-02  1.577304E-09  2.664893E-11  5.242417E-12  5.071112E-14  3.743069E-15  1.076914E-17  3.546533E-19  4.841311E-22
    173  5.769211250520E-02  1.357428E-09  2.347619E-11  4.840248E-12  4.788415E-14  3.686612E-15  1.078105E-17  3.697112E-19  5.133759E-22
    174  5.804755660481E-02  1.168554E-09  2.064668E-11  4.443931E-12  4.487670E-14  3.591007E-15  1.065925E-17  3.793181E-19  5.350010E-22
    175  5.837706807704E-02  1.008309E-09  1.817391E-11  4.071646E-12  4.191295E-14  3.476704E-15  1.046446E-17  3.854634E-19  5.516405E-22
    176  5.868213309337E-02  8.743254E-10  1.605323E-11  3.732880E-12  3.911598E-14  3.354946E-15  1.022930E-17  3.890881E-19  5.644216E-22
    177  5.897372529375E-02  7.597493E-10  1.419913E-11  3.421624E-12  3.647158E-14  3.229914E-15  9.970763E-18  3.910951E-19  5.747463E-22
    178  5.927019313219E-02  6.566060E-10  1.249546E-11  3.122621E-12  3.386902E-14  3.098975E-15  9.688119E-18  3.921110E-19  5.839215E-22
    179  5.955970264735E-02  5.681781E-10  1.100598E-11  2.850199E-12  3.144621E-14  2.970822E-15  9.403108E-18  3.924486E-19  5.920602E-22
