 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                s27           s28           s29           s30           s31           s32           s33           s34  
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.901239E-30  3.097765E-25  1.336013E-18  1.816944E-18  5.282386E-15
    181  6.018239261751E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.755590E-30  2.980948E-25  1.354825E-18  1.742003E-18  5.058720E-15
    182  6.051941164510E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.600265E-30  2.853284E-25  1.373107E-18  1.664410E-18  4.825709E-15
    183  6.081686890997E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.466403E-30  2.740689E-25  1.387266E-18  1.599064E-18  4.628874E-15
    184  6.107970107709E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.350871E-30  2.641582E-25  1.398197E-18  1.543545E-18  4.461540E-15
    185  6.149099227918E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.175714E-30  2.487839E-25  1.412359E-18  1.460461E-18  4.211350E-15
    186  6.184187848266E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.032243E-30  2.358584E-25  1.421718E-18  1.392921E-18  4.008326E-15
    187  6.212841772032E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.919163E-30  2.254612E-25  1.427316E-18  1.339823E-18  3.849447E-15
    188  6.241083345826E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.811412E-30  2.153782E-25  1.431015E-18  1.289164E-18  3.698620E-15
    189  6.286334795077E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.646637E-30  1.996161E-25  1.433179E-18  1.211212E-18  3.468180E-15
    190  6.324448148531E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.515591E-30  1.867661E-25  1.431438E-18  1.148426E-18  3.284140E-15
    191  6.354755735680E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.416579E-30  1.768556E-25  1.427969E-18  1.100298E-18  3.143797E-15
    192  6.382753282149E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.329153E-30  1.679569E-25  1.423080E-18  1.057181E-18  3.018707E-15
    193  6.429792763326E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.190888E-30  1.535922E-25  1.411198E-18  9.875123E-19  2.817983E-15
    194  6.470641913937E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.079551E-30  1.417430E-25  1.397287E-18  9.297383E-19  2.652789E-15
    195  6.514351188605E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.297327E-25  1.378942E-18  8.706463E-19  2.484897E-15
    196  6.551961572666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.199600E-25  1.360690E-18  8.220412E-19  2.347337E-15
    197  6.614173306661E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.049479E-25  1.325718E-18  7.460492E-19  2.133336E-15
    198  6.666431851744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.344534E-26  1.292120E-18  6.863543E-19  1.966147E-15
    199  6.714973898932E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.364941E-26  1.257980E-18  6.342198E-19  1.820717E-15
    200  6.763365269933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.470144E-26  1.221859E-18  5.853871E-19  1.684741E-15
    201  6.810748363549E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.670643E-26  1.184610E-18  5.405033E-19  1.560158E-15
    202  6.886988901479E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.534393E-26  1.121715E-18  4.741664E-19  1.376807E-15
    203  6.932442343830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.938747E-26  1.083123E-18  4.379455E-19  1.277036E-15
    204  6.977291475786E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.406325E-26  1.044621E-18  4.045386E-19  1.185278E-15
    205  7.051837306122E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.633674E-26  9.801588E-19  3.538711E-19  1.046799E-15
    206  7.120724846930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.031411E-26  9.209191E-19  3.121173E-19  9.333678E-16
    207  7.185571854523E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.550361E-26  8.661967E-19  2.769328E-19  8.383103E-16
    208  7.250556240022E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.142223E-26  8.127041E-19  2.453627E-19  7.535500E-16
    209  7.308358088908E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.833688E-26  7.666194E-19  2.201412E-19  6.862061E-16
    210  7.365083251161E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.574550E-26  7.230577E-19  1.977981E-19  6.267985E-16
    211  7.420607479025E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.358343E-26  6.820583E-19  1.780515E-19  5.745122E-16
    212  7.477269193766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.171517E-26  6.420068E-19  1.598868E-19  5.265659E-16
    213  7.532671922740E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.017789E-26  6.047697E-19  1.439011E-19  4.844344E-16
    214  7.590819975934E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.841388E-27  5.676807E-19  1.288402E-19  4.447613E-16
    215  7.648106882397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.773726E-27  5.331254E-19  1.155607E-19  4.097386E-16
    216  7.706864365518E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.909129E-27  4.997667E-19  1.033896E-19  3.775291E-16
    217  7.765097184480E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.264084E-27  4.687360E-19  9.262944E-20  3.488905E-16
    218  7.824188421090E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.813118E-27  4.392048E-19  8.289803E-20  3.227728E-16
    219  7.883216312169E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.559154E-27  4.116388E-19  7.424793E-20  2.992968E-16
    220  7.934760137230E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.495701E-27  3.891451E-19  6.748423E-20  2.807060E-16
    221  7.991019390762E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.599283E-27  3.661791E-19  6.085993E-20  2.622223E-16
    222  8.044081450283E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.869511E-27  3.460066E-19  5.527083E-20  2.463521E-16
    223  8.103419684334E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.382764E-27  3.252030E-19  4.970894E-20  2.302516E-16
    224  8.158988408622E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.084985E-27  3.073445E-19  4.509651E-20  2.166039E-16
    225  8.219791245697E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.128290E-27  2.895563E-19  4.064426E-20  2.031077E-16
    226  8.273529679330E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.319802E-27  2.753592E-19  3.717737E-20  1.923367E-16
    227  8.327310875316E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.079887E-26  2.625581E-19  3.410359E-20  1.825559E-16
    228  8.381967664174E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.263523E-26  2.508754E-19  3.134014E-20  1.735224E-16
    229  8.442137901789E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.509668E-26  2.394411E-19  2.866701E-20  1.645034E-16
    230  8.496109010092E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.774018E-26  2.303892E-19  2.655818E-20  1.571444E-16
    231  8.556251684447E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.122067E-26  2.213799E-19  2.447695E-20  1.495686E-16
    232  8.609514523980E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.480506E-26  2.141568E-19  2.283100E-20  1.432688E-16
    233  8.668730402486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.935473E-26  2.067798E-19  2.118033E-20  1.365783E-16
    234  8.725638446658E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.426753E-26  2.000994E-19  1.973529E-20  1.303073E-16
    235  8.784892152766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.988560E-26  1.932870E-19  1.834168E-20  1.237812E-16
    236  8.837914431516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.524927E-26  1.871355E-19  1.716739E-20  1.178478E-16
    237  8.927467123273E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.461329E-26  1.762631E-19  1.529566E-20  1.074603E-16
    238  9.009385267910E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.288311E-26  1.653087E-19  1.366145E-20  9.741635E-17
    239  9.088007009323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.974742E-26  1.537739E-19  1.214764E-20  8.735883E-17
    240  9.160938796651E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.458219E-26  1.421656E-19  1.078842E-20  7.780424E-17
    241  9.231864750676E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.744641E-26  1.302252E-19  9.518163E-21  6.851979E-17
    242  9.335415502949E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.793648E-26  1.122339E-19  7.785698E-21  5.546338E-17
    243  9.429165011748E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.484045E-26  9.608451E-20  6.374180E-21  4.464100E-17
    244  9.514750284226E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.961551E-26  8.208767E-20  5.238337E-21  3.590803E-17
    245  9.592869681963E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.357483E-26  7.027696E-20  4.335515E-21  2.901637E-17
    246  9.638259128200E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.968368E-26  6.392987E-20  3.869589E-21  2.549270E-17
    247  9.686466198075E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.543169E-26  5.763190E-20  3.420251E-21  2.212882E-17
    248  9.745016881397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.026160E-26  5.061124E-20  2.934448E-21  1.854233E-17
    249  9.798964068785E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.560095E-26  4.475220E-20  2.541183E-21  1.568762E-17
    250  9.892639389759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.794415E-26  3.591742E-20  1.969407E-21  1.163837E-17
    251  9.977784733458E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.175895E-26  2.924425E-20  1.555438E-21  8.809227E-18
    252  1.005622893962E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.671359E-26  2.411113E-20  1.248214E-21  6.782406E-18
    253  1.013070552067E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.256737E-26  2.002307E-20  1.011216E-21  5.274973E-18
    254  1.019791947326E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.931640E-26  1.690333E-20  8.353775E-22  4.195635E-18
    255  1.025982572428E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.669123E-26  1.444511E-20  7.001876E-22  3.393188E-18
    256  1.032644197032E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.424870E-26  1.218524E-20  5.788082E-22  2.697554E-18
    257  1.039121745974E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.219891E-26  1.031842E-20  4.808569E-22  2.156368E-18
    258  1.045193471709E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.053021E-26  8.823287E-21  4.040860E-22  1.747091E-18
    259  1.051181778144E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.108581E-27  7.557038E-21  3.403698E-22  1.419257E-18
    260  1.056826419982E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.943145E-27  6.527457E-21  2.895362E-22  1.166595E-18
    261  1.062431336111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.924443E-27  5.641769E-21  2.465761E-22  9.600750E-19
    262  1.068146627648E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.022219E-27  4.860596E-21  2.093429E-22  7.871657E-19
    263  1.073656177930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.267091E-27  4.208811E-21  1.787984E-22  6.501403E-19
    264  1.079139362418E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.604142E-27  3.645772E-21  1.528323E-22  5.374757E-19
    265  1.084202130578E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.066461E-27  3.192179E-21  1.322274E-22  4.509544E-19
    266  1.089957947327E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.533463E-27  2.743804E-21  1.121635E-22  3.694906E-19
    267  1.095139929398E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.114175E-27  2.393499E-21  9.672025E-23  3.088882E-19
    268  1.100036617482E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.761025E-27  2.103004E-21  8.408304E-23  2.608121E-19
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.410556E-27  1.815690E-21  7.175151E-23  2.153994E-19
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.075328E-27  1.541609E-21  6.016000E-23  1.742359E-19
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.811971E-27  1.329830E-21  5.133073E-23  1.439880E-19
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.592471E-27  1.154779E-21  4.412596E-23  1.201118E-19
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.387767E-27  9.921241E-22  3.751530E-23  9.892370E-20
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.199935E-27  8.443876E-22  3.158849E-23  8.058031E-20
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.048838E-27  7.277096E-22  2.696550E-23  6.675174E-20
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.047564E-28  6.171382E-22  2.263722E-23  5.423852E-20
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.935295E-28  5.322847E-22  1.935448E-23  4.506183E-20
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.289837E-28  4.102607E-22  1.470010E-23  3.257821E-20
    279  1.166131253687E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.501227E-28  3.524101E-22  1.252528E-23  2.699136E-20
    280  1.171578902390E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.820422E-28  3.030398E-22  1.068735E-23  2.241043E-20
    281  1.179966344325E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.925238E-28  2.399121E-22  8.364709E-24  1.682961E-20
    282  1.184626561866E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.504554E-28  2.105800E-22  7.297547E-24  1.435490E-20
    283  1.189221956404E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.136047E-28  1.850930E-22  6.377105E-24  1.227158E-20
    284  1.197605220964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.553796E-28  1.461080E-22  4.982887E-24  9.216775E-21
    285  1.205341475296E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.115730E-28  1.173111E-22  3.965401E-24  7.076813E-21
    286  1.212540834288E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.775448E-28  9.553012E-23  3.203874E-24  5.533347E-21
    287  1.219299358624E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.504789E-28  7.870154E-23  2.620988E-24  4.391332E-21
    288  1.225766858039E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.286208E-28  6.532671E-23  2.161666E-24  3.519536E-21
    289  1.231854533608E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.108610E-28  5.477843E-23  1.802188E-24  2.857079E-21
    290  1.237219182154E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.720265E-29  4.687530E-23  1.534670E-24  2.377076E-21
    291  1.242404039059E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.567431E-29  4.030158E-23  1.313486E-24  1.989749E-21
    292  1.248086455930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.465197E-29  3.413058E-23  1.107077E-24  1.637104E-21
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.586756E-29  2.939172E-23  9.494591E-25  1.374239E-21
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.738624E-29  2.489628E-23  8.007454E-25  1.132082E-21
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.034348E-29  2.122477E-23  6.799428E-25  9.401286E-22
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.335468E-29  1.770163E-23  5.646331E-25  7.614162E-22
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.793465E-29  1.505128E-23  4.783370E-25  6.309833E-22
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.954163E-29  1.105601E-23  3.490889E-25  4.419493E-22
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.618056E-29  9.537390E-24  3.002718E-25  3.728596E-22
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.350281E-29  8.350308E-24  2.622430E-25  3.200816E-22
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.906647E-29  6.429232E-24  2.009831E-25  2.372780E-22
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.703023E-29  5.588075E-24  1.742856E-25  2.021712E-22
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.534747E-29  4.910164E-24  1.528299E-25  1.744589E-22
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.262272E-29  3.839124E-24  1.190586E-25  1.318812E-22
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.076328E-29  3.139400E-24  9.709163E-26  1.049805E-22
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.168799E-30  2.565678E-24  7.914420E-26  8.355580E-23
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.934957E-30  2.133725E-24  6.567630E-26  6.786511E-23
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.890838E-30  1.781516E-24  5.472611E-26  5.539107E-23
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.005980E-30  1.496500E-24  4.588798E-26  4.553702E-23
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.914863E-30  1.156264E-24  3.536884E-26  3.410510E-23
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.429966E-30  1.010658E-24  3.087924E-26  2.934017E-23
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.990847E-30  8.845097E-25  2.699541E-26  2.528124E-23
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.279638E-30  6.865067E-25  2.091256E-26  1.906133E-23
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.928887E-30  5.918830E-25  1.801231E-26  1.616404E-23
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.637547E-30  5.167883E-25  1.571360E-26  1.390351E-23
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.251902E-30  4.211578E-25  1.279078E-26  1.108201E-23
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.948648E-30  3.483579E-25  1.056968E-26  8.983760E-24
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.695227E-30  2.899527E-25  8.790347E-27  7.336165E-24
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.463500E-30  2.394536E-25  7.253876E-27  5.941140E-24
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.279914E-30  2.007116E-25  6.076603E-27  4.892679E-24
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.129932E-30  1.699452E-25  5.142676E-27  4.075546E-24
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.034869E-30  1.514199E-25  4.580738E-27  3.590840E-24
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.361848E-25  4.118853E-27  3.196845E-24
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.191236E-25  3.601906E-27  2.761112E-24
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.026822E-25  3.104056E-27  2.347288E-24
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.540374E-26  2.581197E-27  1.919623E-24
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.207093E-26  2.177957E-27  1.595321E-24
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.940671E-26  1.795146E-27  1.292705E-24
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.927157E-26  1.488938E-27  1.054936E-24
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.034499E-26  1.219323E-27  8.492417E-25
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.347392E-26  1.011852E-27  6.937193E-25
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.675553E-26  8.090336E-28  5.444484E-25
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.163764E-26  6.545417E-28  4.329015E-25
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.557348E-26  4.714714E-28  3.037134E-25
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.302505E-26  3.945350E-28  2.506140E-25
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.090542E-26  3.305192E-28  2.070730E-25
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.731261E-27  2.648375E-28  1.631246E-25
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.065693E-27  2.145011E-28  1.300348E-25
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.778024E-27  1.755632E-28  1.048519E-25
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.823842E-27  1.466946E-28  8.646089E-26
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.965209E-27  1.207020E-28  7.014209E-26
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.536522E-27  1.077180E-28  6.208857E-26
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.180603E-27  9.693252E-29  5.545288E-26
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.506525E-27  7.649209E-29  4.303413E-26
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.041539E-27  6.237968E-29  3.460186E-26
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.675198E-27  5.125016E-29  2.804808E-26
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.250923E-27  3.834453E-29  2.057765E-26
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.569907E-28  2.939066E-29  1.549732E-26
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.425886E-28  2.284900E-29  1.185161E-26
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.919876E-28  1.824730E-29  9.329055E-27
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.773357E-28  1.473891E-29  7.434080E-27
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.889795E-28  1.203114E-29  5.991567E-27
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.111516E-28  9.642386E-30  4.736522E-27
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.453791E-28  7.620222E-30  3.689626E-27
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.964941E-28  6.114487E-30  2.921494E-27
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.527570E-28  4.764769E-30  2.242807E-27
    357  1.634667099868E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.199985E-28  3.751779E-30  1.741266E-27
    358  1.645369737572E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.283223E-29  2.599418E-30  1.180176E-27
    359  1.651200899964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.757811E-29  2.125218E-30  9.545690E-28
