 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                s27           s28           s29           s30           s31           s32           s33           s34  
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.880039E-28  2.656233E-23  5.117681E-18  1.659708E-16  1.425500E-14
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.958940E-28  2.891652E-23  5.731872E-18  1.881662E-16  1.649094E-14
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.023837E-28  3.094178E-23  6.272679E-18  2.079209E-16  1.851730E-14
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.237998E-28  3.821286E-23  8.313198E-18  2.840953E-16  2.663345E-14
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.651803E-28  5.465283E-23  1.344020E-17  4.844954E-16  4.978816E-14
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.084032E-28  7.489578E-23  2.061355E-17  7.807646E-16  8.751805E-14
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.345924E-28  8.853830E-23  2.592617E-17  1.009237E-15  1.187692E-13
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.442465E-28  9.380463E-23  2.806823E-17  1.103139E-15  1.320524E-13
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.525455E-28  9.841931E-23  2.998244E-17  1.187816E-15  1.442216E-13
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.850224E-28  1.173593E-22  3.822586E-17  1.560256E-15  1.997959E-13
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.511898E-28  1.601112E-22  5.896517E-17  2.542923E-15  3.594121E-13
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.179123E-28  2.087899E-22  8.591588E-17  3.895385E-15  6.025468E-13
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.722430E-28  2.524785E-22  1.129064E-16  5.316224E-15  8.802488E-13
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.312092E-28  3.040596E-22  1.480267E-16  7.246069E-15  1.286467E-12
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.694573E-28  3.402345E-22  1.748811E-16  8.776945E-15  1.629595E-12
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.059412E-28  3.770366E-22  2.042046E-16  1.049877E-14  2.035377E-12
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.468618E-28  4.214841E-22  2.425732E-16  1.282683E-14  2.615020E-12
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.866138E-28  4.687162E-22  2.874068E-16  1.565164E-14  3.363335E-12
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.007669E-27  4.958300E-22  3.153612E-16  1.746943E-14  3.869950E-12
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.030746E-27  5.272557E-22  3.498948E-16  1.977296E-14  4.537793E-12
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.054521E-27  5.627291E-22  3.925906E-16  2.271551E-14  5.435072E-12
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.073208E-27  5.939965E-22  4.345394E-16  2.571432E-14  6.401287E-12
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.089738E-27  6.262132E-22  4.839678E-16  2.939805E-14  7.662548E-12
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.100434E-27  6.525385E-22  5.321794E-16  3.316999E-14  9.044865E-12
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.106059E-27  6.748493E-22  5.850469E-16  3.755506E-14  1.078113E-11
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.105519E-27  6.869864E-22  6.293617E-16  4.149778E-14  1.248202E-11
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.100560E-27  6.908955E-22  6.687568E-16  4.530551E-14  1.427951E-11
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.091564E-27  6.855212E-22  7.017119E-16  4.888177E-14  1.616107E-11
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.081345E-27  6.729136E-22  7.223600E-16  5.154391E-14  1.775504E-11
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.072028E-27  6.573537E-22  7.329914E-16  5.333044E-14  1.898912E-11
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.062675E-27  6.379166E-22  7.375873E-16  5.468562E-14  2.010435E-11
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.055107E-27  6.188742E-22  7.369362E-16  5.549246E-14  2.094443E-11
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.048983E-27  6.005670E-22  7.331055E-16  5.594338E-14  2.159471E-11
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.039920E-27  5.657266E-22  7.196384E-16  5.617249E-14  2.252670E-11
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.034199E-27  5.326406E-22  7.011827E-16  5.580959E-14  2.312843E-11
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.030933E-27  4.918798E-22  6.724925E-16  5.474924E-14  2.356684E-11
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.031759E-27  4.538861E-22  6.406247E-16  5.322744E-14  2.370778E-11
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.037154E-27  4.123008E-22  6.005468E-16  5.100796E-14  2.357901E-11
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.045621E-27  3.772934E-22  5.626547E-16  4.868896E-14  2.323509E-11
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.059108E-27  3.400859E-22  5.180855E-16  4.574877E-14  2.261533E-11
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.076120E-27  3.054568E-22  4.722414E-16  4.251770E-14  2.176688E-11
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.094920E-27  2.743286E-22  4.269230E-16  3.913313E-14  2.073219E-11
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.112510E-27  2.479969E-22  3.850157E-16  3.583704E-14  1.960322E-11
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.127583E-27  2.236790E-22  3.429025E-16  3.235794E-14  1.829468E-11
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.134313E-27  2.051480E-22  3.083737E-16  2.937432E-14  1.708145E-11
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.130893E-27  1.882668E-22  2.752172E-16  2.638893E-14  1.578696E-11
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.113917E-27  1.742849E-22  2.471246E-16  2.376320E-14  1.458287E-11
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.078362E-27  1.608028E-22  2.205378E-16  2.120125E-14  1.335045E-11
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.032524E-27  1.498486E-22  2.001645E-16  1.919745E-14  1.234806E-11
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.745466E-28  1.392857E-22  1.820460E-16  1.739930E-14  1.142099E-11
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.138908E-28  1.299053E-22  1.672908E-16  1.593482E-14  1.064734E-11
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.903372E-28  1.129372E-22  1.433120E-16  1.357972E-14  9.368544E-12
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.854472E-28  9.941356E-23  1.260522E-16  1.191932E-14  8.440064E-12
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.871966E-28  8.688785E-23  1.109709E-16  1.049849E-14  7.625044E-12
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.082104E-28  7.674610E-23  9.913554E-17  9.400775E-15  6.980686E-12
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.398175E-28  6.782862E-23  8.887031E-17  8.459002E-15  6.415907E-12
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.820753E-28  6.015497E-23  8.006721E-17  7.657240E-15  5.924997E-12
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.324737E-28  5.342542E-23  7.232094E-17  6.954718E-15  5.486088E-12
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.886112E-28  4.734366E-23  6.526333E-17  6.315832E-15  5.078855E-12
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.514102E-28  4.206978E-23  5.907289E-17  5.755378E-15  4.714456E-12
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.183304E-28  3.727396E-23  5.336471E-17  5.237663E-15  4.371160E-12
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.905698E-28  3.315850E-23  4.838908E-17  4.784990E-15  4.065109E-12
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.527893E-28  2.739647E-23  4.126738E-17  4.133396E-15  3.613596E-12
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.232309E-28  2.272827E-23  3.532622E-17  3.584979E-15  3.221953E-12
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.949550E-29  1.884941E-23  3.023597E-17  3.110161E-15  2.872748E-12
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.037604E-29  1.561697E-23  2.585645E-17  2.696807E-15  2.559729E-12
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.450622E-29  1.283929E-23  2.196425E-17  2.324733E-15  2.269441E-12
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.108973E-29  1.040578E-23  1.842991E-17  1.981764E-15  1.993490E-12
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.010778E-29  8.337546E-24  1.530771E-17  1.673642E-15  1.737387E-12
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.137853E-29  6.628030E-24  1.261930E-17  1.403374E-15  1.505029E-12
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.462117E-29  5.250630E-24  1.035919E-17  1.171611E-15  1.298767E-12
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.951568E-29  4.167098E-24  8.502739E-18  9.772426E-16  1.119667E-12
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.570361E-29  3.324955E-24  6.996126E-18  8.160931E-16  9.659747E-13
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.285963E-29  2.671234E-24  5.775380E-18  6.826446E-16  8.343140E-13
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.073091E-29  2.162265E-24  4.783724E-18  5.718087E-16  7.212542E-13
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.130681E-30  1.764303E-24  3.974998E-18  4.793475E-16  6.237804E-13
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.930526E-30  1.453802E-24  3.317069E-18  4.023605E-16  5.399358E-13
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.023194E-30  1.209201E-24  2.776534E-18  3.375987E-16  4.670723E-13
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.337382E-30  1.016494E-24  2.332558E-18  2.830574E-16  4.037035E-13
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.819942E-30  8.646800E-25  1.967845E-18  2.370536E-16  3.485089E-13
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.431606E-30  7.454020E-25  1.668962E-18  1.982785E-16  3.004657E-13
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.142999E-30  6.522602E-25  1.425448E-18  1.657179E-16  2.588018E-13
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.929506E-30  5.794842E-25  1.226837E-18  1.382740E-16  2.225333E-13
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.773293E-30  5.227925E-25  1.065213E-18  1.151118E-16  1.909130E-13
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.661247E-30  4.789782E-25  9.345825E-19  9.560374E-17  1.633949E-13
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.583079E-30  4.454120E-25  8.297694E-19  7.918841E-17  1.394617E-13
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.531529E-30  4.203338E-25  7.476078E-19  6.558042E-17  1.189528E-13
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.499718E-30  4.017766E-25  6.836642E-19  5.425367E-17  1.013076E-13
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.482854E-30  3.884100E-25  6.350316E-19  4.489176E-17  8.623367E-14
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.477698E-30  3.791279E-25  5.990419E-19  3.718592E-17  7.341070E-14
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.480261E-30  3.734509E-25  5.753916E-19  3.139248E-17  6.346662E-14
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.487006E-30  3.700617E-25  5.600257E-19  2.694415E-17  5.561703E-14
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.503607E-30  3.673984E-25  5.457183E-19  2.131404E-17  4.535239E-14
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.523748E-30  3.670813E-25  5.409454E-19  1.722768E-17  3.761380E-14
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.545820E-30  3.682137E-25  5.425699E-19  1.414704E-17  3.157495E-14
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.568967E-30  3.703182E-25  5.489038E-19  1.177996E-17  2.678591E-14
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.592443E-30  3.730773E-25  5.588071E-19  9.959196E-18  2.299541E-14
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.613883E-30  3.760013E-25  5.703448E-19  8.654621E-18  2.021296E-14
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.633702E-30  3.789815E-25  5.828979E-19  7.679598E-18  1.809322E-14
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.666251E-30  3.843895E-25  6.073827E-19  6.436416E-18  1.533988E-14
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.694515E-30  3.895331E-25  6.325104E-19  5.636937E-18  1.354637E-14
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.719452E-30  3.944808E-25  6.584669E-19  5.083276E-18  1.230608E-14
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.740534E-30  3.991699E-25  6.850555E-19  4.685741E-18  1.143036E-14
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.756396E-30  4.032850E-25  7.104459E-19  4.406525E-18  1.083430E-14
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.767589E-30  4.069023E-25  7.348886E-19  4.198742E-18  1.040930E-14
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.776522E-30  4.124576E-25  7.786315E-19  3.919236E-18  9.876559E-15
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.770676E-30  4.164091E-25  8.188447E-19  3.723287E-18  9.535576E-15
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.750776E-30  4.189977E-25  8.570411E-19  3.565594E-18  9.276732E-15
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.718440E-30  4.202443E-25  8.921896E-19  3.433015E-18  9.061905E-15
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.675190E-30  4.203525E-25  9.253039E-19  3.313591E-18  8.863365E-15
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.610628E-30  4.191135E-25  9.621399E-19  3.182749E-18  8.634577E-15
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.538172E-30  4.167296E-25  9.946337E-19  3.066989E-18  8.419226E-15
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.445743E-30  4.128465E-25  1.028802E-18  2.944029E-18  8.175626E-15
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.353716E-30  4.083877E-25  1.057914E-18  2.838115E-18  7.953210E-15
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.246258E-30  4.026705E-25  1.087916E-18  2.728109E-18  7.710017E-15
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.146695E-30  3.970058E-25  1.113033E-18  2.635622E-18  7.496211E-15
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.964881E-30  3.859688E-25  1.154448E-18  2.483387E-18  7.126173E-15
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.793720E-30  3.749196E-25  1.189828E-18  2.354519E-18  6.795902E-15
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.632164E-30  3.640059E-25  1.220597E-18  2.242990E-18  6.498620E-15
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.481550E-30  3.534552E-25  1.247362E-18  2.146072E-18  6.232334E-15
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.337598E-30  3.430573E-25  1.271393E-18  2.058683E-18  5.986461E-15
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.191992E-30  3.322434E-25  1.294249E-18  1.974642E-18  5.745414E-15
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.051234E-30  3.215121E-25  1.315067E-18  1.896833E-18  5.518609E-15
