 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                hf208         hf209         hf210         hf211         hf212         ta161         ta162         ta163
    360  1.656939516385E-01  1.997804E-27  9.849289E-29  3.690378E-28  1.132372E-29  2.713024E-29  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  4.278447E-27  2.244071E-28  9.544911E-28  3.105534E-29  8.415848E-29  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  8.745370E-27  4.863118E-28  2.331385E-27  8.016589E-29  2.440228E-28  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  2.631686E-26  1.604008E-27  9.288021E-27  3.485166E-28  1.275830E-27  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  5.229952E-26  3.373546E-27  2.192804E-26  8.678401E-28  3.552196E-27  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.071777E-25  7.338334E-27  5.390902E-26  2.257213E-27  1.040287E-26  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  4.036770E-25  3.094407E-26  2.865684E-25  1.334908E-26  7.683874E-26  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  1.368132E-24  1.162748E-25  1.330343E-24  6.831204E-26  4.840260E-25  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  3.683922E-24  3.418428E-25  4.697295E-24  2.625558E-25  2.223279E-24  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  8.796238E-24  8.839157E-25  1.428497E-23  8.598450E-25  8.490380E-24  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.137538E-23  2.317980E-24  4.194220E-23  2.628510E-24  2.704058E-23  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.434820E-22  1.639555E-23  3.240445E-22  2.110127E-23  2.155276E-22  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  3.211913E-22  4.320783E-23  1.340696E-21  1.090290E-22  1.933154E-21  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.095116E-21  1.615951E-22  5.099736E-21  4.085535E-22  7.208485E-21  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  1.109863E-21  1.625301E-22  5.857387E-21  5.161530E-22  1.177503E-20  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  6.491824E-22  1.076188E-22  5.038301E-21  4.964029E-22  1.393098E-20  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  3.859609E-22  7.158409E-23  4.088562E-21  4.394236E-22  1.477874E-20  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  2.182845E-22  4.473412E-23  3.139345E-21  3.709999E-22  1.526032E-20  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  1.205493E-22  2.732456E-23  2.360865E-21  3.069525E-22  1.544623E-20  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  4.724535E-23  1.255609E-23  1.506386E-21  2.276986E-22  1.574126E-20  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  2.584733E-22  7.847382E-23  1.254621E-20  2.186594E-21  2.055048E-19  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  1.224979E-21  4.369691E-22  9.659757E-20  1.941044E-20  2.450129E-18  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  1.635913E-21  6.703789E-22  1.965430E-19  4.491459E-20  7.435934E-18  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.258013E-21  5.874701E-22  2.240718E-19  5.774731E-20  1.232871E-17  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  8.069620E-22  4.269654E-22  2.104292E-19  6.106739E-20  1.675370E-17  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  4.944098E-22  2.935240E-22  1.826520E-19  5.911774E-20  2.041533E-17  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  2.919933E-22  1.940856E-22  1.515172E-19  5.458090E-20  2.364040E-17  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  1.551287E-22  1.173012E-22  1.179044E-19  4.800461E-20  2.691365E-17  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  8.497611E-23  7.236686E-23  9.110409E-20  4.153005E-20  2.957342E-17  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  4.079572E-23  4.013572E-23  6.508027E-20  3.402951E-20  3.237940E-17  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  2.044627E-23  2.310301E-23  4.617568E-20  2.756641E-20  3.469144E-17  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  9.691892E-24  1.285184E-23  3.048095E-20  2.121307E-20  3.693527E-17  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  5.221272E-24  8.068876E-24  2.028648E-20  1.633084E-20  3.868870E-17  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  2.396335E-24  4.792562E-24  1.002517E-20  1.029790E-20  4.092508E-17  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.748455E-24  4.056222E-24  6.644987E-21  7.844608E-21  4.186362E-17  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.352367E-24  3.649836E-24  4.355318E-21  5.914564E-21  4.259899E-17  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.034271E-24  3.371034E-24  2.563166E-21  4.137302E-21  4.325219E-17  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  8.296207E-25  3.215626E-24  1.570812E-21  2.965949E-21  4.363050E-17  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  6.749875E-25  3.104290E-24  9.678841E-22  2.125199E-21  4.382501E-17  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  5.393202E-25  3.003054E-24  5.646639E-22  1.457601E-21  4.386258E-17  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  4.335480E-25  2.915387E-24  3.349190E-22  1.002064E-21  4.374117E-17  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  3.089113E-25  2.791363E-24  1.534961E-22  5.539812E-22  4.329261E-17  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  2.531801E-25  2.723363E-24  1.009607E-22  3.902554E-22  4.290728E-17  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  2.028825E-25  2.651222E-24  6.659945E-23  2.631527E-22  4.239264E-17  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.347680E-25  2.526618E-24  3.763134E-23  1.272132E-22  4.125221E-17  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  9.214823E-26  2.420638E-24  2.794878E-23  6.489392E-23  4.003105E-17  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  6.482015E-26  2.331368E-24  2.446193E-23  3.528510E-23  3.880723E-17  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  4.717186E-26  2.259152E-24  2.312250E-23  2.080279E-23  3.764892E-17  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  3.543980E-26  2.203006E-24  2.259095E-23  1.333214E-23  3.657807E-17  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  2.269462E-26  2.140907E-24  2.246236E-23  7.283118E-24  3.487579E-17  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  1.775021E-26  2.128176E-24  2.272298E-23  5.582576E-24  3.392026E-17  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  1.422859E-26  2.139361E-24  2.324492E-23  4.622500E-24  3.305063E-17  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.109909E-26  2.196401E-24  2.438663E-23  3.996932E-24  3.205295E-17  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  8.902889E-27  2.325187E-24  2.638764E-23  3.779342E-24  3.113638E-17  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  6.831133E-27  2.771091E-24  3.254641E-23  4.103943E-24  2.997038E-17  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  6.001303E-27  3.648809E-24  4.422079E-23  5.226763E-24  2.940126E-17  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  5.874953E-27  5.137680E-24  6.403986E-23  7.281784E-24  2.960745E-17  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  6.512707E-27  9.691800E-24  1.259280E-22  1.368486E-23  3.223077E-17  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  7.237831E-27  1.399663E-23  1.858127E-22  1.975986E-23  3.545156E-17  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  8.188656E-27  2.015762E-23  2.731511E-22  2.846205E-23  4.043863E-17  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  9.482347E-27  2.921635E-23  4.040807E-22  4.126384E-23  4.807476E-17  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.123630E-26  4.231479E-23  5.971805E-22  5.978155E-23  5.933166E-17  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.585640E-26  7.857039E-23  1.146792E-21  1.110592E-22  9.066372E-17  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  1.982549E-26  1.098104E-22  1.632289E-21  1.552576E-22  1.174926E-16  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  2.491248E-26  1.495266E-22  2.260545E-21  2.114599E-22  1.512827E-16  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  4.157346E-26  2.752709E-22  4.304018E-21  3.894501E-22  2.562047E-16  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  6.636446E-26  4.522464E-22  7.269288E-21  6.400239E-22  3.999353E-16  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.047153E-25  7.115316E-22  1.173147E-20  1.007204E-21  6.048553E-16  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.667123E-25  1.108226E-21  1.873496E-20  1.569042E-21  9.095529E-16  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  2.563346E-25  1.651938E-21  2.856658E-20  2.339155E-21  1.315327E-15  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  3.999777E-25  2.478623E-21  4.386486E-20  3.510098E-21  1.914310E-15  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  5.912643E-25  3.525555E-21  6.366142E-20  4.992971E-21  2.651102E-15  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.177327E-24  6.517909E-21  1.219074E-19  9.230879E-21  4.671399E-15  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  2.288934E-24  1.173093E-20  2.269074E-19  1.661200E-20  8.010194E-15  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  4.331897E-24  2.053573E-20  4.100839E-19  2.907410E-20  1.335264E-14  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  7.864648E-24  3.455407E-20  7.106115E-19  4.890573E-20  2.140890E-14  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  1.355722E-23  5.542973E-20  1.170450E-18  7.842146E-20  3.278617E-14  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  3.067909E-23  1.120843E-19  2.460071E-18  1.584516E-19  6.156297E-14  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  6.269676E-23  2.065594E-19  4.684140E-18  2.917464E-19  1.058191E-13  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.175177E-22  3.520579E-19  8.206700E-18  4.967671E-19  1.689493E-13  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  2.141327E-22  5.834327E-19  1.394617E-17  8.223476E-19  2.620145E-13  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  3.771025E-22  9.358263E-19  2.287761E-17  1.317491E-18  3.932732E-13  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  6.370335E-22  1.444975E-18  3.602406E-17  2.031802E-18  5.689954E-13  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  1.412709E-21  2.783248E-18  7.132028E-17  3.905348E-18  9.863208E-13  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.879657E-21  5.000482E-18  1.310190E-16  7.001452E-18  1.603039E-12  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  5.476378E-21  8.523290E-18  2.274574E-16  1.190787E-17  2.488152E-12  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  9.671601E-21  1.373895E-17  3.721721E-16  1.915304E-17  3.688942E-12  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.153815E-20  2.711560E-17  7.485868E-16  3.766857E-17  6.477463E-12  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  4.290349E-20  4.881168E-17  1.366664E-15  6.757080E-17  1.054982E-11  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  7.906164E-20  8.205755E-17  2.321605E-15  1.131928E-16  1.620196E-11  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  1.388684E-19  1.319441E-16  3.761722E-15  1.813484E-16  2.388507E-11  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  2.332853E-19  2.035522E-16  5.833683E-15  2.787427E-16  3.386436E-11  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  3.810165E-19  3.056744E-16  8.788640E-15  4.170073E-16  4.672394E-11  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  6.089378E-19  4.495420E-16  1.294337E-14  6.108834E-16  6.305994E-11  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  9.417614E-19  6.420156E-16  1.848151E-14  8.690423E-16  8.276649E-11  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  1.427241E-18  9.001128E-16  2.587020E-14  1.213588E-15  1.066092E-10  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.138636E-18  1.248350E-15  3.577559E-14  1.676231E-15  1.356021E-10  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  3.871244E-18  2.011531E-15  5.726433E-14  2.683668E-15  1.910545E-10  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  6.842191E-18  3.169801E-15  8.941773E-14  4.200838E-15  2.624891E-10  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.293010E-17  5.249677E-15  1.461280E-13  6.901610E-15  3.693749E-10  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  2.403856E-17  8.548978E-15  2.341742E-13  1.114515E-14  5.082171E-10  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  4.466226E-17  1.386241E-14  3.726151E-13  1.791136E-14  6.897130E-10  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.108855E-16  2.801867E-14  7.291649E-13  3.569846E-14  1.055398E-09  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  2.525186E-16  5.278355E-14  1.328457E-12  6.634132E-14  1.519745E-09  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  5.721102E-16  9.892536E-14  2.400061E-12  1.225537E-13  2.148385E-09  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  1.189708E-15  1.735308E-13  4.063431E-12  2.120439E-13  2.892596E-09  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  2.371428E-15  2.944238E-13  6.655831E-12  3.549086E-13  3.787269E-09  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  4.644217E-15  4.921561E-13  1.073489E-11  5.850430E-13  4.872268E-09  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  8.564204E-15  7.842538E-13  1.654184E-11  9.199430E-13  6.068099E-09  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  2.325935E-14  1.669891E-12  3.329564E-11  1.913960E-12  8.495263E-09  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  4.059669E-14  2.536705E-12  4.900531E-11  2.868507E-12  1.012146E-08  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  6.950888E-14  3.791635E-12  7.102490E-11  4.228857E-12  1.188315E-08  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  1.714899E-13  7.424599E-12  1.320195E-10  8.076942E-12  1.526298E-08  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  3.302167E-13  1.208094E-11  2.068321E-10  1.288628E-11  1.803375E-08  1.000000E-30  1.000000E-30  1.000000E-30
