 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                os198         os199         os200         os201         os202         os203         os204         os205
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.001355E-30  1.000000E-30  1.000134E-30  1.000000E-30  1.000118E-30  1.000000E-30  1.000079E-30
      3  6.264265632874E-16  1.000000E-30  1.008454E-30  1.000000E-30  1.000834E-30  1.000000E-30  1.000741E-30  1.000000E-30  1.000497E-30
      4  2.206990590178E-15  1.000000E-30  1.029412E-30  1.000000E-30  1.002895E-30  1.000000E-30  1.002603E-30  1.000000E-30  1.001748E-30
      5  6.425069294186E-15  1.000000E-30  1.082830E-30  1.000000E-30  1.008112E-30  1.000000E-30  1.007520E-30  1.000000E-30  1.005074E-30
      6  1.724777641531E-14  1.000000E-30  1.204549E-30  1.000000E-30  1.019785E-30  1.000000E-30  1.019801E-30  1.000000E-30  1.013522E-30
      7  4.527785414179E-14  1.000000E-30  1.437588E-30  1.000000E-30  1.041124E-30  1.000000E-30  1.049472E-30  1.000000E-30  1.034834E-30
      8  1.231582592127E-13  1.085285E-30  1.732299E-30  1.000000E-30  1.065145E-30  1.000000E-30  1.117802E-30  1.000000E-30  1.089972E-30
      9  4.001734798240E-13  1.222713E-30  1.851619E-30  1.000025E-30  1.072670E-30  1.000000E-30  1.251096E-30  1.000000E-30  1.245017E-30
     10  1.150918682670E-12  1.226965E-30  1.853203E-30  1.000216E-30  1.072981E-30  1.000056E-30  1.323834E-30  1.000000E-30  1.462336E-30
     11  2.802808442389E-12  1.227551E-30  1.851203E-30  1.000000E-30  1.072155E-30  1.000390E-30  1.328990E-30  1.000000E-30  1.572300E-30
     12  6.912921996243E-12  1.260419E-30  1.860849E-30  1.001192E-30  1.088332E-30  1.000000E-30  1.329214E-30  1.000059E-30  1.585222E-30
