 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ge72          ge73          ge74          ge75          ge76          ge77          ge78          ge79 
    177  5.897372529375E-02  4.528281E-15  2.085349E-13  3.686749E-11  5.235558E-10  2.717484E-08  1.060046E-07  1.728646E-06  2.219050E-06
    178  5.927019313219E-02  3.309547E-15  1.585263E-13  2.967993E-11  4.374451E-10  2.394515E-08  9.665835E-08  1.654251E-06  2.192197E-06
    179  5.955970264735E-02  2.423252E-15  1.206340E-13  2.389136E-11  3.651858E-10  2.105925E-08  8.790802E-08  1.577439E-06  2.156586E-06
    180  5.987296131417E-02  1.718597E-15  8.921331E-14  1.878470E-11  2.987125E-10  1.823210E-08  7.893029E-08  1.491214E-06  2.108903E-06
    181  6.018239261751E-02  1.217674E-15  6.588700E-14  1.474109E-11  2.437785E-10  1.573997E-08  7.064646E-08  1.404599E-06  2.054174E-06
    182  6.051941164510E-02  8.321784E-16  4.711492E-14  1.126335E-11  1.944115E-10  1.334770E-08  6.231997E-08  1.310090E-06  1.987489E-06
    183  6.081686890997E-02  5.921397E-16  3.489606E-14  8.845971E-12  1.585818E-10  1.149587E-08  5.558202E-08  1.227543E-06  1.923687E-06
    184  6.107970107709E-02  4.369646E-16  2.668195E-14  7.124040E-12  1.320715E-10  1.004612E-08  5.009966E-08  1.155891E-06  1.864242E-06
    185  6.149099227918E-02  2.699337E-16  1.742745E-14  5.048325E-12  9.865343E-11  8.093437E-09  4.237249E-08  1.047074E-06  1.766747E-06
    186  6.184187848266E-02  1.777646E-16  1.203881E-14  3.740876E-12  7.648244E-11  6.696073E-09  3.654925E-08  9.580285E-07  1.680303E-06
    187  6.212841772032E-02  1.259393E-16  8.869566E-15  2.919102E-12  6.193120E-11  5.718645E-09  3.229877E-08  8.885030E-07  1.608573E-06
    188  6.241083345826E-02  8.940253E-17  6.544675E-15  2.279737E-12  5.016785E-11  4.882628E-09  2.852397E-08  8.230108E-07  1.537448E-06
    189  6.286334795077E-02  5.133068E-17  3.998644E-15  1.525818E-12  3.560999E-11  3.771407E-09  2.326173E-08  7.246759E-07  1.423737E-06
    190  6.324448148531E-02  3.199499E-17  2.626840E-15  1.082588E-12  2.655312E-11  3.020344E-09  1.950480E-08  6.483265E-07  1.329211E-06
    191  6.354755735680E-02  2.186860E-17  1.872403E-15  8.207947E-13  2.094724E-11  2.522950E-09  1.690161E-08  5.917058E-07  1.255142E-06
    192  6.382753282149E-02  1.533874E-17  1.365419E-15  6.338434E-13  1.678240E-11  2.131493E-09  1.477319E-08  5.426777E-07  1.188047E-06
    193  6.429792763326E-02  8.405627E-18  7.989678E-16  4.084778E-13  1.150745E-11  1.598277E-09  1.173152E-08  4.673456E-07  1.079051E-06
    194  6.470641913937E-02  4.958856E-18  4.990711E-16  2.775325E-13  8.252999E-12  1.239154E-09  9.562186E-09  4.088222E-07  9.887723E-07
    195  6.514351188605E-02  2.804277E-18  3.000942E-16  1.826324E-13  5.755752E-12  9.395739E-10  7.650898E-09  3.528941E-07  8.971513E-07
    196  6.551961572666E-02  1.706794E-18  1.926044E-16  1.267601E-13  4.200734E-12  7.373221E-10  6.289817E-09  3.098320E-07  8.223943E-07
    197  6.614173306661E-02  7.431033E-19  9.160412E-17  6.868317E-14  2.474446E-12  4.900503E-10  4.516691E-09  2.482107E-07  7.078285E-07
    198  6.666431851744E-02  3.666408E-19  4.869071E-17  4.074720E-14  1.575297E-12  3.454236E-10  3.398751E-09  2.048417E-07  6.206453E-07
    199  6.714973898932E-02  1.889997E-19  2.690573E-17  2.494297E-14  1.029909E-12  2.483149E-10  2.596994E-09  1.705943E-07  5.469621E-07
    200  6.763365269933E-02  9.670194E-20  1.476092E-17  1.517309E-14  6.692889E-13  1.775672E-10  1.974369E-09  1.414326E-07  4.799437E-07
    201  6.810748363549E-02  4.986317E-20  8.151829E-18  9.274871E-15  4.365798E-13  1.272489E-10  1.502761E-09  1.172234E-07  4.206357E-07
    202  6.886988901479E-02  1.696017E-20  3.099381E-18  4.155291E-15  2.172818E-13  7.372073E-11  9.598239E-10  8.592920E-08  3.375129E-07
    203  6.932442343830E-02  8.847654E-21  1.727384E-18  2.555087E-15  1.423000E-13  5.289637E-11  7.302404E-10  7.101668E-08  2.944937E-07
    204  6.977291475786E-02  4.618343E-21  9.632398E-19  1.571568E-15  9.318009E-14  3.792963E-11  5.549614E-10  5.859578E-08  2.564252E-07
    205  7.051837306122E-02  1.547933E-21  3.606919E-19  6.931697E-16  4.563220E-14  2.161321E-11  3.485009E-10  4.221198E-08  2.021230E-07
    206  7.120724846930E-02  5.556863E-22  1.434654E-19  3.209916E-16  2.329296E-14  1.270324E-11  2.242373E-10  3.086325E-08  1.606988E-07
    207  7.185571854523E-02  2.084312E-22  5.931014E-20  1.533679E-16  1.220560E-14  7.611825E-12  1.464109E-10  2.275467E-08  1.282840E-07
    208  7.250556240022E-02  7.705347E-23  2.418220E-20  7.232234E-17  6.317137E-15  4.508915E-12  9.457498E-11  1.661155E-08  1.014690E-07
    209  7.308358088908E-02  3.141167E-23  1.075929E-20  3.664972E-17  3.479405E-15  2.802279E-12  6.351837E-11  1.244783E-08  8.169446E-08
    210  7.365083251161E-02  1.282887E-23  4.791605E-21  1.857321E-17  1.914635E-15  1.738295E-12  4.254088E-11  9.292180E-09  6.546754E-08
    211  7.420607479025E-02  5.282588E-24  2.148265E-21  9.453112E-18  1.056723E-15  1.079214E-12  2.848142E-11  6.921304E-09  5.228995E-08
    212  7.477269193766E-02  2.112552E-24  9.372611E-22  4.694996E-18  5.703009E-16  6.569598E-13  1.873320E-11  5.077786E-09  4.121085E-08
    213  7.532671922740E-02  8.479198E-25  4.097519E-22  2.333346E-18  3.075885E-16  3.991549E-13  1.228380E-11  3.709092E-09  3.230312E-08
    214  7.590819975934E-02  3.203302E-25  1.693986E-22  1.104495E-18  1.587402E-16  2.335984E-13  7.791762E-12  2.636534E-09  2.473728E-08
    215  7.648106882397E-02  1.211056E-25  6.997293E-23  5.213128E-19  8.161398E-17  1.359778E-13  4.912116E-12  1.860240E-09  1.878970E-08
    216  7.706864365518E-02  4.382459E-26  2.772009E-23  2.369783E-19  4.052123E-17  7.675696E-14  3.010722E-12  1.280905E-09  1.396169E-08
    217  7.765097184480E-02  1.566078E-26  1.083217E-23  1.062652E-19  1.984451E-17  4.274259E-14  1.820179E-12  8.699308E-10  1.023065E-08
    218  7.824188421090E-02  5.419632E-27  4.096666E-24  4.619194E-20  9.436846E-18  2.316197E-14  1.072600E-12  5.771022E-10  7.333772E-09
    219  7.883216312169E-02  1.843476E-27  1.518058E-24  1.966217E-20  4.395630E-18  1.229881E-14  6.195712E-13  3.754617E-10  5.157672E-09
    220  7.934760137230E-02  7.050076E-28  6.232921E-25  9.118909E-21  2.206973E-18  6.933653E-15  3.761646E-13  2.531888E-10  3.724505E-09
    221  7.991019390762E-02  2.440652E-28  2.315744E-25  3.864641E-21  1.020348E-18  3.638721E-15  2.141174E-13  1.616733E-10  2.563696E-09
    222  8.044081450283E-02  8.930433E-29  8.959369E-26  1.688308E-21  4.839950E-19  1.945268E-15  1.236266E-13  1.040648E-10  1.771836E-09
    223  8.103419684334E-02  2.892825E-29  3.030142E-26  6.520341E-22  2.050544E-19  9.433607E-16  6.538004E-14  6.222207E-11  1.147744E-09
    224  8.158988408622E-02  1.018378E-29  1.081396E-26  2.619481E-22  8.989923E-20  4.697776E-16  3.533013E-14  3.774855E-11  7.508692E-10
    225  8.219791245697E-02  3.368061E-30  3.488510E-27  9.500793E-23  3.589097E-20  2.155996E-16  1.773803E-14  2.151749E-11  4.650249E-10
    226  8.273529679330E-02  1.325867E-30  1.290182E-27  3.833042E-23  1.576415E-20  1.071556E-16  9.548531E-15  1.296780E-11  3.017008E-10
    227  8.327310875316E-02  1.000000E-30  4.831343E-28  1.533483E-23  6.870942E-21  5.291728E-17  5.110671E-15  7.779965E-12  1.949674E-10
    228  8.381967664174E-02  1.000000E-30  1.844331E-28  6.078530E-24  2.971849E-21  2.598099E-17  2.724141E-15  4.658537E-12  1.259465E-10
    229  8.442137901789E-02  1.000000E-30  6.763713E-29  2.237639E-24  1.204637E-21  1.210380E-17  1.389895E-15  2.702384E-12  7.945845E-11
    230  8.496109010092E-02  1.000000E-30  2.899682E-29  9.336710E-25  5.481444E-22  6.249360E-18  7.791442E-16  1.702462E-12  5.400673E-11
    231  8.556251684447E-02  1.000000E-30  1.201216E-29  3.674754E-25  2.377057E-22  3.120478E-18  4.266052E-16  1.062161E-12  3.668618E-11
    232  8.609514523980E-02  1.000000E-30  5.766515E-30  1.678711E-25  1.183336E-22  1.760119E-18  2.611934E-16  7.302433E-13  2.720570E-11
    233  8.668730402486E-02  1.000000E-30  2.631711E-30  7.310965E-26  5.675401E-23  9.717521E-19  1.580793E-16  5.033415E-13  2.041085E-11
    234  8.725638446658E-02  1.000000E-30  1.263074E-30  3.402905E-26  2.898821E-23  5.690384E-19  1.011682E-16  3.654166E-13  1.608462E-11
    235  8.784892152766E-02  1.000000E-30  1.000000E-30  1.578285E-26  1.482075E-23  3.357044E-19  6.550198E-17  2.698779E-13  1.294391E-11
    236  8.837914431516E-02  1.000000E-30  1.000000E-30  8.051398E-27  8.255288E-24  2.127549E-19  4.513961E-17  2.093544E-13  1.084763E-11
    237  8.927467123273E-02  1.000000E-30  1.000000E-30  2.607993E-27  3.104882E-24  9.984136E-20  2.442755E-17  1.387239E-13  8.199080E-12
    238  9.009385267910E-02  1.000000E-30  1.000000E-30  9.328215E-28  1.274771E-24  5.025343E-20  1.402354E-17  9.591608E-14  6.400051E-12
    239  9.088007009323E-02  1.000000E-30  1.000000E-30  3.417211E-28  5.335477E-25  2.568954E-20  8.149018E-18  6.683437E-14  5.016662E-12
    240  9.160938796651E-02  1.000000E-30  1.000000E-30  1.329941E-28  2.358742E-25  1.367354E-20  4.883983E-18  4.740297E-14  3.970825E-12
    241  9.231864750676E-02  1.000000E-30  1.000000E-30  5.243554E-29  1.051068E-25  7.299198E-21  2.929420E-18  3.353954E-14  3.128728E-12
    242  9.335415502949E-02  1.000000E-30  1.000000E-30  1.292457E-29  3.115636E-26  2.829309E-21  1.348032E-18  1.970450E-14  2.154243E-12
    243  9.429165011748E-02  1.000000E-30  1.000000E-30  3.531609E-30  1.002396E-26  1.162874E-21  6.487573E-19  1.185206E-14  1.497935E-12
    244  9.514750284226E-02  1.000000E-30  1.000000E-30  1.023856E-30  3.436886E-27  5.011944E-22  3.232483E-19  7.258127E-15  1.048690E-12
    245  9.592869681963E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.271415E-27  2.278755E-22  1.679689E-19  4.555317E-15  7.442959E-13
    246  9.638259128200E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.011096E-28  1.421792E-22  1.133483E-19  3.436696E-15  6.035288E-13
    247  9.686466198075E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.700429E-28  8.552460E-23  7.411766E-20  2.530560E-15  4.799334E-13
    248  9.745016881397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.687111E-28  4.569768E-23  4.384684E-20  1.729500E-15  3.602760E-13
    249  9.798964068785E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.089984E-29  2.537540E-23  2.675797E-20  1.206310E-15  2.741245E-13
    250  9.892639389759E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.177046E-29  8.860400E-24  1.102165E-20  6.287660E-16  1.664128E-13
    251  9.977784733458E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.439466E-30  3.321680E-24  4.808535E-21  3.399515E-16  1.034555E-13
    252  1.005622893962E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.004569E-30  1.303016E-24  2.172578E-21  1.878562E-16  6.511541E-14
    253  1.013070552067E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.252950E-25  1.002467E-21  1.049898E-16  4.121091E-14
    254  1.019791947326E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.268007E-25  4.892971E-22  6.098252E-17  2.680047E-14
    255  1.025982572428E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.023554E-25  2.475213E-22  3.630044E-17  1.772153E-14
    256  1.032644197032E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.276376E-26  1.169957E-22  2.043913E-17  1.117841E-14
    257  1.039121745974E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.788267E-26  5.523603E-23  1.145847E-17  7.004674E-15
    258  1.045193471709E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.720436E-27  2.672110E-23  6.521809E-18  4.428665E-15
    259  1.051181778144E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.307100E-27  1.281585E-23  3.672886E-18  2.767948E-15
    260  1.056826419982E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.455454E-27  6.279748E-24  2.095245E-18  1.742953E-15
    261  1.062431336111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.260712E-28  3.007363E-24  1.169750E-18  1.074206E-15
    262  1.068146627648E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.581573E-28  1.384324E-24  6.297059E-19  6.399163E-16
    263  1.073656177930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.069533E-28  6.379583E-25  3.373301E-19  3.780868E-16
    264  1.079139362418E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.264533E-29  2.832606E-25  1.745524E-19  2.159167E-16
    265  1.084202130578E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.763189E-29  1.293300E-25  9.178147E-20  1.243713E-16
    266  1.089957947327E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.156066E-30  5.062607E-26  4.218353E-20  6.343889E-17
    267  1.095139929398E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.261457E-30  2.065246E-26  1.989360E-20  3.287786E-17
    268  1.100036617482E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.347335E-27  9.240950E-21  1.670810E-17
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.789823E-27  3.614147E-21  7.237719E-18
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.509226E-28  1.155821E-21  2.593928E-18
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.092348E-28  3.756202E-22  9.347223E-19
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.796513E-29  1.195393E-22  3.284391E-19
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.432113E-29  3.357707E-23  1.026339E-19
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.473504E-30  8.919995E-24  3.054305E-20
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.071755E-30  2.810240E-24  1.068510E-20
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.452993E-25  3.610341E-21
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.001872E-25  1.422569E-21
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.007324E-26  2.861436E-22
    279  1.166131253687E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.837128E-26  1.163077E-22
    280  1.171578902390E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.049180E-27  4.952052E-23
    281  1.179966344325E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.808822E-27  1.491137E-23
    282  1.184626561866E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.361340E-28  8.418716E-24
    283  1.189221956404E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.271302E-28  5.171959E-24
    284  1.197605220964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.162012E-28  2.501315E-24
    285  1.205341475296E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.077820E-28  1.456508E-24
    286  1.212540834288E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.902785E-29  9.254624E-25
    287  1.219299358624E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.395286E-29  6.133696E-25
    288  1.225766858039E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.005732E-29  4.152767E-25
    289  1.231854533608E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.214705E-29  2.864035E-25
    290  1.237219182154E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.762874E-30  2.053994E-25
    291  1.242404039059E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.013176E-30  1.484129E-25
    292  1.248086455930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.084714E-30  1.034342E-25
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.978966E-30  7.426454E-26
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.200148E-30  5.120862E-26
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.570532E-26
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.351921E-26
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.610324E-26
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.758351E-27
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.424119E-27
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.920065E-27
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.058430E-27
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.448367E-27
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.044690E-27
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.599741E-28
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.354859E-28
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.006675E-28
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.264416E-28
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.122323E-29
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.359329E-29
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.013305E-29
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.280339E-29
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.755544E-29
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.121589E-29
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.864836E-30
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.249673E-30
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.476059E-30
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.296227E-30
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.432332E-30
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.725649E-30
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.211054E-30
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.813747E-30
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.576904E-30
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.385308E-30
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.179702E-30
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
