 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ce138         ce139         ce140         ce141         ce142         ce143         ce144         ce145
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.076631E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  3.326536E-30  1.736641E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  2.121357E-30  1.331105E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  2.945242E-30  2.027759E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  4.025649E-30  7.456077E-30  2.827570E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  6.536240E-30  5.874070E-30  2.491742E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  7.515563E-30  7.147586E-30  3.209401E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  2.963258E-30  3.189853E-30  1.599599E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  3.093316E-30  3.266800E-30  1.685846E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  3.456722E-30  4.029750E-30  2.188065E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.434575E-30  1.640175E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.435369E-30  1.662149E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  3.300895E-30  3.943130E-30  2.271906E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  4.587133E-30  5.623699E-30  3.518948E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  4.405977E-30  5.482263E-30  3.493922E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  4.993725E-30  6.717228E-30  4.464908E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  4.858056E-30  6.717436E-30  4.896264E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.914425E-30  2.641474E-30  1.840558E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.557139E-30  2.175658E-30  1.538770E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  5.335335E-30  7.717478E-30  5.813416E-30  1.066164E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.083170E-29  1.578889E-29  1.198924E-29  2.094785E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.043279E-29  1.743532E-29  1.454300E-29  2.906065E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  6.427051E-30  1.090150E-29  9.764272E-30  1.973035E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  2.224852E-30  3.740492E-30  3.390831E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.870782E-30  3.231447E-30  2.953702E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  7.006408E-30  1.255570E-29  1.181196E-29  2.417566E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.319179E-29  2.700268E-29  3.070255E-29  7.153484E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.391283E-29  2.925243E-29  3.303746E-29  7.481102E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.056299E-29  2.252736E-29  2.742307E-29  6.854737E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.145103E-29  2.460525E-29  2.843615E-29  6.785593E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  7.320825E-30  1.633634E-29  2.047036E-29  5.213462E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  7.065272E-30  1.664012E-29  2.182937E-29  5.684837E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  8.165950E-30  1.998601E-29  2.754072E-29  7.129455E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  8.600441E-30  2.173915E-29  3.105325E-29  8.207463E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  5.142898E-30  1.319383E-29  1.883101E-29  5.340897E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  5.819635E-30  1.547293E-29  2.348657E-29  6.519965E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  6.823987E-30  1.868404E-29  2.939451E-29  8.292533E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  6.521380E-30  1.833398E-29  2.952403E-29  8.447048E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  7.469896E-30  2.171041E-29  3.665786E-29  1.087230E-29  1.260728E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  7.323164E-30  2.188827E-29  3.796417E-29  1.143815E-29  1.359757E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  8.260959E-30  2.572475E-29  4.704829E-29  1.469769E-29  1.797834E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  7.462816E-30  2.390405E-29  4.482568E-29  1.418237E-29  1.783223E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  7.383020E-30  2.519638E-29  5.020401E-29  1.690432E-29  2.201047E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  7.668437E-30  2.580882E-29  5.134028E-29  1.706674E-29  2.347849E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  6.319521E-30  2.262141E-29  4.862192E-29  1.684976E-29  2.311973E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  5.058950E-30  1.845203E-29  4.051385E-29  1.421727E-29  1.996672E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  4.834441E-30  1.808678E-29  4.094538E-29  1.464091E-29  2.098578E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  3.958913E-30  1.503272E-29  3.457317E-29  1.247980E-29  1.821861E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  3.376057E-30  1.303030E-29  3.049970E-29  1.112902E-29  1.650330E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  5.735408E-30  2.258141E-29  5.389712E-29  1.976892E-29  3.100931E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  4.870137E-30  1.940561E-29  4.680780E-29  1.756271E-29  2.712876E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  5.616605E-30  2.291940E-29  5.750189E-29  2.173751E-29  3.390856E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  4.991515E-30  2.085837E-29  5.365222E-29  2.074779E-29  3.381135E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  5.412921E-30  2.324510E-29  6.199310E-29  2.433897E-29  4.047117E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  4.538218E-30  2.074538E-29  5.837457E-29  2.404922E-29  4.188946E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  4.994080E-30  2.337222E-29  6.722745E-29  2.817262E-29  5.036718E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  5.088765E-30  2.360723E-29  6.894787E-29  2.860045E-29  5.027284E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  5.013578E-30  2.392728E-29  7.234119E-29  3.066726E-29  5.577870E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  4.739120E-30  2.329258E-29  7.270923E-29  3.142249E-29  5.886758E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  4.974030E-30  2.523672E-29  8.183579E-29  3.615821E-29  7.133138E-30  1.135528E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  4.339310E-30  2.264319E-29  7.538199E-29  3.385020E-29  6.761911E-30  1.096835E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  4.472701E-30  2.399825E-29  8.307174E-29  3.817152E-29  7.945263E-30  1.313700E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  4.040809E-30  2.278834E-29  8.246054E-29  3.891204E-29  7.914882E-30  1.327227E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  4.133325E-30  2.403090E-29  9.051249E-29  4.374578E-29  9.153150E-30  1.563524E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  3.476573E-30  2.035786E-29  7.686359E-29  3.727752E-29  8.340741E-30  1.459894E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  3.280132E-30  1.962053E-29  7.677886E-29  3.795623E-29  8.678910E-30  1.544374E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  2.734741E-30  1.720265E-29  7.031355E-29  3.604075E-29  8.274713E-30  1.493218E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  4.687032E-30  2.970386E-29  1.243918E-28  6.389011E-29  1.522613E-29  2.737959E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  3.383823E-30  2.293026E-29  1.026817E-28  5.533344E-29  1.319642E-29  2.417288E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  3.011356E-30  2.094467E-29  9.542187E-29  5.218728E-29  1.290548E-29  2.428269E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  2.466327E-30  1.744608E-29  8.191659E-29  4.543833E-29  1.133596E-29  2.261719E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  2.205942E-30  1.586283E-29  7.563289E-29  4.240496E-29  1.080974E-29  2.155701E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  1.968499E-30  1.433968E-29  6.981390E-29  3.960901E-29  1.026149E-29  2.057998E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  1.809018E-30  1.335422E-29  6.618215E-29  3.793276E-29  9.985854E-30  2.028608E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  1.717849E-30  1.289378E-29  6.505128E-29  3.763037E-29  1.006426E-29  2.069436E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  1.585857E-30  1.199441E-29  6.170264E-29  3.613410E-29  9.797322E-30  2.038029E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  1.532686E-30  1.180327E-29  6.171036E-29  3.642800E-29  1.002657E-29  2.125104E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  1.415350E-30  1.097711E-29  5.849184E-29  3.495443E-29  9.741067E-30  2.071123E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  2.148887E-30  1.715120E-29  9.355030E-29  5.660185E-29  1.611502E-29  3.464036E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  1.950679E-30  1.584186E-29  9.040140E-29  5.556528E-29  1.615110E-29  3.569054E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  1.836653E-30  1.524195E-29  8.919283E-29  5.568851E-29  1.647591E-29  3.623979E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  1.740188E-30  1.477838E-29  8.864076E-29  5.615910E-29  1.690338E-29  3.825793E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  1.711152E-30  1.479791E-29  9.109863E-29  5.866234E-29  1.794812E-29  4.152177E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  1.747221E-30  1.533522E-29  9.684529E-29  6.344241E-29  1.973979E-29  4.672073E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  1.749522E-30  1.568406E-29  1.017960E-28  6.773774E-29  2.144450E-29  5.009331E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  1.723167E-30  1.581062E-29  1.055853E-28  7.138628E-29  2.309298E-29  5.596679E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  1.667153E-30  1.568224E-29  1.078037E-28  7.404829E-29  2.450015E-29  6.109154E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  1.579526E-30  1.527687E-29  1.079620E-28  7.530863E-29  2.545966E-29  6.385535E-30  1.060150E-30  1.000000E-30
    129  4.921259737621E-02  1.484447E-30  1.476504E-29  1.072304E-28  7.595823E-29  2.624929E-29  6.621361E-30  1.116669E-30  1.000000E-30
    130  4.938368810460E-02  1.391017E-30  1.421592E-29  1.060632E-28  7.629173E-29  2.695065E-29  6.859985E-30  1.175557E-30  1.000000E-30
    131  4.955132280349E-02  1.310130E-30  1.375584E-29  1.053968E-28  7.697405E-29  2.780049E-29  7.233951E-30  1.261687E-30  1.000000E-30
    132  4.971624312404E-02  1.239368E-30  1.335632E-29  1.049711E-28  7.778306E-29  2.868855E-29  7.626440E-30  1.353439E-30  1.000000E-30
    133  4.987811857735E-02  1.169308E-30  1.292889E-29  1.041541E-28  7.826849E-29  2.945411E-29  7.961257E-30  1.436444E-30  1.000000E-30
    134  5.003799836445E-02  1.113195E-30  1.258340E-29  1.038906E-28  7.919575E-29  3.044337E-29  8.383822E-30  1.538052E-30  1.000000E-30
    135  5.019682549602E-02  1.064889E-30  1.230355E-29  1.041271E-28  8.052711E-29  3.161944E-29  8.817395E-30  1.643141E-30  1.000000E-30
    136  5.035511419132E-02  1.020994E-30  1.205987E-29  1.046534E-28  8.211604E-29  3.293380E-29  9.308895E-30  1.762359E-30  1.000000E-30
    137  5.051299755300E-02  1.000000E-30  1.183315E-29  1.052802E-28  8.380741E-29  3.432145E-29  9.842725E-30  1.893433E-30  1.000000E-30
    138  5.067010535678E-02  1.000000E-30  1.158401E-29  1.056408E-28  8.529347E-29  3.564523E-29  1.036599E-29  2.026159E-30  1.000000E-30
    139  5.082726902819E-02  1.000000E-30  1.139947E-29  1.065451E-28  8.728498E-29  3.725477E-29  1.106154E-29  2.241136E-30  1.000000E-30
    140  5.098506829486E-02  1.000000E-30  1.125173E-29  1.078094E-28  8.962020E-29  3.904967E-29  1.182766E-29  2.472082E-30  1.000000E-30
    141  5.114361869269E-02  1.000000E-30  1.110996E-29  1.091703E-28  9.208993E-29  4.096042E-29  1.259699E-29  2.534873E-30  1.000000E-30
    142  5.130328078870E-02  1.000000E-30  1.098976E-29  1.107593E-28  9.482219E-29  4.306398E-29  1.343987E-29  2.810958E-30  1.000000E-30
    143  5.146205644840E-02  1.000000E-30  1.074457E-29  1.110878E-28  9.643703E-29  4.463977E-29  1.413546E-29  3.070045E-30  1.000000E-30
    144  5.162089365231E-02  1.000000E-30  1.056045E-29  1.119273E-28  9.860285E-29  4.660742E-29  1.491381E-29  3.172784E-30  1.000000E-30
    145  5.177902725711E-02  1.000000E-30  1.032545E-29  1.121497E-28  1.001911E-28  4.829131E-29  1.563138E-29  3.535129E-30  1.000000E-30
    146  5.193558292952E-02  1.000000E-30  1.006507E-29  1.097983E-28  9.856233E-29  4.852289E-29  1.633709E-29  3.730498E-30  1.000000E-30
    147  5.207655208218E-02  1.000000E-30  8.906217E-30  9.981119E-29  9.096187E-29  4.578802E-29  1.555441E-29  3.547638E-30  1.000000E-30
    148  5.220437120847E-02  1.000000E-30  7.973470E-30  9.130504E-29  8.416239E-29  4.300934E-29  1.474676E-29  3.399867E-30  1.000000E-30
    149  5.240275279905E-02  1.000000E-30  1.206548E-29  1.420865E-28  1.332525E-28  6.975158E-29  2.463062E-29  5.970869E-30  1.311301E-30
    150  5.258707116153E-02  1.000000E-30  1.073960E-29  1.335292E-28  1.285416E-28  6.857646E-29  2.363041E-29  5.661920E-30  1.260122E-30
    151  5.276353482958E-02  1.000000E-30  1.008459E-29  1.285089E-28  1.256245E-28  6.860243E-29  2.417063E-29  5.981267E-30  1.351640E-30
    152  5.293536770993E-02  1.000000E-30  9.585648E-30  1.253147E-28  1.243484E-28  6.949343E-29  2.501825E-29  6.283579E-30  1.439099E-30
    153  5.310288915571E-02  1.000000E-30  9.250284E-30  1.219158E-28  1.217524E-28  6.921808E-29  2.622243E-29  6.761740E-30  1.569977E-30
    154  5.325369291828E-02  1.000000E-30  8.138904E-30  1.104664E-28  1.120871E-28  6.510225E-29  2.505694E-29  6.552537E-30  1.541218E-30
    155  5.339308966526E-02  1.000000E-30  7.355548E-30  1.015175E-28  1.036231E-28  6.023314E-29  2.283304E-29  5.990538E-30  1.425522E-30
    156  5.362726198018E-02  1.000000E-30  1.204075E-29  1.721364E-28  1.798409E-28  1.088938E-28  4.329963E-29  1.200092E-29  2.935913E-30
    157  5.383816121000E-02  1.000000E-30  1.016439E-29  1.551386E-28  1.676155E-28  1.050197E-28  4.158464E-29  1.135610E-29  2.768994E-30
    158  5.403768730975E-02  1.000000E-30  9.341228E-30  1.464278E-28  1.609081E-28  1.037529E-28  4.229500E-29  1.197676E-29  3.045681E-30
    159  5.422986619970E-02  1.000000E-30  8.934629E-30  1.415518E-28  1.567388E-28  1.026533E-28  4.319721E-29  1.258883E-29  3.237458E-30
    160  5.440569294967E-02  1.000000E-30  7.908139E-30  1.296330E-28  1.461659E-28  9.805421E-29  4.207671E-29  1.244916E-29  3.246993E-30
    161  5.456994612052E-02  1.000000E-30  7.149877E-30  1.199612E-28  1.365771E-28  9.225582E-29  3.927048E-29  1.187901E-29  3.199676E-30
    162  5.485681963417E-02  1.000000E-30  1.207065E-29  2.104302E-28  2.457250E-28  1.732944E-28  7.744478E-29  2.497991E-29  6.803587E-30
    163  5.511708850657E-02  1.000000E-30  9.918880E-30  1.870878E-28  2.277303E-28  1.688476E-28  7.722130E-29  2.366463E-29  6.455714E-30
    164  5.536560227933E-02  1.000000E-30  9.450237E-30  1.802995E-28  2.215418E-28  1.677253E-28  7.903261E-29  2.686737E-29  7.685042E-30
    165  5.559867087093E-02  1.000000E-30  8.439612E-30  1.681659E-28  2.114430E-28  1.649711E-28  7.950918E-29  2.772001E-29  8.071491E-30
    166  5.582344501454E-02  1.000000E-30  7.689633E-30  1.595321E-28  2.041497E-28  1.619125E-28  7.820856E-29  2.652402E-29  7.900645E-30
    167  5.608267729631E-02  1.000000E-30  8.306294E-30  1.816829E-28  2.388449E-28  1.961610E-28  9.732750E-29  3.399314E-29  1.009729E-29
    168  5.632179590432E-02  1.000000E-30  7.237938E-30  1.651858E-28  2.231741E-28  1.909452E-28  9.796638E-29  3.563112E-29  1.065179E-29
    169  5.658568452696E-02  1.000000E-30  7.552843E-30  1.803148E-28  2.487363E-28  2.182920E-28  1.139444E-28  4.213965E-29  1.290962E-29
    170  5.682194908758E-02  1.000000E-30  6.519327E-30  1.598918E-28  2.245584E-28  2.029159E-28  1.087261E-28  4.155070E-29  1.318169E-29
    171  5.707748662895E-02  1.000000E-30  6.528138E-30  1.693730E-28  2.448223E-28  2.295158E-28  1.262575E-28  4.955792E-29  1.578991E-29
    172  5.730159219632E-02  1.000000E-30  5.506340E-30  1.468259E-28  2.161233E-28  2.085655E-28  1.176782E-28  4.766344E-29  1.569867E-29
    173  5.769211250520E-02  1.000000E-30  8.881598E-30  2.541310E-28  3.884808E-28  3.965794E-28  2.350169E-28  1.016381E-28  3.597002E-29
    174  5.804755660481E-02  1.000000E-30  7.312775E-30  2.172707E-28  3.422486E-28  3.693217E-28  2.301238E-28  1.050755E-28  3.735239E-29
    175  5.837706807704E-02  1.000000E-30  6.362816E-30  2.044210E-28  3.318939E-28  3.683731E-28  2.333652E-28  1.091604E-28  4.058027E-29
    176  5.868213309337E-02  1.000000E-30  5.390111E-30  1.841967E-28  3.093875E-28  3.592200E-28  2.349389E-28  1.133817E-28  4.303427E-29
    177  5.897372529375E-02  1.000000E-30  4.749368E-30  1.714100E-28  2.970823E-28  3.607023E-28  2.438848E-28  1.214477E-28  4.702545E-29
    178  5.927019313219E-02  1.000000E-30  4.428210E-30  1.692532E-28  3.027478E-28  3.842810E-28  2.689192E-28  1.390643E-28  5.505707E-29
    179  5.955970264735E-02  1.000000E-30  3.969969E-30  1.602618E-28  2.953463E-28  3.907133E-28  2.821995E-28  1.510760E-28  6.124808E-29
