 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                os206         os207         os208         os209         os210         os211         os212         os213
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.000043E-30  1.000000E-30  1.000035E-30  1.000000E-30  1.000019E-30  1.000000E-30  1.000015E-30
      3  6.264265632874E-16  1.000000E-30  1.000269E-30  1.000000E-30  1.000219E-30  1.000000E-30  1.000120E-30  1.000000E-30  1.000096E-30
      4  2.206990590178E-15  1.000000E-30  1.000947E-30  1.000000E-30  1.000769E-30  1.000000E-30  1.000422E-30  1.000000E-30  1.000338E-30
      5  6.425069294186E-15  1.000000E-30  1.002752E-30  1.000000E-30  1.002234E-30  1.000000E-30  1.001227E-30  1.000000E-30  1.000982E-30
      6  1.724777641531E-14  1.000000E-30  1.007345E-30  1.000000E-30  1.005964E-30  1.000000E-30  1.003276E-30  1.000000E-30  1.002623E-30
      7  4.527785414179E-14  1.000000E-30  1.018994E-30  1.000000E-30  1.015424E-30  1.000000E-30  1.008477E-30  1.000000E-30  1.006794E-30
      8  1.231582592127E-13  1.000000E-30  1.049569E-30  1.000000E-30  1.040265E-30  1.000000E-30  1.022196E-30  1.000000E-30  1.017849E-30
      9  4.001734798240E-13  1.000000E-30  1.139660E-30  1.000000E-30  1.113575E-30  1.000000E-30  1.064505E-30  1.009302E-30  1.052579E-30
     10  1.150918682670E-12  1.000000E-30  1.283147E-30  1.000000E-30  1.232271E-30  1.014605E-30  1.156979E-30  1.084069E-30  1.129075E-30
     11  2.802808442389E-12  1.000000E-30  1.399765E-30  1.066268E-30  1.394829E-30  1.154517E-30  1.317025E-30  1.268471E-30  1.237321E-30
     12  6.912921996243E-12  1.000000E-30  1.554594E-30  1.185220E-30  1.567969E-30  1.268988E-30  1.437846E-30  1.389064E-30  1.291023E-30
