 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ho177         ho178         ho179         ho180         ho181         ho182         ho183         ho184
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.000222E-30  1.000000E-30  1.000151E-30  1.000000E-30  1.000019E-30  1.000000E-30  1.000060E-30
      3  6.264265632874E-16  1.000000E-30  1.001387E-30  1.000000E-30  1.000944E-30  1.000000E-30  1.000116E-30  1.000000E-30  1.000372E-30
      4  2.206990590178E-15  1.000000E-30  1.004853E-30  1.000000E-30  1.003308E-30  1.000000E-30  1.000406E-30  1.000000E-30  1.001309E-30
      5  6.425069294186E-15  1.000000E-30  1.013859E-30  1.000000E-30  1.009479E-30  1.000000E-30  1.001167E-30  1.000000E-30  1.003783E-30
      6  1.724777641531E-14  1.000000E-30  1.035431E-30  1.000000E-30  1.024446E-30  1.000000E-30  1.003035E-30  1.000000E-30  1.009974E-30
      7  4.527785414179E-14  1.000000E-30  1.082281E-30  1.000000E-30  1.057994E-30  1.000000E-30  1.007349E-30  1.000000E-30  1.025004E-30
      8  1.231582592127E-13  1.000000E-30  1.163805E-30  1.000000E-30  1.121368E-30  1.000000E-30  1.016157E-30  1.000000E-30  1.060061E-30
      9  4.001734798240E-13  1.000000E-30  1.235699E-30  1.000000E-30  1.191051E-30  1.000000E-30  1.028207E-30  1.000000E-30  1.134143E-30
     10  1.150918682670E-12  1.000000E-30  1.241769E-30  1.000003E-30  1.200941E-30  1.000009E-30  1.031061E-30  1.000010E-30  1.307519E-30
     11  2.802808442389E-12  1.000000E-30  1.241689E-30  1.000000E-30  1.201002E-30  1.000000E-30  1.031041E-30  1.000010E-30  1.754765E-30
     12  6.912921996243E-12  1.000000E-30  1.245693E-30  1.003643E-30  1.201907E-30  1.000655E-30  1.271871E-30  1.239904E-30  2.184524E-30
