 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                fe60          fe61          fe62          fe63          fe64          fe65          fe66          fe67 
    175  5.837706807704E-02  4.365121E-09  3.492908E-09  2.135683E-08  4.922533E-09  3.602741E-09  4.382367E-10  2.715678E-10  2.735968E-11
    176  5.868213309337E-02  2.905852E-09  2.396043E-09  1.536159E-08  3.626148E-09  2.769827E-09  3.441685E-10  2.225160E-10  2.289542E-11
    177  5.897372529375E-02  1.962932E-09  1.665812E-09  1.117633E-08  2.699284E-09  2.148162E-09  2.724226E-10  1.834454E-10  1.926060E-11
    178  5.927019313219E-02  1.315371E-09  1.149535E-09  8.078006E-09  1.997099E-09  1.657272E-09  2.145843E-10  1.506237E-10  1.614365E-11
    179  5.955970264735E-02  8.901298E-10  8.006236E-10  5.887252E-09  1.489208E-09  1.287572E-09  1.701429E-10  1.243896E-10  1.360349E-11
    180  5.987296131417E-02  5.851802E-10  5.430562E-10  4.195209E-09  1.087938E-09  9.835612E-10  1.328719E-10  1.015353E-10  1.134974E-11
    181  6.018239261751E-02  3.899201E-10  3.732509E-10  3.027852E-09  8.048362E-10  7.605446E-10  1.050155E-10  8.384632E-11  9.577755E-12
    182  6.051941164510E-02  2.546980E-10  2.522152E-10  2.158118E-09  5.893518E-10  5.845304E-10  8.266249E-11  6.924086E-11  8.098827E-12
    183  6.081686890997E-02  1.786347E-10  1.822849E-10  1.635126E-09  4.573444E-10  4.734705E-10  6.838697E-11  5.976822E-11  7.138834E-12
    184  6.107970107709E-02  1.335153E-10  1.399167E-10  1.308616E-09  3.738692E-10  4.020431E-10  5.916746E-11  5.369424E-11  6.533459E-12
    185  6.149099227918E-02  8.924487E-11  9.751823E-11  9.739190E-10  2.876877E-10  3.284129E-10  4.977291E-11  4.792132E-11  6.003352E-12
    186  6.184187848266E-02  6.710507E-11  7.600063E-11  8.029526E-10  2.440670E-10  2.932723E-10  4.557932E-11  4.616796E-11  5.929732E-12
    187  6.212841772032E-02  5.542417E-11  6.464197E-11  7.151491E-10  2.225367E-10  2.788788E-10  4.424445E-11  4.671914E-11  6.124332E-12
    188  6.241083345826E-02  4.747565E-11  5.700402E-11  6.600271E-10  2.102063E-10  2.746073E-10  4.446278E-11  4.892083E-11  6.543681E-12
    189  6.286334795077E-02  3.922021E-11  4.934717E-11  6.147607E-10  2.032452E-10  2.838829E-10  4.749401E-11  5.583091E-11  7.714270E-12
    190  6.324448148531E-02  3.472456E-11  4.545563E-11  6.024149E-10  2.055672E-10  3.038503E-10  5.226088E-11  6.497206E-11  9.226966E-12
    191  6.354755735680E-02  3.202936E-11  4.327562E-11  6.026170E-10  2.109024E-10  3.261760E-10  5.735336E-11  7.456694E-11  1.082392E-11
    192  6.382753282149E-02  2.995607E-11  4.168002E-11  6.076518E-10  2.177114E-10  3.511504E-10  6.302087E-11  8.540771E-11  1.265150E-11
    193  6.429792763326E-02  2.699477E-11  3.946735E-11  6.216614E-10  2.317280E-10  4.012120E-10  7.453256E-11  1.083361E-10  1.660614E-11
    194  6.470641913937E-02  2.471261E-11  3.772768E-11  6.356915E-10  2.452973E-10  4.518058E-10  8.649412E-11  1.336429E-10  2.110512E-11
    195  6.514351188605E-02  2.242378E-11  3.586313E-11  6.496092E-10  2.601720E-10  5.121540E-10  1.012676E-10  1.670904E-10  2.724606E-11
    196  6.551961572666E-02  2.053059E-11  3.418362E-11  6.592198E-10  2.726624E-10  5.685640E-10  1.156052E-10  2.019051E-10  3.384689E-11
    197  6.614173306661E-02  1.752418E-11  3.119888E-11  6.677132E-10  2.913896E-10  6.687646E-10  1.424414E-10  2.734643E-10  4.800179E-11
    198  6.666431851744E-02  1.512978E-11  2.850558E-11  6.661028E-10  3.041824E-10  7.570570E-10  1.676961E-10  3.487409E-10  6.364065E-11
    199  6.714973898932E-02  1.303585E-11  2.589481E-11  6.567362E-10  3.129040E-10  8.399961E-10  1.930074E-10  4.324875E-10  8.183889E-11
    200  6.763365269933E-02  1.109139E-11  2.323371E-11  6.397989E-10  3.180969E-10  9.214367E-10  2.196346E-10  5.304752E-10  1.040977E-10
    201  6.810748363549E-02  9.348632E-12  2.063394E-11  6.160778E-10  3.194294E-10  9.972533E-10  2.464476E-10  6.408238E-10  1.303316E-10
    202  6.886988901479E-02  6.910265E-12  1.659972E-11  5.647896E-10  3.134601E-10  1.104801E-09  2.894698E-10  8.482261E-10  1.827997E-10
    203  6.932442343830E-02  5.676277E-12  1.434692E-11  5.279348E-10  3.052385E-10  1.157157E-09  3.140167E-10  9.886313E-10  2.205932E-10
    204  6.977291475786E-02  4.617625E-12  1.227512E-11  4.882073E-10  2.939668E-10  1.198080E-09  3.366378E-10  1.138127E-09  2.628540E-10
    205  7.051837306122E-02  3.191246E-12  9.230204E-12  4.178866E-10  2.693323E-10  1.238916E-09  3.689827E-10  1.405325E-09  3.438196E-10
    206  7.120724846930E-02  2.203088E-12  6.892942E-12  3.519331E-10  2.416773E-10  1.244400E-09  3.912701E-10  1.665110E-09  4.298381E-10
    207  7.185571854523E-02  1.515255E-12  5.107623E-12  2.922234E-10  2.131359E-10  1.221566E-09  4.043670E-10  1.912105E-09  5.193705E-10
    208  7.250556240022E-02  1.017859E-12  3.698603E-12  2.371856E-10  1.838488E-10  1.173933E-09  4.093094E-10  2.152495E-09  6.154768E-10
    209  7.308358088908E-02  7.014299E-13  2.725868E-12  1.934881E-10  1.583878E-10  1.114108E-09  4.069428E-10  2.353704E-09  7.046818E-10
    210  7.365083251161E-02  4.787922E-13  1.988140E-12  1.559434E-10  1.347303E-10  1.042951E-09  3.988655E-10  2.534730E-09  7.941496E-10
    211  7.420607479025E-02  3.249847E-13  1.440254E-12  1.245188E-10  1.134554E-10  9.650406E-10  3.861583E-10  2.692157E-09  8.820624E-10
    212  7.477269193766E-02  2.161018E-13  1.023712E-12  9.768352E-11  9.400172E-11  8.806741E-10  3.691657E-10  2.830182E-09  9.708660E-10
    213  7.532671922740E-02  1.432139E-13  7.242927E-13  7.608662E-11  7.726705E-11  7.962916E-10  3.494240E-10  2.941930E-09  1.055869E-09
    214  7.590819975934E-02  9.201362E-14  4.985009E-13  5.785898E-11  6.219480E-11  7.087988E-10  3.264356E-10  3.034047E-09  1.142178E-09
    215  7.648106882397E-02  5.899280E-14  3.420441E-13  4.372186E-11  4.972516E-11  6.260134E-10  3.024654E-10  3.100387E-09  1.223718E-09
    216  7.706864365518E-02  3.708599E-14  2.305385E-13  3.247133E-11  3.914521E-11  5.461999E-10  2.772954E-10  3.144871E-09  1.303434E-09
    217  7.765097184480E-02  2.325574E-14  1.549049E-13  2.396045E-11  3.061468E-11  4.733552E-10  2.524826E-10  3.167608E-09  1.378437E-09
    218  7.824188421090E-02  1.442890E-14  1.030770E-13  1.746855E-11  2.368554E-11  4.065986E-10  2.280973E-10  3.171870E-09  1.450723E-09
    219  7.883216312169E-02  8.936050E-15  6.844966E-14  1.265258E-11  1.821114E-11  3.472405E-10  2.049350E-10  3.160213E-09  1.519544E-09
    220  7.934760137230E-02  5.871963E-15  4.780225E-14  9.494275E-12  1.440180E-11  3.011982E-10  1.858670E-10  3.139259E-09  1.577307E-09
    221  7.991019390762E-02  3.719122E-15  3.235061E-14  6.911040E-12  1.110496E-11  2.569845E-10  1.665387E-10  3.107852E-09  1.638714E-09
    222  8.044081450283E-02  2.425095E-15  2.245147E-14  5.106268E-12  8.665688E-12  2.206763E-10  1.498064E-10  3.072480E-09  1.695915E-09
    223  8.103419684334E-02  1.508896E-15  1.497677E-14  3.625724E-12  6.543236E-12  1.855896E-10  1.327485E-10  3.028425E-09  1.759935E-09
    224  8.158988408622E-02  9.732174E-16  1.031120E-14  2.624605E-12  5.019045E-12  1.575465E-10  1.183806E-10  2.985436E-09  1.821211E-09
    225  8.219791245697E-02  6.077870E-16  6.916116E-15  1.840595E-12  3.751420E-12  1.315943E-10  1.043922E-10  2.939149E-09  1.891347E-09
    226  8.273529679330E-02  4.041982E-16  4.899893E-15  1.343625E-12  2.898163E-12  1.121951E-10  9.340385E-11  2.900315E-09  1.957173E-09
    227  8.327310875316E-02  2.708250E-16  3.498829E-15  9.795183E-13  2.236872E-12  9.562402E-11  8.357533E-11  2.864419E-09  2.027710E-09
    228  8.381967664174E-02  1.820587E-16  2.509903E-15  7.106816E-13  1.720370E-12  8.134613E-11  7.472150E-11  2.832308E-09  2.105527E-09
    229  8.442137901789E-02  1.189494E-16  1.762027E-15  4.996257E-13  1.290082E-12  6.815589E-11  6.615295E-11  2.802615E-09  2.199539E-09
    230  8.496109010092E-02  8.187046E-17  1.294027E-15  3.638766E-13  9.959513E-13  5.815511E-11  5.932969E-11  2.780085E-09  2.291446E-09
    231  8.556251684447E-02  5.455280E-17  9.269835E-16  2.557324E-13  7.471866E-13  4.876725E-11  5.261289E-11  2.759655E-09  2.403162E-09
    232  8.609514523980E-02  3.839350E-17  6.954904E-16  1.872136E-13  5.797397E-13  4.174428E-11  4.733814E-11  2.744653E-09  2.510166E-09
    233  8.668730402486E-02  2.615751E-17  5.085142E-16  1.322005E-13  4.368914E-13  3.508720E-11  4.207355E-11  2.728980E-09  2.636646E-09
    234  8.725638446658E-02  1.819094E-17  3.780630E-16  9.446282E-14  3.324309E-13  2.964350E-11  3.752070E-11  2.712663E-09  2.763930E-09
    235  8.784892152766E-02  1.252743E-17  2.785574E-16  6.646556E-14  2.498133E-13  2.481912E-11  3.324644E-11  2.692082E-09  2.900095E-09
    236  8.837914431516E-02  8.999302E-18  2.120560E-16  4.840081E-14  1.930156E-13  2.110753E-11  2.975663E-11  2.667788E-09  3.021853E-09
    237  8.927467123273E-02  5.164160E-18  1.331567E-16  2.805893E-14  1.237418E-13  1.588992E-11  2.443865E-11  2.606358E-09  3.215936E-09
    238  9.009385267910E-02  3.119563E-18  8.626708E-17  1.686448E-14  8.160734E-14  1.209798E-11  2.016554E-11  2.522112E-09  3.367907E-09
    239  9.088007009323E-02  1.926457E-18  5.610432E-17  1.019071E-14  5.395746E-14  9.158831E-12  1.650611E-11  2.409210E-09  3.473366E-09
    240  9.160938796651E-02  1.238940E-18  3.719405E-17  6.313440E-15  3.634366E-14  6.966445E-12  1.350556E-11  2.276000E-09  3.525353E-09
    241  9.231864750676E-02  8.116947E-19  2.462914E-17  3.910815E-15  2.443540E-14  5.252624E-12  1.093961E-11  2.121355E-09  3.525345E-09
    242  9.335415502949E-02  4.450322E-19  1.321798E-17  1.894426E-15  1.334909E-14  3.366780E-12  7.794338E-12  1.858185E-09  3.425985E-09
    243  9.429165011748E-02  2.639023E-19  7.423382E-18  9.595397E-16  7.544552E-15  2.177383E-12  5.553712E-12  1.597003E-09  3.238367E-09
    244  9.514750284226E-02  1.667469E-19  4.367796E-18  5.054421E-16  4.391074E-15  1.419501E-12  3.959600E-12  1.352643E-09  2.994858E-09
    245  9.592869681963E-02  1.111570E-19  2.709627E-18  2.781830E-16  2.645587E-15  9.390286E-13  2.844514E-12  1.136607E-09  2.728839E-09
    246  9.638259128200E-02  8.815726E-20  2.063022E-18  1.953724E-16  1.957159E-15  7.299804E-13  2.320720E-12  1.016303E-09  2.558647E-09
    247  9.686466198075E-02  6.909395E-20  1.554584E-18  1.338850E-16  1.416107E-15  5.541833E-13  1.855087E-12  8.952047E-10  2.371010E-09
    248  9.745016881397E-02  5.150736E-20  1.114565E-18  8.442233E-17  9.523198E-16  3.923443E-13  1.398766E-12  7.589558E-10  2.138691E-09
    249  9.798964068785E-02  3.931714E-20  8.296169E-19  5.512493E-17  6.584079E-16  2.823474E-13  1.067204E-12  6.447149E-10  1.924358E-09
    250  9.892639389759E-02  2.453340E-20  5.097412E-19  2.629383E-17  3.441848E-16  1.553518E-13  6.504580E-13  4.730038E-10  1.561732E-09
    251  9.977784733458E-02  1.589346E-20  3.363203E-19  1.355457E-17  1.905173E-16  8.812893E-14  4.053089E-13  3.473304E-10  1.258199E-09
    252  1.005622893962E-01  1.056111E-20  2.329704E-19  7.449703E-18  1.101098E-16  5.107964E-14  2.563237E-13  2.546263E-10  1.005638E-09
    253  1.013070552067E-01  7.100404E-21  1.659910E-19  4.301878E-18  6.551789E-17  2.996277E-14  1.634253E-13  1.855728E-10  7.961732E-10
    254  1.019791947326E-01  4.913771E-21  1.225931E-19  2.669850E-18  4.101771E-17  1.827374E-14  1.074969E-13  1.367771E-10  6.327700E-10
    255  1.025982572428E-01  3.464856E-21  9.258213E-20  1.748683E-18  2.660617E-17  1.145904E-14  7.230189E-14  1.014382E-10  5.033496E-10
    256  1.032644197032E-01  2.350116E-21  6.810083E-20  1.130914E-18  1.669498E-17  6.880686E-15  4.682803E-14  7.218683E-11  3.864678E-10
    257  1.039121745974E-01  1.586844E-21  5.005413E-20  7.524954E-19  1.057559E-17  4.155331E-15  3.045308E-14  5.078724E-11  2.929253E-10
    258  1.045193471709E-01  1.080195E-21  3.705780E-20  5.195586E-19  6.857326E-18  2.572379E-15  2.021296E-14  3.578849E-11  2.214759E-10
    259  1.051181778144E-01  7.263895E-22  2.716000E-20  3.632482E-19  4.448406E-18  1.597270E-15  1.345015E-14  2.486188E-11  1.649996E-10
    260  1.056826419982E-01  4.904431E-22  1.993919E-20  2.597020E-19  2.936094E-18  1.015736E-15  9.134310E-15  1.730195E-11  1.227082E-10
    261  1.062431336111E-01  3.250503E-22  1.439513E-20  1.854208E-19  1.923228E-18  6.447978E-16  6.193140E-15  1.182188E-11  8.960036E-11
    262  1.068146627648E-01  2.088240E-22  1.010919E-20  1.305415E-19  1.236186E-18  4.045878E-16  4.158659E-15  7.858052E-12  6.375862E-11
    263  1.073656177930E-01  1.330994E-22  7.031263E-21  9.204397E-20  7.982345E-19  2.574341E-16  2.826870E-15  5.199157E-12  4.506728E-11
    264  1.079139362418E-01  8.279087E-23  4.779415E-21  6.399444E-20  5.089121E-19  1.630969E-16  1.914503E-15  3.372827E-12  3.124129E-11
    265  1.084202130578E-01  5.218191E-23  3.273155E-21  4.505581E-20  3.318901E-19  1.065663E-16  1.331210E-15  2.224112E-12  2.190875E-11
    266  1.089957947327E-01  3.005189E-23  2.073994E-21  2.965436E-20  2.013612E-19  6.536031E-17  8.770738E-16  1.360934E-12  1.438362E-11
    267  1.095139929398E-01  1.783538E-23  1.342916E-21  1.996715E-20  1.267530E-19  4.185513E-17  5.995269E-16  8.611156E-13  9.700528E-12
    268  1.100036617482E-01  1.065173E-23  8.718555E-22  1.349943E-20  8.084250E-20  2.729348E-17  4.161004E-16  5.512545E-13  6.598356E-12
    269  1.105581599754E-01  5.804378E-24  5.226685E-22  8.502631E-21  4.802560E-20  1.673720E-17  2.740239E-16  3.290953E-13  4.221009E-12
    270  1.111738162549E-01  2.879401E-24  2.885402E-22  4.976519E-21  2.659945E-20  9.677602E-18  1.716275E-16  1.838665E-13  2.547543E-12
    271  1.117276452796E-01  1.495061E-24  1.651669E-22  3.010890E-21  1.543651E-20  5.877063E-18  1.120845E-16  1.080440E-13  1.605509E-12
    272  1.122547306619E-01  7.860824E-25  9.537870E-23  1.836652E-21  9.116116E-21  3.644885E-18  7.453872E-17  6.498988E-14  1.032758E-12
    273  1.128196390807E-01  3.879037E-25  5.207678E-23  1.065490E-21  5.149219E-21  2.183255E-18  4.813989E-17  3.779272E-14  6.456016E-13
    274  1.134172103791E-01  1.803847E-25  2.697872E-23  5.896783E-22  2.793926E-21  1.269534E-18  3.033322E-17  2.141585E-14  3.951446E-13
    275  1.139661173569E-01  8.785448E-26  1.452398E-23  3.378418E-22  1.583344E-21  7.718238E-19  1.986442E-17  1.279832E-14  2.535926E-13
    276  1.145721141816E-01  3.919690E-26  7.241424E-24  1.806968E-22  8.437294E-22  4.478406E-19  1.251846E-17  7.355553E-15  1.577652E-13
    277  1.151138636995E-01  1.888002E-26  3.852729E-24  1.024893E-22  4.805022E-22  2.771109E-19  8.343261E-18  4.554687E-15  1.049084E-13
    278  1.160623872824E-01  5.136418E-27  1.248694E-24  3.726404E-23  1.786315E-22  1.210290E-19  4.156804E-18  2.035525E-15  5.319426E-14
    279  1.166131253687E-01  2.402134E-27  6.453934E-25  2.061177E-23  1.010495E-22  7.579289E-20  2.810851E-18  1.309838E-15  3.685583E-14
    280  1.171578902390E-01  1.131914E-27  3.348070E-25  1.144586E-23  5.774342E-23  4.812869E-20  1.926902E-18  8.636026E-16  2.615549E-14
    281  1.179966344325E-01  3.562709E-28  1.210656E-25  4.604181E-24  2.454655E-23  2.420805E-20  1.091757E-18  4.707916E-16  1.599072E-14
    282  1.184626561866E-01  1.897627E-28  6.880474E-26  2.779042E-24  1.536816E-23  1.665386E-20  8.028440E-19  3.430510E-16  1.242612E-14
    283  1.189221956404E-01  1.034899E-28  3.949718E-26  1.693337E-24  9.745130E-24  1.156857E-20  5.956599E-19  2.546038E-16  9.829270E-15
    284  1.197605220964E-01  3.603247E-29  1.435781E-26  6.874944E-25  4.288793E-24  5.955662E-21  3.460969E-19  1.517806E-16  6.591893E-15
    285  1.205341475296E-01  1.534564E-29  5.716784E-27  3.029130E-25  2.056576E-24  3.234933E-21  2.102757E-19  9.709619E-17  4.705823E-15
    286  1.212540834288E-01  7.882921E-30  2.453034E-27  1.429390E-25  1.058793E-24  1.826034E-21  1.317454E-19  6.518858E-17  3.503372E-15
    287  1.219299358624E-01  4.747271E-30  1.124208E-27  7.152415E-26  5.796939E-25  1.060422E-21  8.435520E-20  4.524477E-17  2.681953E-15
    288  1.225766858039E-01  3.190370E-30  5.429710E-28  3.748265E-26  3.338256E-25  6.283483E-22  5.483609E-20  3.206496E-17  2.088962E-15
    289  1.231854533608E-01  2.313416E-30  2.784629E-28  2.068155E-26  2.027214E-25  3.816160E-22  3.630319E-20  2.316132E-17  1.650551E-15
    290  1.237219182154E-01  1.809528E-30  1.574441E-28  1.241150E-26  1.329978E-25  2.451983E-22  2.513268E-20  1.734183E-17  1.338229E-15
    291  1.242404039059E-01  1.428371E-30  9.261335E-29  7.689586E-27  9.000738E-26  1.600183E-22  1.760131E-20  1.307469E-17  1.090041E-15
    292  1.248086455930E-01  1.077000E-30  5.313132E-29  4.632569E-27  5.970116E-26  1.005205E-22  1.192063E-20  9.548589E-18  8.668360E-16
    293  1.253177247642E-01  1.000000E-30  3.307080E-29  2.984464E-27  4.179698E-26  6.635880E-23  8.400296E-21  7.152609E-18  7.012702E-16
    294  1.258810647447E-01  1.000000E-30  2.018677E-29  1.875026E-27  2.854688E-26  4.230793E-23  5.741772E-21  5.163857E-18  5.514942E-16
    295  1.264205598797E-01  1.000000E-30  1.302007E-29  1.230231E-27  2.003070E-26  2.785882E-23  4.031549E-21  3.756437E-18  4.355661E-16
    296  1.270317883483E-01  1.000000E-30  8.182703E-30  7.833868E-28  1.350967E-26  1.763403E-23  2.738656E-21  2.592605E-18  3.301951E-16
    297  1.275757308169E-01  1.000000E-30  5.597998E-30  5.379795E-28  9.565594E-27  1.195823E-23  1.975949E-21  1.847809E-18  2.559439E-16
    298  1.286048671531E-01  1.000000E-30  2.751785E-30  2.830436E-28  5.031265E-27  6.065227E-24  1.130106E-21  9.552559E-19  1.551857E-16
    299  1.290949488661E-01  1.000000E-30  2.148532E-30  2.140560E-28  3.703512E-27  4.481478E-24  8.877444E-22  6.894440E-19  1.209125E-16
    300  1.295345101683E-01  1.000000E-30  1.652589E-30  1.687594E-28  2.815334E-27  3.456407E-24  7.252318E-22  5.121384E-19  9.620160E-17
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.086173E-28  1.644281E-27  2.129954E-24  5.043239E-22  2.826686E-19  6.072601E-17
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  8.670520E-29  1.229062E-27  1.656483E-24  4.203011E-22  2.039546E-19  4.707267E-17
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  7.034294E-29  9.378443E-28  1.317988E-24  3.572534E-22  1.503774E-19  3.706301E-17
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  4.674637E-29  5.570007E-28  8.568404E-25  2.646220E-22  8.361289E-20  2.330597E-17
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  3.310629E-29  3.598590E-28  6.010326E-25  2.073429E-22  5.130028E-20  1.577679E-17
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  2.282227E-29  2.290962E-28  4.183336E-25  1.617232E-22  3.118988E-20  1.055432E-17
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.596206E-29  1.500362E-28  2.984822E-25  1.282371E-22  1.973791E-20  7.260427E-18
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.101420E-29  9.796273E-29  2.127208E-25  1.014759E-22  1.257035E-20  4.994719E-18
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  7.523653E-30  6.408859E-29  1.519119E-25  8.028064E-23  8.105226E-21  3.449970E-18
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  3.937946E-30  3.348355E-29  9.098082E-26  5.599416E-23  4.248991E-21  1.975735E-18
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  3.041514E-30  2.383809E-29  6.910943E-26  4.607286E-23  3.041972E-21  1.469722E-18
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  2.152164E-30  1.680139E-29  5.229965E-26  3.776272E-23  2.187712E-21  1.090806E-18
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.344153E-30  3.039138E-26  2.554390E-23  1.186074E-21  6.153237E-19
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.638763E-30  2.195430E-26  2.016727E-23  8.383372E-22  4.392730E-19
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.850264E-30  1.619888E-26  1.614862E-23  6.141724E-22  3.217542E-19
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.018096E-30  1.014114E-26  1.144004E-23  3.900509E-22  2.010271E-19
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.097151E-30  6.510580E-27  8.234447E-24  2.608491E-22  1.304650E-19
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.204403E-27  5.939364E-24  1.795192E-22  8.633394E-20
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.637622E-27  4.182461E-24  1.231865E-22  5.652476E-20
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.704615E-27  3.004682E-24  8.809134E-23  3.872615E-20
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.123883E-27  2.186591E-24  6.476534E-23  2.748172E-20
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.383067E-28  1.745852E-24  5.244040E-23  2.180674E-20
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.389138E-28  1.415696E-24  4.326742E-23  1.773923E-20
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.525078E-28  1.082994E-24  3.401426E-23  1.379580E-20
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.081106E-28  8.012435E-25  2.609437E-23  1.056364E-20
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.909519E-28  5.478968E-25  1.879886E-23  7.708176E-21
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.227757E-28  3.830290E-25  1.386798E-23  5.836912E-21
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.463238E-29  2.531644E-25  9.796611E-24  4.313709E-21
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.671303E-29  1.685152E-25  6.984598E-24  3.255568E-21
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.882295E-29  1.080857E-25  4.839568E-24  2.426011E-21
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.892679E-29  7.087940E-26  3.421219E-24  1.851376E-21
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.189049E-29  4.240792E-26  2.246903E-24  1.342711E-21
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.182388E-30  2.581108E-26  1.498168E-24  9.890823E-22
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.741242E-30  1.177912E-26  7.912486E-25  6.127551E-22
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.187647E-30  7.643978E-27  5.572048E-25  4.707406E-22
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.439483E-30  4.938757E-27  3.911604E-25  3.604627E-22
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.628336E-30  2.844578E-27  2.505282E-25  2.568355E-22
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.154407E-30  1.676576E-27  1.637427E-25  1.851046E-22
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.803748E-30  1.008470E-27  1.089186E-25  1.347091E-22
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.537224E-30  6.382658E-28  7.559540E-26  1.008900E-22
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.200254E-30  3.887396E-28  5.099633E-26  7.343666E-23
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.282751E-30  2.913134E-28  4.059650E-26  6.089182E-23
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.160954E-30  2.227967E-28  3.286694E-26  5.108059E-23
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.226711E-28  2.062884E-26  3.429668E-23
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.424148E-29  1.400214E-26  2.424677E-23
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.627958E-29  9.773132E-27  1.728317E-23
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.371908E-29  5.958121E-27  1.041534E-23
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.350600E-29  3.981902E-27  6.515017E-24
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.284805E-30  2.853540E-27  4.150923E-24
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.607221E-30  2.214900E-27  2.767239E-24
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.002316E-30  1.803796E-27  1.877790E-24
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.981322E-30  1.523695E-27  1.294312E-24
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.184401E-30  1.298991E-27  8.614851E-25
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.602477E-30  1.118023E-27  5.579931E-25
