 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ta212         ta213         ta214         ta215         ta216         ta217         w163          w164 
    360  1.656939516385E-01  3.655614E-23  2.431158E-22  8.148960E-24  1.679767E-23  2.397442E-25  3.759995E-24  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  7.234726E-23  5.461626E-22  1.956331E-23  4.535570E-23  6.872127E-25  1.200576E-23  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  1.085976E-22  9.218584E-22  3.518621E-23  9.177517E-23  1.478156E-24  2.891629E-23  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  3.941082E-21  3.355255E-20  1.271864E-21  3.578478E-21  6.239851E-23  1.636520E-21  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  6.396658E-21  7.577574E-20  3.464155E-21  1.232782E-20  2.313868E-22  5.895508E-21  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  7.180077E-21  9.388376E-20  4.481801E-21  1.733947E-20  3.415614E-22  9.662876E-21  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  9.569595E-21  1.450034E-19  7.415631E-21  3.401113E-20  7.450034E-22  2.661446E-20  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  7.009425E-21  1.428868E-19  8.569685E-21  4.786423E-20  1.133905E-21  4.712353E-20  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  5.084915E-21  1.275431E-19  8.494136E-21  5.545353E-20  1.403067E-21  6.382830E-20  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  3.549600E-21  9.871461E-20  7.128552E-21  5.832160E-20  1.676537E-21  9.025378E-20  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.607636E-21  7.995161E-20  5.921579E-21  5.347047E-20  1.666507E-21  1.106169E-19  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.363663E-21  5.766738E-20  5.086000E-21  5.491740E-20  1.799826E-21  1.266167E-19  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  9.339369E-22  4.211899E-20  3.847958E-21  4.755005E-20  1.703601E-21  1.425600E-19  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  4.875602E-22  2.678096E-20  2.736280E-21  4.072072E-20  1.595776E-21  1.558216E-19  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  2.584546E-22  1.710411E-20  1.917766E-21  3.359019E-20  1.432825E-21  1.635852E-19  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  1.247589E-22  1.003057E-20  1.248096E-21  2.634459E-20  1.236725E-21  1.678434E-19  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  6.075396E-23  5.907447E-21  8.127920E-22  2.047785E-20  1.052750E-21  1.683530E-19  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  2.753292E-23  3.285315E-21  5.035219E-22  1.535203E-20  8.704504E-22  1.661650E-19  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  1.231380E-23  1.803057E-21  3.079470E-22  1.136562E-20  7.109897E-22  1.620703E-19  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  3.416565E-24  6.900536E-22  1.397530E-22  6.969539E-21  5.090795E-22  1.534723E-19  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  9.625329E-25  2.668925E-22  6.401732E-23  4.300325E-21  3.662210E-22  1.456195E-19  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  4.854749E-25  1.648488E-22  4.611622E-23  4.066462E-21  3.988094E-22  2.044253E-19  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  5.016881E-25  1.793775E-22  5.787810E-23  6.565447E-21  7.342153E-22  4.766221E-19  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  5.093829E-25  1.796571E-22  6.627570E-23  9.541564E-21  1.208253E-21  9.809166E-19  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  4.962922E-25  1.517592E-22  6.380235E-23  1.161076E-20  1.662055E-21  1.682217E-18  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  4.959367E-25  1.167709E-22  5.520694E-23  1.243803E-20  1.993061E-21  2.470066E-18  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  5.135155E-25  8.442687E-23  4.457951E-23  1.236152E-20  2.212602E-21  3.345953E-18  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  5.507192E-25  5.552082E-23  3.293503E-23  1.152084E-20  2.340487E-21  4.441687E-18  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  5.937225E-25  3.686266E-23  2.395569E-23  1.031811E-20  2.356150E-21  5.516705E-18  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  6.495386E-25  2.257994E-23  1.582393E-23  8.644870E-21  2.275376E-21  6.874077E-18  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  7.024699E-25  1.475302E-23  1.050565E-23  7.040229E-21  2.125573E-21  8.212054E-18  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  7.596402E-25  1.002347E-23  6.650651E-24  5.370163E-21  1.900416E-21  9.764931E-18  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  8.089539E-25  7.892477E-24  4.530797E-24  4.048695E-21  1.666049E-21  1.122174E-17  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  8.806791E-25  6.616690E-24  2.858903E-24  2.415819E-21  1.279786E-21  1.357872E-17  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  9.158929E-25  6.430532E-24  2.460572E-24  1.766314E-21  1.080594E-21  1.485742E-17  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  9.476580E-25  6.393317E-24  2.257551E-24  1.272306E-21  8.997702E-22  1.609131E-17  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  9.822656E-25  6.439909E-24  2.154942E-24  8.362473E-22  7.071958E-22  1.753611E-17  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.009690E-24  6.517040E-24  2.132255E-24  5.641063E-22  5.609513E-22  1.876939E-17  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  1.033046E-24  6.601846E-24  2.139038E-24  3.806173E-22  4.424139E-22  1.989521E-17  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.055252E-24  6.696382E-24  2.159456E-24  2.447194E-22  3.364080E-22  2.104727E-17  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  1.073527E-24  6.785027E-24  2.182124E-24  1.589638E-22  2.550224E-22  2.207486E-17  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  1.095761E-24  6.911009E-24  2.212158E-24  8.304902E-23  1.634735E-22  2.347215E-17  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  1.105665E-24  6.977501E-24  2.224846E-24  5.833936E-23  1.253007E-22  2.418082E-17  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.114239E-24  7.044675E-24  2.234323E-24  4.089317E-23  9.284416E-23  2.487504E-17  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.124168E-24  7.150324E-24  2.239808E-24  2.456420E-23  5.334107E-23  2.591400E-17  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.127554E-24  7.227476E-24  2.232711E-24  1.839660E-23  3.211313E-23  2.661986E-17  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.126562E-24  7.281902E-24  2.217474E-24  1.596161E-23  2.049445E-23  2.707531E-17  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  1.122842E-24  7.318293E-24  2.197767E-24  1.495849E-23  1.405727E-23  2.734195E-17  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  1.117601E-24  7.341927E-24  2.176031E-24  1.451256E-23  1.035123E-23  2.747661E-17  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  1.106671E-24  7.365374E-24  2.136161E-24  1.420093E-23  6.949851E-24  2.750895E-17  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  1.099600E-24  7.374197E-24  2.111652E-24  1.412233E-23  5.841177E-24  2.744116E-17  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  1.092921E-24  7.382326E-24  2.088520E-24  1.408186E-23  5.133630E-24  2.732898E-17  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.085496E-24  7.396521E-24  2.061733E-24  1.406555E-23  4.566383E-24  2.713969E-17  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  1.079847E-24  7.423162E-24  2.038147E-24  1.408761E-23  4.207676E-24  2.690068E-17  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  1.078944E-24  7.521056E-24  2.015615E-24  1.424363E-23  3.910446E-24  2.645405E-17  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.095524E-24  7.735901E-24  2.026378E-24  1.463116E-23  3.834445E-24  2.601093E-17  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.138206E-24  8.132166E-24  2.085692E-24  1.536616E-23  3.916005E-24  2.564149E-17  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.298612E-24  9.443121E-24  2.344823E-24  1.782242E-23  4.410324E-24  2.532790E-17  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.464133E-24  1.074568E-23  2.622449E-24  2.026964E-23  4.953691E-24  2.540621E-17  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.710489E-24  1.266619E-23  3.039289E-24  2.388021E-23  5.771550E-24  2.575857E-17  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  2.083113E-24  1.556445E-23  3.670896E-24  2.932983E-23  7.013271E-24  2.652040E-17  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  2.633693E-24  1.985505E-23  4.601952E-24  3.739673E-23  8.849512E-24  2.787016E-17  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  4.192772E-24  3.208954E-23  7.218304E-24  6.039007E-23  1.404425E-23  3.223068E-17  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  5.557916E-24  4.289208E-23  9.488130E-24  8.068228E-23  1.858520E-23  3.630294E-17  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  7.310028E-24  5.685263E-23  1.237890E-23  1.068958E-22  2.440458E-23  4.167015E-17  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  1.292607E-23  1.021152E-22  2.152354E-23  1.918247E-22  4.300899E-23  5.926029E-17  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  2.092512E-23  1.674796E-22  3.433631E-23  3.143636E-22  6.942133E-23  8.457389E-17  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  3.275012E-23  2.653396E-22  5.298410E-23  4.976669E-22  1.083456E-22  1.219945E-16  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  5.097916E-23  4.180910E-22  8.127734E-23  7.835411E-22  1.681602E-22  1.793817E-16  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  7.612304E-23  6.313274E-22  1.196916E-22  1.182269E-21  2.504051E-22  2.578905E-16  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.145642E-22  9.612154E-22  1.774837E-22  1.798576E-21  3.757426E-22  3.766792E-16  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.634736E-22  1.385689E-21  2.498631E-22  2.590900E-21  5.347117E-22  5.260929E-16  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  3.040345E-22  2.624597E-21  4.532594E-22  4.900566E-21  9.895354E-22  9.478641E-16  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  5.502538E-22  4.835841E-21  7.995626E-22  9.016385E-21  1.781752E-21  1.668870E-15  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  9.678411E-22  8.655363E-21  1.370045E-21  1.611407E-20  3.117594E-21  2.859770E-15  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.634582E-21  1.486161E-20  2.254712E-21  2.762786E-20  5.238138E-21  4.709294E-15  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  2.629066E-21  2.427111E-20  3.537288E-21  4.505602E-20  8.383276E-21  7.391951E-15  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  5.328933E-21  5.034755E-20  6.891132E-21  9.325019E-20  1.685853E-20  1.440079E-14  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  9.822240E-21  9.471359E-20  1.224085E-20  1.750456E-19  3.084566E-20  2.554755E-14  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.671142E-20  1.640660E-19  2.012691E-20  3.026139E-19  5.212494E-20  4.189808E-14  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  2.758862E-20  2.755216E-19  3.211716E-20  5.071726E-19  8.547331E-20  6.658128E-14  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  4.398767E-20  4.463609E-19  4.954013E-20  8.200351E-19  1.353872E-19  1.021029E-13  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  6.737930E-20  6.937607E-19  7.353389E-20  1.272153E-18  2.060935E-19  1.504307E-13  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  1.276198E-19  1.342784E-18  1.326083E-19  2.455002E-18  3.865786E-19  2.670451E-13  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.250669E-19  2.413331E-18  2.235127E-19  4.400139E-18  6.756867E-19  4.416624E-13  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  3.772006E-19  4.113481E-18  3.590308E-19  7.480447E-18  1.122971E-18  6.950001E-13  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  6.005955E-19  6.648184E-18  5.496577E-19  1.206050E-17  1.774263E-18  1.043069E-12  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  1.174356E-18  1.327713E-17  1.013562E-18  2.399793E-17  3.429457E-18  1.870278E-12  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  2.114556E-18  2.434847E-17  1.729321E-18  4.385906E-17  6.110093E-18  3.120959E-12  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  3.572851E-18  4.181189E-17  2.778458E-18  7.507323E-17  1.022239E-17  4.923828E-12  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  5.783864E-18  6.869329E-17  4.285572E-18  1.229523E-16  1.639231E-17  7.468227E-12  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  8.982146E-18  1.081135E-16  6.356156E-18  1.929257E-16  2.522846E-17  1.089117E-11  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.356767E-17  1.653382E-16  9.181879E-18  2.941670E-16  3.777660E-17  1.544581E-11  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.005069E-17  2.471689E-16  1.299070E-17  4.384701E-16  5.535377E-17  2.140365E-11  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.874375E-17  3.580293E-16  1.787123E-17  6.333502E-16  7.871637E-17  2.878254E-11  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  4.041720E-17  5.082818E-16  2.414900E-17  8.966759E-16  1.098279E-16  3.792445E-11  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  5.618097E-17  7.129113E-16  3.228163E-17  1.254231E-15  1.515035E-16  4.928745E-11  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  9.074513E-17  1.166062E-15  4.921710E-17  2.043033E-15  2.419696E-16  7.159195E-11  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  1.431925E-16  1.860824E-15  7.346789E-17  3.247125E-15  3.777008E-16  1.011470E-10  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  2.372565E-16  3.119023E-15  1.144510E-16  5.417588E-15  6.183197E-16  1.466102E-10  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  3.860708E-16  5.127014E-15  1.755557E-16  8.864811E-15  9.945855E-16  2.072466E-10  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  6.246982E-16  8.370422E-15  2.682161E-16  1.440650E-14  1.591316E-15  2.883880E-10  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.255521E-15  1.700758E-14  4.975107E-16  2.907574E-14  3.148154E-15  4.560224E-10  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  2.349343E-15  3.206785E-14  8.701123E-16  5.449227E-14  5.812580E-15  6.738392E-10  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  4.374677E-15  6.004225E-14  1.523330E-15  1.014255E-13  1.069105E-14  9.745537E-10  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  7.642775E-15  1.052363E-13  2.531187E-15  1.768404E-13  1.848951E-14  1.337414E-09  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.295147E-14  1.786187E-13  4.111831E-15  2.987027E-13  3.106168E-14  1.782399E-09  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  2.168412E-14  2.991318E-13  6.639486E-15  4.979266E-13  5.161205E-14  2.333988E-09  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  3.469128E-14  4.781584E-13  1.032548E-14  7.926574E-13  8.206766E-14  2.956179E-09  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  7.471559E-14  1.026179E-12  2.145130E-14  1.690036E-12  1.752852E-13  4.261792E-09  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.144918E-13  1.567733E-12  3.240956E-14  2.573017E-12  2.676432E-13  5.166665E-09  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.728238E-13  2.357882E-12  4.845814E-14  3.857164E-12  4.028658E-13  6.172903E-09  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  3.450249E-13  4.671312E-12  9.611609E-14  7.600413E-12  8.015346E-13  8.176959E-09  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  5.702639E-13  7.670762E-12  1.593818E-13  1.243490E-11  1.323447E-12  9.891906E-09  1.000000E-30  1.000000E-30
