 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                si28          si29          si30          si31          si32          si33          si34          si35 
    175  5.837706807704E-02  8.082527E-16  6.082445E-15  4.895678E-14  2.717249E-13  8.219593E-12  6.410243E-13  1.078333E-12  2.063961E-15
    176  5.868213309337E-02  8.265914E-16  6.269189E-15  4.804515E-14  2.745488E-13  8.332127E-12  6.646016E-13  1.153771E-12  2.230803E-15
    177  5.897372529375E-02  8.431562E-16  6.442692E-15  4.720935E-14  2.773995E-13  8.439520E-12  6.878515E-13  1.230548E-12  2.402481E-15
    178  5.927019313219E-02  8.590251E-16  6.613849E-15  4.639247E-14  2.804486E-13  8.548918E-12  7.122603E-13  1.313675E-12  2.590360E-15
    179  5.955970264735E-02  8.736042E-16  6.775937E-15  4.562357E-14  2.835700E-13  8.656263E-12  7.368995E-13  1.400221E-12  2.788040E-15
    180  5.987296131417E-02  8.884228E-16  6.946021E-15  4.482003E-14  2.871054E-13  8.773327E-12  7.645183E-13  1.500438E-12  3.019396E-15
    181  6.018239261751E-02  9.019189E-16  7.107074E-15  4.405069E-14  2.907320E-13  8.889401E-12  7.927645E-13  1.606440E-12  3.266882E-15
    182  6.051941164510E-02  9.152787E-16  7.273952E-15  4.323514E-14  2.948111E-13  9.015996E-12  8.246301E-13  1.730387E-12  3.559693E-15
    183  6.081686890997E-02  9.258719E-16  7.413291E-15  4.253047E-14  2.985016E-13  9.127504E-12  8.537082E-13  1.847649E-12  3.839950E-15
    184  6.107970107709E-02  9.342745E-16  7.529834E-15  4.191680E-14  3.018172E-13  9.225523E-12  8.801372E-13  1.957784E-12  4.105906E-15
    185  6.149099227918E-02  9.456396E-16  7.699597E-15  4.096876E-14  3.070844E-13  9.377417E-12  9.228749E-13  2.143341E-12  4.559652E-15
    186  6.184187848266E-02  9.536958E-16  7.832541E-15  4.016815E-14  3.116377E-13  9.505162E-12  9.606816E-13  2.315580E-12  4.986776E-15
    187  6.212841772032E-02  9.590312E-16  7.931674E-15  3.951642E-14  3.153595E-13  9.607113E-12  9.923829E-13  2.466132E-12  5.364677E-15
    188  6.241083345826E-02  9.631810E-16  8.020723E-15  3.887405E-14  3.190122E-13  9.704901E-12  1.024306E-12  2.623663E-12  5.764469E-15
    189  6.286334795077E-02  9.675273E-16  8.144884E-15  3.784159E-14  3.247935E-13  9.854621E-12  1.076734E-12  2.896046E-12  6.465847E-15
    190  6.324448148531E-02  9.690041E-16  8.231341E-15  3.696658E-14  3.295576E-13  9.972649E-12  1.121975E-12  3.145729E-12  7.119541E-15
    191  6.354755735680E-02  9.689022E-16  8.289207E-15  3.626755E-14  3.332816E-13  1.006099E-11  1.158636E-12  3.358742E-12  7.684817E-15
    192  6.382753282149E-02  9.677681E-16  8.333559E-15  3.561836E-14  3.366484E-13  1.013739E-11  1.192934E-12  3.567248E-12  8.244737E-15
    193  6.429792763326E-02  9.635783E-16  8.387519E-15  3.451904E-14  3.420979E-13  1.025256E-11  1.251215E-12  3.943638E-12  9.271590E-15
    194  6.470641913937E-02  9.576931E-16  8.413547E-15  3.355605E-14  3.465898E-13  1.033767E-11  1.302259E-12  4.298275E-12  1.025737E-14
    195  6.514351188605E-02  9.492076E-16  8.420392E-15  3.251850E-14  3.511238E-13  1.041195E-11  1.357029E-12  4.707620E-12  1.141639E-14
    196  6.551961572666E-02  9.403433E-16  8.410673E-15  3.162270E-14  3.548204E-13  1.046185E-11  1.404187E-12  5.086598E-12  1.250850E-14
    197  6.614173306661E-02  9.225902E-16  8.362643E-15  3.013731E-14  3.604498E-13  1.051302E-11  1.481544E-12  5.768984E-12  1.451996E-14
    198  6.666431851744E-02  9.049154E-16  8.292527E-15  2.889044E-14  3.646705E-13  1.052405E-11  1.545310E-12  6.397281E-12  1.642147E-14
    199  6.714973898932E-02  8.865278E-16  8.204986E-15  2.773796E-14  3.681725E-13  1.050768E-11  1.603092E-12  7.027622E-12  1.837518E-14
    200  6.763365269933E-02  8.667605E-16  8.099955E-15  2.660044E-14  3.713288E-13  1.046706E-11  1.659164E-12  7.704605E-12  2.052187E-14
    201  6.810748363549E-02  8.460675E-16  7.980015E-15  2.550008E-14  3.740491E-13  1.040320E-11  1.712108E-12  8.414007E-12  2.282466E-14
    202  6.886988901479E-02  8.105417E-16  7.755930E-15  2.376661E-14  3.776805E-13  1.025255E-11  1.792579E-12  9.654936E-12  2.698042E-14
    203  6.932442343830E-02  7.884557E-16  7.607648E-15  2.276017E-14  3.794639E-13  1.013710E-11  1.837667E-12  1.045610E-11  2.974551E-14
    204  6.977291475786E-02  7.662240E-16  7.452621E-15  2.179002E-14  3.809724E-13  1.000592E-11  1.879863E-12  1.129392E-11  3.270444E-14
    205  7.051837306122E-02  7.285685E-16  7.178219E-15  2.023238E-14  3.829139E-13  9.753507E-12  1.944673E-12  1.279072E-11  3.815888E-14
    206  7.120724846930E-02  6.935342E-16  6.911480E-15  1.885982E-14  3.841703E-13  9.488259E-12  1.998751E-12  1.429590E-11  4.385262E-14
    207  7.185571854523E-02  6.608354E-16  6.653937E-15  1.763089E-14  3.849879E-13  9.216511E-12  2.044765E-12  1.582905E-11  4.985759E-14
    208  7.250556240022E-02  6.285419E-16  6.391935E-15  1.646284E-14  3.854582E-13  8.927908E-12  2.086318E-12  1.748238E-11  5.655962E-14
    209  7.308358088908E-02  6.004728E-16  6.158554E-15  1.547863E-14  3.856532E-13  8.661878E-12  2.119844E-12  1.906014E-11  6.316475E-14
    210  7.365083251161E-02  5.737398E-16  5.931781E-15  1.456341E-14  3.857205E-13  8.395934E-12  2.150043E-12  2.071746E-11  7.031093E-14
    211  7.420607479025E-02  5.483852E-16  5.712665E-15  1.371592E-14  3.856590E-13  8.133845E-12  2.177373E-12  2.244941E-11  7.800005E-14
    212  7.477269193766E-02  5.234345E-16  5.493341E-15  1.289990E-14  3.855044E-13  7.867422E-12  2.203483E-12  2.433922E-11  8.663555E-14
    213  7.532671922740E-02  5.000974E-16  5.285124E-15  1.214902E-14  3.853613E-13  7.610393E-12  2.227835E-12  2.632488E-11  9.596385E-14
    214  7.590819975934E-02  4.767059E-16  5.073384E-15  1.140959E-14  3.852077E-13  7.346617E-12  2.252680E-12  2.856747E-11  1.067992E-13
    215  7.648106882397E-02  4.547805E-16  4.872173E-15  1.072829E-14  3.850732E-13  7.094717E-12  2.277046E-12  3.095332E-11  1.186549E-13
    216  7.706864365518E-02  4.335110E-16  4.674547E-15  1.007633E-14  3.850233E-13  6.846285E-12  2.302610E-12  3.361068E-11  1.322236E-13
    217  7.765097184480E-02  4.136447E-16  4.487805E-15  9.474944E-15  3.850902E-13  6.611393E-12  2.329191E-12  3.648356E-11  1.472898E-13
    218  7.824188421090E-02  3.946650E-16  4.307400E-15  8.908041E-15  3.852652E-13  6.385723E-12  2.358135E-12  3.967211E-11  1.644597E-13
    219  7.883216312169E-02  3.769058E-16  4.136869E-15  8.383365E-15  3.855989E-13  6.174064E-12  2.389853E-12  4.317665E-11  1.838225E-13
    220  7.934760137230E-02  3.624146E-16  3.996554E-15  7.957943E-15  3.860904E-13  6.001270E-12  2.420594E-12  4.654415E-11  2.028597E-13
    221  7.991019390762E-02  3.476279E-16  3.852263E-15  7.527030E-15  3.868299E-13  5.826167E-12  2.458179E-12  5.058945E-11  2.262439E-13
    222  8.044081450283E-02  3.346785E-16  3.725019E-15  7.151618E-15  3.877695E-13  5.674605E-12  2.498385E-12  5.481427E-11  2.512074E-13
    223  8.103419684334E-02  3.214312E-16  3.594155E-15  6.766814E-15  3.892408E-13  5.521753E-12  2.550176E-12  6.010472E-11  2.831445E-13
    224  8.158988408622E-02  3.102007E-16  3.482740E-15  6.439084E-15  3.910702E-13  5.395290E-12  2.606534E-12  6.569203E-11  3.176088E-13
    225  8.219791245697E-02  2.992239E-16  3.373557E-15  6.115712E-15  3.936468E-13  5.276213E-12  2.678633E-12  7.263582E-11  3.613788E-13
    226  8.273529679330E-02  2.907207E-16  3.289006E-15  5.860025E-15  3.965489E-13  5.188548E-12  2.753190E-12  7.964126E-11  4.064607E-13
    227  8.327310875316E-02  2.833661E-16  3.216153E-15  5.631699E-15  4.001354E-13  5.117847E-12  2.839715E-12  8.762841E-11  4.588620E-13
    228  8.381967664174E-02  2.770126E-16  3.153648E-15  5.426296E-15  4.044592E-13  5.063227E-12  2.941301E-12  9.690573E-11  5.209642E-13
    229  8.442137901789E-02  2.712684E-16  3.097859E-15  5.229093E-15  4.099980E-13  5.022578E-12  3.070857E-12  1.087086E-10  6.017221E-13
    230  8.496109010092E-02  2.672285E-16  3.059580E-15  5.076258E-15  4.156963E-13  5.002901E-12  3.204716E-12  1.209899E-10  6.876105E-13
    231  8.556251684447E-02  2.637363E-16  3.027589E-15  4.928556E-15  4.225837E-13  4.996941E-12  3.374322E-12  1.368296E-10  8.010303E-13
    232  8.609514523980E-02  2.613634E-16  3.006841E-15  4.814128E-15  4.289192E-13  5.003044E-12  3.542958E-12  1.530137E-10  9.198022E-13
    233  8.668730402486E-02  2.593538E-16  2.990359E-15  4.701129E-15  4.359475E-13  5.019034E-12  3.751013E-12  1.737276E-10  1.075763E-12
    234  8.725638446658E-02  2.577881E-16  2.978179E-15  4.601976E-15  4.422496E-13  5.038998E-12  3.970332E-12  1.966254E-10  1.253057E-12
    235  8.784892152766E-02  2.561932E-16  2.965400E-15  4.502944E-15  4.477380E-13  5.058624E-12  4.216256E-12  2.238239E-10  1.470081E-12
    236  8.837914431516E-02  2.545548E-16  2.951121E-15  4.413857E-15  4.512535E-13  5.070271E-12  4.448783E-12  2.512579E-10  1.695783E-12
    237  8.927467123273E-02  2.507643E-16  2.914351E-15  4.252999E-15  4.530383E-13  5.064694E-12  4.858826E-12  3.045817E-10  2.153312E-12
    238  9.009385267910E-02  2.453183E-16  2.856894E-15  4.082565E-15  4.485408E-13  5.015426E-12  5.235293E-12  3.607911E-10  2.662579E-12
    239  9.088007009323E-02  2.378871E-16  2.775327E-15  3.891985E-15  4.378619E-13  4.917156E-12  5.580210E-12  4.209557E-10  3.238676E-12
    240  9.160938796651E-02  2.287804E-16  2.673174E-15  3.688679E-15  4.220213E-13  4.775233E-12  5.868951E-12  4.811412E-10  3.848970E-12
    241  9.231864750676E-02  2.179341E-16  2.549943E-15  3.468042E-15  4.014326E-13  4.590134E-12  6.108461E-12  5.425558E-10  4.509678E-12
    242  9.335415502949E-02  1.991360E-16  2.334220E-15  3.114617E-15  3.637891E-13  4.245633E-12  6.367446E-12  6.347316E-10  5.582744E-12
    243  9.429165011748E-02  1.799610E-16  2.112522E-15  2.776357E-15  3.244353E-13  3.876008E-12  6.498179E-12  7.174711E-10  6.646294E-12
    244  9.514750284226E-02  1.616693E-16  1.900034E-15  2.466557E-15  2.866519E-13  3.511117E-12  6.532743E-12  7.900382E-10  7.677548E-12
    245  9.592869681963E-02  1.449934E-16  1.705682E-15  2.192257E-15  2.523824E-13  3.171070E-12  6.499895E-12  8.521376E-10  8.655085E-12
    246  9.638259128200E-02  1.355436E-16  1.595325E-15  2.039451E-15  2.330752E-13  2.975138E-12  6.456240E-12  8.860457E-10  9.235454E-12
    247  9.686466198075E-02  1.258020E-16  1.481412E-15  1.883751E-15  2.133304E-13  2.771293E-12  6.392746E-12  9.200417E-10  9.858745E-12
    248  9.745016881397E-02  1.144819E-16  1.348865E-15  1.704927E-15  1.906397E-13  2.532264E-12  6.295272E-12  9.583107E-10  1.062216E-11
    249  9.798964068785E-02  1.046290E-16  1.233358E-15  1.550936E-15  1.711460E-13  2.322298E-12  6.189065E-12  9.904648E-10  1.132882E-11
    250  9.892639389759E-02  8.897549E-17  1.049597E-15  1.309118E-15  1.407488E-13  1.984774E-12  5.976203E-12  1.038763E-09  1.255402E-11
    251  9.977784733458E-02  7.639556E-17  9.017111E-16  1.117223E-15  1.169916E-13  1.710720E-12  5.761264E-12  1.073843E-09  1.365232E-11
    252  1.005622893962E-01  6.617376E-17  7.814158E-16  9.627552E-16  9.819217E-14  1.485626E-12  5.551921E-12  1.098198E-09  1.463643E-11
    253  1.013070552067E-01  5.761228E-17  6.805746E-16  8.344140E-16  8.288815E-14  1.295770E-12  5.347881E-12  1.113974E-09  1.553363E-11
    254  1.019791947326E-01  5.077098E-17  5.999397E-16  7.325278E-16  7.098815E-14  1.142998E-12  5.161581E-12  1.121784E-09  1.630035E-11
    255  1.025982572428E-01  4.515141E-17  5.336685E-16  6.492845E-16  6.145962E-14  1.016663E-12  4.989376E-12  1.123373E-09  1.695996E-11
    256  1.032644197032E-01  3.976815E-17  4.701548E-16  5.699492E-16  5.257805E-14  8.950451E-13  4.804531E-12  1.119109E-09  1.761143E-11
    257  1.039121745974E-01  3.513045E-17  4.154144E-16  5.019276E-16  4.513852E-14  7.896436E-13  4.625572E-12  1.108928E-09  1.817582E-11
    258  1.045193471709E-01  3.126404E-17  3.697615E-16  4.454599E-16  3.910291E-14  7.012417E-13  4.458670E-12  1.094002E-09  1.863385E-11
    259  1.051181778144E-01  2.786042E-17  3.295615E-16  3.959505E-16  3.393436E-14  6.230921E-13  4.295113E-12  1.074495E-09  1.901405E-11
    260  1.056826419982E-01  2.498760E-17  2.956220E-16  3.543136E-16  2.968630E-14  5.568267E-13  4.141764E-12  1.051925E-09  1.930196E-11
    261  1.062431336111E-01  2.242520E-17  2.653431E-16  3.172968E-16  2.599160E-14  4.973920E-13  3.989995E-12  1.025600E-09  1.951372E-11
    262  1.068146627648E-01  2.008087E-17  2.376357E-16  2.835413E-16  2.270040E-14  4.428272E-13  3.835893E-12  9.953186E-10  1.965569E-11
    263  1.073656177930E-01  1.805206E-17  2.136536E-16  2.544203E-16  1.992708E-14  3.954626E-13  3.687861E-12  9.632467E-10  1.972199E-11
    264  1.079139362418E-01  1.623555E-17  1.921774E-16  2.284192E-16  1.750524E-14  3.528570E-13  3.540666E-12  9.286434E-10  1.971421E-11
    265  1.084202130578E-01  1.472048E-17  1.742627E-16  2.067908E-16  1.553502E-14  3.172360E-13  3.404984E-12  8.948473E-10  1.964648E-11
    266  1.089957947327E-01  1.316840E-17  1.559084E-16  1.846926E-16  1.356793E-14  2.807028E-13  3.251055E-12  8.548106E-10  1.950378E-11
    267  1.095139929398E-01  1.191085E-17  1.410355E-16  1.668331E-16  1.201456E-14  2.510734E-13  3.112707E-12  8.176113E-10  1.931731E-11
    268  1.100036617482E-01  1.083228E-17  1.282779E-16  1.515483E-16  1.071248E-14  2.256294E-13  2.982073E-12  7.816235E-10  1.909018E-11
    269  1.105581599754E-01  9.727366E-18  1.152076E-16  1.359249E-16  9.410932E-15  1.996131E-13  2.834654E-12  7.405189E-10  1.878381E-11
    270  1.111738162549E-01  8.630713E-18  1.022339E-16  1.204548E-16  8.153891E-15  1.738900E-13  2.671894E-12  6.949183E-10  1.838990E-11
    271  1.117276452796E-01  7.748751E-18  9.179903E-17  1.080397E-16  7.169067E-15  1.532778E-13  2.526346E-12  6.540659E-10  1.798713E-11
    272  1.122547306619E-01  6.991973E-18  8.284449E-17  9.740686E-17  6.344374E-15  1.357056E-13  2.389097E-12  6.157754E-10  1.757043E-11
    273  1.128196390807E-01  6.261513E-18  7.420069E-17  8.716232E-17  5.567628E-15  1.189019E-13  2.243928E-12  5.757440E-10  1.709617E-11
    274  1.134172103791E-01  5.570403E-18  6.602177E-17  7.748657E-17  4.851004E-15  1.031829E-13  2.092986E-12  5.347065E-10  1.656754E-11
    275  1.139661173569E-01  5.001896E-18  5.929311E-17  6.953968E-17  4.275508E-15  9.041673E-14  1.957135E-12  4.983130E-10  1.606068E-11
    276  1.145721141816E-01  4.440373E-18  5.264651E-17  6.170208E-17  3.720688E-15  7.802580E-14  1.811186E-12  4.599695E-10  1.549014E-11
    277  1.151138636995E-01  3.991126E-18  4.732839E-17  5.544004E-17  3.287130E-15  6.831028E-14  1.684844E-12  4.274396E-10  1.497590E-11
    278  1.160623872824E-01  3.309458E-18  3.925766E-17  4.595192E-17  2.647532E-15  5.396669E-14  1.473874E-12  3.743191E-10  1.406749E-11
    279  1.166131253687E-01  2.967564E-18  3.520915E-17  4.119959E-17  2.335917E-15  4.702286E-14  1.358385E-12  3.459647E-10  1.354866E-11
    280  1.171578902390E-01  2.663540E-18  3.160867E-17  3.697715E-17  2.064296E-15  4.101882E-14  1.249592E-12  3.196861E-10  1.304469E-11
    281  1.179966344325E-01  2.254161E-18  2.675961E-17  3.129618E-17  1.707069E-15  3.322496E-14  1.092980E-12  2.824628E-10  1.228718E-11
    282  1.184626561866E-01  2.054079E-18  2.438929E-17  2.852162E-17  1.536378E-15  2.956620E-14  1.012047E-12  2.635058E-10  1.188144E-11
    283  1.189221956404E-01  1.873877E-18  2.225423E-17  2.602375E-17  1.384975E-15  2.636732E-14  9.365563E-13  2.459588E-10  1.149263E-11
    284  1.197605220964E-01  1.584168E-18  1.882101E-17  2.200948E-17  1.146315E-15  2.142774E-14  8.095475E-13  2.165720E-10  1.080636E-11
    285  1.205341475296E-01  1.356089E-18  1.611748E-17  1.885036E-17  9.630093E-16  1.774940E-14  7.047581E-13  1.923564E-10  1.020482E-11
    286  1.212540834288E-01  1.172957E-18  1.394616E-17  1.631417E-17  8.189691E-16  1.494416E-14  6.174521E-13  1.720268E-10  9.667799E-12
    287  1.219299358624E-01  1.023244E-18  1.217062E-17  1.424081E-17  7.034690E-16  1.275818E-14  5.439913E-13  1.546699E-10  9.180312E-12
    288  1.225766858039E-01  8.976367E-19  1.068059E-17  1.250113E-17  6.082965E-16  1.100638E-14  4.810293E-13  1.394959E-10  8.727594E-12
    289  1.231854533608E-01  7.933050E-19  9.442616E-18  1.105580E-17  5.305107E-16  9.609469E-15  4.277969E-13  1.263396E-10  8.309551E-12
    290  1.237219182154E-01  7.113085E-19  8.469414E-18  9.919578E-18  4.702540E-16  8.550463E-15  3.854168E-13  1.155765E-10  7.946238E-12
    291  1.242404039059E-01  6.400076E-19  7.622959E-18  8.931272E-18  4.185451E-16  7.658756E-15  3.482384E-13  1.058674E-10  7.599194E-12
    292  1.248086455930E-01  5.699267E-19  6.790773E-18  7.959511E-18  3.683859E-16  6.808726E-15  3.114263E-13  9.594769E-11  7.222136E-12
    293  1.253177247642E-01  5.135774E-19  6.121452E-18  7.177795E-18  3.285503E-16  6.143325E-15  2.816213E-13  8.764230E-11  6.885500E-12
    294  1.258810647447E-01  4.575980E-19  5.456344E-18  6.400841E-18  2.894703E-16  5.498958E-15  2.518996E-13  7.907614E-11  6.515483E-12
    295  1.264205598797E-01  4.096326E-19  4.886288E-18  5.734755E-18  2.564083E-16  4.959618E-15  2.263668E-13  7.145615E-11  6.163799E-12
    296  1.270317883483E-01  3.612369E-19  4.310925E-18  5.062256E-18  2.234659E-16  4.426137E-15  2.005385E-13  6.346460E-11  5.768043E-12
    297  1.275757308169E-01  3.229209E-19  3.855240E-18  4.529453E-18  1.977110E-16  4.010836E-15  1.800627E-13  5.690621E-11  5.419513E-12
    298  1.286048671531E-01  2.610382E-19  3.118938E-18  3.668085E-18  1.568066E-16  3.351335E-15  1.469905E-13  4.586891E-11  4.775343E-12
    299  1.290949488661E-01  2.358163E-19  2.818685E-18  3.316624E-18  1.403969E-16  3.085090E-15  1.334995E-13  4.120122E-11  4.476680E-12
    300  1.295345101683E-01  2.152423E-19  2.573687E-18  3.029733E-18  1.271404E-16  2.868543E-15  1.224969E-13  3.732910E-11  4.215069E-12
    301  1.303954523490E-01  1.799292E-19  2.152994E-18  2.536830E-18  1.046843E-16  2.496760E-15  1.036113E-13  3.056627E-11  3.723076E-12
    302  1.308549873199E-01  1.634779E-19  1.956910E-18  2.306947E-18  9.435771E-17  2.322610E-15  9.480073E-14  2.737065E-11  3.472229E-12
    303  1.312776310019E-01  1.496588E-19  1.792145E-18  2.113702E-18  8.575793E-17  2.175442E-15  8.739203E-14  2.467398E-11  3.249851E-12
    304  1.320787884157E-01  1.265482E-19  1.516477E-18  1.790189E-18  7.154490E-17  1.926514E-15  7.497753E-14  2.016346E-11  2.852466E-12
    305  1.327308179063E-01  1.103650E-19  1.323330E-18  1.563350E-18  6.172795E-17  1.748947E-15  6.624990E-14  1.702269E-11  2.553108E-12
    306  1.333821207310E-01  9.623930E-20  1.154650E-18  1.365109E-18  5.326098E-17  1.590719E-15  5.859503E-14  1.431290E-11  2.276341E-12
    307  1.339749669338E-01  8.494166E-20  1.019674E-18  1.206370E-18  4.656716E-17  1.461270E-15  5.243950E-14  1.218470E-11  2.044491E-12
    308  1.345530840576E-01  7.518789E-20  9.030853E-19  1.069167E-18  4.084816E-17  1.346761E-15  4.709120E-14  1.038526E-11  1.836306E-12
    309  1.351098094661E-01  6.684223E-20  8.032784E-19  9.516364E-19  3.600258E-17  1.246199E-15  4.248190E-14  8.881662E-12  1.651974E-12
    310  1.359304916944E-01  5.618275E-20  6.757253E-19  8.013145E-19  2.988786E-17  1.113340E-15  3.653823E-14  7.028337E-12  1.408796E-12
    311  1.363572082699E-01  5.132310E-20  6.175410E-19  7.326933E-19  2.713021E-17  1.050693E-15  3.380130E-14  6.213618E-12  1.294993E-12
    312  1.367788244083E-01  4.692941E-20  5.649146E-19  6.705955E-19  2.465391E-17  9.926633E-16  3.130812E-14  5.495397E-12  1.190350E-12
    313  1.375777712339E-01  3.960004E-20  4.770770E-19  5.668749E-19  2.056485E-17  8.923400E-16  2.710268E-14  4.345720E-12  1.012777E-12
    314  1.380438267916E-01  3.586071E-20  4.322370E-19  5.138859E-19  1.850080E-17  8.390906E-16  2.492984E-14  3.786043E-12  9.208355E-13
    315  1.384690951451E-01  3.275414E-20  3.949683E-19  4.698200E-19  1.679775E-17  7.935481E-16  2.310723E-14  3.335950E-12  8.436215E-13
    316  1.391087445178E-01  2.857648E-20  3.448242E-19  4.104924E-19  1.452658E-17  7.300999E-16  2.062712E-14  2.755273E-12  7.388421E-13
    317  1.397002518981E-01  2.518546E-20  3.040977E-19  3.622705E-19  1.270110E-17  6.763686E-16  1.858487E-14  2.307469E-12  6.531807E-13
    318  1.402705851668E-01  2.229431E-20  2.693544E-19  3.211036E-19  1.115849E-17  6.286247E-16  1.681846E-14  1.943919E-12  5.797045E-13
    319  1.408634912375E-01  1.963700E-20  2.374021E-19  2.832163E-19  9.752697E-18  5.828353E-16  1.517016E-14  1.625854E-12  5.117822E-13
    320  1.414089642241E-01  1.747117E-20  2.113444E-19  2.522966E-19  8.616756E-18  5.438930E-16  1.380600E-14  1.379524E-12  4.563017E-13
    321  1.419220762512E-01  1.565107E-20  1.894344E-19  2.262815E-19  7.669655E-18  5.098187E-16  1.264251E-14  1.182245E-12  4.096272E-13
    322  1.422771704232E-01  1.450277E-20  1.756049E-19  2.098519E-19  7.075668E-18  4.875790E-16  1.189901E-14  1.062444E-12  3.800947E-13
    323  1.426029315631E-01  1.352312E-20  1.638023E-19  1.958243E-19  6.571348E-18  4.680907E-16  1.125823E-14  9.633518E-13  3.548803E-13
    324  1.430135230101E-01  1.238164E-20  1.500446E-19  1.794657E-19  5.986804E-18  4.447118E-16  1.050323E-14  8.517451E-13  3.255050E-13
    325  1.434683796643E-01  1.122881E-20  1.361438E-19  1.629280E-19  5.400055E-18  4.202674E-16  9.730397E-15  7.434656E-13  2.958531E-13
    326  1.440315208021E-01  9.948525E-21  1.206977E-19  1.445403E-19  4.752955E-18  3.919770E-16  8.857982E-15  6.286993E-13  2.629306E-13
    327  1.445490332405E-01  8.900420E-21  1.080451E-19  1.294681E-19  4.226877E-18  3.677601E-16  8.130718E-15  5.391879E-13  2.359389E-13
    328  1.451370980342E-01  7.842490E-21  9.526636E-20  1.142351E-19  3.699805E-18  3.421667E-16  7.382627E-15  4.533404E-13  2.087256E-13
    329  1.457052374241E-01  6.939759E-21  8.435534E-20  1.012194E-19  3.253493E-18  3.192367E-16  6.731053E-15  3.838934E-13  1.855338E-13
    330  1.463107957421E-01  6.091192E-21  7.409217E-20  8.896758E-20  2.836961E-18  2.965759E-16  6.105136E-15  3.219175E-13  1.637110E-13
    331  1.468752132891E-01  5.393722E-21  6.565093E-20  7.888353E-20  2.497099E-18  2.769860E-16  5.579066E-15  2.735809E-13  1.457769E-13
    332  1.475510939381E-01  4.662588E-21  5.679615E-20  6.829748E-20  2.143579E-18  2.553156E-16  5.014031E-15  2.256306E-13  1.269911E-13
    333  1.481899111058E-01  4.062580E-21  4.952394E-20  5.959646E-20  1.855682E-18  2.364723E-16  4.537642E-15  1.884392E-13  1.115515E-13
    334  1.491767377555E-01  3.283647E-21  4.007444E-20  4.827943E-20  1.485422E-18  2.101978E-16  3.897621E-15  1.433283E-13  9.148002E-14
    335  1.497116139607E-01  2.925800E-21  3.572944E-20  4.307088E-20  1.316837E-18  1.972638E-16  3.593353E-15  1.238983E-13  8.224523E-14
    336  1.502421520731E-01  2.609297E-21  3.188401E-20  3.845827E-20  1.168554E-18  1.852599E-16  3.317512E-15  1.074102E-13  7.404713E-14
    337  1.509052103900E-01  2.261461E-21  2.765500E-20  3.338198E-20  1.006661E-18  1.713348E-16  3.005698E-15  9.011555E-14  6.501580E-14
    338  1.515352476696E-01  1.974043E-21  2.415794E-20  2.918109E-20  8.738243E-19  1.591263E-16  2.739748E-15  7.651139E-14  5.752847E-14
    339  1.521327102765E-01  1.735256E-21  2.125045E-20  2.568592E-20  7.641303E-19  1.483929E-16  2.511779E-15  6.569005E-14  5.127171E-14
    340  1.526678407657E-01  1.546035E-21  1.894496E-20  2.291261E-20  6.777107E-19  1.394287E-16  2.325707E-15  5.744861E-14  4.629063E-14
    341  1.532481602429E-01  1.364117E-21  1.672701E-20  2.024288E-20  5.950951E-19  1.303515E-16  2.141392E-15  4.981678E-14  4.147801E-14
    342  1.535863948111E-01  1.268137E-21  1.555618E-20  1.883281E-20  5.517022E-19  1.253506E-16  2.041637E-15  4.590754E-14  3.892578E-14
    343  1.538995751697E-01  1.185293E-21  1.454519E-20  1.761479E-20  5.143544E-19  1.209003E-16  1.953940E-15  4.259753E-14  3.671198E-14
    344  1.546020187628E-01  1.018688E-21  1.251083E-20  1.516245E-20  4.396046E-19  1.115173E-16  1.772444E-15  3.613570E-14  3.223242E-14
    345  1.552062305672E-01  8.943041E-22  1.099087E-20  1.332883E-20  3.841420E-19  1.040641E-16  1.631632E-15  3.148596E-14  2.885855E-14
    346  1.557875935888E-01  7.890120E-22  9.703289E-21  1.177453E-20  3.374345E-19  9.738901E-17  1.508075E-15  2.766634E-14  2.597416E-14
    347  1.566447447202E-01  6.560393E-22  8.075854E-21  9.808413E-21  2.788108E-19  8.836503E-17  1.344961E-15  2.299986E-14  2.228553E-14
    348  1.574294426159E-01  5.541325E-22  6.827433E-21  8.298827E-21  2.342009E-19  8.087999E-17  1.213169E-15  1.954447E-14  1.941446E-14
    349  1.581710514975E-01  4.724647E-22  5.826044E-21  7.086948E-21  1.986658E-19  7.442277E-17  1.102055E-15  1.684743E-14  1.707399E-14
    350  1.588328903187E-01  4.098514E-22  5.057672E-21  6.156363E-21  1.715774E-19  6.912176E-17  1.012671E-15  1.482290E-14  1.525056E-14
    351  1.594606073659E-01  3.581796E-22  4.423093E-21  5.387288E-21  1.493342E-19  6.446202E-17  9.354821E-16  1.317772E-14  1.372104E-14
    352  1.600565792087E-01  3.151875E-22  3.894729E-21  4.746527E-21  1.309096E-19  6.034564E-17  8.683731E-16  1.182390E-14  1.242668E-14
    353  1.607059625219E-01  2.742215E-22  3.390908E-21  4.135132E-21  1.134354E-19  5.617487E-17  8.014332E-16  1.054481E-14  1.117143E-14
    354  1.613957576202E-01  2.365378E-22  2.927096E-21  3.571900E-21  9.743840E-20  5.207460E-17  7.366680E-16  9.374105E-15  9.992834E-15
