 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sm158         sm159         sm160         sm161         sm162         sm163         sm164         sm165
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.001053E-30  1.000000E-30  1.000449E-30  1.000000E-30  1.000508E-30  1.000000E-30  1.000228E-30
      3  6.264265632874E-16  1.000000E-30  1.006573E-30  1.000000E-30  1.002801E-30  1.000000E-30  1.003176E-30  1.000000E-30  1.001428E-30
      4  2.206990590178E-15  1.000000E-30  1.022910E-30  1.000000E-30  1.009768E-30  1.000000E-30  1.011110E-30  1.000000E-30  1.005012E-30
      5  6.425069294186E-15  1.000000E-30  1.064828E-30  1.000000E-30  1.027684E-30  1.000000E-30  1.031738E-30  1.000000E-30  1.014448E-30
      6  1.724777641531E-14  1.000000E-30  1.161977E-30  1.000000E-30  1.069450E-30  1.000000E-30  1.081218E-30  1.000000E-30  1.037822E-30
      7  4.527785414179E-14  1.000000E-30  1.355956E-30  1.000000E-30  1.154132E-30  1.000000E-30  1.189045E-30  1.000000E-30  1.093117E-30
      8  1.231582592127E-13  1.000000E-30  1.628035E-30  1.000000E-30  1.277780E-30  1.000000E-30  1.378347E-30  1.000000E-30  1.213527E-30
      9  4.001734798240E-13  1.000000E-30  1.767793E-30  1.000000E-30  1.347795E-30  1.000000E-30  1.549234E-30  1.000000E-30  1.412051E-30
     10  1.150918682670E-12  1.000000E-30  1.769559E-30  1.000000E-30  1.349429E-30  1.000000E-30  1.564581E-30  1.000000E-30  1.484222E-30
     11  2.802808442389E-12  1.000000E-30  1.766515E-30  1.000000E-30  1.350301E-30  1.000003E-30  1.564590E-30  1.000109E-30  1.486310E-30
     12  6.912921996243E-12  1.007185E-30  1.791151E-30  1.009901E-30  1.357121E-30  1.006588E-30  1.562238E-30  1.000000E-30  1.485548E-30
