 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ho169         ho170         ho171         ho172         ho173         ho174         ho175         ho176
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.000344E-30  1.000000E-30  1.000146E-30  1.000000E-30  1.000369E-30  1.000000E-30  1.000185E-30
      3  6.264265632874E-16  1.000000E-30  1.002132E-30  1.000000E-30  1.000909E-30  1.000000E-30  1.002301E-30  1.000000E-30  1.001152E-30
      4  2.206990590178E-15  1.000000E-30  1.007307E-30  1.000000E-30  1.003134E-30  1.000000E-30  1.007988E-30  1.000000E-30  1.004019E-30
      5  6.425069294186E-15  1.000000E-30  1.019777E-30  1.000000E-30  1.008619E-30  1.000000E-30  1.022365E-30  1.000000E-30  1.011389E-30
      6  1.724777641531E-14  1.000000E-30  1.044407E-30  1.000000E-30  1.020099E-30  1.000000E-30  1.054450E-30  1.000000E-30  1.028567E-30
      7  4.527785414179E-14  1.000000E-30  1.077559E-30  1.000000E-30  1.037976E-30  1.000000E-30  1.112749E-30  1.000000E-30  1.063372E-30
      8  1.231582592127E-13  1.000000E-30  1.095935E-30  1.000000E-30  1.052105E-30  1.000000E-30  1.177498E-30  1.000000E-30  1.114077E-30
      9  4.001734798240E-13  1.000009E-30  1.098227E-30  1.000000E-30  1.054516E-30  1.000000E-30  1.196965E-30  1.000000E-30  1.142633E-30
     10  1.150918682670E-12  1.000157E-30  1.097409E-30  1.000575E-30  1.055111E-30  1.000000E-30  1.196818E-30  1.000000E-30  1.143340E-30
     11  2.802808442389E-12  1.000000E-30  1.090247E-30  1.000000E-30  1.054542E-30  1.002312E-30  1.198003E-30  1.000000E-30  1.142784E-30
     12  6.912921996243E-12  1.000000E-30  1.100749E-30  1.007058E-30  1.059546E-30  1.000000E-30  1.199395E-30  1.000000E-30  1.139739E-30
     13  1.659368270033E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.075842E-30  1.000000E-30  1.142559E-30
     14  1.134012897413E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
