 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                se94          se95          se96          se97          se98          se99          se100         se101
    178  5.927019313219E-02  1.861690E-23  1.132016E-26  2.195336E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    179  5.955970264735E-02  2.491815E-23  1.527128E-26  3.023817E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    180  5.987296131417E-02  3.403483E-23  2.103752E-26  4.260704E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  4.615134E-23  2.876994E-26  5.958668E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  6.407979E-23  4.031882E-26  8.557574E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  8.537506E-23  5.416190E-26  1.174781E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  1.097953E-22  7.016495E-26  1.551441E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  1.622183E-22  1.048646E-25  2.389840E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  2.256628E-22  1.473236E-25  3.445532E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  2.949332E-22  1.941117E-25  4.637178E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  3.833949E-22  2.543634E-25  6.205460E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  5.819708E-22  3.911277E-25  9.869917E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  8.249258E-22  5.605140E-25  1.455462E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  1.087039E-21  7.451044E-25  1.979463E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  1.401029E-21  9.681583E-25  2.627055E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  2.140739E-21  1.499770E-24  4.217588E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  3.086333E-21  2.188345E-24  6.348892E-27  1.251938E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  4.555016E-21  3.271733E-24  9.815815E-27  1.944136E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  6.356955E-21  4.617413E-24  1.426066E-26  2.842547E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  1.099842E-20  8.139294E-24  2.638053E-26  5.314406E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  1.737885E-20  1.306618E-23  4.411326E-26  8.967161E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  2.652082E-20  2.023709E-23  7.097900E-26  1.455091E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  4.034349E-20  3.124621E-23  1.138632E-25  2.354203E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  6.071865E-20  4.772242E-23  1.805758E-25  3.765130E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  1.167476E-19  9.397331E-23  3.779426E-25  7.989263E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  1.720373E-19  1.404824E-22  5.861055E-25  1.249288E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  2.517967E-19  2.085682E-22  9.023810E-25  1.939384E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  4.724271E-19  4.008020E-22  1.842811E-24  4.015933E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  8.414303E-19  7.300220E-22  3.552351E-24  7.843001E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  1.443097E-18  1.278979E-21  6.567658E-24  1.468178E-27  1.865952E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  2.466725E-18  2.233858E-21  1.211169E-23  2.741951E-27  3.619931E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  3.957275E-18  3.653773E-21  2.079832E-23  4.762359E-27  6.542292E-30  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  6.267313E-18  5.898667E-21  3.523059E-23  8.158598E-27  1.165620E-29  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  9.783670E-18  9.384197E-21  5.876702E-23  1.376197E-26  2.043671E-29  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  1.532898E-17  1.499247E-20  9.856844E-23  2.335016E-26  3.608050E-29  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  2.363960E-17  2.356938E-20  1.625567E-22  3.894967E-26  6.258501E-29  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  3.696974E-17  3.761767E-20  2.729052E-22  6.618482E-26  1.108338E-28  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  5.692927E-17  5.911036E-20  4.508821E-22  1.106713E-25  1.930874E-28  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  8.770895E-17  9.299435E-20  7.470323E-22  1.856638E-25  3.379347E-28  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  1.329621E-16  1.439527E-19  1.217672E-21  3.064362E-25  5.818252E-28  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  1.998642E-16  2.210634E-19  1.971203E-21  5.024555E-25  9.960814E-28  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  2.953778E-16  3.338205E-19  3.138689E-21  8.104316E-25  1.677872E-27  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  4.093424E-16  4.714641E-19  4.644130E-21  1.212845E-24  2.608577E-27  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  5.746640E-16  6.758007E-19  7.005991E-21  1.852670E-24  4.155040E-27  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  7.781382E-16  9.333604E-19  1.015664E-20  2.717927E-24  6.342493E-27  1.365169E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  1.070813E-15  1.313343E-18  1.509237E-20  4.093185E-24  9.988172E-27  2.174386E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  1.416965E-15  1.774790E-18  2.146989E-20  5.896915E-24  1.500824E-26  3.301385E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  1.887180E-15  2.419135E-18  3.096677E-20  8.624852E-24  2.299254E-26  5.116071E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  2.393214E-15  3.131745E-18  4.215536E-20  1.188809E-23  3.302555E-26  7.424021E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  2.996963E-15  4.004231E-18  5.669760E-20  1.619123E-23  4.688640E-26  1.064916E-29  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  3.730608E-15  5.091766E-18  7.592413E-20  2.196295E-23  6.635789E-26  1.523185E-29  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  4.721375E-15  6.598262E-18  1.041913E-19  3.057498E-23  9.682813E-26  2.248884E-29  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  5.841319E-15  8.339993E-18  1.386891E-19  4.123043E-23  1.362407E-25  3.198148E-29  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  7.484736E-15  1.094659E-17  1.929131E-19  5.819567E-23  2.016910E-25  4.791678E-29  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  9.495385E-15  1.418893E-17  2.633288E-19  8.048479E-23  2.910532E-25  6.989331E-29  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  1.274630E-14  1.951142E-17  3.836868E-19  1.190093E-22  4.513425E-25  1.097000E-28  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  1.754243E-14  2.748809E-17  5.716830E-19  1.798725E-22  7.143206E-25  1.756632E-28  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  2.549022E-14  4.093453E-17  9.027933E-19  2.883548E-22  1.201782E-24  2.992025E-28  1.301657E-30  1.000000E-30
    236  8.837914431516E-02  3.684647E-14  6.049671E-17  1.406626E-18  4.554261E-22  1.982459E-24  4.990904E-28  2.311610E-30  1.000000E-30
    237  8.927467123273E-02  7.291031E-14  1.243180E-16  3.162482E-18  1.047967E-21  4.912160E-24  1.260394E-27  6.328099E-30  1.000000E-30
    238  9.009385267910E-02  1.422753E-13  2.512341E-16  6.944596E-18  2.351415E-21  1.180258E-23  3.082358E-27  1.667842E-29  1.000000E-30
    239  9.088007009323E-02  2.754507E-13  5.032116E-16  1.507475E-17  5.212383E-21  2.795573E-23  7.427383E-27  4.320938E-29  1.000000E-30
    240  9.160938796651E-02  5.093455E-13  9.606427E-16  3.102706E-17  1.094159E-20  6.243897E-23  1.685880E-26  1.049541E-28  1.000000E-30
    241  9.231864750676E-02  9.174612E-13  1.785419E-15  6.208080E-17  2.232112E-20  1.353675E-22  3.713474E-26  2.470559E-28  1.000000E-30
    242  9.335415502949E-02  2.087094E-12  4.253777E-15  1.648780E-16  6.100637E-20  4.046869E-22  1.136566E-25  8.340307E-28  1.000000E-30
    243  9.429165011748E-02  4.122323E-12  8.766862E-15  3.753926E-16  1.426209E-19  1.027218E-21  2.948174E-25  2.366680E-27  1.000000E-30
    244  9.514750284226E-02  7.080849E-12  1.566233E-14  7.350586E-16  2.861822E-19  2.223264E-21  6.509991E-25  5.674888E-27  1.000000E-30
    245  9.592869681963E-02  1.057772E-11  2.426231E-14  1.239026E-15  4.934428E-19  4.110472E-21  1.226141E-24  1.153248E-26  1.282767E-30
    246  9.638259128200E-02  1.271543E-11  2.979330E-14  1.598632E-15  6.451838E-19  5.598768E-21  1.688413E-24  1.660311E-26  1.880979E-30
    247  9.686466198075E-02  1.479205E-11  3.545703E-14  2.005651E-15  8.210602E-19  7.442864E-21  2.270909E-24  2.341821E-26  2.680702E-30
    248  9.745016881397E-02  1.671657E-11  4.120272E-14  2.485895E-15  1.035584E-18  9.901890E-21  3.064783E-24  3.349439E-26  3.883822E-30
    249  9.798964068785E-02  1.775664E-11  4.491464E-14  2.876804E-15  1.218061E-18  1.223742E-20  3.838518E-24  4.427052E-26  5.195358E-30
    250  9.892639389759E-02  1.832995E-11  4.852720E-14  3.452124E-15  1.504123E-18  1.648121E-20  5.292545E-24  6.706414E-26  8.038344E-30
    251  9.977784733458E-02  1.847884E-11  5.101344E-14  3.994195E-15  1.786710E-18  2.119026E-20  6.952950E-24  9.597614E-26  1.172886E-29
    252  1.005622893962E-01  1.877827E-11  5.390700E-14  4.616247E-15  2.116643E-18  2.704020E-20  9.054897E-24  1.355228E-25  1.687062E-29
    253  1.013070552067E-01  1.926934E-11  5.743071E-14  5.358362E-15  2.516078E-18  3.452315E-20  1.179046E-23  1.907902E-25  2.418143E-29
    254  1.019791947326E-01  1.995310E-11  6.153704E-14  6.205983E-15  2.977862E-18  4.358378E-20  1.515277E-23  2.630301E-25  3.388392E-29
    255  1.025982572428E-01  2.086728E-11  6.643732E-14  7.202287E-15  3.526350E-18  5.479784E-20  1.937060E-23  3.588016E-25  4.692483E-29
    256  1.032644197032E-01  2.234114E-11  7.363208E-14  8.633000E-15  4.320730E-18  7.165677E-20  2.579309E-23  5.127073E-25  6.816971E-29
    257  1.039121745974E-01  2.452162E-11  8.360816E-14  1.058468E-14  5.413118E-18  9.568166E-20  3.505958E-23  7.467561E-25  1.009157E-28
    258  1.045193471709E-01  2.757103E-11  9.707156E-14  1.321290E-14  6.896773E-18  1.294705E-19  4.824752E-23  1.096921E-24  1.505392E-28
    259  1.051181778144E-01  3.197278E-11  1.162209E-13  1.699916E-14  9.055558E-18  1.804669E-19  6.839110E-23  1.658878E-24  2.311874E-28
    260  1.056826419982E-01  3.786303E-11  1.418719E-13  2.221659E-14  1.206637E-17  2.545058E-19  9.800471E-23  2.527791E-24  3.574805E-28
    261  1.062431336111E-01  4.589186E-11  1.772561E-13  2.971717E-14  1.645622E-17  3.673489E-19  1.437435E-22  3.942255E-24  5.657629E-28
    262  1.068146627648E-01  5.681769E-11  2.264109E-13  4.070885E-14  2.299718E-17  5.441191E-19  2.164533E-22  6.322202E-24  9.211399E-28
    263  1.073656177930E-01  7.027848E-11  2.886652E-13  5.554478E-14  3.199261E-17  8.009016E-19  3.237516E-22  1.005149E-23  1.486201E-27
    264  1.079139362418E-01  8.647950E-11  3.661642E-13  7.541136E-14  4.428841E-17  1.173199E-18  4.819373E-22  1.590610E-23  2.386857E-27
    265  1.084202130578E-01  1.032825E-10  4.498318E-13  9.867487E-14  5.900874E-17  1.647390E-18  6.869342E-22  2.399616E-23  3.650714E-27
    266  1.089957947327E-01  1.227980E-10  5.524003E-13  1.302347E-13  7.951308E-17  2.357171E-18  9.999065E-22  3.727070E-23  5.760408E-27
    267  1.095139929398E-01  1.382331E-10  6.403326E-13  1.611527E-13  1.002579E-16  3.138251E-18  1.352129E-21  5.344972E-23  8.380156E-27
    268  1.100036617482E-01  1.481969E-10  7.059016E-13  1.890342E-13  1.197287E-16  3.946566E-18  1.725799E-21  7.213988E-23  1.146595E-26
    269  1.105581599754E-01  1.507730E-10  7.413834E-13  2.130778E-13  1.377445E-16  4.815792E-18  2.141873E-21  9.541088E-23  1.540302E-26
    270  1.111738162549E-01  1.405207E-10  7.160235E-13  2.226988E-13  1.473010E-16  5.500268E-18  2.493214E-21  1.192403E-22  1.958994E-26
    271  1.117276452796E-01  1.210710E-10  6.371769E-13  2.128782E-13  1.437669E-16  5.698254E-18  2.627946E-21  1.340420E-22  2.237513E-26
    272  1.122547306619E-01  9.820479E-11  5.331079E-13  1.907442E-13  1.314202E-16  5.515219E-18  2.586101E-21  1.402977E-22  2.378074E-26
    273  1.128196390807E-01  7.545045E-11  4.235370E-13  1.631606E-13  1.148731E-16  5.127243E-18  2.447750E-21  1.419176E-22  2.445739E-26
    274  1.134172103791E-01  5.845890E-11  3.400913E-13  1.417392E-13  1.021231E-16  4.867516E-18  2.368802E-21  1.474186E-22  2.585997E-26
    275  1.139661173569E-01  4.966344E-11  2.986427E-13  1.338638E-13  9.853628E-17  4.990704E-18  2.472389E-21  1.642786E-22  2.929555E-26
    276  1.145721141816E-01  4.478680E-11  2.794198E-13  1.357944E-13  1.023704E-16  5.547007E-18  2.803076E-21  2.003078E-22  3.638213E-26
    277  1.151138636995E-01  4.241108E-11  2.735238E-13  1.429516E-13  1.101094E-16  6.339902E-18  3.261652E-21  2.488358E-22  4.595114E-26
    278  1.160623872824E-01  3.976026E-11  2.719189E-13  1.615797E-13  1.292862E-16  8.286371E-18  4.400365E-21  3.767808E-22  7.164824E-26
    279  1.166131253687E-01  3.861457E-11  2.733425E-13  1.751217E-13  1.432960E-16  9.780675E-18  5.291824E-21  4.848643E-22  9.380898E-26
    280  1.171578902390E-01  3.766042E-11  2.758943E-13  1.904878E-13  1.593883E-16  1.158156E-17  6.384017E-21  6.256998E-22  1.231635E-25
    281  1.179966344325E-01  3.636179E-11  2.809702E-13  2.178863E-13  1.887544E-16  1.511409E-17  8.576221E-21  9.331356E-22  1.886749E-25
    282  1.184626561866E-01  3.573181E-11  2.844823E-13  2.354221E-13  2.079589E-16  1.758216E-17  1.014041E-20  1.169781E-21  2.401172E-25
    283  1.189221956404E-01  3.516723E-11  2.884166E-13  2.545447E-13  2.292429E-16  2.045441E-17  1.198925E-20  1.465546E-21  3.053674E-25
    284  1.197605220964E-01  3.420052E-11  2.962236E-13  2.942977E-13  2.746566E-16  2.705861E-17  1.633981E-20  2.221846E-21  4.759073E-25
    285  1.205341475296E-01  3.342026E-11  3.045867E-13  3.378531E-13  3.259711E-16  3.521629E-17  2.186599E-20  3.282860E-21  7.215268E-25
    286  1.212540834288E-01  3.277679E-11  3.133591E-13  3.854452E-13  3.837109E-16  4.520430E-17  2.881277E-20  4.747582E-21  1.069097E-24
    287  1.219299358624E-01  3.223420E-11  3.224573E-13  4.374037E-13  4.485448E-16  5.735589E-17  3.747815E-20  6.743930E-21  1.554050E-24
    288  1.225766858039E-01  3.180876E-11  3.324246E-13  4.954672E-13  5.228500E-16  7.235035E-17  4.842477E-20  9.484830E-21  2.234845E-24
    289  1.231854533608E-01  3.147626E-11  3.428853E-13  5.588209E-13  6.059599E-16  9.037038E-17  6.188079E-20  1.313511E-20  3.161047E-24
    290  1.237219182154E-01  3.124547E-11  3.531389E-13  6.229936E-13  6.920550E-16  1.102970E-16  7.707072E-20  1.756803E-20  4.307962E-24
    291  1.242404039059E-01  3.110575E-11  3.643828E-13  6.942604E-13  7.895626E-16  1.342268E-16  9.566010E-20  2.336901E-20  5.836148E-24
    292  1.248086455930E-01  3.105717E-11  3.784828E-13  7.849512E-13  9.161678E-16  1.672350E-16  1.218089E-19  3.211714E-20  8.184441E-24
    293  1.253177247642E-01  3.109163E-11  3.926555E-13  8.791251E-13  1.050388E-15  2.044434E-16  1.518669E-19  4.289633E-20  1.113225E-23
    294  1.258810647447E-01  3.126739E-11  4.108747E-13  1.001667E-12  1.228444E-15  2.568007E-16  1.949880E-19  5.946081E-20  1.574763E-23
    295  1.264205598797E-01  3.159988E-11  4.314568E-13  1.141669E-12  1.435844E-15  3.215298E-16  2.493587E-19  8.186061E-20  2.210923E-23
    296  1.270317883483E-01  3.218468E-11  4.590782E-13  1.333845E-12  1.726475E-15  4.181788E-16  3.322519E-19  1.186486E-19  3.277095E-23
    297  1.275757308169E-01  3.293490E-11  4.885578E-13  1.543557E-12  2.050125E-15  5.327464E-16  4.325649E-19  1.665633E-19  4.693911E-23
    298  1.286048671531E-01  3.517148E-11  5.623194E-13  2.084255E-12  2.908321E-15  8.642584E-16  7.315073E-19  3.251990E-19  9.523750E-23
    299  1.290949488661E-01  3.668656E-11  6.080606E-13  2.433784E-12  3.477680E-15  1.102332E-15  9.518783E-19  4.534730E-19  1.352897E-22
    300  1.295345101683E-01  3.837239E-11  6.570183E-13  2.818242E-12  4.114341E-15  1.382223E-15  1.215341E-18  6.161975E-19  1.869394E-22
    301  1.303954523490E-01  4.279618E-11  7.813518E-13  3.841326E-12  5.850772E-15  2.204383E-15  2.008781E-18  1.151494E-18  3.610846E-22
    302  1.308549873199E-01  4.589671E-11  8.674293E-13  4.589537E-12  7.151844E-15  2.866175E-15  2.662676E-18  1.630655E-18  5.205435E-22
    303  1.312776310019E-01  4.931294E-11  9.622690E-13  5.448972E-12  8.672412E-15  3.679632E-15  3.479896E-18  2.265381E-18  7.351969E-22
    304  1.320787884157E-01  5.763603E-11  1.195490E-12  7.704694E-12  1.276788E-14  6.040136E-15  5.910456E-18  4.322864E-18  1.447881E-21
    305  1.327308179063E-01  6.665286E-11  1.453613E-12  1.041773E-11  1.784637E-14  9.231445E-15  9.290178E-18  7.476253E-18  2.569853E-21
    306  1.333821207310E-01  7.824591E-11  1.794824E-12  1.431444E-11  2.535557E-14  1.434982E-14  1.485525E-17  1.316225E-17  4.644154E-21
    307  1.339749669338E-01  9.161802E-11  2.201173E-12  1.935951E-11  3.536064E-14  2.172999E-14  2.308691E-17  2.233945E-17  8.073599E-21
    308  1.345530840576E-01  1.078732E-10  2.712326E-12  2.625985E-11  4.943266E-14  3.293575E-14  3.589682E-17  3.787145E-17  1.401339E-20
    309  1.351098094661E-01  1.272149E-10  3.342905E-12  3.552591E-11  6.886055E-14  4.962275E-14  5.544016E-17  6.360767E-17  2.408105E-20
    310  1.359304916944E-01  1.639913E-10  4.601309E-12  5.614554E-11  1.136672E-13  9.202052E-14  1.066668E-16  1.385878E-16  5.428206E-20
    311  1.363572082699E-01  1.879296E-10  5.457227E-12  7.158245E-11  1.482617E-13  1.275684E-13  1.507584E-16  2.090670E-16  8.336222E-20
    312  1.367788244083E-01  2.155670E-10  6.477025E-12  9.129650E-11  1.934257E-13  1.768193E-13  2.130133E-16  3.151595E-16  1.279109E-19
    313  1.375777712339E-01  2.809982E-10  9.011076E-12  1.456719E-10  3.222728E-13  3.306579E-13  4.132238E-16  6.916395E-16  2.903636E-19
    314  1.380438267916E-01  3.287878E-10  1.095489E-11  1.919112E-10  4.355065E-13  4.781669E-13  6.106038E-16  1.098792E-15  4.705705E-19
    315  1.384690951451E-01  3.800934E-10  1.311691E-11  2.473966E-10  5.746791E-13  6.714757E-13  8.746060E-16  1.682066E-15  7.336355E-19
    316  1.391087445178E-01  4.737998E-10  1.724321E-11  3.636706E-10  8.751664E-13  1.123530E-12  1.507986E-15  3.207118E-15  1.437987E-18
    317  1.397002518981E-01  5.818733E-10  2.225102E-11  5.206371E-10  1.294859E-12  1.814465E-12  2.504435E-15  5.848630E-15  2.690801E-18
    318  1.402705851668E-01  7.103850E-10  2.850281E-11  7.376102E-10  1.894120E-12  2.889629E-12  4.098327E-15  1.048028E-14  4.943853E-18
    319  1.408634912375E-01  8.756375E-10  3.694625E-11  1.062628E-09  2.821703E-12  4.705569E-12  6.866609E-15  1.931154E-14  9.351652E-18
    320  1.414089642241E-01  1.062020E-09  4.694777E-11  1.488742E-09  4.077835E-12  7.384033E-12  1.106329E-14  3.397438E-14  1.685635E-17
    321  1.419220762512E-01  1.273544E-09  5.883666E-11  2.045919E-09  5.771143E-12  1.129618E-11  1.735312E-14  5.790773E-14  2.939870E-17
    322  1.422771704232E-01  1.444439E-09  6.881117E-11  2.551648E-09  7.346399E-12  1.518070E-11  2.372965E-14  8.390622E-14  4.328395E-17
    323  1.426029315631E-01  1.621362E-09  7.945343E-11  3.126057E-09  9.171313E-12  1.992233E-11  3.164469E-14  1.180235E-13  6.178692E-17
    324  1.430135230101E-01  1.874558E-09  9.520620E-11  4.037058E-09  1.212988E-11  2.806721E-11  4.549612E-14  1.815245E-13  9.681876E-17
    325  1.434683796643E-01  2.198973E-09  1.162192E-10  5.355636E-09  1.652478E-11  4.101930E-11  6.801135E-14  2.924903E-13  1.592760E-16
    326  1.440315208021E-01  2.672776E-09  1.484403E-10  7.586470E-09  2.419526E-11  6.554768E-11  1.117851E-13  5.277714E-13  2.949252E-16
    327  1.445490332405E-01  3.189066E-09  1.854258E-10  1.043142E-08  3.430209E-11  1.007658E-10  1.763829E-13  9.079547E-13  5.196507E-16
    328  1.451370980342E-01  3.876997E-09  2.375594E-10  1.491137E-08  5.077989E-11  1.636254E-10  2.950817E-13  1.676582E-12  9.861536E-16
    329  1.457052374241E-01  4.647573E-09  2.996691E-10  2.091845E-08  7.370315E-11  2.598039E-10  4.823213E-13  3.016017E-12  1.821793E-15
    330  1.463107957421E-01  5.581034E-09  3.800960E-10  2.974590E-08  1.087057E-10  4.220139E-10  8.082507E-13  5.602430E-12  3.482019E-15
    331  1.468752132891E-01  6.546424E-09  4.693362E-10  4.088555E-08  1.546288E-10  6.571687E-10  1.295985E-12  9.894410E-12  6.316490E-15
    332  1.475510939381E-01  7.789332E-09  5.941152E-10  5.887624E-08  2.320779E-10  1.099909E-09  2.247067E-12  1.927125E-11  1.270657E-14
    333  1.481899111058E-01  8.998326E-09  7.280351E-10  8.158969E-08  3.345466E-10  1.759166E-09  3.716933E-12  3.561438E-11  2.421639E-14
    334  1.491767377555E-01  1.079250E-08  9.573385E-10  1.299442E-07  5.666373E-10  3.503300E-09  7.801466E-12  8.884083E-11  6.337831E-14
    335  1.497116139607E-01  1.165052E-08  1.086757E-09  1.637476E-07  7.384910E-10  4.987805E-09  1.143157E-11  1.430588E-10  1.047763E-13
    336  1.502421520731E-01  1.236786E-08  1.213098E-09  2.029588E-07  9.466278E-10  6.984803E-09  1.647517E-11  2.265830E-10  1.703598E-13
    337  1.509052103900E-01  1.304570E-08  1.363060E-09  2.600812E-07  1.265503E-09  1.043538E-08  2.552129E-11  3.951795E-10  3.070955E-13
    338  1.515352476696E-01  1.343468E-08  1.491234E-09  3.225491E-07  1.634397E-09  1.498717E-08  3.794685E-11  6.580216E-10  5.277770E-13
    339  1.521327102765E-01  1.355023E-08  1.593571E-09  3.887409E-07  2.047623E-09  2.078597E-08  5.440331E-11  1.051452E-09  8.691954E-13
    340  1.526678407657E-01  1.345721E-08  1.667309E-09  4.532393E-07  2.472279E-09  2.750395E-08  7.417295E-11  1.580668E-09  1.342780E-12
    341  1.532481602429E-01  1.316342E-08  1.726365E-09  5.279688E-07  2.991957E-09  3.677825E-08  1.024799E-10  2.429083E-09  2.125836E-12
    342  1.535863948111E-01  1.290640E-08  1.750033E-09  5.734331E-07  3.323133E-09  4.330795E-08  1.230097E-10  3.103135E-09  2.763507E-12
    343  1.538995751697E-01  1.261327E-08  1.764131E-09  6.165325E-07  3.648020E-09  5.020460E-08  1.451636E-10  3.881198E-09  3.512920E-12
    344  1.546020187628E-01  1.180832E-08  1.771177E-09  7.156532E-07  4.438118E-09  6.905788E-08  2.078780E-10  6.335650E-09  5.948216E-12
    345  1.552062305672E-01  1.098868E-08  1.751186E-09  8.020047E-07  5.180317E-09  8.963634E-08  2.794102E-10  9.536371E-09  9.241786E-12
    346  1.557875935888E-01  1.011484E-08  1.709412E-09  8.841288E-07  5.940659E-09  1.139460E-07  3.674166E-10  1.399602E-08  1.398712E-11
    347  1.566447447202E-01  8.743253E-09  1.612389E-09  9.992752E-07  7.120265E-09  1.591734E-07  5.397639E-10  2.420768E-08  2.532324E-11
    348  1.574294426159E-01  7.470248E-09  1.493313E-09  1.093075E-06  8.222926E-09  2.116965E-07  7.521033E-10  3.920832E-08  4.278457E-11
    349  1.581710514975E-01  6.288826E-09  1.357632E-09  1.165531E-06  9.233725E-09  2.720758E-07  1.010552E-09  6.084086E-08  6.911907E-11
    350  1.588328903187E-01  5.292223E-09  1.224273E-09  1.212431E-06  1.006313E-08  3.346982E-07  1.293890E-09  8.863742E-08  1.044120E-10
    351  1.594606073659E-01  4.412815E-09  1.090533E-09  1.237700E-06  1.074032E-08  4.010196E-07  1.610713E-09  1.248167E-07  1.522058E-10
    352  1.600565792087E-01  3.645456E-09  9.596231E-10  1.241394E-06  1.124066E-08  4.688992E-07  1.953525E-09  1.703783E-07  2.147516E-10
    353  1.607059625219E-01  2.899847E-09  8.180838E-10  1.221026E-06  1.158472E-08  5.455978E-07  2.366196E-09  2.348700E-07  3.069771E-10
    354  1.613957576202E-01  2.215358E-09  6.730386E-10  1.170434E-06  1.167383E-08  6.259739E-07  2.834035E-09  3.230319E-07  4.389133E-10
    355  1.620398820205E-01  1.676045E-09  5.459403E-10  1.096896E-06  1.146716E-08  6.949478E-07  3.276228E-09  4.255051E-07  5.996431E-10
    356  1.627691861850E-01  1.183286E-09  4.172924E-10  9.878041E-07  1.089592E-08  7.589898E-07  3.747266E-09  5.645629E-07  8.294330E-10
    357  1.634667099868E-01  8.189017E-10  3.117549E-10  8.644737E-07  1.004193E-08  8.000787E-07  4.130069E-09  7.180388E-07  1.098096E-09
