 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                nd140         nd141         nd142         nd143         nd144         nd145         nd146         nd147
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.742401E-30  1.189777E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  3.188777E-30  6.672678E-30  4.712167E-30  1.107486E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  5.911810E-30  1.319160E-29  1.031372E-29  2.615998E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  5.626205E-30  1.380611E-29  1.031160E-29  2.862282E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  4.213265E-30  1.075116E-29  8.762779E-30  2.603505E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  4.387999E-30  1.213240E-29  1.003084E-29  2.808166E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  2.767877E-30  7.968379E-30  6.917453E-30  2.026539E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  2.664203E-30  7.613364E-30  6.693685E-30  2.014194E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  3.025599E-30  8.972687E-30  8.010976E-30  2.514386E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  3.146681E-30  9.719095E-30  8.947524E-30  2.763577E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.793973E-30  6.121208E-30  6.084987E-30  2.015844E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  2.108617E-30  6.924801E-30  6.675111E-30  2.298216E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  2.467177E-30  8.450853E-30  8.336182E-30  2.789921E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  2.341647E-30  8.217082E-30  8.235535E-30  2.823794E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  2.626323E-30  9.671605E-30  1.009181E-29  3.799479E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  2.560557E-30  9.724345E-30  1.035185E-29  4.018204E-30  1.081414E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.000000E-30  2.825617E-30  1.126299E-29  1.251812E-29  4.981162E-30  1.369581E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.000000E-30  2.565113E-30  1.055287E-29  1.190040E-29  4.966648E-30  1.407045E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.000000E-30  2.543757E-30  1.109133E-29  1.311383E-29  5.489627E-30  1.579999E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.000000E-30  2.475779E-30  1.130230E-29  1.370456E-29  5.828151E-30  1.714045E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.000000E-30  2.095591E-30  9.995187E-30  1.254227E-29  5.395373E-30  1.620579E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.000000E-30  1.675487E-30  8.129624E-30  1.036378E-29  4.578179E-30  1.406608E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.000000E-30  1.590030E-30  7.998265E-30  1.042173E-29  4.703871E-30  1.470837E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.000000E-30  1.303830E-30  6.600262E-30  8.681971E-30  4.001118E-30  1.274027E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.000000E-30  1.108484E-30  5.707974E-30  7.596365E-30  3.578628E-30  1.157305E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.000000E-30  1.856064E-30  9.834252E-30  1.323050E-29  6.542749E-30  2.192973E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.000000E-30  1.538400E-30  8.782583E-30  1.234298E-29  6.065855E-30  2.026712E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.000000E-30  1.780221E-30  1.021515E-29  1.439428E-29  7.504213E-30  2.533696E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.000000E-30  1.554619E-30  9.494970E-30  1.382688E-29  7.286275E-30  2.542260E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.000000E-30  1.695349E-30  1.040598E-29  1.532254E-29  8.418113E-30  3.135184E-30  1.089352E-30  1.000000E-30
     95  4.294191711445E-02  1.000000E-30  1.456108E-30  9.003503E-30  1.368804E-29  7.491641E-30  2.748063E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.000000E-30  1.597735E-30  1.024945E-29  1.617439E-29  8.941163E-30  3.314254E-30  1.190739E-30  1.000000E-30
     97  4.339365876136E-02  1.000000E-30  1.569493E-30  1.063442E-29  1.672898E-29  9.844153E-30  3.745986E-30  1.374731E-30  1.000000E-30
     98  4.362382833621E-02  1.000000E-30  1.538828E-30  1.079771E-29  1.738174E-29  1.046448E-29  4.122038E-30  1.554938E-30  1.000000E-30
     99  4.384703699487E-02  1.000000E-30  1.440776E-30  1.053437E-29  1.737680E-29  1.073889E-29  4.338829E-30  1.677752E-30  1.000000E-30
    100  4.408801045744E-02  1.000000E-30  1.528151E-30  1.133944E-29  1.910829E-29  1.191261E-29  4.868433E-30  1.925006E-30  1.000000E-30
    101  4.430336182063E-02  1.000000E-30  1.290953E-30  1.023876E-29  1.776369E-29  1.155794E-29  4.876175E-30  1.979209E-30  1.000000E-30
    102  4.453208602613E-02  1.000000E-30  1.352008E-30  1.081307E-29  1.909563E-29  1.250016E-29  5.333113E-30  2.294779E-30  1.000000E-30
    103  4.474836808964E-02  1.000000E-30  1.251125E-30  9.996129E-30  1.826981E-29  1.209880E-29  5.368462E-30  2.356179E-30  1.000000E-30
    104  4.497736119052E-02  1.000000E-30  1.267948E-30  1.059893E-29  1.985618E-29  1.362258E-29  6.033162E-30  2.658720E-30  1.000000E-30
    105  4.517199675598E-02  1.000000E-30  1.014367E-30  9.192350E-30  1.749746E-29  1.253677E-29  5.700636E-30  2.515906E-30  1.000000E-30
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  8.882372E-30  1.718094E-29  1.247637E-29  5.801217E-30  2.598728E-30  1.000000E-30
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  7.627908E-30  1.529205E-29  1.111579E-29  5.332512E-30  2.526418E-30  1.000000E-30
    108  4.581275722245E-02  1.000000E-30  1.350794E-30  1.337298E-29  2.708220E-29  2.059587E-29  1.020002E-29  5.087807E-30  1.460958E-30
    109  4.603616864208E-02  1.000000E-30  1.029312E-30  1.001373E-29  2.141171E-29  1.678561E-29  8.367899E-30  4.178729E-30  1.223041E-30
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  9.129700E-30  1.999555E-29  1.629787E-29  8.333355E-30  4.186569E-30  1.243329E-30
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  7.698872E-30  1.702397E-29  1.384277E-29  7.190648E-30  3.784997E-30  1.149847E-30
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  7.009365E-30  1.575567E-29  1.311952E-29  6.924064E-30  3.692121E-30  1.136601E-30
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  6.330506E-30  1.436867E-29  1.210484E-29  6.470847E-30  3.460719E-30  1.076943E-30
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  5.909092E-30  1.358059E-29  1.162777E-29  6.300715E-30  3.414363E-30  1.075017E-30
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  5.692799E-30  1.327628E-29  1.157058E-29  6.362482E-30  3.534006E-30  1.127571E-30
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  5.324848E-30  1.250690E-29  1.102483E-29  6.134604E-30  3.434231E-30  1.106706E-30
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  5.223806E-30  1.246328E-29  1.117517E-29  6.305428E-30  3.628590E-30  1.184731E-30
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  4.897119E-30  1.174011E-29  1.063729E-29  6.071937E-30  3.510856E-30  1.156543E-30
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  7.577634E-30  1.868715E-29  1.735625E-29  1.011484E-29  5.958886E-30  1.983351E-30
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  7.079526E-30  1.746932E-29  1.657874E-29  9.911306E-30  6.082152E-30  2.063467E-30
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  6.799973E-30  1.708021E-29  1.648997E-29  1.001030E-29  6.237133E-30  2.194217E-30
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  6.579137E-30  1.682463E-29  1.655714E-29  1.023688E-29  6.429194E-30  2.202182E-30
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  6.595702E-30  1.714920E-29  1.715744E-29  1.083616E-29  6.829311E-30  2.426034E-30
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  6.872110E-30  1.814634E-29  1.841292E-29  1.180252E-29  7.671226E-30  2.759216E-30
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  7.049048E-30  1.893334E-29  1.955425E-29  1.272643E-29  8.474363E-30  3.058840E-30
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  7.114454E-30  1.946835E-29  2.053191E-29  1.355208E-29  9.185335E-30  3.477861E-30
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  7.050514E-30  1.967493E-29  2.121985E-29  1.422185E-29  9.811760E-30  3.711025E-30
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  6.837780E-30  1.947828E-29  2.149683E-29  1.467692E-29  1.039976E-29  4.047606E-30
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  6.591053E-30  1.916539E-29  2.164669E-29  1.505745E-29  1.094364E-29  4.305126E-30
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  6.327089E-30  1.877268E-29  2.169594E-29  1.537053E-29  1.143348E-29  4.631935E-30
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  6.120757E-30  1.851529E-29  2.188230E-29  1.576928E-29  1.195810E-29  4.875942E-30
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  5.946578E-30  1.830748E-29  2.208535E-29  1.616500E-29  1.246885E-29  5.078099E-30
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  5.752521E-30  1.801796E-29  2.216964E-29  1.648921E-29  1.293597E-29  5.401162E-30
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  5.594571E-30  1.782201E-29  2.237975E-29  1.690903E-29  1.347710E-29  5.796337E-30
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  5.460992E-30  1.769771E-29  2.269121E-29  1.741848E-29  1.404255E-29  6.113436E-30
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  5.334461E-30  1.760115E-29  2.305764E-29  1.799406E-29  1.469918E-29  6.400205E-30
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  5.216609E-30  1.752544E-29  2.345555E-29  1.861083E-29  1.541618E-29  6.790980E-30
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  5.088038E-30  1.740632E-29  2.379264E-29  1.919913E-29  1.615353E-29  7.265204E-30
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  4.995161E-30  1.739785E-29  2.430702E-29  1.993949E-29  1.703956E-29  7.794790E-30
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  4.920882E-30  1.744617E-29  2.490959E-29  2.080554E-29  1.807015E-29  8.342785E-30
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  4.848215E-30  1.749861E-29  2.553470E-29  2.175150E-29  1.921947E-29  8.976501E-30
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  4.787370E-30  1.758677E-29  2.623190E-29  2.278711E-29  2.053367E-29  9.723393E-30
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  4.677760E-30  1.748642E-29  2.661549E-29  2.354678E-29  2.166274E-29  1.046550E-29
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  4.592859E-30  1.746558E-29  2.716255E-29  2.449749E-29  2.302070E-29  1.130165E-29
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  4.487098E-30  1.734871E-29  2.751825E-29  2.526401E-29  2.421856E-29  1.204743E-29
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  4.164103E-30  1.688247E-29  2.787859E-29  2.672775E-29  2.699353E-29  1.378833E-29
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  3.704545E-30  1.519568E-29  2.563683E-29  2.499224E-29  2.565815E-29  1.310196E-29
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  3.317852E-30  1.373423E-29  2.350812E-29  2.319729E-29  2.413138E-29  1.246112E-29
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  4.984375E-30  2.118238E-29  3.713084E-29  3.749210E-29  4.002919E-29  2.128904E-29
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  4.619197E-30  1.950314E-29  3.441120E-29  3.464215E-29  3.663339E-29  1.925553E-29
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  4.312226E-30  1.854585E-29  3.360279E-29  3.470895E-29  3.781675E-29  2.014796E-29
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  4.064059E-30  1.784050E-29  3.309089E-29  3.490356E-29  3.891796E-29  2.115530E-29
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  3.734359E-30  1.725733E-29  3.304126E-29  3.594096E-29  4.156353E-29  2.397791E-29
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  3.280477E-30  1.536845E-29  3.014808E-29  3.350151E-29  3.964488E-29  2.312491E-29
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  3.031145E-30  1.414077E-29  2.752050E-29  3.034310E-29  3.562231E-29  2.063669E-29
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  4.776205E-30  2.339845E-29  4.772071E-29  5.496291E-29  6.778165E-29  4.108423E-29
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  4.253814E-30  2.053715E-29  4.289581E-29  5.012783E-29  6.230148E-29  3.708585E-29
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  3.843125E-30  1.898824E-29  4.091348E-29  4.929307E-29  6.350430E-29  3.921613E-29
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  3.478781E-30  1.824966E-29  4.031983E-29  4.969769E-29  6.593613E-29  4.219599E-29
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  3.049228E-30  1.632279E-29  3.712633E-29  4.684632E-29  6.360798E-29  4.153872E-29
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  2.835014E-30  1.505541E-29  3.421387E-29  4.320707E-29  5.876264E-29  3.805271E-29
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  4.527208E-30  2.559796E-29  6.111508E-29  8.053585E-29  1.148405E-28  7.789195E-29
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  3.932043E-30  2.179815E-29  5.442923E-29  7.452288E-29  1.101013E-28  7.571350E-29
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  3.473717E-30  2.076264E-29  5.321170E-29  7.469034E-29  1.141026E-28  8.156291E-29
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  3.045795E-30  1.879778E-29  4.982670E-29  7.198098E-29  1.133902E-28  8.305460E-29
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  2.894171E-30  1.753948E-29  4.719259E-29  6.900717E-29  1.097793E-28  8.049393E-29
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  3.077483E-30  1.923672E-29  5.404459E-29  8.186899E-29  1.347237E-28  1.013052E-28
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  2.597848E-30  1.697846E-29  4.952326E-29  7.751858E-29  1.325668E-28  1.029440E-28
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  2.719685E-30  1.795036E-29  5.396714E-29  8.672964E-29  1.522920E-28  1.205133E-28
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  2.279573E-30  1.559305E-29  4.801071E-29  7.899115E-29  1.428245E-28  1.159966E-28
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  2.257665E-30  1.581133E-29  5.087595E-29  8.680431E-29  1.626886E-28  1.356017E-28
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.839208E-30  1.342407E-29  4.420593E-29  7.712261E-29  1.485669E-28  1.268695E-28
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  2.722522E-30  2.183860E-29  7.634550E-29  1.395987E-28  2.843637E-28  2.550863E-28
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  2.392121E-30  1.784306E-29  6.509731E-29  1.239244E-28  2.636642E-28  2.454791E-28
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.810283E-30  1.570954E-29  6.091271E-29  1.211847E-28  2.678340E-28  2.555162E-28
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.495188E-30  1.336301E-29  5.436413E-29  1.128863E-28  2.611011E-28  2.577941E-28
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.276878E-30  1.182869E-29  5.021591E-29  1.080500E-28  2.597106E-28  2.642765E-28
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.155222E-30  1.111372E-29  4.908491E-29  1.094185E-28  2.743278E-28  2.887345E-28
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.016094E-30  9.952039E-30  4.590287E-29  1.063077E-28  2.775628E-28  3.014541E-28
