 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sm142         sm143         sm144         sm145         sm146         sm147         sm148         sm149
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.169159E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.406845E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.346204E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.487981E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.411837E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.468539E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.275879E-30  2.817168E-30  1.672239E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.242214E-30  2.687484E-30  1.658657E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.608755E-30  1.047093E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.828981E-30  1.248124E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.423418E-30  3.398035E-30  2.354538E-30  1.445461E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.270508E-30  3.274296E-30  2.722313E-30  1.771108E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.652592E-30  2.159672E-30  1.436956E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.720270E-30  2.334718E-30  1.615676E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.785496E-30  1.539459E-30  1.095626E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.745716E-30  1.548334E-30  1.126409E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.052896E-30  1.871417E-30  1.390980E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.190186E-30  2.067334E-30  1.574115E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.277693E-30  1.243980E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.489170E-30  1.478550E-30  1.176020E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.765213E-30  1.792942E-30  1.452375E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.690223E-30  1.763684E-30  1.460142E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.971332E-30  2.110646E-30  1.784381E-30  1.192740E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.947866E-30  2.148907E-30  1.861689E-30  1.276884E-30  1.000000E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.242237E-30  2.645190E-30  2.432743E-30  1.719524E-30  1.000000E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.011174E-30  2.476608E-30  2.284240E-30  1.649930E-30  1.000000E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.025727E-30  2.608262E-30  2.400362E-30  1.764709E-30  1.056619E-30
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.116638E-30  2.579504E-30  2.402019E-30  1.828109E-30  1.124712E-30
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.794736E-30  2.335459E-30  2.321088E-30  1.829090E-30  1.147226E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.455457E-30  1.930956E-30  1.949827E-30  1.573179E-30  1.007907E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.406834E-30  1.908574E-30  1.963786E-30  1.616428E-30  1.052997E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.158344E-30  1.605891E-30  1.682851E-30  1.412434E-30  1.000000E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.400229E-30  1.489726E-30  1.270621E-30  1.000000E-30
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.693667E-30  2.379421E-30  2.579147E-30  2.281751E-30  1.558461E-30
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.442241E-30  2.148149E-30  2.405581E-30  2.137182E-30  1.478829E-30
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.680846E-30  2.473210E-30  2.894946E-30  2.599240E-30  1.819001E-30
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.504276E-30  2.374247E-30  2.737291E-30  2.485451E-30  1.777304E-30
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.646431E-30  2.572827E-30  3.113700E-30  3.122328E-30  2.372895E-30
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.446922E-30  2.299479E-30  2.735846E-30  2.659948E-30  1.994483E-30
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.593554E-30  2.662598E-30  3.288084E-30  3.280673E-30  2.602609E-30
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.583374E-30  2.776352E-30  3.496291E-30  3.537406E-30  2.800830E-30
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.562388E-30  2.870629E-30  3.699098E-30  3.856526E-30  3.181262E-30
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.505260E-30  2.776443E-30  3.653441E-30  3.936477E-30  3.275880E-30
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.552837E-30  3.066848E-30  4.239212E-30  4.704527E-30  3.926273E-30
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.413804E-30  2.687713E-30  3.711851E-30  4.239085E-30  3.608482E-30
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.416929E-30  2.942429E-30  4.253211E-30  4.926044E-30  4.324370E-30
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.324606E-30  2.689882E-30  4.072230E-30  5.105518E-30  4.735460E-30
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.390716E-30  2.810309E-30  4.365144E-30  5.530148E-30  5.247950E-30
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.165415E-30  2.444851E-30  3.717442E-30  4.681426E-30  4.402838E-30
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.091455E-30  2.387165E-30  3.713346E-30  4.745127E-30  4.517896E-30
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.105679E-30  3.350691E-30  4.346747E-30  4.149213E-30
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.536515E-30  3.616241E-30  5.987634E-30  8.107467E-30  8.041961E-30
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.182167E-30  2.778688E-30  4.684653E-30  6.529542E-30  6.642522E-30
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.015543E-30  2.600672E-30  4.475680E-30  6.381967E-30  6.650528E-30
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.100946E-30  3.798001E-30  5.653841E-30  6.041023E-30
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.913624E-30  3.450662E-30  5.238634E-30  5.697042E-30
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.743382E-30  3.148797E-30  4.823194E-30  5.352096E-30
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.611360E-30  2.989711E-30  4.631581E-30  5.202964E-30
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.553580E-30  2.924005E-30  4.596826E-30  5.222785E-30
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.460230E-30  2.753599E-30  4.331535E-30  4.974278E-30
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.430121E-30  2.735203E-30  4.381641E-30  5.097229E-30
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.312298E-30  2.609005E-30  4.241376E-30  4.984296E-30
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.056304E-30  4.124774E-30  6.894302E-30  8.181291E-30
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.903299E-30  3.896594E-30  6.609390E-30  8.016571E-30
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.831322E-30  3.797125E-30  6.545364E-30  8.077741E-30
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.771292E-30  3.731375E-30  6.542108E-30  8.193943E-30
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.763784E-30  3.800608E-30  6.804190E-30  8.636655E-30
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.817608E-30  3.980670E-30  7.370966E-30  9.532609E-30
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.851184E-30  4.127104E-30  7.821630E-30  1.033323E-29
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.840358E-30  4.226070E-30  8.204890E-30  1.111147E-29
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.809456E-30  4.256317E-30  8.439906E-30  1.167121E-29
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.761570E-30  4.194846E-30  8.482036E-30  1.195428E-29
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.693309E-30  4.096739E-30  8.463272E-30  1.215431E-29
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.616626E-30  3.992297E-30  8.435565E-30  1.234240E-29
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.541305E-30  3.899903E-30  8.420377E-30  1.253095E-29
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.476934E-30  3.827845E-30  8.439117E-30  1.276671E-29
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.427208E-30  3.738728E-30  8.384510E-30  1.288105E-29
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.378846E-30  3.674762E-30  8.393897E-30  1.309611E-29
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.344277E-30  3.621869E-30  8.422175E-30  1.335770E-29
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.313912E-30  3.579682E-30  8.474022E-30  1.364687E-29
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.285563E-30  3.543113E-30  8.540198E-30  1.395213E-29
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.250025E-30  3.498681E-30  8.595678E-30  1.425474E-29
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.213417E-30  3.472372E-30  8.711918E-30  1.466568E-29
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.181567E-30  3.453576E-30  8.852131E-30  1.512344E-29
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.149792E-30  3.433713E-30  8.988310E-30  1.559066E-29
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.120855E-30  3.418836E-30  9.136433E-30  1.609233E-29
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.060884E-30  3.361845E-30  9.201330E-30  1.648339E-29
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.015854E-30  3.321823E-30  9.295278E-30  1.692377E-29
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.263704E-30  9.321834E-30  1.724197E-29
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.132938E-30  8.946415E-30  1.722244E-29
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.769826E-30  8.151322E-30  1.591996E-29
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.479666E-30  7.508983E-30  1.484618E-29
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.051833E-30  3.735621E-30  1.152498E-29  2.341025E-29
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.412386E-30  1.088081E-29  2.190511E-29
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.203853E-30  1.046805E-29  2.143942E-29
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.045767E-30  1.005259E-29  2.097669E-29
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.871108E-30  9.543697E-30  2.089985E-29
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.511513E-30  8.594619E-30  1.913191E-29
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.236426E-30  8.013375E-30  1.783290E-29
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.674523E-30  1.304346E-29  3.018982E-29
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.101093E-30  1.181950E-29  2.749542E-29
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.800208E-30  1.090640E-29  2.602957E-29
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.646447E-30  1.016170E-29  2.515054E-29
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.324806E-30  9.063862E-30  2.294698E-29
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.035781E-30  8.528888E-30  2.158090E-29
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.442160E-30  1.421981E-29  3.720838E-29
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.700057E-30  1.211613E-29  3.311977E-29
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.508344E-30  1.136610E-29  3.172042E-29
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.220946E-30  1.012186E-29  2.910185E-29
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.921820E-30  9.495991E-30  2.762663E-29
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.040408E-30  1.019394E-29  3.071997E-29
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.760385E-30  8.767271E-30  2.720325E-29
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.687759E-30  9.146258E-30  2.924160E-29
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.378681E-30  7.867222E-30  2.558000E-29
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.295800E-30  7.713685E-30  2.607594E-29
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.082460E-30  6.435436E-30  2.208031E-29
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.587066E-30  9.651612E-30  3.542827E-29
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.266820E-30  7.957444E-30  2.942568E-29
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.318445E-30  2.544339E-29
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.031349E-30  2.107748E-29
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.188069E-30  1.825406E-29
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.698588E-30  1.657326E-29
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.073183E-30  1.443926E-29
