 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ge80          ge81          ge82          ge83          ge84          ge85          ge86          ge87 
     90  4.188596337322E-02  8.345599E-20  5.331687E-21  4.031629E-22  3.227069E-24  1.072379E-26  1.906293E-29  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.540457E-19  9.984116E-21  7.712948E-22  6.229278E-24  2.098232E-26  3.753831E-29  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  3.127236E-19  2.061162E-20  1.632532E-21  1.332313E-23  4.559071E-26  8.217299E-29  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  5.920396E-19  3.962230E-20  3.210424E-21  2.644990E-23  9.182128E-26  1.666219E-28  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.190956E-18  8.106164E-20  6.735070E-21  5.607160E-23  1.977738E-25  3.615683E-28  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  2.182499E-18  1.507531E-19  1.280279E-20  1.075620E-22  3.846934E-25  7.078625E-28  1.419871E-30  1.000000E-30
     96  4.316569238790E-02  4.319844E-18  3.034000E-19  2.641307E-20  2.242028E-22  8.145669E-25  1.509856E-27  3.057139E-30  1.000000E-30
     97  4.339365876136E-02  8.674364E-18  6.197366E-19  5.534274E-20  4.747471E-22  1.752946E-24  3.273624E-27  6.732958E-30  1.000000E-30
     98  4.362382833621E-02  1.759379E-17  1.278871E-18  1.171772E-19  1.015929E-21  3.813005E-24  7.174675E-27  1.499101E-29  1.000000E-30
     99  4.384703699487E-02  3.514941E-17  2.598236E-18  2.440930E-19  2.138268E-21  8.154139E-24  1.545575E-26  3.279355E-29  1.000000E-30
    100  4.408801045744E-02  7.494022E-17  5.641160E-18  5.445022E-19  4.823409E-21  1.871361E-23  3.575181E-26  7.712896E-29  1.000000E-30
    101  4.430336182063E-02  1.492275E-16  1.141788E-17  1.129202E-18  1.010350E-20  3.981112E-23  7.659754E-26  1.677345E-28  1.000000E-30
    102  4.453208602613E-02  3.142783E-16  2.446736E-17  2.483159E-18  2.245537E-20  8.995329E-23  1.743749E-25  3.879672E-28  1.000000E-30
    103  4.474836808964E-02  6.434499E-16  5.092734E-17  5.297243E-18  4.838933E-20  1.969105E-22  3.844376E-25  8.683813E-28  1.000000E-30
    104  4.497736119052E-02  1.388687E-15  1.118492E-16  1.194129E-17  1.102527E-19  4.561871E-22  8.973548E-25  2.059751E-27  1.594166E-30
    105  4.517199675598E-02  2.684836E-15  2.194870E-16  2.395868E-17  2.232253E-19  9.368303E-22  1.854613E-24  4.315542E-27  3.340921E-30
    106  4.536038532241E-02  5.088683E-15  4.220608E-16  4.707533E-17  4.424871E-19  1.882840E-21  3.750532E-24  8.843887E-27  6.882177E-30
    107  4.552484255766E-02  8.870185E-15  7.450451E-16  8.467858E-17  8.020772E-19  3.454333E-21  6.918034E-24  1.650315E-26  1.290046E-29
    108  4.581275722245E-02  2.314076E-14  1.987086E-15  2.333990E-16  2.240596E-18  9.855244E-21  1.992326E-23  4.849971E-26  3.821076E-29
    109  4.603616864208E-02  4.785426E-14  4.181250E-15  5.040288E-16  4.889947E-18  2.186976E-20  4.453945E-23  1.101738E-25  8.734052E-29
    110  4.624194314299E-02  9.169832E-14  8.141327E-15  1.005131E-15  9.846599E-18  4.471919E-20  9.169380E-23  2.301866E-25  1.835239E-28
    111  4.641297951594E-02  1.550538E-13  1.395071E-14  1.756945E-15  1.735095E-17  7.981457E-20  1.645782E-22  4.182576E-25  3.350527E-28
    112  4.656990459822E-02  2.479162E-13  2.258017E-14  2.896125E-15  2.881336E-17  1.341070E-19  2.779586E-22  7.144063E-25  5.747771E-28
    113  4.671253119976E-02  3.758457E-13  3.461505E-14  4.514130E-15  4.521388E-17  2.127034E-19  4.429325E-22  1.150163E-24  9.290272E-28
    114  4.684580987606E-02  5.496132E-13  5.114896E-14  6.774913E-15  6.828631E-17  3.244794E-19  6.786583E-22  1.779288E-24  1.442510E-27
    115  4.697520204195E-02  7.886820E-13  7.414497E-14  9.970602E-15  1.011129E-16  4.851699E-19  1.019070E-21  2.696862E-24  2.194270E-27
    116  4.709649788536E-02  1.099073E-12  1.043127E-13  1.422812E-14  1.451187E-16  7.027288E-19  1.481932E-21  3.956359E-24  3.229902E-27
    117  4.721637454993E-02  1.516575E-12  1.452993E-13  2.009941E-14  2.061690E-16  1.007459E-18  2.132938E-21  5.744091E-24  4.705022E-27
    118  4.732862910872E-02  2.039769E-12  1.971583E-13  2.763523E-14  2.849785E-16  1.404468E-18  2.984452E-21  8.103051E-24  6.658013E-27
    119  4.750539400184E-02  3.222867E-12  3.158738E-13  4.520382E-14  4.700594E-16  2.347827E-18  5.018016E-21  1.380004E-23  1.139473E-26
    120  4.767210524850E-02  4.914457E-12  4.880580E-13  7.123420E-14  7.466352E-16  3.777026E-18  8.117079E-21  2.259655E-23  1.874512E-26
    121  4.783406579930E-02  7.344772E-12  7.388287E-13  1.099220E-13  1.161048E-15  5.946670E-18  1.284808E-20  3.619370E-23  3.016094E-26
    122  4.799263518131E-02  1.081029E-11  1.101200E-12  1.669447E-13  1.776713E-15  9.211352E-18  2.000571E-20  5.701691E-23  4.772457E-26
    123  4.815339657435E-02  1.589989E-11  1.640485E-12  2.534992E-13  2.718616E-15  1.426994E-17  3.115655E-20  8.985324E-23  7.554871E-26
    124  4.832264594384E-02  2.372056E-11  2.480606E-12  3.911267E-13  4.228588E-15  2.248727E-17  4.937219E-20  1.441735E-22  1.217978E-25
    125  4.849826454798E-02  3.570808E-11  3.786940E-12  6.097531E-13  6.647767E-15  3.583571E-17  7.913565E-20  2.341066E-22  1.987509E-25
    126  4.867786870736E-02  5.394373E-11  5.803690E-12  9.547823E-13  1.049924E-14  5.739180E-17  1.274894E-19  3.822066E-22  3.261275E-25
    127  4.885872256535E-02  8.129253E-11  8.873862E-12  1.491881E-12  1.654818E-14  9.173927E-17  2.050060E-19  6.229160E-22  5.342336E-25
    128  4.903755607841E-02  1.213646E-10  1.343990E-11  2.308629E-12  2.582830E-14  1.451992E-16  3.263880E-19  1.005047E-21  8.663216E-25
    129  4.921259737621E-02  1.788976E-10  2.009239E-11  3.524914E-12  3.976869E-14  2.266533E-16  5.124328E-19  1.598712E-21  1.384875E-24
    130  4.938368810460E-02  2.604251E-10  2.965565E-11  5.311240E-12  6.041739E-14  3.489939E-16  7.934901E-19  2.507507E-21  2.182652E-24
    131  4.955132280349E-02  3.749691E-10  4.328219E-11  7.910556E-12  9.071492E-14  5.309680E-16  1.213926E-18  3.884733E-21  3.397552E-24
    132  4.971624312404E-02  5.350441E-10  6.259064E-11  1.167058E-11  1.349017E-13  7.999526E-16  1.838865E-18  5.958162E-21  5.235391E-24
    133  4.987811857735E-02  7.562559E-10  8.963946E-11  1.704610E-11  1.985839E-13  1.192776E-15  2.756534E-18  9.041334E-21  7.981168E-24
    134  5.003799836445E-02  1.061760E-09  1.274996E-10  2.472261E-11  2.902479E-13  1.765621E-15  4.101967E-18  1.361803E-20  1.207600E-23
    135  5.019682549602E-02  1.483394E-09  1.804535E-10  3.567579E-11  4.220718E-13  2.600204E-15  6.072647E-18  2.040474E-20  1.817626E-23
    136  5.035511419132E-02  2.064526E-09  2.544181E-10  5.128227E-11  6.113795E-13  3.814350E-15  8.954887E-18  3.045359E-20  2.725040E-23
    137  5.051299755300E-02  2.863001E-09  3.574082E-10  7.344977E-11  8.823898E-13  5.575190E-15  1.315718E-17  4.528619E-20  4.070600E-23
    138  5.067010535678E-02  3.952720E-09  4.998481E-10  1.047239E-10  1.267740E-12  8.111600E-15  1.924256E-17  6.703117E-20  6.052305E-23
    139  5.082726902819E-02  5.441705E-09  6.970905E-10  1.489014E-10  1.816363E-12  1.176991E-14  2.806623E-17  9.895167E-20  8.974738E-23
    140  5.098506829486E-02  7.477642E-09  9.704320E-10  2.113621E-10  2.598176E-12  1.705179E-14  4.087384E-17  1.458624E-19  1.328945E-22
    141  5.114361869269E-02  1.025587E-08  1.348519E-09  2.995222E-10  3.710460E-12  2.466617E-14  5.943647E-17  2.147074E-19  1.965116E-22
    142  5.130328078870E-02  1.404520E-08  1.871322E-09  4.239423E-10  5.292865E-12  3.564442E-14  8.634462E-17  3.157733E-19  2.903422E-22
    143  5.146205644840E-02  1.912415E-08  2.581772E-09  5.965291E-10  7.505618E-12  5.120327E-14  1.246871E-16  4.616261E-19  4.263934E-22
    144  5.162089365231E-02  2.592955E-08  3.546986E-09  8.358903E-10  1.059938E-11  7.325202E-14  1.793186E-16  6.721055E-19  6.236577E-22
    145  5.177902725711E-02  3.494346E-08  4.843341E-09  1.164099E-09  1.487602E-11  1.041463E-13  2.562841E-16  9.724466E-19  9.064778E-22
    146  5.193558292952E-02  4.672567E-08  6.561528E-09  1.608216E-09  2.070991E-11  1.468633E-13  3.632804E-16  1.395337E-18  1.306582E-21
    147  5.207655208218E-02  6.041658E-08  8.584581E-09  2.141504E-09  2.776894E-11  1.992167E-13  4.950852E-16  1.922601E-18  1.807664E-21
    148  5.220437120847E-02  7.594885E-08  1.090759E-08  2.764949E-09  3.607921E-11  2.615751E-13  6.528118E-16  2.560550E-18  2.416405E-21
    149  5.240275279905E-02  1.073973E-07  1.568296E-08  4.075807E-09  5.370654E-11  3.958105E-13  9.943348E-16  3.961203E-18  3.759788E-21
    150  5.258707116153E-02  1.466599E-07  2.175063E-08  5.785403E-09  7.692957E-11  5.756860E-13  1.455061E-15  5.881115E-18  5.612038E-21
    151  5.276353482958E-02  1.956279E-07  2.944732E-08  8.008991E-09  1.074290E-10  8.158005E-13  2.074044E-15  8.500209E-18  8.153044E-21
    152  5.293536770993E-02  2.563079E-07  3.914497E-08  1.088040E-08  1.471901E-10  1.133867E-12  2.899136E-15  1.204398E-17  1.161005E-20
    153  5.310288915571E-02  3.300551E-07  5.112760E-08  1.451596E-08  1.980081E-10  1.546859E-12  3.977125E-15  1.674286E-17  1.621872E-20
    154  5.325369291828E-02  4.105695E-07  6.441778E-08  1.864276E-08  2.562089E-10  2.026987E-12  5.237693E-15  2.231482E-17  2.171165E-20
    155  5.339308966526E-02  4.982662E-07  7.910788E-08  2.330362E-08  3.224868E-10  2.581398E-12  6.701176E-15  2.886789E-17  2.820229E-20
    156  5.362726198018E-02  6.773117E-07  1.096981E-07  3.329374E-08  4.661276E-10  3.805534E-12  9.955951E-15  4.369645E-17  4.298249E-20
    157  5.383816121000E-02  8.756421E-07  1.443950E-07  4.502236E-08  6.369873E-10  5.294044E-12  1.394737E-14  6.225516E-17  6.161784E-20
    158  5.403768730975E-02  1.097472E-06  1.840906E-07  5.888735E-08  8.414840E-10  7.113042E-12  1.886403E-14  8.555841E-17  8.518023E-20
    159  5.422986619970E-02  1.342989E-06  2.290174E-07  7.509166E-08  1.083391E-09  9.308960E-12  2.484564E-14  1.144428E-16  1.145830E-19
    160  5.440569294967E-02  1.594557E-06  2.760567E-07  9.258919E-08  1.347638E-09  1.175462E-11  3.155671E-14  1.474289E-16  1.483759E-19
    161  5.456994612052E-02  1.851956E-06  3.251863E-07  1.114050E-07  1.634900E-09  1.446219E-11  3.903781E-14  1.848156E-16  1.869062E-19
    162  5.485681963417E-02  2.349258E-06  4.228475E-07  1.503395E-07  2.238242E-09  2.029299E-11  5.530079E-14  2.679603E-16  2.732960E-19
    163  5.511708850657E-02  2.846503E-06  5.240351E-07  1.927229E-07  2.907061E-09  2.695572E-11  7.409561E-14  3.667140E-16  3.769101E-19
    164  5.536560227933E-02  3.354028E-06  6.309533E-07  2.396809E-07  3.660972E-09  3.468570E-11  9.613490E-14  4.855464E-16  5.027420E-19
    165  5.559867087093E-02  3.851429E-06  7.393927E-07  2.895575E-07  4.475185E-09  4.326858E-11  1.208565E-13  6.221747E-16  6.486893E-19
    166  5.582344501454E-02  4.344406E-06  8.505860E-07  3.430669E-07  5.362853E-09  5.287896E-11  1.488088E-13  7.803578E-16  8.190802E-19
    167  5.608267729631E-02  4.920123E-06  9.854521E-07  4.112490E-07  6.513755E-09  6.570334E-11  1.865008E-13  9.991440E-16  1.056868E-18
    168  5.632179590432E-02  5.450142E-06  1.114810E-06  4.801430E-07  7.697957E-09  7.929979E-11  2.268946E-13  1.239837E-15  1.320881E-18
    169  5.658568452696E-02  6.025995E-06  1.261630E-06  5.626845E-07  9.143393E-09  9.641202E-11  2.782932E-13  1.554384E-15  1.669139E-18
    170  5.682194908758E-02  6.527854E-06  1.395574E-06  6.422463E-07  1.056288E-08  1.137393E-10  3.309053E-13  1.884992E-15  2.038571E-18
    171  5.707748662895E-02  7.051338E-06  1.542070E-06  7.342116E-07  1.223434E-08  1.347705E-10  3.954501E-13  2.301322E-15  2.508041E-18
    172  5.730159219632E-02  7.491062E-06  1.671241E-06  8.198680E-07  1.381956E-08  1.553144E-10  4.591543E-13  2.722766E-15  2.987470E-18
    173  5.769211250520E-02  8.209190E-06  1.896487E-06  9.803388E-07  1.685958E-08  1.962469E-10  5.877830E-13  3.602107E-15  3.999249E-18
    174  5.804755660481E-02  8.806213E-06  2.100382E-06  1.138991E-06  1.995062E-08  2.398103E-10  7.268530E-13  4.590513E-15  5.151897E-18
    175  5.837706807704E-02  9.309924E-06  2.287479E-06  1.296986E-06  2.310890E-08  2.862194E-10  8.771437E-13  5.697255E-15  6.458438E-18
    176  5.868213309337E-02  9.733538E-06  2.458509E-06  1.452892E-06  2.629999E-08  3.349486E-10  1.037029E-12  6.913711E-15  7.910729E-18
    177  5.897372529375E-02  1.010049E-05  2.619663E-06  1.610846E-06  2.960528E-08  3.872708E-10  1.210812E-12  8.276887E-15  9.555365E-18
    178  5.927019313219E-02  1.043620E-05  2.780871E-06  1.780668E-06  3.323686E-08  4.468253E-10  1.410990E-12  9.894904E-15  1.152768E-17
    179  5.955970264735E-02  1.072827E-05  2.935418E-06  1.955767E-06  3.706266E-08  5.118013E-10  1.631979E-12  1.173498E-14  1.379367E-17
