 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sn135         sn136         sn137         sn138         sn139         sn140         sb105         sb106
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  1.432281E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  3.850811E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  9.062344E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  1.910853E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  6.006429E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  1.554890E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  3.320486E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  6.900262E-28  1.211615E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  2.152895E-27  3.910650E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  5.435329E-27  1.012348E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  1.112553E-26  2.114138E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  2.123728E-26  4.111411E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  6.102742E-26  1.219175E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  1.483705E-25  3.046606E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  3.742117E-25  7.914588E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  8.145883E-25  1.767512E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  2.860202E-24  6.476454E-27  1.373567E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  8.031805E-24  1.885536E-26  4.068793E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  2.070840E-23  5.028521E-26  1.095417E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  5.292220E-23  1.329406E-25  2.923919E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  1.323858E-22  3.438580E-25  7.635174E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  5.784614E-22  1.586275E-24  3.577446E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  1.384998E-21  3.923950E-24  8.933194E-28  1.233202E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  3.228740E-21  9.448831E-24  2.171404E-27  3.107293E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  1.236352E-20  3.820074E-23  8.918968E-27  1.338548E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  3.850918E-20  1.251722E-22  2.966325E-26  4.654478E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  1.008179E-19  3.438712E-22  8.265904E-26  1.353043E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  2.391672E-19  8.564627E-22  2.088786E-25  3.568561E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  4.785519E-19  1.790215E-21  4.423477E-25  7.852867E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  8.910665E-19  3.480555E-21  8.712545E-25  1.606550E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  1.559654E-18  6.357291E-21  1.611964E-24  3.085796E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  2.646429E-18  1.127022E-20  2.895915E-24  5.761340E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  4.281226E-18  1.903645E-20  4.956171E-24  1.024149E-26  1.672687E-30  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  6.856629E-18  3.191187E-20  8.425047E-24  1.812258E-26  2.980780E-30  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  1.058157E-17  5.153117E-20  1.379523E-23  3.088051E-26  5.131816E-30  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  1.606097E-17  8.196498E-20  2.226125E-23  5.192722E-26  8.722119E-30  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  2.367715E-17  1.266172E-19  3.488886E-23  8.480080E-26  1.439756E-29  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  3.427956E-17  1.922899E-19  5.377522E-23  1.363219E-25  2.340168E-29  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  4.853037E-17  2.856420E-19  8.108414E-23  2.144411E-25  3.722504E-29  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  6.464973E-17  3.969520E-19  1.141739E-22  3.134061E-25  5.494285E-29  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  8.694514E-17  5.592278E-19  1.631954E-22  4.666761E-25  8.270553E-29  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  1.132758E-16  7.614279E-19  2.252835E-22  6.697419E-25  1.199271E-28  1.000000E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  1.498788E-16  1.058741E-18  3.181511E-22  9.881163E-25  1.790143E-28  1.000000E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  1.920790E-16  1.421853E-18  4.335766E-22  1.403319E-24  2.570575E-28  1.000000E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  2.483975E-16  1.936041E-18  6.000033E-22  2.032311E-24  3.768451E-28  1.000000E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  3.082721E-16  2.515530E-18  7.909218E-22  2.789637E-24  5.229379E-28  1.000000E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  3.789608E-16  3.238671E-18  1.033222E-21  3.795969E-24  7.194564E-28  1.000000E-30  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  4.632070E-16  4.150384E-18  1.343996E-21  5.148239E-24  9.868423E-28  1.337602E-30  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  5.722606E-16  5.403582E-18  1.779091E-21  7.137942E-24  1.385558E-27  1.947676E-30  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  6.864481E-16  6.796371E-18  2.271535E-21  9.503345E-24  1.865871E-27  2.729036E-30  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  8.341046E-16  8.709462E-18  2.960593E-21  1.298241E-23  2.581921E-27  3.947729E-30  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  9.849022E-16  1.078372E-17  3.721558E-21  1.701861E-23  3.423820E-27  5.446686E-30  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  1.177297E-15  1.359369E-17  4.771624E-21  2.287084E-23  4.661078E-27  7.751892E-30  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  1.389514E-15  1.689100E-17  6.027516E-21  3.023643E-23  6.240097E-27  1.083471E-29  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  1.642286E-15  2.107027E-17  7.650214E-21  4.025476E-23  8.418205E-27  1.529270E-29  1.000000E-30  1.000000E-30
    236  8.837914431516E-02  1.899239E-15  2.558062E-17  9.434182E-21  5.182691E-23  1.096845E-26  2.075499E-29  1.000000E-30  1.000000E-30
    237  8.927467123273E-02  2.408929E-15  3.524778E-17  1.335114E-20  7.893420E-23  1.704980E-26  3.458634E-29  1.000000E-30  1.000000E-30
    238  9.009385267910E-02  2.972183E-15  4.694926E-17  1.822881E-20  1.153479E-22  2.539131E-26  5.493330E-29  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  3.617361E-15  6.154196E-17  2.447553E-20  1.654242E-22  3.709036E-26  8.541639E-29  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  4.324326E-15  7.886040E-17  3.207767E-20  2.306080E-22  5.260537E-26  1.284501E-28  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  5.130584E-15  1.001589E-16  4.165296E-20  3.181461E-22  7.381549E-26  1.909037E-28  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  6.563558E-15  1.416800E-16  6.087970E-20  5.085015E-22  1.209763E-25  3.405757E-28  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  8.185293E-15  1.937235E-16  8.578168E-20  7.777394E-22  1.893412E-25  5.761952E-28  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  1.000522E-14  2.577951E-16  1.173692E-19  1.147881E-21  2.854700E-25  9.335044E-28  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  1.201484E-14  3.347840E-16  1.563836E-19  1.640140E-21  4.159997E-25  1.453649E-27  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  1.336540E-14  3.898902E-16  1.848860E-19  2.020120E-21  5.183245E-25  1.882999E-27  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  1.496891E-14  4.585809E-16  2.209873E-19  2.522550E-21  6.552775E-25  2.481466E-27  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  1.718288E-14  5.588697E-16  2.746758E-19  3.307722E-21  8.723282E-25  3.475528E-27  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  1.952003E-14  6.711235E-16  3.359430E-19  4.251492E-21  1.137088E-24  4.749060E-27  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  2.439133E-14  9.243035E-16  4.777979E-19  6.596999E-21  1.808486E-24  8.203940E-27  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  2.991012E-14  1.239382E-15  6.599404E-19  9.871690E-21  2.768458E-24  1.355063E-26  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  3.615202E-14  1.627993E-15  8.911568E-19  1.436315E-20  4.114417E-24  2.161615E-26  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  4.333739E-14  2.113420E-15  1.187989E-18  2.056732E-20  6.012884E-24  3.380896E-26  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  5.110455E-14  2.679626E-15  1.543151E-18  2.851476E-20  8.492576E-24  5.079581E-26  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  5.955237E-14  3.340040E-15  1.967226E-18  3.861915E-20  1.170224E-23  7.412850E-26  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  7.028762E-14  4.240488E-15  2.559334E-18  5.365202E-20  1.656504E-23  1.116712E-25  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  8.268115E-14  5.357897E-15  3.312205E-18  7.405186E-20  2.328791E-23  1.668716E-25  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  9.638646E-14  6.682381E-15  4.225701E-18  1.004017E-19  3.212827E-23  2.438823E-25  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  1.122371E-13  8.320760E-15  5.381722E-18  1.358357E-19  4.422514E-23  3.554967E-25  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  1.296794E-13  1.024515E-14  6.769841E-18  1.809646E-19  5.989370E-23  5.083435E-25  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  1.498326E-13  1.261465E-14  8.516088E-18  2.410948E-19  8.111625E-23  7.269343E-25  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  1.737614E-13  1.561540E-14  1.077646E-17  3.236054E-19  1.107286E-22  1.049250E-24  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  2.006012E-13  1.920430E-14  1.353945E-17  4.304963E-19  1.497345E-22  1.497777E-24  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  2.316538E-13  2.362816E-14  1.701886E-17  5.730471E-19  2.026105E-22  2.139646E-24  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  2.647695E-13  2.864274E-14  2.104530E-17  7.473745E-19  2.683012E-22  2.979753E-24  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  3.084476E-13  3.568936E-14  2.682677E-17  1.012515E-18  3.698720E-22  4.351418E-24  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  3.541768E-13  4.355431E-14  3.342142E-17  1.332985E-18  4.946872E-22  6.131649E-24  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  4.039264E-13  5.263492E-14  4.119016E-17  1.731394E-18  6.522581E-22  8.496166E-24  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  4.691020E-13  6.529573E-14  5.225498E-17  2.331897E-18  8.936468E-22  1.231763E-23  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  5.543675E-13  8.306386E-14  6.816183E-17  3.252114E-18  1.270409E-21  1.865329E-23  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  6.449161E-13  1.033057E-13  8.672226E-17  4.396353E-18  1.747509E-21  2.717143E-23  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  7.453829E-13  1.272862E-13  1.092105E-16  5.867703E-18  2.371591E-21  3.895615E-23  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  8.711440E-13  1.593803E-13  1.400095E-16  8.009192E-18  3.296010E-21  5.744354E-23  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  1.028262E-12  2.024580E-13  1.823816E-16  1.115386E-17  4.679240E-21  8.686046E-23  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  1.198491E-12  2.525653E-13  2.328816E-16  1.515091E-17  6.470254E-21  1.273272E-22  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  1.420300E-12  3.227637E-13  3.054244E-16  2.128413E-17  9.271366E-21  1.946768E-22  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  1.654016E-12  4.022537E-13  3.896392E-16  2.888482E-17  1.280885E-20  2.851163E-22  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  2.163173E-12  5.930912E-13  5.987178E-16  4.951169E-17  2.265960E-20  5.591564E-22  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  2.529286E-12  7.438780E-13  7.693652E-16  6.783481E-17  3.162613E-20  8.290502E-22  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  2.953375E-12  9.313883E-13  9.868516E-16  9.273929E-17  4.404258E-20  1.226082E-21  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  3.752562E-12  1.318913E-12  1.450909E-15  1.505467E-16  7.357529E-20  2.248577E-21  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  4.287016E-12  1.600913E-12  1.798591E-15  1.972667E-16  9.797158E-20  3.154918E-21  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  4.888404E-12  1.938419E-12  2.223728E-15  2.576717E-16  1.300291E-19  4.409766E-21  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  6.212817E-12  2.751330E-12  3.279929E-15  4.205103E-16  2.185225E-19  8.151583E-21  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  7.746448E-12  3.801690E-12  4.697497E-15  6.617221E-16  3.534135E-19  1.440573E-20  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  9.505012E-12  5.136822E-12  6.564678E-15  1.010236E-15  5.536040E-19  2.452421E-20  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  1.150679E-11  6.812643E-12  8.988610E-15  1.504051E-15  8.445353E-19  4.047883E-20  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  1.379610E-11  8.917634E-12  1.213386E-14  2.200880E-15  1.265197E-18  6.542267E-20  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  1.634435E-11  1.148228E-11  1.608666E-14  3.149938E-15  1.851599E-18  1.028933E-19  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  1.895202E-11  1.433469E-11  2.061038E-14  4.319241E-15  2.589661E-18  1.533951E-19  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  2.183305E-11  1.774132E-11  2.616003E-14  5.856080E-15  3.579303E-18  2.255824E-19  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  2.544692E-11  2.237744E-11  3.392742E-14  8.167701E-15  5.099306E-18  3.441222E-19  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  2.914191E-11  2.752069E-11  4.278602E-14  1.099913E-14  6.999749E-18  5.024294E-19  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  3.377856E-11  3.453147E-11  5.520836E-14  1.526801E-14  9.925868E-18  7.630832E-19  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  3.880787E-11  4.281743E-11  7.032761E-14  2.086626E-14  1.384723E-17  1.137282E-18  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  4.527778E-11  5.449974E-11  9.231535E-14  2.967981E-14  2.016396E-17  1.785825E-18  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  5.177893E-11  6.737975E-11  1.173279E-13  4.053529E-14  2.812487E-17  2.665023E-18  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  6.614577E-11  9.985979E-11  1.833117E-13  7.264188E-14  5.247118E-17  5.655462E-18  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  7.402388E-11  1.200359E-10  2.260200E-13  9.568483E-14  7.046867E-17  8.081534E-18  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  8.167948E-11  1.412583E-10  2.721496E-13  1.222784E-13  9.164245E-17  1.111378E-17  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  9.834001E-11  1.930596E-10  3.891872E-13  1.966215E-13  1.525386E-16  2.065145E-17  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  1.081806E-10  2.273870E-10  4.697083E-13  2.527831E-13  1.997930E-16  2.870245E-17  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  1.178184E-10  2.637742E-10  5.573091E-13  3.179673E-13  2.556763E-16  3.880034E-17  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  1.376277E-10  3.474786E-10  7.665136E-13  4.888407E-13  4.062197E-16  6.843645E-17  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  1.552678E-10  4.326447E-10  9.888010E-13  6.909582E-13  5.899043E-16  1.082809E-16  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  1.742566E-10  5.362346E-10  1.270082E-12  9.730939E-13  8.537074E-16  1.708387E-16  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  1.927057E-10  6.493736E-10  1.589247E-12  1.324671E-12  1.191546E-15  2.580586E-16  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  2.117803E-10  7.801718E-10  1.971782E-12  1.785282E-12  1.645767E-15  3.851906E-16  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  2.311720E-10  9.285280E-10  2.421117E-12  2.375380E-12  2.242509E-15  5.659012E-16  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  2.615409E-10  1.194136E-09  3.261566E-12  3.604587E-12  3.525571E-15  9.947597E-16  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  2.781815E-10  1.358172E-09  3.800918E-12  4.470872E-12  4.454781E-15  1.332649E-15  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  2.952145E-10  1.540763E-09  4.417346E-12  5.528385E-12  5.610964E-15  1.778986E-15  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  3.290474E-10  1.949928E-09  5.854337E-12  8.245709E-12  8.668666E-15  3.070292E-15  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  3.497254E-10  2.232592E-09  6.887278E-12  1.039674E-11  1.115865E-14  4.217653E-15  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  3.692205E-10  2.523929E-09  7.982234E-12  1.284197E-11  1.404736E-14  5.636065E-15  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  3.996391E-10  3.029744E-09  9.949957E-12  1.762725E-11  1.984442E-14  8.714443E-15  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  4.289106E-10  3.579723E-09  1.217633E-11  2.359309E-11  2.728218E-14  1.303003E-14  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  4.581559E-10  4.197465E-09  1.477296E-11  3.122402E-11  3.705867E-14  1.920176E-14  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  4.895805E-10  4.945954E-09  1.804035E-11  4.176839E-11  5.094378E-14  2.874915E-14  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  5.193295E-10  5.742268E-09  2.164971E-11  5.453072E-11  6.821146E-14  4.165557E-14  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  5.479728E-10  6.598046E-09  2.566808E-11  7.000717E-11  8.969108E-14  5.901420E-14  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  5.681258E-10  7.259708E-09  2.886469E-11  8.321713E-11  1.084049E-13  7.513225E-14  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  5.868103E-10  7.920569E-09  3.213137E-11  9.749386E-11  1.289659E-13  9.376630E-14  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  6.105731E-10  8.831851E-09  3.675111E-11  1.189560E-10  1.604419E-13  1.239317E-13  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  6.370854E-10  9.951731E-09  4.260083E-11  1.481600E-10  2.041996E-13  1.687129E-13  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  6.699938E-10  1.151591E-08  5.106712E-11  1.942112E-10  2.749793E-13  2.470389E-13  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  7.000647E-10  1.314835E-08  6.024049E-11  2.488893E-10  3.612895E-13  3.507678E-13  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  7.336969E-10  1.524673E-08  7.251173E-11  3.293090E-10  4.918524E-13  5.217623E-13  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  7.652409E-10  1.754055E-08  8.650630E-11  4.306211E-10  6.612613E-13  7.644486E-13  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  7.972236E-10  2.030695E-08  1.041322E-10  5.721351E-10  9.051266E-13  1.147669E-12  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  8.249657E-10  2.319794E-08  1.233926E-10  7.437165E-10  1.209943E-12  1.673119E-12  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  8.547642E-10  2.706986E-08  1.504917E-10  1.013895E-09  1.706124E-12  2.618646E-12  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  8.784662E-10  3.116113E-08  1.806874E-10  1.353749E-09  2.352500E-12  3.988274E-12  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  9.044177E-10  3.827796E-08  2.370326E-10  2.095493E-09  3.829070E-12  7.579238E-12  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  9.121415E-10  4.250273E-08  2.728318E-10  2.639814E-09  4.958251E-12  1.068076E-11  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  9.145618E-10  4.693035E-08  3.122717E-10  3.307359E-09  6.385085E-12  1.496938E-11  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  9.100249E-10  5.270579E-08  3.669289E-10  4.353576E-09  8.700803E-12  2.268681E-11  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  8.976331E-10  5.834818E-08  4.241992E-10  5.609173E-09  1.158811E-11  3.344372E-11  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  8.780724E-10  6.375870E-08  4.831409E-10  7.087972E-09  1.511484E-11  4.807650E-11  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  8.544786E-10  6.854512E-08  5.391924E-10  8.686085E-09  1.906055E-11  6.617756E-11  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  8.228597E-10  7.356327E-08  6.027780E-10  1.075127E-08  2.434164E-11  9.297083E-11  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  8.016829E-10  7.636396E-08  6.408841E-10  1.213324E-08  2.797878E-11  1.130000E-10  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  7.802149E-10  7.885714E-08  6.767066E-10  1.354497E-08  3.177148E-11  1.351822E-10  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  7.270740E-10  8.397316E-08  7.577472E-10  1.719299E-08  4.191178E-11  2.005372E-10  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  6.769755E-10  8.772709E-08  8.268835E-10  2.090740E-08  5.269803E-11  2.790637E-10  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  6.257138E-10  9.067213E-08  8.915276E-10  2.504049E-08  6.519420E-11  3.809488E-10  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  5.472647E-10  9.363701E-08  9.804154E-10  3.219514E-08  8.796245E-11  5.949563E-10  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  4.754097E-10  9.477435E-08  1.051720E-09  3.988119E-08  1.139320E-10  8.817967E-10  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  4.090095E-10  9.438904E-08  1.107192E-09  4.818582E-08  1.436445E-10  1.264797E-09  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  3.529681E-10  9.286542E-08  1.145085E-09  5.638430E-08  1.746526E-10  1.726345E-09  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  3.033362E-10  9.043848E-08  1.169670E-09  6.479782E-08  2.082062E-10  2.298149E-09  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  2.597007E-10  8.730320E-08  1.181867E-09  7.331073E-08  2.439667E-10  2.993485E-09  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  2.168116E-10  8.309998E-08  1.182778E-09  8.302266E-08  2.871311E-10  3.955604E-09  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  1.766286E-10  7.788125E-08  1.169604E-09  9.369620E-08  3.376856E-10  5.264976E-09  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  1.439321E-10  7.244433E-08  1.144321E-09  1.038527E-07  3.891069E-10  6.818299E-09  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.126434E-10  6.588699E-08  1.102504E-09  1.152981E-07  4.515665E-10  9.036489E-09  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  8.784173E-11  5.939252E-08  1.050674E-09  1.259830E-07  5.149722E-10  1.171344E-08  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  5.841737E-11  4.944043E-08  9.534009E-10  1.413214E-07  6.172993E-10  1.712465E-08  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  4.621047E-11  4.422072E-08  8.941967E-10  1.488705E-07  6.744644E-10  2.086155E-08  1.000000E-30  1.000000E-30
