 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ga67          ga68          ga69          ga70          ga71          ga72          ga73          ga74 
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.218520E-30  1.092579E-30  1.073416E-30  1.006539E-30  1.022541E-30  1.000000E-30  1.002243E-30  1.003966E-30
      3  6.264265632874E-16  2.668520E-30  1.860059E-30  1.685654E-30  1.076832E-30  1.146390E-30  1.000000E-30  1.014442E-30  1.024286E-30
      4  2.206990590178E-15  7.190974E-30  5.785968E-30  5.800909E-30  1.811488E-30  1.675360E-30  1.000006E-30  1.056018E-30  1.080048E-30
      5  6.425069294186E-15  1.211506E-29  1.467464E-29  2.220972E-29  7.182313E-30  5.194629E-30  1.068933E-30  1.233923E-30  1.198165E-30
      6  1.724777641531E-14  1.461552E-29  2.461389E-29  5.919111E-29  2.909950E-29  2.660442E-29  3.564379E-30  2.357246E-30  1.409106E-30
      7  4.527785414179E-14  1.701153E-29  3.805067E-29  1.352100E-28  9.434477E-29  1.136987E-28  1.533446E-29  8.163925E-30  2.029248E-30
      8  1.231582592127E-13  2.462118E-29  7.773604E-29  3.348758E-28  2.672415E-28  3.505217E-28  4.553217E-29  2.461685E-29  3.855830E-30
      9  4.001734798240E-13  4.613886E-29  1.852666E-28  8.997631E-28  7.679591E-28  1.051242E-27  1.397492E-28  7.760408E-29  1.089898E-29
     10  1.150918682670E-12  5.261886E-29  2.351184E-28  1.175916E-27  1.019016E-27  1.405692E-27  1.855685E-28  1.045390E-28  1.451569E-29
     11  2.802808442389E-12  3.674050E-29  1.660479E-28  8.394918E-28  7.303736E-28  1.009698E-27  1.336886E-28  7.577032E-29  1.085015E-29
     12  6.912921996243E-12  2.071117E-29  9.572761E-29  4.863789E-28  4.243709E-28  5.876876E-28  7.797545E-29  4.470339E-29  6.748166E-30
     13  1.659368270033E-11  1.115931E-30  5.581855E-30  2.913812E-29  2.583732E-29  3.636452E-29  5.072911E-30  3.832253E-30  1.376577E-30
     14  1.134012897413E-10  1.000000E-30  1.178642E-30  6.194531E-30  5.525377E-30  7.788317E-30  1.088055E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  2.573150E-30  2.295758E-30  3.233497E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.051791E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.121252E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.150722E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.200552E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.928888E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.947029E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.276678E-30  1.538521E-30  3.117779E-30  1.053271E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.073134E-30  3.015734E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.078043E-30  3.204098E-30  1.149872E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.152797E-30  1.668196E-30  5.953365E-30  3.105023E-30  2.111655E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.157569E-30  4.274477E-30  1.888571E-30  1.755056E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.187335E-30  4.923519E-30  2.933906E-30  2.145407E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.575237E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.587395E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.673172E-30  1.000000E-30  1.026017E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.615176E-30  1.000000E-30  1.081006E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.990534E-30  1.154742E-30  1.395395E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.113932E-30  1.240961E-30  1.515645E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.830437E-30  1.666691E-30  2.037754E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.299611E-30  2.054982E-30  2.470394E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.849059E-30  1.688722E-30  2.027431E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.349234E-30  1.996052E-30  2.368338E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.319011E-30  1.980521E-30  8.480766E-30  5.237783E-30  6.549207E-30  1.832527E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  5.101770E-30  7.868491E-30  3.493945E-29  2.282819E-29  3.052418E-29  8.865923E-30
     62  3.417743618412E-02  1.000000E-30  1.147355E-30  1.859065E-29  2.978007E-29  1.368429E-28  9.260679E-29  1.293209E-28  3.897127E-29
     63  3.448472684867E-02  1.000000E-30  2.304262E-30  3.880393E-29  6.392148E-29  3.040463E-28  2.109880E-28  3.031841E-28  9.304220E-29
     64  3.459225947862E-02  1.000000E-30  2.936762E-30  5.019050E-29  8.352483E-29  4.027887E-28  2.823727E-28  4.113761E-28  1.274667E-28
     65  3.468161085917E-02  1.000000E-30  3.593301E-30  6.229159E-29  1.046277E-28  5.109982E-28  3.613344E-28  5.326588E-28  1.663910E-28
     66  3.501586344154E-02  1.000000E-30  7.644158E-30  1.400330E-28  2.436581E-28  1.249249E-27  9.124602E-28  1.406413E-27  4.529423E-28
     67  3.563385967804E-02  3.385544E-30  3.097560E-29  6.287912E-28  1.169549E-27  6.581323E-27  5.118471E-27  8.609005E-27  2.943837E-27
     68  3.619390900501E-02  1.119047E-29  1.100708E-28  2.441459E-27  4.806015E-27  2.924940E-26  2.396599E-26  4.330631E-26  1.554743E-26
     69  3.661379630041E-02  2.760294E-29  2.864312E-28  6.801452E-27  1.398802E-26  9.052550E-26  7.728262E-26  1.478940E-25  5.521520E-26
     70  3.704099468238E-02  6.951064E-29  7.616608E-28  1.938342E-26  4.167344E-26  2.870417E-25  2.554244E-25  5.178877E-25  2.010794E-25
     71  3.731378163516E-02  1.255527E-28  1.423651E-27  3.785394E-26  8.369774E-26  5.996209E-25  5.476592E-25  1.151291E-24  4.580316E-25
     72  3.757630769329E-02  2.218088E-28  2.598813E-27  7.210181E-26  1.638460E-25  1.220283E-24  1.143758E-24  2.493333E-24  1.016649E-24
     73  3.788075418501E-02  4.290977E-28  5.218068E-27  1.520132E-25  3.564906E-25  2.776709E-24  2.681507E-24  6.096133E-24  2.557261E-24
     74  3.819794660071E-02  8.530306E-28  1.077405E-26  3.301079E-25  7.998515E-25  6.527673E-24  6.503365E-24  1.544776E-23  6.675124E-24
     75  3.838080203158E-02  1.266853E-27  1.634638E-26  5.154656E-25  1.272559E-24  1.066769E-23  1.082010E-23  2.635925E-23  1.158611E-23
