 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ga67          ga68          ga69          ga70          ga71          ga72          ga73          ga74 
     76  3.859219912978E-02  2.004909E-27  2.651148E-26  8.642960E-25  2.180498E-24  1.885742E-23  1.952936E-23  4.899692E-23  2.196803E-23
     77  3.884096228080E-02  3.438735E-27  4.677456E-26  1.585281E-24  4.102415E-24  3.680322E-23  3.906123E-23  1.014620E-22  4.656782E-23
     78  3.907668434759E-02  5.727566E-27  7.997297E-26  2.811043E-24  7.450998E-24  6.920273E-23  7.517608E-23  2.018121E-22  9.470370E-23
     79  3.934936577490E-02  1.032140E-26  1.484398E-25  5.440187E-24  1.482419E-23  1.433198E-22  1.599434E-22  4.461183E-22  2.148089E-22
     80  3.961640452516E-02  1.834260E-26  2.713437E-25  1.035482E-23  2.898735E-23  2.914640E-22  3.339739E-22  9.671810E-22  4.776177E-22
     81  3.991996766101E-02  3.519367E-26  5.371381E-25  2.145076E-23  6.191231E-23  6.509064E-22  7.686134E-22  2.323358E-21  1.180857E-21
     82  4.019473378510E-02  6.333279E-26  9.935765E-25  4.132295E-23  1.225987E-22  1.341923E-21  1.628352E-21  5.117410E-21  2.669798E-21
     83  4.046928694587E-02  1.138079E-25  1.834030E-24  7.939428E-23  2.420875E-22  2.758313E-21  3.439210E-21  1.123627E-20  6.016643E-21
     84  4.074955599116E-02  2.067711E-25  3.423013E-24  1.543175E-22  4.839097E-22  5.745486E-21  7.366866E-21  2.505308E-20  1.378058E-20
     85  4.099011663524E-02  3.444294E-25  5.832340E-24  2.721455E-22  8.741182E-22  1.075178E-20  1.412138E-20  4.971213E-20  2.798504E-20
     86  4.118445936105E-02  5.192336E-25  8.951666E-24  4.293365E-22  1.405875E-21  1.779113E-20  2.382378E-20  8.623638E-20  4.945956E-20
     87  4.137235583218E-02  7.711360E-25  1.352465E-23  6.660052E-22  2.221926E-21  2.890247E-20  3.943634E-20  1.466629E-19  8.565226E-20
     88  4.152714488067E-02  1.066932E-24  1.897624E-23  9.548368E-22  3.234800E-21  4.304116E-20  5.964365E-20  2.268157E-19  1.344528E-19
     89  4.165981986900E-02  1.408217E-24  2.534652E-23  1.299050E-21  4.459218E-21  6.049571E-20  8.495171E-20  3.293084E-19  1.977263E-19
     90  4.188596337322E-02  2.256479E-24  4.144302E-23  2.191308E-21  7.692829E-21  1.078783E-19  1.549656E-19  6.207286E-19  3.809595E-19
     91  4.208159634323E-02  3.387930E-24  6.331376E-23  3.438700E-21  1.230880E-20  1.776256E-19  2.602191E-19  1.072385E-18  6.707743E-19
     92  4.230932596557E-02  5.433706E-24  1.036192E-22  5.805668E-21  2.125803E-20  3.171981E-19  4.754690E-19  2.025648E-18  1.295451E-18
     93  4.251598135750E-02  8.340949E-24  1.620107E-22  9.336806E-21  3.490048E-20  5.368352E-19  8.216402E-19  3.607952E-18  2.354380E-18
     94  4.274368410830E-02  1.336899E-23  2.650186E-22  1.575561E-20  6.025457E-20  9.585047E-19  1.501175E-18  6.816217E-18  4.548210E-18
     95  4.294191711445E-02  2.015944E-23  4.068305E-22  2.485172E-20  9.695920E-20  1.588301E-18  2.537937E-18  1.186511E-17  8.072486E-18
     96  4.316569238790E-02  3.207430E-23  6.605940E-22  4.161544E-20  1.660914E-19  2.812821E-18  4.597817E-18  2.221859E-17  1.545295E-17
     97  4.339365876136E-02  5.155698E-23  1.084365E-21  7.050890E-20  2.880519E-19  5.047707E-18  8.444883E-18  4.221763E-17  3.003199E-17
     98  4.362382833621E-02  8.343951E-23  1.792828E-21  1.203954E-19  5.036684E-19  9.137341E-18  1.565021E-17  8.097176E-17  5.892851E-17
     99  4.384703699487E-02  1.334634E-22  2.928140E-21  2.029492E-19  8.689692E-19  1.630722E-17  2.857586E-17  1.528738E-16  1.137513E-16
    100  4.408801045744E-02  2.224149E-22  4.991345E-21  3.580971E-19  1.572531E-18  3.061747E-17  5.499554E-17  3.050725E-16  2.325184E-16
    101  4.430336182063E-02  3.525172E-22  8.072880E-21  5.975517E-19  2.684585E-18  5.403517E-17  9.923422E-17  5.686931E-16  4.428790E-16
    102  4.453208602613E-02  5.766477E-22  1.349213E-20  1.032763E-18  4.754535E-18  9.916554E-17  1.864656E-16  1.106365E-15  8.815932E-16
    103  4.474836808964E-02  9.189068E-22  2.193942E-20  1.734157E-18  8.171634E-18  1.763177E-16  3.390451E-16  2.079126E-15  1.693185E-15
    104  4.497736119052E-02  1.501395E-21  3.662013E-20  2.995788E-18  1.447183E-17  3.237626E-16  6.375388E-16  4.048988E-15  3.374445E-15
    105  4.517199675598E-02  2.267058E-21  5.630743E-20  4.744397E-18  2.341195E-17  5.402439E-16  1.085571E-15  7.103440E-15  6.037638E-15
    106  4.536038532241E-02  3.351346E-21  8.472318E-20  7.347923E-18  3.701974E-17  8.804012E-16  1.804160E-15  1.215299E-14  1.052869E-14
    107  4.552484255766E-02  4.672230E-21  1.199720E-19  1.067330E-17  5.476269E-17  1.337252E-15  2.787784E-15  1.926122E-14  1.696763E-14
    108  4.581275722245E-02  8.138133E-21  2.148927E-19  2.000103E-17  1.059779E-16  2.711156E-15  5.824779E-15  4.207928E-14  3.817096E-14
    109  4.603616864208E-02  1.217100E-20  3.286594E-19  3.169876E-17  1.722594E-16  4.570109E-15  1.005180E-14  7.518678E-14  6.978014E-14
    110  4.624194314299E-02  1.720923E-20  4.747334E-19  4.733414E-17  2.633290E-16  7.225375E-15  1.623957E-14  1.254389E-13  1.188984E-13
    111  4.641297951594E-02  2.253499E-20  6.330942E-19  6.490931E-17  3.682563E-16  1.039197E-14  2.378108E-14  1.886752E-13  1.820015E-13
    112  4.656990459822E-02  2.844017E-20  8.128133E-19  8.551444E-17  4.940175E-16  1.430541E-14  3.328289E-14  2.706437E-13  2.653142E-13
    113  4.671253119976E-02  3.472580E-20  1.008376E-18  1.086258E-16  6.379887E-16  1.891393E-14  4.467278E-14  3.714996E-13  3.695688E-13
    114  4.684580987606E-02  4.144151E-20  1.221748E-18  1.345679E-16  8.027046E-16  2.432675E-14  5.827270E-14  4.948782E-13  4.991160E-13
    115  4.697520204195E-02  4.877979E-20  1.459730E-18  1.643058E-16  9.950134E-16  3.080734E-14  7.481420E-14  6.484630E-13  6.628107E-13
    116  4.709649788536E-02  5.642237E-20  1.712578E-18  1.967454E-16  1.208514E-15  3.817727E-14  9.391106E-14  8.297422E-13  8.588003E-13
    117  4.721637454993E-02  6.472778E-20  1.992786E-18  2.336277E-16  1.455421E-15  4.690082E-14  1.168464E-13  1.052164E-12  1.102609E-12
    118  4.732862910872E-02  7.320501E-20  2.284301E-18  2.729599E-16  1.723083E-15  5.657152E-14  1.426294E-13  1.307389E-12  1.386099E-12
    119  4.750539400184E-02  8.797230E-20  2.804659E-18  3.454083E-16  2.226466E-15  7.528193E-14  1.934063E-13  1.823345E-12  1.968940E-12
    120  4.767210524850E-02  1.035498E-19  3.369662E-18  4.270305E-16  2.807559E-15  9.760584E-14  2.552495E-13  2.471079E-12  2.715061E-12
    121  4.783406579930E-02  1.202778E-19  3.993658E-18  5.204317E-16  3.488200E-15  1.245939E-13  3.315014E-13  3.293240E-12  3.679956E-12
    122  4.799263518131E-02  1.382335E-19  4.682236E-18  6.271401E-16  4.283702E-15  1.571235E-13  4.251901E-13  4.332390E-12  4.921894E-12
    123  4.815339657435E-02  1.580817E-19  5.465115E-18  7.527669E-16  5.241732E-15  1.975266E-13  5.437966E-13  5.685657E-12  6.568786E-12
    124  4.832264594384E-02  1.808452E-19  6.389241E-18  9.064636E-16  6.441536E-15  2.497539E-13  7.001618E-13  7.522461E-12  8.846357E-12
    125  4.849826454798E-02  2.065694E-19  7.465568E-18  1.092284E-15  7.927848E-15  3.166207E-13  9.045007E-13  9.996726E-12  1.197473E-11
    126  4.867786870736E-02  2.351797E-19  8.700546E-18  1.313838E-15  9.744847E-15  4.011775E-13  1.168389E-12  1.329317E-11  1.622693E-11
    127  4.885872256535E-02  2.664292E-19  1.009288E-17  1.573529E-15  1.192918E-14  5.063674E-13  1.503726E-12  1.761633E-11  2.191770E-11
    128  4.903755607841E-02  2.998187E-19  1.162847E-17  1.871265E-15  1.449739E-14  6.343288E-13  1.920381E-12  2.315918E-11  2.936273E-11
    129  4.921259737621E-02  3.349644E-19  1.329623E-17  2.207204E-15  1.746778E-14  7.873635E-13  2.429142E-12  3.013945E-11  3.892629E-11
    130  4.938368810460E-02  3.717218E-19  1.509501E-17  2.583336E-15  2.087506E-14  9.687436E-13  3.044513E-12  3.884116E-11  5.108188E-11
    131  4.955132280349E-02  4.100698E-19  1.702945E-17  3.002955E-15  2.476756E-14  1.182697E-12  3.784976E-12  4.962589E-11  6.643620E-11
    132  4.971624312404E-02  4.500525E-19  1.910796E-17  3.470448E-15  2.920662E-14  1.434501E-12  4.673630E-12  6.295067E-11  8.576438E-11
    133  4.987811857735E-02  4.914462E-19  2.132523E-17  3.987331E-15  3.422903E-14  1.728374E-12  5.730899E-12  7.926387E-11  1.098662E-10
    134  5.003799836445E-02  5.342985E-19  2.369279E-17  4.559559E-15  3.991812E-14  2.071745E-12  6.989945E-12  9.925133E-11  1.399365E-10
    135  5.019682549602E-02  5.787569E-19  2.622505E-17  5.193873E-15  4.636966E-14  2.473248E-12  8.490212E-12  1.237485E-10  1.774615E-10
    136  5.035511419132E-02  6.247969E-19  2.892986E-17  5.896268E-15  5.367872E-14  2.942276E-12  1.027621E-11  1.537431E-10  2.242420E-10
    137  5.051299755300E-02  6.722439E-19  3.180735E-17  6.671314E-15  6.193163E-14  3.488436E-12  1.239566E-11  1.903556E-10  2.823821E-10
    138  5.067010535678E-02  7.207083E-19  3.484460E-17  7.520381E-15  7.118539E-14  4.120094E-12  1.489391E-11  2.347484E-10  3.541606E-10
    139  5.082726902819E-02  7.701025E-19  3.804793E-17  8.450618E-15  8.156565E-14  4.851148E-12  1.784111E-11  2.886274E-10  4.428693E-10
    140  5.098506829486E-02  8.201908E-19  4.141612E-17  9.468008E-15  9.319541E-14  5.696648E-12  2.131634E-11  3.540100E-10  5.525047E-10
    141  5.114361869269E-02  8.704884E-19  4.493264E-17  1.057478E-14  1.061647E-13  6.670649E-12  2.539941E-11  4.330993E-10  6.876027E-10
    142  5.130328078870E-02  9.204618E-19  4.857848E-17  1.177312E-14  1.205726E-13  7.789377E-12  3.018448E-11  5.285780E-10  8.537940E-10
    143  5.146205644840E-02  9.687205E-19  5.226972E-17  1.304354E-14  1.362600E-13  9.049844E-12  3.568748E-11  6.417389E-10  1.054549E-09
    144  5.162089365231E-02  1.014683E-18  5.597938E-17  1.438489E-14  1.532901E-13  1.046718E-11  4.200604E-11  7.757035E-10  1.296833E-09
    145  5.177902725711E-02  1.057156E-18  5.963054E-17  1.577814E-14  1.715044E-13  1.203929E-11  4.916623E-11  9.323124E-10  1.585654E-09
    146  5.193558292952E-02  1.094779E-18  6.313257E-17  1.719817E-14  1.906555E-13  1.375655E-11  5.716045E-11  1.112822E-09  1.925172E-09
    147  5.207655208218E-02  1.123992E-18  6.612469E-17  1.849303E-14  2.086850E-13  1.543576E-11  6.514779E-11  1.298840E-09  2.281784E-09
    148  5.220437120847E-02  1.145981E-18  6.865386E-17  1.966462E-14  2.255149E-13  1.706072E-11  7.303457E-11  1.487857E-09  2.650575E-09
    149  5.240275279905E-02  1.170165E-18  7.211482E-17  2.143881E-14  2.521016E-13  1.975153E-11  8.643663E-11  1.820983E-09  3.315180E-09
    150  5.258707116153E-02  1.180067E-18  7.467006E-17  2.298186E-14  2.766355E-13  2.239251E-11  1.000255E-10  2.174173E-09  4.038929E-09
    151  5.276353482958E-02  1.176875E-18  7.638202E-17  2.430541E-14  2.991991E-13  2.498884E-11  1.138405E-10  2.549763E-09  4.829295E-09
    152  5.293536770993E-02  1.161025E-18  7.724645E-17  2.539424E-14  3.195148E-13  2.751290E-11  1.277666E-10  2.946604E-09  5.687368E-09
    153  5.310288915571E-02  1.133192E-18  7.724878E-17  2.621756E-14  3.369970E-13  2.989658E-11  1.414601E-10  3.356914E-09  6.599963E-09
    154  5.325369291828E-02  1.097865E-18  7.650180E-17  2.672252E-14  3.501725E-13  3.191245E-11  1.535697E-10  3.739362E-09  7.475232E-09
    155  5.339308966526E-02  1.057082E-18  7.517606E-17  2.697037E-14  3.597842E-13  3.361524E-11  1.643110E-10  4.097436E-09  8.318158E-09
    156  5.362726198018E-02  9.731702E-19  7.163291E-17  2.688504E-14  3.695782E-13  3.600787E-11  1.806914E-10  4.690363E-09  9.771902E-09
    157  5.383816121000E-02  8.844100E-19  6.716367E-17  2.625985E-14  3.709260E-13  3.753709E-11  1.928909E-10  5.192096E-09  1.107341E-08
    158  5.403768730975E-02  7.931124E-19  6.205030E-17  2.522480E-14  3.656128E-13  3.835761E-11  2.015933E-10  5.616564E-09  1.224754E-08
    159  5.422986619970E-02  7.024254E-19  5.656191E-17  2.387814E-14  3.548180E-13  3.854374E-11  2.070174E-10  5.962716E-09  1.328387E-08
    160  5.440569294967E-02  6.200034E-19  5.126404E-17  2.240565E-14  3.406259E-13  3.820246E-11  2.093078E-10  6.215324E-09  1.412121E-08
    161  5.456994612052E-02  5.455394E-19  4.624009E-17  2.087859E-14  3.242660E-13  3.747088E-11  2.091567E-10  6.390586E-09  1.478864E-08
    162  5.485681963417E-02  4.256008E-19  3.767970E-17  1.801494E-14  2.904496E-13  3.536508E-11  2.039350E-10  6.550100E-09  1.565329E-08
    163  5.511708850657E-02  3.313872E-19  3.052036E-17  1.537187E-14  2.564166E-13  3.274380E-11  1.944969E-10  6.537323E-09  1.608664E-08
    164  5.536560227933E-02  2.557437E-19  2.445963E-17  1.294981E-14  2.231677E-13  2.982684E-11  1.822651E-10  6.398497E-09  1.619233E-08
    165  5.559867087093E-02  1.973423E-19  1.955372E-17  1.084975E-14  1.927892E-13  2.689417E-11  1.687817E-10  6.172396E-09  1.603696E-08
    166  5.582344501454E-02  1.515206E-19  1.553581E-17  9.021014E-15  1.651114E-13  2.400898E-11  1.546075E-10  5.882563E-09  1.567827E-08
    167  5.608267729631E-02  1.100366E-19  1.173594E-17  7.181822E-15  1.360225E-13  2.075110E-11  1.376669E-10  5.483706E-09  1.505216E-08
    168  5.632179590432E-02  8.086898E-20  8.943708E-18  5.744800E-15  1.123013E-13  1.790918E-11  1.221300E-10  5.075502E-09  1.431640E-08
    169  5.658568452696E-02  5.683289E-20  6.541807E-18  4.432977E-15  8.973984E-14  1.503018E-11  1.056659E-10  4.602139E-09  1.337841E-08
    170  5.682194908758E-02  4.102063E-20  4.893489E-18  3.478882E-15  7.266937E-14  1.271832E-11  9.189016E-11  4.174208E-09  1.246718E-08
    171  5.707748662895E-02  2.855049E-20  3.540127E-18  2.650964E-15  5.728935E-14  1.051576E-11  7.826048E-11  3.721019E-09  1.144448E-08
    172  5.730159219632E-02  2.062184E-20  2.645161E-18  2.073279E-15  4.616377E-14  8.835888E-12  6.749301E-11  3.340375E-09  1.054216E-08
    173  5.769211250520E-02  1.151661E-20  1.567713E-18  1.331220E-15  3.122906E-14  6.431043E-12  5.140844E-11  2.729194E-09  9.010563E-09
    174  5.804755660481E-02  6.673632E-21  9.591363E-19  8.763590E-16  2.156432E-14  4.748977E-12  3.957487E-11  2.240475E-09  7.708383E-09
    175  5.837706807704E-02  3.981235E-21  6.018710E-19  5.888468E-16  1.514817E-14  3.550871E-12  3.075781E-11  1.848626E-09  6.608942E-09
    176  5.868213309337E-02  2.447985E-21  3.879168E-19  4.044994E-16  1.084449E-14  2.693768E-12  2.418683E-11  1.536698E-09  5.693052E-09
    177  5.897372529375E-02  1.527926E-21  2.533273E-19  2.808662E-16  7.834037E-15  2.057163E-12  1.911772E-11  1.281024E-09  4.910761E-09
    178  5.927019313219E-02  9.405612E-22  1.633294E-19  1.928227E-16  5.599912E-15  1.556213E-12  1.497872E-11  1.059631E-09  4.206053E-09
    179  5.955970264735E-02  5.822200E-22  1.058134E-19  1.328901E-16  4.015195E-15  1.179572E-12  1.175052E-11  8.766624E-10  3.600599E-09
