 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ba132         ba133         ba134         ba135         ba136         ba137         ba138         ba139
     13  1.659368270033E-11  1.009151E-29  8.243870E-30  3.304036E-30  2.310319E-30  1.000000E-30  1.009017E-30  1.000000E-30  1.000000E-30
     14  1.134012897413E-10  2.061337E-30  1.727085E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.851673E-30  1.895870E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.405512E-30  1.634087E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.862485E-30  2.523829E-30  1.174142E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  5.003348E-30  5.609496E-30  1.381015E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  3.000993E-30  4.125898E-30  2.405076E-30  1.772589E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  4.276611E-30  7.126667E-30  5.708367E-30  5.057780E-30  2.303658E-30  1.136712E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.161668E-30  2.137930E-30  1.553995E-30  1.289137E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.183432E-30  2.318209E-30  1.749240E-30  1.485469E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.256103E-30  2.540296E-30  1.979472E-30  1.726242E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.054732E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.055004E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.212630E-30  2.450519E-30  2.028671E-30  1.875683E-30  1.068142E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.454042E-30  3.202369E-30  2.748526E-30  2.511842E-30  1.456226E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.388188E-30  3.222080E-30  2.868719E-30  2.721674E-30  1.632442E-30  1.033068E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.543311E-30  3.448714E-30  3.273243E-30  3.454519E-30  2.176652E-30  1.412414E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.463060E-30  3.412743E-30  3.132678E-30  3.180442E-30  2.116010E-30  1.432078E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.397652E-30  1.362008E-30  1.456803E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.136161E-30  1.122080E-30  1.214367E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.494921E-30  3.725821E-30  3.809093E-30  4.247411E-30  3.120556E-30  2.210418E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  2.847272E-30  7.643135E-30  8.176751E-30  9.054502E-30  6.183585E-30  4.687282E-30  1.022691E-30  1.000000E-30
     62  3.417743618412E-02  2.645460E-30  7.498082E-30  8.900212E-30  1.107129E-29  9.052515E-30  7.389216E-30  1.666883E-30  1.000000E-30
     63  3.448472684867E-02  1.506650E-30  4.413505E-30  5.579864E-30  7.479647E-30  6.425569E-30  5.269873E-30  1.243048E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.593133E-30  1.933162E-30  2.508003E-30  2.079718E-30  1.736882E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.339744E-30  1.646062E-30  2.159069E-30  1.812306E-30  1.530571E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.659466E-30  5.109447E-30  6.644147E-30  8.927170E-30  7.750477E-30  7.005669E-30  1.747224E-30  1.000000E-30
     67  3.563385967804E-02  3.228126E-30  1.016218E-29  1.285495E-29  1.789622E-29  1.549944E-29  1.376556E-29  4.233612E-30  1.000000E-30
     68  3.619390900501E-02  2.685910E-30  8.860846E-30  1.330696E-29  2.143943E-29  2.250687E-29  2.292073E-29  6.636834E-30  1.000000E-30
     69  3.661379630041E-02  2.020356E-30  7.052060E-30  1.079070E-29  1.790698E-29  2.023598E-29  2.251905E-29  6.737837E-30  1.000000E-30
     70  3.704099468238E-02  1.971760E-30  7.425955E-30  1.231392E-29  1.986999E-29  2.092269E-29  2.249624E-29  7.366570E-30  1.000000E-30
     71  3.731378163516E-02  1.242864E-30  4.781741E-30  8.184717E-30  1.381216E-29  1.536221E-29  1.696446E-29  5.588891E-30  1.000000E-30
     72  3.757630769329E-02  1.137858E-30  4.737697E-30  8.139685E-30  1.447476E-29  1.712756E-29  1.976738E-29  6.508116E-30  1.000000E-30
     73  3.788075418501E-02  1.301790E-30  5.348660E-30  9.607662E-30  1.783468E-29  2.203268E-29  2.651086E-29  8.935444E-30  1.000000E-30
     74  3.819794660071E-02  1.303773E-30  5.549172E-30  1.036777E-29  1.988015E-29  2.541074E-29  3.150606E-29  1.105643E-29  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  3.111538E-30  6.266509E-30  1.223599E-29  1.575859E-29  1.965369E-29  7.410205E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  3.712889E-30  7.276394E-30  1.455663E-29  1.960632E-29  2.561010E-29  9.510491E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  4.310392E-30  8.804459E-30  1.819032E-29  2.536552E-29  3.416885E-29  1.321812E-29  1.136626E-30
     78  3.907668434759E-02  1.000000E-30  4.049298E-30  8.426170E-30  1.777638E-29  2.533567E-29  3.470822E-29  1.363696E-29  1.191518E-30
     79  3.934936577490E-02  1.000000E-30  4.551428E-30  1.000038E-29  2.194415E-29  3.269310E-29  4.680854E-29  1.933924E-29  1.712292E-30
     80  3.961640452516E-02  1.000000E-30  4.397430E-30  9.892944E-30  2.224736E-29  3.392912E-29  4.947090E-29  2.091126E-29  1.884861E-30
     81  3.991996766101E-02  1.000000E-30  4.784967E-30  1.139171E-29  2.673428E-29  4.286168E-29  6.561305E-29  2.910972E-29  2.728482E-30
     82  4.019473378510E-02  1.000000E-30  4.279938E-30  1.036232E-29  2.489678E-29  4.083640E-29  6.354290E-29  2.875209E-29  2.724669E-30
     83  4.046928694587E-02  1.000000E-30  4.048746E-30  1.013643E-29  2.576409E-29  4.474855E-29  7.381267E-29  3.636495E-29  3.526806E-30
     84  4.074955599116E-02  1.000000E-30  3.974092E-30  1.073897E-29  2.727420E-29  4.767585E-29  7.907382E-29  3.817049E-29  3.702012E-30
     85  4.099011663524E-02  1.000000E-30  3.249438E-30  9.090187E-30  2.446625E-29  4.562447E-29  8.022408E-29  4.138217E-29  4.094186E-30
     86  4.118445936105E-02  1.000000E-30  2.583029E-30  7.322190E-30  2.004611E-29  3.812006E-29  6.819151E-29  3.579455E-29  3.648056E-30
     87  4.137235583218E-02  1.000000E-30  2.403625E-30  7.044640E-30  1.978610E-29  3.871164E-29  7.108024E-29  3.839802E-29  3.918868E-30
     88  4.152714488067E-02  1.000000E-30  1.952919E-30  5.737160E-30  1.632147E-29  3.242137E-29  6.037946E-29  3.308364E-29  3.460099E-30
     89  4.165981986900E-02  1.000000E-30  1.637832E-30  4.901693E-30  1.415469E-29  2.859567E-29  5.409690E-29  3.014687E-29  3.187152E-30
     90  4.188596337322E-02  1.000000E-30  2.678930E-30  8.418254E-30  2.483704E-29  5.125619E-29  9.876911E-29  5.596519E-29  5.975481E-30
     91  4.208159634323E-02  1.000000E-30  2.219783E-30  7.325068E-30  2.183843E-29  4.521466E-29  8.767153E-29  5.012771E-29  5.352600E-30
     92  4.230932596557E-02  1.000000E-30  2.433056E-30  8.330709E-30  2.560683E-29  5.531052E-29  1.111659E-28  6.575219E-29  7.314334E-30
     93  4.251598135750E-02  1.000000E-30  2.137371E-30  7.558506E-30  2.365586E-29  5.197024E-29  1.064077E-28  6.445439E-29  7.272159E-30
     94  4.274368410830E-02  1.000000E-30  2.215705E-30  8.169338E-30  2.639166E-29  6.027012E-29  1.274877E-28  7.967303E-29  9.132560E-30
     95  4.294191711445E-02  1.000000E-30  1.854689E-30  6.796370E-30  2.316536E-29  5.562481E-29  1.223941E-28  8.071296E-29  9.312759E-30
     96  4.316569238790E-02  1.000000E-30  2.032217E-30  7.535355E-30  2.609007E-29  6.373802E-29  1.431414E-28  9.643656E-29  1.126498E-29
     97  4.339365876136E-02  1.000000E-30  1.913482E-30  7.710125E-30  2.681411E-29  6.650446E-29  1.516951E-28  1.027949E-28  1.217190E-29
     98  4.362382833621E-02  1.000000E-30  1.825074E-30  7.602615E-30  2.715659E-29  6.945458E-29  1.629592E-28  1.138720E-28  1.359639E-29
     99  4.384703699487E-02  1.000000E-30  1.678618E-30  7.190985E-30  2.634191E-29  6.930931E-29  1.669511E-28  1.200729E-28  1.456942E-29
    100  4.408801045744E-02  1.000000E-30  1.679455E-30  7.517796E-30  2.851618E-29  7.791806E-29  1.937621E-28  1.438153E-28  1.759324E-29
    101  4.430336182063E-02  1.000000E-30  1.462227E-30  6.521102E-30  2.523308E-29  7.047516E-29  1.793624E-28  1.370251E-28  1.721049E-29
    102  4.453208602613E-02  1.000000E-30  1.417979E-30  6.714523E-30  2.682239E-29  7.782096E-29  2.044268E-28  1.609863E-28  2.032182E-29
    103  4.474836808964E-02  1.000000E-30  1.278782E-30  6.009481E-30  2.506924E-29  7.601502E-29  2.076400E-28  1.708408E-28  2.225029E-29
    104  4.497736119052E-02  1.000000E-30  1.270636E-30  6.103881E-30  2.621089E-29  8.249455E-29  2.331128E-28  1.988485E-28  2.637352E-29
    105  4.517199675598E-02  1.000000E-30  1.050173E-30  5.143512E-30  2.222421E-29  6.999951E-29  1.983488E-28  1.699910E-28  2.278822E-29
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  4.816832E-30  2.128084E-29  6.929862E-29  2.023228E-28  1.788566E-28  2.413979E-29
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  3.998781E-30  1.856546E-29  6.296198E-29  1.896201E-28  1.743067E-28  2.454138E-29
    108  4.581275722245E-02  1.000000E-30  1.229883E-30  6.790021E-30  3.180244E-29  1.105587E-28  3.406814E-28  3.177702E-28  4.418341E-29
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  4.884057E-30  2.434606E-29  8.970174E-29  2.913514E-28  2.905955E-28  4.263474E-29
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  4.352172E-30  2.219444E-29  8.283562E-29  2.732282E-28  2.782284E-28  4.141755E-29
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  3.506743E-30  1.820173E-29  7.013809E-29  2.368303E-28  2.468522E-28  3.708364E-29
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  3.120123E-30  1.647186E-29  6.440977E-29  2.206982E-28  2.334186E-28  3.537957E-29
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  2.765037E-30  1.480836E-29  5.906504E-29  2.058147E-28  2.214470E-28  3.384556E-29
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  2.529517E-30  1.375528E-29  5.581911E-29  1.976118E-28  2.161491E-28  3.330120E-29
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  2.387533E-30  1.316034E-29  5.426180E-29  1.949858E-28  2.166628E-28  3.363112E-29
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  2.191208E-30  1.217753E-29  5.119843E-29  1.870719E-28  2.116507E-28  3.316664E-29
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  2.108740E-30  1.191838E-29  5.081615E-29  1.882089E-28  2.160263E-28  3.406793E-29
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.934480E-30  1.099183E-29  4.777485E-29  1.797822E-28  2.099698E-28  3.343697E-29
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  2.904576E-30  1.696009E-29  7.525793E-29  2.890870E-28  3.461062E-28  5.582022E-29
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  2.602993E-30  1.548544E-29  7.163102E-29  2.863279E-28  3.557736E-28  5.773146E-29
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  2.426062E-30  1.472657E-29  6.969810E-29  2.842264E-28  3.612585E-28  5.934756E-29
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  2.282440E-30  1.421940E-29  6.885570E-29  2.863868E-28  3.721101E-28  6.192598E-29
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  2.216975E-30  1.404237E-29  6.960875E-29  2.953398E-28  3.925279E-28  6.625034E-29
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  2.238166E-30  1.439846E-29  7.320844E-29  3.173528E-28  4.323698E-28  7.411598E-29
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  2.207607E-30  1.448852E-29  7.559322E-29  3.353996E-28  4.686435E-28  8.136995E-29
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  2.139615E-30  1.436255E-29  7.697201E-29  3.497785E-28  5.015930E-28  8.825610E-29
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  2.044998E-30  1.412731E-29  7.771168E-29  3.614667E-28  5.316553E-28  9.474721E-29
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.905901E-30  1.354174E-29  7.647093E-29  3.641456E-28  5.492540E-28  9.907817E-29
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.761028E-30  1.291253E-29  7.480572E-29  3.641872E-28  5.627935E-28  1.027997E-28
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.633247E-30  1.229449E-29  7.294977E-29  3.626484E-28  5.735639E-28  1.060622E-28
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.520575E-30  1.172541E-29  7.121107E-29  3.612707E-28  5.846038E-28  1.094610E-28
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.419669E-30  1.120942E-29  6.968844E-29  3.608110E-28  5.974196E-28  1.132773E-28
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.323336E-30  1.068925E-29  6.802236E-29  3.594756E-28  6.090133E-28  1.168900E-28
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.249791E-30  1.025690E-29  6.677248E-29  3.600244E-28  6.239421E-28  1.212495E-28
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.185906E-30  9.887430E-30  6.583900E-29  3.621440E-28  6.419523E-28  1.262930E-28
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.127389E-30  9.551494E-30  6.506565E-29  3.651645E-28  6.622066E-28  1.318854E-28
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.069527E-30  9.228989E-30  6.434378E-29  3.685560E-28  6.838973E-28  1.378499E-28
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.009393E-30  8.897332E-30  6.349887E-29  3.712257E-28  7.047811E-28  1.437337E-28
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.621454E-30  6.297608E-29  3.756237E-28  7.294407E-28  1.505014E-28
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.366093E-30  6.254348E-29  3.806709E-28  7.563651E-28  1.579030E-28
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.115883E-30  6.212982E-29  3.860001E-28  7.849696E-28  1.658356E-28
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.887441E-30  6.186232E-29  3.924146E-28  8.170104E-28  1.746935E-28
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.588548E-30  6.093203E-29  3.945312E-28  8.403494E-28  1.817645E-28
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.332425E-30  6.023939E-29  3.978501E-28  8.667522E-28  1.896540E-28
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.036502E-30  5.915703E-29  3.986765E-28  8.886500E-28  1.967264E-28
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.789202E-30  5.755474E-29  3.905709E-28  8.790936E-28  1.957580E-28
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.893707E-30  5.134849E-29  3.561059E-28  8.210354E-28  1.850209E-28
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.196537E-30  4.622236E-29  3.260280E-28  7.657895E-28  1.741656E-28
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.712597E-30  7.032928E-29  5.077885E-28  1.226517E-27  2.832504E-28
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.673597E-30  6.342082E-29  4.766388E-28  1.199970E-27  2.823431E-28
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.137869E-30  5.981411E-29  4.588880E-28  1.184987E-27  2.825527E-28
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.715509E-30  5.721039E-29  4.484152E-28  1.187395E-27  2.868127E-28
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.436741E-30  5.503458E-29  4.354494E-28  1.166745E-27  2.837230E-28
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.682845E-30  4.883418E-29  3.953378E-28  1.086545E-27  2.675225E-28
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.185566E-30  4.397132E-29  3.615902E-28  1.007928E-27  2.493059E-28
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.640346E-30  7.281401E-29  6.151658E-28  1.778570E-27  4.492361E-28
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.426123E-30  6.244351E-29  5.535589E-28  1.682765E-27  4.351592E-28
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.878054E-30  5.770910E-29  5.224950E-28  1.634381E-27  4.292214E-28
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.568928E-30  5.502861E-29  5.049290E-28  1.603419E-27  4.245458E-28
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.947692E-30  4.901515E-29  4.620738E-28  1.512050E-27  4.061883E-28
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.510156E-30  4.422872E-29  4.258102E-28  1.421104E-27  3.845515E-28
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.686026E-30  7.511500E-29  7.476059E-28  2.611573E-27  7.250037E-28
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.515206E-30  6.310518E-29  6.617130E-28  2.454418E-27  7.013941E-28
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.184974E-30  5.991994E-29  6.376563E-28  2.407765E-27  6.952193E-28
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.601096E-30  5.392387E-29  5.944406E-28  2.331762E-27  6.853452E-28
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.191880E-30  4.912407E-29  5.606501E-28  2.272742E-27  6.766293E-28
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.303430E-30  5.361883E-29  6.366166E-28  2.690180E-27  8.167085E-28
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.772584E-30  4.675053E-29  5.760164E-28  2.555399E-27  7.955128E-28
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.792487E-30  4.926758E-29  6.274342E-28  2.875891E-27  9.083783E-28
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.358448E-30  4.240126E-29  5.536088E-28  2.627408E-27  8.453023E-28
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.253660E-30  4.281757E-29  5.835776E-28  2.897073E-27  9.515319E-28
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.854753E-30  3.604760E-29  5.036785E-28  2.589377E-27  8.661837E-28
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.766718E-30  5.846998E-29  8.651547E-28  4.744369E-27  1.637291E-27
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.267273E-30  4.896570E-29  7.324257E-28  4.205385E-27  1.497927E-27
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.773182E-30  4.255542E-29  6.843991E-28  4.154705E-27  1.506448E-27
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.422635E-30  3.612212E-29  6.099638E-28  3.924148E-27  1.462932E-27
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.185672E-30  3.159706E-29  5.602043E-28  3.818439E-27  1.463069E-27
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.051497E-30  2.934289E-29  5.456729E-28  3.935385E-27  1.548485E-27
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.626377E-29  5.104211E-28  3.875803E-27  1.562450E-27
