 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                se70          se71          se72          se73          se74          se75          se76          se77 
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.204830E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.046666E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.226855E-30  1.080636E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.251660E-30  1.160608E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.131625E-30  1.207072E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.120193E-30  1.261874E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.655133E-30  2.394180E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.550721E-30  2.478625E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.781532E-30  5.504349E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.692464E-30  2.990229E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.586456E-30  3.235852E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.746228E-30  4.631671E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.288198E-30  4.507073E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.254271E-30  4.438274E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.060849E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.036104E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.063270E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.078814E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.047116E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.600171E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.420631E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.587587E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.181934E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.348666E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.927314E-30  1.279269E-29
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.792348E-30  2.645646E-29
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.672663E-30  5.516916E-29
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.741946E-29  1.296435E-28
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.075131E-29  3.144158E-28
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.535718E-30  6.628249E-29  5.221107E-28
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.601925E-30  1.164081E-28  9.393958E-28
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.815634E-30  2.247557E-28  1.866232E-27
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.583642E-30  4.169675E-28  3.557306E-27
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.664244E-29  8.466989E-28  7.454300E-27
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.239183E-30  3.158946E-29  1.681536E-27  1.526841E-26
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.451982E-30  6.487216E-29  3.635092E-27  3.419007E-26
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.498440E-30  1.232954E-28  7.238509E-27  7.029386E-26
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.188893E-30  2.324551E-28  1.429869E-26  1.433640E-25
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.496863E-29  4.404614E-28  2.842523E-26  2.945351E-25
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.490959E-29  7.559924E-28  5.084311E-26  5.419590E-25
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.736124E-29  1.162559E-27  8.083271E-26  8.815594E-25
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.500800E-29  1.753588E-27  1.259228E-25  1.404106E-24
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.535546E-29  2.450674E-27  1.807161E-25  2.052274E-24
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.841795E-29  3.256034E-27  2.456355E-25  2.833675E-24
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.542527E-28  5.254931E-27  4.121305E-25  4.883690E-24
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.262863E-28  7.907100E-27  6.412823E-25  7.777872E-24
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.517334E-28  1.266042E-26  1.067636E-24  1.330528E-23
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.348854E-30  5.230134E-28  1.933997E-26  1.689506E-24  2.158140E-23
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.998982E-30  8.073944E-28  3.075802E-26  2.792916E-24  3.666185E-23
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.817049E-30  1.177293E-27  4.602796E-26  4.321221E-24  5.808663E-23
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.163885E-30  1.804917E-27  7.266452E-26  7.080605E-24  9.776918E-23
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.246400E-30  2.802952E-27  1.162669E-25  1.175996E-23  1.668971E-22
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.520442E-30  4.409182E-27  1.884848E-25  1.977893E-23  2.885844E-22
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.455692E-29  6.925386E-27  3.048003E-25  3.311348E-23  4.963032E-22
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.354131E-29  1.147755E-26  5.212341E-25  5.871370E-23  9.059201E-22
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.703454E-29  1.838283E-26  8.584592E-25  9.976944E-23  1.579917E-21
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.144731E-29  3.097635E-26  1.489904E-24  1.787973E-22  2.910684E-21
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.013787E-28  5.173587E-26  2.558569E-24  3.162185E-22  5.284302E-21
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.754488E-28  9.060209E-26  4.614121E-24  5.879768E-22  1.010204E-20
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.406634E-30  2.821307E-28  1.472024E-25  7.685757E-24  1.005053E-21  1.768077E-20
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  2.186409E-30  4.473517E-28  2.360366E-25  1.262515E-23  1.693198E-21  3.047786E-20
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  3.195069E-30  6.662422E-28  3.555007E-25  1.942074E-23  2.663558E-21  4.891638E-20
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  6.051206E-30  1.308368E-27  7.150837E-25  4.054122E-23  5.789710E-21  1.101412E-19
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  9.630702E-30  2.146277E-27  1.199804E-24  7.003178E-23  1.033486E-20  2.021158E-19
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.434810E-29  3.291454E-27  1.884445E-24  1.130006E-22  1.720689E-20  3.452101E-19
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.953827E-29  4.593669E-27  2.688211E-24  1.648722E-22  2.578732E-20  5.284771E-19
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  2.546433E-29  6.125484E-27  3.662881E-24  2.293669E-22  3.678886E-20  7.688418E-19
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  3.191502E-29  7.839947E-27  4.786374E-24  3.054581E-22  5.014853E-20  1.066903E-18
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  3.892592E-29  9.752600E-27  6.075919E-24  3.947152E-22  6.625204E-20  1.433247E-18
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  4.668972E-29  1.192481E-26  7.582246E-24  5.011843E-22  8.597449E-20  1.890384E-18
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  5.485921E-29  1.426689E-26  9.251836E-24  6.215919E-22  1.088542E-19  2.430270E-18
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  6.380698E-29  1.689363E-26  1.117609E-23  7.631018E-22  1.364195E-19  3.092068E-18
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  7.299312E-29  1.965303E-26  1.325221E-23  9.186846E-22  1.674628E-19  3.849870E-18
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  8.907367E-29  2.462626E-26  1.712486E-23  1.215943E-21  2.286258E-19  5.374911E-18
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.060935E-28  3.007469E-26  2.154439E-23  1.564816E-21  3.030358E-19  7.276480E-18
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.243836E-28  3.612773E-26  2.665345E-23  1.979125E-21  3.945155E-19  9.670024E-18
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.439883E-28  4.283108E-26  3.253786E-23  2.469031E-21  5.064227E-19  1.266613E-17
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.655734E-28  5.045862E-26  3.950461E-23  3.064590E-21  6.472150E-19  1.652325E-17
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.902105E-28  5.946417E-26  4.807442E-23  3.817327E-21  8.315345E-19  2.169366E-17
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  2.178756E-28  6.994110E-26  5.848273E-23  4.757743E-21  1.070418E-18  2.856168E-17
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  2.484057E-28  8.193325E-26  7.093795E-23  5.916237E-21  1.376017E-18  3.757270E-17
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  2.814523E-28  9.540506E-26  8.557747E-23  7.318482E-21  1.760334E-18  4.919830E-17
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  3.164099E-28  1.101955E-25  1.023942E-22  8.977060E-21  2.232563E-18  6.385130E-17
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  3.528126E-28  1.261733E-25  1.213912E-22  1.090529E-20  2.802532E-18  8.198462E-17
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  3.904554E-28  1.433032E-25  1.426720E-22  1.312692E-20  3.483760E-18  1.041935E-16
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  4.292640E-28  1.616044E-25  1.664121E-22  1.567451E-20  4.293526E-18  1.312318E-16
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  4.692279E-28  1.811295E-25  1.928456E-22  1.858911E-20  5.253306E-18  1.640411E-16
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  5.100687E-28  2.017999E-25  2.220414E-22  2.189557E-20  6.380767E-18  2.034843E-16
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  5.516873E-28  2.236453E-25  2.542516E-22  2.564326E-20  7.704617E-18  2.508776E-16
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  5.942313E-28  2.467969E-25  2.898708E-22  2.989900E-20  9.260810E-18  3.078708E-16
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  6.376055E-28  2.712873E-25  3.292054E-22  3.472538E-20  1.108779E-17  3.763198E-16
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  6.815643E-28  2.970727E-25  3.724734E-22  4.017870E-20  1.322512E-17  4.582422E-16
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  7.256631E-28  3.239890E-25  4.197062E-22  4.629522E-20  1.570773E-17  5.555993E-16
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  7.697311E-28  3.520381E-25  4.712480E-22  5.315582E-20  1.859252E-17  6.713606E-16
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  8.134480E-28  3.811459E-25  5.273648E-22  6.083861E-20  2.194128E-17  8.089065E-16
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  8.562648E-28  4.110969E-25  5.881009E-22  6.939856E-20  2.581209E-17  9.717059E-16
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  8.975839E-28  4.416463E-25  6.534812E-22  7.889483E-20  3.027175E-17  1.163862E-15
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  9.361164E-28  4.720079E-25  7.223387E-22  8.921450E-20  3.531005E-17  1.386364E-15
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  9.712608E-28  5.018748E-25  7.944961E-22  1.003892E-19  4.098858E-17  1.643516E-15
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.001946E-27  5.305351E-25  8.687989E-22  1.123025E-19  4.729912E-17  1.936733E-15
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.026979E-27  5.571425E-25  9.436607E-22  1.247636E-19  5.419716E-17  2.265818E-15
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.044090E-27  5.789530E-25  1.010975E-21  1.364172E-19  6.093968E-17  2.596013E-15
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.054735E-27  5.965922E-25  1.071130E-21  1.472361E-19  6.746571E-17  2.923450E-15
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.060968E-27  6.189458E-25  1.160529E-21  1.641898E-19  7.827129E-17  3.482774E-15
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.054338E-27  6.330449E-25  1.236175E-21  1.796452E-19  8.885848E-17  4.052626E-15
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.036040E-27  6.394938E-25  1.298682E-21  1.936486E-19  9.924276E-17  4.634582E-15
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.006733E-27  6.384072E-25  1.347326E-21  2.060114E-19  1.093023E-16  5.223496E-15
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  9.675747E-28  6.299920E-25  1.380829E-21  2.163753E-19  1.187606E-16  5.804727E-15
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  9.238434E-28  6.160304E-25  1.397393E-21  2.238727E-19  1.267007E-16  6.319902E-15
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  8.771812E-28  5.979884E-25  1.400567E-21  2.290277E-19  1.333558E-16  6.778050E-15
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  7.878186E-28  5.574775E-25  1.378605E-21  2.333665E-19  1.425641E-16  7.478978E-15
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  6.993374E-28  5.118619E-25  1.330097E-21  2.322933E-19  1.482261E-16  8.001477E-15
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  6.127241E-28  4.631142E-25  1.261901E-21  2.270177E-19  1.510003E-16  8.375286E-15
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  5.302782E-28  4.134645E-25  1.179866E-21  2.184256E-19  1.512391E-16  8.610838E-15
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  4.580383E-28  3.674952E-25  1.094355E-21  2.079876E-19  1.494239E-16  8.713958E-15
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  3.948812E-28  3.254297E-25  1.008726E-21  1.964845E-19  1.461230E-16  8.714760E-15
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  2.972287E-28  2.567429E-25  8.539490E-22  1.736608E-19  1.372118E-16  8.511061E-15
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  2.241762E-28  2.021085E-25  7.167393E-22  1.515684E-19  1.265227E-16  8.133197E-15
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.680032E-28  1.577965E-25  5.948791E-22  1.305944E-19  1.148878E-16  7.641869E-15
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.262803E-28  1.232544E-25  4.919407E-22  1.118581E-19  1.033606E-16  7.099382E-15
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  9.465888E-29  9.587769E-26  4.041381E-22  9.507056E-20  9.211784E-17  6.526816E-15
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  6.698467E-29  7.080109E-26  3.176057E-22  7.770563E-20  7.951985E-17  5.840248E-15
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  4.814174E-29  5.292012E-26  2.512626E-22  6.374305E-20  6.859217E-17  5.207740E-15
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  3.305958E-29  3.794308E-26  1.916635E-22  5.061024E-20  5.755609E-17  4.533308E-15
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  2.339864E-29  2.790990E-26  1.489388E-22  4.076572E-20  4.870677E-17  3.964798E-15
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.595916E-29  1.984365E-26  1.123143E-22  3.195967E-20  4.027547E-17  3.397648E-15
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.132981E-29  1.460944E-26  8.704149E-23  2.562817E-20  3.383985E-17  2.945724E-15
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  6.144109E-30  8.439950E-27  5.495603E-23  1.717603E-20  2.460432E-17  2.262604E-15
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  3.466078E-30  5.042964E-27  3.558923E-23  1.174683E-20  1.812790E-17  1.752800E-15
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  2.016278E-30  3.094049E-27  2.352565E-23  8.169336E-21  1.350981E-17  1.368677E-15
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.210748E-30  1.951778E-27  1.590182E-23  5.788296E-21  1.020625E-17  1.079774E-15
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.247810E-27  1.086156E-23  4.136203E-21  7.755089E-18  8.552302E-16
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.867058E-28  7.325503E-24  2.921009E-21  5.830212E-18  6.707466E-16
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.981884E-28  4.955632E-24  2.067205E-21  4.386997E-18  5.260759E-16
