 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                po232         po233         po234         po235         po236         po237         at211         neut 
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.706116E-01
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.705576E-01
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.704983E-01
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.704456E-01
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.703522E-01
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.702654E-01
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.701835E-01
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.701062E-01
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.700312E-01
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.699536E-01
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.698767E-01
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.697921E-01
    181  6.018239261751E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.697071E-01
    182  6.051941164510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.696130E-01
    183  6.081686890997E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.695286E-01
    184  6.107970107709E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.694531E-01
    185  6.149099227918E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.693330E-01
    186  6.184187848266E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.692289E-01
    187  6.212841772032E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.691426E-01
    188  6.241083345826E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.690567E-01
    189  6.286334795077E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.689172E-01
    190  6.324448148531E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.687980E-01
    191  6.354755735680E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.687021E-01
    192  6.382753282149E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.686129E-01
    193  6.429792763326E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.684614E-01
    194  6.470641913937E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.683285E-01
    195  6.514351188605E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.681852E-01
    196  6.551961572666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.680609E-01
    197  6.614173306661E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.678539E-01
    198  6.666431851744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.676789E-01
    199  6.714973898932E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.675157E-01
    200  6.763365269933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.673525E-01
    201  6.810748363549E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.671925E-01
    202  6.886988901479E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.669348E-01
    203  6.932442343830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.667813E-01
    204  6.977291475786E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.666298E-01
    205  7.051837306122E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.663785E-01
    206  7.120724846930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.661468E-01
    207  7.185571854523E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.659290E-01
    208  7.250556240022E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.657109E-01
    209  7.308358088908E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.655169E-01
    210  7.365083251161E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.653262E-01
    211  7.420607479025E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.651388E-01
    212  7.477269193766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.649462E-01
    213  7.532671922740E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.647558E-01
    214  7.590819975934E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.645525E-01
    215  7.648106882397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.643469E-01
    216  7.706864365518E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.641282E-01
    217  7.765097184480E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.639003E-01
    218  7.824188421090E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000000E-30  7.636543E-01
    219  7.883216312169E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000018E-30  1.000000E-30  7.633897E-01
    220  7.934760137230E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000040E-30  1.000000E-30  7.631403E-01
    221  7.991019390762E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000076E-30  1.000000E-30  7.628460E-01
    222  8.044081450283E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000009E-30  1.000000E-30  1.000114E-30  1.000000E-30  7.625458E-01
    223  8.103419684334E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000028E-30  1.000002E-30  1.000170E-30  1.000000E-30  7.621833E-01
    224  8.158988408622E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000051E-30  1.000008E-30  1.000225E-30  1.000000E-30  7.618186E-01
    225  8.219791245697E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000087E-30  1.000022E-30  1.000296E-30  1.000000E-30  7.613947E-01
    226  8.273529679330E-02  1.000000E-30  1.000001E-30  1.000001E-30  1.000120E-30  1.000036E-30  1.000355E-30  1.000000E-30  7.610020E-01
    227  8.327310875316E-02  1.000000E-30  1.000004E-30  1.000004E-30  1.000157E-30  1.000054E-30  1.000418E-30  1.000000E-30  7.605964E-01
    228  8.381967664174E-02  1.000000E-30  1.000008E-30  1.000009E-30  1.000198E-30  1.000075E-30  1.000485E-30  1.000000E-30  7.601759E-01
    229  8.442137901789E-02  1.000001E-30  1.000018E-30  1.000020E-30  1.000253E-30  1.000104E-30  1.000569E-30  1.000000E-30  7.597082E-01
    230  8.496109010092E-02  1.000002E-30  1.000029E-30  1.000031E-30  1.000299E-30  1.000130E-30  1.000639E-30  1.000000E-30  7.592879E-01
    231  8.556251684447E-02  1.000008E-30  1.000053E-30  1.000048E-30  1.000359E-30  1.000164E-30  1.000729E-30  1.000000E-30  7.588211E-01
    232  8.609514523980E-02  1.000011E-30  1.000075E-30  1.000064E-30  1.000408E-30  1.000192E-30  1.000801E-30  1.000000E-30  7.584102E-01
    233  8.668730402486E-02  1.000024E-30  1.000108E-30  1.000085E-30  1.000471E-30  1.000230E-30  1.000891E-30  1.000000E-30  7.579561E-01
    234  8.725638446658E-02  1.000039E-30  1.000141E-30  1.000106E-30  1.000531E-30  1.000266E-30  1.000977E-30  1.000000E-30  7.575213E-01
    235  8.784892152766E-02  1.000061E-30  1.000181E-30  1.000131E-30  1.000598E-30  1.000307E-30  1.001072E-30  1.000000E-30  7.570688E-01
    236  8.837914431516E-02  1.000080E-30  1.000215E-30  1.000152E-30  1.000652E-30  1.000341E-30  1.001150E-30  1.000000E-30  7.566624E-01
    237  8.927467123273E-02  1.000150E-30  1.000325E-30  1.000216E-30  1.000813E-30  1.000444E-30  1.001375E-30  1.000000E-30  7.559686E-01
    238  9.009385267910E-02  1.000214E-30  1.000421E-30  1.000273E-30  1.000953E-30  1.000536E-30  1.001570E-30  1.000000E-30  7.553218E-01
    239  9.088007009323E-02  1.000277E-30  1.000514E-30  1.000329E-30  1.001085E-30  1.000624E-30  1.001754E-30  1.000000E-30  7.546872E-01
    240  9.160938796651E-02  1.000335E-30  1.000598E-30  1.000379E-30  1.001202E-30  1.000704E-30  1.001917E-30  1.000000E-30  7.540860E-01
    241  9.231864750676E-02  1.000392E-30  1.000679E-30  1.000429E-30  1.001316E-30  1.000783E-30  1.002074E-30  1.000000E-30  7.534905E-01
    242  9.335415502949E-02  1.000521E-30  1.000858E-30  1.000538E-30  1.001562E-30  1.000957E-30  1.002414E-30  1.000000E-30  7.526053E-01
    243  9.429165011748E-02  1.000631E-30  1.001010E-30  1.000632E-30  1.001770E-30  1.001107E-30  1.002702E-30  1.000000E-30  7.517929E-01
    244  9.514750284226E-02  1.000726E-30  1.001141E-30  1.000713E-30  1.001949E-30  1.001238E-30  1.002948E-30  1.000000E-30  7.510469E-01
    245  9.592869681963E-02  1.000808E-30  1.001253E-30  1.000782E-30  1.002102E-30  1.001350E-30  1.003157E-30  1.000000E-30  7.503667E-01
    246  9.638259128200E-02  1.000837E-30  1.001292E-30  1.000807E-30  1.002154E-30  1.001390E-30  1.003230E-30  1.000000E-30  7.499736E-01
    247  9.686466198075E-02  1.000870E-30  1.001336E-30  1.000834E-30  1.002215E-30  1.001435E-30  1.003312E-30  1.000000E-30  7.495594E-01
    248  9.745016881397E-02  1.000918E-30  1.001402E-30  1.000876E-30  1.002304E-30  1.001502E-30  1.003435E-30  1.000000E-30  7.490630E-01
    249  9.798964068785E-02  1.000961E-30  1.001459E-30  1.000912E-30  1.002382E-30  1.001561E-30  1.003541E-30  1.000000E-30  7.486140E-01
    250  9.892639389759E-02  1.001090E-30  1.001633E-30  1.001022E-30  1.002616E-30  1.001741E-30  1.003863E-30  1.000000E-30  7.478566E-01
    251  9.977784733458E-02  1.001200E-30  1.001780E-30  1.001115E-30  1.002814E-30  1.001895E-30  1.004134E-30  1.007850E-30  7.471931E-01
    252  1.005622893962E-01  1.001296E-30  1.001908E-30  1.001197E-30  1.002986E-30  1.002029E-30  1.004369E-30  1.096629E-30  7.466003E-01
    253  1.013070552067E-01  1.001385E-30  1.002026E-30  1.001272E-30  1.003144E-30  1.002153E-30  1.004585E-30  1.000000E-30  7.460524E-01
    254  1.019791947326E-01  1.001460E-30  1.002124E-30  1.001334E-30  1.003275E-30  1.002256E-30  1.004764E-30  1.000000E-30  7.455688E-01
    255  1.025982572428E-01  1.001527E-30  1.002209E-30  1.001388E-30  1.003388E-30  1.002346E-30  1.004917E-30  1.000000E-30  7.451319E-01
    256  1.032644197032E-01  1.001619E-30  1.002310E-30  1.001451E-30  1.003521E-30  1.002452E-30  1.005098E-30  1.034025E-30  7.446703E-01
    257  1.039121745974E-01  1.001757E-30  1.002412E-30  1.001512E-30  1.003648E-30  1.002553E-30  1.005271E-30  1.089759E-30  7.442291E-01
    258  1.045193471709E-01  1.002037E-30  1.002517E-30  1.001567E-30  1.003761E-30  1.002645E-30  1.005425E-30  1.144902E-30  7.438212E-01
    259  1.051181778144E-01  1.002840E-30  1.002673E-30  1.001623E-30  1.003873E-30  1.002735E-30  1.005576E-30  1.000000E-30  7.434231E-01
    260  1.056826419982E-01  1.005025E-30  1.002968E-30  1.001676E-30  1.003974E-30  1.002816E-30  1.005713E-30  1.196884E-30  7.430496E-01
    261  1.062431336111E-01  1.011746E-30  1.003777E-30  1.001739E-30  1.004076E-30  1.002898E-30  1.005849E-30  1.000000E-30  7.426780E-01
    262  1.068146627648E-01  1.033428E-30  1.006388E-30  1.001844E-30  1.004186E-30  1.002984E-30  1.005992E-30  1.005051E-30  7.422959E-01
    263  1.073656177930E-01  1.093998E-30  1.014246E-30  1.002065E-30  1.004298E-30  1.003066E-30  1.006126E-30  1.060041E-30  7.419221E-01
    264  1.079139362418E-01  1.267579E-30  1.038193E-30  1.002667E-30  1.004441E-30  1.003148E-30  1.006261E-30  1.173261E-30  7.415425E-01
    265  1.084202130578E-01  1.688289E-30  1.099683E-30  1.004195E-30  1.004648E-30  1.003220E-30  1.006377E-30  1.148974E-30  7.411846E-01
    266  1.089957947327E-01  3.055436E-30  1.312932E-30  1.009702E-30  1.005231E-30  1.003316E-30  1.006528E-30  1.143029E-30  7.407697E-01
    267  1.095139929398E-01  6.446319E-30  1.874939E-30  1.024827E-30  1.006708E-30  1.003406E-30  1.006653E-30  1.091281E-30  7.403907E-01
    268  1.100036617482E-01  1.369334E-29  3.148381E-30  1.060490E-30  1.010267E-30  1.003509E-30  1.006766E-30  1.054704E-30  7.400312E-01
    269  1.105581599754E-01  3.260877E-29  6.688614E-30  1.163991E-30  1.021248E-30  1.003708E-30  1.006913E-30  1.195967E-30  7.396278E-01
    270  1.111738162549E-01  8.580078E-29  1.737142E-29  1.491689E-30  1.058387E-30  1.004209E-30  1.007102E-30  1.196708E-30  7.391921E-01
    271  1.117276452796E-01  1.966740E-28  4.121029E-29  2.257667E-30  1.150899E-30  1.005310E-30  1.007273E-30  1.016398E-30  7.388164E-01
    272  1.122547306619E-01  4.045732E-28  8.889009E-29  3.858433E-30  1.356239E-30  1.007715E-30  1.007466E-30  1.000000E-30  7.384757E-01
    273  1.128196390807E-01  8.231180E-28  1.915019E-28  7.463547E-30  1.848476E-30  1.013571E-30  1.007774E-30  1.170963E-30  7.381280E-01
    274  1.134172103791E-01  1.654124E-27  4.103042E-28  1.553349E-29  3.026414E-30  1.028160E-30  1.008355E-30  1.000000E-30  7.377763E-01
    275  1.139661173569E-01  3.005412E-27  7.917887E-28  3.028629E-29  5.324577E-30  1.057690E-30  1.009379E-30  1.119263E-30  7.374646E-01
    276  1.145721141816E-01  5.533805E-27  1.559042E-27  6.145257E-29  1.051928E-29  1.127048E-30  1.011739E-30  1.117497E-30  7.371309E-01
    277  1.151138636995E-01  9.220238E-27  2.759737E-27  1.126265E-28  1.963068E-29  1.253330E-30  1.016112E-30  1.063552E-30  7.368410E-01
    278  1.160623872824E-01  2.117574E-26  7.062630E-27  3.089813E-28  5.805662E-29  1.815359E-30  1.037257E-30  1.000000E-30  7.363514E-01
    279  1.166131253687E-01  3.357936E-26  1.194254E-26  5.454522E-28  1.082903E-28  2.584832E-30  1.068403E-30  1.000000E-30  7.360780E-01
    280  1.171578902390E-01  5.106629E-26  1.932134E-26  9.204317E-28  1.933337E-28  3.936716E-30  1.126453E-30  1.000000E-30  7.358154E-01
    281  1.179966344325E-01  9.258307E-26  3.853594E-26  1.960462E-27  4.507054E-28  8.236231E-30  1.326333E-30  1.001012E-30  7.354262E-01
    282  1.184626561866E-01  1.265782E-25  5.559621E-26  2.935693E-27  7.107437E-28  1.276685E-29  1.551460E-30  1.000048E-30  7.352176E-01
    283  1.189221956404E-01  1.690109E-25  7.821933E-26  4.283154E-27  1.090938E-27  1.960671E-29  1.909131E-30  1.000000E-30  7.350168E-01
    284  1.197605220964E-01  2.760972E-25  1.406124E-25  8.231719E-27  2.302730E-27  4.247745E-29  3.200429E-30  1.001018E-30  7.346610E-01
    285  1.205341475296E-01  4.217168E-25  2.349594E-25  1.464795E-26  4.476753E-27  8.587579E-29  5.879340E-30  1.000475E-30  7.343421E-01
    286  1.212540834288E-01  6.081434E-25  3.683797E-25  2.435438E-26  8.085450E-27  1.618036E-28  1.097512E-29  1.000146E-30  7.340503E-01
    287  1.219299358624E-01  8.365628E-25  5.479516E-25  3.827685E-26  1.373572E-26  2.867405E-28  2.004929E-29  1.000014E-30  7.337776E-01
    288  1.225766858039E-01  1.110636E-24  7.836693E-25  5.769977E-26  2.230798E-26  4.855202E-28  3.562098E-29  1.000000E-30  7.335155E-01
    289  1.231854533608E-01  1.423473E-24  1.076858E-24  8.330589E-26  3.455245E-26  7.826564E-28  6.064183E-29  1.000575E-30  7.332656E-01
    290  1.237219182154E-01  1.746128E-24  1.404035E-24  1.134450E-25  5.006238E-26  1.175020E-27  9.593880E-29  1.000188E-30  7.330419E-01
    291  1.242404039059E-01  2.100873E-24  1.791103E-24  1.509160E-25  7.071113E-26  1.718055E-27  1.479001E-28  1.000218E-30  7.328222E-01
    292  1.248086455930E-01  2.539051E-24  2.307067E-24  2.035149E-25  1.018403E-25  2.570568E-27  2.349088E-28  1.000234E-30  7.325777E-01
    293  1.253177247642E-01  2.975978E-24  2.861974E-24  2.630532E-25  1.396498E-25  3.648244E-27  3.521069E-28  1.000622E-30  7.323559E-01
    294  1.258810647447E-01  3.506476E-24  3.589026E-24  3.451939E-25  1.956679E-25  5.310890E-27  5.449569E-28  1.000626E-30  7.321094E-01
    295  1.264205598797E-01  4.059248E-24  4.408478E-24  4.428268E-25  2.673144E-25  7.527676E-27  8.196452E-28  1.000532E-30  7.318741E-01
    296  1.270317883483E-01  4.733915E-24  5.494904E-24  5.797393E-25  3.758854E-25  1.103828E-26  1.286255E-27  1.000000E-30  7.316108E-01
    297  1.275757308169E-01  5.373457E-24  6.614147E-24  7.289499E-25  5.037499E-25  1.535856E-26  1.902001E-27  1.000304E-30  7.313817E-01
    298  1.286048671531E-01  6.668106E-24  9.158905E-24  1.096237E-24  8.553007E-25  2.801344E-26  3.898111E-27  1.000000E-30  7.309679E-01
    299  1.290949488661E-01  7.321107E-24  1.059142E-23  1.318764E-24  1.090780E-24  3.698237E-26  5.444240E-27  1.000000E-30  7.307812E-01
    300  1.295345101683E-01  7.913079E-24  1.198244E-23  1.545122E-24  1.346161E-24  4.706957E-26  7.286433E-27  1.000011E-30  7.306196E-01
    301  1.303954523490E-01  9.076533E-24  1.499626E-23  2.069310E-24  1.994962E-24  7.409281E-26  1.265837E-26  1.000000E-30  7.303179E-01
    302  1.308549873199E-01  9.696021E-24  1.676696E-23  2.398319E-24  2.440731E-24  9.363197E-26  1.686789E-26  1.000000E-30  7.301635E-01
    303  1.312776310019E-01  1.025531E-23  1.847569E-23  2.730440E-24  2.919557E-24  1.153743E-25  2.182174E-26  1.000000E-30  7.300248E-01
    304  1.320787884157E-01  1.127844E-23  2.190673E-23  3.441074E-24  4.038777E-24  1.688347E-25  3.502782E-26  1.000000E-30  7.297689E-01
    305  1.327308179063E-01  1.206957E-23  2.487128E-23  4.102860E-24  5.194248E-24  2.273530E-25  5.088498E-26  1.000000E-30  7.295653E-01
    306  1.333821207310E-01  1.281009E-23  2.793958E-23  4.836004E-24  6.600308E-24  3.024705E-25  7.303984E-26  1.000000E-30  7.293647E-01
    307  1.339749669338E-01  1.343510E-23  3.079208E-23  5.563587E-24  8.127201E-24  3.883307E-25  1.005025E-25  1.000000E-30  7.291839E-01
    308  1.345530840576E-01  1.399557E-23  3.359522E-23  6.324276E-24  9.866011E-24  4.909849E-25  1.359687E-25  1.000000E-30  7.290085E-01
    309  1.351098094661E-01  1.448776E-23  3.628699E-23  7.100247E-24  1.179403E-23  6.103437E-25  1.804271E-25  1.000000E-30  7.288399E-01
    310  1.359304916944E-01  1.512822E-23  4.019206E-23  8.312447E-24  1.513183E-23  8.295034E-25  2.700737E-25  1.000000E-30  7.285912E-01
    311  1.363572082699E-01  1.542287E-23  4.217804E-23  8.971816E-24  1.712244E-23  9.671912E-25  3.311973E-25  1.000000E-30  7.284614E-01
    312  1.367788244083E-01  1.568764E-23  4.408850E-23  9.636051E-24  1.925955E-23  1.120475E-24  4.032685E-25  1.000000E-30  7.283326E-01
    313  1.375777712339E-01  1.612217E-23  4.754593E-23  1.092103E-23  2.379602E-23  1.463669E-24  5.789462E-25  1.000000E-30  7.280866E-01
    314  1.380438267916E-01  1.633870E-23  4.945714E-23  1.168259E-23  2.675401E-23  1.699888E-24  7.106037E-25  1.000000E-30  7.279419E-01
    315  1.384690951451E-01  1.651365E-23  5.111838E-23  1.237806E-23  2.964558E-23  1.939942E-24  8.528663E-25  1.000000E-30  7.278088E-01
    316  1.391087445178E-01  1.673968E-23  5.345992E-23  1.341809E-23  3.433970E-23  2.348407E-24  1.113716E-24  1.000000E-30  7.276070E-01
    317  1.397002518981E-01  1.691355E-23  5.545462E-23  1.436734E-23  3.905186E-23  2.781299E-24  1.414916E-24  1.000000E-30  7.274189E-01
    318  1.402705851668E-01  1.705301E-23  5.721748E-23  1.526309E-23  4.391901E-23  3.252105E-24  1.770331E-24  1.000000E-30  7.272360E-01
    319  1.408634912375E-01  1.717248E-23  5.888232E-23  1.616673E-23  4.929780E-23  3.800212E-24  2.219636E-24  1.000000E-30  7.270442E-01
    320  1.414089642241E-01  1.726263E-23  6.026547E-23  1.696797E-23  5.451490E-23  4.359772E-24  2.716975E-24  1.000000E-30  7.268660E-01
    321  1.419220762512E-01  1.733258E-23  6.144003E-23  1.769107E-23  5.963557E-23  4.935958E-24  3.269370E-24  1.000000E-30  7.266964E-01
    322  1.422771704232E-01  1.737367E-23  6.218344E-23  1.817239E-23  6.328831E-23  5.363504E-24  3.705534E-24  1.000000E-30  7.265774E-01
    323  1.426029315631E-01  1.740669E-23  6.281679E-23  1.859898E-23  6.670739E-23  5.776363E-24  4.147964E-24  1.000000E-30  7.264667E-01
    324  1.430135230101E-01  1.744264E-23  6.355153E-23  1.911551E-23  7.109991E-23  6.325054E-24  4.768369E-24  1.000000E-30  7.263248E-01
    325  1.434683796643E-01  1.747607E-23  6.428749E-23  1.965974E-23  7.606295E-23  6.970301E-24  5.545566E-24  1.000000E-30  7.261641E-01
    326  1.440315208021E-01  1.750958E-23  6.509316E-23  2.029216E-23  8.232632E-23  7.824063E-24  6.653888E-24  1.000000E-30  7.259586E-01
    327  1.445490332405E-01  1.753402E-23  6.573916E-23  2.083275E-23  8.817438E-23  8.662425E-24  7.832343E-24  1.000000E-30  7.257627E-01
    328  1.451370980342E-01  1.755580E-23  6.637346E-23  2.139956E-23  9.488837E-23  9.676259E-24  9.379554E-24  1.000000E-30  7.255320E-01
    329  1.457052374241E-01  1.757199E-23  6.689594E-23  2.189990E-23  1.014091E-22  1.071619E-23  1.110946E-23  1.000000E-30  7.253022E-01
    330  1.463107957421E-01  1.758512E-23  6.736612E-23  2.238310E-23  1.083510E-22  1.188687E-23  1.323648E-23  1.000000E-30  7.250514E-01
    331  1.468752132891E-01  1.759436E-23  6.773347E-23  2.278842E-23  1.147737E-22  1.303237E-23  1.551001E-23  1.000000E-30  7.248155E-01
    332  1.475510939381E-01  1.760250E-23  6.809546E-23  2.321905E-23  1.223472E-22  1.446638E-23  1.863861E-23  1.000000E-30  7.245338E-01
    333  1.481899111058E-01  1.760800E-23  6.837104E-23  2.357453E-23  1.293360E-22  1.587691E-23  2.204169E-23  1.000000E-30  7.242704E-01
    334  1.491767377555E-01  1.761356E-23  6.869300E-23  2.403307E-23  1.396844E-22  1.813855E-23  2.823419E-23  1.000000E-30  7.238711E-01
    335  1.497116139607E-01  1.761553E-23  6.882493E-23  2.424012E-23  1.450191E-22  1.939552E-23  3.210468E-23  1.000000E-30  7.236586E-01
    336  1.502421520731E-01  1.761697E-23  6.893133E-23  2.441870E-23  1.500664E-22  2.064957E-23  3.630295E-23  1.000000E-30  7.234502E-01
    337  1.509052103900E-01  1.761823E-23  6.903583E-23  2.460775E-23  1.559949E-22  2.221326E-23  4.205648E-23  1.000000E-30  7.231948E-01
    338  1.515352476696E-01  1.761904E-23  6.911129E-23  2.475602E-23  1.612048E-22  2.368008E-23  4.803754E-23  1.000000E-30  7.229594E-01
    339  1.521327102765E-01  1.761956E-23  6.916566E-23  2.487165E-23  1.657344E-22  2.503754E-23  5.414400E-23  1.000000E-30  7.227447E-01
    340  1.526678407657E-01  1.761988E-23  6.920295E-23  2.495700E-23  1.694348E-22  2.621274E-23  5.993604E-23  1.000000E-30  7.225610E-01
    341  1.532481602429E-01  1.762012E-23  6.923367E-23  2.503258E-23  1.730556E-22  2.743065E-23  6.650693E-23  1.000000E-30  7.223717E-01
    342  1.535863948111E-01  1.762022E-23  6.924777E-23  2.506946E-23  1.749767E-22  2.810854E-23  7.044886E-23  1.000000E-30  7.222660E-01
    343  1.538995751697E-01  1.762029E-23  6.925873E-23  2.509938E-23  1.766302E-22  2.871219E-23  7.415173E-23  1.000000E-30  7.221710E-01
    344  1.546020187628E-01  1.762040E-23  6.927734E-23  2.515361E-23  1.799108E-22  2.997441E-23  8.256774E-23  1.000000E-30  7.219670E-01
    345  1.552062305672E-01  1.762046E-23  6.928825E-23  2.518833E-23  1.822798E-22  3.095104E-23  8.982432E-23  1.000000E-30  7.218002E-01
    346  1.557875935888E-01  1.762049E-23  6.929553E-23  2.521338E-23  1.841871E-22  3.178839E-23  9.669240E-23  1.000000E-30  7.216456E-01
    347  1.566447447202E-01  1.762052E-23  6.930226E-23  2.523885E-23  1.863968E-22  3.283494E-23  1.063710E-22  1.000000E-30  7.214256E-01
    348  1.574294426159E-01  1.762053E-23  6.930572E-23  2.525348E-23  1.878778E-22  3.360143E-23  1.145174E-22  1.000000E-30  7.212300E-01
